"","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Xanthomonas","Xanthomonas"
"M851.338T916.834"," 0.01360086"," 0.01000188","-0.11252996"," 0.50894556"," 0.71547624"," 0.85945853"," 0.15086949","-0.53018642","-1.04950937","-0.52407581"," 0.11230612","-0.15435711"
"M529.184T941.182"," 0.1135457","-0.1034309"," 0.6396449"," 0.4249651"," 1.0858917"," 0.1304116"," 0.1925917","-0.6990475","-1.6330696","-0.6818250"," 0.7993290","-0.2690066"
"M621.221T884.304"," 0.102335029","-0.350394293","-0.351457029"," 0.252617488"," 1.188099729"," 0.587822680"," 0.056586595","-0.487435693","-0.752218806","-0.227231275","-0.005938556","-0.012785870"
"M705.205T926.435"," 0.23694606","-0.38726853","-0.34714156"," 0.42800755"," 0.84750331"," 0.56078851"," 0.29264666","-0.83221560","-1.33569841","-0.03207405"," 0.01408969"," 0.55441636"
"M699.004T983.059","-0.14657340","-0.54210579"," 0.19434587"," 0.29000321"," 1.32152767"," 0.36581285"," 0.44345505","-1.09069575","-0.35579273","-0.26874472","-0.02283271","-0.18839955"
"M805.362T924.937","-0.340015131","-0.367283344","-0.613702695"," 0.452588190"," 1.114004409"," 0.820667391","-0.231199314","-0.291285970","-0.530763809","-0.184171398","-0.008731187"," 0.179892857"
"M789.663T1119.968"," 0.14215555"," 0.35204602","-0.23304962"," 0.43588780"," 0.91461457"," 0.33859560","-0.02578809","-1.00244904","-0.54657136","-0.75956253"," 0.47534303","-0.09122194"
"M467.156T971.498","-0.07299624"," 0.56193697","-0.23599874"," 0.20256910"," 0.90750951"," 0.13773308"," 0.45642029","-0.29403610","-1.18057250","-0.57009878","-0.02418164"," 0.11171505"
"M640.844T67.188","-0.70404585","-0.87710815","-0.66929456","-0.10702542"," 0.58011625"," 0.54478002"," 0.35294959"," 0.03167887","-0.62205104"," 0.21317847"," 0.15610246"," 1.10071935"
"M359.098T671.316","-0.08870924","-0.19039837","-0.42639890","-0.05595396"," 1.10387683"," 0.59295879"," 0.51898685","-0.31102868","-0.74535088","-0.49072696","-0.09236060"," 0.18510512"
"M431.769T791.594","-0.18258655","-0.78413905","-0.95269516"," 0.13947130"," 0.96905174"," 0.62443073"," 0.38116228","-0.04391184","-0.73744615","-0.04467712"," 0.20047711"," 0.43086268"
"M643.245T933.361","-0.43752628"," 0.06374347"," 0.58925036"," 0.37913800"," 0.98770334"," 0.24186573"," 0.37525066","-0.63740153","-0.90100699","-0.63874380"," 0.07658458","-0.09885754"
"M287.077T663.979","-0.17992493","-0.40620860","-0.04062910"," 0.52257606"," 1.09336246"," 0.22211344"," 0.57051530","-0.22031380","-0.35458554","-0.04019537","-0.48046160","-0.68624831"
"M875.696T1193.301","-0.17587382","-0.15571022","-0.63208199"," 0.05681911"," 0.69628076"," 0.25599772","-0.20798449","-0.63369820","-0.49134342"," 0.12675444"," 0.62720645"," 0.53363367"
"M850.805T68.208","-1.55678701","-0.95442873","-0.06897493"," 0.47586151"," 0.29852385"," 0.50954913"," 0.61664423","-0.25945381","-0.53143692"," 0.21131621"," 0.20958037"," 1.04960611"
"M508.881T66.935","-0.2412003","-0.3123801","-0.6275385"," 0.2915032"," 0.7405453"," 0.6866661"," 0.4814935","-0.2538397","-0.5072107","-0.1890509","-0.4347807"," 0.3657927"
"M815.832T67.938","-0.4774614","-0.4426445","-0.7684233"," 0.2642305"," 1.5741042"," 0.9075683"," 1.0011644","-0.4620270","-0.7952870"," 0.0448287","-1.1807702"," 0.3347173"
"M539.034T616.33"," 0.55158115","-0.71882331"," 0.69840562"," 0.37710488"," 0.95627886"," 0.72673278"," 0.14729556","-1.05797785","-1.06870525","-0.46727759","-0.22145146"," 0.07683661"
"M397.002T110.368","-0.10013046","-0.50866950","-0.32417533"," 0.01993129"," 1.26213092"," 0.54491361"," 0.47253719","-0.58505808","-0.36684894","-0.10437962","-0.24892126","-0.06132983"
"M1432.595T1048.493","-0.270613247","-0.154246499"," 0.574700688","-0.008857196"," 1.195996591"," 1.017386622"," 0.338514906","-0.719265972","-0.759089844","-0.471788512","-0.464585329","-0.278152209"
"M627.173T806.181","-0.0578038","-0.4292983","-0.5158883"," 0.3660117"," 1.1764121"," 0.5416771"," 0.3058155","-0.6426630","-0.3281369","-0.3484328","-0.3128114"," 0.2451181"
"M333.062T883.084","-0.15755252","-0.69024813","-0.41516518"," 0.58305987"," 1.48236470"," 0.23110648"," 0.71180241"," 0.06399095","-0.63671486","-0.54667889","-0.96473260"," 0.33876777"
"M564.68T1183.74","-0.22945618","-0.07374140","-1.15646913"," 0.34146696"," 1.08575724"," 0.28405514"," 0.50948508","-0.29783943","-0.02699343"," 0.05377880","-0.29269965","-0.19734400"
"M503.143T589.731"," 0.31206158","-0.29509115"," 0.36754789","-0.02286670"," 0.98997640"," 0.74026896"," 0.40204882","-0.57643750","-1.27903354","-0.44930940","-0.25675967"," 0.06759431"
"M799.852T67.938","-0.4027600","-0.6905919","-0.8768533"," 0.5420074"," 0.5708963"," 0.8074398"," 0.8470320","-0.2007839","-0.5442743","-0.1918085","-0.2098013"," 0.3494976"
"M927.368T972.44"," 0.33539345","-0.38923804","-0.03598617"," 0.50659072"," 0.92457559"," 0.24718652"," 0.34879562","-0.49206173","-1.32031023","-0.22950957"," 0.12975438","-0.02519056"
"M371.09T764.993","-0.2514045","-0.5064920","-0.4905719"," 0.5042143"," 1.1556511"," 0.4775664"," 0.2472666","-0.2871980","-0.3693374","-0.3720350","-0.2893289"," 0.1816694"
"M811.459T986.188"," 0.25097365","-0.29704814","-0.34903444"," 0.52445931"," 1.14477097"," 0.58345638"," 0.33265878","-0.81179928","-0.05886281","-0.76109251","-0.28950573","-0.26897618"
"M561.217T921.818","-0.05892455","-0.29668004","-0.51084562"," 0.38226609"," 0.97419128"," 0.40834980"," 0.93233994","-0.16910572","-0.77364375","-0.64860345","-0.28724818"," 0.04790420"
"M463.02T875.074"," 0.4245456"," 0.1663168"," 0.5357631"," 0.5820784"," 1.2885861"," 0.7943548"," 0.7342077","-0.7076263","-1.1222832","-0.8878950","-0.7757724","-1.0322756"
"M289.12T769.482"," 0.40453111","-0.02387491"," 0.32668279"," 0.56020699"," 0.78252628"," 0.58879161"," 0.38817119","-0.59388041","-0.66404670","-0.54248181","-0.33427843","-0.89234770"
"M657.109T89.959"," 0.04666441"," 0.21780462","-0.61675184"," 0.30925234"," 0.80579123"," 0.11615249"," 0.60701936","-0.63410832","-0.55244245","-0.55975690"," 0.25544042"," 0.00493465"
"M459.052T765.953"," 0.03487435","-0.29424303","-0.74716167"," 0.09138345"," 1.05421434"," 0.48795633"," 0.28852394","-0.15898051","-0.46317938","-0.06819839","-0.09697170","-0.12821774"
"M497.175T1191.749"," 0.06183614"," 0.23172930","-0.58540319"," 0.35045249"," 0.82201277"," 0.62986883","-0.02507633","-0.70059400","-0.32393368","-0.38277075"," 0.18445846","-0.26258004"
"M404.916T66.832","-0.82649775","-0.97078934","-0.90138033","-0.17864495"," 0.90275884"," 0.73241669"," 0.84003789"," 0.01846652","-0.14077347"," 0.18941745","-0.51999194"," 0.85498040"
"M723.346T899.128"," 0.03376438"," 0.10496606","-0.94422533"," 0.29632999"," 0.97137935"," 0.50247489"," 0.29371808","-0.57611134","-0.50780419","-0.48574156"," 0.21685990"," 0.09438976"
"M655.655T928.688","-0.2523108"," 0.1616274","-0.6627697"," 0.5969333"," 1.1098660"," 0.4357748"," 0.2623365","-0.5347713","-0.2528546","-0.3460960","-0.2912506","-0.2264848"
"M427.197T838.449","-0.26907482"," 0.02508257","-0.85602175"," 0.46941973"," 1.18778321"," 0.25359809"," 0.05957294","-0.27652551","-0.86393538","-0.28257672"," 0.12800994"," 0.42466770"
"M999.727T1404.686","-0.52525815","-0.01629169","-0.46825131"," 0.63042405"," 1.04201496"," 0.10100802"," 0.07884420","-0.54722632","-0.35032488","-0.28398733"," 0.30871918"," 0.03032927"
"M626.824T67.188","-0.07840454","-0.21296339","-0.52238654"," 0.34687517"," 0.51636522"," 0.11563171"," 0.67264353","-0.15888922","-0.30470077","-0.58217370","-0.22636655"," 0.43436909"
"M293.177T1099.499","-0.10898894"," 0.14773914","-0.23814756"," 0.44318140"," 0.92303278"," 0.51023777"," 0.02730063","-1.09558488","-0.60528336","-0.32603086"," 0.19057671"," 0.13196718"
"M429.25T1071.941","-0.21892373","-0.08624079","-0.38319680"," 0.43489724"," 1.19982403"," 0.27765290"," 0.41756057","-0.57928585","-0.53192279","-0.48414742","-0.18612329"," 0.13990593"
"M341.088T439.204"," 0.22834102","-0.11973547","-0.04239492"," 0.30485925"," 0.87513061"," 0.48901181"," 0.32479159","-0.55953291","-0.71714128","-0.49602531","-0.14518235","-0.14212204"
"M656.833T67.115","-0.42678538","-0.49829357","-0.42015844"," 0.07217132"," 1.34031105"," 0.74073873"," 0.95283503","-0.35668920","-0.54490025","-0.05552330","-0.83628128"," 0.03257529"
"M1031.347T966.014","-0.01681523","-0.29736464","-0.29505471"," 0.53642717"," 1.07023690"," 0.66014096"," 0.18452547","-0.45341814","-1.06572418","-0.44379448","-0.02173236"," 0.14257326"
"M630.879T67.545","-0.3648546","-0.4819197","-0.8722630"," 0.3874624"," 0.8553720"," 1.0382581"," 0.7328007","-0.1212648","-0.6259152","-0.1180142","-0.6827734"," 0.2531119"
"M693.424T1336.51"," 0.01595968"," 0.15299026","-0.49688496","-0.14548260"," 0.26219954"," 0.27753054"," 0.29454060","-0.92920066","-0.23500601","-0.33719737"," 0.79693045"," 0.34362054"
"M806.978T940.468","-0.21110702"," 0.05904179"," 0.41995137"," 0.11382389"," 1.02050679"," 0.72768633"," 0.12759361","-0.42505421","-1.50909332","-0.45128857"," 0.09097216"," 0.03696719"
"M471.897T67.543","-0.22750609","-0.54412170","-0.68097287"," 0.34741676"," 0.60075739"," 0.59926663"," 0.73328459","-0.08007909","-0.52244104","-0.14103761","-0.41812795"," 0.33356099"
"M429.141T889.195"," 0.57453530"," 0.30473614"," 0.23908047"," 0.31871783"," 1.00812469"," 0.47230905","-0.05609911","-0.44503309","-0.74039082","-1.15651660","-0.21367974","-0.30578410"
"M1109.422T909.522"," 0.13611411"," 0.35057584","-0.77045842"," 0.34659770"," 1.01984039"," 0.65923689","-0.02311778","-0.44535347","-1.11784198","-0.79096536"," 0.14165739"," 0.49371468"
"M341.088T304.64"," 0.30639634","-0.02816558"," 0.32694008","-0.23843650"," 1.13870749"," 0.42944825"," 0.30104467","-0.72339208","-0.77291938","-0.53594154","-0.26080281"," 0.05712108"
"M1042.422T909.151"," 0.13304119"," 0.18977570","-0.24702333"," 0.28276573"," 0.81937221"," 0.62065036","-0.06777907","-0.36856615","-1.44725032","-0.45914577"," 0.08466223"," 0.45949722"
"M798.851T67.54","-0.7902011","-1.1682643","-0.2852509","-0.2053707"," 0.9806683"," 0.8627470"," 0.7567079","-0.2739376","-0.2645434"," 0.2950442"," 0.1059649","-0.0135644"
"M413.179T861.909","-0.51799847","-0.14497835"," 0.07751677"," 0.76085498"," 1.28946475"," 0.54208809"," 0.33885277","-2.05217655","-0.40611133","-0.81301212"," 0.29217532"," 0.63332414"
"M807.007T938.915","-0.60123784"," 0.08104351","-0.14473403"," 0.16432751"," 1.30533905"," 0.67944135"," 0.29643327","-0.43693669","-1.14284748","-0.60641113"," 0.36668663"," 0.03889585"
"M359.022T90.408","-0.3670855","-0.3648502","-0.4558957"," 0.4317126"," 1.3132271"," 0.5129794","-0.0887920","-0.5012053","-0.5410601","-0.3522453"," 0.1530768"," 0.2601382"
"M564.961T1199.656"," 0.07261405"," 0.33642427","-0.09478154"," 0.07959458"," 0.77114191"," 0.22237889"," 0.42530608","-0.25799912"," 0.13558942","-0.39480763","-0.19607439","-1.09938654"
"M359.061T194.361","-0.36536748","-0.64049225","-0.41039268"," 0.34121588"," 1.05171600"," 0.38620441"," 0.93757733","-0.52068992","-0.28788192","-0.08239960","-0.37402671","-0.03546305"
"M1462.52T939.973","-0.06979671","-0.12889477"," 0.30160812"," 0.59892689","-0.13546795"," 1.07564282"," 0.71841844","-0.53070517","-1.41396624","-0.18250123","-0.17892079","-0.05434342"
"M385.113T791.317"," 0.1255383","-0.3353518","-0.2756393"," 0.2463188"," 1.1343216"," 0.5257819"," 0.1585908","-0.4875337","-0.4631940","-0.3541614","-0.1526674","-0.1220037"
"M743.85T66.912","-0.53551186","-0.44455735","-0.51627282"," 0.03274856"," 1.21283512"," 0.95177137"," 0.84221247"," 0.14491130","-0.48137412","-0.23918311","-1.13210397"," 0.16452443"
"M203.083T418.775"," 1.15627754"," 0.22592053"," 1.02461789","-0.21890629"," 0.78707347"," 0.32846297","-0.26468167","-1.29355959","-0.51911555","-1.04213136"," 0.08391728","-0.26787521"
"M341.465T625.973"," 0.49493179","-0.44705027"," 0.58664356"," 0.40244393"," 1.10850303"," 0.76565029","-0.09485527","-1.01266563","-0.81360299","-0.71335433","-0.14234313","-0.13430100"
"M272.959T67.281","-0.47497382","-0.78632690","-0.89717803","-0.05161203"," 0.79712002"," 0.75377790"," 0.78929448","-0.14108941","-0.53423456"," 0.09411133","-0.51127647"," 0.96238748"
"M700.328T66.684","-0.47314797","-0.57194098","-0.69347269"," 0.28928816"," 0.51660759"," 1.00163360"," 0.84548987","-0.13949691","-0.63025742"," 0.06512508","-0.72093507"," 0.51110675"
"M280.987T110.997","-0.30702161","-0.34784053","-0.53060311"," 0.45736183"," 1.27826048"," 0.33849984"," 0.23967993","-0.38081361","-0.44788825","-0.38023784","-0.09038117"," 0.17098406"
"M472.886T66.482","-0.4818104","-0.5377403","-0.6435857"," 0.4465994"," 0.6839162"," 0.5183979"," 0.8433156","-0.1367938","-0.3075163","-0.1651426","-0.7255658"," 0.5059257"
"M367.058T823.98","-0.08375793","-0.12867334","-0.41515334"," 0.26568126"," 0.78170807"," 0.36851408"," 0.17623228","-0.23510174","-1.76826619","-0.25206306"," 0.54883622"," 0.74204371"
"M586.884T67.938","-0.28372057","-0.65323263","-0.77434490"," 0.48393367"," 0.95373536"," 0.51400944"," 0.56116359","-0.22425382","-0.84730805","-0.06542784","-0.46418497"," 0.79963072"
"M1162.845T896.125","-0.40133497","-0.13503314","-0.10641423"," 0.56496463"," 1.37662797"," 0.31791688"," 0.34059062","-0.89632313","-0.09951492","-0.19656099","-0.74418517","-0.02073355"
"M576.861T67.042","-0.3014468","-0.2978777","-0.5181774"," 0.4064967"," 0.7485620"," 0.8363536"," 0.1365648","-0.5484345","-0.5143618","-0.3244386","-0.2805556"," 0.6573152"
"M868.801T68.637","-0.73110252","-0.45234728","-0.90921052"," 0.63564591"," 0.64981241"," 0.81068119"," 0.94993310","-0.19764410","-0.60417232"," 0.04704134","-0.81562320"," 0.61698599"
"M1131.537T924.362","-0.01970511"," 0.31668701","-0.74532711"," 0.27025699"," 1.02767026"," 0.60811626"," 0.16846179","-0.60074957","-0.31467334","-0.47527326","-0.06108315","-0.17438076"
"M1193.356T907.422","-0.124499772","-0.161426508","-0.724036998"," 0.994187429"," 0.330041436"," 1.083781741"," 0.129274789","-0.265265529","-0.783038822","-0.036799295","-0.440350754","-0.001867718"
"M182.994T112.283"," 0.2673616","-0.6070614","-0.2501767"," 0.2001400"," 1.2945380"," 0.3216929"," 0.4915682","-0.3393001","-0.2892042","-0.2572719","-0.3756281","-0.4566584"
"M684.885T67.374","-0.7849815","-0.4144818","-0.5413536"," 0.0631864"," 1.2011872"," 1.0239891"," 1.2076959"," 0.1313048","-0.7816995","-0.0244309","-1.3351047"," 0.2546885"
"M373.167T930.605"," 0.61496274","-0.01666566"," 0.31491425"," 0.21143591"," 0.73628185"," 0.41643399"," 0.16417511","-0.95840230","-0.56129407","-0.79343152"," 0.10124911","-0.22965941"
"M365.143T832.741"," 0.70358768","-0.14356779"," 0.09477709"," 0.04130638"," 0.74560666"," 1.32716262"," 0.90234254","-0.54545190","-0.94332937","-0.70839992","-1.17799961","-0.29603437"
"M555.17T790.902"," 0.02899188","-0.01661042","-0.26155374","-0.05752168"," 1.19103573"," 0.43295520"," 0.37229917","-0.53177667","-0.65579222","-0.65970518","-0.02023498"," 0.17791290"
"M408.822T1801.685","-0.2272375"," 0.1626676","-0.3514437"," 0.3163884"," 1.2231983"," 0.6420270"," 0.2040647","-0.4814229","-0.6363997","-0.4439329","-0.1320318","-0.2758775"
"M1084.663T1198.774"," 0.58146124"," 0.17914915"," 0.42525540"," 0.04887686"," 0.86967263"," 0.44649699"," 0.48590409","-0.64063934"," 0.16985839"," 0.13346548","-1.40734464","-1.29215624"
"M454.144T914.383"," 0.06092473"," 0.47035551","-0.85091650"," 0.64056356"," 0.97667758"," 0.90086904"," 0.12435344","-0.53319477","-1.23408384","-0.37805888","-0.42287314"," 0.24538327"
"M886.794T67.143","-0.8947407","-0.6209353","-0.4675548"," 0.2301137"," 1.5403797"," 1.0841265"," 0.6627439","-0.2274095","-0.7688984"," 0.1285512","-1.1189755"," 0.4525991"
"M526.316T1188.04","-0.01129883","-1.11984683","-0.60398586"," 0.34497136"," 0.26498539"," 1.07518733"," 0.32786043","-0.22861746","-0.12029784"," 0.13466848","-0.13002739"," 0.06640122"
"M631.877T67.938","-0.4768544","-0.9189462","-0.4630932"," 0.4361235"," 0.7662327"," 0.9869822"," 1.0557159"," 0.1748051","-0.9831148","-0.0450751","-0.7650671"," 0.2322914"
"M1192.357T906.767"," 0.02182493","-0.77764052","-0.23609144"," 0.32084848"," 0.74071898"," 0.56077551"," 0.84832705","-0.37955945","-0.36826189"," 0.06212928","-0.49971252","-0.29335842"
"M1009.386T967.414"," 0.55442911","-0.09868217"," 0.10733238"," 0.61438758"," 0.87061525"," 0.52188795","-0.09027919","-0.77338268","-1.61093487","-0.08518158"," 0.08264155","-0.09283333"
"M357.108T784.337"," 0.2912262","-0.1804715","-0.2134682"," 0.2095301"," 1.1338512"," 0.6644618"," 0.5202129","-0.5216968","-0.7477489","-0.4761615","-0.4660848","-0.2136504"
"M349.072T1165.294","-0.21076870","-0.57504841","-0.84275959"," 0.52163774"," 1.23114709"," 0.40457906"," 0.23187433","-0.38581087","-0.56512279"," 0.02164307","-0.16207908"," 0.33070814"
"M527.309T1189.176","-0.06104859","-0.58737652","-0.46025713"," 0.32937706"," 0.81096390"," 0.65781963"," 0.03835642","-0.68037969","-0.29404868","-0.14771249"," 0.18781587"," 0.20649022"
"M1103.384T928.554","-0.06632092","-0.14131266","-0.31872097"," 0.39715978"," 0.95177033"," 0.59796033"," 0.22262656","-0.51489787","-1.24620582","-0.26592747"," 0.12280034"," 0.26106837"
"M683.887T67.591","-0.73307168","-1.08098689","-0.67140997"," 0.09547713"," 1.13040610"," 1.07836588"," 1.05436495"," 0.32600528","-0.50530906"," 0.04580528","-1.11293091"," 0.37328390"
"M553.164T782.325","-0.51761211","-0.06028152","-0.38603944"," 0.25791136"," 1.22466727"," 0.51102791"," 0.06294256","-0.36754635","-0.62577122","-0.29463494"," 0.33800215","-0.14266566"
"M644.846T66.885","-0.2479218","-0.2577078","-0.5150669"," 0.1844989"," 0.5337276"," 0.8843498"," 0.7551410","-0.3744783","-0.4853483","-0.1714283","-0.5901763"," 0.2844104"
"M521.022T764.729","-0.1334654","-0.7959538","-0.4268355"," 0.3568014"," 1.2613098"," 0.3396683"," 0.3599839","-0.4836708","-0.1785554","-0.2578152","-0.2362982"," 0.1948310"
"M559.276T958.275"," 0.02919256"," 0.15237435"," 0.13948108"," 0.07645066"," 1.20414145"," 0.31287863"," 0.34520066","-0.70073292","-1.13339391","-0.42698387","-0.21267968"," 0.21407101"
"M943.39T965.159"," 0.58495279","-0.25180981"," 0.32914393"," 0.72261133"," 0.69300769"," 0.58136025","-0.13608385","-0.50194412","-1.51563214","-0.28969625","-0.08409099","-0.13181882"
"M613.983T886.617"," 0.01085202"," 0.09379937","-0.77167880"," 0.29803198"," 1.16389183"," 0.29067472"," 0.44764408","-0.38247761","-0.07657241","-0.36464767","-0.25238773","-0.45712978"
"M173.008T106.871","-0.3349392","-0.2468093","-0.3905219"," 0.2720624"," 1.1560853"," 0.5599224"," 0.3888468","-0.4498097","-0.5320823","-0.6125495","-0.1365595"," 0.3263545"
"M429.486T320.767","-0.11276136","-0.12410052","-0.45771581"," 0.38894669"," 1.27439819"," 0.07299482"," 0.27733887","-0.42249375","-0.41602773","-0.38662199","-0.21050461"," 0.11654720"
"M693.17T791.92","-0.27481994","-0.17786686","-0.32400285"," 0.58143721"," 1.44239252"," 0.01986647"," 0.39302633","-0.22820287","-0.49123846","-0.30628972","-0.36748077","-0.26682104"
"M433.376T793.769"," 0.27335293","-0.17123729","-0.62134673"," 1.09052204"," 0.94360458"," 0.13177312"," 0.33175741","-0.54892680","-0.54341125","-0.34956997","-0.46388440","-0.07263364"
"M760.823T66.885","-0.77344513","-0.59567148","-0.55714172"," 0.05551526"," 1.20445532"," 0.92336588"," 0.91726075","-0.34335912","-0.55269866"," 0.26994320","-0.74007514"," 0.19185085"
"M469.095T760.602","-0.35339143","-0.39795497","-0.21726379"," 0.43676495"," 0.86942846"," 0.67903431"," 0.46736438","-0.57356392","-0.53834538","-0.18056718","-0.23082309"," 0.03931768"
"M937.334T882.127","-0.1510820"," 0.3165125"," 0.2170418"," 0.5027812"," 0.8688550"," 0.6779176"," 0.3364294","-0.6675720","-1.2170504","-0.4499543","-0.1340316","-0.2998472"
"M728.269T963.544"," 0.22933340","-0.08465281"," 0.28504527"," 0.40734742"," 0.53031956"," 1.16914177"," 0.11102459","-0.41816421","-1.62453325","-0.39549400","-0.07417889","-0.13518884"
"M433.122T384.02"," 1.40249026"," 0.16213124"," 1.24103481","-0.37650827"," 0.12664951"," 0.38794544"," 0.04208483","-0.95588407","-0.45497377","-0.99607778","-0.01569357","-0.56319864"
"M951.343T881.927","-0.5994380","-0.3239555"," 0.2236396"," 0.5161964"," 0.5214991"," 0.8417743"," 0.3386163","-0.5410634","-1.2629493","-0.2508309"," 0.2620623"," 0.2744491"
"M401.027T415.826"," 0.7309487"," 0.2041542"," 0.9122033","-0.1717599"," 0.8866781"," 0.3998952","-0.2945675","-1.1780792","-0.5203933","-0.9361764"," 0.2297915","-0.2626948"
"M715.392T322.783"," 0.1479984503","-0.1697259184","-0.2278466312","-0.0009389674"," 1.2941638950"," 0.4108933069"," 0.7218342946","-0.2508285217","-0.4773181692","-0.8989866738","-0.2208790071","-0.3283660581"
"M665.182T815.828","-0.117107438","-0.203481207","-0.335395092"," 0.220544369"," 1.226325198"," 0.517343625"," 0.417426995","-0.493250461","-1.222130023","-0.221483532","-0.001148661"," 0.212356227"
"M447.959T106.92","-0.17576463","-0.52758464","-0.33710382"," 0.23555441"," 1.25248669"," 0.62479430"," 0.18760514","-1.00981033","-0.60844308","-0.15857647"," 0.06442263"," 0.45241981"
"M1296.901T900.549"," 0.3066072","-0.6897938","-0.3349968"," 0.4355093"," 0.4339412"," 0.6395849"," 1.1771604","-0.4275523"," 0.1125525","-0.8770795","-0.6290233","-0.1469097"
"M349.057T865.046"," 0.32988083","-0.26449176"," 0.86951859"," 0.17078054"," 1.04514008"," 0.17291216"," 0.47231947","-0.73568762","-0.97338119","-0.60916945","-0.44719557","-0.03062608"
"M1014.811T1344.847","-0.5062880","-0.2042487","-0.7296570"," 0.6247114"," 0.5834149"," 0.3533731"," 0.3644923","-0.3120638","-0.4807823","-0.4620195"," 0.5830983"," 0.1859694"
"M521.224T935.29"," 0.04095806"," 0.03120744"," 0.10837146"," 0.38670354"," 0.51061545"," 0.62846662"," 0.35989870","-0.52773034","-1.20224483","-0.49820147","-0.15142743"," 0.31338280"
"M1390.547T1005.094","-0.4325536","-0.4903523","-0.7580844"," 0.7961327"," 0.5432348"," 0.1090304"," 0.6398745","-0.1076558","-0.3890699","-0.1505487"," 0.5935350","-0.3535429"
"M313.275T1417.53"," 0.12306232"," 0.18159329","-0.19289137"," 0.03818991"," 0.93283009"," 0.37156579"," 0.21234582","-1.06159114","-0.33246440","-0.39345959","-0.02865834"," 0.14947762"
"M477.088T1628.76","-0.116518025","-0.242747202","-0.609239876"," 0.076199172"," 1.185232966"," 0.545824205"," 0.365108243","-0.718696882","-0.251928269","-0.189967285","-0.051543514"," 0.008276468"
"M613.564T887.981"," 0.1592027"," 0.1079010","-0.3598110"," 0.3185481"," 1.1166759"," 0.3439822"," 0.2996671","-0.5627964","-0.2723496","-0.2125685","-0.8340929","-0.1043586"
"M395.28T1470.273"," 0.34232518","-0.01693536"," 0.01153025"," 0.23614178"," 0.78465591"," 0.74147497"," 0.51988218","-0.80485646","-0.99774776","-0.55124347","-0.22412555","-0.04110167"
"M697.753T1005.082","-0.0957937046"," 0.0166164546","-0.5359146291"," 0.6485664529"," 1.0076027453"," 0.0008367772"," 0.7375384025","-0.9577347151","-0.1636414863","-0.1537063172","-0.2452315044","-0.2591384758"
"M285.243T1390.408"," 0.05291902"," 0.49058588"," 0.05860393"," 0.19412223"," 0.93274840"," 0.28632161"," 0.06510599","-0.79398710","-0.23032955","-0.13218620","-0.21873873","-0.70516549"
"M481.224T887.168","-0.074799563","-0.007389743","-0.465503451"," 0.356061433"," 1.031831508"," 0.371285504"," 0.148548909","-0.560404757","-0.487401111","-0.201457338","-0.437924807"," 0.327153417"
"M486.878T66.684","-0.83026105","-0.82848736","-0.16302411"," 0.16706909"," 0.34611324"," 0.79389310"," 0.48254455","-0.25727088","-0.09109893"," 0.04044855","-0.38385851"," 0.72393229"
"M343.103T489.112","-0.48765829","-0.78312294","-0.66031436"," 0.27390385"," 0.38817214"," 0.82747656"," 0.43999418","-0.54236457","-0.83290194"," 0.05877729"," 0.48404462"," 0.83399346"
"M444.872T67.426","-0.29432214"," 0.21197935","-0.36256710"," 0.27635388"," 1.00346912"," 0.43245041"," 0.14327863","-0.55837353","-0.33457505","-0.40915342","-0.02588160","-0.08265855"
"M643.851T67.124","-0.35879972","-0.63714107","-0.54087909"," 0.02423529"," 1.05668512"," 1.06116392"," 1.03197305","-0.34044920","-0.46752309","-0.05126727","-1.02678336"," 0.24878543"
"M771.83T66.444","-0.6219282","-0.8074737","-0.4703045"," 0.2672260"," 1.2003643"," 1.1469837"," 0.5701083","-0.2306990","-0.4855580"," 0.1030729","-0.9602040"," 0.2884123"
"M463.182T861.112"," 0.2687274","-0.2319401","-0.2712899"," 0.4144028"," 0.8148002","-0.1823782"," 0.3060277","-1.0627247","-0.3970025","-0.3175766"," 0.2466565"," 0.4122973"
"M323.042T818.446","-0.738176645","-0.631940951","-0.287348719"," 0.118126655"," 1.458003051"," 0.376344559"," 0.695483339","-0.237069886","-0.452009276"," 0.051610188","-0.344541497","-0.008480817"
"M333.062T954.304"," 0.59658606"," 0.51867161"," 0.37909388"," 0.33156279"," 0.51992182"," 0.02460985"," 0.95693665","-1.47586146","-1.47769987","-0.29983858","-0.20471163"," 0.13072888"
"M543.282T933.008"," 0.10411961"," 0.22210353"," 0.44250244","-0.32838207"," 0.66194987"," 0.11863256"," 0.50574602","-0.57342080","-0.59619664","-0.67179233"," 0.13533325","-0.02059544"
"M415.161T821.344","-0.16529661","-0.21090906"," 0.03582766","-0.11440486"," 0.85050987"," 0.62783396"," 0.14148144","-0.51830333","-0.91909533","-0.39272063"," 0.37005668"," 0.29502022"
"M609.153T789.212","-0.52774535","-0.19229373","-0.18010945"," 0.35301121"," 1.25001846"," 0.53047685"," 0.51759218","-0.48269533","-0.73100940","-0.38289308","-0.12716013","-0.02719222"
