"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other"
"M468.91T17.56","40130.68","45610.42","46344.28","37752.92","39125.02","46417.43","38771.97","35779.16","43188.63","45006.62","43375.90","74659.12","45895.27","43614.45","44601.40","46186.14","29462.32","33982.82","33982.82","43558.28","47826.26"
"M480.89T18.57","14497.421","16274.678","14841.010","12393.121","13382.026","16629.806","13416.128","16502.064","14991.112","16900.550","15123.234","15315.845","13291.643","14747.922","16391.026","14481.314"," 9054.941","13164.882","13164.882","15550.512","16984.802"
"M496.91T17.56","46465.58","46135.99","45203.51","41463.15","47746.81","47125.64","34472.51","43732.38","37433.35","49000.56","44930.77","41181.41","49427.84","44065.80","45231.29","47776.90","30901.49","40334.91","40334.91","46063.78","49178.11"
"M501.91T13.55","6066.144","5705.064","5734.706","5427.224","5729.136","4525.080","5424.290","5657.330","5240.855","4433.702","4922.724","5465.982","5023.360","6385.098","4604.688","5230.158","5019.482","5415.455","5415.455","5757.220","4971.728"
"M502.87T19.22"," 9353.408"," 8608.510"," 9441.915","10349.890"," 9687.234"," 9848.545"," 6582.026"," 8517.857"," 8681.073"," 9717.064","10098.025"," 9096.610","10316.794"," 8431.947","10146.348"," 8141.370"," 6388.386"," 8680.406"," 8680.406","10060.090"," 9489.228"
"M516.89T18.56","23808.59","20537.43","21962.41","19194.23","17059.63","23112.41","19955.69","22155.25","15739.43","20086.08","18138.47","35596.47","18885.69","17642.29","18983.78","21385.97","15235.15","17205.02","17205.02","21103.12","23013.98"
"M534.88T17.56","23274.92","20360.90","17209.21","18781.06","22850.35","20981.74","18204.45","18620.19","17028.77","22386.96","19906.37","17966.16","19412.06","18613.67","18166.34","18039.96","13402.62","16541.08","16541.08","21379.95","20532.50"
"M536.9T12.55","16659.07","14054.04","14383.02","12867.93","14438.79","14955.78","15435.05","16184.41","12278.73","11879.96","14592.90","14295.80","12476.84","10070.12","15030.47","13095.96","13801.49","22413.18","22413.18","15233.56","15034.97"
"M536.9T17.56","12290.241","10945.317","11145.119","12201.563","11907.616","12373.058"," 8053.811"," 9500.747","13878.307","14066.072","11187.272","24005.632","12779.045","13237.594","10854.466","13292.131"," 6900.825","11331.061","11331.061","13109.210","12470.821"
"M544.89T18.56","23714.30","23408.01","22083.50","19317.90","21373.93","20472.14","15119.12","18243.66","17906.26","22286.66","20042.79","25269.30","18319.78","20879.26","20928.60","21879.44","13845.16","18097.88","18097.88","20280.66","24929.47"
"M544.89T11.54","12733.554","12563.578","11359.718","10988.925","11814.990","12735.025","12941.568","11326.558","10760.494","13702.986","11839.057"," 9707.034","11894.907","10579.644","11506.127","12337.996","12132.426"," 9309.846"," 9309.846","11743.124","16433.152"
"M549.19T881.43"," 56430.548"," 20056.157","132456.752","155848.360","204714.697","168548.166","262128.197","127681.719","104157.807","215168.478"," 74453.166","  1347.333","288590.048","170909.845","274161.409","223418.419","  1168.481","128359.640","128359.640","173481.168","116269.468"
"M564.89T12.55","46186.89","44577.33","49768.86","49900.99","43706.04","46616.89","48429.59","42905.80","47554.24","57672.50","47406.37","96923.87","45206.22","44306.52","44460.14","57190.10","45405.56","47680.61","47680.61","45706.71","44836.11"
"M565.89T17.56","7869.277","6034.048","4993.968","7456.782","8547.566","7707.500","6396.843","7177.702","6475.802","5945.784","6182.440","7387.805","7170.152","6724.720","6933.329","8026.727","5444.639","6261.638","6261.638","7049.084","6486.110"
"M569.88T19.56","4481.404","4693.733","3583.166","4422.106","4850.501","5539.670","2774.709","4089.959","3459.629","5977.327","4154.505","4735.558","3368.488","5199.552","4573.565","5494.571","2780.451","5141.378","5141.378","4499.458","4782.304"
"M573.47T1437.42","135326.55"," 90831.79","151313.50","232404.35","230407.23","174956.61","344349.28","161369.35","182823.67","135449.86"," 64957.99"," 23545.44","385377.20","196409.94","204218.48","431319.14"," 17160.98","271111.30","271111.30","321061.52","264162.65"
"M575.48T1420.61","121715.156"," 86040.367","145389.053","187108.205","206940.203"," 96574.524","255969.090","129681.611","215553.206","120058.067","  9580.152","  5670.335","317793.748","170978.292","201326.093","396169.886","     0.000","252221.125","252221.125","280112.464","211791.101"
"M575.48T1555.33","141606.17"," 48189.98","128890.16","193673.41","167364.45","115327.64","240285.95","142451.79","496725.78","126464.32"," 20402.12"," 28973.27","270554.57","144336.95","246475.39","295269.86"," 10303.69","234417.65","234417.65","141265.64","218185.50"
"M579.89T13.55"," 9664.908"," 9247.509"," 9715.117"," 6250.624","10802.389","10422.721"," 8670.017","11066.387"," 9918.885"," 9573.692"," 9973.785","10278.669","10305.136","10852.460"," 9815.239","11781.964"," 8955.852"," 9951.573"," 9951.573"," 9257.690","11043.095"
"M589.43T1437.43","239092.0","328365.3","408642.3","360722.0","239783.4","386865.3","379511.1","339706.4","348733.4","229620.1","285626.5","354302.0","354671.9","433410.3","274528.0","338627.0","376092.4","445533.2","445533.2","439667.2","319238.9"
"M592.89T17.56","103781.15"," 99268.92","101120.99","105127.38"," 98107.44"," 85091.93"," 67721.70"," 96374.88","101385.63"," 98229.81"," 93151.85"," 83373.51"," 96436.44"," 95870.75"," 95184.70","104953.92"," 56345.11"," 84518.79"," 84518.79","102396.27","106645.83"
"M593.89T12.55"," 9324.754"," 9089.932"," 8849.852"," 7691.221"," 8996.320"," 8618.717"," 8600.314"," 8607.221"," 9707.034"," 8704.034"," 9755.604","10103.523"," 8852.718"," 9091.644"," 9163.586"," 9376.592"," 9689.881"," 9572.632"," 9572.632"," 9376.044","11817.346"
"M603.37T16.56","7630.998","7267.422","8502.556","6593.689","7868.129","6156.263","6552.904","6958.161","8670.207","7774.438","7385.426","7299.874","6664.422","7326.603","6256.167","6455.002","5607.298","5366.222","5366.222","7502.440","8377.625"
"M604.89T12.55","31191.09","31201.32","36637.58","32272.11","38378.43","32508.30","35586.28","28533.67","31738.93","38922.42","33329.06","32238.20","29883.44","28419.00","31032.65","32833.14","30275.98","26812.20","26812.20","39297.54","32441.03"
"M612.87T18.56","16502.228","15631.004","16820.751","14583.202","17195.432","18375.571","15885.514","16614.976","15644.474","18429.122","15641.375","16720.826","17668.848","15590.632","14527.645","18182.384"," 9816.992","16236.257","16236.257","13588.644","18274.178"
"M612.88T11.54"," 9693.496","10297.910"," 9693.065","10451.182","10565.501"," 9334.206"," 9580.846"," 8467.643"," 9330.124","10180.450"," 8752.438","10165.705"," 8969.043"," 8122.294"," 9740.070"," 9021.395"," 9656.268"," 8194.510"," 8194.510"," 9909.640","14328.680"
"M618.85T19.56","7179.132","5630.842","7782.742","6739.196","6822.406","6982.560","6138.451","7736.735","6519.610","7650.094","7970.625","5871.562","6794.602","8214.570","6712.716","6262.732","4178.242","7387.009","7387.009","7341.960","6963.523"
"M624.87T18.56","10462.780"," 7163.039"," 7198.828"," 8490.577"," 6909.899"," 9969.234"," 5567.412"," 8121.421"," 6697.992"," 9436.224"," 7928.696","13643.575"," 7011.618"," 8566.394"," 7150.309"," 8356.996"," 6189.754"," 9183.468"," 9183.468"," 7815.376"," 8034.492"
"M626.86T18.56","19121.06","17399.71","19706.41","21591.90","20697.91","21861.80","14813.82","18716.67","19346.65","19604.64","17036.29","20693.99","17338.47","20520.84","19955.69","18924.60","12856.20","17500.17","17500.17","18679.87","21097.10"
"M631.47T1471.08","221640.89","169503.68","259758.60","457477.08","353583.22","327677.41","536931.59","220910.12","302436.94","245750.18","104466.88"," 29637.30","579159.76","301853.88","334562.73","790406.03"," 32113.96","433184.66","433184.66","556866.49","417166.08"
"M631.86T17.56","10014.278"," 9414.791"," 9756.871","10324.279"," 9692.026"," 7227.053"," 8551.869"," 8011.307"," 9627.078"," 9515.558","10884.476","10322.637"," 9622.167"," 9866.502","10147.155"," 8748.166"," 8829.019","14190.621","14190.621","10531.500"," 9462.225"
"M632.47T1471.09","106386.18"," 94215.69","117182.79","204454.79","157857.56","143393.23","225593.48","108915.70","143849.47","130207.08"," 45955.55"," 11930.12","259722.45","158164.11","165859.70","403939.67"," 11585.88","177558.99","177558.99","243774.77","162435.57"
"M632.88T17.56","44971.96","50095.84","41846.56","44379.39","41090.90","52386.13","47720.73","51282.82","48074.47","50627.43","42719.63","44519.35","51084.80","48065.77","51626.42","43431.91","30286.87","45441.46","45441.46","48715.71","51584.97"
"M633.48T1454.22"," 487738.0"," 603371.5"," 624021.3"," 872177.0"," 650810.2"," 599995.5"," 980335.2"," 552420.1"," 596479.8"," 534525.8"," 219249.7"," 243951.3","1350192.2"," 799661.1"," 707299.0","1307925.0"," 183005.5"," 864318.2"," 864318.2","1033543.0"," 815745.4"
"M633.48T1420.61"," 547492.6"," 540524.1"," 600616.2"," 880364.8"," 637171.1"," 599995.5"," 931250.8"," 516043.1"," 496144.3"," 534525.8"," 235283.8"," 244128.9","1094891.8"," 804345.5"," 639182.8","1307925.0"," 173923.3"," 791068.9"," 791068.9"," 985980.8"," 815745.4"
"M633.88T17.56","18375.57","14551.52","15289.06","14624.02","13783.78","15918.25","10311.08","12522.93","12926.95","15340.19","12950.74","14813.71","12892.56","13266.88","16441.18","13650.83","10299.24","11374.14","11374.14","12429.18","18256.01"
"M634.48T1420.61","216744.79","230098.71","283020.10","345153.06","248691.52","223002.31","392627.85","186558.86","282924.98","206868.94","100698.83"," 79337.91","477644.56","361281.78","258765.34","542193.49"," 86236.05","335057.97","335057.97","420986.22","337046.65"
"M637.36T17.55","10851.106"," 8783.141","10685.889"," 9394.286"," 9141.202","11121.106"," 8272.744"," 7742.077","11688.317","11027.358"," 8289.973","15549.103","10108.008","12042.018","10013.952","14779.534"," 5742.402"," 9257.634"," 9257.634","10657.878"," 9232.303"
"M637.87T18.56"," 8343.171"," 8429.212","10204.723"," 9779.631"," 6315.412","12471.072"," 8112.264","10148.271"," 6122.321"," 7621.844"," 9065.114"," 8450.655"," 9997.677"," 9001.736"," 8403.974"," 8908.646"," 4993.554"," 8191.225"," 8191.225","12234.594"," 8137.721"
"M644.87T18.05"," 8899.968"," 6386.096"," 7403.541"," 7404.524"," 8062.352"," 7502.873"," 7165.432","10398.054"," 8242.530"," 7111.081"," 8453.540"," 6970.400"," 7228.321"," 7987.892"," 8516.413"," 7919.688"," 7965.999"," 7755.913"," 7755.913"," 9971.826"," 9830.578"
"M647.46T1437.41","228942.56","167922.04","279308.03","466311.30","372133.62","323460.36","571289.19","219422.21","329400.97","162005.26","100307.01"," 12748.37","643550.16","286224.49","316493.71","773456.47"," 38118.15","548711.59","548711.59","565574.82","488103.22"
"M648.47T1437.41"," 98940.85"," 67124.95","113584.06","190206.37","160335.99","152542.09","304673.72","124606.82","133670.46","113549.28"," 51740.53"," 19328.15","347421.71","135185.88","165881.39","361612.95"," 17233.82","270241.10","270241.10","273653.77","223105.67"
"M649.48T1420.61"," 444648.03"," 607651.22"," 534687.92"," 902881.82"," 730329.10"," 555820.57","1333737.40"," 524017.32"," 598915.95"," 479438.89"," 166429.90","  69507.15","1598061.24"," 669622.57"," 691904.06","1329803.77","  73403.63","1192119.49","1192119.49","1342487.57"," 939520.39"
"M649.48T1386.28"," 399995.88"," 351788.61"," 462262.78"," 734739.41"," 529236.08"," 610416.81"," 811703.04"," 356480.30"," 487966.41"," 310571.37"," 189160.90","  61780.01","1061412.42"," 578477.17"," 564047.41","1078449.75","  41290.32"," 825317.44"," 825317.44"," 889233.49"," 889505.68"
"M650.48T1420.61","214160.20","277767.72","254709.47","400486.85","346306.77","358097.35","537760.02","239490.24","273756.46","304711.20"," 74939.52"," 47098.05","636979.34","295934.42","347637.26","561962.89"," 38416.83","455895.65","455895.65","569376.15","455040.39"
"M650.48T1403.57","143900.77","252442.30","214608.57","352441.89","274986.55","290817.85","450143.75","142991.67","229956.28","252103.02"," 88604.42"," 37852.93","663577.00","255941.26","273332.97","523616.07"," 26475.91","400334.76","400334.76","481787.77","462658.65"
"M653.86T17.74","13080.983","10120.202","10742.127","11100.552","10359.846","10713.345"," 9606.627","11347.958"," 9806.757","12573.608"," 9478.234","11670.908","11589.037","10639.824","12112.733","10378.071"," 7314.992","10517.761","10517.761","12286.750","11159.794"
"M660.87T12.55","34335.87","31279.00","39233.35","28142.17","32795.57","35008.79","33180.04","30359.91","32625.58","34703.80","35541.24","32920.19","33924.72","30609.07","32619.08","35325.61","32754.00","34386.85","34386.85","32749.96","32420.97"
"M660.87T17.56","40032.37","39941.47","33895.28","42222.29","44410.83","44764.25","27263.28","30853.70","37447.17","42019.68","38395.20","67101.14","39445.98","32433.93","38603.46","44420.86","22777.08","29007.96","29007.96","40826.11","41373.87"
"M663.46T1386.95","783591.7","561911.7","547185.3","781626.9","890180.6","795519.8","795633.0","484445.4","531963.9","556620.2","610874.8","368657.4","906403.2","290310.9","682806.9","784897.6","471318.3","904769.7","904769.7","901914.6","949979.9"
"M664.85T11.54","10478.130","11307.233"," 9915.686","13726.783","11416.255","10515.269","10808.028"," 9197.682","10130.383","10116.258","10954.258","11411.345"," 9622.869"," 9797.304"," 9840.462","10806.023"," 9693.616","10194.492","10194.492"," 9929.700","10459.284"
"M664.85T18.57","23943.01","22482.91","23511.56","22246.54","21305.73","24042.57","19574.55","23217.90","20485.05","24268.59","20515.68","21925.32","23448.13","20043.95","22857.47","25002.78","16878.73","21336.79","21336.79","23526.37","23242.63"
"M665.47T1403.68","247810.41","227513.56","236395.05","474148.49","432185.37","334454.68","773926.51","276767.36","347264.56","255637.80","115267.47"," 55263.24","815085.85","379905.47","401661.17","704566.04"," 63488.15","697703.25","697703.25","853613.22","667453.15"
"M665.47T1386.55","254456.85","197159.53","226785.47","481267.50","442230.17","299617.87","722889.75","280951.73","293555.68","268918.90","102933.11"," 46946.47","788362.43","370798.56","357131.93","661104.67"," 63530.90","667321.55","667321.55","879737.37","734407.28"
"M666.48T1403.51"," 88741.78"," 86318.04","139917.33","223204.51","210042.77","136046.55","338731.33","132533.35","121308.79","115772.35"," 28321.29"," 24947.53","324661.91","190884.46","171455.57","316236.54"," 31366.50","322565.40","322565.40","359326.24","288704.57"
"M667.87T17.56","19602.150","18713.974","19085.312","17252.745","18648.523","17739.708"," 9986.210","15722.110","19348.250","22617.650","17363.424","20052.249","22778.130","24170.294","16926.484","17708.968"," 8262.062","15142.451","15142.451","16984.802","19097.958"
"M670.37T13.55","15923.63","15642.79","17739.71","16331.24","16667.85","16449.57","16802.26","16731.85","16348.98","18161.31","17712.98","18577.97","17524.67","17273.67","16649.80","16174.36","16130.33","17835.57","17835.57","18489.30","18868.87"
"M671.36T17.55","12244.652","12493.139","14687.583","10743.720","13961.760","20890.596","11496.386","11551.269","12947.367","12350.942","12367.134","12756.730","12377.644","12501.392","10844.436","12385.044"," 6863.006","11950.046","11950.046","11632.794","15841.131"
"M671.86T17.56"," 7540.939"," 7325.629"," 8514.591"," 7359.673"," 7143.628"," 8085.119"," 5835.819"," 7368.761"," 7876.985"," 8892.252"," 8971.881","10360.205"," 6262.732"," 8307.630"," 5967.850"," 8979.125"," 5855.850"," 8744.657"," 8744.657"," 9227.600","10377.566"
"M672.87T17.56","45582.81","38930.44","48124.59","42285.68","46206.20","48299.32","42639.54","36178.22","46616.94","47566.27","45885.76","79581.44","47223.25","47297.47","37064.86","39429.94","29749.78","42755.81","42755.81","49155.02","48656.62"
"M673.87T17.56","5763.865","9518.470","8655.890","9119.766","6865.409","5662.318","6373.578","5559.514","6239.335","7109.071","7348.031","7534.198","7283.786","7254.352","5960.886","7851.484","5160.031","5718.629","5718.629","5815.394","7343.997"
"M676.85T19.54","8253.115","7851.639","8911.971","7175.562","8680.690","7681.380","5986.424","7596.267","7774.436","9007.086","8485.380","8067.628","8077.208","8317.628","7716.869","7974.475","6009.289","8387.086","8387.086","8013.970","8612.333"
"M680.86T18.56","22462.38","18940.65","19677.67","20460.66","19769.13","21393.03","13072.06","18035.36","18795.54","20740.03","19719.78","28615.22","15674.80","17185.40","16211.25","20015.87","13173.79","20961.72","20961.72","19859.40","17392.10"
"M680.86T11.54","10649.736","11299.798"," 9450.387"," 8974.844","11141.108","10499.227"," 9678.156","10404.069"," 8940.742","10601.710","10884.391","10352.250"," 9006.431"," 8868.526","10049.278","11120.839","10392.019","14332.870","14332.870","10880.544","15546.267"
"M687.86T17.56","23408.01","16280.70","12643.33","11670.97","11301.80","13572.51","11399.94","11487.53","12066.64","15369.97","11715.99","23167.20","13909.60","12297.89","15315.81","13717.03","10414.60","10973.00","10973.00","12583.64","13945.61"
"M691.86T17.56","13060.095","14517.422","12481.572","12550.312","12623.123","12804.979","10701.173","13269.921","12210.970","11739.369","11465.652","21404.248","15299.762","11451.283","12152.348","13823.346"," 8922.475","11745.184","11745.184","11676.926","12975.724"
"M692.85T18.56"," 8861.493","10762.190"," 8468.308"," 6647.437"," 8659.335"," 9233.146"," 5872.793"," 8432.429"," 6549.592"," 9399.135"," 8827.909"," 9629.816"," 9351.131"," 9536.524"," 8472.283"," 8410.579"," 6491.620"," 9153.378"," 9153.378"," 9067.120"," 9603.074"
"M694.85T18.56","28252.51","25720.93","25323.35","29137.53","26932.56","25020.39","21563.31","26208.95","26147.35","28697.84","24964.21","30298.62","26023.07","24402.99","27245.49","24840.30","17287.06","20546.54","20546.54","25079.01","23526.73"
"M696.85T11.54"," 9003.138"," 9660.896","10302.767"," 6645.878"," 9235.788"," 8999.338"," 9245.977"," 8573.940"," 8661.908"," 8310.858"," 8564.967"," 7213.576"," 8620.069","11819.352"," 7914.098"," 8716.604"," 7590.936","14529.458","14529.458"," 9063.108"," 8868.526"
"M696.84T19.05","21962.42","22944.63","22228.20","22410.56","22776.12","22499.78","17787.20","23070.81","22545.03","22392.98","17745.13","24284.64","23728.97","22968.99","22782.14","21466.21","13973.89","26755.07","26755.07","21018.87","22121.42"
"M697.85T18.56"," 8203.084"," 8660.693"," 9196.944"," 8229.250"," 7163.426"," 9103.932"," 6306.864"," 8285.652"," 7143.974"," 7965.642"," 8043.390","14435.983"," 8334.073"," 9168.819"," 8273.384"," 8607.746"," 5572.353"," 8547.566"," 8547.566"," 9004.934"," 9291.752"
"M700.87T17.56","81080.02","76745.55","77138.88","64313.71","73243.07","80652.69","52155.67","76689.59","60653.25","75612.16","59368.09","65702.14","63361.52","60843.99","72589.12","76725.49","47331.86","58573.49","58573.49","77072.53","78140.62"
"M702.37T13.55","14699.968","13313.822","15162.321","14517.980","13272.226","13278.426","13535.494","14936.773","13193.088","12954.850","12379.026","15262.386"," 8247.027","12935.672"," 8859.030","13628.299","12877.721","12874.125","12874.125","13552.536","14814.973"
"M705.35T17.56","13528.860"," 9821.376","13218.608","12776.646","11749.142","14612.126"," 9777.058","13075.394","13039.591","14655.836","12328.918","20984.766"," 8409.242","15558.536","13913.616","13820.529"," 8171.686","12487.799","12487.799","14144.306","15494.143"
"M705.35T12.55"," 8444.985","11989.862"," 8696.282"," 7143.314","12723.949"," 7777.720"," 5465.795"," 8734.388"," 8156.396"," 9991.886"," 9536.628"," 9154.751","14697.786"," 5959.826"," 9109.435","19803.294"," 7351.910"," 6954.020"," 6954.020"," 8294.810"," 9947.754"
"M705.86T12.55","13782.94","13024.12","12896.57","14840.17","16364.62","16504.68","13457.79","13634.52","13742.27","12573.61","13263.67","24501.25","13309.60","12724.06","12947.05","12336.81","11602.31","13743.15","13743.15","15143.29","11532.49"
"M706.84T18.57","14909.241","15494.344","14712.690","15003.976","13012.922","15502.570","11783.246","12463.527","12480.230","15097.156","16272.983","22411.032","14783.859","14665.128","15103.174","15626.740"," 9624.185","12026.263","12026.263","12936.694","17739.058"
"M706.84T11.54","8304.703","7632.830","9739.130","8193.983","8997.421","7102.418","7313.256","7496.224","6777.896","6344.978","8690.265","7620.267","7596.292","8353.399","7366.569","7908.509","7660.029","8612.317","8612.317","8744.154","7741.154"
"M711.85T17.56","13131.89","18768.14","13817.48","15479.74","17127.23","17765.66","13214.08","16479.83","13052.25","15291.94","14273.49","15670.01","13241.61","12962.77","13299.78","16413.19","11191.86","10364.94","10364.94","16525.43","16078.96"
"M712.85T18.56","12062.088","14082.120","11815.340","11498.166","11334.931","11020.761","10237.222","10640.382","11777.983","12563.679","10940.936","19713.181","13290.769","11595.728","11057.072","11694.422"," 9249.645","10870.713","10870.713","14922.634","13883.554"
"M712.86T11.54","7705.498","7608.758","7884.014","6570.782","7307.632","8353.773","8471.422","7558.392","8008.201","7798.797","8035.795","8087.633","8773.748","8024.399","7627.297","8999.200","8356.565","8559.602","8559.602","8308.852","8290.798"
"M717.85T18.56","12719.884","13785.232","11828.364","11791.788","12415.134","14276.475"," 9627.457","14306.727","12620.576","14338.888","11949.721","11988.433","15129.131","12070.102","13406.098","13953.736"," 8137.645","12226.834","12226.834","13945.712","13979.829"
"M717.85T11.54","8565.227","7729.118","8056.201","7984.670","8086.579","8269.445","6999.430","6530.234","7733.130","7925.706","7990.310","7253.194","7843.902","6894.622","7428.742","8283.481","6941.085","7490.404","7490.404","7646.872","8198.522"
"M718.83T19.56"," 9023.773","10921.261","10789.042"," 9801.252"," 9703.010","10257.956"," 6942.660"," 9949.514"," 9722.145"," 9594.285"," 8924.628"," 8895.465","11885.815","10084.124","11331.292","10392.255"," 6718.472","11273.307","11273.307","11028.988"," 8716.419"
"M720.85T18.56","28539.41","25911.50","25557.92","23757.12","28069.96","29060.53","23287.65","23128.53","24634.63","26539.38","24558.94","25412.12","25080.48","25339.79","25664.76","24082.19","18504.96","21237.90","21237.90","23745.02","29137.01"
"M725.52T13.55"," 8947.086","10040.030"," 9186.462"," 9515.759","10038.272"," 8203.517"," 9056.174"," 9473.517"," 9822.110"," 9391.401","10204.522","10404.887"," 7675.869"," 9432.911"," 9241.724"," 9802.884"," 8317.226"," 9487.329"," 9487.329"," 8521.488","10245.371"
"M725.85T17.56","20348.61","20784.17","21081.07","19326.05","20519.37","23381.25","20780.15","21193.37","20848.51","16994.84","21028.38","37276.41","19917.57","21310.44","21556.48","23963.68","13003.59","16078.21","16078.21","21704.92","22587.82"
"M725.86T12.54","15202.58","14748.11","13971.01","13554.03","15158.33","15582.41","16304.28","14119.42","15259.64","14991.04","14987.85","14897.53","12801.75","14372.99","15509.31","15694.70","13867.23","11425.61","11425.61","13510.41","17339.86"
"M727.85T17.56"," 7864.640"," 7769.315"," 7894.801"," 7960.426"," 7493.655"," 8619.351","10076.134"," 8318.745"," 8127.591"," 7498.428"," 7695.907"," 7638.796"," 7428.995"," 7877.562"," 8440.069"," 7381.533"," 6126.237"," 9550.191"," 9550.191"," 7999.928"," 7446.269"
"M728.86T17.56"," 62250.50"," 58693.55"," 49543.11"," 63880.92"," 61030.54"," 63940.33"," 40149.75"," 62972.46"," 45459.75"," 62440.76"," 62665.82","103926.24"," 63552.09"," 50045.69"," 57632.38"," 66198.00"," 35563.19"," 49545.15"," 49545.15"," 59987.42"," 64632.14"
"M729.86T17.55","10234.863"," 8728.936"," 8059.272","10138.645"," 9459.862","11478.430"," 8172.419","10658.347"," 9290.647"," 9321.882"," 8565.693"," 8498.433"," 9110.654"," 7836.176"," 9378.050","11923.664"," 7030.046"," 9737.512"," 9737.512"," 8206.546"," 8736.961"
"M732.84T18.56","21045.94","19905.54","18801.55","16897.74","20926.59","18812.65","12839.14","17522.64","16584.51","17984.01","17785.99","19801.57","17972.54","17090.59","16876.26","18079.03","12430.57","16617.22","16617.22","19552.48","19567.75"
"M732.84T11.54"," 8874.780"," 9434.218"," 8646.142"," 8672.214"," 8832.662"," 9100.434","10044.285"," 9479.575"," 8754.237","10060.307","10278.762","10203.816","10089.609"," 9641.315"," 9438.892"," 9878.444"," 9312.669","10392.931","10392.931"," 8908.646"," 9368.020"
"M733.85T17.56","12547.61","15241.59","14108.18","16051.45","12401.30","14866.58","12276.72","15179.63","15916.56","16559.53","13875.50","20680.14","12086.15","16455.22","14661.85","13159.36","13323.07","27158.98","27158.98","15959.74","17702.75"
"M739.35T12.55"," 9961.815","10031.031"," 9660.036"," 8797.296"," 9483.095","13391.616"," 9872.429"," 8471.654"," 8936.730","10354.972"," 9869.558"," 9162.774","12270.669"," 9394.098","12058.068"," 9450.866"," 9346.282"," 7868.389"," 7868.389","12029.982","10754.020"
"M740.86T12.55","46308.84","43700.71","41281.47","41590.13","42660.53","37326.80","35862.04","31311.43","34571.40","38784.00","36536.01","36476.59","35601.41","41843.15","32927.94","37068.13","34959.39","32904.42","32904.42","46238.30","35367.79"
"M741.85T17.56"," 9656.475","11103.210","10088.441"," 8311.741"," 8469.014"," 7507.949"," 8509.465"," 9647.039","10694.897"," 9384.938"," 9122.453"," 9822.332"," 9489.966"," 9350.811"," 9601.306"," 8010.561"," 8032.177"," 8610.003"," 8610.003","10003.922"," 9122.122"
"M744.84T18.56"," 9649.981","11127.282","10987.554"," 8933.258","12220.896"," 9702.690"," 8374.554","12068.972","10265.600","10860.776","10518.190","16351.553","11807.774"," 9934.610"," 8775.654","11935.700"," 7927.267"," 8391.183"," 8391.183","11221.564","12052.051"
"M745.85T17.56","20276.57","18427.12","17892.68","17140.20","20226.50","17398.13","18838.35","21564.37","21965.13","18334.84","19973.05","35330.75","19166.56","21622.67","18272.57","20525.39","13973.75","15114.70","15114.70","20617.67","15841.48"
"M748.52T13.55","10931.545"," 8784.452","10093.074","10114.017","10661.065","10056.046"," 8593.704"," 9325.212","10216.504"," 8214.570","10052.492","10019.193","10180.220","10588.640","10009.349"," 8703.035"," 8691.774"," 8969.595"," 8969.595"," 8621.788","11155.981"
"M752.84T11.54","6633.341","5658.633","5320.857","7659.641","6310.044","6875.831","5680.616","6050.323","5624.251","6276.774","6354.071","6689.524","5782.145","5809.512","5936.576","6746.891","6407.011","4904.709","4904.709","7257.708","7823.400"
"M752.84T18.57","10328.402","10963.404","11684.307","10788.481","10680.026","12669.694","10241.009"," 9519.387"," 7886.805","12064.084"," 9969.449","10239.702","11977.312"," 9156.176","11696.986","10141.040"," 7031.319"," 7708.483"," 7708.483","11355.966","10265.002"
"M755.85T17.56","17583.505","13320.282","13128.383","10274.732","13851.430","18281.709"," 9135.877","13432.835","11988.280","14739.051","24216.432","15393.267","13893.529","14112.210","14579.608","14924.004"," 8250.713","13239.406","13239.406","13189.450","14839.928"
"M757.84T19.56","6262.732","4872.398","5755.196","5719.651","5573.011","5234.408","3551.248","5952.721","4714.741","6288.960","5789.718","6185.761","5036.235","4997.375","5099.817","5452.367","2963.923","5566.650","5566.650","5125.330","5816.675"
"M759.85T17.56","22073.68","20182.18","19664.89","19721.63","22852.35","19473.69","18025.92","23168.72","18496.87","22190.37","20155.62","20877.97","22900.50","18545.14","21775.13","24256.55","14786.95","22905.26","22905.26","23181.34","25249.94"
"M760.35T17.56"," 6344.155"," 8088.192"," 6763.534"," 7460.474"," 6529.086"," 6114.070"," 5507.772"," 7528.995"," 6283.007"," 8128.312"," 7078.952"," 6898.782"," 6656.370"," 7099.932"," 6244.113"," 6824.778"," 6448.865"," 5977.386"," 5977.386","10379.044"," 9090.232"
"M760.84T18.56"," 9724.698"," 8983.913"," 7995.286"," 9013.466"," 9969.625"," 8597.138"," 7127.803","11101.685"," 9335.790"," 7782.685"," 8956.082","10877.428"," 8518.695"," 8373.044"," 8663.145"," 9324.990"," 5715.074","11506.416","11506.416"," 9155.384","10678.169"
