"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X52.D12.4.neg"
"Label","Control","Control","Control","Drought","Drought","Drought"
"M567.778T908.116","-0.02763233"," 0.33524607"," 0.47986601","-0.63793533","-0.15965696"," 0.01011253"
"M559.667T1200.71"," 0.60608003"," 0.04192564","-0.06927882"," 0.01289108"," 0.02714541","-0.61876334"
"M455.193T892.238","-0.5599145","-0.6993303"," 0.5318594","-0.1676646"," 0.6434356"," 0.2516144"
"M651.363T1268.695","-0.32056220"," 0.60090323","-0.05802725"," 0.15179963"," 0.09269813","-0.46681153"
"M1255.613T888.434"," 0.02673091"," 0.26376310"," 0.19992981"," 0.16729658"," 0.01981658","-0.67753698"
"M701.195T940.853","-0.17360003"," 0.13789984"," 0.09797253","-0.06057970"," 0.37684184","-0.37853449"
"M587.201T848.147","-0.6352852117","-0.3836147834","-0.0003329607"," 0.3016969813"," 0.6328423640"," 0.0846936106"
"M1014.419T974.744","-0.4407419","-1.1378446"," 0.1500338"," 0.1553237"," 0.7932827"," 0.4799463"
"M383.555T317.319","-0.2154873","-0.1566973","-0.1637905"," 0.3422335"," 0.4412710","-0.2475294"
"M593.857T757.673","-0.10733325"," 0.72013882"," 0.22253393","-0.03628045","-0.53439120","-0.26466785"
"M569.35T895.921","-0.01988279"," 0.60931224"," 0.15900458","-0.31398554","-0.06865014","-0.36579835"
"M423.224T921.021"," 0.2351481","-0.2441444"," 0.3424006"," 0.3837487"," 0.4889122","-1.2060651"
"M325.2T1323.486"," 0.008234369","-0.207136896","-0.409213145"," 0.457513050"," 0.194809023","-0.044206400"
"M269.103T792.774"," 0.07799829","-0.20835432"," 0.12955266"," 0.69445576","-0.21705484","-0.47659756"
"M637.025T106.841","-0.23849002","-0.30004439"," 0.54568013"," 0.24441143","-0.04300532","-0.20855183"
"M334.932T113.331","-0.21118652"," 0.02012688","-0.04857923","-0.04307438"," 0.33680987","-0.05409661"
"M433.784T801.352"," 0.30790730","-0.60892532"," 0.29440591"," 0.09667198"," 0.45397978","-0.54403966"
"M1048.557T894.929"," 0.14988008"," 0.51012082","-0.17708144","-0.54065167"," 0.07628986","-0.01855766"
"M295.104T156.471","-0.2223748","-0.2831152","-0.4015625"," 0.6260575"," 0.2682828"," 0.0127122"
"M398.263T1317.762","-0.3283086","-0.1764906","-0.5089161"," 0.4493443"," 0.3862330"," 0.1781380"
"M653.828T318.352","-0.24444135","-0.22439474"," 0.31276552","-0.02568596"," 0.25465003","-0.07289350"
"M1103.415T879.391"," 0.27781378","-0.99564446"," 0.13897262"," 0.36889158"," 0.24952677","-0.03956029"
"M997.975T1403.846","-0.385346920","-0.018127938","-0.011433321"," 0.610146383","-0.007166575","-0.188071628"
"M1039.403T917.165"," 0.10291393","-1.16525308"," 0.08529465"," 0.44137636"," 0.17470273"," 0.36096541"
"M1037.324T316.098","-0.12045667","-0.54945721"," 0.11383199"," 0.60838050"," 0.08948104","-0.14177965"
"M509.218T928.864","-0.228377960","-0.644698811","-0.007181755"," 0.182956984"," 0.566394635"," 0.130906907"
"M1308.415T315.705"," 0.11520829","-0.67171048"," 0.18042020"," 0.52174768","-0.17828386"," 0.03261817"
"M311.186T1077.614","-0.24498839","-0.39979082","-0.42427654"," 0.44474663"," 0.58462796"," 0.03968116"
"M969.321T316.442","-0.04732504","-0.57681166"," 0.25088878"," 0.68727194","-0.19154458","-0.12247944"
"M333.083T110.42","-0.33465311","-0.45829448","-0.01117203"," 0.49901796"," 0.21113431"," 0.09396736"
"M1063.398T908.83"," 0.3081711","-0.5828200","-0.3713833"," 0.7190318"," 0.5217680","-0.5947675"
"M361.512T316.902"," 0.04123372","-0.76341420"," 0.13299504"," 0.53175161"," 0.25637596","-0.19894213"
"M485.178T783.442"," 0.2307580","-0.5184412"," 0.1572292"," 0.1578718"," 0.5978475","-0.6252653"
"M449.205T834.832"," 0.32074932","-1.25742345"," 0.23348805"," 0.45097316"," 0.32678509","-0.07457216"
"M439.083T756.683","-0.3894091","-0.2908553","-0.4298335"," 0.2541594"," 0.2834538"," 0.5724847"
"M479.19T902.518"," 0.2668141","-0.3878154"," 0.4513534","-0.0239952"," 0.3232731","-0.6296300"
"M413.081T316.361","-0.19472604","-0.33224738"," 0.08657414"," 0.02789261"," 0.35721905"," 0.05528762"
"M417.177T763.775"," 0.1703518"," 0.2395709"," 0.3948385","-0.8920054"," 0.3469538","-0.2597096"
"M225.002T107.866","-0.4691726","-0.3703866","-0.1118784"," 0.6731243"," 0.6470149","-0.3687016"
"M947.485T901.595","-0.34258066","-0.35374546"," 0.08016522"," 0.36826342","-0.35823077"," 0.60612824"
"M399.165T851.906","-0.096255253","-0.688585866","-0.003485277"," 0.296463662"," 0.543908080","-0.052045347"
"M895.304T938.238","-0.24095925","-0.87615267","-0.03662329"," 0.20238006"," 0.24998102"," 0.70137412"
"M455.081T744.378","-0.51085471","-0.20013580","-0.32164882"," 0.48461716"," 0.52299540"," 0.02502677"
"M430.136T769.014","-0.58441369","-0.91829890"," 0.57583741"," 0.03871237"," 0.81311780"," 0.07504501"
"M590.274T907.848","-0.31441557"," 0.32902130","-0.08117825"," 0.02309432","-0.45176284"," 0.49524104"
"M353.181T807.324","-0.17038857","-0.69475808"," 0.37176350"," 0.02969998"," 0.70030595","-0.23662279"
"M419.115T799.29","-0.30293882","-0.00849222","-0.24761092"," 0.02796956"," 0.47195194"," 0.05912046"
"M139.002T112.479","-0.30933741","-0.16754833","-0.08505359"," 0.68533702","-0.02588522","-0.09751247"
"M1095.872T896.96","-0.13999048"," 0.27099664","-0.69755300"," 0.10742544"," 0.43739656"," 0.02172484"
"M429.646T308.971","-0.2301808","-0.3676506"," 0.1416461"," 0.5770231"," 0.1058415","-0.2266793"
"M968.4T974.568"," 0.01274677","-1.05770035"," 0.19215935","-0.23433559"," 0.44663549"," 0.64049433"
"M1015.586T1347.819","-0.1472217","-0.5107788"," 0.2174449"," 0.2052949"," 0.4354064","-0.2001457"
"M1033.603T1229.397"," 0.04105220","-0.33926210"," 0.21375307"," 0.03852486"," 0.49734401","-0.45141205"
"M533.169T900.984","-0.1209209","-0.1848768","-0.3443318"," 0.7677192"," 0.3319883","-0.4495780"
"M1095.01T894.541"," 0.18209517"," 0.02167291"," 0.58643402","-0.15759808","-0.35210752","-0.28049649"
"M1209.581T888.373"," 0.03660762"," 0.20253838"," 0.26235840"," 0.36596298","-0.65051233","-0.21695505"
"M492.868T66.13","-0.40898088"," 0.03579982"," 0.12072520"," 0.30879100"," 0.21851658","-0.27485172"
"M567.276T907.878","-0.41273381"," 0.21062569"," 0.11439496","-0.02490701","-0.43553186"," 0.54815203"
"M664.226T813.714"," 0.051926240","-0.772431185","-0.008755569","-0.232544029"," 0.212951953"," 0.748852591"
"M1035.397T978.889","-0.03899041","-0.88584942"," 0.27530320","-0.25845012"," 0.60779812"," 0.30018862"
"M1162.051T893.06","-0.04515713"," 0.45818361"," 0.25102062","-0.01007022","-0.14904317","-0.50493372"
"M812.842T69.273","-0.09422152","-0.05264668"," 0.70193563"," 0.06414736","-0.10477477","-0.51444003"
"M691.153T854.793","-0.2722294"," 0.1837547"," 0.2531755","-0.1935890","-0.3738284"," 0.4027165"
"M433.351T780.04","-0.35034625","-0.08291207","-0.03028171","-0.29742925"," 0.54009009"," 0.22087919"
"M1363.57T899.951","-0.75593200"," 0.19228016"," 0.02050313"," 0.38766539","-0.11590206"," 0.27138538"
"M410.078T615.621","-0.3064724","-0.6718080","-1.4005658"," 1.0310081"," 0.2531856"," 1.0946525"
"M1125.418T877.844"," 0.25320404","-1.13819621"," 0.29347749"," 0.33517487"," 0.01452561"," 0.24181422"
"M483.183T857.732","-0.8972683","-0.3290900"," 0.2229127"," 0.2098855"," 0.6475770"," 0.1459830"
"M1323.575T889.628"," 0.1521678"," 0.2145778"," 0.2505096"," 0.1646631","-0.1236048","-0.6583135"
"M695.298T853.355","-0.4072373","-0.5132989"," 0.3753549"," 0.5931904","-0.4590711"," 0.4110621"
"M331.103T255.151","-0.5704597","-0.2040321"," 0.3416523"," 0.3242061"," 0.3439613","-0.2353279"
"M539.134T89.251"," 0.43093763","-0.45852593"," 0.07342443"," 0.27418378","-0.23494074","-0.08507916"
"M502.995T105.736","-0.32707396","-0.12105982"," 0.02302902"," 0.30397511"," 0.40941495","-0.28828531"
"M967.36T964.868","-0.6522919","-1.0837160"," 0.3632500"," 0.5407391"," 0.3233371"," 0.5086818"
"M329.088T474.939","-0.23294805","-0.18949364"," 0.14826988"," 0.45544714","-0.07243354","-0.10884180"
"M669.182T316.584","-0.14324947","-0.38490983"," 0.06296548"," 0.54682459"," 0.09741595","-0.17904672"
"M1097.514T1402.931","-0.38210084","-0.20184869"," 0.01948969"," 0.20771170"," 0.62269939","-0.26595126"
"M990.329T838.789","-0.1089114","-1.1325049"," 0.2424277"," 0.1536999"," 0.5349394"," 0.3103493"
"M240.933T64.89","-0.29709143","-0.06386741","-0.39995301"," 0.20119995"," 0.66686171","-0.10714981"
"M548.979T106.308","-0.51975003","-0.28975083"," 0.05934509"," 0.52329807"," 0.44402021","-0.21716251"
"M1031.288T315.245","-0.2824781","-0.5886903"," 0.3108285"," 0.5944274"," 0.1382252","-0.1723128"
"M333.109T769.719","-1.1078506","-0.3981710"," 0.0425627"," 0.5545551"," 0.3290982"," 0.5798056"
"M324.072T215.478","-0.45744496"," 0.06044379","-1.02801059"," 0.52413407"," 0.65550628"," 0.24537141"
"M830.24T316.247","-0.5050220","-0.6785682"," 0.3317307"," 0.4795429"," 0.4933211","-0.1210045"
"M1087.412T876.684","-0.4248735","-0.3994586"," 0.3885281"," 0.1574994"," 0.4746876","-0.1963831"
"M297.244T1278.646","-0.37757273"," 0.18558542"," 0.01585395"," 0.34741060"," 0.29392506","-0.46520230"
"M1094.946T896.052"," 0.40260543"," 0.21353927"," 0.42292768","-0.09798598","-0.60635024","-0.33473616"
"M385.077T649.201","-0.13081220","-0.03125901","-0.14803564"," 0.35624335"," 0.25156923","-0.29770573"
"M549.205T845.853","-0.6355792555","-0.4921900097"," 0.3825545560"," 0.3676169511"," 0.3779056369","-0.0003078787"
"M389.108T489.956"," 0.08137322","-0.42108070"," 1.07587260"," 0.01596666","-0.19188981","-0.56024197"
"M632.847T316.374"," 0.09081295","-0.87886609","-0.04385177"," 0.70793877"," 0.08325501"," 0.04071112"
"M341.535T617.585","-0.5580928","-0.5588962","-0.6337959"," 0.8710582"," 0.0952662"," 0.7844605"
"M387.034T831.689","-0.3665009","-1.3227341","-0.5587482"," 0.9072009"," 0.5148702"," 0.8259120"
"M455.021T825.04","-0.5102822","-1.2997492","-0.4742180"," 0.8773547"," 0.7011038"," 0.7057908"
"M941.462T1306.809","-0.3290358","-0.1342707"," 0.2306490"," 0.1777912"," 0.5789565","-0.5240902"
"M1036.399T977.849"," 0.2854844","-1.1346157"," 0.1117306","-0.1723247"," 0.4006326"," 0.5090928"
"M305.082T1122.457"," 0.5853757","-0.5522308"," 0.3442480","-0.6679057"," 0.4961168","-0.2056041"
"M435.217T805.716","-0.06123025","-0.84278243"," 0.24100803"," 0.13202126"," 0.55455970","-0.02357632"
"M1136.545T907.7","-0.28345797"," 0.09316379","-0.05823069"," 0.14824720","-0.47895655"," 0.57923422"
"M1130.454T886.215","-0.1362430","-0.1540578"," 0.1394492"," 0.8532159","-0.2636284","-0.4387359"
"M415.086T168.579","-0.268910236","-0.008715108"," 0.305275462","-0.228243010"," 0.155320198"," 0.045272693"
"M567.333T903.822"," 0.052115673"," 0.094896244"," 0.324619299"," 0.467299913","-0.930677305","-0.008253824"
"M1163.56T905.015"," 0.4752790"," 0.4156930"," 0.4872231"," 0.1185111","-1.2960992","-0.2006071"
"M401.18T764.21"," 0.65733093","-0.15002862"," 0.62902703","-0.06766508","-0.83228295","-0.23638132"
"M823.337T914.416","-0.11691532","-1.02725128","-0.03431974"," 0.40064106"," 0.22850539"," 0.54933989"
"M397.259T1311.545"," 0.36729078","-0.14256708","-0.23173179"," 0.37717687","-0.40380095"," 0.03363217"
"M443.191T791.98","-0.03842285","-0.67532683"," 0.12038374"," 0.30399067"," 0.36885157","-0.07947629"
"M413.167T733.785","-0.38377410","-0.42234561","-0.03499804"," 0.23954053"," 0.55885927"," 0.04271796"
"M341.259T618.637","-0.50510572","-0.55256885","-0.34034470"," 0.77161405"," 0.05077507"," 0.57563015"
"M859.153T942.886","-0.36769875"," 0.28333432","-0.03939441"," 0.29230290"," 0.42541782","-0.59396187"
"M633.753T316.098"," 0.03081898","-0.61177669"," 0.13561793"," 0.72983663","-0.23277519","-0.05172166"
"M919.334T939.971","-0.6282989","-0.6532257","-0.1886108"," 0.6314877"," 0.5920278"," 0.2466198"
"M863.373T951.624","-0.2031402","-1.2113923","-0.1943632"," 0.5708269"," 0.3793174"," 0.6587514"
"M316.427T318.614","-0.06818139","-0.29080364","-0.49565983"," 0.35738983"," 0.52350422","-0.02624919"
"M419.228T901.259","-0.06391045","-1.04983601"," 0.44859219"," 0.21599359"," 0.23528786"," 0.21387282"
"M316.385T321.843","-0.04558927","-0.16259047","-0.48336542"," 0.43054468"," 0.38420891","-0.12320842"
"M967.407T978.889"," 0.02079806","-1.12474451"," 0.38276206","-0.30674124"," 0.42496995"," 0.60295567"
"M524.981T106.871"," 0.16334454"," 0.04145043"," 0.51840578"," 0.17559643","-0.49529757","-0.40349961"
"M950.342T882.081","-0.4732000","-0.9781059"," 0.4451964"," 0.1447364"," 0.5408111"," 0.3205620"
"M822.313T886.782","-0.1574554","-0.9958001"," 0.2039363"," 0.3954939"," 0.0395768"," 0.5142484"
"M497.109T889.816"," 0.2113112","-0.7516574"," 0.8764467","-0.3098739"," 0.6177599","-0.6439864"
"M1461.92T936.679","-0.2380359","-0.8149181"," 0.2006285"," 0.1692702"," 0.1622256"," 0.5208297"
"M970.768T318.573","-0.05823606","-0.37691996"," 0.03749717"," 0.63314244"," 0.10181712","-0.33730072"
"M857.325T1034.658","-0.6058391","-1.4094455"," 0.1073340"," 0.6550141"," 0.2960372"," 0.9568993"
"M1005.392T917.562","-0.1484261","-0.7713535","-0.2094890"," 0.5796928"," 0.4254721"," 0.1241036"
"M357.576T759.445","-0.22141227","-0.26934071"," 0.48708409","-0.01116948","-0.05464996"," 0.06948832"
"M365.052T459.24","-0.6131268","-1.1227527","-0.4997215"," 0.6616378"," 0.5715850"," 1.0023783"
"M271.021T88.704"," 0.27834673","-0.07165932"," 0.40016814","-0.43952203"," 0.03271491","-0.20004843"
"M968.386T889.852"," 0.001830824","-0.489923164"," 0.034875946"," 0.366207852","-0.392006175"," 0.479014717"
"M593.686T850.456"," 0.03733203"," 0.32106253","-0.39042105"," 0.29202448","-0.58226175"," 0.32226376"
"M505.029T765.672","-0.1587677","-0.2839730","-0.3981033"," 0.7999467","-0.3286311"," 0.3695285"
"M1035.367T890.845","-0.1637525","-0.7840348","-0.2016496"," 0.2652479"," 0.3858728"," 0.4983162"
"M565.054T1199.484","-0.63129209"," 0.10372738","-0.14948205"," 0.35478830"," 0.29250125"," 0.02975722"
"M491.208T833.798"," 0.29745386","-1.31818549"," 0.41431122"," 0.28260916"," 0.37510028","-0.05128903"
"M728.286T863.521","-0.31777786","-0.52530392"," 0.31293946"," 0.44015596"," 0.05760709"," 0.03237927"
"M969.4T973.77"," 0.05799785","-1.13274387"," 0.39505649","-0.05684038"," 0.11658111"," 0.61994881"
"M333.135T1582.426"," 0.44107974"," 0.28594339"," 0.32542534","-0.02237681","-0.48142027","-0.54865139"
"M377.181T797.379"," 0.22427200","-0.46431528","-0.40370568"," 0.35324634"," 0.37141668","-0.08091406"
"M369.388T763.979"," 0.1065344"," 0.3279805"," 0.3376194"," 0.2009159","-0.7814110","-0.1916392"
"M1161.526T895.081","-0.00320685"," 0.52625172"," 0.08871773","-0.27774722","-0.36862703"," 0.03461165"
"M266.946T113.686","-0.05593928","-0.31610726","-0.11337928"," 0.59392740","-0.15833698"," 0.04983540"
"M696.3T853.355","-0.6442333","-0.7733456"," 0.2567073"," 0.5583314"," 0.2647290"," 0.3378112"
"M1007.373T920.82","-0.11386749","-0.83518647","-0.07333281"," 0.36783225"," 0.35408243"," 0.30047209"
"M589.773T907.878","-0.396849629"," 0.248094754","-0.008125171"," 0.166731910","-0.346579660"," 0.336727795"
"M445.037T424.564","-0.29016258","-0.24835899","-0.05073815"," 0.28392740"," 0.10936349"," 0.19596883"
"M988.804T68.066"," 0.3756718"," 0.3882581"," 0.8041176","-0.7030052"," 0.1171205","-0.9821629"
"M595.261T805.416"," 0.1790339","-1.2302420"," 0.3420209"," 0.2604183"," 0.2748663"," 0.1739026"
"M1323.606T888.291","-0.5280369"," 0.4658575"," 0.2760743"," 0.2196674"," 0.2196166","-0.6531789"
"M688.263T861.089"," 0.07923667","-0.81681237","-0.01892993"," 0.33881793","-0.08482676"," 0.50251446"
"M971.627T318.415"," 0.39530831","-0.37680476","-0.10645744"," 0.36915327","-0.09322454","-0.18797485"
"M1143.444T941.11"," 0.01747022","-0.97176017"," 0.15952455"," 0.55656528"," 0.14366768"," 0.09453244"
"M1094.293T897.844"," 0.2656676","-0.7579587","-0.1417753"," 0.2397041"," 0.1245549"," 0.2698073"
"M967.394T924.933"," 0.1141687","-0.9551848"," 0.3024780"," 0.1227536"," 0.1578607"," 0.2579238"
"M702.255T837.404","-0.30722414","-0.60956469"," 0.05674376"," 0.21479415"," 0.20140543"," 0.44384549"
"M379.067T781.128","-0.3154802","-0.6993865","-0.6024090"," 0.7258235"," 0.2103946"," 0.6810577"
"M714.253T913.384","-0.08732860","-0.70002789","-0.01750498"," 0.37902865"," 0.55828782","-0.13245500"
"M773.211T817.036"," 0.2966859","-0.5350625"," 0.3930907"," 0.3200958","-0.2566011","-0.2182086"
"M589.271T908.408","-0.39327870"," 0.38605960"," 0.09926439"," 0.13893932","-0.38740136"," 0.15641675"
"M795.27T865.806","-0.44939745","-0.44119946"," 0.27234635"," 0.48524086"," 0.15054525","-0.01753555"
"M264T169.106","-0.50199565","-0.42855619","-0.03097373"," 0.39750024"," 0.38087889"," 0.18314644"
"M1095.906T894.31"," 0.1283176","-0.4145960","-0.6117297"," 0.1015433"," 0.3054702"," 0.4909945"
"M625.024T106.841"," 0.05519798"," 0.21817000"," 0.04087070"," 0.21094380","-0.69877610"," 0.17359360"
"M311.065T863.883"," 0.388142138","-0.006555044","-0.737252111"," 0.329113625","-0.182306873"," 0.208858266"
"M631.833T319.717","-0.009352886"," 0.222055280","-0.028592561"," 0.521924260"," 0.181420302","-0.887454395"
"M644.248T900.496","-0.2606808","-0.7377751"," 0.2261228","-0.2706024"," 0.2739403"," 0.7689951"
"M889.313T902.886","-0.04429215","-0.95155516"," 0.11275570"," 0.09732916"," 0.07951363"," 0.70624883"
"M273.314T67.476"," 0.6528320","-0.4549110"," 1.0970560","-0.2127195","-0.5272809","-0.5549766"
"M950.337T882.881","-0.4594145","-1.0183977"," 0.4050931"," 0.1248150"," 0.4731477"," 0.4747564"
"M559.053T88.871","-0.43847664","-0.11553089"," 0.23244541"," 0.04116595"," 0.53734190","-0.25694572"
"M576.128T818.314"," 0.2440291"," 0.5038208","-0.5509506","-0.1925703","-0.4823024"," 0.4779734"
"M569.273T895.199","-0.158204357"," 0.481548315"," 0.327964005","-0.369330320","-0.274205350","-0.007772294"
"M751.173T317.266","-0.1852326","-0.3351135","-0.1866808"," 0.5791310"," 0.2730679","-0.1451720"
"M272.963T113.946","-0.30362538","-0.13682382","-0.23749708"," 0.54621421"," 0.07462604"," 0.05710604"
"M279.164T1614.563","-0.48559727"," 0.08342434","-0.03844199"," 0.34204322"," 0.49820471","-0.39963300"
"M549.147T750.744","-0.3256551","-0.2781617","-0.3298237"," 0.1218746"," 0.6883093"," 0.1234566"
"M553.051T758.396","-0.1899677","-0.1958895"," 0.3619656"," 0.3672586","-0.6238218"," 0.2804547"
"M263.13T940.795","-0.8659709","-0.8371469","-0.2453427"," 0.4722255"," 0.9384563"," 0.5377786"
"M445.207T780.093","-0.07513015","-0.33475112","-0.44167317"," 0.52117399"," 0.41145102","-0.08107058"
"M631.863T318.629"," 0.03217721","-0.32793111","-0.15464035"," 0.71601536"," 0.09233400","-0.35795510"
"M843.287T936.679","-0.10889381","-0.99702955"," 0.09732281"," 0.38721050"," 0.27227181"," 0.34911825"
"M483.129T913.248","-0.5594438","-0.6295690"," 0.6401074","-0.1027680"," 0.7872336","-0.1355602"
"M1008.375T923.099","-0.005813752","-1.104102094"," 0.215436028"," 0.363862189"," 0.230917838"," 0.299699791"
"M873.638T939.705"," 0.1526579","-1.3015129"," 0.1441451"," 0.3456071"," 0.4850225"," 0.1740803"
"M804.318T962.853","-0.01386739","-1.23758824"," 0.03421399"," 0.56606396"," 0.14619870"," 0.50497897"
"M433.777T806.208"," 0.2010673","-0.6696137","-0.1938674"," 0.2604589"," 0.5327576","-0.1308027"
"M1045.593T1289.364","-0.1002257","-0.5475446"," 0.2728333"," 0.1016053"," 0.3743145","-0.1009829"
"M501.195T803.697","-0.01737887","-0.97475680"," 0.23557350"," 0.08188001"," 0.46670552"," 0.20797664"
"M630.654T314.128","-0.245810218","-0.437984733"," 0.152304494"," 0.680083110"," 0.005814979","-0.154407632"
"M625.178T776.712","-0.05580057"," 0.56223846"," 0.10286984","-0.06544405","-0.80246551"," 0.25860184"
"M399.065T319.722","-0.07564826"," 0.26871177","-1.06692373"," 0.24149459"," 0.67831714","-0.04595151"
"M1462.085T939.347"," 0.5700662","-1.4443775"," 0.5942891"," 0.8464380","-0.4193117","-0.1471042"
"M315.108T761.986","-0.0955495","-0.2773642"," 0.8427248","-0.2414719"," 0.2106456","-0.4389847"
"M471.152T726.342","-0.05583246","-0.07323645","-0.65195717"," 0.25332522"," 0.46016161"," 0.06753926"
"M377.162T1630.7","-0.438072259","-0.006517027"," 0.158613083"," 0.181088424"," 0.460167915","-0.355280137"
"M272.073T418.674","-1.2022590","-0.2678643","-1.2206289"," 1.1835489"," 0.4990401"," 1.0081631"
"M237.04T858.99","-1.38199042","-0.53465246"," 0.55711217"," 0.67226853"," 0.65496832"," 0.03229386"
"M309.478T1627.463","-0.10296708","-0.15707977"," 0.02674086"," 0.38104759"," 0.49564071","-0.64338229"
"M369.569T765.536"," 0.3425651"," 0.4495421"," 0.3656899","-0.3846872","-0.9766654"," 0.2035555"
"M427.038T293.27","-0.5000120","-0.6111903"," 0.3524989"," 0.5202775"," 0.0239403"," 0.2144856"
"M383.058T256.181","-0.29422831","-0.59370272"," 0.34593897","-0.02100917"," 0.16420085"," 0.39880037"
"M684.191T618.708","-0.8727729","-0.8741766","-0.8921344"," 0.8192343"," 0.4361819"," 1.3836677"
"M1144.448T942.538","-0.03372753","-1.04346514"," 0.20200256"," 0.66840038"," 0.10706574"," 0.09972399"
"M613.774T885.363","-0.27538379","-0.11428710"," 0.03972583"," 0.07362356"," 0.71829401","-0.44197252"
"M1176.528T983.06","-0.2428165","-1.3848426"," 0.3015756"," 0.6613017"," 0.2820597"," 0.3827220"
"M951.397T1014.118","-0.36190189","-1.30165056"," 0.01706023"," 0.64635046"," 0.63004305"," 0.37009870"
"M998.841T1404.514","-0.39189080"," 0.07816632","-0.44778221"," 0.50459083"," 0.40255536","-0.14563949"
"M425.103T1191.927"," 0.02318576","-0.07282580","-0.43786535"," 0.01297506"," 0.53397960","-0.05944927"
"M389.182T799.355"," 0.20667899"," 0.31023423","-0.01553081","-0.33494040","-0.03372986","-0.13271215"
"M895.29T938.858"," 0.07765163","-0.93629216"," 0.19272422","-0.68297734"," 0.88620123"," 0.46269242"
"M924.351T839.79","-0.2889967","-0.9399934"," 0.2893692"," 0.1963070"," 0.3276498"," 0.4156642"
"M313.093T320.692","-0.40989665","-0.17127745","-0.05830924"," 0.40943555"," 0.32736990","-0.09732211"
"M852.339T915.443","-0.3957510","-0.6714785","-0.1658503"," 0.4501063"," 0.3999581"," 0.3830154"
"M475.187T823.258","-0.2874813","-0.9018440"," 0.1918675"," 0.2708073"," 0.5674063"," 0.1592443"
"M998.861T1404.179","-0.3306162"," 0.1529964","-0.5048024"," 0.5371914"," 0.3965496","-0.2513189"
"M698.26T899.18","-0.1853486","-0.9972536"," 0.1500639"," 0.5645639","-0.1454974"," 0.6134717"
"M721.31T972.44","-0.5015997","-0.9230089","-0.3273897"," 0.3073835"," 0.5956136"," 0.8490012"
"M621.052T106.9","-0.30576946","-0.14136679","-0.07152015"," 0.54046468"," 0.10933548","-0.13114376"
"M289.026T88.643"," 0.4980393"," 0.2296951"," 0.1077744","-0.1537089","-0.9872790"," 0.3054791"
"M544.284T936.329","-0.22797884","-0.19585769","-0.53373462"," 0.69471464"," 0.30517766","-0.04232116"
"M379.101T757.973","-0.17595441","-0.28831317"," 0.35552221","-0.40129752"," 0.05997689"," 0.45006599"
"M494.168T786.301","-0.08437479","-1.10193064"," 0.40697819"," 0.14017140"," 0.65702289","-0.01786705"
"M911.26T1004.032"," 0.002595321","-1.169148161"," 0.390655963"," 0.235139289"," 0.185086495"," 0.355671092"
"M1106.454T890.453","-0.34522448","-0.59083255"," 0.07813461"," 0.03498177"," 0.62678567"," 0.19615498"
"M289.084T863.831","-0.2831601","-0.6671217"," 0.2477832"," 0.2858559"," 0.1522096"," 0.2644330"
"M473.196T813.174","-0.7876795","-0.3864842"," 0.1907983"," 0.3986302"," 0.4035797"," 0.1811557"
"M559.066T758.189","-0.6050774","-0.2190555"," 0.2411377"," 0.1991256"," 0.1764422"," 0.2074274"
"M449.004T832.738","-0.2808610","-1.4393643","-0.7397375"," 0.8849084"," 0.7386132"," 0.8364411"
"M343.102T681.368","-0.25398892","-0.46615786"," 0.24395156"," 0.57998571","-0.01370389","-0.09008660"
"M497.261T974.778","-0.2503313","-0.5488210"," 0.1698313"," 0.2012623"," 0.6984588","-0.2704001"
"M661.253T876.035","-0.1446747","-0.5042737"," 0.3074101"," 0.4238109","-0.1837859"," 0.1015133"
"M765.729T983.05","-0.5599718"," 0.2700114","-0.6568559"," 0.3446511"," 0.2151599"," 0.3870053"
"M941.317T938.576","-0.14752584","-0.82791277"," 0.10278361","-0.05594955"," 0.40018346"," 0.52842109"
"M1193.041T904.79"," 0.2736470"," 0.1286759"," 0.7074529"," 0.1716689","-0.8938139","-0.3876308"
"M581.283T805.632","-0.27345573","-0.66469758"," 0.30731792"," 0.32493385"," 0.25977427"," 0.04612727"
"M564.929T1201.416","-0.4091459","-0.2919130","-0.4730860"," 0.1868232"," 0.6172342"," 0.3700875"
"M728.88T67.591"," 0.500038164","-0.200003930"," 0.726911880","-0.177597793"," 0.003708565","-0.853056885"
"M429.504T310.912","-0.34978797","-0.18574712","-0.01514137"," 0.27926571"," 0.46879977","-0.19738903"
"M603.083T90.379","-0.5787944","-0.1423274"," 0.1311758"," 0.2365344"," 0.4737115","-0.1202999"
"M847.188T757.14","-0.03017593"," 0.21134656"," 0.48313488","-0.74599970","-0.15499030"," 0.23668448"
"M402.053T876.272","-0.5766143","-0.7458718","-0.5974687"," 0.5860023"," 0.5885359"," 0.7454166"
"M753.298T903.043","-0.22970923","-0.73759373"," 0.28354698"," 0.31854938"," 0.26561289"," 0.09959371"
"M610.83T67.188","-0.54250126","-0.02881215"," 0.17704597"," 0.15244510"," 0.26173613","-0.01991378"
"M475.366T1425.395","-0.5893371","-0.3449994","-0.2920039"," 0.4338767"," 0.4833799"," 0.3090838"
"M485.063T759.194","-0.29333728","-0.44293162"," 0.35734501"," 0.07480838","-0.05683742"," 0.36095293"
"M1044.425T908.907"," 0.0488520","-0.8075497","-0.1590851"," 0.6643527"," 0.6528154","-0.3993853"
