"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X15.C15.4.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"M361.512T316.902","20423.4018","4974.0788","23973.0783","19284.1281","24186.6124","21040.6037","25604.5861","13367.8467","23666.619","43.6","15423.1079","43.6","16412.8201","20830.8636","26479.983","20424.0368","43.6","9984.1348","18029.1585","9231.1632","22320.5898","9818.2971","25654.6025","24742.3583","18420.3097","43.6","22189.6856","15808.2444","18178.3411","24680.7794","18267.043","218","22442.1369","22649.0211","20974.529","23528.2835","28887.0002","20068.0464","43.6","18100","43.6","43.6","43.6","43.6","12963.9299","18980.2718","13898.5724","8021.5326","20223.0058","43.6"
"M459.959T106.348","5773.6582","5520.2283","6683.3227","16157.9074","6198.3444","10759.6364","7408.038","16533.8291","9117.3818","31.09432","5785.6651","176","9546.496","5616.346","9174.642","8695.5576","31.09432","5836.636","5644.696","7165.407","3036.7599","6464.304","14126.1088","9607.078","6535.7256","206.46389","14779.6915","7126.2632","4923.9926","10840.1737","10001.1862","31.09432","13116.9967","6792.3257","6338.9576","7628.9387","6560.1562","13363.35","184.7796","5720","31.09432","178.2821","155.4716","31.09432","5386.5748","9162.5367","4314.9275","1799.037","5078.625","31.09432"
"M485.178T783.442","10525.666","8117.7571","14198.7691","6043.8851","12664.6457","7911.558","10640.4646","30087.084","13427.7255","298.1426","9602.4091","59.62852","13352.1787","8723.4774","7948.1877","26645.781","59.62852","5301.8423","11438.9444","5754.5016","14707.1102","6521.62","14201.9996","9109.0068","14525.0165","59.62852","7357.0591","11081.2114","7736.555","15626.2","17486.1534","59.62852","21735.4836","13984.224","9686.6","16891.1209","19025.9355","20207.8336","59.62852","10200","59.62852","59.62852","59.62852","59.62852","379.3913","4475.006","13976.7971","23025.544","17451.522","59.62852"
"M449.205T834.832","6255.9244","1169.0361","8635.4312","4760.2298","9123.2552","8518.0218","10391.3233","8549.833","5211.5473","43.15574","6173.3772","43.15574","7671.5096","9299.5026","5959.2375","9288.2842","43.15574","4952.7909","8926.1088","10003.7068","10493.624","1025.1323","9651.981","8527.783","7008.7557","43.15574","7445.0149","11040.9934","5488.8561","10036.3148","8152.686","43.15574","16239.9979","14819.4763","4311.9287","8277.4484","6766.0659","7340.5581","215.7787","3960","43.15574","43.15574","43.15574","43.15574","1917.1024","11131.0187","8308.6781","6278.2344","3759.5567","43.15574"
"M371.133T805.134","4075.772","1751.1568","2383.533","1939.4475","5298.3005","3954.5908","7884.3002","8041.634","4860.6671","48.59668","3870.5526","48.59668","3994.9484","6250.4113","2944.2269","4013.5234","402.3907","2888.0153","5542.0709","5114.7484","6040.4065","1499.3112","6572.2103","5705.0376","4335.2821","48.59668","5850.3392","8218.392","4223.355","7778.9916","3585.3392","48.59668","4724.9693","3678.6098","1279.7039","6651.9545","5698.3304","4342.6369","48.59668","3960","48.59668","48.59668","48.59668","242.9834","3248.7373","3195.9985","7429.3488","3282.1118","5273.0713","703"
"M254.892T96.705","2207.9551","1794.2843","1715.6817","1285.7146","1264.6884","1182.8131","38.6","38.6","3628.6108","38.6","1564.8355","38.6","38.6","38.6","1928.4838","38.6","38.6","2570.9965","3118.4685","3195.2315","38.6","5094.9975","3830.5913","38.6","1498.1812","38.6","38.6","1875.084","1076.347","38.6","2347.9225","38.6","38.6","2468.5775","2578.5076","4915.614","6301.6712","2482.6193","38.6","4790","38.6","38.6","38.6","38.6","1533.6861","38.6","1036.0869","1680.7743","2023.2626","193"
"M439.083T756.683","5188.1634","2518.4626","4120.004","4053.0546","12562.6774","5396.3431","5310.22","9099.026","5441.4435","268.1717","3936.7762","205","5360.817","4793.0887","7657.8311","7179.5748","315.46","4527.5982","3803.4166","8503.6765","4081.3362","4507.0301","4105.2091","5120.6468","5201.3455","39.8","13237.1229","4310.2946","5029.5662","7676.8567","6202.3175","199","5378.5975","4865.1375","4377.4049","4941.6947","3708.7036","5416.4371","630.658","3640","39.8","537.1525","1002.5177","219.2934","1694.3145","5365.8135","4297.1723","6715.0578","16269.99","39.8"
"M985.784T316.247","6383.2558","40.39492","5748.3613","3449.4643","7102.7138","3263.2329","6035.274","10407.5914","5363.7565","40.39492","3382.7132","40.39492","4182.9689","5685.4504","4473.4894","3368.9853","237.6225","3513.8103","4613.252","4296.6392","5098.3999","2929.8671","8439.2595","7532.301","2853.3055","40.39492","6239.2902","7971.0108","2332.1924","6481.6903","4832.4633","40.39492","9352.9677","7789.6351","4323.647","7449.0085","5958.1692","3631.3106","40.39492","2010","40.39492","40.39492","40.39492","40.39492","40.39492","2993.1477","6848.2647","201.9746","1380.2482","40.39492"
"M479.19T902.518","8513.5405","3768.452","6594.6429","7705.3075","7731.6186","3585.4552","7727.2508","13645.06","6427.9475","636.25508","6665.5292","636.25508","7257.7093","9699.8718","5551.25","8631.7832","636.25508","8265.2401","7799.5381","10016.7699","11201.2234","5872.7757","14071.4961","5629.9025","7841.8769","636.25508","5856.535","10951.8362","6825.1918","7642.0921","9240.1321","636.25508","15228.4927","10612.9485","6270.8121","6507.605","10297.8963","9768.8791","636.25508","6290","636.25508","636.25508","636.25508","636.25508","3181.2754","7183.6277","7209.5389","8644.7656","12003.601","636.25508"
"M970.599T316.501","12859.9739","360.8887","6730.3728","11545.2344","13945.9503","10010.1442","5425.8334","4684.1365","17361.0346","37.6","7008.2011","188","9357.2616","7635.7672","11078.7725","9733.1383","37.6","9689.5262","12285.8406","11915.9567","15283.8267","7195.4629","13793.7559","12117.5982","3444.2262","37.6","10122.7581","7260.6511","7774.1155","11884.953","2747.9659","37.6","17657.1707","10536.9713","7887.7049","8724.8963","4606.5819","5172.7911","37.6","6640","37.6","37.6","37.6","37.6","2285.0602","6082.3626","3006.3528","668.589","4529.785","37.6"
"M413.081T316.361","19466.012","4808.064","6828.4662","15212.7474","16013.0577","16654.4495","21187.4353","20412.112","17842.7948","347.2977","9949.4487","40.41648","16250.4941","10593.089","12831.7426","11713.737","203.071","16113.7057","15799.0643","13448.7033","14690.7557","13661.7058","17951.0726","11138.9131","13188.1274","1433.25919","21443.6725","17572.7272","14004.5218","16273.0076","16109.5058","40.41648","22109.5812","19966.7728","16480.047","18702.0143","7889.1022","15669.0657","40.41648","11500","590.2257","858.2916","384.8928","202.0824","9439.6397","16097.8471","13084.7114","6236.2828","12501.0442","40.41648"
"M417.177T763.775","2999.7138","751.4155","3162.4805","2714.6796","35.93666","2530.8423","4402.2144","5918.8667","3667.9884","35.93666","2305.4518","35.93666","179.6833","487.0233","3145.3655","3928.125","35.93666","3203.5368","3173.4734","35.93666","2949.4038","3202.0617","3985.7441","589.0605","2387.9399","35.93666","2296.8091","2976.1907","4188.9826","3350.8506","6486.9013","35.93666","3292.7767","4664.5075","2273.4269","1965.5269","1563.4753","7871.0952","35.93666","2360","35.93666","35.93666","35.93666","35.93666","35.93666","2238.8096","2136.6417","3150.0747","2812.6884","35.93666"
"M609.707T835.895","19351.7164","4747.718","19141.5172","6533.2903","12773.458","15478.9938","39333.9158","8875.2613","1387.5346","230","14437.0201","230","12558.1623","3612.6651","3877.4053","5014.3008","230","7925.9265","7900.8444","34768.9356","31181.2295","2022.7301","28152.4137","10709.0894","2820.9802","230","5869.9162","19384.9808","3453.0176","5279.3794","8675.0333","230","6590.7703","35333.1826","9094.8199","12338.0804","13765.1471","4235.1182","230","1150","230","230","230","230","24131.4682","24956.9961","8585.3771","2018.4345","1375.5203","230"
"M633.892T311.985","4982.6926","163.9203","5481.7565","4369.058","6846.6227","4270.4215","9224.97","7875.5029","7383.285","148.7615","3978.1019","520","6193.4861","9209.9829","7267.44","5300.5072","195.1006","5127.4829","5299.9062","5573.319","8222.0254","5302.0404","7925.3248","11338.4213","5998.5352","29.7523","6350.2583","6775.0162","3815.0335","7146.7498","3858.7347","29.7523","4685.7089","9769.3505","5881.6505","9253.8995","6147.0571","4817.831","29.7523","2940","29.7523","29.7523","29.7523","29.7523","1324.0642","5229.6214","11980.666","168.4531","2011.2701","29.7523"
"M225.002T107.866","37288.8387","46433.4104","34217.1387","54189.4939","37958.7129","40563.9185","53965.7177","57605.6874","42631.864","234.7082","39743.4718","46.6","41423.4979","30620.028","33782.0448","42569.5794","46.6","35516.073","34575.7783","39512.2678","24162.816","27316.2291","38932.0276","64440.088","61639.3353","46.6","34690.7349","55269.8711","47359.6471","36472.7482","46817.3849","233","55174.737","41308.566","46271.2342","37842.4947","41946.4344","61659.3424","511.8204","33400","628.2558","551.9934","726.0468","635.0299","48506.712","27008.6555","34369.1695","12137.5933","34646.4527","531"
"M593.465T757.874","5885.0882","6009.7618","6738.5641","3388.1393","1263.915","4143.6219","1993.6414","9143.1645","10169.8813","45.6226","4505.2422","45.6226","7168.8957","5007.2048","4920.4526","6295.4165","45.6226","8170.3359","5758.6464","45.6226","45.6226","7468.3243","4015.9336","2780.6676","1818.2768","45.6226","5139.6556","6090.281","11830.184","2515.8603","9295.8486","45.6226","489.6253","1202.859","3733.9657","1119.3451","3374.7135","1237.1872","45.6226","4130","45.6226","45.6226","45.6226","45.6226","45.6226","7780.7256","4799.3247","228.113","3155.6837","45.6226"
"M370.139T1432.103","1929.5654","3165.4012","1704.4124","3213.7459","4863.164","2039.3778","2314.3872","628.9846","1683.2541","443.0348","4926.6258","33.0835","5176.4979","1462.4962","1782.7332","5817.7185","335.7715","3045.4123","2396.4005","1999.3813","4254.0146","4161.3618","3281.1861","2319.7683","3485.6957","620.05842","1681.8986","455.4902","33.0835","1193.716","1967.5105","33.0835","4384.4413","878.6819","1213.9775","3884.4657","4544.1906","3928.1378","377.2737","188","33.0835","165.4175","171.0915","422.4768","1903.4178","3717.3401","1741.6122","4126.5188","1597.9028","202"
"M547.145T895.878","1263.3376","447.6984","5349.8204","3757.2353","2664.8697","3165.7712","2937.4986","2716.2183","1412.0778","79.490218","2559.4014","79.490218","2127.4049","5479.712","1876.804","2620.2935","79.490218","1522.4373","2681.8161","3082.9447","2571.6083","2579.3378","3998.4938","2114.6228","1883.6457","397.45109","4268.2931","5727.0971","2615.9955","2236.5505","4357.5581","79.490218","2321.4275","7125.038","1822.8746","2084.3182","2735.7657","5041.0723","79.490218","3000","79.490218","79.490218","79.490218","79.490218","1495.4179","1621.5057","2782.6844","1573.1296","919.4737","79.490218"
"M947.485T901.595","5295.8154","3675.0924","12716.4373","3006.4505","4572.6091","2224.9539","6609.9679","11652.41","6221.8093","444.99078","4847.7163","444.99078","7126.3127","9920.7637","13553.8743","9337.499","444.99078","11114.6474","6152.4939","9125.4844","6852.368","6801.09","10785.5459","9131.4883","4468.0782","444.99078","21788.9624","10388.258","15219.4431","10289.6075","14154.1641","444.99078","6167.3767","6227.7411","5047.2252","9567.5352","8299.129","10778.0204","444.99078","8200","444.99078","444.99078","444.99078","444.99078","22234.035","3649.1569","10242.8335","3773.7615","8090.0061","444.99078"
"M1013.864T1245.344","15437.6399","15292.1253","17919.445","32467.8423","8025.0209","22256.0541","22780.1725","17031.5496","16452.8845","42.4","10495.5911","42.4","19767.4645","16719.7709","13482.2802","16287.7099","42.4","13789.342","17351.9895","21615.6601","18520.6903","16571.8555","21379.1915","11499.226","24270.1305","42.4","9605.975","19658.6875","14689.8276","12716.4724","13384.9441","212","21266.9052","15462.3294","12767.5492","16583.7324","16485.8756","16429.5974","354.7097","9550","253.3412","292.3203","42.4","406.765","11028.9814","17114.6978","16915.9761","16372.287","12705.3002","42.4"
"M377.623T1368.205","8584.1328","15586.8991","5909.084","13655.5153","12906.0809","9875.1938","10741.2156","2965.104","4631.1938","189.8","13287.4238","189.8","14138.4836","3418.5705","6580.6802","10970.5986","189.8","9998.0558","8599.7355","9155.1942","6985.6295","10891.0334","7788.7215","12346.9189","16375.7001","189.8","5254.524","2196.44","1387.4047","2213.1728","3328.939","189.8","16604.8852","4846.9846","9836.6204","7191.7655","16641.128","14180.5137","189.8","949","189.8","189.8","189.8","189.8","12875.3335","6045.3859","5413.7109","14678.1545","2521.19","189.8"
"M399.165T851.906","5611.4392","1834.5638","6296.7508","5828.0298","5135.4162","7053.8332","7380.3777","10746.245","9955.6436","250.938","3582.4351","50.1876","6387.3577","10179.7373","6184.0909","9196.5339","50.1876","3679.6681","9678.0541","11215.825","8066.2116","4581.7435","9225.4411","7887.0275","9874.8059","50.1876","10701.3941","9317.5794","5661.9354","8989.3884","11616.687","50.1876","9730.0313","9808.218","4172.8733","7100.3648","7809.6745","4347.6345","50.1876","2970","50.1876","50.1876","50.1876","254.0212","2381.1425","5884.2252","10281.0242","11284.2808","10845.9475","50.1876"
"M895.304T938.238","7801.9625","57.01042","5613.9977","4409.1032","8933.6861","4046.813","4972.805","12804.2308","16481.1112","291.7441","6528.6721","57.01042","10817.2432","5231.4122","10253.8456","21448.8019","57.01042","9211.2318","9082.4034","3864.5719","5971.3021","2745.9842","8029.3235","6901.9801","7223.8502","57.01042","24155.3083","10076.6995","12952.566","18662.5651","11816.3228","57.01042","7417.5311","8802.7519","1276.7974","2133.4756","2128.9314","3226.3909","324.392","7730","57.01042","57.01042","57.01042","57.01042","285.0521","5462.2451","4305.5361","11590.3585","15959.43","57.01042"
"M1013.474T983.582","30838.0285","88.94332","25128.8495","12611.0806","34851.6577","72829.7143","43217.5503","62614.6456","71847.8245","88.94332","31475.8542","88.94332","48522.7198","106167.3106","39721.9092","52189.8435","88.94332","22841.084","29297.7071","44209.1422","25800.8341","6340.6972","53604.72","97048.2027","18571.496","88.94332","148429.123","43502.61","57228.2037","33514.2953","37330.0589","88.94332","30875.7675","23145.742","8217.5741","10835.9138","21466.9516","20234.441","88.94332","127000","444.7166","88.94332","88.94332","88.94332","1190.4422","35688.158","11888.8","15980.1005","25025.9885","88.94332"
"M445.18T1125.961","15158.0231","12290.2345","10282.8177","19312.8227","13868.4687","20225.7552","8347.6017","13220.4867","14034.2621","651.5626","14580.5128","63.87366","25114.1916","8980.1883","15698.7027","18309.8027","520.1104","9974.9918","14899.9212","13266.695","13865.3772","18331.6319","16635.881","16540.2495","22144.993","642.45748","11907.3356","8907.2231","7782.2397","10245.5148","9700.817","63.87366","19734.7215","11816.256","17819.9173","13026.858","20920.2905","40820.6861","63.87366","7870","63.87366","63.87366","319.3683","368.2542","12550.8752","18346.968","13117.1898","29597.1754","13676.8685","413"
"M753.188T948.401","7758.6325","7364.2181","7937.0301","18021.8858","4990.4357","10722.8486","12775.2334","6741.1687","5284.7047","266.2929","3951.551","53.25858","7794.1437","8233.5642","10199.5822","9142.3131","425.0633","7269.6705","7458.7918","7381.8022","8010.6903","4640.3551","14744.8965","12829.8119","6338.9792","53.25858","7809.9055","6150.0866","9797.9541","8821.0249","11221.2726","53.25858","7126.4832","8127.0103","7476.2209","9613.8121","5124.8208","13380.8977","53.25858","4700","53.25858","53.25858","53.25858","348.1065","21096.9036","13389.2859","6698.5916","5833.1623","6829.0524","386"
"M455.081T744.378","15115.5247","6820.2763","7815.4347","21740.9971","9767.2103","10094.5867","16504.3109","20867.5437","14006.2303","397.2173","13463.752","225","20089.856","13225.524","22083.2686","22453.5477","492.232","19420.8496","13075.1859","24809.2309","11166.1331","15210.2497","14073.384","19945.2548","20447.9486","45","24059.4838","10337.4619","16739.2312","23802.9568","18438.0153","445","11391.054","18610.2865","6829.4952","4484.7323","3812.3544","8019.1323","45","12200","225.6882","402.9422","898.1645","266.309","1927.2942","5903.6028","6747.57","38156.5567","74018.616","45"
"M1455.98T315.74","4151.7865","30.47458","3769.547","834.9563","5563.2458","1046.2902","6713.7627","9817.3094","4059.7262","30.47458","696.7576","30.47458","1696.1465","3795.7482","2457.7844","949.3909","187.5092","1845.1806","2141.6518","2050.1149","3356.1623","1306.6336","6386.5271","6865.7758","1058.8518","30.47458","4882.8754","5697.1875","567.6196","4473.2321","4534.9264","30.47458","10497.4167","6647.7451","3505.8183","5708.1551","3634.8429","1787.1226","30.47458","315","30.47458","175.7656","30.47458","227.7421","30.47458","642.1456","6595.6275","152.3729","30.47458","30.47458"
"M430.136T769.014","1275.1759","52.33962","2805.709","808.7378","1513.6656","2830.1055","1410.7603","10765.056","2863.5468","52.33962","984.2629","296","1742.4793","6712.9594","1395.485","3072.7666","52.33962","1009.5941","2157.142","4893.0249","913.4253","551.3044","5587.7664","1581.2803","5073.4949","52.33962","3168.9503","8396","6831.4239","10005.7254","11222.7714","52.33962","1249.9266","9922.3225","52.33962","3652.2338","2030.6287","3770.3712","52.33962","3910","52.33962","261.6981","52.33962","52.33962","52.33962","1916.7783","5801.4329","2400.3369","5386.808","52.33962"
"M590.274T907.848","21567.4667","45289.7455","51016.0304","44708.7611","35276.2412","21221.8722","29671.534","38521.4608","68838.1849","41.09264","46915.6629","41.09264","30906.4757","33852.224","71205.4656","73136.3179","41.09264","40414.2","33966.7572","59408.3733","49061.8648","84444.9","62421.8449","43665.7571","28943.7289","830.72103","123037.1798","36010.1112","46854.3818","30874.27","64289.5829","41.09264","10548.3764","18911.1043","74999.3868","48497.4731","24920.9732","58450.9893","205.4632","4280","264.4492","41.09264","41.09264","329.5538","71682.1222","129440.8781","59058.96","14412.1639","27809.1763","41.09264"
"M353.181T807.324","30540.4612","8218.4726","25488.7364","16578.4941","16493.3743","16601.7837","16053.3818","29120.6029","21940.2586","457.05554","12323.5117","457.05554","12910.498","28616.72","23528.5372","16249.2619","457.05554","18131.516","18453.6","18409.2766","15416.5991","8566.8296","29710.1057","12952.0625","27220.3751","457.05554","18193.1889","20481.36","22557.4664","32254.9957","28964.7147","457.05554","27351.7816","27104","8048.0464","21749.4529","17857.7802","17694.5567","457.05554","17200","457.05554","457.05554","457.05554","457.05554","2285.2777","8333.2861","25238.7692","15575.2205","13143.9363","457.05554"
"M456.925T66.979","27326.075","20220.2886","24640.0843","15157.1405","18834.5759","9541.27","22316.7164","30526.04","25591.2406","2693.7352","6847.6258","4810","17737.4353","15114.336","14636.248","16914.8223","3579.5703","17563.5002","15552.5891","20002.7758","18375.8246","16567.7947","30365.5485","15161.9963","16491.6178","2778.84869","12118.9029","16396.1778","8549.8327","24642.072","34371.964","2760","8188.5927","17526.676","8392.6318","12737.4253","15644.931","15681.0235","2143.82","14100","3833.8973","4519.8523","2353.3454","2806.1136","10931.5915","24134.2411","24852.9893","20047.0815","24526.25","2980"
"M630.668T315.279","6334.8295","41.6165","3691.732","3204.8903","3963.5513","2931.765","7151.1474","7713.3128","6276.8886","41.6165","3526.6593","41.6165","3854.3164","6692.4603","4777.8322","4435.3039","257.7964","2075.151","3991.3141","3358.986","4597.8578","4010.2861","6110.1947","5166.1118","3688.1882","41.6165","5423.2867","5363.55","2897.1382","2849.7083","2165.1804","41.6165","5462.6106","4776.5284","4514.5196","4096.6012","4715.1717","3406.95","41.6165","1950","41.6165","208.0825","41.6165","219.9673","1098.4968","2198.1615","4312.9892","41.6165","2494.6162","41.6165"
"M485.127T895.658","4079.3095","2787.0204","14310.92","6576.1767","3262.0547","9606.5817","5520.4801","4422.18","8248.6172","41.79896","5013.8613","41.79896","4101.0332","5432.4617","4079.6223","7494.1152","41.79896","4885.2992","5082.9707","4882.4279","4241.8154","11701.976","2617.2211","3729.058","5365.133","41.79896","4107.5671","5285.0973","8988.5893","4769.2395","2864.2744","41.79896","3375.6954","2717.9972","5254.7058","5101.9147","3694.4813","4528.7267","41.79896","2790","41.79896","208.9948","41.79896","222.1775","3531.1959","2339.229","12218.7227","986.0986","3050.9399","41.79896"
"M419.115T799.29","3930.3201","2276.5139","6924.1285","4697.5663","3954.5449","5656.3228","6906.7023","8610.3292","2765.9259","64.76234","4213.4892","64.76234","3213.7173","6186.835","7897.0591","4534.0562","64.76234","5080.9603","6317.6474","4924.9495","5526.8862","6684.8951","5989.0779","4572.638","5984.0884","64.76234","8843.9581","7958.0942","5620.8371","5091.1421","10143.0931","64.76234","4425.4913","5904.3342","5414.8581","2629.0769","5844.9186","9706.5363","64.76234","6150","64.76234","64.76234","323.8117","64.76234","2314.1274","3621.0924","4856.4549","8470.6283","6259.0354","64.76234"
"M1071.041T895.445","2109.205","668.987","9639.4246","13126.5281","2890.2125","8480.1993","7984.8457","612.762","2423.146","61.9755","3925.8614","61.9755","1490.0927","5139.8047","1989.2041","2645.8279","61.9755","4303.8206","4610.7416","7000.4815","5461.9283","7158.8642","10516.4169","2019.1553","1575.2547","61.9755","949.4751","3234.4558","11107.6393","2768.65","1518.3118","321","2300.0225","2425.4413","2576.0277","2121.3563","4451.4168","14835.7532","61.9755","2180","309.8775","61.9755","497.2249","61.9755","8942.9533","1924.1384","4319.9532","1530.6372","2144.4869","61.9755"
"M371.1T817.997","2313.9638","2607.9426","3613.2664","1947.7258","3453.6433","2978.3435","3872.9837","5836.636","3865.3936","46.81566","998.6582","292","3390.5471","3787.5855","2740.5725","3413.0015","46.81566","3907.0801","3968.0183","3399.1949","3156.0886","517.7852","4697.4925","2139.812","1308.8504","46.81566","3502.4728","1812.6521","4243.9533","4290.8429","5713.8412","46.81566","3681.6663","4145.7844","957.7002","1967.6725","3720.5985","5658.5543","46.81566","888","46.81566","344.5798","46.81566","234.0783","2657.9773","2384.1211","4426.2827","2507.803","2151.46","46.81566"
"M698.988T986.183","13653.1058","16705.1099","27482.7819","7809.2489","13103.7871","25549.3851","12374.4446","33305.528","12990.1095","45.2","13405.6108","253","15050.3114","7136.534","15071.8178","7319.8278","45.2","8921.2261","5742.3272","13298.319","6158.7275","16906.4028","10515.2794","10837.5252","5552.1021","45.2","31911.4169","8505.7491","11157.3406","14377.3405","28496.5367","45.2","10123.041","13354.6027","35704.1062","15609.748","15447.2876","36798.8391","45.2","11900","45.2","45.2","45.2","45.2","9980.6366","21320.985","17951.0089","10318.9773","10034.7748","226"
"M139.002T112.479","7151.8118","4727.7192","7747.3864","8326.7496","7295.4994","6287.6533","9059.5358","9018.3969","7343.0293","820.43888","5081.356","820.43888","7451.449","6423.7317","8385.0338","6309.6464","820.43888","6373.9454","7782.0283","8911.2519","6680.3756","7512.4758","8371.7898","9974.9706","5555.4986","820.43888","10073.2864","7433.0579","7143.4905","8838.1384","8303.2516","820.43888","5467.0721","6586.9867","6986.6757","8650.2316","8332.0188","8681.8238","820.43888","6950","820.43888","820.43888","820.43888","820.43888","8797.6764","8882.1445","6992.966","4102.1944","5766.8904","820.43888"
"M1095.872T896.96","15181.3519","9991.6065","7627.2025","11804.0443","15490.918","7956.0159","19741.4537","9431.254","12106.0109","440.4327","14513.8587","58.75328","11489.5268","12073.7775","16092.6813","11341.131","293.7664","9906.8534","10304.0916","22131.2279","10377.7742","15141.1787","6532.6969","8718.676","11626.0061","58.75328","15290.7183","17769.1771","18828.8903","19477.6876","14344.7822","58.75328","10127.675","11483.2687","11937.3086","8509.3082","14819.118","13484.2615","58.75328","13400","58.75328","58.75328","58.75328","58.75328","10014.9315","11574.1252","7795.1877","9344.7038","8976.8328","1100"
"M957.374T926.518","9486.7853","253.84","8759.6279","4178.3644","18833.3317","15041.4709","8180.0415","25622.244","12622.1221","50.768","12579.5139","50.768","10520.1673","12015.9839","14449.9393","16786.0468","50.768","16993.9935","18260.6498","14830.0369","11461.0276","4060.4975","14573.3156","22819.1117","8781.2676","50.768","24238.8936","8720.2046","15451.8598","20526.8488","16494.8277","50.768","14993.0853","15909.3441","5513.6664","4821.992","6876.8326","6304.7312","50.768","78900","50.768","50.768","50.768","50.768","681.7518","7561.8439","5676.4333","6617.7726","8155.81","50.768"
"M309.059T866.56","7856.754","26945.076","18881.3227","14837.262","5289.2","11282.5533","9408.4277","21177.6967","15347.7084","221.6875","5683.9822","37.51904","8481.4817","5495.7355","7210.1012","12950.819","187.5952","9639.54","22687.6907","16414.5744","2680.1899","6011.0885","11690.8647","6168.4474","684.7217","37.51904","11680.251","10407.9862","9687.7157","452.9974","19534.9809","37.51904","6056.0271","5201.6229","12160.385","5786.1568","7415.1293","14836.7164","37.51904","1100","1055.436","211.1496","37.51904","234.3571","10307.1445","8116.1288","28800.1578","12522.3462","10282.6241","241"
"M753.358T959.856","12628.1668","7022.8343","40961.0275","13272.168","20391.6158","19467.9429","24433.863","12949.9216","12340.5676","318.1813","105404.6615","38.01564","30239.6486","12145.8102","37683.9273","27173.0609","497.9616","18666.8594","10989.9636","24217.9953","12975.68","54935.8922","19148.2701","16634.2511","15314.851","399.25453","46975.201","10127.8666","6144.0663","14976.307","14722.9879","38.01564","16395.1983","8478.3438","21886.8552","14661.2575","23013.3185","54313.5831","38.01564","6650","38.01564","190.0782","38.01564","38.01564","26522.1824","16989.424","16396.4822","5910.7288","12048.5637","38.01564"
"M451.11T87.035","9835.0955","3490.105","1734.3152","12303.5921","15339.3231","11059.8336","11758.4102","2647.6625","8161.8613","41.7228","10863.5773","41.7228","11858.2758","7223.8991","14916.6371","10535.6598","514.5046","12050.1745","14048.0487","8936.7608","4740.8686","4963.1591","16433.3197","12985.2203","6622.0607","478.98422","12454.101","9344.9508","9426.1866","3792.2416","7183.0045","41.7228","9419.3298","3796.8031","10862.7278","10535.8791","13282.94","21854.6216","41.7228","5390","208.614","432.5791","41.7228","422.2835","5681.8732","3831.6908","8726.3813","18378.6465","7310.8345","41.7228"
"M429.646T308.971","7234.2954","108.96234","6771.569","6437.2457","8433.013","5908.8456","8286.7755","7692.9533","8312.1789","108.96234","5683.3359","108.96234","6284.9456","8265.0707","8282.9615","4506.8708","108.96234","5942.7012","6753.7275","5999.3477","5979.9711","5374.6696","8424.2127","7649.5699","5179.7763","108.96234","7625.1188","8550.8665","4597.274","8391.8523","7474.9587","108.96234","6033.9147","8898.5409","6484.8896","9228.3613","6277.8027","5860.93","108.96234","4290","108.96234","108.96234","108.96234","108.96234","2291.1375","6033.1073","6833.1038","544.8117","3074.1074","108.96234"
"M968.4T974.568","5060.6278","40.282796","11482.3893","6651.9615","23385.296","17471.8089","8947.5157","32292.0107","5947.7091","40.282796","8175.4213","40.282796","22999.4454","14132.3346","13872.5002","50437.7474","40.282796","25424.6194","24625.8913","30252.6","15176.1393","3440.9454","20372.376","7219.5947","18357.5893","201.41398","46160.8565","21009.0674","23746.9727","65374.4712","25000.7808","40.282796","21479.9683","17751.4323","40.282796","35283.475","23429.3889","23634.0844","40.282796","32500","40.282796","40.282796","40.282796","40.282796","1579.1582","19661.6417","27445.0566","48787.1249","65661.084","40.282796"
"M242.178T992.462","3424.9477","5898.9348","6644.7922","4951.2244","5714.5832","102.0954","4002.428","3794.664","2586.2531","102.0954","2980.9686","102.0954","2676.3141","510.477","3420.0235","3901.1797","102.0954","3876.7579","4199.3876","4687.1046","5355.2294","3877.6997","18437.0377","3350.423","4538.3078","102.0954","1471.3181","6987.3636","2819.5634","2098.4689","7968.4737","102.0954","3169.1674","4609.4589","1493.9227","3879.3688","1801.8689","1681.5021","102.0954","3010","102.0954","102.0954","102.0954","102.0954","4195.6506","2029.8518","1492.0207","853.223","8404.4925","102.0954"
