"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg"
"Label","Control","Control","Control","Fusarium","Fusarium","Fusarium","Fusarium"
"M627.173T806.181","-0.7336360","-0.4436128","-0.4623275"," 0.1964589"," 0.9437259"," 0.3584393"," 0.1409523"
"M564.68T1183.74","-0.637339192","-0.337842471","-0.248525959"," 0.069594516"," 0.892617565"," 0.006109547"," 0.255385994"
"M503.143T589.731","-0.483052404","-1.101780177","-0.371099468"," 0.004439141"," 0.896380058"," 0.676479973"," 0.378632877"
"M799.852T67.938","-0.4776649","-0.8325828","-0.4683909"," 0.2898383"," 0.3196883"," 0.5641014"," 0.6050107"
"M927.368T972.44","-0.4297260","-1.1561569","-0.1994497"," 0.4461609"," 0.8127624"," 0.2186456"," 0.3077637"
"M371.09T764.993","-0.45557482","-0.53338364","-0.53593900"," 0.29411244"," 0.91120396"," 0.26886948"," 0.05071159"
"M811.459T986.188","-0.8487075","-0.1746517","-0.8033130"," 0.3475593"," 0.9028846"," 0.4003756"," 0.1758526"
"M561.217T921.818","-0.2944200","-0.8385990","-0.7260432"," 0.2019011"," 0.7347266"," 0.2253806"," 0.6970539"
"M463.02T875.074","-0.7517325","-1.1389644","-0.9200784"," 0.4526727"," 1.1124528"," 0.6509094"," 0.5947403"
"M289.12T769.482","-0.6345612","-0.7012087","-0.5857402"," 0.4616493"," 0.6728194"," 0.4888004"," 0.2982410"
"M942.303T939.917","-0.3994294","-1.4600255","-0.2377189"," 0.1847662"," 1.0074211"," 0.6056442"," 0.2993424"
"M723.346T899.128","-0.6109566","-0.5464266","-0.5255839"," 0.2132418"," 0.8509633"," 0.4079876"," 0.2107743"
"M655.655T928.688","-0.67317870","-0.40825919","-0.49587894"," 0.39029375"," 0.87230102"," 0.23885176"," 0.07587029"
"M427.197T838.449","-0.33209331","-0.88203933","-0.33775858"," 0.36627702"," 1.03882469"," 0.16422006","-0.01743055"
"M999.727T1404.686","-0.594402882","-0.412396628","-0.351077374"," 0.494160692"," 0.874615606"," 0.004793882","-0.015693296"
"M293.177T1099.499","-0.93758191","-0.51114311","-0.26826378"," 0.40075708"," 0.81810689"," 0.45907923"," 0.03904559"
"M429.25T1071.941","-0.6056642","-0.5637393","-0.5214494"," 0.2920724"," 0.9691718"," 0.1528825"," 0.2767263"
"M975.202T831.412","-0.5950588","-1.3979691","-0.6069800"," 0.5771238"," 0.4114105"," 0.5960583"," 1.0154153"
"M341.088T439.204","-0.5143982","-0.6515510","-0.4591330"," 0.2378069"," 0.7340643"," 0.3980588"," 0.2551523"
"M1031.347T966.014","-0.4570455","-0.9919418","-0.4486385"," 0.4076604"," 0.8739842"," 0.5157339"," 0.1002473"
"M630.879T67.545","-0.4390472","-0.9564552","-0.4357145"," 0.0825406"," 0.5622789"," 0.7497884"," 0.4366090"
"M693.424T1336.51","-0.82449973","-0.12058338","-0.22420585","-0.02980625"," 0.38358518"," 0.39913088"," 0.41637915"
"M806.978T940.468","-0.3213754","-1.2667653","-0.3442543"," 0.1485799"," 0.9392976"," 0.6839290"," 0.1605885"
"M471.897T67.543","-0.3089451","-0.7649919","-0.3717895"," 0.1317757"," 0.3929536"," 0.3914167"," 0.5295806"
"M429.141T889.195","-0.3232420","-0.5888274","-0.9630074"," 0.3635222"," 0.9834363"," 0.5016313"," 0.0264871"
"M798.851T67.54","-0.62497447","-0.61487386","-0.01321047","-0.55125193"," 0.72396624"," 0.59717836"," 0.48316614"
"M413.179T861.909","-1.7650203","-0.3149608","-0.6734097"," 0.7130487"," 1.1787141"," 0.5203315"," 0.3412965"
"M807.007T938.915","-0.4199081","-1.0452800","-0.5700468"," 0.1127567"," 1.1235879"," 0.5691001"," 0.2297902"
"M359.022T90.408","-0.5544403","-0.5905547","-0.4194604"," 0.2909217"," 1.0897048"," 0.3645616","-0.1807326"
"M359.061T194.361","-0.75801565","-0.53220657","-0.33290168"," 0.07797863"," 0.76711896"," 0.12161467"," 0.65641164"
"M385.113T791.317","-0.53069608","-0.50902782","-0.41196196"," 0.12261333"," 0.91315447"," 0.37140427"," 0.04451378"
"M203.083T418.775","-0.99959961","-0.20643644","-0.74209410"," 0.10102921"," 1.13132458"," 0.66162897"," 0.05414739"
"M341.465T625.973","-0.86542444","-0.68626007","-0.59603224"," 0.40823103"," 1.04371260"," 0.73513135","-0.03935823"
"M280.987T110.997","-0.49467002","-0.55626799","-0.49414126"," 0.27506806"," 1.02894001"," 0.16591120"," 0.07515998"
"M367.058T823.98","-0.1281764","-1.5284049","-0.1436670"," 0.3291853"," 0.8004690"," 0.4231018"," 0.2474922"
"M576.861T67.042","-0.6232227","-0.5907661","-0.4098512"," 0.2864149"," 0.6122556"," 0.6958832"," 0.0292862"
"M868.801T68.637","-0.5754127","-1.0210010","-0.3072174"," 0.3379415"," 0.3534691"," 0.5297945"," 0.6824260"
"M487.146T735.656","-0.9375176","-1.0095137"," 0.1142963"," 0.2392311"," 0.6191905"," 0.4752768"," 0.4990365"
"M373.167T930.605","-0.7682963","-0.4077845","-0.6185288"," 0.2937328"," 0.7702104"," 0.4798389"," 0.2508275"
"M365.143T832.741","-0.62404227","-0.99883125","-0.77753456","-0.07133308"," 0.59209725"," 1.13990601"," 0.73973789"
"M408.822T1801.685","-0.53210902","-0.66975039","-0.49881255"," 0.17646058"," 0.98183638"," 0.46567380"," 0.07670121"
"M526.316T1188.04","-0.547137300","-0.425086641","-0.137799761"," 0.099161974"," 0.009036658"," 0.921943080"," 0.079881989"
"M357.108T784.337","-0.56624349","-0.76830432","-0.52554086"," 0.08737718"," 0.91359856"," 0.49402620"," 0.36508674"
"M349.072T1165.294","-0.5835307","-0.7595712","-0.1835106"," 0.3073619"," 1.0039266"," 0.1924389"," 0.0228851"
"M527.309T1189.176","-0.73386696","-0.37151592","-0.23426297"," 0.21321312"," 0.66490736"," 0.52126892","-0.05974356"
"M1103.384T928.554","-0.4670903","-1.1052685","-0.2498254"," 0.3288198"," 0.8128025"," 0.5040491"," 0.1765128"
"M553.164T782.325","-0.43556642","-0.67119030","-0.36903655"," 0.13514843"," 1.01728955"," 0.36611110","-0.04275582"
"M521.022T764.729","-0.6603066","-0.3654781","-0.4420657"," 0.1518294"," 1.0258425"," 0.1352739"," 0.1549045"
"M559.276T958.275","-0.5683410","-0.9439485","-0.3306903"," 0.1063580"," 1.0853440"," 0.3116090"," 0.3396688"
"M173.008T106.871","-0.5054719","-0.5795231","-0.6519491"," 0.1442634"," 0.9399458"," 0.4033575"," 0.2493775"
"M429.486T320.767","-0.47823593","-0.47245749","-0.44617869"," 0.24691785"," 1.03821255","-0.03543644"," 0.14717814"
"M1396.865T985.147","-1.0462109","-0.4890107","-0.3566229"," 0.3237091"," 1.3729245"," 0.3879458","-0.1927348"
"M469.095T760.602","-0.6753853","-0.6432112","-0.3163617"," 0.2476042"," 0.6428654"," 0.4689302"," 0.2755584"
"M937.334T882.127","-0.5906030","-1.0714387","-0.4001708"," 0.4335457"," 0.7538883"," 0.5868034"," 0.2879751"
"M728.269T963.544","-0.3352516","-1.3811615","-0.3155967"," 0.3804587"," 0.4870744"," 1.0409268"," 0.1235498"
"M433.122T384.02","-0.75805255","-0.16267584","-0.80582637","-0.06941257"," 0.52863547"," 0.83920907"," 0.42812278"
"M951.343T881.927","-0.5076564","-1.1569841","-0.2465957"," 0.4433360"," 0.4481057"," 0.7361895"," 0.2836049"
"M715.392T322.783","-0.3214770","-0.5209895","-0.8924332","-0.1013517"," 1.0394919"," 0.2614274"," 0.5353323"
"M245.094T862.962","-0.3274046","-0.5493960","-0.9074207"," 0.2537991"," 1.3177539"," 0.3564723","-0.1438040"
"M665.182T815.828","-0.4860031","-1.1222174","-0.2487869"," 0.1370443"," 1.0149564"," 0.3961103"," 0.3088965"
"M447.959T106.92","-0.9747250","-0.6140221","-0.2097334"," 0.1444663"," 1.0583687"," 0.4942706"," 0.1013750"
"M732.379T69.273","-0.4958764","-1.2406924","-0.3302370"," 0.3466495"," 0.7845312"," 0.3417732"," 0.5938519"
"M349.057T865.046","-0.6225879","-0.8433329","-0.5050910"," 0.2192451"," 1.0312590"," 0.2212247"," 0.4992830"
"M1014.811T1344.847","-0.4097369","-0.5791989","-0.5603534"," 0.5311669"," 0.4896885"," 0.2586328"," 0.2698010"
"M521.224T935.29","-0.4167945","-1.0039545","-0.3910898"," 0.3792137"," 0.4870781"," 0.5896667"," 0.3558803"
"M1390.547T1005.094","-0.3365050","-0.6385573","-0.3825435"," 0.6335654"," 0.3621205","-0.1039275"," 0.4658475"
"M313.275T1417.53","-0.89410861","-0.26017168","-0.31320376"," 0.06209253"," 0.83993458"," 0.35194512"," 0.21351182"
"M477.088T1628.76","-0.78541389","-0.36072510","-0.30434998","-0.06217879"," 0.94687411"," 0.36510891"," 0.20068474"
"M577.255T863.306","-0.4889131","-0.4851499","-0.3648785"," 0.2667096"," 1.1178391","-0.1637893"," 0.1181820"
"M613.564T887.981","-0.6816648","-0.4028505","-0.3454637"," 0.1643814"," 0.9305439"," 0.1887969"," 0.1462567"
"M395.28T1470.273","-0.6911851","-0.8589690","-0.4705831"," 0.2143135"," 0.6914313"," 0.6538709"," 0.4611214"
"M285.243T1390.408","-0.79621237","-0.26191044","-0.16887845"," 0.14043565"," 0.84059373"," 0.22783323"," 0.01813865"
"M1463.523T939.044","-0.28127330","-1.77580896","-0.03849418"," 0.48086866"," 0.32385719"," 0.80015438"," 0.49069622"
"M481.224T887.168","-0.60171156","-0.53459303","-0.27170032"," 0.24087466"," 0.86216824"," 0.25487146"," 0.05009054"
"M343.103T489.112","-0.65263918","-0.95364373","-0.02984002"," 0.19303690"," 0.31142192"," 0.76655314"," 0.36511096"
"M444.872T67.426","-0.56985396","-0.36978355","-0.43645480"," 0.17637211"," 0.82639551"," 0.31591863"," 0.05740606"
"M463.182T861.112","-0.9006370","-0.3023128","-0.2309279"," 0.4269456"," 0.7868067","-0.1094171"," 0.3295425"
"M323.042T818.446","-0.51470938","-0.72572408","-0.23130048","-0.16599857"," 1.14941228"," 0.08750439"," 0.40081584"
"M333.062T954.304","-1.14601741","-1.14767251","-0.08726336"," 0.48117691"," 0.65075344"," 0.20483222"," 1.04419071"
"M415.161T821.344","-0.41813274","-0.77324600","-0.30686286","-0.06026706"," 0.79467519"," 0.59737791"," 0.16645557"
"M609.153T789.212","-0.5666827","-0.7888630","-0.4773841"," 0.1810700"," 0.9836718"," 0.3398583"," 0.3283297"
"M454.975T107.571","-0.66189701","-0.40036426","-0.50987349"," 0.05563193"," 1.08814701"," 0.35575467"," 0.07260115"
"M328.886T98.013","-1.0867612","-0.2272307","-0.4253648"," 0.1928549"," 0.7189037"," 0.2749239"," 0.5526743"
"M317.064T416.942","-0.5882012","-0.4616507","-0.6459208"," 0.4787962"," 1.2590278"," 0.2511627","-0.2932141"
"M759.145T875.232","-0.2935025","-1.4695532","-0.6607985"," 0.4567336"," 0.8588039"," 0.5911123"," 0.5172045"
"M1117.54T932.512","-0.4187478","-0.9832838","-0.5278409"," 0.2927435"," 0.8288808"," 0.4849503"," 0.3232979"
"M1132.537T923.907","-0.58203895","-0.66458764","-0.39370512"," 0.26122097"," 0.85196018"," 0.57298621","-0.04583565"
"M824.341T916.725","-0.6988534","-0.4465210","-0.9131593"," 0.5989188"," 0.3078622"," 0.7223499"," 0.4294029"
"M345.082T140.774","-0.5636699","-0.6835506","-0.5399036"," 0.1884902"," 0.9579680"," 0.3606207"," 0.2800452"
"M279.164T1571.945","-0.78696520","-0.32128484","-0.40769548"," 0.14013371"," 1.02969759"," 0.31666151"," 0.02945271"
"M540.867T1245.744","-0.58903565","-0.12046179","-0.62063199"," 0.05753671"," 0.29177560"," 0.42686071"," 0.55395641"
"M238.069T801.926","-0.8127612","-0.7737737","-0.5142899"," 0.4085332"," 0.7643226"," 0.4343350"," 0.4936341"
"M418.896T66.885","-0.6128133","-0.4241064","-0.9071024"," 0.1639156"," 0.7338632"," 0.6309089"," 0.4153344"
"M427.009T107.872","-0.6550290","-0.4419316","-0.4202529"," 0.2721489"," 1.0312786"," 0.3607574","-0.1469714"
"M699.093T985.159","-1.1179740","-0.1591073","-0.3108190"," 0.1153336"," 1.0400015"," 0.1303599"," 0.3022052"
"M409.172T733.287","-0.4097195","-0.9956879","-0.3650977"," 0.3150041"," 0.5568952"," 0.4285358"," 0.4700700"
"M435.959T107.38","-1.03056895","-0.37517163","-0.31362311"," 0.17294039"," 1.18151067"," 0.31432531"," 0.05058732"
"M676.309T1245.665","-0.748466428","-0.297704496","-0.339080510"," 0.003309846"," 0.656906442"," 0.528274601"," 0.196760546"
"M338.162T1582.434","-0.66195774","-0.30378285","-0.39388343"," 0.22565241"," 0.99604744"," 0.15062050","-0.01269631"
"M265.261T1518.666","-0.560419203","-0.391342172","-0.460736089"," 0.092277697"," 1.171201691"," 0.150558095","-0.001540019"
"M339.058T415.891","-0.93898396","-0.06891035","-0.82472244"," 0.27813258"," 1.13828020"," 0.28872077"," 0.12748319"
"M448.965T106.062","-0.8580936","-0.3657474","-0.3085965"," 0.2815511"," 1.0562873"," 0.3939354","-0.1993362"
"M1354.628T902.5","-0.4455586","-0.9935410","-0.2711267","-0.1562756"," 0.9545388"," 0.2092127"," 0.7027505"
"M241.108T881.116","-1.1767183","-0.2491708","-0.3785516"," 0.3060255"," 0.8747543"," 0.4680676"," 0.1555934"
"M418.894T1736.453","-0.50026739","-0.65341316","-0.47807042"," 0.01558931"," 1.05999655"," 0.49890880"," 0.05725631"
"M562.892T1151.046","-0.5642157","-0.3301876","-0.3122723","-0.1264543"," 0.6148732"," 0.3912506"," 0.3270061"
"M319.076T917.392","-0.6558427","-1.4396140","-0.5886908"," 0.4288431"," 1.0468588"," 0.7979325"," 0.4105131"
"M405.167T106.416","-0.60532058","-0.75953020","-0.37010255"," 0.47086528"," 1.12040314","-0.09655578"," 0.24024069"
"M445.095T115.802","-0.5785648","-0.7616128","-0.3169521"," 0.1142747"," 0.7750856"," 0.4163086"," 0.3514609"
"M309.465T1630.61","-0.37715788","-0.18962919","-0.83123970"," 0.06211884"," 0.93701924"," 0.33598918"," 0.06289951"
"M385.188T793.619","-0.5451026","-0.6459613","-0.4404638"," 0.2590311"," 0.9360247"," 0.1572225"," 0.2792494"
"M1243.514T983.057","-1.1233975","-0.7824198","-0.1028125"," 0.3503012"," 0.6081282"," 0.6253690"," 0.4248315"
"M1105.431T888.552","-0.5508334","-0.8344733","-0.3289123"," 0.3005751"," 0.6925534"," 0.5033939"," 0.2176966"
"M697.905T994.286","-0.5882411","-0.5710161","-0.5678777"," 0.4346291"," 1.1511160"," 0.2744476","-0.1330578"
"M401.05T875.074","-0.7260690","-1.0685419","-0.7559039"," 0.2624359"," 0.8878081"," 0.8694208"," 0.5308500"
"M731.208T950.406","-0.54161599","-0.67363110","-0.34178549"," 0.32049012"," 0.94456736"," 0.23152224"," 0.06045285"
"M470.098T771.956","-0.53403606","-0.60969329","-0.50179109","-0.03676679"," 0.91350434"," 0.56478312"," 0.20399976"
"M377.049T427.197","-0.69411249","-0.69054999","-0.13809911"," 0.09228303"," 0.89797475"," 0.28263499"," 0.24986883"
"M387.346T67.938","-0.307482449","-0.751376372","-0.328049497"," 0.226462298"," 0.854992415"," 0.313811616","-0.008358011"
"M367.08T114.463","-0.6566822","-0.7775256","-0.2741574"," 0.3493529"," 0.7750871"," 0.3512262"," 0.2326990"
"M401.049T776.54","-0.76925851","-0.60806450","-0.41646777"," 0.22741583"," 0.94331868"," 0.57268964"," 0.05036663"
"M323.019T128.103","-0.48088824","-0.70372146","-0.31758692","-0.05032177"," 0.92707837"," 0.32171864"," 0.30372138"
"M459.149T771.729","-0.51841210","-0.65675962","-0.40818527"," 0.11982808"," 1.00971835"," 0.39737797"," 0.05643259"
"M507.151T845.473","-0.5266594","-0.9478660","-0.3419788"," 0.2330160"," 0.8753177"," 0.4663369"," 0.2418335"
"M359.123T830.487","-0.2822237","-1.2407656","-0.3174543"," 0.2649002"," 0.7427024"," 0.5347114"," 0.2981296"
"M549.174T847.493","-0.7320300","-0.6808368","-0.4086003"," 0.1462220"," 0.8279954"," 0.5015098"," 0.3457400"
"M340.859T1719.351","-0.84395606","-0.59460574","-0.20611547"," 0.08563955"," 0.93881478"," 0.37060384"," 0.24961910"
"M702.25T942.066","-0.51847875","-0.74606299","-0.31824212","-0.04429363"," 0.94729715"," 0.39126827"," 0.28851206"
"M453.035T765.753","-0.50531706","-0.54452879","-0.30545123","-0.02017416"," 0.98758363"," 0.35513533"," 0.03275229"
"M329.089T195.942","-0.7975438","-0.3787321","-0.3094757"," 0.2268327"," 0.7279279"," 0.3366163"," 0.1943747"
"M615.152T88.13","-0.39490250","-0.53224849","-0.61847154"," 0.03214057"," 0.95812016"," 0.31478246"," 0.24057934"
"M399.092T115.22","-0.72921341","-0.45179724","-0.33833490"," 0.21069018"," 0.88265255"," 0.44709752","-0.02109471"
"M1204.518T908.598","-0.30128213","-1.04923744","-0.19314039"," 0.06307303"," 0.57234911"," 0.43938200"," 0.46885583"
"M519.896T67.425","-0.1980767","-0.8763602","-0.4287118"," 0.0347228"," 0.4187788"," 0.6388549"," 0.4107922"
"M447.222T1194.448","-0.37276483","-0.36529099","-0.86089586"," 0.26368751"," 0.78773014"," 0.09917544"," 0.44835858"
"M559.04T89.345","-0.16356139","-0.66047459","-0.77649302"," 0.21102013"," 0.93820297"," 0.40117303"," 0.05013288"
"M497.083T319.72","-0.08895921","-1.51350425","-0.26769831"," 0.11512489"," 0.82278810"," 0.57830094"," 0.35394783"
"M265.148T1629.604","-1.3291010","-0.2231202","-0.1826435"," 0.2911419"," 0.9681414"," 0.3317608"," 0.1438206"
"M413.108T298.268","-0.9406186","-0.4339596","-0.1861041"," 0.1693965"," 0.5137712"," 0.6968992"," 0.1806155"
"M434.871T1737.903","-0.37789297","-0.74345788","-0.46070193"," 0.13137466"," 0.90884368"," 0.53518439"," 0.00665005"
"M353.052T831.694","-0.36144745","-1.38088473","-0.04138626"," 0.19168139"," 0.52723921"," 0.42317888"," 0.64161896"
"M775.338T1039.594","-0.9108021","-1.0304810","-0.2442054","-0.1804473"," 1.0589195"," 0.8633104"," 0.4437058"
"M429.074T115.482","-0.36120373","-0.65813683","-0.54347615"," 0.20581015"," 0.88444121"," 0.37853730"," 0.09402804"
"M475.877T67.555","-0.5401160","-0.4893490","-0.2949718","-0.1351840"," 0.4853028"," 0.7751561"," 0.1991620"
"M809.324T904.082","-0.4608235","-1.0764284","-0.2726110"," 0.5578810"," 0.5977782"," 0.7549237","-0.1007200"
"M438.263T1164.917","-0.2731144","-0.3768658","-1.0806188"," 0.1890810"," 0.4488944"," 0.6075194"," 0.4851042"
"M313.094T115.286","-0.6946730","-0.4469861","-0.2352962"," 0.2255377"," 0.7281947"," 0.2483705"," 0.1748524"
"M515.105T113.414","-0.7183459","-0.4686224","-0.3414847"," 0.1232747"," 0.8345897"," 0.3566770"," 0.2139116"
"M285.909T1803.837","-0.65197401","-0.44175869","-0.47088729"," 0.18657100"," 0.94963700"," 0.36580035"," 0.06261163"
"M447.05T875.673","-0.8276347","-0.8847067","-0.7499684"," 0.3812570"," 1.1246143"," 0.5176022"," 0.4388363"
"M795.198T1006.041","-0.58632213","-0.52114497","-0.74058825"," 0.98041249"," 0.47101884","-0.08682953"," 0.48345354"
"M321.216T1624.59","-0.58804940","-0.39907866","-0.46695926"," 0.16324239"," 1.06002635"," 0.27631273","-0.04549416"
"M615.195T761.983","-0.6270218","-0.7484355","-0.4501516"," 0.2955519"," 0.6096543"," 0.4636353"," 0.4567675"
"M643.188T893.85","-0.52797095","-0.32010167","-0.58112766","-0.07245182"," 0.70272138"," 0.39393518"," 0.40499553"
"M293.177T1149.195","-0.92962378","-0.44875775","-0.38004250"," 0.02991717"," 0.77199469"," 0.76807355"," 0.18843862"
"M289.886T1868.955","-0.68514132","-0.53635841","-0.36021094"," 0.06287630"," 1.05091645"," 0.36973864"," 0.09817927"
"M269.15T1584.952","-0.64369916","-0.38205064","-0.40135469"," 0.03962047"," 0.96240233"," 0.31987506"," 0.10520664"
"M246.886T1784.096","-0.6694786","-0.5316905","-0.3665796"," 0.1568917"," 0.9114062"," 0.2580380"," 0.2414129"
"M1614.109T935.709","-0.4849518","-0.8999199","-0.4865733"," 0.2862827"," 0.5420446"," 0.6962480"," 0.3468697"
"M467.051T320.771","-0.4457955","-0.6645367","-0.6698618"," 0.1098610"," 1.0069247"," 0.5457947"," 0.1176136"
"M293.179T1541.097","-0.5278553","-0.4119335","-0.5438025"," 0.1140957"," 1.0965557"," 0.1536918"," 0.1192481"
"M265.426T1576.148","-0.817216042","-0.773812641","-0.008858897"," 0.276112613"," 1.201915397"," 0.258929749","-0.137070180"
"M707.828T66.684","-0.80488031","-0.62317748","-0.07573359","-0.01141603"," 0.49618424"," 0.95621098"," 0.06281218"
"M372.9T1734.569","-0.50004369","-0.47973928","-0.58347879"," 0.21840060"," 0.87435919"," 0.45583181"," 0.01467016"
