"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M621.422T1335.803","-0.19024076","-0.47274231","-0.13366384","-0.07268863"," 0.17892472"," 0.23269697"," 0.59961689","-0.33700293","-0.19375334","-0.11975655","-0.60818762"," 0.20615564"," 0.06035095"," 0.27616771"," 0.57412309"
"M769.489T1304.079"," 0.05090850"," 0.06310828"," 0.42034298"," 0.31760551","-0.05514574","-0.11714458","-0.76900386"," 0.24962905","-0.11545034","-0.05427419","-0.71848075"," 0.50924187"," 0.48306873","-0.11732084","-0.14708463"
"M838.515T1340.539","-0.27267199","-0.08678377"," 0.20769682"," 0.18459088"," 0.04872250"," 0.03227529"," 0.47687196","-0.27644903"," 0.04762902"," 0.08504264","-0.94449052"," 0.41985701"," 0.10531946"," 0.02743822","-0.05504849"
"M848.522T1297.532"," 0.19288578","-0.03646699"," 0.34277193"," 0.27037668"," 0.14068327"," 0.21730116","-1.68833162","-0.08155467"," 0.17369474"," 0.33707658","-0.30673077"," 0.35662030"," 0.12306408","-0.05261903"," 0.01122857"
"M995.371T941.78","-0.58276868","-0.58136886"," 0.04307898","-0.21480299","-0.15973672","-0.19852278"," 0.15171649"," 0.28822903","-0.14277230"," 0.77253366"," 0.36296699"," 0.09296751","-0.01338313"," 0.09036219"," 0.09150062"
"M513.176T893.689","-0.46500585","-0.98715481","-0.29605940"," 0.07741021"," 0.02082532"," 0.16565538"," 0.37556690"," 0.04476815","-0.14808963"," 0.33853794","-0.25880499"," 0.33194300"," 0.21073973"," 0.42608888"," 0.16357919"
"M927.368T919.58","-0.42901394","-1.46273067","-0.06934778","-0.03242809","-0.03531706"," 0.34671359"," 0.39397638"," 0.04342350","-0.09804753"," 0.11971727"," 0.06245707"," 0.47838441"," 0.04947050"," 0.40927321"," 0.22346914"
"M949.361T934.647","-0.402394630","-1.078440449"," 0.012995196","-0.034847537","-0.004466753","-0.201309023"," 0.268905094"," 0.161629666","-0.082133705"," 0.524493701","-0.034915050"," 0.426609744"," 0.158699004"," 0.169988634"," 0.115186106"
"M986.389T942.609","-0.29031348","-1.13956001","-0.18010951","-0.24107821"," 0.11572135","-0.06876289","-0.34486556"," 0.20900007"," 0.10678164"," 0.72392599"," 0.02598643"," 0.19288093"," 0.15796591"," 0.43417782"," 0.29824951"
"M559.507T1407.26","-0.159357434"," 0.721401386"," 0.066320446","-0.190625333","-0.321821883"," 0.092574159"," 1.302795779","-0.296829641","-0.405045600","-0.139618705","-0.215613183","-0.171408569"," 0.005703211","-0.328752728"," 0.040278095"
"M775.258T842.567","-0.41955748","-0.49693964"," 0.33162995"," 0.07283216","-0.02287274"," 0.02563497","-0.66315482"," 0.10170421","-0.08408024"," 0.58926185","-0.09794827"," 0.39548525"," 0.36578684","-0.19597684"," 0.09819481"
"M691.432T1339.057","-0.021801748","-0.030031359"," 0.387856226"," 0.374050875","-0.137195767"," 0.002972378"," 0.151108313","-0.262656941"," 0.268405115"," 0.054559179","-1.004119012"," 0.537180331","-0.110893731","-0.112909473","-0.096524386"
"M549.392T1385.9","-0.31871000","-0.33137056","-0.20607434"," 0.35413289"," 0.21255066","-0.24976237"," 0.74990838","-0.37023791"," 0.13612406","-0.12584104","-0.77494903"," 0.61235533","-0.13631588"," 0.03790387"," 0.41028594"
"M875.326T913.799","-0.39270697","-1.32064937","-0.15248994","-0.24297053"," 0.05574577","-0.16566816","-0.16329094"," 0.29884289"," 0.27642038"," 0.68588642"," 0.11547165"," 0.08672752"," 0.34261947"," 0.33242484"," 0.24363697"
"M623.426T1405.986","-0.162299743","-0.291440827","-0.211001054"," 0.032075343"," 0.112485408","-0.150741220"," 0.450777883"," 0.003527497","-0.099403354","-0.124700025","-0.821644082"," 0.574119600","-0.096143500"," 0.061414111"," 0.722973963"
"M1087.418T959.199","-0.01351923","-1.16980526","-0.07765715","-0.34454087"," 0.21718668","-0.24151258","-0.37524865"," 0.53814430"," 0.09953683"," 0.44614203","-0.13854868"," 0.42697323"," 0.03193532"," 0.39645431"," 0.20445973"
"M849.314T843.183","-0.756906209","-0.836852986","-0.251519431","-0.284148113","-0.083599888","-0.002886918"," 0.612591851"," 0.281190975"," 0.212931443"," 0.699846198"," 0.005256537","-0.410877551"," 0.279694484"," 0.310375929"," 0.224903678"
"M985.572T1323.311"," 0.18948661","-0.05415946"," 0.23851049","-0.05629289"," 0.11735709"," 0.20942404","-0.40014620"," 0.03254465","-0.01949337"," 0.28451443","-0.82342908"," 0.41356713"," 0.06267962"," 0.02928484","-0.22384789"
"M984.382T940.951","-0.43401733","-1.30183710","-0.28543513","-0.09803025"," 0.03863618","-0.02421658","-0.24782980"," 0.21216028","-0.00436992"," 0.74419135"," 0.25898905"," 0.04818479"," 0.24985765"," 0.42383300"," 0.41988380"
"M974.38T936.403","-0.45941483","-1.10570575","-0.04028687","-0.14144734"," 0.02595858","-0.06657229"," 0.16486408"," 0.20885198"," 0.09558713"," 0.49725830"," 0.06368387"," 0.27684389"," 0.11176666"," 0.23041951"," 0.13819307"
"M335.219T1456.26","-0.2551948"," 0.8572902"," 0.3779045"," 0.3969969","-0.2350745","-0.1791475","-0.3718640","-0.4362509","-0.2779452","-0.2659666","-0.2576301"," 0.4437162"," 0.6971562","-0.3467453","-0.1472451"
"M822.526T1356.611"," 0.130425988"," 0.019539559"," 0.167064179"," 0.366763382","-0.029969223"," 0.004432075"," 0.161503085","-0.423868488"," 0.126690948"," 0.279012010","-0.614589236"," 0.492782802","-0.240871607","-0.175544891","-0.263370581"
"M886.353T1006.792","-0.31895681","-0.99343950"," 0.08451131","-0.04539685"," 0.08771789","-0.29822728","-0.20721608"," 0.07495540","-0.13511638"," 0.58799900","-0.07297653"," 0.28948306"," 0.64939617"," 0.01434343"," 0.28292316"
"M621.422T1439.586","-0.28467320","-0.54017172","-0.21110260"," 0.03882791"," 0.19124986"," 0.25842976"," 0.06676383","-0.22224321","-0.07677171","-0.08338352","-0.51928904"," 0.39187852"," 0.17115745"," 0.29280407"," 0.52652361"
"M878.337T941.124","-0.53405261","-0.81028832","-0.07263214","-0.04011054","-0.02703274","-0.08474940"," 0.23575293"," 0.11563956","-0.22829227"," 0.58112241"," 0.11211887"," 0.22118343"," 0.16748175"," 0.11646889"," 0.24739020"
"M512.175T909.479","-0.33811141","-0.85199362","-0.02976731","-0.27695935","-0.01976082","-0.12839239","-0.27165732"," 0.46700888"," 0.18292101"," 0.60122933"," 0.19668552","-0.21993963"," 0.06973027"," 0.23007506"," 0.38893180"
"M819.303T925.437","-0.54226943","-1.16793294","-0.22429289","-0.15003919"," 0.10502603","-0.19345448"," 0.10571442"," 0.49237410"," 0.13875539"," 0.84538747"," 0.03928652"," 0.11731009"," 0.13320519"," 0.21353744"," 0.08739227"
"M954.596T1492.083","-0.17100101"," 0.09167778"," 0.17667167","-0.10953013"," 0.55560867","-0.18589729","-0.36495886"," 0.38019067","-0.10314214","-0.08660278","-1.33524393"," 0.25383401"," 0.50558421"," 0.33019725"," 0.06261187"
"M623.435T1308.231"," 0.07216672","-0.20156905","-0.25496704"," 0.00980590","-0.02472452","-0.11552927"," 0.76603468","-0.23576893","-0.05521513","-0.08301483","-0.82771986"," 0.37255811","-0.15328821"," 0.13342522"," 0.59780620"
"M993.57T1273.542"," 0.1013787","-0.4330108"," 0.1833702","-0.1004530"," 0.3271985"," 0.1560311","-0.1610009","-0.2355195","-0.1955346"," 0.3067388","-0.8401378"," 0.3227134"," 0.1647515"," 0.2813923"," 0.1220823"
"M889.582T1473.64","-0.99708978","-0.23804827","-0.05737227","-0.18276715"," 0.27730990"," 0.07381844","-0.36735635"," 0.42003234","-0.29556008"," 0.26370773"," 0.08390984","-0.24811536"," 0.27835141"," 0.50304287"," 0.48613674"
"M867.357T1023.188","-0.19332322","-1.28080136"," 0.01732753","-0.29499143","-0.02388443","-0.06529410"," 0.29823486"," 0.07521712"," 0.13864897"," 0.58822247"," 0.15407604","-0.07817550"," 0.13687913"," 0.33100589"," 0.19685803"
"M585.283T918.479"," 0.30041543"," 0.03497219","-0.12489770"," 0.37037440","-0.09807634","-0.09257791","-1.55387981","-0.09836120","-0.22090690"," 0.41685037"," 0.32064566"," 0.34041305"," 0.20489492"," 0.16035359"," 0.03978025"
"M817.264T804.01","-0.57561701","-0.85075242"," 0.11802276"," 0.03040545","-0.12378101","-0.08702678"," 0.21296375","-0.03908516","-0.13141435"," 0.53143134"," 0.12248306"," 0.31646734"," 0.33963038"," 0.10876080"," 0.02751184"
"M567.238T913.185","-0.176351931","-0.917647192","-0.281318999"," 0.155176025","-0.057737071"," 0.179227703","-0.230380221"," 0.297415276"," 0.002083383"," 0.439833181"," 0.003751260"," 0.354619847","-0.025578372"," 0.348056725","-0.091149615"
"M956.379T959.199","-0.38194248","-0.93653952","-0.03257941","-0.25228104","-0.05288084","-0.17104238"," 0.04678782"," 0.25758551"," 0.04600489"," 0.69588468"," 0.10516246"," 0.11685286"," 0.18526684"," 0.20547666"," 0.16824393"
"M424.212T1390.408"," 0.210814817","-0.130997931","-0.024125833","-0.153528768"," 0.148587897","-0.096027303"," 0.778678603","-0.143054464"," 0.007942123","-0.181316060","-0.104024654","-0.161075559","-0.310565868"," 0.095331121"," 0.063361879"
"M625.264T1339.593"," 0.001874118"," 1.125145625"," 0.099835269"," 0.523398129","-0.471630724"," 0.042844287","-0.242917967"," 0.069913047","-0.508753780","-0.679760674"," 0.191419946"," 0.073844677"," 0.827559484","-0.619420048","-0.433351389"
"M788.28T891.652","-0.14856207","-1.16281326"," 0.16452064","-0.34258966","-0.13439976","-0.19191522"," 0.31847918"," 0.10001697","-0.05369615"," 0.64215458"," 0.26080760"," 0.32879026","-0.10964327"," 0.30308534"," 0.02576481"
"M574.466T1295.888","-0.3302149","-0.3397863","-0.3289836","-0.1024521"," 0.0385467","-0.1644509"," 0.6754902","-0.3878094"," 0.3262986","-0.1579053","-0.4039939"," 0.3401909","-0.3098707"," 0.4360367"," 0.7089040"
"M329.157T1608.526"," 0.06126826"," 0.13800365"," 0.12380874"," 0.15075121","-0.01109961"," 0.08075124","-1.62411568"," 0.18257205"," 0.14455368"," 0.01394118"," 0.13665134"," 0.20742818"," 0.06824035"," 0.12248985"," 0.20475557"
"M1023.55T1219.14","-0.24672777","-0.37483052"," 0.12353074"," 0.21088997","-0.28440470","-0.01482575"," 0.40693393","-0.12091453"," 0.25074944"," 0.32765560","-0.65067561"," 0.36885572"," 0.09344946"," 0.09643990","-0.18612588"
"M602.243T872.624","-0.18116301","-1.05596220"," 0.03253292","-0.16582937"," 0.06982680","-0.03720713"," 0.62007395"," 0.19881955","-0.03776611"," 0.42556496"," 0.16211208","-0.09912692"," 0.16398263"," 0.07885671","-0.17471485"
"M1009.394T924.637","-0.107765298","-1.654087000","-0.094731299","-0.238470192"," 0.098443716","-0.119483604"," 0.193687688"," 0.381065072"," 0.127230008"," 0.709096346"," 0.170955401"," 0.003012788","-0.072208602"," 0.303310313"," 0.299944665"
"M692.521T1354.385","-0.29584981"," 0.03442301"," 0.27798311"," 0.18610435","-0.40094052","-0.42534400"," 0.46200951"," 0.04680366","-0.53750572","-0.38781331","-0.28917317"," 0.14931905"," 0.54920474"," 0.43708500"," 0.19369411"
"M1132.44T940.951"," 0.17760297","-1.26529909","-0.31786468","-0.27112024"," 0.22331598","-0.05907774","-0.30740666"," 0.21069868"," 0.26209139"," 0.77623002"," 0.19241893"," 0.13026818","-0.10482153"," 0.38012989","-0.02716613"
"M550.197T886.012","-0.17385536","-1.24482100","-0.02764154","-0.08964930"," 0.14139208"," 0.03582658","-0.55885933"," 0.14010775","-0.16599656"," 0.36417658"," 0.19328314"," 0.32907583"," 0.27771698"," 0.44046978"," 0.33877437"
"M905.364T942.609","-0.439122026","-0.648114633"," 0.015190142","-0.093598191"," 0.042075161","-0.340604320","-0.414586929"," 0.237996265"," 0.119402050"," 0.691588938"," 0.213908807"," 0.139010730"," 0.001431734"," 0.197661114"," 0.277761159"
"M735.268T909.479"," 0.04744665","-1.34918323","-0.20782774","-0.22699469"," 0.31690580"," 0.32073900"," 0.13395579"," 0.04869497","-0.19365293"," 0.32317403"," 0.22980643","-0.09164901","-0.06919006"," 0.37237264"," 0.34540235"
"M640.427T1423.35","-0.24533321","-0.19608650","-0.02939966"," 0.14032704"," 0.02539106","-0.11314320"," 0.41547912"," 0.16754586","-0.34479211","-0.22605437","-0.84724822"," 0.42837258"," 0.08242855"," 0.33028743"," 0.41222562"
"M775.254T776.817","-0.61457280","-0.50761827"," 0.39952186","-0.06592736","-0.18658254","-0.02650839","-0.10674692"," 0.02778950","-0.08910308"," 0.49610979","-0.07998049"," 0.38648811"," 0.43629468","-0.09423086"," 0.02506678"
"M828.498T1333.909"," 8.512687e-02","-9.227334e-05"," 1.563040e-01"," 1.121282e-01","-5.469621e-02","-1.320629e-01"," 4.838426e-01","-2.656757e-01"," 3.918985e-01"," 2.335111e-01","-8.285314e-01"," 3.018740e-01"," 2.785055e-02","-2.294592e-01","-2.820182e-01"
"M664.462T1368.515","-0.01896356","-0.38541157","-0.27306739"," 0.03355837"," 0.27474645"," 0.20442671"," 0.32421866","-0.18134411","-0.34659236","-0.02516254","-0.24097769"," 0.32931871","-0.36054665"," 0.20988849"," 0.45590848"
"M817.265T776.817","-0.59013532","-0.76686492"," 0.09795238","-0.02111278","-0.12215531","-0.09499770"," 0.08271772"," 0.08885517","-0.18024242"," 0.51441632"," 0.13043561"," 0.33794674"," 0.32163196"," 0.11819435"," 0.08335820"
"M1007.555T1186.469","-0.07759588","-0.35595313"," 0.02205334"," 0.05250678"," 0.06422466"," 0.08815605"," 0.06868512","-0.09016351","-0.08273467"," 0.26725167","-0.93642082"," 0.46476869"," 0.19741089"," 0.28562141"," 0.03218941"
"M1122.429T942.609","-0.833478582","-0.765809417"," 0.243455553"," 0.179474413","-0.093570424","-0.005849649","-0.162756416"," 0.166283695"," 0.086334041"," 0.422254249","-0.018201981"," 0.471511594"," 0.189199293","-0.175218259"," 0.296371890"
"M1007.556T1222.223","-0.02917664","-0.34940991"," 0.08485877"," 0.06869999"," 0.05399632"," 0.07209447","-0.17002241","-0.10501535","-0.04916996"," 0.20921856","-0.90779767"," 0.56394171"," 0.26437059"," 0.23521267"," 0.05819885"
"M633.407T1339.403","-0.348819240","-0.001646966"," 0.203204726"," 0.447963215"," 0.089416866"," 0.207835977"," 0.038801678"," 0.025653324"," 0.045292882"," 0.108516312","-0.572553981"," 0.306358965","-0.413322140","-0.009935742","-0.126765877"
"M498.187T898.1","-0.20283057","-1.19826313","-0.18652148","-0.14952928"," 0.03045881","-0.08719275","-0.01431180"," 0.15771200"," 0.19380571"," 0.47227666"," 0.16392448"," 0.22916246"," 0.33697270"," 0.14756014"," 0.10677605"
"M975.566T1291.55","-0.14294748"," 0.09183160"," 0.52407706"," 0.09850760","-0.25151622"," 0.14881699"," 0.54003478","-0.01840769"," 0.17295690","-0.64950309","-1.07784470"," 0.37751680"," 0.42063145","-0.11279374","-0.12136026"
"M627.462T1239.559"," 0.25482607","-0.32041554"," 0.31982906","-0.03238978"," 0.05365738","-0.17879921"," 0.63198787","-0.24504252"," 0.12283783"," 0.13155288","-0.55804981"," 0.41531528","-0.12039681","-0.25011909","-0.22479360"
"M948.397T959.199","-0.29942933","-1.48819254","-0.06913823"," 0.12358647"," 0.19321258","-0.23182226","-0.10448432"," 0.09987501"," 0.04559128"," 0.75775857","-0.05030647"," 0.28330911"," 0.16742501"," 0.26351675"," 0.30909837"
"M564.205T827.274","-0.33255084","-1.30415311","-0.13065794","-0.35183855","-0.08062693","-0.23893062"," 0.88665601"," 0.15467049","-0.02135934"," 0.49806861"," 0.07988759"," 0.09408784"," 0.24570062"," 0.48665485"," 0.01439132"
"M1007.555T1099.137","-0.07428690","-0.37852775","-0.06951413","-0.01324126"," 0.03360758"," 0.07762752"," 0.81907117","-0.15576936","-0.13665446"," 0.18366257","-0.87390376"," 0.31234549"," 0.18525335"," 0.11493057","-0.02460063"
"M893.333T828.514","-0.40847067","-1.20304329","-0.36800788","-0.45953689"," 0.11097730"," 0.24955429"," 0.21870767"," 0.33920164","-0.18570063"," 0.86424969","-0.16728393","-0.25206922"," 0.01874123"," 0.72950032"," 0.51318038"
"M790.34T953.298","-0.20020725","-1.52842616","-0.25205871","-0.15633572"," 0.50024972","-0.32890466","-0.50502850"," 0.32354557","-0.04912794"," 1.04493830"," 0.18516904"," 0.05743473"," 0.05229530"," 0.33581206"," 0.52064421"
"M675.44T1356.706","-0.15288413","-0.12067953"," 0.28398445"," 0.20558927","-0.08397645","-0.36482075"," 0.13258376","-0.25061196"," 0.18579041","-0.13025697","-0.62740938"," 0.41806025"," 0.22927315"," 0.06978430"," 0.20557359"
"M661.445T1228.528","-0.363260185","-0.831668475","-0.307448589","-0.002100224"," 0.059961172","-0.006047279"," 0.388758034","-0.148170798"," 0.229828531"," 0.276139563"," 0.225230474"," 0.034700091","-0.261600245"," 0.286011602"," 0.419666327"
"M850.318T843.183","-0.6558848662","-1.0432912027","-0.2962507994","-0.2417805364"," 0.0350630530","-0.0046215626"," 0.4576811793"," 0.2583729358"," 0.0005373503"," 0.8005717930","-0.0902426189"," 0.2434300642"," 0.1026320836"," 0.2632515324"," 0.1705315944"
"M699.264T863.447","-0.81197234","-0.73904146","-0.07803463"," 0.06297855","-0.26093716"," 0.01541356","-0.28294145"," 0.32501876","-0.09303692"," 0.53073235","-0.15122775"," 0.49091315"," 0.14074229"," 0.61056826"," 0.24082477"
"M549.19T901.604","-0.52591195","-1.18635593"," 0.08859811"," 0.10298233"," 0.33790577"," 0.25204486","-0.99548783"," 0.08700964","-0.05508583"," 0.39978157","-0.40603874"," 0.60538936"," 0.24186812"," 0.61338026"," 0.43992025"
"M863.509T1256.368","-0.01480967"," 0.32713589"," 0.20356891"," 0.56586511","-0.11696141"," 0.19559998","-0.54598243","-0.48112261","-0.13484780"," 0.19123142","-0.62761978"," 0.43428539"," 0.07128005"," 0.03320761","-0.10083069"
"M947.375T872.624","-0.603567996","-0.776447745","-0.259885562","-0.128975950","-0.062413161"," 0.093517959"," 0.456475974","-0.004528625","-0.062223414"," 0.735110504","-0.031916492"," 0.295900524"," 0.027988752"," 0.269283247"," 0.051681987"
"M1097.404T942.609","-0.29671220","-0.64613558","-0.33540957","-0.39074104"," 0.11034878","-0.72450844"," 0.36095855"," 0.40738875"," 0.11604194"," 0.68359607","-0.21156324"," 0.16294375"," 0.35742767"," 0.34179511"," 0.06456945"
"M1002.908T1006.792","-0.1769381","-0.9525242"," 0.1546070","-0.6462744"," 0.3080665"," 0.1488835","-0.3293813"," 0.1917073"," 0.2400910"," 0.7959997"," 0.2410989","-0.1263787","-0.1410675"," 0.1397497"," 0.1523607"
"M349.198T1373.219","-0.04947375"," 0.74492196","-0.08615570"," 0.12740605","-0.11311090","-0.23839884"," 0.08084812","-0.23960158","-0.16057703","-0.03712412","-0.18448970"," 0.26579291"," 0.08806381","-0.15178224","-0.04631898"
"M594.498T1557.26","-0.28671883","-0.31298366","-0.18636271"," 0.05354193"," 0.01522018","-0.22234145"," 0.20902483","-0.01754920"," 0.23794536","-0.31012003","-0.73331719"," 0.65978628"," 0.07096451"," 0.29965759"," 0.52325238"
"M790.331T974.804","-0.2628976705","-1.3126248698","-0.2468997898","-0.1677294332"," 0.3822220364","-0.3961820672","-0.3081455308"," 0.2620609250"," 0.0005617555"," 1.0227391820"," 0.0405331048","-0.0799282919","-0.0465288887"," 0.6013756468"," 0.5114438913"
"M881.336T941.124","-0.38837693","-1.26877440"," 0.02592510"," 0.07198266","-0.04307435","-0.17763563"," 0.18273034"," 0.14668193","-0.08189387"," 0.47501912"," 0.11922412"," 0.53926613"," 0.25589676","-0.01291216"," 0.15594118"
"M949.356T902.335","-0.36350842","-0.98459677","-0.12534019","-0.25525457","-0.14347693","-0.18895606"," 0.35575027"," 0.05472692","-0.06541774"," 0.57434888"," 0.10330944"," 0.42960320"," 0.22249886"," 0.30814462"," 0.07816850"
"M513.174T813.875","-0.418307544","-0.965764374","-0.333948855"," 0.095996904"," 0.009815451","-0.004673637"," 0.657150509","-0.008052215","-0.175912580"," 0.301244313","-0.291531890"," 0.366367985"," 0.215679121"," 0.412763865"," 0.139172947"
"M895.359T935.639","-0.57421118","-0.77907012"," 0.04869146","-0.17100238"," 0.02050053","-0.42897766"," 0.04799800"," 0.25923831"," 0.08544277"," 0.63650422"," 0.24917415"," 0.11493217"," 0.06449994"," 0.20798756"," 0.21829223"
"M822.526T1212.039","-0.007188043","-0.161802975","-0.024726687"," 0.306419670","-0.018115804"," 0.047489538"," 0.896625026","-0.342772549","-0.124680387"," 0.234003127","-0.658206741"," 0.253248483","-0.236692291"," 0.013347704","-0.176948073"
"M704.522T1355.605","-0.31617666","-0.08955497","-0.01058068"," 0.26718500"," 0.25498958","-0.39199099"," 0.06564424"," 0.48272156","-0.33097820","-0.61734720","-0.20177292"," 0.02354516"," 0.84747628","-0.15357974"," 0.17041955"
"M972.391T940.951","-0.6848155056","-1.2313848360","-0.1428175739","-0.1872318752"," 0.2512210259","-0.0002302032"," 0.3191998789"," 0.3325731892"," 0.0233008599"," 0.6759158227","-0.0537687998"," 0.0556138794"," 0.1000892744"," 0.4129223818"," 0.1294124814"
"M351.108T857.905"," 0.0106593652","-0.4419560415","-0.3901975902","-0.0165004642","-0.3711023185"," 0.0098865963"," 1.1366216423"," 0.2547203951","-0.2127873704","-0.0670126668"," 0.0000999257","-0.1989444668"," 0.1785369290"," 0.3875662300","-0.2795901652"
"M866.86T1039.673","-0.40713620","-1.26832042"," 0.12188568","-0.13532278"," 0.20969091"," 0.03448836","-0.52375563"," 0.06320249","-0.08071052"," 0.28984297"," 0.12599575"," 0.26792595"," 0.20995254"," 0.48405387"," 0.60820703"
"M395.287T1352.626"," 0.226107533","-0.187456152"," 0.010959723"," 0.084093214"," 0.152094704","-0.066274027"," 0.268367504"," 0.203034732","-0.699130764"," 0.356216131","-0.250060526"," 0.008636093","-0.159692065"," 0.024705923"," 0.028397976"
"M515.185T908.801","-0.58936469","-0.90020046"," 0.01416077","-0.06487330","-0.25523426"," 0.24134405"," 0.20143028"," 0.09876208","-0.15401254"," 0.38364490","-0.13033130"," 0.38476650"," 0.11787919"," 0.41437860"," 0.23765018"
"M640.557T1608.472","-0.069449497","-0.137054910"," 0.156425944"," 0.146185760"," 0.029141833","-0.224835863","-1.143305667","-0.043626380"," 0.217196437"," 0.001955063","-0.208251075"," 0.481928237"," 0.082340111"," 0.479966843"," 0.231383164"
"M349.196T1389.794","-0.01089296"," 0.83763472","-0.13488474"," 0.17751655","-0.04313213","-0.22557807"," 0.03967142","-0.20993341","-0.07373874","-0.15075368","-0.13427117","-0.05619379"," 0.14655198","-0.15109862","-0.01089734"
"M423.212T1319.031"," 0.208505649","-0.061349998","-0.244118394","-0.038792323"," 0.164999497","-0.016217985"," 1.183366175","-0.358936917","-0.003327374","-0.028695000","-0.249429183","-0.063084874","-0.627129097"," 0.099916546"," 0.034293278"
"M697.239T908.018","-0.136375189","-1.025220620","-0.109496488","-0.223307615"," 0.001252421"," 0.115276091"," 0.069195061"," 0.274098017"," 0.087630447"," 0.649139117"," 0.046006170","-0.019898596"," 0.033332764"," 0.244603607","-0.006235186"
"M538.212T908.195","-0.30798858","-1.07276097"," 0.08203895","-0.37867633"," 0.25981011","-0.16807705"," 0.13499905"," 0.37500988","-0.03839853"," 0.58955970"," 0.01984738"," 0.09260430"," 0.07931797"," 0.14422374"," 0.18849037"
"M651.413T1339.403"," 0.004989508","-0.247076030"," 0.142578479"," 0.252284497"," 0.085891853"," 0.128398641"," 0.507075365","-0.448695296"," 0.086366183"," 0.117652912","-0.848468810"," 0.438111507","-0.071458271"," 0.038923787","-0.186574325"
