"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M395.293T1557.588","-0.20510757"," 0.33947052"," 0.36985562"," 0.14019821","-0.11810540","-0.11183144","-0.85831731"," 0.29522738","-0.09966961"," 0.08811178","-0.11444532"," 0.34918722"," 0.17119259","-0.37918595"," 0.13341930"
"M361.24T1455.883","-0.460112322"," 0.128134755","-0.234217628"," 0.001526819","-0.132636934"," 0.576496407","-0.240012613","-0.439526113","-0.325959057"," 0.638585251","-0.231244589","-0.301262441","-0.084509765"," 0.272843843"," 0.831894387"
"M752.544T1678.566"," 0.04536883","-0.29477520","-1.01149333"," 0.69920904"," 0.68511366","-0.09009482","-1.76858808","-0.62298283"," 0.63352239"," 0.54223791"," 0.41895387"," 0.70934064","-0.94973186"," 0.73169707"," 0.27222270"
"M587.251T901.604"," 0.80242685","-0.73318210","-0.76372953","-0.15996920"," 0.42932958"," 0.21354348","-0.74563282"," 0.20514303"," 0.26851116"," 0.67300454"," 0.68527883","-0.48456315","-0.64286581"," 0.28564242","-0.03293727"
"M505.254T1019.35","-0.38472112","-0.54755957"," 0.50839642"," 0.06246732","-0.19192212","-0.74207088"," 0.71225555"," 0.37991275","-0.17986071"," 0.54441004","-0.03206043","-0.01770610"," 0.18534718","-0.10462959","-0.19225873"
"M825.609T1557.453","-0.21109639","-0.16090958"," 0.21439223","-0.33316186"," 0.43572717","-0.30239468","-0.60440912"," 0.13502225","-0.36277114","-0.01034226"," 0.04603266"," 0.29517632"," 0.34833238"," 0.90220378","-0.39180178"
"M991.723T1642.233","-0.201212711"," 0.091708945","-0.008809354"," 0.051124666"," 0.056568419"," 0.074272135","-1.169696036"," 0.334211955","-0.016640699"," 1.163215639"," 0.398563409","-0.094057877","-0.375160324"," 0.112215509","-0.416303678"
"M441.316T1456.744","-0.08510427","-0.27803884"," 0.04834830","-0.16933763","-0.13648902","-0.03373530"," 0.71187049","-0.44538231"," 0.10179764","-0.02384893","-0.24260409"," 0.23076265"," 0.23537068"," 0.03154704"," 0.05484359"
"M854.586T1584.638","-0.604002058"," 0.180549692"," 0.117952453","-0.412638110"," 0.517173395","-0.172775502","-0.930983853"," 0.277206257"," 0.001957582","-0.218628692","-0.142621881","-0.036840519"," 0.361466669"," 1.083041172","-0.020856605"
"M311.159T1389.016"," 0.05272383","-0.12602483","-0.29046695","-0.33698853","-0.29120375"," 0.02367537"," 0.19367508","-0.13753177"," 0.39508284","-0.09356374"," 0.94567812","-0.18880945","-0.19400202"," 0.02837565"," 0.01938015"
"M485.356T1624.705","-0.35613655","-0.20437652"," 0.44871102"," 0.45007906","-0.41472532","-0.26327867"," 0.26596379","-0.05682683"," 0.08053097","-0.30823557","-0.11291640"," 0.74129458"," 0.42365783","-0.23391982","-0.45982158"
"M617.437T1439.554","-0.28994956"," 0.05959908","-0.08450059","-0.29091171","-0.29416143"," 0.11462372"," 0.95415577","-0.08697650"," 0.27109459","-0.21805509","-0.38189623"," 0.30083510"," 0.02479311"," 0.34340657","-0.42205683"
"M1012.723T1358.969","-0.85803591","-0.05801973"," 0.43222713","-0.72146125"," 0.03595528","-0.72701714"," 0.12944966"," 0.54908729","-0.19504328","-0.33967811","-0.05935784","-0.18877675"," 0.87780218"," 1.40774266","-0.28487416"
"M897.571T1473.254","-0.71284047"," 0.52210577"," 0.09266164","-0.17522845"," 1.09245017","-0.92826091","-0.50744751"," 0.92829204","-0.27686728","-0.48557443","-0.73216867","-0.23666722"," 0.79397160"," 1.19525388","-0.56968016"
"M387.25T1278.929","-0.113400099","-0.418482190","-0.608411882","-0.025433071"," 0.081409571"," 0.135846184"," 0.059432541","-0.102593937","-0.085098796"," 0.545985914","-0.003594727"," 0.027894050","-0.259565682"," 0.551441084"," 0.214571039"
"M787.547T1591.444","-0.506317792"," 0.761438812"," 0.905543792"," 0.695642999"," 0.030743694","-0.451130633","-0.784374880"," 0.716358530","-0.347584651","-0.451618017","-0.480372940"," 0.006271581"," 0.633459574","-0.298994710","-0.429065359"
"M321.239T1209.593","-0.02963351"," 0.12220351"," 0.09796527","-0.02658964","-0.06570877","-0.04830202"," 0.42112579","-0.07419294","-0.06379676"," 0.13089539","-0.08369660","-0.18181969"," 0.32280912","-0.08834265","-0.43291649"
"M749.502T1458.08","-0.14653185"," 0.20822235"," 0.47222119"," 0.06171853"," 0.00667785","-0.02367866","-0.75177534"," 0.21656428"," 0.18917376","-0.29745122","-0.47094228"," 0.33234342"," 0.08791764"," 0.01222682"," 0.10331351"
"M305.245T1356.47"," 0.08749606"," 0.06674769","-0.07397556"," 0.10368341"," 0.09796252","-0.13994826","-0.58181447"," 0.04624788","-0.09790468","-0.03276242"," 0.32605888"," 0.39050503","-0.06445208","-0.05045507","-0.07738891"
"M613.185T813.994"," 0.00856879","-0.23621487"," 0.44194415"," 0.20966458","-0.52205742","-0.46704471"," 0.69897326","-0.53585411","-0.07048696"," 0.53739859"," 0.28126575"," 0.13587730"," 0.59395094","-0.38930207","-0.68668322"
"M477.343T1423.013","-0.414612169"," 0.079710669"," 0.007936366"," 0.154425299","-0.329544541","-0.075786992"," 0.705733036"," 0.069983211"," 0.271895986","-0.166453122","-0.110149487","-0.028269228"," 0.321158240","-0.322182644","-0.163844624"
"M965.706T1463.866"," 0.21568803","-0.61330594","-0.26855836","-0.23144437","-0.29493121","-0.37645277","-0.06530711","-0.65240619"," 1.03364410"," 0.35853004"," 0.23174601","-0.40115305","-0.42220651"," 1.50447059","-0.01831326"
"M899.583T1473.64","-1.017072276"," 0.577383619","-0.002495404","-0.178389005"," 0.793081982","-0.493409711","-0.553560316"," 0.624187252"," 0.098932284","-0.508402659","-0.618950317","-0.201273172"," 0.638555600"," 1.275981455","-0.434569333"
"M332.328T1440.13","-0.33019903"," 0.02555233","-0.21003851","-0.01719482","-0.18593174","-0.12834278"," 0.72915805"," 0.34336882","-0.06325103","-0.28700579"," 0.47212762","-0.35328721"," 0.09235051"," 0.15963019","-0.24693661"
"M866.585T1504.486","-0.64997807"," 0.30800098"," 0.22775487","-0.05186723"," 0.46933114","-0.43117199","-0.31016859"," 0.40911412","-0.01343211","-0.48038747","-0.65801008","-0.58773916"," 0.50835954"," 1.42451902","-0.16432497"
"M914.568T1454.879","-0.3579473"," 0.4806847","-0.1070448","-0.3573181"," 1.0451305","-0.4518488","-0.4853777"," 0.7375840","-0.3032322","-0.4934078","-0.7748868","-0.1574861"," 0.7380475"," 0.9610731","-0.4739704"
"M405.264T1204.461"," 0.61136459"," 0.12781334","-0.86252736","-0.24246034"," 0.26360772"," 0.17681184","-0.48840026"," 0.56921570","-0.53786406"," 0.62819540"," 0.67120539","-1.02264264","-0.04855231","-0.09749925"," 0.25173225"
"M1083.693T1308.231","-0.30167188"," 0.20563459"," 0.28459106","-0.05155379"," 0.98366857","-0.97185625","-0.18930683"," 0.70167631"," 0.08152889","-0.51667700","-0.01196535","-0.95088607"," 0.78572588"," 0.91432708","-0.96323523"
"M840.547T1302.363"," 0.04570523","-0.15047809"," 0.26276505"," 0.15313308"," 0.21948211"," 0.13547665"," 0.10451582","-0.38040247"," 0.01049411"," 0.36976899","-0.66395309"," 0.32112672","-0.30675999"," 0.06910263","-0.18997675"
"M297.239T1269.605"," 0.1201657","-0.1315559","-0.4707066","-0.1717769"," 0.5483401"," 0.4988853"," 0.3062849","-0.5119256","-0.7538223"," 0.4970007","-0.2237596","-0.2461632","-0.3916284"," 0.5803781"," 0.3502836"
"M563.405T1612.829","-0.07649289"," 0.01873264"," 0.05666513"," 0.21981434"," 0.03504202","-0.12635186","-1.46931871"," 0.08089286"," 0.66022662"," 0.01624086"," 0.07538516"," 0.45998862"," 0.07436877"," 0.13844798","-0.16364155"
"M901.578T1512.438","-0.82655367"," 0.49121320"," 0.04400570"," 0.05047486"," 0.53985751","-0.53192148","-0.57707849"," 0.61463381","-0.04690314","-0.67958676","-0.41674151","-0.12101719"," 0.58370875"," 1.01879073","-0.14288233"
"M796.294T940.951"," 0.248570894","-1.170519300","-0.383877981"," 0.093137313"," 0.052802386"," 0.206425516","-0.079034776","-0.235838881"," 0.131483751"," 0.229022240"," 0.246348436","-0.009269209"," 0.011012870"," 0.404104775"," 0.255631968"
"M373.367T1542.077","-0.20205508","-0.01036358"," 0.18591838"," 0.41002194"," 0.20971169","-0.35401793","-0.29589119"," 0.34631032"," 0.01953491","-0.19989600","-0.08994938","-0.04991149"," 0.22914321"," 0.02292355","-0.22147935"
"M1012.721T1475.069","-0.5058611543"," 0.1269157968"," 0.2532499105","-0.5951070280","-0.0666456385","-0.9839795875","-0.4325422084"," 0.4032616832"," 0.0573443483","-0.4401739111"," 0.0009639869","-0.0212528056"," 0.8289668674"," 1.5144382877","-0.1395785475"
"M881.57T1435.939","-0.5018063"," 0.3168830"," 0.1202598","-0.0720928"," 1.1042265","-0.5313028","-0.6720472"," 0.7008145","-0.0965009","-0.4841809","-0.7762242","-0.6273893"," 0.7591821"," 1.2105123","-0.4503338"
"M256.265T1540.694","-0.245888830"," 0.181140132"," 0.188177850","-0.029967147"," 0.040805696","-0.005833155","-1.115894722"," 0.234974048"," 0.277117297"," 0.139531918"," 0.165547787"," 0.118541613"," 0.126454373","-0.061246773","-0.013460087"
"M393.294T1406.263"," 0.12845718","-0.00891810"," 0.35013757"," 0.10090696","-0.64028039","-0.28086841"," 1.15438579"," 0.20300668"," 0.12118624","-0.39830148","-0.34580016","-0.04225771"," 0.22417166","-0.45038088","-0.11544493"
"M474.347T1608.13"," 0.16032268"," 0.21871821"," 0.45602452","-0.19514493"," 0.22320373","-0.14195971","-0.82068408","-0.07010645"," 0.06492224","-0.01100177"," 0.20535419"," 0.06096148"," 0.07229781","-0.24273307"," 0.01982516"
"M875.587T1358.969","-0.30359410","-0.41636895","-0.03758242","-0.18950258"," 0.63820970","-0.47110813"," 0.05344828"," 0.41871984","-0.05030624","-0.23841417"," 0.06273117","-0.51510700"," 0.51286893"," 0.75609027","-0.22008459"
"M898.575T1473.64","-0.9898701"," 0.3682252","-0.1099908","-0.1667869"," 1.1542432","-0.6834695","-0.3336027"," 0.7962299","-0.2741451","-0.5899062","-0.5227351","-0.3022143"," 0.7759302"," 1.1416153","-0.2635231"
"M494.563T1509.9"," 0.04206597"," 0.22466575","-0.04794118"," 0.08910960"," 0.50012222"," 0.34565432","-1.07444130"," 0.05530710","-0.14613487"," 0.28807562","-0.07444886"," 0.07871506","-0.13527205","-0.54325993"," 0.39778258"
"M385.291T1472.833"," 0.11157351"," 0.08939187","-0.03034679","-0.14335390"," 0.04722675"," 0.10804328","-0.65016053"," 0.04061347"," 0.09626861"," 0.04581236"," 0.24080348"," 0.07600419","-0.04045434"," 0.04011880","-0.03154075"
"M429.317T1389.185"," 0.44257581","-0.39326180","-0.52595322","-0.42796675"," 0.47388032"," 0.08670509","-0.57051835"," 0.30231483"," 0.19071488"," 0.45823294"," 0.56679430","-0.49380042","-0.55061499"," 0.26959321"," 0.17130416"
"M708.511T1659.486"," 0.15110130"," 0.34593122","-0.13106190"," 0.16697677"," 0.14671770"," 0.21630000","-1.61958705"," 0.27995601"," 0.03055302"," 0.03846485"," 0.14837319"," 0.14679900"," 0.15720568","-0.04592407","-0.03180572"
"M927.605T1584.638","-0.69471934"," 0.47215225"," 0.06075749"," 0.17323109"," 0.56884991","-0.58873188","-0.46807741"," 0.58405928"," 0.11842061","-1.00757029","-0.66068528","-0.10523858"," 0.76559383"," 0.93992027","-0.15796195"
"M524.437T1458.08"," 0.10460188","-0.46553090","-0.08525870"," 0.12720936","-0.26702894","-0.21726255"," 0.50928538","-0.05638831"," 0.19400741","-0.17976770","-0.01329225"," 0.29050112","-0.11890345","-0.03604944"," 0.21387709"
"M892.609T1509.101","-0.256872763"," 0.446391800"," 0.202782950","-0.364894832"," 0.640350651","-0.092388988","-1.243369244"," 0.276797769","-0.007241583","-0.202429735","-0.295402684","-0.353202318"," 0.352140928"," 1.105015694","-0.207677646"
"M808.735T1557.614","-0.47900824"," 0.55362030"," 0.04892956"," 0.60889350"," 0.72038492","-0.98316665","-0.64572785","-0.11385846"," 0.43473012"," 0.09825091","-0.65653951"," 0.51048930","-0.11521394"," 0.53553365","-0.51731763"
"M515.408T1574.181","-0.21836248","-0.12029731"," 0.12507043","-0.04329001"," 0.03199340","-0.19530246","-1.02473021","-0.08131230"," 1.35615677"," 0.15021294","-0.33975752"," 0.10245376","-0.18666902"," 0.39730158"," 0.04653242"
"M913.563T1454.879","-0.38166960"," 0.21779411"," 0.04404460","-0.09455005"," 1.12715877","-0.35089586","-0.55429482"," 0.75744343","-0.23199615","-0.63806752","-0.71985068","-0.27447725"," 0.69130980"," 0.93983327","-0.53178206"
"M655.531T1610.398","-0.462453118","-0.044901596"," 0.794907010"," 0.183014475"," 0.078563937","-1.226149169","-0.876906991"," 0.942456374"," 0.153447817","-0.069986733"," 0.601513790"," 0.063523350"," 0.003790385","-0.008634689","-0.132184845"
"M617.433T1456.129","-0.1233024105","-0.1375590625","-0.2166990110","-0.2696899006","-0.3065026792"," 0.0718829093"," 0.9179600066","-0.1589614775"," 0.2400215253"," 0.0007408618","-0.5497935672"," 0.2836962687","-0.0465193222"," 0.3337200350","-0.0389941761"
"M721.577T1536.307","-0.85180679"," 0.88696749"," 0.05998534"," 0.42700044"," 0.46915809","-1.20092750","-0.50962925","-0.14703130"," 0.09617915"," 0.41459427"," 0.13162227"," 0.78650918"," 0.32427088"," 0.03468034","-0.92157262"
"M881.568T1457.816","-0.46077544"," 0.38492022"," 0.10032740","-0.08010042"," 1.02309865","-0.63165495","-0.69185663"," 0.70117005","-0.12270796","-0.51158006","-0.67122606","-0.55762136"," 0.80951668"," 1.29362065","-0.58513077"
"M825.585T1557.26","-0.09574627","-0.16338988"," 0.10822097","-0.33648666"," 0.43798331","-0.30546858","-0.60994594"," 0.13551547","-0.36633741","-0.01103448"," 0.04580018"," 0.29697559"," 0.35056514"," 0.90895334","-0.39560479"
"M481.362T1591.564"," 0.092559182"," 0.082149363"," 0.377945403"," 0.356989540","-0.009528543"," 0.378799577","-1.241352305","-0.021899896"," 0.202047482","-0.520488617"," 0.271616134"," 0.156347443"," 0.502916342","-0.261676185","-0.366424919"
"M411.251T1437.383","-0.12534218"," 0.10922123","-0.08254045","-0.07410855","-0.04840648","-0.20676239"," 0.53206437","-0.08634911","-0.16191568"," 0.22269302","-0.13617095","-0.06902996","-0.03739872"," 0.14479843"," 0.01924741"
"M566.426T1641.413","-0.2811599738"," 0.2682420208"," 0.1763938303"," 0.8075746106"," 0.5095851930","-0.0005737951","-1.4554797491"," 0.2155268597","-0.1737356606","-0.1553182617","-0.0421160461"," 0.5214191176","-0.1004122882","-0.3493495894"," 0.0594037319"
"M658.504T1389.113"," 0.279070680","-0.136990861","-0.233572275","-0.073426863"," 0.239219767"," 0.473451100","-0.705096347","-0.005387647","-0.299709344"," 0.131864091","-0.075038245"," 0.019681568","-0.183180969"," 0.094553949"," 0.474561397"
"M873.58T1556.7","-0.42232561"," 0.05013496"," 0.17563429","-0.75112180"," 0.26130273","-0.73344085","-0.33352967"," 0.24459018"," 0.72296597"," 0.25175256"," 0.36287891","-0.50290764"," 0.21733176"," 0.74997653","-0.29324234"
"M608.525T1624.418","-0.19787621","-0.57147779"," 0.67800455"," 0.41464043","-0.22941045","-0.86157782","-0.32136563"," 0.29326173","-0.28760693"," 0.04975754"," 0.29476371"," 0.18709707"," 0.39490753","-0.13066217"," 0.28754444"
"M883.588T1473.64","-0.30374421"," 0.24264315"," 0.02385026","-0.49722229"," 0.54957286","-0.49474647","-0.88005144"," 0.37335821"," 0.09488037","-0.20708125","-0.45422647","-0.32045503"," 0.51181686"," 1.39926786","-0.03786241"
"M920.644T1518.016","-0.97284439"," 0.31636275"," 0.11181353"," 0.15187896"," 0.26942300","-0.41044326"," 0.14836535"," 0.29986730","-0.45192601","-0.32710479","-0.17062466","-0.09138299"," 0.56165089"," 0.92523322","-0.36026892"
"M965.706T1490.033"," 0.13595164","-0.54587704","-0.42472926","-0.18919088","-0.14146585","-0.35814625","-0.32980690","-0.59064765"," 1.13046137"," 0.35023034"," 0.02476360","-0.09481103","-0.40711803"," 1.51504748","-0.07466153"
"M1028.737T1341.992","-1.48801190"," 0.72332728"," 0.73946844","-0.12136281"," 0.45818936","-0.04211956","-1.43907817"," 0.56543012"," 0.01995673","-0.53349994","-0.45328394","-0.14284164"," 0.36042397"," 0.78572829"," 0.56767376"
"M443.333T1262.042"," 0.085561624","-0.512425123","-0.618648865","-0.391605188"," 0.028548281"," 0.013098401"," 1.185965817","-0.290288809","-0.243196776"," 0.079192815","-0.046394661","-0.574156900","-0.529792992"," 1.805008813"," 0.009133564"
"M702.545T1440.116"," 0.13701435","-0.32854693","-0.14768948","-0.13499731"," 0.34083411","-0.18314605","-0.50983486"," 0.10421277"," 0.12157746"," 0.29202424"," 0.09533681"," 0.28963803","-0.22273269"," 0.12131287"," 0.02499670"
"M401.317T1390.374"," 0.25943331","-0.33550897","-0.56177943","-0.60735252"," 0.45480109"," 0.28484554","-0.30728672","-0.06891966"," 0.36278899"," 0.34448798"," 0.39014660","-0.41301188","-0.51238263"," 0.37638450"," 0.33335381"
"M825.582T1428.316"," 0.53976208","-0.46360124","-0.70222886","-0.23074651"," 0.59904245"," 0.30685529","-0.93264003"," 0.41329717"," 0.37854013","-0.07118499"," 0.33511626","-0.18693697","-0.13623871"," 0.49046135","-0.33949741"
"M669.243T917.809"," 0.35898879","-0.96741183","-0.28517978","-0.29289305"," 0.13560194"," 0.07961215","-0.21150899"," 0.16120247","-0.10059396"," 0.64335379"," 0.43041310","-0.24722767","-0.10404341"," 0.33643701"," 0.06324944"
"M441.32T1479.382","-0.04143589","-0.36664385","-0.09828583","-0.21376343","-0.15840952","-0.09032332"," 0.77807815","-0.21802123"," 0.07254510","-0.08231426","-0.05824586"," 0.15689382"," 0.39846564","-0.09205283"," 0.01351330"
"M565.454T1591.061","-0.375532106"," 0.033540364","-0.132919124"," 0.731561848"," 0.522469906","-0.190312160","-0.597232655","-0.193230505"," 0.789157147","-0.317954374","-0.463623988"," 0.683978769","-0.289675328","-0.002694416","-0.197533379"
"M945.585T1492.083","-0.17081154"," 0.35606436"," 0.24377411"," 0.05754283"," 0.51506244","-0.27762078","-0.52208313"," 0.38657404","-0.11556421","-0.29293903","-0.73569573","-0.17723819"," 0.46888580"," 0.74464696","-0.48059794"
"M401.342T1557.26","-0.0481607780"," 0.0277774061"," 0.3224485328"," 0.3142963150","-0.1006475943"," 0.0190805805","-1.0188810945","-0.1854574710"," 0.1538000410"," 0.0008312649"," 0.0252025739"," 0.2203188345"," 0.4199505615","-0.1942481549"," 0.0436889824"
"M534.317T1557.588","-0.30158201"," 0.11869157"," 0.01549878","-0.52359316","-0.14067024"," 0.21249527","-0.74402184"," 0.04518613"," 0.22136121"," 0.22623663"," 0.15764995","-0.15545298"," 0.34982660"," 0.76342635","-0.24505224"
"M305.302T1591.458","-0.16733425"," 1.04201410","-0.12281799"," 0.39544390"," 0.07434205"," 0.69017533","-0.31453220","-0.17415127","-0.22011853","-0.47343405","-0.02896438","-0.17693727","-0.34677913","-0.30613276"," 0.12922644"
"M899.582T1490.329","-0.97798728"," 0.56098586"," 0.02384535","-0.14998078"," 0.77416462","-0.46100970","-0.75862305"," 0.64024863"," 0.12363608","-0.47590029","-0.62538582","-0.17255711"," 0.65649126"," 1.28667221","-0.44459995"
"M351.208T1439.835","-0.38215666"," 0.43356571","-0.30036154","-0.26432548","-0.16824626","-0.12396872"," 0.17077430"," 0.22194999"," 0.41253215"," 0.29764965","-0.16618026","-0.18034343","-0.19209320"," 0.02594626"," 0.21525749"
"M510.367T1523.593","-0.163084794"," 0.146254571"," 0.113572504"," 0.052754625"," 0.348275321","-0.128318610","-0.770557062","-0.145974282"," 0.069900513","-0.120786086"," 0.707823357"," 0.228682199","-0.137112709"," 0.006142831","-0.207572377"
"M810.531T1659.646","-0.36092693"," 0.56317217"," 0.66129402"," 0.50156164"," 0.46258300","-0.46130168","-0.39732093"," 0.50786499","-0.30652653","-0.30760569","-0.99723115","-0.01446049"," 0.81425683","-0.27126970","-0.39408955"
"M409.225T1624.962"," 0.05432736"," 0.08851275"," 0.08752041"," 0.11186290"," 0.02561708"," 0.20488965","-1.57586510"," 0.05864551"," 0.18155433","-0.01165181"," 0.07778717"," 0.23088457"," 0.25155342"," 0.09220889"," 0.12215287"
"M747.451T1490.329"," 0.01512153"," 0.54409177"," 0.25394981","-0.27292709"," 0.32523135","-0.14354665","-0.78499144"," 0.09298593"," 0.19627156","-0.31496940","-0.34848449"," 0.06258408"," 0.08248540"," 0.44167455","-0.14947692"
"M938.6T1518.016"," 0.05855087"," 0.48544582"," 0.46459447","-0.04842800"," 0.64830808","-0.66193309","-0.97216181"," 0.48748262","-0.19234151","-0.10777270","-1.42307935","-0.23052832"," 0.70739466"," 1.07843345","-0.29396518"
"M885.578T1475.069","-0.588009702"," 0.258589202","-0.085062108","-0.111507723"," 0.687939798","-0.660617582","-0.710876703"," 0.569366754","-0.005079025","-0.326452731","-0.306981173","-0.091936359"," 0.659922720"," 1.056399304","-0.345694672"
"M701.599T1463.866","-0.62907153"," 0.48633811","-0.33185844","-0.06149752"," 0.67267653","-0.50491455"," 0.37736227","-0.20853681"," 0.32597321"," 0.27747104","-0.24711404"," 0.74587834","-0.15494103","-0.01562945","-0.73213614"
"M327.231T1624.498"," 0.01407907"," 0.18919410"," 0.17921922"," 0.26612217"," 0.05194115"," 0.08767000","-1.76694450"," 0.20100162"," 0.13646320"," 0.11658628"," 0.13320674"," 0.25333248"," 0.20957016","-0.23087353"," 0.15943183"
"M305.302T1540.694","-0.35880898"," 0.94830624","-0.02750826"," 0.25059417","-0.11924638"," 0.56268470","-0.46708325","-0.36681846","-0.36519062","-0.06557743","-0.20966529"," 0.23838841","-0.15243916"," 0.17347599","-0.04111169"
"M977.7T1446.028","-0.44608288"," 0.25096940"," 0.34962919","-0.06698801"," 0.63531385"," 0.55328732"," 0.74975937"," 0.22332811","-0.88948325","-0.33176221","-0.48710913","-0.31385061"," 0.34288648"," 0.64976106","-1.21965870"
"M853.584T1513.559","-0.5917520503"," 0.1426495472","-0.1257659390","-0.0199034515"," 0.3404572030","-0.0642639687","-0.9140074803"," 0.2492434444"," 0.0556737549","-0.0860534600","-0.2386450179","-0.1753354599"," 0.3976727930"," 1.0302997805","-0.0002696953"
"M674.232T924.482"," 0.39714763","-0.97845703","-0.24899491","-0.14030501"," 0.28189991"," 0.06611351","-0.65689719"," 0.23659880","-0.17725449"," 0.69831563"," 0.51833067","-0.31401213","-0.11853674"," 0.12633717"," 0.30971417"
"M885.58T1536.307","-0.962528268"," 0.250467739","-0.004161202"," 0.012422839"," 0.735800228","-0.536069537","-0.673041400"," 0.659548690","-0.117711657","-0.417008694","-0.212386046","-0.102114552"," 0.766212391"," 0.990161617","-0.389592148"
"M944.587T1458.08","-0.45116452"," 0.27946453"," 0.20308014"," 0.02000593"," 0.63450531","-0.11298821","-1.01100741"," 0.59568494"," 0.12501071","-0.25454667","-1.10808336","-0.22227288"," 0.56449785"," 1.12454582","-0.38673217"
"M419.314T1508.139","-0.206916731"," 0.111824720"," 0.583488809","-0.050063967"," 0.018060090","-0.161639496","-0.400646848"," 0.056474473"," 0.091750326","-0.082128011"," 0.387886440","-0.264778393"," 0.004209417"," 0.032487353","-0.120008181"
"M579.486T1558.522"," 0.199508068","-0.086828201"," 0.265695904","-0.228058986"," 0.130663538"," 0.070074969","-1.283831570"," 0.280343414"," 0.123609452","-0.101543996","-0.187348368"," 0.048072226","-0.008052232"," 0.401331195"," 0.376364588"
"M692.264T921.146","-0.37753577","-1.05766917"," 0.41863071","-0.05913431","-0.11221608","-0.27408864"," 0.28978537"," 0.03917671"," 0.17453936"," 0.58774442"," 0.01190912"," 0.12091728"," 0.28809746","-0.06512374"," 0.01496728"
"M327.176T1435.338"," 0.011544077"," 0.057010290"," 0.176353706"," 0.064412232","-0.148717771","-0.200875834","-0.458493657"," 0.058676628"," 0.020393809"," 0.253765079"," 0.362532660"," 0.268676475","-0.005371668","-0.379628712","-0.080277314"
"M333.203T1439.392","-0.20720572","-0.22113041","-0.49061701"," 0.01682776"," 0.09793842"," 0.32275507"," 0.05213180","-0.27485101","-0.42728442"," 0.48508402"," 0.26453646","-0.16114626","-0.36736421"," 0.21375396"," 0.69657155"
"M297.239T1245.233"," 0.09761278","-0.11069763","-0.51871583","-0.16414395"," 0.55978438"," 0.46954614"," 0.17873576","-0.50202580","-0.69468447"," 0.47467201","-0.17045492","-0.19447875","-0.34735047"," 0.56875864"," 0.35344210"
"M484.402T1523.787","-0.03712687","-0.45355448"," 0.09244661","-0.04581599"," 0.06271903"," 0.11724900"," 0.03100679","-0.14183012"," 0.24123254","-0.04636400"," 0.25293791"," 0.21131819","-0.09421860"," 0.05285898","-0.24285900"
"M877.615T1591.283","-0.5543462"," 0.4839149"," 0.1733763","-0.2068240"," 0.1917211","-0.3970729","-0.2100422"," 0.2416571","-0.1029288","-0.4173639","-0.1640050","-0.4434120"," 0.5155474"," 1.0594226","-0.1696445"
"M395.217T1369.501","-0.51590616"," 0.57396362"," 0.25831528"," 0.41063630","-0.71365415"," 0.11466677"," 0.46319281","-0.42551035","-0.17183801","-0.15322988"," 0.09250509"," 0.17620529"," 0.23071342","-0.42039962"," 0.08033961"
"M566.427T1621.712","-0.32425472"," 0.19725116"," 0.10287244"," 0.77765434"," 0.54880782","-0.07044379","-0.92694274"," 0.14551102","-0.11744598","-0.16980022","-0.17146640"," 0.62399995","-0.22348954","-0.43323662"," 0.04098328"
"M281.247T1473.551","-0.188676762"," 0.620792727"," 0.205088609"," 0.002625179"," 0.024282234"," 0.497875731","-1.398875719","-0.005846639","-0.227370537"," 0.324428837"," 0.152717643","-0.102239753"," 0.079106373"," 0.142146286","-0.126054209"
"M513.351T1439.707","-0.23128245"," 0.28619726"," 0.25829809","-0.06375451","-0.02806689","-0.02764549","-0.49917001","-0.36097088"," 0.20835980","-0.04568659","-0.25527448"," 0.15934530"," 0.65484736"," 0.08156088","-0.13675740"
"M539.396T1624.559","-0.02530642","-0.01509616"," 0.09437267"," 0.18323335"," 0.11436230","-0.04464186","-1.60441570","-0.16789614"," 0.96854492","-0.09370036","-0.25508467"," 0.55484366","-0.02116460"," 0.07837959"," 0.23356942"
"M500.359T1492.083","-0.002398946"," 0.162880582","-0.016464404"," 0.326010915","-0.307630714","-0.162867585"," 0.152622361","-0.359015609","-0.140733402","-0.333324630","-0.157091112"," 0.325849077","-0.099218702"," 0.583446357"," 0.027935813"
"M536.574T1557.26","-0.2869818"," 1.0893849"," 0.6546198","-0.6425033","-0.2585647","-0.8437354","-0.6712127"," 0.9630769","-0.4169944"," 0.1114051","-0.2751412","-0.3587505"," 1.1312660","-0.5708004"," 0.3749316"
"M999.712T1325.086","-0.3923373"," 0.3064686"," 0.2164809","-0.3280674"," 0.1524956","-1.2728863"," 0.1666894"," 0.5796962","-0.1690016","-0.1165494","-0.1301229"," 0.2572228"," 0.5543473"," 1.1789199","-1.0033559"
"M843.597T1509.101","-0.44451446"," 0.25307642"," 0.03235753","-0.06497999"," 0.25763654","-0.86058368","-0.36970812"," 0.22495842","-0.03372368","-0.23738846"," 0.15685920","-0.41991580"," 0.40769235"," 1.13698814","-0.03875441"
