"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"M637.868T17.018","12044.851","12044.851","12044.851","12044.851","14706.2733","14981.342","16285.09","13168.432","14816.609","9768.742","13003.374","11618.823","16302.163","12258.045","12254.741","12802.723","14415.698","14929.079","14103.112","12727.005","8852.237","18028.545","10293.081","13049.517","11594.6","8112.264","13420.588","12711.721","12228.128","10706.833","12323.311","15544.5566","14277.039","15685.356","14433.54","12763.92","13561.023","14494.116","12356.078","10909.164","10909.164","12718.37","14286.703","16535.965","13359.885","12162.97","12666.283","14436.882","11163.314","11858.292","13470.192","12786.226","13552.497","15894.986"
"M647.463T1427.898","42309.9","42309.9","42309.9","42309.9","85493.2966","630920.736","788642.431","376687.804","438418.518","455928.481","501605.174","228085.997","184051.873","286547.421","578435.885","837274.185","1114002.109","474692.633","632893.363","33597.351","1142613.13","36510.37","85619.274","402332.438","332388.309","667241.996","247694.511","1277117.171","908818.543","40961.328","861226.216","37647.4263","129423.998","44959.395","377491.39","372515.66","163364.346","109429.409","15414.288","604254.039","604254.039","565803.547","574278.682","1371116.229","613707.194","928820.434","897262.048","1083587.764","752690.395","755237.19","792462.229","392306.292","316493.707","773456.468"
"M648.465T1441.075","23735.956","23735.956","23735.956","23735.956","25646.4136","189866.236","339910.805","158775.216","212069.417","247871.917","124875.922","98560.395","71440.2","113229.462","229228.11","408264.459","493394.517","263236.597","240856.974","26586.572","461283.623","22052.347","50588.551","173420.616","143128.193","281174.969","124187.468","560753.249","376557.791","24594.557","394758.904","18972.9954","43117.132","23076.91","203070.752","140476.956","102137.2","51527.768","19264.158","270241.102","270241.102","224830.209","244654.32","531100.72","266780.033","385404.314","373805.748","465410.928","246467.416","340799.551","307469.021","178789.641","164396.05","347671.831"
"M649.479T1424.057","73211.515","73211.515","73211.515","73211.515","107428.2203","779489.137","1438327.506","699111.549","758431.91","945858.883","695300.833","442934.417","507723.404","462262.78","948004.012","1524941.575","1718325.082","1087091.795","868811.664","42663.644","1871024.408","60672.204","95646.355","766645.67","474540.878","1333737.397","504260.407","1875076.018","1735746.941","96325.516","1770482.024","336259.3123","221552.019","870034.869","687240.417","489592.173","414440.644","152304.797","69271.654","1192119.493","1192119.493","1233121.891","889505.676","2211530.689","1107056.164","1339827.491","1925554.247","2334110.596","1108443.893","1379719.805","1442232.204","578477.174","697481.404","1329803.767"
"M650.482T1423.88","38286.463","38286.463","38286.463","38286.463","51895.425","333140.508","586657.513","331023.352","295607.988","361957.995","265232.498","143900.775","276757.53","253927.135","417780.99","780546.958","722754.932","506089.931","527002.498","38603.798","837657.109","42062.992","49256.994","333964.909","248069.14","503306.774","231644.688","779661.164","669273.568","50863.18","752969.242","196053.2871","112736.056","385880.541","332581.819","241998.143","221023.458","71605.593","40438.134","400334.764","400334.764","539948.68","462658.645","922112.411","468841.498","549720.404","783151.987","1071182.98","608857.391","605583.853","599549.777","294483.98","282856.474","561962.887"
"M652.863T18.122","19413.779","19413.779","19413.779","19413.779","30182.4863","22254.179","27977.709","27807.273","27827.28","14416.574","25480.594","28591.069","25953.628","13297.128","23322.721","26529.35","11123.058","28423.014","28226.426","20027.693","27177.146","39811.78","27445.268","24098.078","25999.457","19709.916","26108.675","24466.229","24086.456","16701.202","19889.068","38998.646","24100.663","27260.858","27973.697","24417.155","25927.55","14584.723","30772.216","18931.937","18931.937","28531.338","24810.686","25602.578","21186.145","25568.476","22239.147","26251.06","19004.336","31437.098","24479.519","23478.224","25144.363","25933.272"
"M652.865T11.104","11368.679","11368.679","11368.679","11368.679","13226.4515","12527.398","12549.536","12796.684","15330.806","11644.503","12292.545","15076.095","10643.594","11039.353","11511.69","13462.704","8645.167","13813.997","13456.218","14548.305","15094.139","13913.12","12158.981","11392.698","15514.232","14531.047","12775.672","13579.315","10951.311","11812.197","11369.326","9524.0739","13879.514","14120.948","14295.917","11193.011","14084.126","23403.878","13701.695","10473.326","10473.326","16082.102","14846.406","15334.818","11693.789","14005.533","13766.438","14653.83","11082.359","13374.273","10824.165","11429.737","14797.317","12466.427"
"M653.868T15.563","12919.326","12919.326","12919.326","12919.326","16850.2122","12474.975","13639.721","13461.201","14566.433","11767.391","13901.746","13117.527","13032.609","13156.012","13348.596","13198.085","15252.473","14388.134","14435.724","12426.559","14616.38","20178.683","15026.099","13140.292","13410.978","13590.522","13150.169","12033.994","13560.708","12988.518","12005.949","15404.5467","13822.817","11222.156","14683.136","14107.304","12561.142","9478.234","13866.529","12583.821","12583.821","13643.509","13831.077","14427.078","13686.994","16077.822","13206.031","13468.943","11837.387","14172.591","14648.972","14188.869","15139.521","12276.685"
"M653.871T12.106","8614.707","8614.707","8614.707","8614.707","17996.4493","7284.435","8918.676","7480.475","7941.616","8882.899","7682.841","7539.05","8167.349","7492.443","5457.898","7910.96","8565.918","7974.262","8321.914","7884.688","9260.171","7632.788","8903.317","9402.979","7298.306","8249.679","8256.365","10080.88","8075.991","8367.491","9074.914","8187.1768","8260.852","6787.76","8841.223","7925.687","8545.56","8172.82","18716.289","7831.865","7831.865","8668.581","11010.934","7149.325","8802.409","8339.36","8174.566","8841.893","8742.431","8680.778","8649.29","10539.524","8968.75","7319.362"
"M660.871T17.121","30158.417","30158.417","30158.417","30158.417","63388.206","38095.899","43842.909","31727.965","41475.181","25817.786","30983.218","40032.369","39941.466","33895.281","42222.293","41033.675","27962.95","40206.258","36253.969","31744.537","40069.538","69395.816","41778.037","44410.834","44764.247","27392.958","37004.757","43050.535","31896.49","22844.784","29167.405","68874.004","36575.337","62840.753","42797.931","37447.173","42019.682","38395.201","67101.143","29007.957","29007.957","40826.112","41373.874","38685.71","39274.453","38667.656","36221.807","41820.29","24549.602","42621.373","39445.984","38714.618","38603.464","44420.864"
"M660.874T12.107","25611.703","25611.703","25611.703","25611.703","21585.0024","30669.734","24805.078","24689.058","34281.721","33279.68","31080.922","34335.872","23725.508","39233.348","28142.174","41031.523","20289.715","32013.387","42506","68900.958","31908.397","32757.851","31960.522","32795.571","35008.787","33180.044","24249.261","31546.627","26941.055","26580.706","26829.363","24269.5387","32617.56","31175.571","33820.433","32625.584","34703.8","35541.238","25651.547","34386.852","34386.852","32749.956","32420.972","25473.75","33480.14","28458.136","26839.123","36420.936","50453.924","29443.816","33924.724","24555.15","32619.078","35325.608"
"M663.459T1408.312","494639.011","494639.011","494639.011","494639.011","554471.122","875624.216","634799.97","742921.293","950149.951","929770.022","738322.686","780594.654","561911.73","566413.738","774964.927","1321333.477","1235806.509","903880.725","1169941.305","545059.324","1891205.831","517908.156","2453454.268","888060.587","838213.915","839532.371","483330.129","1331513.381","1126788.264","473363.736","1307898.204","484361.3676","759247.755","499081.485","647993.554","527134.344","732503.724","632568.69","367646.159","936884.879","936884.879","901914.55","999106.108","1524987.598","521104.085","1149554.333","972196.752","1302356.797","1147063.642","1059334.898","906403.182","536826.416","810999.72","991655.479"
"M663.461T1374.938","439731.697","439731.697","439731.697","439731.697","481299.8462","907020.363","838161.079","694283.244","964388.463","728870.264","685993.891","747621.17","544297.008","524163.573","684293.38","1242882.62","1278093.243","852327.914","1041475.372","502302.033","806095.693","495386.997","2224370.554","909026.971","795519.78","727384.737","557960.418","1228891.765","1029078.15","441090.376","1322357.435","470524.4529","734828.042","498910.268","615929.392","499886.155","556620.16","578277.345","344717.282","873796.527","873796.527","778483.238","582256.969","1595680.092","537528.496","1113383.921","990087.349","1414212.154","993329.073","1045598.656","769029.727","496968.352","673044.15","784897.552"
"M664.853T17.893","18401.714","18401.714","18401.714","18401.714","27371.6044","21466.828","24002.81","11417.336","24612.12","16441.578","23401.085","10478.13","24363.618","22516.551","13726.783","23128.217","22658.505","24557.452","25751.022","8838.436","24640.763","25233.474","22492.08","21755.07","24042.567","19574.548","22282.317","22978.201","18881.346","15064.685","17200.598","23656.758","24156.823","20818.268","24470.239","21794.52","24121.31","22294.498","22597.908","21336.789","21336.789","22557.47","10459.284","24059.964","24345.793","22227.402","20087.424","23666.573","14717.885","27711.999","23572.048","20144.585","24341.138","10806.023"
"M664.856T11.103","8171.646","8171.646","8171.646","8171.646","8240.232","8173.792","9049.253","9730.853","9669.09","6887.788","10182.1","8342.249","9354.251","8879.209","10229.176","10970.814","7716.964","10463.215","11008.357","9912.339","11188.789","9272.923","9662.209","8312.94","9013.149","10094.386","8069.714","11271.955","6662.265","8104.692","9411.242","9738.7066","10348.954","10898.516","10381.181","8518.327","10116.258","10959.155","9974.223","10194.492","10194.492","8277.594","8700.022","10368.952","9506.434","8293.588","10316.806","9036.678","6048.753","11380.267","7963.966","8848.051","8272.143","9310.724"
"M665.856T18.124","10655.226","10655.226","10655.226","10655.226","12849.6613","13104.482","12881.741","13901.631","12683.006","8627.4","11158.126","13341.257","12979.648","13218.655","16048.011","13446.919","13104.023","12452.479","14562.151","19132.837","12970.637","20409.354","13213.646","13465.118","13133.146","15006.886","14011.705","14437.594","11290.849","14126.849","8826.675","13444.3709","12515.997","13292.601","12627.677","12194.387","14134.276","12323.441","12350.043","17198.227","17198.227","13093.162","13410.206","12196.45","12745.01","11528.356","12886.566","14713.829","9753.781","12645.197","12591.662","13660.86","14021.393","11937.76"
"M667.868T16.126","15026.893","15026.893","15026.893","15026.893","21319.6646","20791.967","20691.422","22455.413","17127.824","30030.964","16231.38","24427.259","21895.445","22853.457","17252.745","21645.459","17150.77","20563.389","18882.067","13123.091","24217.875","16492.597","39368.696","22363.81","22037.374","33102.428","19262.283","23080.758","19604.368","14242.63","18451.99","22860.7873","15354.716","21318.392","22587.946","19348.25","22617.65","20942.107","24101.758","18495.829","18495.829","20786.172","21851.738","21430.012","22231.125","19857.295","18384.914","20968.16","27691.579","20973.256","22778.13","20261.517","19772.4","19395.517"
"M671.358T17.117","8700.364","8700.364","8700.364","8700.364","18945.9503","13961.76","5198.256","12762.862","10054.982","8383.836","8944.352","12244.652","12459.341","13746.214","12704.295","12189.114","17038.49","13136.884","10294.792","18862.089","12369.045","9907.629","12964.569","13961.76","20890.596","17779.644","11551.269","12732.613","9063.306","7204.454","10110.432","18380.978","12153.225","19221.901","18223.07","16454.671","12350.942","12382.017","12771.683","11950.046","11950.046","11689.959","6190.516","11746.323","11648.967","13686.881","8369.705","13861.129","10886.562","14557.21","12438.395","12501.392","8906.64","12385.044"
"M672.874T15.116","37263.803","37263.803","37263.803","37263.803","76689.2327","44717.752","47130.274","48828.175","49077.823","34055.088","47280.703","45582.811","44481.044","48124.591","50140.044","47425.852","44221.134","48438.882","52358.606","77310.019","48044.524","75654.016","48767.743","46206.204","48299.322","42639.536","36178.219","49449.858","38020.159","62566.919","37906.301","76410.546","43716.549","76289.865","40506.444","46616.938","47566.272","45885.761","79581.438","42763.079","42763.079","49155.024","48656.623","35702.788","36091.952","43514.152","42970.283","38538.496","34625.566","49887.041","47223.246","47297.468","37064.862","39429.936"
