"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M790.519T1321.956"," 0.245858421","-0.488809149"," 0.110600951","-0.112494844"," 0.271241061","-0.022484353","-0.483113831","-0.247822156"," 0.400394535"," 0.278916790","-0.634991404"," 0.345313390"," 0.002683268","-0.028416130","-0.181273504","-0.018411102","-0.272008744"," 0.333319090"," 0.053006793","-0.002674101"," 0.006249042","-0.181637563"," 0.415957328"," 0.177563116","-0.255008136","-0.220781205"," 0.253779622","-0.283846353"," 0.301169825"," 0.237719344"
"M1062.429T942.609","-0.626392393","-1.121028982","-0.288787704","-0.248355964"," 0.605133874","-0.172330040","-1.166723261"," 0.023049521","-0.047724169"," 1.127992504","-0.034644234"," 0.148552515","-0.174370022"," 0.419283525"," 0.300671351"," 0.170523093","-0.004478521","-0.132808314","-0.797478682"," 0.181301749"," 0.015486834"," 0.164702153","-0.010148665"," 0.423226157","-0.050421550"," 0.208146519"," 0.437258560"," 0.349539316","-0.080405748"," 0.381230577"
"M996.384T957.42","-0.616806294","-1.308442094","-0.418391398","-0.115145575","-0.096978255","-0.512900254","-0.119586134"," 0.054827684","-0.242845674"," 0.844504596","-0.134032203","-0.096580852"," 0.127172659"," 0.353817352"," 0.039453766"," 0.435963652","-0.080292361"," 0.125712132","-0.725835836"," 0.157809239"," 0.647562580"," 0.074416221","-0.006126157"," 0.387416894"," 0.154000914"," 0.522387627"," 0.343682656","-0.205354189"," 0.048145011"," 0.362444294"
"M471.314T1308.231","-0.41308529","-0.53792933","-0.49336170","-0.38046333","-0.04969326","-0.37948368"," 0.76583522","-0.31360959","-0.36428509","-0.21840566","-0.35915121","-0.19447862","-0.38332185","-0.24332108"," 0.13839662"," 0.15986543","-0.12915487"," 0.16343221"," 0.98457119"," 0.53549351"," 0.49751963"," 0.05243749"," 0.09873350"," 0.18382377"," 0.26451231"," 0.20519940"," 0.02333520"," 0.42479776"," 0.02969017","-0.06789883"
"M690.262T910.27","-0.63480626","-1.54661589","-0.13702029","-0.19656039","-0.11847169","-0.20343146","-0.35849919"," 0.19576598"," 0.04634940"," 0.31352725","-0.11709189","-0.23818874"," 0.03217414"," 0.18829831"," 0.26077021"," 0.18217713"," 0.14535992"," 0.02330465","-0.48658183"," 0.15080892"," 0.48109874"," 0.23739234","-0.05574479"," 0.49979151","-0.11149948"," 0.50431713"," 0.48415220","-0.03734657"," 0.24531044"," 0.25126020"
"M1005.547T1177.551"," 0.01163062","-0.43141119"," 0.10218145"," 0.02067988"," 0.04716759","-0.03543146"," 0.97484242","-0.25846722","-0.01887120"," 0.25641724","-1.01145416","-0.06351527"," 0.02855625"," 0.30206423"," 0.15691139","-0.05910538","-0.17694284","-0.22514817"," 0.26360896"," 0.56695476","-0.13105657","-0.19601362"," 0.28403826","-0.30404884","-0.42270389"," 0.11298772"," 0.27072043","-0.39479186"," 0.13577038"," 0.19443009"
"M703.256T884.128","-0.50035962","-1.03599602"," 0.11603028","-0.41612299","-0.25460971","-0.27893814","-0.04704750","-0.13048871","-0.22381653"," 0.22995112","-0.36579562"," 0.24310368"," 0.03508744","-0.07546705","-0.12743326","-0.16234399"," 0.28873288","-0.12386006","-0.78889362"," 0.38134900"," 0.30140830"," 0.33923489"," 0.10887555"," 0.25507838"," 0.34158001"," 0.59594304"," 0.29607328"," 0.28766443"," 0.42242242"," 0.28863811"
"M689.269T924.637","-0.66210998","-1.35010301","-0.20970068","-0.21180501","-0.08286582","-0.14942814","-0.36200623","-0.02891643","-0.13826253"," 0.28536352","-0.18668302","-0.04588445","-0.01214836"," 0.31172280"," 0.25796378","-0.18939860"," 0.18550935","-0.07533551","-0.44612248"," 0.30895241"," 0.38461389"," 0.35799977"," 0.02351259"," 0.05460535"," 0.15412523"," 0.47536815"," 0.70342214","-0.05245237"," 0.28753448"," 0.41252916"
"M907.342T857.905","-0.46421876","-1.15993398","-0.23378436","-0.50237437","-0.19618166","-0.32386334"," 0.45127990"," 0.01909895"," 0.01359499"," 0.50959237"," 0.10054866"," 0.22870181","-0.12889730"," 0.16062687","-0.19626873","-0.05025630","-0.05936834","-0.08433757","-0.59441891"," 0.31108233"," 0.55502291"," 0.16278181","-0.01592962"," 0.50879618"," 0.12978620"," 0.39085599"," 0.10421098"," 0.27197083"," 0.12408345","-0.03220097"
"M447.159T891.807","-0.57646508","-1.07771358","-0.13839641","-0.61408833","-0.06140859","-0.00214627"," 0.08827781"," 0.18424518"," 0.25984519"," 0.25331761","-0.01417825","-0.52974154","-0.19107706"," 0.31635846"," 0.26942526"," 0.28378243","-0.03664003"," 0.08187864","-0.09712542","-0.12957977"," 0.61580393","-0.19292629"," 0.54125530"," 0.25072099","-0.36802889"," 0.42693176"," 0.43947435","-0.48535753"," 0.14491493"," 0.35864122"
"M455.313T1308.231","-0.0451866084","-0.9163177000","-0.4304154349","-0.4423574013"," 0.2360398339"," 0.1848766501"," 0.4292326522","-0.5096053693","-0.3643396248"," 0.5607005863","-0.4763898848","-0.0800381229","-0.3313074585"," 0.0523207165"," 0.6049410804","-0.0802303324","-0.0761040514","-0.0061088488"," 0.5083687185"," 0.1882286339"," 0.1644985596"," 0.0370937894","-0.0991965649"," 0.1205518535"," 0.1053596202"," 0.1835359740"," 0.1325914484"," 0.2874830652"," 0.0611434660"," 0.0006307544"
"M599.516T1557.26","-0.117065282"," 0.006558035"," 0.041275616"," 0.198865696"," 0.133165613","-0.169316920","-0.545998328"," 0.043426511","-0.232540121"," 0.043837202"," 0.126701749"," 0.017193164"," 0.301994342","-0.492863650"," 0.204880607"," 0.458096986"," 0.377125239","-0.028792754","-0.203783249","-0.217543367","-0.396013760","-0.420024975","-0.247037743","-0.206587132","-0.225007719","-0.031711615"," 1.564183783","-0.128402162","-0.349602473"," 0.494986706"
"M792.31T959.199","-0.440401567","-1.739972279","-0.249258971","-0.244117318"," 0.414558793","-0.190373316","-0.188989166","-0.081117141"," 0.047353932"," 0.345886730","-0.273721711","-0.003237992","-0.079659607"," 0.086922740"," 0.354060761"," 0.150538092"," 0.074197489"," 0.196818721","-0.468135953"," 0.095987007"," 0.267352900","-0.032088086"," 0.162416932"," 0.656526772","-0.104152090"," 0.161244340"," 0.576420618"," 0.151754538"," 0.056626635"," 0.296558200"
"M357.157T1003.085"," 0.60678606","-0.80227913","-0.43496970"," 0.02797330"," 0.09611106"," 0.21928348","-0.91815611"," 0.18096800","-0.07798053"," 0.91683075"," 1.15728746","-0.43249937","-0.04500324"," 0.58359683"," 0.56073361"," 0.15413097","-0.01618727"," 0.10099847"," 0.78947580","-0.18337128","-0.21068052","-0.24596952"," 0.06488367"," 0.35023706","-0.90320326","-0.34906750","-0.43409774","-0.68169856","-0.04428544","-0.02984737"
"M643.447T1372.623","-0.2140685485"," 0.0852684843"," 0.0524291659"," 0.2422344824","-0.0962714783","-0.1551213533","-0.5268191122","-0.3322173709","-0.0092493626","-0.2398670347","-0.8101159546"," 0.3760622467","-0.2544584584","-0.3114283195","-0.1365798229"," 0.4157530103"," 0.1763710658","-0.1663109428","-0.0631931805"," 0.1037942149","-0.3804364460"," 0.0690001266"," 0.1113631352","-0.2151226031"," 0.5325626897"," 0.1647402928"," 0.8646595679"," 0.1174847558"," 0.0006808269"," 0.5988559230"
"M643.247T821.568","-0.53600550","-1.08062665","-0.03210336","-0.04961099","-0.31594222","-0.35475698"," 0.28611677"," 0.23239566"," 0.03654676"," 0.34785278","-0.21805896"," 0.02728580","-0.06282996"," 0.02303607","-0.03303571"," 0.15642058"," 0.07722924","-0.01870334","-0.78595379"," 0.30164895"," 0.51313417"," 0.28196780","-0.11665683"," 0.25480441"," 0.07089662"," 0.37354729"," 0.32062923"," 0.27568832","-0.01028395"," 0.03536778"
"M702.26T836.496","-0.75343453","-1.18523297"," 0.20434544","-0.38003597","-0.22659140","-0.11743054"," 0.37144262","-0.03122003","-0.22674808"," 0.26939415","-0.32299429"," 0.12846528"," 0.21586969"," 0.09741915","-0.34895109"," 0.04893103"," 0.27730889","-0.23797096","-0.88426009"," 0.55967717"," 0.24147825"," 0.38983353"," 0.09315758"," 0.04500744"," 0.37111376"," 0.45180588","-0.03036406"," 0.40270760"," 0.45226181"," 0.12501474"
"M295.152T1325.086"," 0.098708421"," 0.576119902","-0.106085610"," 0.062496254","-0.170657313","-0.024869556"," 0.596841353","-0.084446325","-0.317873223","-0.112085546"," 0.012478658","-0.452945705"," 0.309592125"," 0.012052479","-0.103718248"," 0.054797748"," 0.170023605","-0.138360165"," 0.049909112"," 0.193365240"," 0.002255823"," 0.375267778"," 0.512044932","-0.270190127","-0.712029497","-0.227881022","-0.084994073","-0.521610592"," 0.122415272"," 0.179378302"
"M614.484T1372.967"," 0.26429640"," 0.20139394"," 0.19881650"," 0.38277217"," 0.24735216"," 0.66734965","-0.51943121","-0.58431410","-0.78185479"," 0.14862974","-0.91792696"," 0.16456953","-0.09298371"," 0.29252002"," 0.22331277"," 0.12986172"," 0.14078384","-0.23196523"," 0.02563077"," 0.31479588","-0.63592396"," 0.15826815","-0.24250252","-0.19581867"," 0.13981716","-0.24593635"," 0.05163251"," 0.41577244"," 0.08368884"," 0.19739327"
"M954.358T843.183","-0.37488143","-1.73063056"," 0.08478238","-0.24871071","-0.03012289","-0.02891169"," 0.66760879"," 0.07499307","-0.30069510"," 0.41408323","-0.07594467","-0.01224547","-0.02548238"," 0.24452355","-0.21959870","-0.18320569"," 0.04961228","-0.04385994","-0.15938599"," 0.45873711"," 0.57761117"," 0.27372732"," 0.03232966"," 0.41856303","-0.17309015"," 0.33968196","-0.03635638"," 0.03546545","-0.14416357"," 0.11556634"
"M329.322T1574.9"," 0.067341685","-0.259829414"," 0.083934799","-0.132745528"," 0.203368274"," 0.186683936","-1.513297604"," 0.062769636"," 0.030709564"," 0.040497570"," 0.181684271","-0.004010038","-0.246867165","-0.110706472","-0.003428706"," 0.186469272"," 0.058129289"," 0.014021045","-0.050996750","-0.177130818"," 0.274677365"," 0.036558761","-0.174526560"," 0.091408093","-0.038398036"," 0.250287268","-0.062179771"," 0.282070384"," 0.411972898"," 0.311532750"
"M700.27T900.968","-0.53163395","-1.23038798","-0.04547924","-0.34669938","-0.22173243","-0.24764330","-0.74762644"," 0.12319418","-0.02396817"," 0.69615730","-0.20514891","-0.19504080"," 0.12442638","-0.07996475"," 0.17586954"," 0.21369923"," 0.34762034"," 0.27869663","-0.91489536"," 0.20488810"," 0.51835800"," 0.13451292"," 0.06950395"," 0.20853867"," 0.06517903"," 0.83943361"," 0.11274458"," 0.26145103"," 0.29357550"," 0.12237170"
"M927.568T1387.796"," 0.46454538","-0.17771246","-0.08924748","-0.25612545"," 0.44481890","-0.20196371","-0.91989077"," 0.40264139","-0.04061811"," 0.02462252","-0.75548704"," 0.01610728"," 0.17755182"," 0.06670588","-0.04267207"," 0.08431204","-0.19277731"," 0.08044630"," 0.47876783","-0.17061831","-0.04595657"," 0.09042205"," 0.69373219","-0.02661752","-0.28190267","-0.32684957"," 0.41049127","-0.21327616"," 0.07138617"," 0.23516416"
"M689.277T943.472","-0.62504578","-1.42054143","-0.19511889","-0.24262254","-0.18660160","-0.16234806","-0.47036175","-0.01713922","-0.13179474"," 0.34975626","-0.27030808","-0.04004540"," 0.04338382"," 0.36853994"," 0.25064853","-0.19222073"," 0.17147636","-0.06350264","-0.41990730"," 0.32369886"," 0.44374523"," 0.33740678"," 0.05248090"," 0.17050198"," 0.22214211"," 0.45612256"," 0.64107842","-0.04765161"," 0.31168514"," 0.34254286"
"M413.182T880.56","-0.61860836","-0.92375529"," 0.01999688","-0.21343770","-0.41044369","-0.30547564","-0.12689441"," 0.18235981"," 0.01626807"," 0.05143469","-0.55402528"," 0.01577712"," 0.11208095","-0.18975044","-0.25372038"," 0.11023410"," 0.25462134"," 0.03201626","-0.56543257"," 0.63782262"," 0.55153477"," 0.39889812","-0.05302757"," 0.28965560"," 0.06926708"," 0.44466358"," 0.09279512"," 0.39623316"," 0.47575105"," 0.06316100"
"M439.235T1137.163","-0.034426499","-0.026695822"," 0.069520984"," 0.433172674","-0.134411721","-0.226547441"," 0.475473602","-0.422697275"," 0.406532850"," 0.050566003","-0.205987701"," 0.429626886","-0.051195311","-0.458435722","-0.428295448","-0.068575880","-0.191601824"," 0.063517564"," 0.373028463"," 0.241061354","-0.155847809","-0.136775790"," 0.243094345","-0.193485432"," 0.233679774","-0.046400630"," 0.412208292","-0.353895571","-0.294927726","-0.001279191"
"M904.648T1499.87","-0.19099391","-0.04129925","-0.01073145","-0.19109525"," 0.22824610","-0.41257737"," 0.17002967","-0.03233543","-0.02232626","-0.53914723","-0.29344730","-0.61745301"," 0.14211071"," 0.81909586","-0.36680023"," 0.13345857","-0.26705430","-0.09943436","-0.03340640"," 0.24287480","-0.17024518"," 0.37817265"," 1.55226491","-0.30269628","-0.28467283","-0.02461119"," 0.04415640","-0.12401248"," 0.10219543"," 0.21173461"
"M481.362T1439.996","-0.323751839","-0.502665048","-0.249185910","-0.408072876","-0.402872134","-0.627976957","-0.407365807","-0.229181885","-0.194370385","-0.070555076","-0.351178866","-0.048416327"," 0.028520547","-0.447330541"," 0.114036203"," 0.213611181"," 0.274629179"," 0.418447717","-0.119264899"," 0.238436047"," 0.435049282"," 0.222110776","-0.198956256"," 0.408961569"," 0.720238788"," 0.727410125"," 0.210240290"," 0.248992569"," 0.313462764"," 0.006997767"
"M587.443T1574.815","-0.440697011"," 0.432999887","-0.169118229","-0.109824067"," 0.021797666","-0.082332426","-0.653612634","-0.173499109","-0.137233977","-0.333981731","-0.100003535","-0.028633839","-0.105026817","-0.207178474"," 0.033414870"," 0.092023488"," 0.012641898","-0.160313720"," 0.097084777","-0.044686834"," 0.002489985"," 0.519020827"," 0.128034000","-0.211363563"," 0.313317612","-0.012035507"," 0.517474271"," 0.149752789"," 0.035688275"," 0.613801129"
"M425.216T1401.37"," 0.15490260","-0.11244326","-0.19287314","-0.11441178","-0.06824310","-0.01398616"," 0.27965219"," 0.09216918"," 0.39180606","-0.16003542"," 0.06438887","-0.41352646","-0.41829343"," 0.20055908","-0.27969078"," 0.57624249","-0.19454029"," 0.35533521"," 0.05579191"," 0.16431016"," 0.34460751"," 0.03173813"," 0.07338441","-0.02416848","-0.13735468"," 0.01002431"," 0.12292838","-0.41842355","-0.21348138","-0.15636858"
"M890.585T1428.316","-0.12084630","-0.18691233"," 0.23158971","-0.56000337"," 0.43523884","-0.79764248","-0.17541955","-0.07397379","-0.08327996","-0.02735198","-0.43142793","-0.42906087","-0.24378342"," 0.15681774","-0.26492302"," 0.20875774","-0.09360799","-0.18945696"," 0.49750125"," 0.50159941","-0.23998083"," 0.88519329"," 0.73018870","-0.18395284","-0.81177499"," 0.09970726"," 0.13817094"," 0.35401538"," 0.28743500"," 0.38718337"
"M829.507T1333.909"," 0.43228983","-0.23200384","-0.03610267","-0.27818611"," 0.35043192"," 0.01914124","-0.43549273","-0.09519720"," 0.57702462"," 0.20833228","-0.33703082","-0.02004343","-0.48153987"," 0.03332918","-0.09635427"," 0.40506272","-0.40782091"," 0.45379422"," 0.53128962","-0.25587042"," 0.20129068","-0.56299401"," 0.51945713"," 0.36848558","-0.63110590","-0.25701476"," 0.51583464","-0.61074855","-0.01363202"," 0.13537388"
"M430.319T1557.453"," 0.023392297"," 0.084472922"," 0.380058310"," 0.037554062"," 0.148272537","-0.000768737","-1.402663369","-0.090012112"," 0.039018439","-0.203645717","-0.025578031"," 0.174561519"," 0.019093942","-0.059892614"," 0.046210769","-0.026016443"," 0.264767927","-0.181928820","-0.253206429","-0.240984849"," 0.120471496"," 0.104640758"," 0.366840267"," 0.151791930","-0.099128758"," 0.262199390"," 0.106329354"," 0.057793728","-0.004215655"," 0.200571886"
"M762.288T940.951","-0.434205012","-1.555558877","-0.366938945","-0.218091557","-0.019268926","-0.424494848"," 0.384315046"," 0.026210566","-0.103605378"," 0.410810786","-0.242521492","-0.297100260"," 0.026743581"," 0.158968969"," 0.228686775"," 0.149801220","-0.129229924"," 0.158670690","-0.367731930"," 0.534402591"," 0.264767062"," 0.205904298","-0.055272207"," 0.023946123","-0.001201106"," 0.567528312"," 0.300086954"," 0.268754106"," 0.333327583"," 0.172295798"
"M909.343T957.42","-0.5768504021","-1.1816946589","-0.0718898746","-0.3422092818","-0.2557438460","-0.0981133254"," 0.3066214413"," 0.0003066482"," 0.0293499783"," 0.6000971205","-0.1276161755","-0.2168666520","-0.0276632663"," 0.0846554001","-0.0204625929"," 0.0659955690"," 0.0883799503"," 0.0926228310","-0.7525186025"," 0.1933217790"," 0.5242233238"," 0.1382924988","-0.1542249892"," 0.4882816581"," 0.0496798887"," 0.3308659114"," 0.3967399162"," 0.1145983196"," 0.1124283790"," 0.2093930539"
"M326.29T1508.218"," 0.13603430","-0.27215519"," 0.30769278","-0.02111227","-0.00196630","-0.09298627","-1.19481076","-0.11197958"," 0.28487218"," 0.13466902"," 0.21099233","-0.06946671"," 0.21173562","-0.02732189","-0.05577340","-0.05661640"," 0.31648296"," 0.14510183","-0.07455658","-0.10280675"," 0.08925393"," 0.29652391"," 0.02614290"," 0.25159136","-0.02471052"," 0.29479401","-0.09914246","-0.54956618"," 0.26567860","-0.21659448"
"M889.338T942.609","-0.5481500919","-0.9957071507","-0.1173697100","-0.2332869095","-0.2266070410","-0.4885259088","-0.4376994427"," 0.3180946525","-0.3600772732"," 0.3541314548"," 0.2126848254"," 0.0450685369"," 0.0294182565"," 0.1234408054"," 0.0233165653"," 0.0193945169"," 0.3726178242"," 0.1302264887","-0.5172128564"," 0.0430846539"," 0.4366755678"," 0.0727978025"," 0.0529486443"," 0.5544624409","-0.0005729567"," 0.5407184583"," 0.2280178722"," 0.1043354160","-0.0623178502"," 0.3260924087"
"M679.391T1153.775"," 0.29769735","-0.31030599","-0.32678006"," 0.09915968"," 0.01897400"," 0.35135039"," 0.37310611"," 0.36053137"," 0.07122064"," 0.59734270"," 0.78371026","-0.68659479","-0.16961915"," 0.20369207"," 0.36026123"," 0.21780821","-0.36279907"," 0.09966363"," 0.21621012"," 0.26533778","-0.01262285","-0.27032940","-0.13571957"," 0.13493142","-1.09366918","-0.38508239"," 0.28360469","-0.94320113","-0.12242628"," 0.08454821"
"M704.261T784.45","-0.54729166","-1.35872032","-0.33168115","-0.52195434","-0.25274293","-0.27558747"," 0.24902312"," 0.19717750","-0.01552721"," 0.58602520","-0.01834917","-0.16434723","-0.12981341"," 0.23564515"," 0.10778406"," 0.04583285"," 0.04744586"," 0.13773052","-0.55678237"," 0.17708752"," 0.50760534"," 0.02715776","-0.02157028"," 0.59031730"," 0.06097139"," 0.68106050"," 0.28299616"," 0.02770003"," 0.19037628"," 0.04243100"
"M795.538T1365.583","-0.15037264"," 0.22692972"," 0.23269307"," 0.33805304","-0.43757287"," 0.08423073","-0.97909363","-0.17799484","-0.19898521","-0.05720021","-0.83194763"," 0.16088943"," 0.18914549"," 0.20189062"," 0.16835254","-0.19899386"," 0.36216080","-0.02312834","-0.31480665"," 0.46930363","-0.17324485"," 0.54610680"," 0.43131535","-0.78200032"," 0.29879942","-0.19343897"," 0.02236466"," 0.25287533"," 0.18872906"," 0.34494033"
"M557.21T874.262","-0.44679863","-1.43311319","-0.05962576","-0.32935442","-0.06045900","-0.43306703"," 0.04165750","-0.11889840"," 0.04679056"," 0.34628761","-0.18708872","-0.07110694"," 0.06963250"," 0.03784010","-0.23995889"," 0.12849431"," 0.10966823"," 0.26453207","-0.62724732"," 0.31145040"," 0.58089031","-0.08922198"," 0.19364848"," 0.31475209","-0.02280625"," 0.59589450"," 0.33439996"," 0.29005418"," 0.35081190"," 0.10194181"
"M885.332T901.88","-0.781557836","-1.297518249","-0.249594915","-0.264534973","-0.279731444","-0.123453507"," 0.242407933","-0.015748318","-0.227649145"," 0.387638302","-0.039847793","-0.148784566"," 0.066260768"," 0.199927665","-0.002568634"," 0.022633669"," 0.214001964"," 0.008751152","-0.430285593"," 0.239392296"," 0.577148383"," 0.291689111"," 0.032630083"," 0.497456513"," 0.041404269"," 0.374677840"," 0.316849999","-0.012554762"," 0.018107184"," 0.342852605"
"M885.34T952.01","-0.756711113","-1.195645401","-0.317020031","-0.245942828","-0.220887165","-0.117142141"," 0.073554609","-0.087442639","-0.271252781"," 0.562151943","-0.056798551","-0.131707481"," 0.093288917"," 0.248370947","-0.123129150"," 0.013256641"," 0.280577226"," 0.004495528","-0.524143290"," 0.209738924"," 0.642844617"," 0.300428156"," 0.068284794"," 0.468962088"," 0.135170553"," 0.392571021"," 0.400139005"," 0.009867079","-0.012370971"," 0.156491492"
