"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M439.232T1156.388"," 0.097792170","-0.005686853"," 0.080481910"," 0.498743278","-0.029543342","-0.274378205"," 0.301542036","-0.448829640"," 0.416015055"," 0.016351332","-0.464698556"," 0.422773748","-0.055244964","-0.359036581","-0.426899537"," 0.061313758","-0.272794400","-0.128564653"," 0.392790118"," 0.259737852","-0.102040793","-0.183415702"," 0.238338747","-0.155970858"," 0.184140772","-0.053164584"," 0.510017167","-0.305032916","-0.287017545"," 0.072281189"
"M798.839T1023.188","-1.00800494","-1.40700347","-0.20915706","-0.07649712"," 0.28602037","-0.36658108","-1.39070887","-0.29097405","-0.09485973"," 0.50619157","-0.29580670","-0.01551023"," 0.02075698"," 0.30425351"," 0.54273980"," 0.38643590"," 0.55403749"," 0.19609426","-0.97824502","-0.06934774"," 0.42527209"," 0.46519731","-0.24162087"," 0.50874152"," 0.34491382"," 0.48405828"," 0.91151974","-0.02817235"," 0.18952585"," 0.34673076"
"M505.179T828.514","-0.3763576072","-1.0796228697","-0.5033998815","-0.6603488051","-0.0174326700","-0.6751088877"," 0.4644127658"," 0.0983580199","-0.0113305029"," 0.5658698606"," 0.1553716028","-0.3276815862","-0.0209479996"," 0.4123079639","-0.0002729825"," 0.4492010733","-0.1692347767"," 0.3903238079","-0.3007195497"," 0.2472902470"," 0.5252034178"," 0.0434310368","-0.0395064315"," 0.5968727605","-0.3277890799"," 0.4503393392"," 0.1874783374","-0.0106891121","-0.0353984361","-0.0306190544"
"M299.109T1473.429","-0.3310461108"," 0.0117250769"," 0.1620411715","-0.3232585203","-0.1321189300","-0.0003793321"," 0.5568739687"," 0.0654349852","-0.0683397236","-0.3219429298","-0.2157655482","-0.1128694734","-0.0586351355"," 0.2366444639","-0.3983066634"," 0.0356623644"," 0.2411054066","-0.1399252502"," 0.6914461217"," 0.1869341045","-0.1589683576","-0.0055260780","-0.1553110485","-0.2360945021","-0.0877369422"," 0.0925311700"," 0.5306933446","-0.1241243067","-0.1978655051"," 0.2571221796"
"M557.468T1570.748","-0.596921018","-0.337173752","-0.114020785","-0.047494918","-0.001722235","-0.349610051","-1.597471680","-0.058970167"," 0.022840124","-0.605004518","-1.061408086"," 0.410946914","-0.188008937"," 0.070584906"," 0.273751300"," 0.182445521"," 0.254875201"," 0.021676096","-0.056603168"," 0.041029125"," 0.119635405"," 0.220131838"," 0.243315852"," 0.181254705"," 0.712362781"," 0.507573762"," 0.788455192"," 0.640566112","-0.254867124"," 0.577831606"
"M764.517T1325.086","-0.19330709","-0.75341934"," 0.04392383","-0.24863891"," 0.24653633"," 0.07480254"," 0.92369564"," 0.03580385"," 0.28989869"," 0.25801935","-0.40488739","-0.10034829","-0.09715087"," 0.16468271","-0.13783799"," 0.21327332","-0.20065221","-0.15810511"," 0.31462249"," 0.51992219","-0.20526696","-0.25015075","-0.32683589"," 0.06231691","-0.05606157"," 0.08788020"," 0.72432280","-0.35963480","-0.22330916","-0.24409454"
"M297.239T1641.309"," 0.001132565","-0.039282092","-0.065931017","-0.067219500"," 0.136953472"," 0.142505483","-1.242646250","-0.059841839"," 0.237719537"," 0.210016457","-0.051932635"," 0.142392896","-0.347804044","-0.087278100"," 0.058205357"," 0.285186227","-0.083315948"," 0.168406766","-0.130061572","-0.434842141"," 0.282404628"," 0.130001878","-0.275645653"," 0.001149493"," 0.077590295"," 0.164032770"," 0.340014794"," 0.247885771","-0.005693182"," 0.265895586"
"M459.313T1390.374"," 0.087052304","-0.601683626","-0.256484212","-0.395143633","-0.128878880","-0.076076738"," 0.692757986","-0.215194408","-0.389412476","-0.019588197","-0.186132628","-0.377411725","-0.244452355","-0.122430936"," 0.195453638","-0.018450833"," 0.373538157","-0.220595889"," 0.094964803"," 0.005289035"," 0.299570290"," 0.180349404"," 0.247972576"," 0.123339536","-0.030789941"," 0.139615026"," 0.160607147"," 0.338626323"," 0.465895584","-0.122305331"
"M299.11T1437.651","-0.137572479","-0.099979532"," 0.126831668","-0.387291712"," 0.012310757"," 0.072335960"," 0.898578363","-0.043034283","-0.067039637","-0.090858168","-0.109975387","-0.119674135","-0.084656706"," 0.321833581","-0.270747400"," 0.001449849","-0.062767223","-0.120643231"," 0.206614203"," 0.120253685","-0.050538397"," 0.274807672","-0.192077197","-0.047812281","-0.170851276","-0.134788077"," 0.481138460","-0.177159219","-0.399536766"," 0.250848908"
"M487.775T1256.694"," 0.122094611"," 0.062881567"," 0.115728931"," 0.137027088"," 0.341896207"," 0.093936788","-1.604327836","-0.069940229"," 0.306401444","-0.016310539","-0.392471260"," 0.182290738"," 0.266003443","-0.897188641"," 0.259598794","-0.143284198"," 0.431796645","-0.161239577","-0.212881054","-0.272328074"," 0.009149066"," 0.079188211"," 0.506675576"," 0.304437949","-0.063744812","-0.192292510"," 0.090180217"," 0.210350014"," 0.282392920"," 0.223978522"
"M476.193T884.787","-0.13641716","-1.29296288","-0.42595467","-0.40132715"," 0.76590017"," 0.17836195","-1.23141444","-0.07496735","-0.15027714"," 0.98727790"," 0.32409809","-0.04670679","-0.55925103"," 0.86551000"," 0.61341157","-0.11376815","-0.19811128"," 0.27219962","-0.23132076","-0.25049387"," 0.20434157"," 0.01813617","-0.37006118"," 0.74424486","-0.31031072","-0.06691523"," 0.57391880"," 0.07890380","-0.06628009"," 0.30023537"
"M651.489T1406.004","-0.75989162","-0.47962346","-0.34990146"," 0.09967508","-0.20350795","-0.52614592","-0.28900155","-0.46189783"," 0.25444240","-0.65514746","-1.01387040"," 0.44437345","-0.06914413"," 0.03820879"," 0.21368118","-0.10550719"," 0.42495587"," 0.01772085","-0.26859142"," 0.39122120"," 0.33995794"," 0.42508144"," 0.16569491","-0.07841712"," 0.53366179"," 0.41763974"," 0.59338784"," 0.55658767"," 0.08600470"," 0.25835266"
"M707.272T940.951","-0.209483959","-1.180102947","-0.009470688"," 0.070236992","-0.211762918","-0.687914083","-0.281007436","-0.111498053","-0.180862680"," 0.328148434"," 0.112769323","-0.207988676"," 0.048763418","-0.339210331","-0.048713357","-0.030367732"," 0.293140360"," 0.061949373"," 0.333539186","-0.030444116"," 0.448514091"," 0.427942385"," 0.221850437"," 0.459583747","-0.818355297"," 0.548446258"," 0.405387492","-0.034895488"," 0.412022478"," 0.209783788"
"M806.54T1492.083","-0.18072519"," 0.16578474"," 0.45036740"," 0.12433128","-0.11828684"," 0.08334349","-1.14837681","-0.40562291"," 0.26043317","-0.07909265","-1.15421277"," 0.41458062"," 0.01892855","-0.05786663","-0.47453201","-0.03847086"," 0.17309112","-0.08290627","-0.10049900"," 0.05796087","-0.12310850","-0.08840111"," 0.50536492","-0.12057873"," 0.40882728"," 0.27110502"," 0.38266817"," 0.09711951"," 0.34247305"," 0.41630109"
"M703.261T828.514","-0.64669497","-1.12280857"," 0.08002077","-0.40748736","-0.25035994","-0.28208624"," 0.28614953","-0.16555362","-0.19022216"," 0.23867330","-0.46752596"," 0.24100137"," 0.01150557","-0.04720388","-0.12237673","-0.20898270"," 0.31373102","-0.09719190","-0.61327894"," 0.47266361"," 0.31324528"," 0.37585803"," 0.03363914"," 0.28185968"," 0.31022850"," 0.56091315"," 0.28126076"," 0.22771080"," 0.36524850"," 0.22806398"
"M1005.382T812.644","-0.42500444","-1.59804279","-0.68553381","-0.39915872"," 0.06710625"," 0.11254880"," 1.31387735","-0.13128429","-0.08846908"," 0.22055830","-0.10193406","-0.63726610"," 0.12842880"," 0.44956697"," 0.25805147"," 0.13030166","-0.13329264"," 0.14123572","-0.33978462"," 0.41577231"," 0.56871525","-0.55662599"," 0.03886404"," 0.32580362"," 0.17524092"," 0.58320774","-0.30625541","-0.18238311"," 0.31001989"," 0.34573595"
"M846.32T843.183","-0.391067238","-2.114407558","-0.416180386","-0.776109886","-0.043066735","-0.426422553"," 0.460031807"," 0.330809638"," 0.320962659"," 0.513278639"," 0.046519192","-0.144037896","-0.091136453"," 0.165399876","-0.091038459"," 0.307747234"," 0.127198736"," 0.434733721","-0.553511718"," 0.114141472"," 0.852688469"," 0.239461544","-0.020823652"," 0.625837683","-0.082232472"," 0.678450880"," 0.004368003","-0.042041780"," 0.218441621","-0.247994384"
"M808.349T959.178","-0.25436834","-1.99216248","-0.33248766","-0.67587381"," 0.12463363","-0.52069909","-0.79111182"," 0.74941565"," 0.65526316"," 1.05123412"," 0.47268983","-0.47367784","-0.38373084"," 0.14526027"," 0.08868750"," 0.72291930","-0.07954849"," 0.74800722","-1.07371624","-0.42686187"," 1.19580321","-0.11770707"," 0.27784296"," 1.19526467","-0.33591711"," 0.79935418","-0.06577440","-0.54551515"," 0.17596657","-0.33319004"
"M701.265T828.514","-0.419434568","-0.934905225","-0.267803905","-0.537029665"," 0.323515529"," 0.072362903"," 0.262835004","-0.141689445","-0.191560599"," 0.543661864","-0.229301815","-0.243495540","-0.138996475"," 0.221144632"," 0.220596106","-0.049394889","-0.006065357","-0.045352629","-0.643471983"," 0.196973378"," 0.210781586"," 0.128773478","-0.043842628"," 0.313820474"," 0.002222457"," 0.311497914"," 0.545469173"," 0.070670150"," 0.246768934"," 0.221251140"
"M1019.703T1376.163","-0.77532031","-0.06683234"," 0.31980677","-0.11783381","-0.12978508","-1.10469908","-0.28804772"," 0.25953698","-0.61247026","-0.26992938","-0.96331518"," 0.34512788"," 0.46371879"," 0.25744064","-0.37133975"," 0.69599836"," 0.22226279","-0.33073677"," 0.13935863","-0.16878707"," 0.23003946"," 0.61565604"," 1.49868731","-0.75798699"," 0.25058428","-1.02534524"," 0.81541925","-0.22143109"," 0.24536726"," 0.84485563"
"M813.295T891.652"," 0.026373623","-1.414618249","-0.306480897","-0.619822156"," 0.022185479","-0.139039882"," 1.019082704","-0.001233524","-0.115982788"," 0.306732632","-0.468131845","-0.126420835","-0.359710437","-0.023100881"," 0.039690796","-0.032201925","-0.143938068"," 0.144854353","-0.182545291"," 0.230143822"," 0.418975266"," 0.118513334","-0.045751313"," 0.465747843","-0.248185977"," 0.540321591"," 0.156298615"," 0.343306847"," 0.363217042"," 0.031720120"
"M568.208T909.479","-0.370132970","-1.292101710","-0.149747922"," 0.014825098","-0.048726614","-0.051208086"," 0.021350741"," 0.078344285","-0.272090456"," 0.301850520","-0.433229292","-0.004972097"," 0.182217747"," 0.079642086"," 0.191217125"," 0.011350050","-0.155504834"," 0.010380462","-0.565196076"," 0.293589913"," 0.270472915"," 0.439624692","-0.187263569"," 0.224666023","-0.236916439"," 0.393545484"," 0.496183103"," 0.105115619"," 0.253980891"," 0.398733311"
"M822.329T941.141","-0.775512326","-1.488292815","-0.130512435","-0.410108236","-0.087734644","-0.449806097","-0.590506254"," 0.174919884"," 0.028224364"," 0.519527393","-0.058938808","-0.126788930"," 0.157789783"," 0.042220914"," 0.221952456"," 0.349036384"," 0.168988371"," 0.142189615","-0.867258087"," 0.189834455"," 0.816373032"," 0.206714054","-0.009798223"," 0.656017291"," 0.058883470"," 0.603219189"," 0.361988281","-0.003509995"," 0.089804038"," 0.211083875"
"M763.445T1321.849","-0.016982086","-0.001596125","-0.337890093"," 0.223583864","-0.031757437","-0.193618059"," 1.699603053","-0.333842389","-0.177524385"," 0.121483015","-0.496384162"," 0.169933300","-0.090564063","-0.219887233"," 0.009910375","-0.091518764","-0.427533632","-0.230204855"," 0.240799337"," 0.176677096","-0.157429536","-0.138380544"," 0.042318970","-0.063855530","-0.042076831","-0.381915206"," 0.819311159","-0.031007374","-0.107818056"," 0.068166189"
"M605.218T850.472","-0.616837844","-1.310087680","-0.083299014","-0.360685854","-0.051672954","-0.424387619"," 0.120906206"," 0.161697298","-0.084799054"," 0.406854970","-0.184533938","-0.132026559","-0.329960257"," 0.157723265","-0.021703827"," 0.354135731"," 0.006905293"," 0.211332356","-0.265664240"," 0.091641528"," 0.590038037","-0.217912931"," 0.436998793"," 0.361276465","-0.276136529"," 0.717100755"," 0.287824208"," 0.197329287"," 0.268007395","-0.010063289"
"M532.193T923.948","-0.57050841","-0.90320055"," 0.27681309","-0.10914111","-0.36372922","-0.24759780","-0.15809781","-0.03047732","-0.30495495","-0.06107607","-0.38401264"," 0.29779686"," 0.22555040"," 0.09192662"," 0.09602752","-0.01355803"," 0.33860592","-0.15794570","-0.93292487"," 0.51961732"," 0.27924441"," 0.37050804"," 0.01531971"," 0.18484690"," 0.30034485"," 0.50572579"," 0.11820363"," 0.38842308"," 0.20739226"," 0.02087812"
"M699.455T1339.403","-0.34376120","-0.31474645"," 0.22589954"," 0.15942785","-0.25574779","-0.38492929","-0.04951152","-0.51726617","-0.21589837","-0.26076315","-0.45687228"," 0.24491690","-0.12544665","-0.54493941","-0.16017825","-0.12420929"," 0.25228209"," 0.13332400","-0.36766636"," 0.33550842"," 0.33173340"," 0.19852349"," 0.04695754","-0.08230270"," 0.60957374"," 0.38317544"," 0.45022283"," 0.51489358"," 0.25565889"," 0.06214119"
"M303.177T1540.698","-0.165396049"," 1.012491086"," 0.050044570"," 0.176122254","-0.248828935"," 0.148481429","-0.305299294","-0.156851224","-0.136414350","-0.111103779","-0.346447348"," 0.008528023"," 0.159953657","-0.057860892","-0.131522749","-0.131713505"," 0.067756723","-0.096918911","-0.435141419"," 0.089811584"," 0.130004706"," 0.496284743","-0.097303056","-0.206220924","-0.214770074","-0.100883259"," 0.140667221"," 0.038150560"," 0.209953797"," 0.214425415"
"M884.32T942.609","-0.88033398","-0.95193788","-0.42882325"," 0.11585198","-0.13647416","-0.33171353"," 0.13717896","-0.09839956","-0.18550514"," 0.27729437","-0.10830573"," 0.10789602"," 0.02478106"," 0.07600367","-0.25039659"," 0.22792130"," 0.03488991"," 0.24321768","-0.53001895"," 0.29938075"," 0.43171640"," 0.24609951"," 0.07863267"," 0.53724968"," 0.08025409"," 0.57011790"," 0.08599046"," 0.13650535"," 0.08165257"," 0.10927445"
"M677.438T1339.916"," 0.74840078","-0.82775170","-0.47937069","-0.31659979"," 0.36189458","-0.15462277","-0.58075057"," 0.23812561","-0.44683853"," 0.79568440"," 0.57443564","-0.32502598","-0.64769145","-0.80037582"," 0.18250595","-0.13031706","-0.10279831"," 0.36348844","-0.57044851","-0.31344747"," 0.42959415"," 0.35407077","-0.10421151"," 0.44047300"," 0.23815493"," 0.00868802"," 0.07988739"," 0.54789452"," 0.05671946"," 0.38023253"
"M861.504T1319.031","-0.114647328"," 0.090290159"," 0.199736419"," 0.344320714","-0.160355302"," 0.185894298","-1.939627346","-0.413776335"," 0.248015656"," 0.059500077","-0.471534466"," 0.441489353"," 0.057540028","-0.118967298","-0.286934805"," 0.006167158"," 0.009528079"," 0.127639249","-0.120743439"," 0.252170393","-0.042031508","-0.231263485"," 0.125606520"," 0.088651087"," 0.301910887","-0.026928100"," 0.764454765"," 0.211306757"," 0.108919963"," 0.303667847"
"M832.307T992.353","-0.62764453","-1.44035083","-0.32007545","-0.34344345","-0.38546487","-0.60143794","-0.50410010"," 0.31793819"," 0.17640926"," 0.61385066"," 0.36661727","-0.15093755","-0.36644984","-0.06543861"," 0.07835767"," 0.58673753"," 0.11217519"," 0.51782170","-0.94508528","-0.03635003"," 0.91463696"," 0.48257323"," 0.04596101"," 0.80246456"," 0.01757918"," 0.56556504"," 0.21296279"," 0.03859961","-0.08152125"," 0.01804991"
"M965.534T1338.605"," 0.08410530","-0.52268563"," 0.05648433","-0.18314646"," 0.15965503","-0.13953948"," 0.18887349","-0.29814345"," 0.02212451"," 0.23914777","-1.03257483"," 0.18313864","-0.02776634"," 0.08060374"," 0.20270148","-0.03681363","-0.06392192","-0.15489483"," 0.36432057"," 0.23446396","-0.02830910","-0.10378764"," 0.41915963","-0.31040425","-0.13630905"," 0.24925782"," 0.54759811","-0.23467287"," 0.19075963"," 0.05057546"
"M1002.386T959.199","-0.705510646","-1.153444701","-0.314180327","-0.354318136","-0.483405017","-0.107758114","-0.046464548","-0.015240134"," 0.054090789"," 0.466286318","-0.212025279","-0.063553111","-0.402340394","-0.008262242","-0.173119104"," 0.156848459"," 0.230427265"," 0.464886759","-0.777962194"," 0.344819795"," 0.581531047","-0.023671057"," 0.213304347"," 0.417436547"," 0.189128154"," 0.702354554"," 0.286840181"," 0.204112087"," 0.374339282"," 0.154849422"
"M499.199T868.008","-0.26227641","-1.16120632","-0.19786999","-0.31284900","-0.32778233","-0.27238799"," 1.01822361"," 0.02131466","-0.01935668"," 0.37291521"," 0.10037403","-0.21455928","-0.18132074"," 0.16201653","-0.07921702"," 0.02566858"," 0.07635338","-0.04445670","-0.58766948"," 0.24084032"," 0.24624281"," 0.16691482","-0.05883813"," 0.29372288","-0.03579536"," 0.54404731"," 0.07827875"," 0.11468761"," 0.15606260"," 0.13792232"
"M1141.365T817.469","-0.65671422","-0.83426192"," 0.15033196","-0.07592568","-0.26508690","-0.22361271"," 0.45758338"," 0.12417849"," 0.10624469"," 0.47822076","-0.01740387"," 0.44437905"," 0.18166008","-0.08449767"," 0.03823575","-0.09092085"," 0.06660621","-0.41793273","-0.27733267"," 0.53333277"," 0.45629166"," 0.30361167","-0.20276853"," 0.18120753","-0.34523723"," 0.37161396","-0.72763446"," 0.40093224","-0.20670422"," 0.13160347"
"M840.53T1307.309"," 0.13833291","-0.39599787"," 0.34079681"," 0.01873059","-0.03559901"," 0.04957170","-0.36106939","-0.25487968"," 0.18670646"," 0.26851908","-0.79165949"," 0.38771504","-0.27883137","-0.01507901","-0.25891113","-0.07408292","-0.02178369"," 0.23817698","-0.15851572"," 0.42051622","-0.27510438","-0.57231886"," 0.29868996","-0.01139459"," 0.29034204"," 0.04470089"," 0.75526476"," 0.05600999","-0.14550679"," 0.15666049"
"M1025.558T1119.866","-0.089541298","-0.272094255","-0.093469107","-0.077775519"," 0.033488322"," 0.353193471"," 0.238451601"," 0.240835410","-0.181785341"," 0.434958704","-0.120614890","-0.214055256"," 0.034198222"," 0.010728577"," 0.035369051","-0.271746685","-0.403066695","-0.143770136"," 0.387087116"," 0.164837256","-0.007053773","-0.066690624"," 0.605889728","-0.093265985","-0.597116137","-0.264295759"," 0.392785133","-0.762368540"," 0.371249160"," 0.355638249"
"M547.412T1341.992","-0.302923442","-0.142548012","-0.272653925"," 0.072927151","-0.259893499","-0.211070409"," 0.359980710","-0.495996643","-0.250629569","-0.627390948","-0.492890014"," 0.183613680","-0.207822193","-0.225735521"," 0.119225430","-0.026744638"," 0.120923812"," 0.040342662","-0.065078865"," 0.288735834"," 0.280346558"," 0.306824592","-0.084679094"," 0.049856019"," 0.491402807"," 0.231980350"," 0.245382726"," 0.783847100"," 0.007543382"," 0.083123957"
"M873.333T828.514","-0.146174879","-1.149883439","-0.471104661","-0.387800471"," 0.016029246","-0.199165087"," 0.367108467","-0.125132877","-0.248297446"," 0.572529587"," 0.201561676","-0.377755614","-0.207300820"," 0.290212427"," 0.051955210"," 0.174872795","-0.001909117"," 0.219909967","-0.606916955"," 0.093811927"," 0.710912817"," 0.127903253","-0.192754005"," 0.885846752","-0.020356209"," 0.292210345"," 0.130681389"," 0.016889960"," 0.022112297","-0.039996536"
"M547.387T1389.173","-0.30611892","-0.09087111","-0.25937106"," 0.07825156","-0.19607077","-0.19052470"," 0.44525950","-0.49951885","-0.23423792","-0.66210301","-0.57850404"," 0.22837080","-0.14965691","-0.18306798"," 0.15176039","-0.02235547"," 0.14854870"," 0.05645832","-0.06965031"," 0.31709479"," 0.32758215"," 0.36673431","-0.03658733"," 0.06491002"," 0.15049598"," 0.27986171"," 0.24178555"," 0.50407857"," 0.05859788"," 0.05884816"
"M484.189T891.652","-0.877083813","-1.489790272","-0.140130015","-0.011961887","-0.191920179","-0.077781975"," 0.449875750","-0.125490908","-0.197041968"," 0.181654486","-0.468001116"," 0.260411411"," 0.003319255"," 0.175532227","-0.092807744","-0.090914268"," 0.023623771","-0.040040841","-0.599988412"," 0.430902058"," 0.390219338"," 0.893301866","-0.357265409"," 0.041962458"," 0.174006422"," 0.364425249"," 0.477707277"," 0.395233616"," 0.175912213"," 0.322131413"
"M430.319T1312.999"," 0.44901595","-0.26947755","-0.59109437","-0.30995775"," 0.58361411"," 0.15310705"," 0.00588196"," 0.47633421"," 0.32715775"," 0.56275303"," 0.67617477","-0.48741656","-0.52668160"," 0.42864098"," 0.23951185"," 0.24815054","-0.47533863"," 0.44234721"," 0.55342400","-0.24531194"," 0.21968860","-0.27071817","-0.22488545"," 0.52350527","-0.53758467","-0.38693555","-0.24014507","-0.54657770","-0.48886730","-0.28831496"
"M841.33T990.311","-4.953559e-01","-8.755566e-01","-7.565472e-02","-8.000571e-02","-2.689035e-01","-3.565877e-01","-8.051514e-01"," 1.304684e-01","-3.250889e-02"," 5.541687e-01"," 3.747894e-02","-2.489267e-01","-7.598727e-03","-1.651342e-01","-4.200294e-02"," 1.485609e-01"," 1.863547e-01"," 1.586414e-01","-8.566223e-01","-2.421945e-05"," 5.840782e-01","-3.943032e-02"," 2.778535e-01"," 6.740585e-01"," 6.231238e-02"," 6.353913e-01"," 4.269027e-01"," 1.438276e-01"," 1.978421e-01"," 1.315247e-01"
"M877.498T1237.158","-0.130028275"," 0.076086640"," 0.056336580"," 0.424812843","-0.075028239"," 0.033163740"," 0.416087490","-0.321178404","-0.057947970"," 0.340172376","-0.828616087"," 0.306277376","-0.268077282","-0.294836567","-0.171380809","-0.210799690","-0.091821138","-0.157629026"," 0.468580362"," 0.540442851","-0.222656447","-0.102032318"," 0.330685314","-0.442928244","-0.008455879","-0.095490613"," 0.466141113","-0.184401503"," 0.055546239"," 0.148975567"
"M455.315T1295.888"," 0.035257757","-0.830582046","-0.440354796","-0.564857558"," 0.308288557"," 0.279934095"," 0.595780651","-0.524553846","-0.321174405"," 0.690104574","-0.340966411","-0.229365323","-0.389061241"," 0.111711445"," 0.538402826","-0.109021430","-0.146208595"," 0.002334757"," 0.632207452"," 0.364170419"," 0.074959927"," 0.166926478","-0.054535766"," 0.118016147","-0.086078831"," 0.038968330"," 0.098109079"," 0.068575017","-0.007355667","-0.079631594"
"M1091.419T843.183","-0.518730008","-0.789176897"," 0.112710661","-0.379798804","-0.623081822","-0.777407584"," 0.638589801"," 0.086126424","-0.255947044"," 0.067190320","-0.438987456","-0.002507108"," 0.013248852","-0.227794868"," 0.222820927"," 0.019420398"," 0.038358764","-0.369813075","-0.096985349"," 0.433249590"," 0.602033949"," 0.092464899"," 0.026017567"," 0.296780648"," 0.303809067"," 0.632061389"," 0.571167186"," 0.293485656"," 0.152997045","-0.122303128"
"M843.488T1237.073"," 0.101977160","-0.113382849","-0.168015249"," 0.285126698"," 0.134552951","-0.021662665"," 0.757228482","-0.484645741"," 0.150504339"," 0.370293169","-0.790918528"," 0.323024421","-0.331129468"," 0.026369251","-0.171813147","-0.052458094","-0.282419133","-0.006128393"," 0.547767217"," 0.536963287","-0.408869575","-0.245073878"," 0.350347157","-0.385000715","-0.087285535","-0.332159403"," 0.499656741","-0.234579989","-0.159655716"," 0.191387206"
"M1091.431T942.609","-0.307117877","-1.103132507","-0.213283946","-0.428362081"," 0.171764327","-0.180838008","-0.210852411","-0.155206501","-0.264749001"," 0.927776902"," 0.040814329","-0.041442360","-0.259040064"," 0.280217341"," 0.038983344"," 0.043087112","-0.245342768","-0.135846583","-0.310230343"," 0.176991614"," 0.401156832","-0.000476812","-0.004728454"," 0.572360390"," 0.019068048"," 0.337526495"," 0.611656549"," 0.155621464"," 0.124239575","-0.040614605"
"M859.281T850.362","-0.703910717","-0.641236142"," 0.000473926","-0.055517209","-0.278231613","-0.235636136","-0.370245955"," 0.067573674","-0.117231756"," 0.879283252","-0.230970659"," 0.235038164"," 0.193162199"," 0.111923574"," 0.006775192","-0.052883887"," 0.049922569"," 0.024323443","-0.773145091"," 0.203048601"," 0.507037868"," 0.061735821","-0.041321003"," 0.334336753"," 0.005687355"," 0.189660902"," 0.064074575"," 0.127639720"," 0.309367837"," 0.129264742"
"M574.213T908.018","-0.33165300","-1.10801533"," 0.03127301","-0.33878353","-0.17828842","-0.32950597","-0.80195804","-0.01367663","-0.03808491"," 0.40287710"," 0.15375267","-0.15199351","-0.06359958"," 0.19997085","-0.05359475"," 0.22848908"," 0.04232546"," 0.26143994","-0.55366617"," 0.01491230"," 0.65748416"," 0.16381425"," 0.15841068"," 0.72278705","-0.09552575"," 0.52807383"," 0.10581155"," 0.00531345"," 0.24656764"," 0.13504254"
"M519.184T799.156","-0.665378447","-1.473264691","-0.073694326","-0.320236985","-0.500675475","-0.102588939"," 1.162606890"," 0.043133106","-0.006457628"," 0.386704181","-0.289128523","-0.138042827"," 0.016591903"," 0.087600228","-0.126239406"," 0.249314136"," 0.281184181","-0.131768991","-0.395418294"," 0.371354693"," 0.577573618"," 0.364297646","-0.344389090"," 0.217910395","-0.194247805"," 0.123745649"," 0.140574649"," 0.284430848"," 0.138096203"," 0.316413099"
"M561.213T812.644","-0.2737171262","-1.2432071304","-0.3053460046","-0.0840844039","-0.3146199125","-0.0299369075"," 0.5873657737","-0.0038118113"," 0.0366915007"," 0.5593005576","-0.3035479723","-0.0833044061"," 0.0201763957"," 0.0963943951","-0.0102387771"," 0.0268341405"," 0.1287480302"," 0.1433902312","-0.5877178390"," 0.1936816548"," 0.3199461827"," 0.3419696147","-0.3522829426"," 0.2117040422","-0.0009254777"," 0.4167977053","-0.0126198378"," 0.4032882667"," 0.1273516426","-0.0082795847"
"M453.296T1425.43","-0.22455024","-0.66969273","-0.14818131","-0.24001328","-0.06504631","-0.30467409"," 0.36865252","-0.17396390","-0.54045422"," 0.26262907","-0.42750053"," 0.01147124"," 0.02042882","-0.19714202"," 0.42363617","-0.16398019"," 0.17756792","-0.28465751","-0.04869932"," 0.07366075"," 0.15399726"," 0.37444688","-0.22273657","-0.05746479"," 0.45565455"," 0.21008998"," 0.46286830"," 0.44875714"," 0.16346699"," 0.16142941"
"M297.239T1626.197","-0.1191506314"," 0.0511019528"," 0.0504524824","-0.0150063879"," 0.0718340324"," 0.0323914839","-1.5491500082"," 0.0546832728"," 0.1097574749","-0.0001144851","-0.1452780766"," 0.0738095900","-0.2049885129","-0.1450894923"," 0.2079411950"," 0.1961088143"," 0.0123333882"," 0.1378124606","-0.0121721452","-0.2894990019"," 0.1540427459"," 0.1692529835","-0.1394539153","-0.1609635503"," 0.1607887300"," 0.2574340575"," 0.3805481029"," 0.3329518652"," 0.1040227386"," 0.2235988361"
"M893.341T926.592","-0.23247562","-2.18681894","-0.22248309","-0.35407412"," 0.08655925"," 0.20370484","-0.90804746"," 0.29989913","-0.09496104"," 0.72465013","-0.15959716","-0.24637431"," 0.06059323"," 0.63867283"," 0.46841822"," 0.20863883","-0.42566082"," 0.22228144","-0.63050469","-0.05303978"," 0.73180439"," 0.15600072"," 0.18221092"," 0.94345309","-0.19167020"," 0.22073362"," 0.52869430","-0.03733481","-0.18065188"," 0.24737899"
