"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M1447.213T13.111","-0.35993442","-0.03291951","-0.12700231","-0.45347389","-0.08883878"," 0.15256396","-0.16913186"," 0.24135902"," 0.00602369"," 0.23339886"," 0.06510673","-0.08894709","-0.01360692"," 0.07010507"," 0.16386142"," 0.13143833"," 0.03897530"," 0.01965052"," 0.03718638","-0.24777933"," 0.00675215"," 0.12419222"," 0.26431005"," 0.18675923","-0.12247791","-0.15702250","-0.08215318","-0.26343679","-0.01943482","-0.29023543","-0.08543977"," 0.17944883","-0.01276064","-0.11567926","-0.07502009"," 0.11278827"," 0.06028844"," 0.36298050","-0.17226205","-0.06943832","-0.03885063"," 0.20412415"," 0.13634603"," 0.03946458"," 0.03077667"," 0.21794514"
"M1448.712T16.544"," 0.235379866","-0.114254175"," 0.187954856"," 0.060721155"," 0.130816831","-0.137929636","-0.292239911"," 0.077487839","-0.086654598"," 0.102315237"," 0.296086249"," 0.166359287"," 0.063693672","-0.309581371"," 0.141486077"," 0.056659933"," 0.949133674","-0.099801564"," 0.168664573","-0.260607144"," 0.007795211"," 0.089529917"," 0.141256879"," 0.079967228","-0.143727955","-0.512779268","-0.438707232","-0.142424945","-0.055809347","-0.227861178"," 0.244730124"," 0.157866531","-0.416695322"," 0.051982108","-0.054675017"," 0.009504627"," 0.170427502"," 0.094976849"," 0.416184794","-0.172074464","-0.076668523","-0.032199482","-0.030270041"," 0.006644333","-0.803207977"," 0.300543802"
"M1451.39T13.11","-0.1702624182"," 0.2132797671"," 0.1885863627","-0.0163676058"," 0.0271384542"," 0.1001416004","-0.0131133201"," 0.1507866978","-0.1635552416"," 0.1234916540"," 0.0738281513","-0.0367161767","-0.0033670043","-0.0900465088"," 0.0413400211"," 0.0487806637","-0.2049864454"," 0.0008569956"," 0.0230614586"," 0.2243609974","-0.0806079660"," 0.0152108631"," 0.0035055680","-0.0783987329","-0.1370969648","-0.1247677696"," 0.0796402824"," 0.1413833567"," 0.0774729971"," 0.0126811514","-0.2382011899"," 0.3868753430"," 0.1581988595","-0.0053494778","-0.1124367286","-0.0433230041","-0.2104787779","-0.0711289744","-0.0155891031"," 0.1335569400"," 0.2216465956","-0.1558102841"," 0.0725362301","-0.1714824226","-0.0224819771","-0.3527929170"
"M1451.392T13.111","-0.2072895793"," 0.1925896921"," 0.2386372631"," 0.1165199432","-0.0009915548"," 0.2407694626","-0.1319369101"," 0.1275344990","-0.1339743770"," 0.0993238064"," 0.0475400082","-0.0673651925","-0.0327004258","-0.0541804310"," 0.0010381433"," 0.1127926889","-0.2383933643"," 0.0508163636","-0.0052293841","-0.0310159943","-0.0419334068"," 0.0644721121","-0.0254410756","-0.1106920874","-0.0493983163","-0.1560922885"," 0.0524835592"," 0.2292500014"," 0.0513286399"," 0.0545819598","-0.1577375782"," 0.3152987136"," 0.0841423846","-0.1465204554","-0.1437777254"," 0.0419946615","-0.2004929228","-0.1031355436","-0.0454046752"," 0.1096250430"," 0.2009548703","-0.0655650828"," 0.1674641835","-0.2074478436","-0.0525694667","-0.1898723177"
"M1452.053T13.111"," 0.073883014"," 0.076923722"," 0.059751582","-0.103436845","-0.050641139","-0.044620752","-0.192759782","-0.093477430"," 0.072494695","-0.130944929","-0.339765656"," 0.145697965"," 0.154967946"," 0.224925355"," 0.055265027"," 0.137287157","-0.026845273"," 0.021782192"," 0.212510932"," 0.027487348"," 0.002703969"," 0.380902227","-0.184845507","-0.123240232","-0.377201639","-0.240148195"," 0.025129207","-0.113560512"," 0.260708292","-0.005446452","-0.167432136"," 0.041623403"," 0.037174350","-0.142126156","-0.117559340"," 0.196279600","-0.148001739","-0.061808132"," 0.037311296","-0.018742010","-0.272130398"," 0.014505294"," 0.241506488"," 0.237231112"," 0.048506812"," 0.168175269"
"M1458.718T12.108","-0.8792413876"," 0.1678574755","-0.0631003025","-0.1375844966","-0.0168030189"," 0.1249152447"," 0.0408423818"," 0.0305264989","-0.0628737480","-0.0310135187"," 0.1740112574","-0.1316410649"," 0.1132176022","-0.0784195682"," 0.1702682677"," 0.0915274992"," 0.0981408179","-0.0181104702"," 0.1781347127"," 0.0634598642"," 0.0321957592"," 0.1387063111"," 0.0687561350","-0.1366716263"," 0.0613591831","-0.1392989890","-0.0277526981"," 0.2203299465"," 0.0188407184","-0.0551712163"," 0.2086820108"," 0.3227653870","-0.0118721938","-0.0155625968","-0.3521518689"," 0.1016839426","-0.2127360014","-0.0279887781","-0.0480291535"," 0.0187811216","-0.1241422664","-0.0005832832"," 0.2202227426","-0.0349102099"," 0.2527589502","-0.3123253732"
"M1460.049T13.11"," 0.15204088"," 0.09014285"," 0.14722948","-0.09905609"," 0.00238826"," 0.01289112"," 0.06642243"," 0.15421930"," 0.12807875"," 0.06873455"," 0.01007522"," 0.17431743"," 0.02076425"," 0.05663308"," 0.03372828","-0.19347380","-0.20093576","-0.17773285"," 0.05211504"," 0.10023349","-0.05375476","-0.05596951"," 0.29883383","-0.23676164"," 0.40253928","-0.17658828","-0.15326576","-0.19322196"," 0.11871602","-0.04194092"," 0.06175658"," 0.07435451","-0.04309629","-0.16443965","-0.27709759"," 0.04613487","-0.34333494","-0.05046876"," 0.28421048","-0.10194150","-0.20339135","-0.09067481"," 0.17473314","-0.07075526"," 0.24254750","-0.04593913"
"M1460.051T13.111"," 0.09393699","-0.07388513"," 0.18011689","-0.07314536","-0.13973581","-0.08250316"," 0.06208257"," 0.06625917"," 0.15419350"," 0.09582689","-0.06971403"," 0.10116433"," 0.09249137"," 0.18182711"," 0.23785097","-0.28445101","-0.17693062","-0.21616013"," 0.12489874"," 0.07647450","-0.02699669","-0.02849677"," 0.15865262","-0.09293819"," 0.33877965","-0.15212774"," 0.12367689","-0.16907255","-0.02110075","-0.17497920","-0.08233739"," 0.10567818"," 0.03130977","-0.19045084","-0.25451702"," 0.11994714","-0.17490276"," 0.08975552"," 0.31729001","-0.25193826","-0.17943215"," 0.03984826"," 0.19555458","-0.04193245"," 0.14388339","-0.17375102"
"M1461.717T12.108"," 0.053983493"," 0.094581062","-0.067313802"," 0.028574291"," 0.130018790","-0.035812713"," 0.090726121"," 0.084190155","-0.071724148","-0.106522759"," 0.119683437"," 0.243562626","-0.047126416","-0.015686863"," 0.238948217"," 0.002213878","-0.200404776"," 0.119308795"," 0.048327634","-0.051586230","-0.192299250"," 0.361644263"," 0.023322902","-0.178085502"," 0.217054092"," 0.122376666"," 0.050541663","-0.935824609"," 0.036838260","-0.083719731"," 0.012571490"," 0.040741990"," 0.162055940"," 0.027864443","-0.065114888"," 0.042492453","-0.055102672","-0.030205562","-0.071525313","-0.146754112"," 0.174803590"," 0.175714824"," 0.174472399"," 0.226969236"," 0.119804938","-0.868578299"
"M1464.714T13.136"," 0.408471005"," 0.037988078"," 0.000582969"," 0.146141042","-0.112057861"," 0.219154169"," 0.183682064","-0.064661698"," 0.002738685"," 0.142152880","-0.005298179","-0.065795514","-0.034653182","-0.169986369"," 0.051220073"," 0.136844554","-0.258240346","-0.069781731","-0.253210838","-0.021495927","-0.190910279"," 0.046641672"," 0.156188909","-0.162310591","-0.030685105","-0.331983673"," 0.057941171"," 0.129393319"," 0.200160975","-0.081516589","-0.139466183"," 0.167898967","-0.075866765","-0.011767208","-0.218982312"," 0.047801156"," 0.105485758"," 0.108707257"," 0.115285668","-0.084134311"," 0.089411772"," 0.131177734","-0.022692041"," 0.193531239","-0.219168935","-0.253935475"
"M1467.38T13.11"," 0.187873502"," 0.127336151"," 0.169795521","-0.012794020"," 0.046802210"," 0.230712168","-0.138154778","-0.085802317","-0.700504901"," 0.172716387"," 0.261710903"," 0.093549466","-0.788616616"," 0.062919182"," 0.106549481"," 0.131320926","-0.109470810","-0.078241967"," 0.044699084"," 0.138856711","-0.288817147"," 0.094437127"," 0.196066690","-0.140029977","-0.046891764","-0.036835908"," 0.184548279"," 0.143054550"," 0.187599875","-0.156985598"," 0.164345857","-0.109649942","-0.028951751","-0.066942883","-0.107406848","-0.058695148"," 0.241197847","-0.001437618","-0.008073886","-0.044542950","-0.218631946"," 0.137540314","-0.148904727"," 0.003125217"," 0.208517604"," 0.041108448"
"M1470.717T14.622"," 0.02220097"," 0.15399215"," 0.23625507","-0.49539047"," 0.07100270"," 0.21463987"," 0.23909435","-0.19101200","-0.14944105"," 0.12061814"," 0.04896711"," 0.13360478","-0.19087237","-0.49932700"," 0.16927528"," 0.21474403","-0.12339305"," 0.18939537","-0.43493701"," 0.09382704","-0.11771793","-0.03614533"," 0.16585048","-0.18854322"," 0.03060355","-0.01140566","-0.12446603","-0.22091916"," 0.16038348","-0.05050289"," 0.14994092"," 0.12691075"," 0.05789814","-0.19146393"," 0.03655381","-0.02031200","-0.23827509"," 0.13642495","-0.04324476"," 0.03063711"," 0.01224290"," 0.30569850"," 0.32888767"," 0.21164037"," 0.01101344","-0.34493400"
"M1470.72T12.108"," 0.106220724"," 0.300766517"," 0.069230186","-0.296549259"," 0.112600183"," 0.282781990"," 0.255003962","-0.152262412","-0.097101937"," 0.173028268"," 0.129252159","-0.119666999","-0.133129261","-0.271380563"," 0.217941834"," 0.244455621","-0.035836715"," 0.185501148","-0.458483910"," 0.052801856","-0.159197353","-0.082347937"," 0.229343606","-0.170876443","-0.169374335","-0.022350552","-0.174454559","-0.264647019"," 0.007918234","-0.009696101"," 0.110653557"," 0.174028562","-0.221095012","-0.149163038"," 0.102453096","-0.077705737","-0.158927052"," 0.096913750"," 0.074087657"," 0.109752846"," 0.043402452"," 0.272233438"," 0.078082410"," 0.180107755"," 0.120656776","-0.504972393"
"M1472.709T14.053"," 0.261910419","-0.059753105"," 0.199583254"," 0.098069995"," 0.024829350","-0.021743535"," 0.160633122","-0.082631944","-0.112447944"," 0.052009022"," 0.077758740"," 0.093573779"," 0.155986690"," 0.092921186"," 0.161574052"," 0.175949926"," 0.187610133"," 0.092295742"," 0.162163583","-0.077724592","-0.910492264","-0.021625260"," 0.139108284","-0.189472345","-0.016062213"," 0.076732802","-0.047412430"," 0.142503992"," 0.033454756"," 0.240790076","-0.056584344","-0.070830357","-0.116263490","-0.088659386"," 0.054179645","-0.876579998","-0.120735335"," 0.063822250","-0.025780268","-0.091891107","-0.005042347","-0.020669267"," 0.090091916"," 0.111464365"," 0.328127514","-0.264743064"
"M1472.714T13.108","-0.491053425","-0.044570677"," 0.307361792"," 0.061853868"," 0.038496157","-0.007242195","-0.014204731","-0.066936309","-0.100191462"," 0.065188801"," 0.090477114"," 0.106008765"," 0.167303309"," 0.105367866"," 0.172790551"," 0.186908826"," 0.306695843"," 0.104753629"," 0.173369519","-0.062220135","-0.091641944","-0.007126039","-0.543989911","-0.171965496","-0.001662676"," 0.086077409","-0.032451132"," 0.154062205"," 0.065727991"," 0.245875601","-0.041458697","-0.055449437","-0.100068461","-0.077058736","-0.055138382"," 0.301410668","-0.002439117"," 0.076790350","-0.011206594","-0.076132802"," 0.009159727","-0.006187176"," 0.102589294","-1.053597951"," 0.336359566","-0.150635368"
"M1473.715T13.11","-0.048670026"," 0.032300399"," 0.202153979"," 0.074138623"," 0.106873234"," 0.104711953","-0.012350708","-0.265997877","-0.075345064"," 0.137925624"," 0.091419321"," 0.071707839"," 0.161409328"," 0.084527660"," 0.119257471"," 0.101224053","-0.279547331"," 0.182771325"," 0.184242567","-0.151820827","-0.175956767","-0.012539230","-0.248209265","-0.120769067"," 0.214070927","-0.116822134","-0.001864663"," 0.019534402"," 0.362694545","-0.069300512","-0.095457121"," 0.123185598"," 0.004458991","-0.133125478","-0.058922274","-0.159872858","-0.076802011","-0.113021822"," 0.088831114","-0.039170398"," 0.240986349","-0.166523637"," 0.042267968","-0.111024916","-0.053077320","-0.164501964"
"M1474.048T13.111","-0.035984889"," 0.124199039","-0.028769516","-0.100948304"," 0.130622812"," 0.059359064","-0.116302248"," 0.050381678"," 0.074985631","-0.088560835","-0.076572391","-0.250851695"," 0.028886094"," 0.022249941"," 0.132004521"," 0.046991638","-0.167895810"," 0.346339906","-0.317602204"," 0.139622649","-0.130311371","-0.096652590"," 0.323292296","-0.189747215"," 0.086045846","-0.204019598"," 0.241329796","-0.121215767"," 0.283648530"," 0.193081161","-0.265087390"," 0.177470841","-0.008232422"," 0.097331490","-0.085886273","-0.057333854","-0.104168934","-0.158851985"," 0.045956525"," 0.025340273"," 0.165088871"," 0.193326281","-0.058578464","-0.099797661","-0.056061002","-0.168122466"
"M1482.716T13.11"," 0.052331041","-0.019124673"," 0.070240881"," 0.159119802","-0.106063610"," 0.200685091"," 0.153398857"," 0.224344532"," 0.070240681"," 0.230022348","-0.147413057","-0.172711063"," 0.093835576","-0.028023361"," 0.134563483"," 0.003756708","-0.030513010","-0.036962584"," 0.224547464","-0.176962103","-0.023863131","-0.005473329","-0.035541027","-0.113472102"," 0.149936958","-0.092148470","-0.078863693"," 0.215511257","-0.075031847"," 0.059527552","-0.123914067"," 0.063509804"," 0.001656936","-0.382082261","-0.239175107","-0.309584722","-0.072988433"," 0.061399656"," 0.118228658","-0.071733106","-0.208211292"," 0.239421771","-0.137816277"," 0.156891183","-0.009559518"," 0.014061602"
"M1483.379T13.106"," 0.0067473831"," 0.0077727694"," 0.0240646830","-0.0820828347"," 0.0050947219"," 0.1150535538"," 0.2284122392","-0.1521582312","-0.0524922594","-0.1039373865"," 0.2859020927","-0.1018218417","-1.2303476520"," 0.0698049127"," 0.0480013525","-0.1570317474"," 0.0306863595","-0.2010290275"," 0.1164584594"," 0.1598877545","-0.0041497921","-0.1202654281"," 0.0557318352","-0.0100698497"," 0.0362406665"," 0.1016860714"," 0.0807362445"," 0.1322724227"," 0.1825456837"," 0.0183772939"," 0.1635637434"," 0.4909384090","-0.1431103451"," 0.1098314201","-0.0166929654"," 0.0505735622","-0.1853316031","-0.0248885047","-0.0668012625"," 0.1016338956"," 0.0002533978"," 0.1251359642","-0.1241864496"," 0.1766224345","-0.0642493820","-0.0833827638"
"M1483.711T12.226","-0.040918908"," 0.075657705"," 0.051801000","-0.051825275","-0.016948454"," 0.131972385"," 0.026714556","-0.019914405"," 0.258490401","-0.044077588"," 0.170959280","-0.194130257"," 0.030543130","-0.103538336"," 0.010483883"," 0.077710881"," 0.050140410","-0.043499333"," 0.017271965"," 0.497962147","-0.396065945"," 0.209281941"," 0.136008541"," 0.102255507","-0.050294788","-0.105138585","-0.028579053","-0.019266687"," 0.023468051","-0.630015785","-0.062741457","-0.040289977","-0.150655036"," 0.009886449","-0.227863771"," 0.097257097","-0.031029503"," 0.064867301"," 0.010158139"," 0.134202224"," 0.088604680"," 0.274531165","-0.075220959"," 0.234879290","-0.044317897","-0.408776128"
"M1485.212T13.109","-0.101656715"," 0.126595257"," 0.246257342","-0.006209935"," 0.034536638"," 0.063447668"," 0.079483578","-0.020654179","-0.170067822","-0.033334524"," 0.192846933","-0.014120544"," 0.189081373"," 0.201246023","-0.100320061","-0.121243319","-0.157489625"," 0.183336839"," 0.057611828"," 0.067658793","-0.387708925"," 0.156244388","-0.115150295","-0.079383964","-0.400253742"," 0.021391996","-0.123875097","-0.214861943","-0.010769455"," 0.099006625"," 0.209448806","-0.042856737"," 0.096667982"," 0.041194615","-0.121360505","-0.038938017"," 0.169302872","-0.040507685","-0.044625320","-0.237167861"," 0.174275645"," 0.305862493"," 0.205524161"," 0.112835455","-0.028729407","-0.422571636"
"M1490.714T13.111"," 0.12605700","-0.04513523","-0.06264368","-0.12178841","-0.17688561"," 0.22561816"," 0.19795348","-0.01000168","-0.04594859","-0.02717363"," 0.15426802"," 0.06352026"," 0.23038259","-0.15358013"," 0.02852451","-0.03342860"," 0.11306664"," 0.06134507"," 0.22029420"," 0.10460003","-0.31192595"," 0.18873814","-0.06606148","-0.10457017","-0.08390446","-0.37034362"," 0.13295911"," 0.25931079"," 0.13602760","-0.25106521"," 0.01059090","-0.18470353"," 0.15715269","-0.40965814","-0.26322906"," 0.20407512"," 0.02171662"," 0.05822188","-0.05091779","-0.05760156"," 0.04439766"," 0.05849263","-0.12542584"," 0.13113894"," 0.01176007"," 0.01578026"
"M1491.205T13.112"," 0.013605632","-0.069036740"," 0.282059991"," 0.154527492"," 0.164906851"," 0.137691386","-0.125637004","-0.259978935","-0.157759575","-0.074632576"," 0.129737392","-0.061958872","-0.059440018"," 0.179571316"," 0.196895798","-0.002176329","-0.245946851"," 0.027211005","-0.281081049","-0.176060025","-0.465092755"," 0.161737883"," 0.135265193","-0.015895175","-0.039370302"," 0.279563836"," 0.051473224"," 0.014018574"," 0.279713545"," 0.138421417"," 0.002545180"," 0.052519610"," 0.211129017","-0.154300416","-0.156214711","-0.098699752","-0.319720187","-0.082213413"," 0.173437161","-0.048867280","-0.046947881"," 0.170473557"," 0.033859176"," 0.070426948","-0.163390478"," 0.043629142"
"M1496.708T13.11","-0.1611991901"," 0.2208332845","-0.0718473857"," 0.1016874470","-0.1643145602"," 0.0806887869","-0.0554718513"," 0.0126516128","-0.0529482400"," 0.0514348167"," 0.0921288720","-0.1734982544"," 0.1395327521"," 0.0411526175"," 0.1239021048","-0.1277454871","-0.1618053263"," 0.0051122756","-0.1064362513"," 0.0379582254","-0.3029776089","-0.0923463985"," 0.1238655977"," 0.0191574782","-0.1460112718","-0.0414725350","-0.2651554170"," 0.1543594229","-0.0126581409","-0.0572123540"," 0.1955097992"," 0.1259273977","-0.0676014652"," 0.0821377283","-0.0853117842"," 0.0869990306","-0.2529036375"," 0.1174298356"," 0.0009548766"," 0.1446358187"," 0.2502258121"," 0.0224294634"," 0.3315672740"," 0.1222062587","-0.0184767936","-0.2670946363"
"M1496.712T13.111","-0.209964993"," 0.221627137","-0.138515059"," 0.127159736"," 0.024279322","-0.071784226","-0.051474729","-0.020187746"," 0.083371025","-0.003907169","-0.106071019","-0.168809584"," 0.108377520"," 0.073528644"," 0.101481469","-0.121938436","-0.235204775"," 0.118334609","-0.085203370"," 0.058614202","-0.308453175","-0.082201897","-0.010950077","-0.005763785","-0.031843681","-0.026948793","-0.220379700"," 0.168345173"," 0.004242626","-0.051667573"," 0.166990565"," 0.034409098","-0.092071711","-0.043501175"," 0.096636928"," 0.098109259","-0.124104071"," 0.146278977","-0.063136118"," 0.014554672"," 0.210545003"," 0.069468247"," 0.361884870"," 0.135840247","-0.002542936","-0.147453533"
"M1497.047T13.11"," 0.089865268","-0.157416426"," 0.178799616","-0.118805987"," 0.114250522","-0.126855893"," 0.503743008"," 0.165439398","-0.034974531"," 0.130481639"," 0.110776667"," 0.091550802"," 0.086021549"," 0.003553689"," 0.227761151","-0.257220526"," 0.268053875"," 0.248911246"," 0.183086272","-0.139991261","-0.130041191","-0.056208300","-0.134440345","-0.400005215"," 0.126831988"," 0.235804250","-0.005831976","-0.280927282","-0.004145824"," 0.184843420","-0.107843647"," 0.160994803","-0.032811561","-0.134035494","-0.281513485","-0.320029460"," 0.071395722","-0.240673184","-0.018847460"," 0.130161309"," 0.116967657"," 0.159487954","-0.274991549"," 0.073830504","-0.250910434","-0.154091279"
"M1497.208T13.109","-0.266475827"," 0.331210568"," 0.024355946"," 0.189884000"," 0.093313946","-0.007504203","-0.171862639"," 0.059411283","-0.054507603"," 0.180174472"," 0.174872733"," 0.061151090","-0.168700238"," 0.042455143"," 0.237353877"," 0.091564698"," 0.338249308","-0.184690700"," 0.180768451"," 0.156462053","-0.059164977"," 0.165220100"," 0.285279576","-0.118744488"," 0.084864883","-0.015919896","-0.259184205"," 0.105027840"," 0.271380941","-0.192071836"," 0.075707342"," 0.229783906","-0.349731266","-0.287128095","-0.408680484"," 0.092209737","-0.014070688"," 0.073682420"," 0.198616671","-0.335192098"," 0.078251433"," 0.059605311","-0.460790727"," 0.204689185"," 0.181498436","-0.912625381"
"M1501.706T13.11","-0.052583193"," 0.177058745","-0.186314628","-0.232755711"," 0.081508093"," 0.044091212"," 0.034736547"," 0.068140742"," 0.050562601"," 0.028892454"," 0.130420928","-0.126039876","-0.034463025","-0.322041749","-0.080718651"," 0.003811061"," 0.166529068"," 0.156572516"," 0.067765789"," 0.025745986","-0.273542246"," 0.108383722"," 0.198087822","-0.018336143","-0.105832087","-0.140645702"," 0.167606876","-0.005569827"," 0.286860885"," 0.151309115"," 0.099673091"," 0.092855162","-0.171424789"," 0.008363660","-0.095992688","-0.173882734","-0.028359926"," 0.118471028"," 0.346429829"," 0.060443262"," 0.303863030"," 0.320417098","-0.085423037","-0.040432849","-0.659451195","-0.464790263"
"M1502.707T13.11","-0.390463231"," 0.153644318"," 0.004678408","-0.167119764"," 0.292473366","-0.019115866"," 0.049885919","-0.016215537","-0.082219094"," 0.090255672"," 0.134974573"," 0.118649472","-0.119002487"," 0.188748828"," 0.283163574"," 0.134645671"," 0.053315501"," 0.052745510"," 0.010519670","-0.113312462","-0.307618135"," 0.105021005"," 0.031270813"," 0.039674385","-0.234551153","-0.107759312"," 0.186450144"," 0.052071344"," 0.061942987"," 0.234510485"," 0.049432626"," 0.303714221","-0.023577055"," 0.096551106","-0.171919716","-0.072710192","-0.161531984"," 0.025403699","-0.217231968"," 0.034565518"," 0.232991810"," 0.163500127","-0.880611100"," 0.155686138","-0.101716493","-0.153811343"
"M1505.377T13.111"," 0.2180860536"," 0.1473072122","-0.2762860293"," 0.2410373536"," 0.3615201637"," 0.0035099903"," 0.1190002850","-0.1464246844","-0.0602060879","-0.2438546257"," 0.1973110937"," 0.0331652507"," 0.1861101200"," 0.1008002713","-0.2447177127"," 0.2649468183"," 0.0012153170"," 0.1522137022","-0.0107121429"," 0.0622020078","-0.3250047152"," 0.0700629301"," 0.1899829631","-0.0526268227","-0.0511915073"," 0.1883318277"," 0.2748361593","-0.0675962211","-0.0779329447","-0.1350947670","-0.1313680769"," 0.0926309328","-0.0006427122","-0.1254412738","-0.2375050940","-0.0638491916","-0.1318305597","-0.0333708241"," 0.0718663947","-0.2207187207"," 0.0726825420"," 0.3059362050","-0.1433974657"," 0.0394210917","-0.3098610204","-0.3045434860"
"M1505.382T13.111"," 0.142740853"," 0.280772706","-0.246738933"," 0.229275438"," 0.370203818","-0.143218835"," 0.070858548"," 0.077306282","-0.150161840"," 0.018141042"," 0.206423836","-0.155032635"," 0.032482518","-0.030926660"," 0.074693594"," 0.224013660","-0.053079252"," 0.197126360"," 0.022885053"," 0.008786129","-0.333740671"," 0.017133097","-0.049919528","-0.156885909","-0.119030617"," 0.166102566"," 0.234625046","-0.025560274"," 0.011366873","-0.114143189","-0.163260598"," 0.134033528","-0.144062673","-0.348960546","-0.257213961","-0.136846494","-0.135537628","-0.092696025"," 0.128681095"," 0.039979310"," 0.086563069"," 0.267590551","-0.046273371","-0.003926572"," 0.105233986","-0.239802746"
"M1508.456T13.111","-0.120758675"," 0.047953184","-0.513323845"," 0.065704421"," 0.166916821","-0.237446249","-0.184193609","-0.099808105","-0.081346041","-0.180569586","-0.003931623","-0.170121241"," 0.053844868","-0.005555892"," 0.337766711"," 0.132901797","-0.017040445"," 0.297137035","-0.160126273"," 0.079704486","-0.133637742"," 0.177069793"," 0.276811479","-0.155078789"," 0.099623033"," 0.110833792","-0.155687237"," 0.044553067"," 0.010861466"," 0.078791035","-0.215400067"," 0.106498367"," 0.039516305","-0.126775877"," 0.055163765","-0.023399112"," 0.105631456"," 0.137163257"," 0.292430658"," 0.154313446"," 0.197926530","-0.051764458","-0.047118704","-0.055165465","-0.010670638","-0.320197097"
"M1514.419T12.108","-0.1018070358"," 0.4111351123"," 0.5576139395","-0.0534133180","-0.2559121645"," 0.0005686415","-0.4976149239","-0.1270954933"," 0.0025781674"," 0.1918781149"," 0.0934136759"," 0.1114168491"," 0.2915335436"," 0.0736227150","-0.3944121716","-0.0426105607"," 0.1539370116"," 0.0965226106","-0.2989550063","-0.1949691586","-0.0789809131","-0.0486765807","-0.1592049369","-0.2941228478","-0.4877302928","-0.2120980668"," 0.0812556172"," 0.0709677506"," 0.0546601997"," 0.7432395421","-0.0003904977"," 0.3003694136","-0.0753554352","-0.2942251480"," 0.1164201076","-0.0774250876"," 0.0497581017"," 0.1626244012"," 0.1897819607"," 0.0966133740"," 0.0801676082","-0.1849082302","-0.3292888473"," 0.2530683228","-0.0886913894"," 0.1147413252"
"M1518.703T13.111"," 0.114640381"," 0.077508273"," 0.012584794","-0.148013605"," 0.141772990"," 0.086796343","-0.032086733","-0.165058547","-0.016167811","-0.169394416"," 0.193244922","-0.203099284"," 0.305910216"," 0.109011678"," 0.281910785"," 0.139631616","-0.275629545","-0.001995247"," 0.078699502"," 0.036101760","-0.236256855"," 0.092752402"," 0.150928690","-0.052725424","-0.022249187","-0.063196943","-0.294424049"," 0.062223080","-0.099626249"," 0.105572335"," 0.006483036","-0.108944290"," 0.027173452"," 0.050956225","-0.148316072","-0.169766055","-0.172430899","-0.141042450","-0.076018114"," 0.159242815"," 0.195549059","-0.019887895"," 0.314265933"," 0.142005789"," 0.031293579","-0.299929985"
"M1522.706T13.16","-0.094301276"," 0.149765115"," 0.188339766"," 0.151499848"," 0.047441548","-0.026276970","-0.112378749"," 0.036900811"," 0.079876541"," 0.186741357"," 0.089105765"," 0.297524000","-0.144223954"," 0.022250275","-0.020584000"," 0.023836424"," 0.064034244"," 0.066026567"," 0.113512616"," 0.157536896","-0.183950327","-0.519644552","-1.233690504","-0.023931382"," 0.226038768"," 0.001893741"," 0.050416691","-0.014308163"," 0.084268891","-0.274240269"," 0.211316694","-0.113061875","-0.080086002","-0.024208426"," 0.167968784"," 0.311956782","-0.141859443"," 0.197155572"," 0.084825118"," 0.019678633"," 0.013232739"," 0.178556291"," 0.132625481"," 0.029551314","-0.218366763","-0.158764618"
"M1529.701T14.614","-0.021629211","-0.209531299"," 0.002394105","-0.054301989"," 0.106874199"," 0.176186484","-0.012362679"," 0.169025947","-0.147773365","-0.048775353"," 0.188844180"," 0.061688116","-0.284035338","-0.102778492"," 0.216450119"," 0.096789351"," 0.151896175","-0.147888100","-0.189400670"," 0.054455903","-0.234436927"," 0.221696297"," 0.439351095"," 0.006554988"," 0.105110226","-0.011232796","-0.262092413","-0.027370423"," 0.307829186"," 0.247001874"," 0.149371342"," 0.082348704","-0.304069665","-0.109251944","-0.079178243","-0.139274822","-0.078368239"," 0.276024889"," 0.036527249","-0.909032884"," 0.038506632"," 0.180177963","-0.079751998"," 0.347837028"," 0.018599460","-0.229004663"
"M1531.95T13.112","-0.05154921"," 0.01748076"," 0.01922666","-0.01059327"," 0.10657152"," 0.38983664","-0.05484228","-0.32796639","-0.04033808","-0.34519440","-0.37362579","-0.03453337","-0.10345394","-0.22280351","-0.09784791"," 0.01956344"," 0.08229260","-0.17311530"," 0.24376969"," 0.09858290","-0.04706510"," 0.30139611"," 0.09639485","-0.47787196"," 0.12666137"," 0.10874091"," 0.19456575"," 0.01732153","-0.16403901"," 0.08729170","-0.19299896"," 0.06505709"," 0.21012011","-0.25013999","-0.03541808"," 0.07562067"," 0.04615052"," 0.16656085"," 0.30446087"," 0.13182149","-0.04493334"," 0.03487772"," 0.04682525"," 0.21020268"," 0.07599550","-0.22905927"
