"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M894.49T15.115"," 1.311277e-01"," 3.837506e-01"," 3.776442e-03"," 1.240769e-01"," 1.024023e-01"," 2.246019e-01"," 4.327337e-03"," 2.091703e-05"," 3.647269e-02"," 5.640964e-02"," 1.096092e-01"," 3.585617e-02","-2.357577e-01","-3.905173e-02"," 1.807230e-01"," 2.065263e-01","-2.101480e-01"," 3.052253e-02"," 1.135988e-01"," 1.472920e-01","-5.455797e-01","-1.146512e+00"," 2.507298e-01"," 4.602723e-02"," 5.016569e-02","-7.182596e-02","-1.704167e-02","-9.310550e-01"," 2.123047e-01"," 1.260006e-01"," 6.642642e-02"," 2.018894e-01","-1.462383e-02"," 4.796668e-02"," 2.112072e-01"," 5.350131e-02"," 5.593598e-02"," 1.761071e-01"," 1.554485e-01","-6.133226e-01"," 3.168448e-02"," 1.765046e-01"," 2.569148e-01"," 6.737079e-02","-1.081281e-01","-1.442336e-01"
"M896.813T18.124","-0.19745087","-0.06146293"," 0.17445199","-0.04327203"," 0.25025634"," 0.11736259","-0.40191494","-0.04433336","-0.26297390"," 0.04670233","-0.26306503"," 0.17273524"," 0.06727089"," 0.06077176"," 0.20256806"," 0.03840521"," 0.10925410","-0.18683182"," 0.25936481","-0.14677085"," 0.32777569","-0.08157361","-0.01740348"," 0.05210471"," 0.02699222","-0.45434013","-0.13250878"," 0.01475759"," 0.20784325"," 0.09559855","-0.11201924"," 0.10436348","-0.39623204","-0.10349745","-0.43644279"," 0.23145904","-0.41194674"," 0.35293506"," 0.06844369","-0.05718320"," 0.68496857"," 0.17655642"," 0.08140148"," 0.21341307","-0.40677184"," 0.08023890"
"M896.819T12.104","-0.075552901"," 0.055702812","-0.046721931","-0.580548311"," 0.070424287"," 0.002004349","-0.048939211","-0.091350518","-0.129496194","-0.068001324"," 0.015323854"," 1.223570643","-0.106624993","-0.043446340","-0.159859319"," 0.051665530","-0.222347083","-0.052557850"," 0.140875498","-0.134206598","-0.175679696","-0.006718392"," 0.012426472","-0.250152415","-0.026797488"," 0.043307497"," 0.240156409","-0.210816746"," 0.038322159","-0.110688155","-0.010679525","-0.022524589","-0.440498742","-0.179610785","-0.066148286"," 0.432725089"," 1.102034088"," 0.234235543","-0.085139932","-0.138743649","-0.143272292","-0.048704515","-0.171796591"," 0.183728454"," 0.306432409","-0.305310720"
"M897.824T12.109","-0.1324986517"," 0.0302388878"," 0.1693551846","-0.1670831723","-0.0567082195","-0.0541456215","-0.0498124809","-0.0720208064","-0.2328271848","-0.0964776560","-0.1089270612"," 0.9590611929","-0.2457643784"," 0.1922090113","-0.0171376774","-0.1564587976","-0.2534696091","-0.2115378578"," 0.2713725873","-0.1792790451","-0.2696538778","-0.1015194845","-0.1994878064","-0.2525209457","-0.0993407121"," 0.0551029953"," 0.1337945319"," 0.2791591621","-0.2161722558"," 0.8769682748","-0.0755923903","-0.0001589484","-0.1829386593","-0.1160226660","-0.2027023083"," 0.0794641550","-0.1900753705","-0.1653077741"," 0.8685739376","-0.0906272562","-0.3201542586","-0.1675351811","-0.0530212180"," 0.2482022537"," 0.8082169337","-0.2347397754"
"M898.826T12.106"," 0.067577288"," 0.065947077","-0.335915660","-0.479827836"," 0.059753763"," 0.057956721"," 0.106986898","-0.126268378","-0.286835829"," 0.115828796"," 0.186394999","-0.325910093"," 0.046822065"," 0.100327202"," 0.125766022"," 0.082423711","-0.448723998"," 0.080326422"," 0.212631116","-0.222508000","-0.030916140"," 0.009407133"," 0.171370181"," 0.026571369","-0.161378506"," 0.037883525","-0.148601287","-0.066674720"," 0.011416670","-0.348778281"," 0.178613680"," 0.202215150"," 0.074678819"," 0.072527382","-0.089018661"," 0.181575289","-0.130600243"," 0.188496950"," 1.404407410"," 0.046275521","-0.345458836","-0.248668439"," 0.114735457","-0.104852654","-0.013026531","-0.114952527"
"M900.811T18.122"," 0.125102415"," 0.055294340"," 0.238271195","-0.019859191"," 0.095429559"," 0.020093023","-0.328567497","-0.069079519","-0.142893420"," 0.056882940","-0.001902392","-0.082422995"," 0.041347134"," 0.011206610"," 0.171631001","-0.084742956","-0.204486905","-0.185429307"," 0.067648790"," 0.344450348"," 0.049625060"," 0.309037263"," 0.108798595"," 0.451690938","-0.086180268","-0.527490826","-0.556946484","-0.014366302"," 0.220101588"," 0.094908474","-0.007128983"," 0.904760365","-0.551279088"," 0.039920292","-0.035963996"," 0.044058811","-0.013816392"," 0.174519304"," 0.123697920","-0.212329477","-0.088961128","-0.102511290","-0.194397565","-0.051129722"," 0.122075597","-0.308665862"
"M900.818T12.109","-0.170985791"," 0.187506147"," 0.263827482","-0.264036287","-0.099965431"," 0.155107289","-0.188121789","-0.146044356","-0.095339448","-0.106956912","-0.070531342","-0.084084634","-0.220870318","-0.592473158","-0.182928387"," 0.275716903"," 0.887477719","-0.085894928"," 0.081383907","-0.159867959","-0.380098004","-0.007216990","-0.183451596","-0.054333549","-0.105278197","-0.013717642"," 0.102660378","-0.181637147","-0.110256228","-0.279012931","-0.094488667","-0.208617015"," 0.026665317"," 0.151336991"," 0.949243464","-0.172367016"," 1.004937799","-0.170498132"," 0.984578350","-0.184374008","-0.095715321","-0.183320474"," 0.281864191","-0.171813863"," 0.006234845","-0.294243261"
"M900.82T12.108","-0.0454155343"," 0.1252985249"," 0.1700206313"," 0.0824362973"," 0.0545567042"," 0.0259459676"," 0.0518120185"," 0.3532632750","-0.0628529340"," 0.0438251712"," 0.0947710009"," 0.0760954244","-0.1108165437","-0.0003540711","-0.0626599013"," 0.2302936941","-0.2258401596"," 0.0735697119"," 0.6482016211","-0.0297944566","-0.7499329333"," 0.1833415579","-0.0625431782","-0.4572792992"," 0.0465262816"," 0.1742710654"," 0.3366410425","-0.0674456245"," 0.0408075099","-0.3176200224"," 0.0621880401","-0.0976514717"," 0.2306131491","-0.0989391969","-0.1791427455","-0.0516921513","-0.0991343703","-0.0443167308","-0.0526555223"," 0.2406152143"," 0.0598683531","-0.0623578765"," 0.3245625938","-0.5772513345"," 0.2021086670","-0.4759374593"
"M901.822T13.115","-0.233341130","-0.057279042","-0.043158506","-0.341619670","-0.454103069","-0.369189381"," 0.677057172","-0.139416283","-0.227483874","-0.073856540","-0.008350670"," 0.535367944"," 0.026920118","-0.156130421"," 0.221189355","-0.120177660"," 0.561866992","-0.455049299","-0.117268669","-0.336590585","-0.317267012","-0.057097752","-0.037666188","-0.045894202","-0.287341128"," 0.165393931"," 0.237080403"," 0.126540084","-0.040696252"," 0.570359422"," 0.016942083"," 0.053037944"," 0.070049975"," 0.157399267","-0.178514520","-0.033626181"," 0.586643028"," 0.026929564"," 0.672757369","-0.428189592"," 0.518107565","-0.021975117"," 0.016626299","-0.115743144"," 0.001975803","-0.545218431"
"M902.806T18.126","-0.2001094632"," 0.1063545075"," 0.0981993345"," 0.1930699478"," 0.1111817425"," 0.0893478590","-0.4294828424","-0.0355316964","-0.2104803893","-0.0051861717","-0.1570286614"," 0.0247525755"," 0.0895940102","-0.1136496634","-0.0744208703"," 0.0002748224","-0.1476671072","-0.2815049993","-0.1470954049"," 0.1345916592","-0.0496334494"," 0.0687288610","-0.1963205366"," 0.0210502783","-0.0583211810","-0.5969123924","-0.0822368981"," 0.2301248320","-0.1764650284","-0.0903874861","-0.0491443883"," 0.1907068545","-0.4911276510","-0.0402310964"," 0.5938816719"," 0.3194739187"," 0.6976055287"," 0.0065655643"," 0.2009349696","-0.3013546970"," 0.6967243802"," 0.2323714032","-0.1113603462"," 0.1405565736","-0.1402657211","-0.0601731533"
"M903.813T17.124","-0.437309054"," 0.134153990"," 0.199855444"," 0.134354332","-0.070956235"," 0.146309466","-0.396671674"," 0.232220574","-0.082182749"," 0.087172945"," 0.218884331"," 0.005566577"," 0.089268629","-0.032164550"," 0.185368995"," 0.076715335"," 0.033135776"," 0.484828961"," 0.156031133"," 0.106371470","-0.023028918","-0.136781958","-0.217923357","-0.080447303"," 0.157074462","-0.533879132","-0.326759631"," 0.751769082","-0.021504001"," 0.060832783","-0.106776706"," 0.233461267","-0.415877471","-0.381530055","-0.161453619","-0.163271992","-0.250114968"," 0.085018137"," 0.138653381","-0.065208382"," 0.702748714"," 0.015910864"," 0.021950110"," 0.058609152","-0.223575087","-0.388849066"
"M906.159T13.169","-0.075926620"," 0.097015882","-0.018392018","-0.365901684"," 0.271458091"," 0.081675903","-0.025536795","-0.036854539","-0.002182472"," 0.266388350","-0.016425134"," 0.131805254","-0.978290258","-0.398153260"," 0.092766974","-0.009470011","-0.353788954","-0.242916979"," 0.101053171","-0.106496083"," 0.217424857"," 0.232072029"," 0.080957235"," 0.060571173"," 0.135565667"," 0.179742745"," 0.034818136"," 0.071672403","-0.291058925"," 0.170110004","-0.368512236"," 0.489217820"," 0.127951156","-0.227832464"," 0.078694200"," 0.085094033","-0.044690584","-0.081900363","-0.159246348","-0.024391439","-0.275092952"," 0.229029645"," 0.326823905"," 0.206107293"," 0.226256469"," 0.108787721"
"M908.151T15.062","-0.0231782570"," 0.1882285480"," 0.2058534176"," 0.0226206414"," 0.0539223503"," 0.0900902406"," 0.2387228502"," 0.0186556599","-0.0004148623"," 0.0523707757"," 0.1943017409","-0.1379972706"," 0.1470093057"," 0.0591649231"," 0.0974869327"," 0.0586229129","-0.0715333333"," 0.0833926909"," 0.1417820034"," 0.0327071087","-0.0006608261"," 0.2106560724"," 0.1022865316"," 0.0191571669"," 0.0634509540","-0.3068703941","-0.0005619812"," 0.0168204944","-0.7719785326","-1.0870296065"," 0.0720647236"," 0.1749291793","-0.0580201215","-0.1693011611","-0.1893741364"," 0.1135105959"," 0.0780866877","-0.0535479539"," 0.1890774617"," 0.0471472941"," 0.0607035956"," 0.1499802121"," 0.1288326299"," 0.1598332313","-0.2451144110","-0.1558860853"
"M908.329T13.112","-0.060818501"," 0.034645273"," 0.266422483","-0.123691849"," 0.235481259","-0.201421558","-0.100566120","-0.002485381"," 0.088169772"," 0.026935709"," 0.048378293","-0.174233546"," 0.065644887","-0.064309049"," 0.230554219"," 0.013602045","-0.077356785","-0.056770109"," 0.136901670"," 0.063037216","-0.084803329"," 0.063266405","-0.063874736","-0.099058759","-0.130055783"," 0.113716283","-0.294584127"," 0.149677051"," 0.159192016"," 0.119785669"," 0.076350766"," 0.168164631","-0.049334089"," 0.018110768","-0.154358007"," 0.163949496","-0.202339762","-0.162990750"," 0.064020728"," 0.057548833"," 0.025186525"," 0.045047021"," 0.159366589","-0.117549399","-0.088385882","-0.284168081"
"M910.803T18.125"," 0.0160965041"," 0.0725375614"," 0.1660218416","-0.1730607699"," 0.0200957229","-0.0003949941","-0.5424071522","-0.0167693902","-0.1034434621"," 0.1021992275"," 0.1115714658","-0.0791557701"," 0.0607832990"," 0.1973959260","-0.0286525158","-0.0174801540","-0.1144087924"," 0.0167002957"," 0.0931038507"," 0.0533618664"," 0.1543890930"," 0.2265561639","-0.0113970579"," 0.0698292329"," 0.0201460292","-0.4802911251","-0.3774763733"," 0.0021357973","-0.0698293232"," 0.0421896805"," 0.1591867879"," 0.1262849345","-0.4798660482","-0.2074656132","-0.0901467729"," 0.1076101822"," 0.7572194208"," 0.1353757387"," 0.1346678074","-0.2111615444"," 0.4755104470"," 0.2818426418","-0.1056337905"," 0.0990529965","-0.4814455398","-0.1113783251"
"M910.804T17.517"," 0.017871431"," 0.117596517"," 0.175575286"," 0.085011701","-0.037909599"," 0.081164769","-0.178881213"," 0.055927480","-0.041817069"," 0.107213975","-1.119339039"," 0.002485603"," 0.129642785"," 0.133044707"," 0.006301150"," 0.060680123"," 0.319440399","-0.327540677","-0.196964936"," 0.088384775"," 0.077285427"," 0.235226332"," 0.201110229"," 0.104248951"," 0.150921300","-0.238222494","-0.670489189"," 0.081569188","-0.036870353","-0.070237726"," 0.210377674"," 0.111882620","-0.274773923","-0.028538465"," 0.481403991"," 0.127901213"," 0.045565014"," 0.158725098"," 0.161638575"," 0.067628028","-0.064445867"," 0.240542194"," 0.009847881"," 0.120408024","-0.309413032","-0.371178860"
"M912.805T18.125"," 0.4919241002"," 0.1351207395"," 0.4016713299"," 0.2823554960","-0.0431820829"," 0.0243071932","-0.2518345218","-0.2420621463","-0.4272021104","-0.0231455623","-0.1928912040"," 0.1903032549"," 0.2979640974","-0.1387652705"," 0.0705747609","-0.1742219712"," 0.0104737574","-0.2178078274"," 0.3040668118","-0.0592127515","-0.0346769724","-0.0277826588"," 0.2513017134"," 0.3833729487"," 0.1454116300","-0.9253541166","-0.3945878640"," 0.2716989591"," 0.2127591729","-0.1516557369"," 0.0112822929"," 0.4351384596","-0.3271205337","-0.3236356028","-0.0636902075"," 0.2860033867","-0.1894510385"," 0.0898157903","-0.0002565938","-0.0390349718"," 0.0137069864"," 0.0339630002"," 0.1289503776"," 0.3626150368","-0.8231665336"," 0.2359569829"
"M916.815T17.122"," 0.094433949","-0.378088676","-0.136708942"," 0.091687702"," 0.108236789"," 0.039099119","-0.050149349","-0.131448177","-0.078562756","-0.004372262","-0.205726360"," 0.035184874"," 0.058562595"," 0.049097481"," 0.030229224"," 0.096558541"," 0.041528368","-0.210401169"," 0.126756373"," 0.091988019","-0.001914086"," 0.157534132"," 0.276964519"," 0.073228194","-0.054303316","-0.337071220","-0.295987816"," 0.179087097"," 0.316995111","-0.127640086"," 0.114001079"," 0.117266316","-0.271841694","-0.345281564"," 0.813562725"," 0.033540806","-0.225005973"," 0.058688342"," 0.830380391","-0.201513668","-0.284471937"," 0.111708957","-0.017110335"," 0.152179110","-0.483086014","-0.257814415"
"M916.819T12.108","-0.178650951"," 0.009403613"," 0.576241946","-0.421730718","-0.117888142","-0.093403879"," 0.343574156","-0.204000964","-0.180364191","-0.248545594","-0.008083071"," 1.337863418"," 0.241812182","-0.229220166","-0.250055152","-0.120572791","-0.026583208","-0.114156931"," 0.094818614","-0.254747144","-0.304422159"," 0.118297227"," 0.327608755"," 0.080712100","-0.131752763"," 0.207494666"," 0.105485378"," 0.085530704","-0.220526916","-0.357676033"," 0.289667564"," 0.131694875"," 0.187528860"," 0.085111382"," 0.052021795","-0.153821455"," 0.180487533","-0.043309897","-0.168846032"," 0.102570310","-0.281131556","-0.202891659","-0.078769267"," 0.367090176","-0.099193924","-0.434670692"
"M920.829T13.111"," 0.005011050","-0.010331671","-0.001146479","-0.034244765"," 0.126768959"," 0.253608055"," 0.003458949","-0.110892912","-0.069560448"," 0.064740496"," 0.267987127","-0.053132197","-0.096378794","-0.202006760"," 0.231243176"," 0.083907490","-0.073648368"," 0.029083902","-0.066262766"," 0.054995419","-0.233704537"," 0.095318715"," 0.209058387"," 0.051899296"," 0.138596504","-0.025604145","-0.029625853"," 0.043701849"," 0.105296243","-0.034824413"," 0.121792301"," 0.220645737","-0.197290084","-0.318972441","-0.269800031","-0.005814582","-0.085513140"," 0.092545857"," 0.067093945","-0.196058530"," 0.027733326"," 0.093421264"," 0.080277438"," 0.116922834","-0.125144090","-0.345151317"
"M921.811T18.125"," 0.161140998"," 0.208710312"," 0.127236483","-0.194140639"," 0.136539270"," 0.211959079","-0.431252476"," 0.069933911","-0.050584761"," 0.321689146","-0.074654704"," 0.027959509"," 0.020367736"," 0.324401157"," 0.098585579"," 0.132278744"," 0.004275970","-0.149933486"," 0.205329640","-0.066141619"," 0.094451416"," 0.065100201"," 0.001395440"," 0.185289960"," 0.140329187","-0.559746946","-0.286844856"," 0.176934097"," 0.133438673"," 0.025660686"," 0.173493854"," 0.177755273","-0.382890095","-0.438410901","-0.203092444","-0.223157946","-0.416974829"," 0.157971811"," 0.190068150"," 0.049468663","-0.005005669"," 0.227296303","-0.071084143"," 0.197489472","-0.461495319","-0.031139887"
"M921.817T11.166"," 0.206956481","-0.151230124"," 0.252766722"," 0.241959415","-0.015479586"," 0.144229054"," 0.160639794","-0.122173437","-0.185302767"," 0.257220002"," 0.265779073"," 0.031567801","-0.100103925","-0.238739696","-0.236295071","-0.223684698","-0.441337943","-0.280890783"," 0.271212658"," 0.276713997","-0.467390881","-0.203589789","-0.173656235"," 0.288593985","-0.017605465","-0.017685621"," 0.067114140"," 0.085655831","-0.041392066","-0.570704274"," 0.305935187"," 0.270083899"," 0.024105213"," 0.063497737"," 0.067611690"," 0.672880350","-0.006790339"," 0.231276956","-0.144439426"," 0.062648493","-0.371414992"," 0.295352627","-0.398181162"," 0.180776025"," 0.100854912","-0.417343762"
"M921.819T12.109"," 0.062171286"," 0.053122828"," 0.118548619","-0.575724169"," 0.194847712","-0.013137177","-0.129500150"," 0.082352284"," 0.003839266"," 0.122862786"," 0.132778428"," 0.184469812"," 0.136070930"," 0.052574724"," 0.077551142"," 0.039348061","-0.301000708","-0.073599431"," 0.144142524"," 0.146160216","-0.241094481"," 0.083562976"," 0.045568423","-0.301008578"," 0.298066732"," 0.241612105"," 0.361244022","-0.082583813","-0.234551596","-0.724449083"," 0.181242669"," 0.137702781","-0.156317612","-0.109127826","-0.104199567"," 0.233556095","-0.193328554"," 0.092781614"," 0.077307488","-0.111568071","-0.149553878"," 0.168741665","-0.152937369"," 0.036695626"," 0.340905611","-0.196146364"
"M923.818T13.11","-0.04922939"," 0.05438332","-0.08291856","-0.25786052","-0.11720065","-0.08354979"," 0.25631947","-0.27961575"," 0.63842058","-0.08313844"," 0.65319795","-0.27281784","-0.09694778","-0.00137214"," 0.10656433"," 0.06574558","-0.19670244"," 0.20431332"," 0.08124041","-0.18578694","-0.02181498"," 0.07683904"," 0.02630014"," 0.59611053"," 0.06587617"," 0.39133807"," 0.31452445","-0.38970838","-0.15096228"," 0.52204771"," 0.07446203","-0.03617124"," 0.11338204","-0.65635483","-0.06226393","-0.08792958","-0.12568695","-0.31264182"," 0.65939727","-0.68200919"," 0.02682724","-0.19505133","-0.10889632","-0.24414523"," 0.28776500","-0.43427838"
"M924.81T18.125"," 0.006522319"," 0.163365534"," 0.049396495"," 0.060490665","-0.054675740"," 0.144056408","-0.438204955"," 0.087158077","-0.027170489"," 0.092756436"," 0.005644036"," 0.023187971"," 0.125810022"," 0.036124403"," 0.069241008","-0.069278640","-0.050990349","-0.064160242"," 0.084778027"," 0.053701997","-0.172319915"," 0.218766578","-0.180585833"," 0.159086730","-0.062221344","-0.476800313","-0.252430213"," 0.051127967"," 0.150173326","-0.035840850"," 0.193718512"," 0.176632827","-0.372344990","-0.297618101","-0.374998650"," 0.246247484"," 0.790522428"," 0.070426766"," 0.165950800","-0.235896881"," 0.696638234"," 0.027029008","-0.035380805"," 0.043702957","-0.611166803","-0.180171899"
"M924.816T11.109"," 0.148653301","-0.027842684"," 0.020102752","-0.211029069"," 0.113962887","-0.009337169"," 0.101559920","-0.506030224"," 0.030986571","-0.297392972"," 0.202876137","-0.252174558","-0.466049725"," 0.033840557","-0.119594971"," 0.111993981"," 1.422102540","-0.073419965","-0.252149967","-0.273857240","-0.396816682"," 0.256777590"," 0.121903029"," 0.107748429","-0.097906809"," 0.001946032","-0.013883575","-0.123006499"," 0.014846546","-0.261963679"," 0.228963836"," 0.284654591"," 0.020154035","-0.046995984","-0.099753168"," 0.154484175"," 0.028233206"," 0.210679594","-0.238340715"," 0.152632714"," 0.140353276"," 0.185851086","-0.137880733"," 0.194347949","-0.176979174","-0.207249171"
"M924.819T11.107"," 0.270591059","-0.393004963","-0.236697620","-0.148017962","-0.179320634"," 0.470353183"," 0.216011192","-0.053817281","-0.351739522"," 0.160060371"," 0.334000174","-0.195934421","-0.445005242","-0.257200807","-0.041537317","-0.087162479","-0.285825969","-0.441095848"," 0.215513823"," 0.145317406","-0.364379094"," 0.396770874"," 0.239704351","-0.207950539","-0.015688159"," 0.100004676"," 0.081570123","-0.045510251","-0.248658543"," 0.241455728","-0.061179332"," 0.070964306"," 0.121209019","-0.080198498","-0.018430314","-0.128777445"," 0.130617712"," 0.006760143","-0.179824057"," 0.575170581"," 0.261188447","-0.067120221"," 0.350957693","-0.049531088","-0.108842321"," 0.304229066"
"M925.814T17.122","-0.0530941396","-0.3487369396"," 0.0146280839"," 0.2203732914","-0.0001130435"," 0.0080402436","-0.1335866993","-0.0141500610","-0.1618575632"," 0.4238592945"," 0.2931697152","-0.1511993352"," 0.3049744909"," 0.3051458188"," 0.3174987443"," 0.0322558456","-0.0737882513","-0.0417766028"," 0.1495746001","-0.0043764239","-0.1333646389","-0.0045013433"," 0.0701244610"," 0.2462642548","-0.3545950946","-0.7401067820","-0.3716020627"," 0.1359795265"," 0.3671303483","-0.1662780592","-0.1395764701"," 0.0470664139","-0.0126255979","-0.1740294916"," 0.8227915045","-0.0964416324","-0.0730606440"," 0.2095126815"," 0.0233198184"," 0.0353489815"," 0.1534674141"," 0.1630512202","-0.3122152955","-0.0363234149","-0.5003652108","-0.2458119557"
"M925.817T16.12"," 0.009701444","-0.135893331"," 0.131373686"," 0.044824843"," 0.126639517","-0.243937843","-0.296390138"," 0.088621341","-0.050678758"," 0.218817933"," 0.168683914"," 0.640607853"," 0.028456034"," 0.011139434"," 0.201737578"," 0.073035127","-0.007891672"," 0.053282624","-0.015450801","-0.172229693","-0.058201586"," 0.052383884"," 0.133422385"," 0.069783553","-0.205469794","-0.392139322","-0.209564352","-0.036530162"," 0.186297631","-0.081103429","-0.430436383"," 0.200236144","-0.179871854","-0.005509205","-0.379313919"," 0.048276507"," 0.733081607"," 0.232250174"," 0.072099744"," 0.128406962"," 0.744733770","-0.482219939","-0.138785655"," 0.046915282","-0.308329873","-0.614861260"
