"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M650.482T1423.88",0.17131,-0.036859,-0.013273,-0.10703,-0.020739,-0.069648,-0.089,-0.01683,-0.085946,-0.074875,-0.11125,-0.001954,-0.033332,-0.0069658,0.0014133,-0.029256,0.027434,-0.068603,-0.0020877,0.067897,-0.022951,0.015437,-0.011166,-0.080053,-0.032807,-0.0072333,-0.037246,-0.01752,0.014294,0.046858,-0.027297,0.018126,0.017924,0.024974,0.027964,0.071118,-0.063975,0.026201,-0.01382,-0.013121,-0.018991,0.011102,-0.042865,-0.03628,3.1234e-05,0.0089209
"M652.863T18.122",-0.030554,-0.056825,-0.01781,-0.062937,-0.038933,0.033579,0.013181,-0.048085,0.047198,0.0066925,-0.051528,-0.023691,-0.010884,-0.034679,-0.062476,0.039732,0.078272,-0.031437,-0.011095,0.041817,0.034235,-0.064247,-0.012895,0.0049551,-0.030033,0.068169,0.017964,0.005653,0.11085,0.14359,-0.069498,-0.03376,-0.034034,0.028206,0.011511,0.0043645,-0.072963,0.047297,-0.088738,-0.010907,-0.0059695,-0.015599,0.039155,-0.0029627,-0.025346,-0.027356
"M652.865T11.104",-0.002669,0.0037471,-0.066141,0.02984,-0.078602,0.038614,0.048201,0.035244,-0.049115,0.042917,0.015542,-0.028906,-0.053063,-0.042938,0.020065,0.014734,-0.062807,-0.025309,0.01722,-0.039167,0.02635,-0.050325,-0.10436,0.062942,0.044381,-0.0013136,0.029161,0.040454,-0.027448,0.0077068,0.01762,0.028896,-0.013656,-0.017834,-0.082541,-0.075203,-0.019187,-0.010181,-7.0667e-05,-0.028494,0.01834,0.013009,0.0094454,-0.016075,-0.0091895,0.012765
"M653.868T15.563",-0.010502,-0.0037323,-0.00043592,-0.085469,-0.027716,-0.036197,0.043285,-0.07051,0.068514,-0.0053863,0.012637,0.0022928,0.044697,0.01592,0.038102,0.051532,-0.01224,0.0077492,-0.018328,-0.051644,-0.02194,-0.021207,0.054885,0.0094792,-0.0051192,0.030898,0.0077087,-0.017255,0.037303,-0.042171,-0.053602,-0.019438,0.029345,-0.0022153,0.029522,-0.00095341,-0.0089081,0.02226,-0.027044,-0.041317,-0.020952,-0.03285,-0.0033555,-0.059682,0.0012211,-0.0069183
"M653.871T12.106",-0.020998,0.011769,-0.012056,-0.099508,0.096588,0.024225,0.092807,0.042873,-0.024217,-0.0029944,0.094996,-0.054959,-0.012516,0.036032,0.020282,-0.044596,0.01687,0.027766,-0.013015,-0.067509,0.00066849,-0.064708,0.019252,0.039166,0.074216,0.0066301,-0.0097291,0.0048287,-0.011289,-0.020518,-0.030609,-0.020918,-0.030478,0.012523,-0.0031106,0.031541,-0.056988,0.0027031,0.022117,-0.018401,-0.053877,-0.03376,0.0075628,0.06359,-0.012548,0.0050583
"M660.871T17.121",-0.052557,-0.086617,-0.0046936,-0.054183,0.01369,-0.0087326,0.029536,-0.065106,-0.042358,0.014261,-0.046188,-0.031341,-0.012675,-0.03657,-0.03717,-0.011859,0.017129,-0.0089602,0.024595,0.023562,-5.0872e-05,-0.033976,-0.031469,0.014773,-0.023089,0.0043081,0.003196,0.016838,-0.0096064,0.037447,0.012439,-0.045194,-0.062059,-0.02591,-0.0015385,0.0011932,-0.012243,0.017612,0.00011568,0.0050418,-0.072065,0.0018892,-0.0048144,0.055942,0.0054448,0.0010689
"M660.874T12.107",0.0039476,0.035612,-0.079518,0.065583,-0.085923,-0.043254,-0.0026744,0.1225,0.025025,0.025301,0.011748,0.027829,0.026692,-0.038903,-0.030306,0.011724,-0.011812,0.063897,-0.021945,0.031604,-0.057123,0.026036,-0.0034019,-0.034092,0.0041453,-0.0066347,-0.015422,0.067873,-0.043464,-0.012748,-0.06142,-0.026296,-0.078325,-0.015128,0.010234,-0.028801,-0.041409,0.039566,0.052936,0.044393,-0.08568,0.036784,-0.042264,-0.044423,0.0020338,0.0013926
"M663.459T1408.312",0.072704,0.0072471,-0.0039017,-0.14808,-0.12144,0.076254,-0.036872,0.083104,0.035595,-0.045039,-0.019033,0.052131,0.061519,-0.040989,0.017033,0.029634,-0.025201,0.095066,0.030451,-0.011523,0.014198,0.083765,-0.053678,0.0080976,0.017341,-0.0065373,-0.03148,-0.039961,-0.040945,-0.043328,-0.034292,0.012569,-0.063492,-0.010932,-0.06523,-0.057263,0.052287,-0.00075105,-0.018988,0.028874,0.02161,0.023168,0.045923,0.0066615,-0.038344,-0.0020062
"M663.461T1374.938",0.071997,0.0027265,-0.00099137,-0.13704,-0.1057,0.064394,-0.062506,0.053097,0.032842,-0.062047,-0.040783,0.033933,0.053816,-0.023055,0.014215,0.084052,0.016071,0.11144,0.0056145,-0.0016647,0.054379,0.067536,-0.012032,0.038994,0.055263,-0.0046156,-0.0018296,-0.0080532,-0.082163,-0.0222,0.0014836,0.033601,-0.029992,-0.023028,-0.084879,-0.038923,0.041851,-0.080581,-0.024631,0.063209,0.026492,0.012068,-0.00088517,-3.5782e-05,0.06052,0.0056063
"M664.853T17.893",0.010592,-0.043581,0.0018683,-0.072967,0.016224,0.05111,0.064603,-0.099925,0.0083676,0.035016,-0.059986,0.021766,-0.026708,0.054477,0.12657,-0.029089,-0.023916,0.0051933,0.0077891,-0.024202,-0.078617,-0.032228,-0.043478,-0.019294,0.11713,0.10578,0.047694,0.0063229,-0.020944,-0.046054,-0.045874,-0.023032,-0.040966,-0.037285,-0.053025,0.06034,-0.068334,-0.026609,0.058703,0.026984,-0.062498,-0.074469,-0.12836,0.037471,0.037905,0.0049841
"M664.856T11.103",-0.0044147,-0.02909,-0.025651,0.014499,-0.056689,0.036159,-0.010964,0.030625,-0.0056115,-0.029588,-0.0059057,-0.027898,-0.026894,-0.00665,0.06696,-0.0292,-0.071254,-0.045515,0.029887,0.06567,0.030709,-0.020569,-0.075414,-0.040854,0.059496,0.028315,0.031269,-0.044396,-0.0043122,0.040847,0.020728,-0.020225,-0.007183,-0.030194,0.035736,0.035903,0.040089,-0.05705,-0.026625,-0.10682,-0.010202,0.073201,-0.021961,0.0020563,0.0076895,0.03098
"M665.856T18.124",-0.029442,-0.013928,-0.010432,0.0297,-0.058893,-0.06201,0.040546,0.00065222,0.021418,-0.0083467,-0.00031554,0.065234,-0.0020559,0.038739,-0.018286,0.069821,-0.10851,0.0032805,0.03292,0.0032467,0.043695,0.0027724,0.02125,0.009635,0.024786,0.0025557,-0.0050765,-0.014927,-0.0051867,0.019076,0.028843,0.022487,0.016536,0.071496,0.070429,0.034073,0.027457,0.029406,-0.029252,-0.0076857,-0.017362,-0.020621,-0.01652,-0.076063,0.038249,0.0088212
"M667.868T16.126",0.018318,0.0057015,-0.056501,-0.067379,0.032591,0.081525,-0.0064845,-0.018149,-0.0031184,0.015807,-0.0019842,-0.01777,0.070632,-0.027963,-0.048313,-0.10863,-0.073382,0.07243,-0.0082117,-0.0020516,0.062538,0.044698,0.013245,0.034539,0.030351,-0.069203,-0.01594,0.078866,0.03782,-0.088448,-0.04917,-0.064022,-0.049764,0.032592,-0.073794,0.086139,-0.014491,0.055947,0.020549,0.034295,-0.01106,0.016089,0.024793,-0.036361,-0.004198,0.023824
"M671.358T17.117",-0.024286,-0.028077,0.024425,-0.014915,0.020519,-0.055717,-0.078837,0.071583,-0.016052,0.1169,-0.021807,-0.017613,0.018384,-0.030725,0.068022,-0.028165,-0.076841,0.039769,0.047771,0.082697,0.013,0.00339,0.0079312,0.026924,-0.093657,0.0066332,-0.11367,0.057215,0.01506,-0.15064,0.045316,-0.026615,-0.023198,0.10137,-0.049389,0.071828,-0.097407,-0.045029,0.058426,-0.048597,0.0067039,0.042047,8.8281e-05,-0.026983,-0.0045348,-0.035541
"M672.874T15.116",-0.078404,-0.001498,0.0027209,-0.023192,0.0097241,-0.041994,-0.0044447,0.008271,-0.024733,-0.026685,-0.0072133,-0.015974,-0.032066,0.014922,0.017148,-0.013039,-0.056394,-0.020695,-0.013656,0.016876,0.0071081,-0.020543,0.0062565,-0.043486,0.039202,0.053285,-0.063999,-0.0033191,-0.04124,0.0010049,-0.01527,-0.041364,-0.052808,-0.0091526,0.09444,-0.024718,0.026869,0.023707,-0.059365,-0.0083353,0.0049702,0.0044718,0.041021,-0.019389,0.022282,-0.022432
"M680.861T18.117",-0.014814,-0.059593,0.022573,-0.047989,-0.01991,-0.0015219,-0.015883,0.071898,-0.040596,0.054049,-0.015547,-0.047919,0.020208,0.013248,-0.050848,-0.0050069,0.080224,-0.049908,0.054969,-0.035902,-0.048794,0.048164,-0.023465,0.14905,0.04636,-0.041326,-0.028046,0.011094,0.08816,0.090343,0.067071,0.012193,-0.052675,0.071379,0.020158,0.062225,0.098494,0.019351,-0.068194,0.093139,0.024531,-0.063279,0.034692,-0.027712,-0.043625,-0.0098532
"M680.864T11.105",-0.018574,-0.010372,-0.063232,-0.04011,0.043824,0.085805,0.097831,0.070339,-0.030736,-0.066266,0.026774,-0.055282,0.049318,0.0094435,0.11128,0.042986,0.032844,-0.047885,0.040067,-0.0079154,-0.039775,0.034184,-0.052647,-0.01258,-0.054452,-0.0048396,-0.0035619,-0.021048,0.026512,0.050394,0.060886,0.016279,0.017166,0.0068205,-0.011113,-0.00039792,0.011746,0.018561,-0.011124,0.012756,-0.064482,-0.032074,0.013224,0.062772,0.0047236,0.015168
"M681.468T1391.964",0.13525,0.0013619,0.013523,-0.18946,-0.12084,-0.002823,0.026912,0.098227,-0.0093766,-0.14799,-0.011792,0.008896,0.048446,-0.00083936,0.00073318,0.043121,-0.022344,-0.030055,0.059419,0.023795,0.0079282,0.0029959,0.023973,-0.018572,0.10114,-0.031032,0.045033,-0.03377,-0.014872,-0.013698,-0.04076,0.034445,-0.0043311,0.0071461,-0.055046,0.021603,0.015326,-0.046566,0.0011172,0.051409,0.024149,0.006527,0.0016318,-0.011089,0.055717,0.010486
"M691.857T17.129",-0.0122,-0.052329,0.0086684,-0.016081,-0.090506,-0.0015207,0.077659,-0.069006,0.029151,0.0091931,0.03181,0.021803,0.073949,-0.018017,-0.0066132,-0.00058656,0.044467,-0.020186,0.0048683,0.035182,0.0023916,0.015225,0.032845,0.0054179,0.014811,-0.00049365,-0.069287,-0.015662,0.0014273,0.0051154,0.016796,-0.02436,0.00096086,0.01723,0.0018588,-0.023668,0.0034256,-0.02077,-0.010481,-0.0034307,-0.0056988,-0.020639,-0.025272,-0.0010068,0.025542,0.0070597
"M694.849T18.125",-0.044084,-0.071287,-0.0065869,0.011463,-0.048778,-0.05064,0.00090498,0.0039223,-0.0038842,-0.030974,-0.053995,0.028145,0.0033816,-0.0067765,0.0022835,0.0028387,-0.010122,-0.017535,-0.0051564,0.017049,0.024977,0.0027221,-0.00055146,0.011009,-0.015331,-0.0039837,0.0011852,0.0045534,-0.024351,0.022003,-0.037983,0.023317,0.039266,0.035765,0.032229,-0.02899,-0.017139,0.038786,-0.036888,0.015479,-0.010765,-0.0069152,0.01965,-0.039118,0.0011101,0.019201
"M694.852T11.105",-0.010328,-0.020083,-0.010218,-0.05354,-0.031066,-0.0048479,0.045816,0.028716,-0.047549,0.11717,0.11157,-0.028227,-0.077526,0.14144,0.0056315,0.013972,-0.028528,0.055147,-0.097529,-0.041824,0.01737,-0.00035557,-0.019956,-0.029114,0.042791,0.0702,-0.033138,-0.039102,0.028732,-0.0080511,-0.018969,0.035823,-0.050406,-0.030997,0.037092,0.050036,-0.0092462,0.0023889,0.08752,0.061688,0.050421,-0.023542,-0.023195,0.026577,-0.087887,0.0097928
"M696.843T19.128",-0.004333,-0.073387,-0.0020478,0.016781,0.014459,-0.0023928,0.024011,-0.0055886,-0.010247,0.012375,0.0085696,0.013055,0.061228,0.079673,-0.0067717,0.049573,-0.0090319,-0.0045557,-0.045689,-0.021013,0.012824,-0.036364,0.011314,-0.022624,0.049314,-0.0039183,-0.013508,0.045741,-0.0012671,0.049947,-0.028686,0.001722,-0.03521,0.036894,0.013229,0.030931,0.028942,0.069089,-0.046532,-0.037539,-0.099351,0.055158,-0.010625,0.015261,-0.044325,0.0024102
"M696.846T18.125",-0.019297,-0.044665,0.023915,-0.043135,0.015458,-0.0074322,0.0048423,-0.04293,-0.066796,-0.088126,-0.021941,0.14689,-0.026958,-0.071756,0.05134,0.068072,0.03711,-0.028473,-0.049742,0.029339,-0.017835,-0.11123,-0.13144,0.0012117,0.081443,-0.10735,0.029337,-0.017916,0.1146,0.021088,0.035803,-0.078446,-0.022256,0.11066,-0.055419,-0.030409,-0.055094,-0.023725,0.014188,0.0061447,-0.0084223,0.015824,-0.019025,0.037897,0.010592,-0.00085298
"M696.848T11.105",0.0075493,-0.015671,-0.11478,-0.0019952,-0.039033,0.018355,-0.028379,-0.021196,0.017516,-0.011413,0.040356,0.039661,0.016992,-0.051132,0.05955,-0.034649,-0.056112,-0.038965,-0.038408,-0.032914,0.082869,-0.058742,0.00072227,-0.035258,0.022565,0.052171,0.041267,0.0028978,0.0047383,0.051767,0.034469,0.033692,0.058044,-0.013508,0.02819,-0.013195,-0.076728,-0.0018361,0.049207,-0.015432,0.0017874,0.021028,0.040334,0.026341,0.074652,0.016798
"M705.862T12.108",0.017724,0.040288,-0.0086658,0.022317,0.031194,-0.02052,-0.018186,-0.0092971,0.0098338,0.01259,-0.05194,-0.0060654,-0.071607,-0.056675,-0.027001,-0.0045215,0.0075911,0.0081043,-0.056595,0.055216,-0.053153,0.045253,-0.030739,-0.015958,-0.015275,0.026473,-0.10343,0.058265,0.088114,-0.08869,-0.033438,0.081414,-0.014478,0.014414,-0.013827,-0.051275,-0.013031,0.059193,0.038304,-0.0045964,0.065155,0.08051,-0.0013328,0.034476,-0.020147,-0.0047545
"M706.844T11.105",0.012633,-0.0016602,-0.02723,-0.025933,-0.011174,0.065688,-0.024999,-0.03007,0.022308,-5.0503e-05,-0.039695,-0.042426,-0.0035043,-0.02669,-0.098301,-0.054641,-0.032292,0.049657,-0.015392,-0.011511,-0.019772,0.0025971,0.049941,-0.008474,0.08163,0.0016909,-0.0094451,-0.054683,-0.0027596,-0.025747,0.073224,0.013197,-0.0066861,-0.057452,0.029585,0.037424,0.032764,0.0073002,0.0048174,0.065466,-0.027518,0.04717,0.014987,0.0076589,-0.028256,0.0066649
"M711.854T15.533",-0.061835,-0.032176,-0.015349,-0.072378,-0.051131,-0.071728,-0.019822,0.023082,-0.026381,0.022311,-0.013844,0.025216,-0.050003,0.011061,-0.0026786,-0.01613,0.018709,-0.053718,0.022451,0.0080162,-0.038965,0.03163,-0.019763,-0.010577,0.022365,0.013235,-0.0028821,-0.040037,-0.010911,-0.005262,-0.010728,-0.023636,0.03747,0.015333,0.00089431,0.024157,-0.016957,0.027917,0.021618,0.052895,0.024003,-0.015359,-0.033373,0.0059359,0.034557,0.00041203
"M712.85T18.123",-0.0062246,-0.050653,0.029183,-0.067825,-0.008187,0.011686,0.030474,0.024231,-0.033066,0.041495,0.016252,-0.028583,0.0088313,0.048378,-0.031087,-0.0044485,0.02636,0.00056039,0.023681,0.028904,0.00080651,-0.044784,0.018504,0.13489,0.018447,-0.045154,0.032426,-0.041424,-0.015158,0.021977,0.012988,-0.050919,-0.081279,-0.008401,0.025183,-0.1185,-0.073343,-0.022546,-0.021881,0.0051868,0.011986,-0.030128,0.059012,-0.057806,0.016589,-0.0075615
"M717.846T18.125",-0.019807,-0.081786,0.018692,-0.013987,0.0028054,-0.0033138,-0.02155,-0.00074355,-0.059117,0.048301,0.01897,0.040986,-0.034937,0.023484,-0.023385,-0.022549,0.0089449,-0.063707,-0.014756,-0.0052826,0.022012,-0.019196,-0.0046826,0.0050597,0.0030301,-0.0072628,-0.019575,-0.021571,0.0060684,-0.025106,-0.01579,-0.00028491,-0.043924,-0.0049322,-0.01533,-0.019766,0.0088988,0.048649,0.046215,0.024708,0.015121,-0.016216,-0.032412,-0.04253,0.0085267,-0.0057638
"M717.849T18.124",-0.0046955,-0.07714,0.0022554,0.003929,0.012652,-0.012235,0.0088761,-0.0063379,0.035442,0.010958,0.019798,0.057966,-0.030708,0.0093119,-0.0028259,-0.0026983,0.019248,-0.029297,0.026695,-0.020629,0.0025638,0.028658,0.0027729,-0.03229,0.015278,-0.0094388,-0.0059368,-0.054392,0.016496,-0.016011,-0.003037,-0.020032,-0.029365,0.022365,0.014961,-0.020537,-0.012941,0.068185,0.026642,0.018575,0.033792,-0.036445,-0.03864,-0.027474,0.00087025,0.0047263
"M720.849T18.123",-0.032799,-0.053309,0.017558,-0.045696,-0.048348,-0.013081,0.020577,-0.022217,0.028932,0.067908,-0.013024,-0.038511,-0.029705,0.033058,-0.011811,0.0042249,0.0060617,0.018618,0.03328,-0.0022533,-0.012305,-0.010799,-0.0035171,-0.030784,-0.058978,0.046269,-0.038403,-0.023508,0.012475,-0.074383,-0.033128,-0.004754,-0.023745,0.055559,-0.00997,0.012242,-0.062054,-0.071013,0.053835,-0.03322,0.0066532,0.094342,0.060914,-0.0012312,-0.079727,-0.016441
"M725.522T13.111",-0.011401,0.0010468,0.005911,-0.013574,0.027479,0.014668,0.036587,0.0055644,-0.053522,0.02612,0.022069,0.036501,-0.0011694,0.01662,-0.027393,-0.045918,-0.013719,-0.012188,0.011464,0.078371,0.040581,-0.055014,-0.054851,0.0093972,0.017302,-0.066561,0.0075123,-0.00969,-0.013189,0.043948,0.040287,0.035026,0.1129,-0.028028,0.007972,0.04078,0.061166,-0.0020032,-0.031131,-0.013474,-0.046457,0.0078923,-0.015985,-0.039529,0.024563,0.0076882
"M725.853T17.122",-0.017345,-0.056497,0.014405,0.021041,0.046749,-0.032828,0.016646,0.093689,-0.015015,-0.068609,0.044424,-0.014486,0.0081654,-0.035341,0.062468,0.0098831,0.038016,0.053495,0.04298,0.0049742,0.058266,-0.017543,0.045679,0.011101,-0.0059843,-0.037272,-0.046726,0.0038266,-0.042303,-0.032634,0.060465,0.026035,0.039443,0.01826,0.0011078,-0.037627,0.061222,-0.013736,-0.011752,-0.023241,0.04322,-0.029521,-0.062981,-0.020445,0.01636,-0.007257
"M728.859T17.123",-0.00072481,-0.073664,0.010272,-0.017325,0.082399,0.050273,0.03686,0.016744,0.020522,-0.044979,0.02253,-0.039736,-0.0041611,-0.030732,0.03293,0.044143,0.051433,-0.012902,0.062562,0.034068,0.018938,-0.0098073,-0.01592,-0.026717,0.0104,-0.028407,0.034333,-0.039035,0.026479,0.0011329,-0.008974,-0.019273,-0.029152,-0.012428,-0.018545,-0.060271,-0.016866,0.017151,0.0013541,0.014234,-0.0074588,0.0068984,-0.039768,0.01409,0.022063,0.014093
"M732.841T18.125",-0.0081731,-0.062406,0.0025934,0.036065,0.011894,-0.11528,0.026778,0.037472,-0.03342,0.0016113,0.013245,-0.019537,-0.13356,-0.003444,-0.036573,-0.029288,0.031116,-0.028213,0.011427,-0.024303,0.031785,-0.048322,0.027637,-0.027078,0.059596,0.0085827,-0.048861,0.020082,-0.011125,-0.044106,-0.030871,0.052494,-0.0086854,-0.020408,0.016662,-0.037984,-0.00093218,0.053993,-0.020294,0.016782,0.022599,0.021504,0.03166,-0.039107,0.023289,0.0086271
"M733.846T16.933",-0.042292,-0.034088,0.010487,4.5015e-05,-0.064183,-0.036311,0.054801,0.025128,-0.061753,-0.068687,0.056224,-0.028761,-0.12821,-0.022054,0.097511,0.0025859,-0.041755,0.0028043,-0.065834,0.025058,0.038322,0.088578,-0.0013757,0.00040766,-0.083426,0.067934,-0.1177,-0.094644,0.093275,0.055736,0.064393,-0.011991,-0.014601,0.002271,-0.080183,-0.059452,0.014898,0.026792,-0.020949,0.074721,0.031496,-0.045679,-0.028733,0.060129,0.034357,-0.010894
"M733.848T12.11",0.016783,0.059813,-0.061707,0.00060929,-0.023855,-0.061236,-0.057972,-0.019162,0.028859,0.059397,0.0085134,-0.065135,0.11378,0.014587,-0.045273,-0.0062378,0.099185,-0.063536,0.081754,-0.030336,0.033097,-0.017135,-0.061195,-0.071465,-0.0066001,-0.03035,-0.0021183,0.13867,-0.0025944,-0.050334,-0.0016363,-0.060669,0.07446,-0.088302,0.10077,0.03503,0.00086856,-0.012773,-0.049473,0.010925,-0.0043432,0.037007,0.049925,0.017397,0.013221,0.015269
"M748.186T13.112",0.010077,0.0053456,-0.040263,-0.0085844,0.029218,0.0066885,-0.011625,-0.030433,0.019493,0.022542,-0.0030326,0.028233,0.0029406,0.01554,-0.0095921,-0.019106,-0.0011754,-0.012889,-0.022333,-0.029251,0.027795,-0.056994,0.011077,-0.0071129,0.013553,-0.0052085,0.025575,-0.024113,0.0095665,-0.030397,0.037585,-0.0068499,0.019572,-0.064623,-0.0025408,0.022724,0.0054585,0.016175,-0.013081,0.014844,-0.080921,-0.0021621,-0.03973,-0.012308,-0.061521,0.0066352
"M748.848T18.125",-0.046427,-0.065477,-0.0033826,-9.2692e-05,-0.017025,-0.050775,0.046825,0.032586,0.033926,-0.041888,-0.031666,-0.025807,0.013479,-0.010477,0.025399,-0.0068188,0.010704,0.017806,0.050425,-0.0040814,0.0071615,0.0067366,0.002233,0.014582,0.0022698,-0.0026902,-0.0082704,0.0082004,-0.0031692,0.077535,0.0453,0.0010923,0.010116,0.020273,0.047331,0.022672,-0.01634,0.011072,-0.01401,-0.033347,0.0097657,-0.025568,0.028959,-0.015897,0.0046939,-0.00099961
"M748.852T11.107",0.022535,0.0010176,-0.01847,0.034859,-0.048065,0.03246,0.048015,0.010537,0.046469,0.029218,0.045227,0.060706,-0.036046,0.044622,-0.011837,-0.010443,0.015047,0.00020196,0.055844,-0.03699,-0.033081,0.032269,-0.050119,-0.0573,-0.07778,0.041402,-0.0011497,-0.012314,-0.087656,0.049086,0.065232,0.041085,-0.057064,0.02298,-0.01112,0.028808,-0.039799,0.068998,0.042444,0.10017,-0.026585,0.087292,0.0095418,-0.14305,0.084934,0.03123
"M755.848T17.122",-0.013004,-0.063301,-0.035408,0.068382,-0.031587,-0.019307,-0.037531,0.10085,0.026989,-0.053323,0.020369,0.024228,-0.0033586,-0.026542,-0.029599,-0.015935,0.10746,0.05745,-0.039153,-0.0010002,-0.0068824,-0.034707,-0.025087,0.0067935,-0.010483,0.04613,-0.0028314,0.028023,0.040123,-0.009198,0.028454,-0.01308,-0.040063,-0.029946,-0.023097,-0.0020315,0.0082682,-0.023683,-0.09039,0.033177,0.048016,-0.019641,-0.010101,0.0097075,0.0063828,-0.020712
"M759.846T17.125",-0.014829,-0.065078,0.021372,-0.022446,-0.069264,0.015172,0.018306,-0.041565,-0.062975,-0.0036915,-0.057518,0.014653,0.045865,-0.063606,0.010567,-0.0040328,0.021776,-0.017437,-0.01146,0.0079808,-0.0087278,0.019746,0.021178,-0.05444,-0.046988,0.018259,0.01171,-0.052858,-0.031757,0.024329,-0.018999,0.026899,0.015984,0.018613,0.018706,0.0045195,-0.030129,-0.026219,-0.001257,0.031119,-0.021766,-0.0015819,-0.038033,0.012621,-0.004395,-0.011082
"M762.841T18.125",-0.044851,-0.075011,-0.0030418,-0.022538,0.018257,-0.019914,-0.028477,0.079127,-0.029777,0.0029814,-0.013557,-0.056669,-0.019592,0.038593,0.019219,-0.025247,-0.010845,0.012645,-0.050153,-0.0044381,0.0076978,-0.032165,0.0039765,-0.017288,0.0069815,-0.026151,0.0062235,0.064882,-0.016863,-0.021069,-0.011291,-0.010359,-0.006012,0.027148,-0.00023715,-0.026173,-0.062144,0.043474,-0.04476,-0.0036429,-0.014996,-0.02278,0.012207,-0.024728,-0.031922,0.00053054
"M762.847T11.105",0.010603,-0.013018,-0.036565,0.037547,-0.092142,0.065984,0.0024747,-0.0059458,-0.034118,-0.020502,0.00094172,-0.022999,-0.015852,0.010773,-0.040448,0.03473,0.00035952,0.022949,0.026637,0.047023,0.049488,0.0044662,-0.0475,-0.015781,0.02545,-0.045814,0.076361,0.02399,0.037095,0.064904,0.062509,0.022452,0.087299,-0.00042657,0.044409,1.032e-06,0.033178,-0.017928,0.03296,0.035346,-0.024773,0.045372,-0.020152,-0.0047626,0.017206,0.0067209
"M764.831T18.142",-0.017586,-0.048949,-0.0054364,0.015883,0.045652,-0.03377,0.0060871,0.025463,0.028126,-0.054801,-0.033008,-0.028641,0.016116,0.026089,0.055472,-0.011503,0.012747,-0.010532,-0.06942,-0.021347,0.030447,-0.041766,-0.039435,-0.058828,-0.021608,-0.0086893,-0.016291,-0.078939,0.012009,0.066666,0.0036255,-0.017563,-0.10463,-0.014666,0.0020283,-0.0093575,0.051165,-0.014002,-0.033688,0.05526,3.2264e-05,0.056617,-0.035888,-0.0049399,-0.0056575,0.018401
"M764.834T11.202",-0.044262,0.00074207,-0.030948,-0.10457,-0.048892,-0.045221,0.039154,-0.094352,-0.084457,0.090491,0.054023,0.068215,0.022643,-0.044965,0.024945,-0.12145,0.003259,-0.041492,-0.013179,0.053766,-0.073281,-0.022556,-0.0089917,-0.021606,-0.051067,0.017604,0.057557,-0.018737,0.066944,0.040342,0.053344,0.066903,-0.051806,-0.0061732,0.065891,0.010177,-0.010107,0.03431,0.044857,0.062534,0.072009,-0.0026033,0.015597,-0.058169,0.024571,-0.012509
"M764.837T11.106",0.01196,0.0028333,-0.085344,-0.00075711,-0.042181,-0.012032,-0.034592,-0.030821,-0.013245,0.017355,0.0011751,0.030834,0.0023761,0.015312,0.030399,-0.047178,0.040939,-0.022192,0.0058865,0.0054908,-0.0078184,0.038795,-0.088138,-0.090051,0.020913,0.0018681,-0.12809,0.035844,0.0040276,0.00045953,0.085123,0.025543,-0.027701,0.037215,0.0045537,0.0087895,0.0672,0.0052042,-0.011407,-0.043428,0.090158,-0.10994,-0.048862,0.0068839,0.057649,0.0054037
