"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46"
"M817.177T13.11",0.01158,0.0074444,-0.043999,0.038406,0.022009,-0.051981,0.0042451,-0.059924,-0.023374,-0.021379,0.028055,0.021457,0.014404,0.026941,-0.011714,-0.02265,-0.030666,-0.041132,0.052454,-0.044052,-0.0075503,0.019676,0.018708,0.023205,0.033364,0.10868,0.0023165,-0.014143,0.041421,-0.031005,0.014632,0.041991,0.018795,-0.01027,-0.0038354,0.030961,-0.011912,-0.0031807,0.0038305,-0.018202,-0.0083224,-0.024071,0.0012956,0.02012,-0.033648,0.020477
"M817.179T13.109",0.010329,0.035157,-0.030972,0.02412,0.01439,-0.028944,0.0041609,-0.051918,-0.014377,0.008522,0.047948,0.021341,0.031275,0.0078503,-0.013418,0.016577,-0.042118,-0.019422,0.057524,-0.049186,-0.033541,0.012015,-0.0049463,0.039599,0.0076357,0.023872,-0.0016704,-0.025683,0.0047871,0.00091863,0.0022892,0.077012,0.056729,-0.0010402,-0.049668,0.050094,0.01433,-0.0057968,0.022119,-0.034391,0.0297,-0.024015,0.027763,0.0098464,0.036746,0.003242
"M817.26T833.71",0.11882,-0.033712,-0.054991,0.14765,0.015852,-0.12572,0.052239,-0.046489,-0.018177,-0.0097772,-0.037792,-0.00036811,-0.0037242,-0.022028,0.013083,-0.026202,-0.010043,0.048226,-0.015409,0.0065639,-0.036168,0.018872,0.012765,-0.0034745,0.063515,-0.0083663,-0.008233,0.027191,-0.003,-0.02913,-0.03191,-0.054358,-0.020953,-0.01673,-0.013774,-0.023815,0.0047449,-0.0031126,-0.0081651,-0.039179,-0.0062063,0.00065388,0.011833,0.01942,-0.011241,0.040404
"M817.264T834.906",0.12536,-0.027643,-0.041928,0.13893,0.022577,-0.12338,0.055992,-0.023071,-0.012883,-0.0089202,-0.026493,0.009262,-0.0080354,-0.0076862,0.00019605,-0.012057,-0.0048061,0.029566,-0.021834,-0.0032069,-0.033309,0.017226,0.005371,0.0037859,0.04825,-0.016598,-0.031458,0.01901,-0.0064693,-0.0080615,-0.027812,-0.045029,-0.017884,-0.031856,-0.026144,-0.027143,0.019578,-0.0012143,-0.0066399,-0.039072,0.01029,0.012486,0.010026,0.034422,0.0037073,0.037176
"M817.498T15.117",-0.0045756,-0.02104,-0.014765,0.0036715,-0.019356,0.025743,-0.023308,-0.010643,-0.016433,-0.034035,0.021287,0.0098616,0.010333,0.06068,0.024461,0.0063293,0.016674,0.010717,0.047932,-0.041073,-0.020455,-0.010262,0.029809,0.01372,0.030437,-0.0055341,-0.065264,0.037433,-0.029682,0.021967,0.011829,0.0053439,-0.046363,0.060084,0.049162,0.053558,0.087543,-0.0096553,0.01407,0.087603,0.089827,0.076894,0.022167,0.059358,-0.044386,0.00078851
"M824.345T903.272",0.23677,-0.028921,-0.084549,0.043105,0.066914,-0.057681,0.14203,0.077373,-0.0081483,0.071125,-0.05809,-0.034317,0.0028676,0.084912,-0.0095609,-0.048333,-0.071617,-0.062249,0.026543,-0.0074195,0.022168,0.012192,0.023971,0.087095,-0.0092032,0.071115,0.081817,-0.0049269,-0.042235,-0.0035437,-0.017307,-0.017749,-0.01409,0.038086,0.0017588,-0.050059,0.01441,-0.025431,-0.056634,-0.002906,-0.022563,-0.00079712,0.012832,0.051841,-0.080007,-0.03778
"M825.507T13.11",-0.0052798,-0.016428,-0.095956,-0.006668,-0.0025697,-0.043404,-0.011708,-0.030506,-0.014325,-0.01051,0.042706,0.030826,0.059286,0.040048,0.032958,0.080626,-0.037178,-0.01214,0.030005,-0.01428,-0.0080627,-0.015546,0.022309,0.031922,0.0059842,0.027119,-0.039628,-0.041107,-0.0061693,0.050546,-0.012544,-0.046232,-0.0039555,-0.037933,-0.010348,0.0070291,0.0089611,-0.021626,0.0093092,0.041993,0.020055,0.00423,0.017302,0.029589,0.0017043,0.0182
"M827.834T17.122",-0.052356,-0.054524,0.026666,-0.022576,-0.041293,-0.031677,0.05661,0.045984,-0.0070361,-0.015037,0.028727,-0.040571,-0.0095301,-0.0089835,0.02545,0.019341,-0.0053236,0.0065675,0.041246,-0.015407,-0.032805,0.0045258,0.033008,-0.017239,0.023519,0.05228,0.043311,0.093777,-0.011918,0.03425,0.022902,-0.064149,0.00093671,-0.014506,-0.010918,0.0043211,0.03525,0.079675,0.058732,-0.066694,-0.029561,-0.090443,-0.047098,0.020551,-0.030326,-0.01646
"M829.834T17.046",-0.015865,-0.049904,-0.057231,-0.0088401,0.11264,-0.019313,0.00079538,0.0041829,0.028387,-0.021478,-0.040203,-0.057807,-0.02558,0.029077,0.012755,0.0038184,0.017071,-0.049606,0.017814,0.011694,-0.0069687,0.01067,-0.060162,0.0048583,-0.024782,0.049814,0.0073383,0.054156,0.058945,-0.013331,-0.012442,0.027283,-0.014635,-0.023329,0.016278,-0.13697,-0.066727,0.040383,0.020038,0.035076,-0.028828,0.034582,-0.014979,-0.031854,0.080001,0.024867
"M830.837T11.111",0.024041,0.018425,-0.031367,0.014573,-0.065453,0.010298,0.048026,0.050491,-0.008749,-0.015655,-0.054923,-0.031552,-0.012598,0.018892,0.050778,0.075624,-0.031867,0.0069038,0.00819,-0.075024,0.046244,-0.0027407,0.023429,0.024424,-0.029559,0.031834,-0.0059731,0.026559,-0.011583,-0.050642,-0.037249,-0.028069,-0.019754,0.0065025,-0.0087693,0.040544,0.0013701,0.0088236,-0.039837,-0.06081,-0.02207,0.058381,0.028127,0.074401,-0.036987,0.0042431
"M831.338T16.12",-0.022,-0.043059,0.0052557,-0.0035061,-0.043396,-0.035533,-0.046831,0.064543,0.058558,-0.0059326,-0.064711,-0.02852,0.059716,0.016377,0.068156,-0.0094601,-0.069334,0.0078902,0.021966,-0.039296,0.020183,-0.065355,0.03648,-0.011945,-0.034331,-0.00098321,0.02427,0.044751,-0.033197,0.072571,0.096838,0.012671,0.0091212,-0.033981,-0.032769,-0.014967,-0.029907,0.046026,0.037068,-0.06753,-0.010257,0.030188,-0.10233,-0.081035,0.030279,-0.014887
"M832.829T11.107",0.025838,-0.0054046,-0.042141,0.037472,-0.078719,-0.010787,0.019816,0.01655,0.0066236,-0.020674,-0.01518,-0.0093288,-0.027588,0.02767,0.048005,-0.073791,0.0027052,-0.04024,-0.1014,0.023298,0.039149,0.015386,0.010687,0.015935,0.058038,0.075552,0.017276,-0.0023255,0.025044,0.081024,0.038131,0.066469,0.057557,0.026013,-0.020512,0.11579,-0.057764,0.012161,0.021249,0.055446,-0.0072346,-0.088314,0.059503,0.034272,-0.024,-0.020746
"M832.832T12.107",-0.0044154,0.0056839,-0.081564,0.020897,-0.083198,0.018484,-0.044795,0.0061522,-0.01425,-0.0042684,0.0018658,0.028326,0.07229,0.058797,-0.00718,-0.070272,0.0027754,0.063729,-0.058979,-0.034154,0.012495,-0.0025778,-0.012405,-0.0074433,0.00756,0.016179,-0.013096,-0.0071697,-0.038239,0.03039,-0.011697,-0.011498,0.024489,0.052809,-0.017011,-0.010052,0.070111,0.018569,0.01888,-0.0078824,-0.046513,-0.0021372,-0.040942,0.06819,0.025007,-0.0054862
"M833.496T16.119",0.010789,-0.071562,-0.0067788,-0.017245,0.076938,0.0053661,-0.00013887,-0.031744,0.082533,0.0044947,0.044777,0.023569,-0.028751,-0.048806,0.019991,0.027587,0.018215,-0.026522,0.03861,0.030151,0.013946,-0.01259,0.032753,-0.062168,0.083218,0.012047,-0.0027915,0.035007,0.028737,-0.023591,0.012796,0.024906,0.068897,0.022351,-0.042765,0.078428,0.046601,0.037414,-0.004944,0.013396,0.024,-0.027022,-0.010544,0.029532,-0.025445,-0.0094613
"M834.826T11.107",-0.0011062,0.017237,-0.055308,0.020764,-0.053993,0.035426,-0.060769,-0.016197,-0.019246,0.024348,0.047793,-0.048787,0.030756,0.034751,-0.10781,-0.039222,-0.01681,0.030534,-0.01872,-0.0297,-0.036296,0.0041349,-0.022861,0.023494,-0.043787,-0.077272,-0.070251,0.017935,-0.0094407,0.07754,-0.040944,-0.012429,0.053515,0.0056174,0.056214,-0.1032,0.046665,0.0014063,0.033382,0.013691,0.0087171,-0.043876,0.0048103,-0.014832,-0.063708,0.012384
"M835.826T17.121",-0.037298,-0.0046948,-0.032729,-0.018379,-0.013564,-0.038187,0.014812,-0.056525,0.0015326,-0.051657,0.058357,-0.04025,-0.038507,0.012326,0.087204,-0.023972,-0.069846,-0.018752,0.0035543,-0.056077,0.020014,0.067396,-0.045867,-0.02282,-0.060054,-0.1128,-0.030651,0.034492,0.073599,-0.068291,-0.18721,0.017415,0.04982,0.033024,0.010686,-0.090222,0.042272,-0.064802,-0.048917,-0.012285,-0.034075,-0.024219,-0.053891,0.099585,0.027505,0.016077
"M839.337T903.707",0.25488,-0.032525,-0.041703,0.039784,0.059792,-0.16213,0.18656,0.00129,-0.072102,0.10165,-0.0094539,-0.052817,-0.15435,-0.051727,-0.10141,-0.11204,-0.047517,-0.00015694,0.030472,-0.0094659,0.06682,-0.082895,0.021868,-0.0094474,0.039626,0.10022,-0.05691,0.0031292,0.0033167,-0.022235,-0.017823,0.055617,0.016994,0.020164,-0.02615,-0.005919,0.051099,0.0563,-0.045354,-0.0073772,0.027633,0.0054003,0.024034,-0.015051,-0.047545,-0.0020176
"M840.342T13.111",0.0035627,-0.0090976,-0.057195,0.0068709,-0.0090773,-0.018517,-0.043033,0.011314,0.0096891,-0.028952,0.015495,0.013807,0.018048,0.014812,-0.047054,-0.00038567,-0.013556,-0.0089403,-0.00054548,-0.0025176,0.0016943,-0.030359,0.014819,-0.02273,-0.017683,0.028805,-0.055791,-0.024435,-0.0058696,-0.039675,-0.03517,-0.0029521,0.025334,-0.006055,-0.040252,-0.014286,-0.0071708,0.0042282,-0.025263,-0.030439,-0.040136,0.023375,0.013736,-0.044339,0.025854,0.022359
"M840.501T14.112",0.0087021,0.0065328,-0.050136,-0.0083349,-0.019597,0.0099461,-0.03825,-0.049793,-0.024311,-0.029333,-0.0025923,0.010416,0.034014,-0.0022392,0.035295,-0.02023,-0.014848,0.0031366,0.041679,-0.012239,0.049993,-0.099847,-0.0073094,0.047103,-0.020722,-0.019764,0.0048214,-0.0043409,-0.019062,-0.026783,0.040299,0.045748,0.0071245,0.029948,0.024214,-0.044372,0.0082469,0.0051569,0.017836,-0.047384,-0.013592,0.041504,0.02811,0.012145,0.0055175,0.017018
"M843.824T18.125",-0.012974,-0.076431,-0.0031794,0.002934,0.074053,0.045739,0.052558,0.030436,0.0042712,-0.0036351,0.021309,-0.019221,0.011031,-0.022895,0.02409,0.037435,-0.042644,-0.023077,0.03372,0.0314,0.016608,0.034694,0.021757,-0.0090149,-0.0048826,-0.020346,0.031606,-0.030613,-0.036288,0.029577,0.026,0.0062404,-0.020271,0.0073321,0.028883,0.023608,-0.0092206,0.032098,-0.014706,-0.058012,-0.018159,0.0012957,0.011735,-0.054407,0.026569,0.029109
"M848.827T17.121",-0.017815,-0.065866,-0.038788,-0.018748,0.074608,0.0081218,-0.028573,-0.010819,-0.039232,-0.0067664,-0.068592,-0.058764,0.041374,0.034167,0.02436,-0.015945,0.0049595,-0.0028381,-0.0064807,0.037547,0.052175,-0.020767,-0.01535,-0.040279,-0.038264,-0.015135,0.028204,0.0064793,0.011794,-0.0086624,0.003365,-0.034922,-0.032397,0.0084594,0.048797,-0.0084303,0.024324,-0.020058,-0.059797,-0.0090889,0.0022962,0.011876,0.011623,-0.038812,-0.0025627,0.0092936
"M848.829T12.14",-0.035276,0.019177,0.040803,-0.073722,-0.11248,-0.012715,0.079312,-0.030774,0.012315,0.076833,0.062469,0.013869,-0.043863,0.077455,-0.035454,0.012439,0.05122,-0.0039735,-0.062522,0.026549,-0.0024427,-0.01222,0.0007911,0.036704,-0.032961,0.048677,0.0085268,0.046566,-0.045561,-0.057593,-0.006501,-0.10486,0.015145,-0.0037761,-0.021617,-0.04689,-0.0019803,-0.010668,0.00111,-0.049195,-0.020674,-0.01942,-0.080413,-0.012494,-0.0051507,-0.050572
"M850.818T18.123",-0.02003,-0.07471,-0.010338,0.026718,-0.035626,-0.043791,-0.016847,0.055593,0.020024,0.028646,0.019792,0.059969,0.011948,-0.0067932,0.0029581,0.022634,0.027176,0.011584,0.0043967,0.012146,-0.01792,-0.017107,0.0030257,0.00012688,0.010101,-0.0065604,-0.011271,0.017335,-0.024385,-0.024968,0.0089936,0.0055862,0.053701,0.024805,-0.017149,0.0082117,0.047383,0.0037551,-0.021776,0.013167,0.049183,-0.058346,0.014677,0.014252,-0.0044343,-0.0027609
"M853.825T17.626",-0.042639,-0.058579,-0.0039127,-0.012397,-0.053574,-0.034147,0.072464,0.042778,-0.022803,-0.022027,0.059713,-0.03719,-0.027508,0.0081659,0.0037272,0.014605,-0.026638,0.01244,0.029981,0.011464,0.0030281,-0.016684,0.018631,0.022153,0.027723,0.0090322,0.0020395,0.043802,0.005996,-0.0077953,0.035091,-0.069888,0.071034,0.053659,0.011672,0.02282,0.036591,-0.014714,0.004775,0.012504,0.004238,-0.0087475,0.011015,0.040556,0.023681,0.025159
"M853.828T11.107",-0.022844,-0.027869,-0.050734,-0.036975,0.0014998,0.03879,-0.12042,-0.0063314,-0.023218,-0.032908,-0.15332,0.0042217,-0.11158,-0.003723,0.034562,-0.064852,0.052092,-0.027767,-0.078874,0.056528,-0.00195,-0.056683,-0.0042456,0.0063547,-0.041113,0.032595,0.0037985,0.033719,-0.051573,-0.014574,-0.056426,-0.0015463,0.019912,0.044799,0.042484,-0.0026218,-0.004175,0.024149,0.033615,-0.023642,0.01194,0.017563,0.0069276,0.024839,0.011473,-0.031537
"M854.81T18.145",-0.0078811,-0.080427,-0.016928,-0.018453,0.011978,-0.00083396,0.042925,-0.044258,0.018944,-0.0083735,0.045377,0.01508,-0.012271,0.017811,-0.015156,0.019441,0.015142,-0.019088,0.016216,-0.04375,0.044157,0.0068497,0.016619,-0.020304,0.019803,-0.041901,-0.019115,0.025899,-0.047272,-0.0049016,0.0029599,0.011015,0.026499,-0.0038342,0.018329,0.0096568,-0.04577,0.02136,-0.019216,0.0020298,0.026258,-0.013537,-0.0089763,-0.00076938,0.015695,-0.010515
"M855.494T14.083",-0.0029261,-0.027336,-0.05765,0.0054497,0.019516,-0.042043,-0.013415,0.012307,0.010169,-0.04227,0.042103,0.019083,0.094044,0.0012717,0.008521,0.025887,-0.022765,-0.10089,0.034163,-0.01637,0.041346,0.04372,-0.043585,0.0080623,0.026163,0.0068294,-0.0086389,-0.0029358,-0.0083981,0.021274,0.063454,-0.016548,-0.064807,0.0030741,-0.060237,0.040301,-0.0055994,-0.02971,0.051668,-0.069401,0.11192,-0.094955,-0.086663,-0.077851,-0.06408,0.0031832
"M856.823T18.124",-0.063273,-0.066092,0.0087791,-0.0092089,-0.015866,-0.031667,0.021045,0.026781,-0.0024724,-0.018004,0.0095202,-0.024105,-0.0047328,-0.014969,-0.0070026,-0.016471,0.03011,-0.015444,0.02133,0.0035499,0.0083839,-0.00010273,-0.023602,-0.0006568,0.002153,0.0080681,-5.001e-07,-0.00096698,-0.02493,0.035464,-0.0075894,-0.018611,0.013382,-0.01609,0.010341,-0.017194,-0.0064528,-0.0053772,0.024116,0.012373,-0.020427,-0.012397,0.014654,0.0082567,-0.013842,-0.02205
"M865.333T16.616",-0.016167,-0.059305,0.0042281,-0.0042941,-0.048847,-0.062747,0.03191,-0.079622,0.01734,-0.020333,-0.069745,-0.055616,-0.084636,0.014942,-0.020326,0.015698,0.055176,-0.031839,-0.018625,0.01859,-0.0032954,0.053677,-0.029945,-0.0018749,-0.0051931,0.00034252,-0.010506,0.018943,-0.060436,0.0038575,0.023238,0.0062766,-0.0065191,-0.0043951,0.092159,-0.043806,-0.032665,-0.097131,0.012352,0.021339,-0.045639,-0.02287,0.02962,0.038033,0.03122,-0.036785
"M867.825T13.11",-0.041537,0.025517,-0.010472,-0.076374,0.01774,0.034955,0.040977,0.016542,-0.049824,0.059423,-0.0035077,-0.042018,0.048678,-0.064269,-0.043604,-0.018435,0.0081255,0.056838,-0.067504,0.035006,0.0048906,0.0051094,0.038354,0.006784,0.041111,-0.02129,-0.07913,0.026798,0.018125,-0.040827,-0.014179,-0.018763,0.0013681,-0.025182,-0.041311,0.0158,-0.033858,-0.02036,0.059181,-0.024329,-0.0016929,0.023816,-0.094992,0.022076,-0.017473,-0.013775
"M868.816T18.125",-0.024204,-0.050483,0.0065896,-0.04685,0.048101,0.0052242,0.028555,0.018162,-0.018575,0.016418,0.030807,-0.0293,-0.036616,0.055503,-0.010291,0.051851,-0.013293,0.01497,-0.032095,-0.023146,0.077939,0.031197,-0.065926,0.006068,-0.018896,0.069952,-0.10827,0.030176,-0.076004,-0.020052,0.03287,-0.023566,0.022152,-0.030804,-0.043716,-0.075996,-0.020735,0.037083,-0.074434,-0.015955,0.0078922,0.013971,0.059868,0.012024,-0.03323,0.027562
"M868.822T11.111",0.0041194,0.028434,-0.086638,-0.029765,0.020303,0.013385,-0.0073641,-0.011263,0.00047973,-0.016891,-0.017505,-0.0010012,-0.032352,0.021009,-0.023224,-0.029049,0.03119,-0.0095079,-0.022594,-0.0049447,0.032333,0.013951,-0.015788,-0.011321,0.011795,-0.034522,0.0078342,-0.0559,-0.076725,-0.059949,0.028004,-0.023628,0.010447,-0.059222,-0.0012847,-0.038327,-0.048191,-0.021631,-0.019764,0.0047453,0.027424,-0.023474,0.012682,-0.05953,-0.0049523,0.022502
"M869.819T17.127",-0.024739,-0.065603,0.014072,-0.046307,-0.032818,-0.0092256,0.061353,-0.049573,-0.09799,0.0037728,-0.014584,-0.049654,0.014456,0.034559,0.013737,0.024845,0.021809,0.010827,0.024923,0.027436,-0.024638,-0.014449,-0.043626,0.047526,-0.024962,0.0088469,-0.02802,0.043814,-0.04611,0.012102,-0.00083518,0.035177,-0.026032,0.038692,-0.019562,0.018857,0.032039,-0.0071191,-0.024016,-0.0076737,-0.005753,0.052136,0.045035,-0.0067263,0.0063188,0.00046202
"M869.821T17.042",0.00057307,-0.044976,-0.0017306,-0.028947,0.034991,-0.056764,-0.021793,-0.03876,0.036294,0.035641,-0.044689,-0.042927,-0.01018,-0.026749,0.046566,-0.0044724,-0.015081,0.035795,0.058526,-0.11322,-0.022445,-0.00034828,-0.072247,-0.022604,-0.086892,-0.043411,0.026934,-0.054413,-0.089199,0.066938,-0.063602,0.063364,-0.075267,-0.026496,-0.02141,-0.0078429,0.00069934,-0.03602,-0.0097169,0.037772,-0.040799,-0.079446,0.013872,0.075109,0.088544,0.0065512
"M869.824T12.108",-0.0052988,0.01594,-0.06773,0.036207,-0.0030749,-0.084999,-0.015212,0.13228,0.05448,-0.011997,0.010467,0.058678,0.034415,-0.0096898,0.0018406,-0.033859,0.035824,0.019856,-0.045736,0.055046,-0.011509,0.028769,0.035212,-0.049456,0.015882,0.039081,-0.0014051,0.01456,-0.018811,-0.06817,0.015174,-0.029058,0.048981,0.067992,-0.075181,-0.04162,-0.0081095,-0.07715,0.0064509,0.028962,-0.07813,0.055278,-0.00013317,-0.040364,-0.073304,0.057086
"M870.834T13.111",0.0084515,-0.029243,-0.045723,0.021547,3.6447e-06,0.026519,0.01088,0.0018857,0.036592,-0.027484,0.015404,0.0041507,-0.017693,0.015559,-0.0042769,0.027168,0.01101,-0.0069625,-0.011878,0.022287,-0.012441,-0.035689,0.0086814,0.004814,-0.0021804,0.023142,0.0061272,-0.027786,0.030357,-0.0083595,0.011448,0.0036606,-0.040808,0.037631,0.025741,0.0028086,-0.031674,-0.00040005,-0.019776,0.021581,-0.012793,-0.015457,-0.0023896,0.032374,2.7519e-05,-0.018629
"M871.491T17.124",-0.010389,-0.066291,0.0272,0.014018,-0.11879,-0.032038,0.033277,-0.071346,0.0073208,-0.047341,0.013027,-0.075682,0.043588,0.0030666,-0.01175,0.069764,-0.025194,-0.012805,-0.021352,0.054652,-0.006057,0.069327,-0.040129,0.029169,-0.0026696,0.02841,-0.00061772,0.0073229,0.0089074,-0.063877,-0.006716,0.020573,0.057516,-0.025981,-0.029484,0.058689,-0.057472,0.022977,-0.036325,-0.024728,0.0098245,-0.0080744,0.043715,-0.0211,-0.046036,-0.0011433
"M871.83T16.541",-0.0011941,0.0020872,-0.0099073,-0.015792,0.081382,0.01817,-0.01051,-0.024018,0.0036298,0.0096666,-0.012163,0.023828,-0.044875,-0.026136,-0.022273,0.058822,0.0052073,-0.10789,0.041732,-0.059198,0.091096,0.0029293,0.051173,0.082735,0.09821,-0.020664,0.067576,-0.081391,0.024982,-0.10466,-0.0035103,0.026104,-0.0070941,-0.045258,-0.026312,-0.021264,0.013521,0.12837,0.038191,0.0029787,0.022174,0.066984,0.00058652,0.0049178,-0.0256,0.024085
"M875.812T18.123",0.016878,-0.096978,-0.023783,0.033556,0.010379,0.047633,0.026721,0.019402,0.019415,0.0020153,-0.034557,0.0078236,0.0031963,0.0087836,-0.087229,-0.059115,0.038048,0.020043,0.0010377,0.047813,0.015731,0.023944,0.0088617,-0.0069928,-0.024069,0.027569,0.0107,-0.014085,0.051918,-0.017574,0.025472,0.022588,-0.05566,0.040803,-0.017896,0.035241,0.032982,-0.0041035,-0.040526,-0.023811,0.0096102,0.01441,-0.015802,-0.0087636,0.052309,0.013836
"M875.822T12.11",-0.015524,0.0079192,-0.093258,-0.012648,0.062117,0.029113,0.0065218,0.023033,-0.14072,-0.054505,0.0063617,-0.043787,0.056277,-0.04118,0.020001,-0.042358,0.022723,-0.019771,0.056696,0.048967,0.0013199,-0.034853,0.11631,0.016196,-0.021439,-0.015638,0.050539,-0.029987,0.028515,0.05483,-0.029254,0.066389,-0.016961,-0.019779,0.10805,0.00036429,0.029287,-0.098507,0.077608,0.004377,-0.0015431,-0.003451,-0.054583,0.024618,0.066904,0.01715
"M876.835T12.141",-0.072994,0.027232,-0.030313,-0.054418,-0.049339,-0.093396,-0.039675,-0.0097008,-0.027852,0.0022635,-0.041463,0.020527,-0.085767,0.021824,-0.038337,0.022741,-0.0411,-0.066563,0.0022161,0.063335,-0.063155,-0.003071,0.024527,0.0098781,0.011035,0.026523,0.028319,0.019428,0.033488,-0.00939,0.0033361,-0.0022194,-0.033121,-0.056791,-0.054005,-0.0060549,0.032665,-0.025428,-0.075017,-0.011466,0.0059454,0.016616,-0.0054967,-0.058853,-0.037586,-0.0038597
"M878.161T13.584",-0.0067833,-0.013956,-0.06941,-0.0028119,0.0097189,-0.037816,0.011309,0.0013971,0.015923,0.032986,0.022639,0.040756,0.019038,-0.0052633,0.0063838,0.055783,-0.013319,0.020396,0.00050819,0.020836,-0.021447,0.058889,0.046875,-0.071562,-0.070616,-0.073464,-0.02758,-0.038193,0.057895,0.04381,-0.033413,-0.033115,0.012089,-0.048708,-0.0722,-0.014015,0.045816,-0.050926,-0.068964,-0.001889,0.020138,-0.011593,-0.012498,-0.083581,-0.049551,-0.027986
"M881.821T17.122",-0.02048,-0.056572,-0.013255,-0.0054356,-0.032084,0.012803,0.073621,-0.057698,0.04188,0.0017826,-0.0487,0.0028667,0.020171,-0.064792,-0.0032997,-0.025794,0.051265,-0.03858,-0.04055,-0.047591,0.011323,-0.0083819,0.011811,-0.032208,0.010362,0.018216,0.018153,-0.03376,-0.019552,-0.042646,0.0075016,-0.0039095,0.013623,-0.015834,-0.051113,-0.016167,-0.017937,-0.055763,-0.022426,0.0060615,-0.031983,-0.0016827,0.015649,-0.039571,-0.038247,-0.0062344
"M882.812T18.125",-0.024509,-0.068983,0.017441,-0.027988,-0.035054,-0.018712,0.041439,-0.055003,0.0090973,0.045901,0.028912,-0.021234,0.019997,0.0048261,-0.014567,-0.023776,-0.016312,-0.030191,-0.0065123,0.0063994,0.013445,-0.0068996,-0.022028,0.040193,0.0086305,0.015316,-0.010246,-0.024492,-0.024043,0.0056441,0.065385,-0.0083017,-0.0064593,-0.027645,-0.017829,0.030853,0.080749,-0.021927,0.037761,0.019973,-0.033557,0.027467,0.04463,-0.022983,-0.019137,-0.00065339
"M882.822T11.104",0.0028186,0.015876,-0.078169,0.027084,-0.054018,0.044068,-0.030648,0.028392,-0.039582,4.7315e-05,-0.02449,-0.021421,-0.020319,0.03757,-0.036012,-0.029228,0.042459,-0.076385,-0.030425,0.0075321,0.02884,0.021353,-0.025209,-0.12571,0.0077079,-0.0023873,-0.053281,0.031866,-0.060851,0.010715,0.061607,-0.0049159,0.063811,0.096013,-0.050305,0.074287,0.027881,0.017458,0.0044382,-0.073274,0.011062,-0.020394,0.028369,0.068093,-0.019461,0.025505
"M883.492T15.092",0.007111,0.0074859,-0.037804,-0.048143,-0.026444,0.031337,-0.013556,-0.002407,-0.030361,-0.0021754,-0.036293,0.00062976,0.00018932,0.0018729,-0.010157,0.030757,0.03243,-0.01502,0.072553,-0.0097131,-0.03195,0.047293,0.015637,0.081697,0.080446,-0.027654,-0.041487,0.0074239,0.038734,0.0040139,0.017149,-0.024961,0.029634,0.042022,0.070119,-0.087858,-0.023175,0.018955,0.0089083,-0.051095,0.0035635,-0.033979,0.086287,0.020219,-0.023097,-0.0058934
"M888.815T18.125",-0.018721,-0.068452,0.016655,-0.063499,-0.012412,-0.036372,0.061915,-0.065912,0.013694,0.039302,0.035614,-0.00028851,0.018103,-0.0059917,-0.051718,-0.017686,0.029205,-0.02404,-0.01905,0.0072897,-0.0083512,0.019773,0.052288,0.0029158,0.0035248,0.017931,-0.038565,0.0092308,-0.023167,-0.029883,0.016113,-0.0079561,-0.0053174,-0.033692,0.022095,0.029091,0.0078484,0.0023857,0.04085,-0.051199,0.022711,-0.022733,0.0045737,-0.012772,0.031613,-0.017341
"M888.824T11.105",-0.023237,0.013215,-0.029394,0.032533,0.048412,0.10207,0.02627,0.025669,-0.054511,-0.050868,0.0078513,-0.11286,0.021031,-0.057665,0.048976,-0.07302,0.089273,0.019126,0.077177,-0.0089521,-0.0056315,0.032458,0.011955,-0.0048512,0.064954,0.0078118,-0.059623,0.057968,0.038936,-0.044419,-0.034513,-0.040137,-0.013653,-0.00951,0.00484,0.0012946,-0.040038,0.070921,0.018335,0.028629,0.024016,-0.0070984,0.03674,0.012818,0.054231,0.0017677
"M890.804T18.126",-0.027749,-0.073889,0.020845,0.038726,-0.084252,-0.052494,0.0048559,0.0022127,-0.004076,-0.017821,0.022069,0.027678,0.038997,-0.057494,0.017097,0.022555,-0.0091824,0.020058,-0.0046099,-0.021378,-0.00089155,0.010268,-0.0016585,0.022784,0.019562,0.0088476,-0.0039471,0.0040997,-0.021022,0.031353,-0.015113,0.032693,0.054418,0.0020292,-0.011941,0.02108,0.02393,0.008306,-0.026016,0.0067135,-0.021359,-0.0055208,-0.041721,-0.018564,0.032482,-0.0057662
"M891.82T17.128",0.0085633,-0.094094,-0.026441,0.0078907,0.0064,0.023907,0.0079126,0.0278,-0.010017,0.015878,0.041642,-0.0028866,0.020597,0.019772,-0.021212,0.019571,0.038537,0.07763,-0.032497,-0.0047393,-0.029203,0.033446,-0.055116,0.021278,0.013971,-0.0020406,0.035619,-0.036997,-0.02277,-0.020518,0.064964,0.014241,0.014765,0.019127,-0.01182,0.01085,0.0084168,-0.0061146,0.0094559,0.0028686,0.017327,0.029629,0.02804,0.00025408,-0.057436,0.025055
