"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M828.315T926.75","8673.4482","95456.4769","80100","100214.218","3669.6283","27490.071","61858.721","185820.808","72100","84310.96","172000","87500","125039.47","733.92566","86887.905","77294.229","107040.815","89800"
"M796.542T1269.605","86509.2893","114767.6568","126000","53264.991","110980.1155","128063.389","144101.375","104448.32","128000","105969.543","108000","128000","91647.433","96046.4969","119594.29","112914.064","83516.818","61300"
"M866.584T1473.64","9854.7717","26004.0169","15000","28465.806","87391.0238","33883.665","23940.24","47051.12","68200","234956.464","14600","22300","27724.03","8225.4443","36028.753","20948.078","32211.309","42400"
"M535.409T1440.116","48198.5045","131365.0613","166000","171975.474","109958.9858","99747.134","110307.357","168446.347","147000","117830.612","156000","215000","273711.83","52800.0806","218933.963","191143.505","203617.327","165000"
"M862.499T1272.244","4964.2587","154124.9762","146000","165524.691","4297.3819","264979.372","286059.923","120412.795","139000","184723.65","169000","183000","135930.959","4810.4573","254753.156","142838.25","135809.197","204000"
"M298.939T128.158","16382.3887","37811.3384","48800","47174.656","22227.9185","38626.487","36436.219","41782.837","43700","37315.395","38300","37500","35810.607","16936.2989","40000.364","38531.271","40504.629","39700"
"M822.528T1302.363","7927.7361","163689.3777","162000","175615.566","29238.1603","200966.988","186912.05","153698.393","124000","194933.812","149000","170000","125036.231","16259.759","217009.597","156094.762","157321.415","178000"
"M902.349T917.809","18258.308","75874.6694","78200","84969.039","15545.4986","41370.397","84633.481","103240.245","85900","71746.693","120000","68900","97375.382","10004.5333","66901.203","92810.156","92473.463","79900"
"M806.333T872.624","4262.894","148406.458","124000","167689.157","5073.9528","42257.228","161101.084","287862.183","167000","93197.847","265000","139000","198106.168","3493.2358","127321.466","126475.768","155238.28","141000"
"M945.579T1325.086","2452.5576","47845.6896","34200","52279.672","9508.8878","74119.281","37728.015","54647.936","54600","82764.389","42300","42400","25724.673","490.51152","57298.905","49405.907","64075.383","46000"
"M795.538T1275.021","68889.457","94878.0289","129000","92379.238","55611.7056","83979.951","137882.065","90668.267","130000","118742.926","77300","122000","94674.017","45795.0645","81223.116","135415.922","118671.87","132000"
"M507.18T901.88","5543.7391","130156.5373","114000","139452.296","6310.9202","49391.755","109863.879","122051.718","114000","96256.722","176000","106000","156873.81","3432.7067","115678.478","96055.292","120340.43","107000"
"M897.474T1222.337","5333.2275","101929.8825","82100","99353.342","3156.431","129100.505","143313.498","58955.47","106000","94360.547","101000","107000","84176.298","631.2862","165385.281","73926.009","87901.24","112000"
"M690.257T892.9","5570.1709","112787.2085","108000","103323.232","10946.4574","64260.456","114879.25","148323.247","115000","88180.105","158000","87500","141639.765","11808.0729","131020.362","94854.224","122812.784","119000"
"M835.478T1356.237","44836.6678","123922.5159","117000","134130.214","21134.9217","145906.001","138007.289","105208.136","119000","166599.478","145000","154000","100852.563","23467.6452","144516.03","125057.46","133174.397","142000"
"M809.542T1457.035","65753.7623","325615.7935","217000","254305.146","78184.4809","310362.221","234077.248","225594.526","224000","302559.159","256000","219000","193904.966","74523.6982","268307.502","257449.255","271327.632","350000"
"M798.337T946.991","11888.6164","125591.6759","131000","134471.5","9618.5984","65215.713","109355.708","158800.071","175000","81883.129","183000","103000","144676.546","4892.6209","130414.008","97612.027","105398.693","111000"
"M860.506T1372.394","4441.004","69077.602","91700","63784.292","6427.66","63729.601","118035.103","56802.416","70400","99340.939","53300","149000","98976.194","4635.0064","112717.891","101939.898","97984.077","128000"
"M511.168T833.583","13485.8438","185742.0648","133000","185225.681","7211.8366","81828.571","142930.08","197648.284","137000","134112.256","240000","142000","206062.84","10129.3216","210119.364","138874.675","159876.917","152000"
"M718.279T900.968","305.85618","70533.6758","65500","82020.247","1529.2809","36042.538","57260.034","128835.836","83900","45150.419","122000","68700","92938.025","2134.4454","82795.626","73716.045","55156.931","62100"
"M673.432T1355.711","31389.8695","145661.5323","119000","173137.062","13628.2601","163104.37","174641.862","161917.57","159000","170442.84","157000","174000","150591.258","19517.9384","194914.761","195017.335","186224.144","202000"
"M565.21T891.79","3686.54","207532.7488","137000","215345.627","1193.9952","91436.378","149215.38","249256.952","124000","162001.715","386000","145000","197528.004","1619.0948","158937.289","144677.011","159347.139","149000"
"M1063.323T864.231","17601.9137","57123.1969","79500","69481.313","11582.7402","35741.28","76927.012","91843.051","63900","71252.125","70100","64700","81407.648","13744.145","33389.554","71948.665","90207.689","76600"
"M1023.385T959.199","6059.0017","70665.0009","67100","59349.337","7813.747","29916.029","61928.566","71059.485","71200","56196.785","91000","62100","78296.826","4105.7216","89914.876","79296.834","74760.181","76400"
"M890.353T1023.188","10398.4899","99907.3797","1e+05","100727.549","12573.3665","45072.171","83170.962","119000.275","68600","88906.188","124000","83100","103860.004","13201.9589","96894.037","74484.392","71837.006","81300"
"M497.195T864.231","8648.6109","251826.8746","305000","274014.955","4017.9153","178802.868","332628.653","276105.231","308000","233808.501","344000","266000","284955.832","8285.6575","276710.054","378623.71","337511.78","306000"
"M906.342T957.42","12293.211","119344.2776","101000","96496.358","15034.8862","53407.665","90552.773","138587.858","101000","77258.527","142000","90100","142854.096","15207.6755","92193.337","92063.132","82621.334","90500"
"M511.168T847.893","9639.3026","178673.3783","133000","177555.829","6007.6718","81818.159","135816.566","300762.611","127000","131342.22","240000","133000","199616.425","10056.9477","207028.036","138878.374","159911.71","150000"
"M816.307T940.951","6272.8528","99675.7203","92400","80431.748","9383.1443","35764.601","99052.767","107765.488","96300","92296.427","118000","85600","125546.039","1668.0067","87717.286","84110.027","73210.351","88900"
"M461.356T1493.495","110060.9854","143976.1214","121000","152185.632","96243.7923","162590.599","160864.44","170841.657","132000","115877.279","158000","137000","135025.631","90934.0556","134982.639","183124.838","161566.255","148000"
"M654.545T1540.694","40375.7503","82971.7085","139000","103232.517","64696.524","87530.975","96201.125","125953.135","145000","108768.002","121000","195000","168233.881","40840.6149","115410.735","191753.057","114820.272","127000"
"M803.31T992.353","6554.7382","126483.5658","104000","123719.973","3964.9702","33574.495","118593.734","155215.307","104000","100727.11","136000","113000","154230.542","6004.6628","132325.313","97201.58","122950.482","142000"
"M951.385T975.822","6919.2257","96070.0522","79100","118949.215","8878.4028","36080.561","92414.847","148584.226","102000","79589.856","147000","84700","116249.278","6887.4719","94263.081","77859.886","93797.663","102000"
"M833.318T940.951","2166.0842","146803.4603","112000","152013.312","9250.2623","37568.564","101971.328","235701.558","99400","134687.287","240000","99600","172112.706","3946.2041","104049.802","77692.066","116857.986","108000"
"M952.38T957.42","11000.4938","75472.3819","105000","87788.543","3500.7086","27566.196","108022.31","128552.714","97900","75058.211","152000","150000","118182.206","3936.0832","104562.173","101606.064","102521.035","96300"
"M521.265T1141.562","16838.1161","330879.0057","412000","304195.049","6839.0012","554019.193","622506.327","280067.503","233000","418237.988","317000","289000","275071.281","11352.1091","468240.35","242778.938","360740.872","786000"
"M409.227T1333.055","160283.8373","229928.1938","202000","209983.375","181707.0931","206065.954","212897.366","217750.12","245000","225621.032","199000","201000","188483.498","172393.9955","193734.685","161909.997","202421.531","218000"
"M838.304T872.624","7102.7821","97599.8198","85100","98964.602","6541.0621","43183.943","105576.772","144553.741","117000","77921.382","144000","84800","136259.356","1717.2649","87217.7","73862.671","88689.517","93400"
"M881.354T990.311","1372.53802","73739.8519","94800","85125.437","18037.5963","25429.996","75923.482","89823.918","114000","65963.096","97300","110000","92923.044","6862.6901","81783.873","96797.607","76854.321","91000"
"M773.297T924.482","5204.1043","65855.8976","72200","79651.55","2952.8876","44521.144","69159.044","86625.96","59800","70457.512","102000","71600","93209.65","5102.3593","101372.969","80885.183","74759.716","82800"
"M1023.387T857.905","5646.4009","63127.1115","52200","47657.722","7539.6742","29868.951","54315.518","71079.503","66500","42507.278","84600","42200","72753.099","4107.6613","75640.096","60033.48","62141.031","68400"
"M1077.42T926.047","1558.7172","55870.6474","62500","62634.809","1663.417","21609.383","61105.403","81476.865","62300","52371.984","78200","59100","99985.529","311.74344","62711.807","64120.947","67725.574","59800"
"M1057.419T812.644","4466.9071","121328.4667","84600","125027.069","888.1424","67110.086","126369.892","152687.775","75100","58301.28","153000","98700","118678.719","2381.4607","160747.218","108420.442","99385.976","131000"
"M427.172T904.493","43593.6462","229995.0916","218000","212173.796","41052.3193","105964.322","269346.251","407163.614","361000","195273.986","452000","213000","232453.097","43268.4743","247670.443","234048.77","205528.591","334000"
"M803.313T918.862","6483.3806","121672.8798","104000","122115.947","3816.6227","33521.158","126236.206","159134.495","114000","95433.506","142000","105000","150987.644","6007.8073","132179.957","91758.828","125107.525","134000"
"M1075.422T902.377","2715.1664","53740.1929","82500","87056","4965.6979","29194.134","102193.034","99375.141","73700","76639.941","86800","92100","114189.5","3851.282","135538.225","91722.258","97567.512","98000"
"M985.395T812.644","751.76278","74101.2588","65000","71215.276","751.76278","42887.097","75104.062","94986.121","67400","36124.285","85100","56800","89763.55","3758.8139","64539.595","68038.515","61314.868","78400"
"M1051.398T857.905","5754.3622","49393.6579","46300","39354.059","5452.2512","9447.841","52187.894","73528.559","37300","34489.206","68700","57400","60714.103","1714.9187","63700.744","61267.115","36365.049","60000"
"M901.85T990.311","1831.3146","72527.0131","57000","54919.964","8237.8095","31735.286","64290.956","82301.79","55100","50974.657","74000","51700","72469.013","10711.5729","67264.614","64732.186","64180.122","56000"
"M872.592T1376.163","987.3795","20592.6385","17900","14301.488","6544.8845","18854.951","26878.152","12499.062","25300","35431.223","16400","14400","11385.323","4936.8975","21595.025","24576.463","21954.574","24000"
"M1023.555T1146.934","14824.5774","126423.8402","125000","115841.483","9147.5321","134489.378","181494.313","140288.983","113000","144700.668","123000","111000","126328.57","17381.4941","168461.477","118834.906","144100.821","125000"
"M936.359T886.012","7564.145","95382.6139","93200","95213.168","17352.5865","53911.104","93507.554","140855.945","88500","84486.364","139000","80100","130208.904","9048.5951","88914.847","82124.193","97522.212","101000"
"M900.341T957.42","29281.804","99481.9718","104000","109350.248","5816.6422","42677.593","98433.69","108470.624","110000","92788.649","136000","86300","121151.841","18511.3693","111421.717","98257.315","106232.841","104000"
"M808.55T1386.472","22529.3597","292476.3227","275000","347074.268","32886.303","296099.017","221420.189","311990.369","245000","355796.993","354000","301000","245048.027","30390.5331","363432.18","344152.397","348767.292","251000"
"M769.289T900.968","11784.1417","81055.1834","82200","97113.356","7776.006","44468.223","91429.299","145149.588","85500","80461.239","146000","78100","101140.765","7470.0555","106058.668","89137.431","90109.783","97800"
"M834.317T857.905","375.58448","75559.6479","50700","73251.001","1877.9224","35255.527","62783.551","147540.503","64600","56818.457","119000","52700","94342.041","4758.4595","59365.461","50067.384","63964.204","59700"
"M887.342T862.119","6347.814","109592.2219","130000","81934.529","6203.4566","46434.749","121250.725","168922.698","90900","92200.459","137000","109000","159966.993","12765.5872","102293.261","100623.072","103304.501","104000"
