"","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M841.489T1146.934","-0.22710493","-0.07069295","-0.06108640"," 0.73029621"," 0.34398404","-0.45533506","-0.17208916"," 0.13726377","-0.22337289"," 0.10939539","-0.17262733"," 0.33119034","-0.44466696","-0.01062889"," 0.18547482"
"M1097.411T857.905","-0.15259126"," 0.10021054","-0.05260553","-0.95492634","-0.15153939"," 0.10399537"," 0.19458649","-0.04377058"," 0.18690978","-0.01894831"," 0.29418095"," 0.37180748"," 0.40522693","-0.34878418"," 0.06624806"
"M603.41T1440.081"," 0.78542736","-0.19107603","-0.08119707","-0.20288411","-0.13517476","-0.01672771"," 0.18209164","-0.38902190","-0.31768736"," 0.29443935"," 0.04745979"," 0.06626080"," 0.41751629","-0.31544440","-0.14398189"
"M862.498T1168.702","-0.135787880","-0.233924363"," 0.067329252"," 0.659841272"," 0.480972613","-0.586798167","-0.009176927"," 0.217802243"," 0.075495639","-0.395460131","-0.393385466"," 0.381729723","-0.355824779","-0.211162399"," 0.438349370"
"M863.511T1188.313","-0.30219638"," 0.01218471","-0.17158738"," 0.31910550"," 0.48858378","-0.47806868","-0.04317218"," 0.34739012","-0.40821350","-0.09422127","-0.18493216"," 0.33353568","-0.27596626","-0.03153314"," 0.48909118"
"M684.476T1302.601","-0.38549160","-0.29531491","-0.19239401"," 0.06105179"," 0.43599943"," 0.27719592"," 0.34653187"," 0.11928657","-0.23039940","-0.06613621","-0.11002417","-0.28829664"," 0.20824279"," 0.05093116"," 0.06881741"
"M870.346T973.898","-0.001412876","-0.044219439","-0.130357505","-0.860464512","-0.252489200"," 0.514944072","-0.133126618","-0.036974292"," 0.434818818","-0.136833469"," 0.275596590"," 0.229544728"," 0.004014776","-0.019685444"," 0.156644371"
"M827.326T866.333"," 0.31654657","-0.20747209"," 0.30832708","-1.06648535","-0.40340382"," 1.08666714","-0.19359393","-0.08671993"," 0.99190520","-0.46552258"," 0.63225034","-0.31002208","-0.25570639","-0.08133320","-0.26543698"
"M632.473T1456.772","-0.45857325"," 0.00116931","-0.36546254","-0.46585367"," 0.03622612"," 0.03156814"," 0.24301111","-0.20800159","-0.38245747"," 0.33343013"," 0.27462630"," 0.42890744"," 0.49692917","-0.12614952"," 0.16063033"
"M871.347T798.136"," 0.14696968","-0.24549651"," 0.21249433","-0.49141969","-0.06338629"," 1.01781840","-0.04771055","-0.15741128"," 1.23285248","-0.46782385"," 0.17775458","-0.37295138","-0.46629382","-0.18489511","-0.29050098"
"M331.187T1104.601"," 0.32504361","-0.08186418"," 0.38858185","-0.02698959"," 0.24304065"," 0.17389466"," 0.12926311"," 0.39460979"," 0.13647226","-0.76173923","-0.29330878","-0.60367428","-0.13706444"," 0.12815506","-0.01442050"
"M983.38T881.272"," 0.01661373","-0.33071349"," 0.03554738","-0.84032882"," 0.26272901"," 0.62110184","-0.11477886","-0.22419003"," 0.40588765","-0.35788224"," 0.54472979","-0.05451149"," 0.03670678","-0.09477405"," 0.09386281"
"M1095.412T857.905","-0.14016590"," 0.14951624","-0.11823048","-0.72176234","-0.10327179"," 0.45943099","-0.47963964"," 0.08930448","-0.13447979","-0.24375447"," 0.29869029"," 0.21065594"," 0.07959569"," 0.27220210"," 0.38190868"
"M303.178T1312.999","-0.101793242"," 0.153391732","-0.137490864","-0.331794832"," 0.225448944"," 0.181103640"," 0.575807411","-0.068687049","-0.236839001","-0.341316042","-0.263341412"," 0.009417008","-0.036075393"," 0.174004853"," 0.198164247"
"M1005.66T1302.601","-0.06692266","-0.07072896","-0.27699339","-0.15585486","-0.71987686"," 0.05009206"," 0.65668647"," 0.21070620","-0.28403420"," 0.15188656","-0.14935109"," 0.50875523","-0.02280752"," 0.32308252","-0.15463949"
"M549.424T1386.472","-0.185198528","-0.147445685","-0.277270794","-0.621460705","-0.075850924"," 0.168493700"," 0.001537279","-0.273744042","-0.092477738"," 0.619017331"," 0.364334707"," 0.314501170"," 0.539927182","-0.050914050","-0.283448902"
"M423.211T1338.363","-0.01124482","-0.24824345"," 0.04533792"," 0.61158324"," 0.42434337","-0.16504833","-0.09452874"," 0.40063962","-0.17750000","-0.15410233","-0.13983125"," 0.21089786","-0.15428988","-0.48401982","-0.06399340"
"M621.422T1335.803","-0.37997395"," 0.32872030","-0.22413324","-0.22758024"," 0.36167415","-0.05049324"," 0.34737034","-0.34045733","-0.35089316"," 0.19123319"," 0.07966635"," 0.02880291"," 0.54710163","-0.02374899","-0.28728872"
"M769.489T1304.079"," 0.29439941","-0.07186179","-0.33930718","-0.05915634","-0.15500934","-0.46402242"," 0.56856553"," 0.34760600","-0.39513984","-0.02464840","-0.24776159"," 0.25187799","-0.21668015"," 0.10751705"," 0.40362109"
"M838.515T1340.539","-0.198852806"," 0.161770915","-0.142411389"," 0.009643534"," 0.360683074","-0.565794927","-0.372797782"," 0.340736199","-0.439970322"," 0.145597892"," 0.154730562"," 0.370680777"," 0.144068449","-0.043193622"," 0.075109446"
"M848.522T1297.532","-0.190571711"," 0.004884004","-0.212754052"," 0.077661285"," 0.423261901","-0.358036169","-0.254829688"," 0.189839646","-0.179359859","-0.277742885","-0.235030571"," 0.468011537","-0.237726534"," 0.271681158"," 0.510711937"
"M995.371T941.78"," 0.02810626","-0.05382735","-0.16806351","-0.75327973","-0.15861001"," 0.35821476"," 0.04047373","-0.23875123"," 0.42844903","-0.39377282"," 0.28167771"," 0.38245755","-0.01136264"," 0.02415624"," 0.23413200"
"M513.176T893.689","-0.17352182","-0.01571484","-0.15484285","-0.73074576"," 0.04829577"," 0.12391123"," 0.27385301","-0.40882561"," 0.19419884","-0.24663310"," 0.15391517"," 0.37419708"," 0.35088694","-0.07744034"," 0.28846627"
"M927.368T919.58","-0.286685981"," 0.007415713","-0.310917496","-0.825189102"," 0.078833140"," 0.087033143"," 0.986658347","-0.519989549"," 0.099609782"," 0.029195406","-0.063715242"," 0.563804672"," 0.099700355","-0.241828615"," 0.296075427"
"M949.361T934.647","-0.11878450"," 0.17452099","-0.16535497","-1.30895398","-0.10290710"," 0.21295601"," 0.39266228","-0.13740980"," 0.16703852","-0.05787871"," 0.28898602"," 0.36708048"," 0.12541070","-0.03722983"," 0.19986387"
"M986.389T942.609"," 0.02645624","-0.22459518"," 0.16151398","-0.99576600","-0.24182127"," 0.23680209"," 0.06437271","-0.27218513"," 0.27527250","-0.13493944"," 0.60575460"," 0.30827123"," 0.03555113"," 0.02678742"," 0.12852509"
"M559.507T1407.26"," 0.010375594"," 0.293291523","-0.389054378","-0.320748306","-0.458230814","-0.259737309"," 0.628186336"," 0.004721421","-0.169252646","-0.108464006","-0.002108354"," 0.271666133"," 0.144309137"," 0.423278429","-0.068232759"
"M775.258T842.567","-0.12594593"," 0.16422950","-0.10963302","-0.63803764"," 0.09497707"," 0.42208449"," 0.23241283","-0.14431552"," 0.31395951","-0.50204907"," 0.05098981","-0.32651825"," 0.25055925"," 0.26067422"," 0.05661276"
"M691.432T1339.057"," 0.007346185","-0.174894967","-0.074646456","-0.548921496"," 0.396552047","-0.269152257","-0.335321569"," 0.274118694","-0.265068328"," 0.125473384","-0.001612107"," 0.343131858"," 0.082263698"," 0.250622678"," 0.190108634"
"M549.392T1385.9","-0.33659936","-0.20197637","-0.23761172","-0.52298958"," 0.16539073"," 0.33100806","-0.10123598","-0.15867024","-0.03368057"," 0.45140505"," 0.37715191"," 0.23778008"," 0.57886522","-0.12433201","-0.42450521"
"M875.326T913.799"," 0.147934946","-0.210739999"," 0.028847431","-1.041370617","-0.086973326"," 0.699093749"," 0.154269672"," 0.004939579"," 0.407955690","-0.092388172"," 0.566319419"," 0.081843141","-0.454238359","-0.268676170"," 0.063183016"
"M623.426T1405.986","-0.20642421","-0.05617544","-0.16647011","-0.33119419"," 0.01107702"," 0.20187066"," 0.10479767","-0.70109056"," 0.03462095"," 0.45115617"," 0.06010489"," 0.23037743"," 0.48794320","-0.10302697","-0.01756649"
"M1087.418T959.199"," 0.06327093"," 0.03192745","-0.01477440","-1.32737781","-0.19284535"," 0.28067353","-0.05334077","-0.17258366"," 0.43966416","-0.15318251"," 0.44336963","-0.04718362"," 0.23520142"," 0.03685064"," 0.43033037"
"M849.314T843.183","-0.03789830","-0.40455612"," 0.01057235","-0.57113002"," 0.02739375"," 0.45371650","-0.04075996"," 0.04486805"," 0.52902203","-0.58673846"," 0.43648112","-0.05309583"," 0.19504648"," 0.11681816","-0.11973975"
"M985.572T1323.311","-0.27052182","-0.19260697","-0.01295510"," 0.26221824"," 0.36701708","-0.04980877","-0.56691627"," 0.26987988"," 0.03662836","-0.29336820","-0.15652483"," 0.18203684"," 0.08634111"," 0.30037352"," 0.03820694"
"M984.382T940.951"," 0.12237238","-0.01724441"," 0.23968415","-1.05549302","-0.31646163"," 0.49219373"," 0.04970333","-0.35579004"," 0.30098364","-0.12967796"," 0.39303966"," 0.41821399","-0.06132904","-0.19149463"," 0.11129985"
"M974.38T936.403"," 0.034326656"," 0.110944912","-0.004321625","-1.116339177","-0.096440227"," 0.266873413"," 0.120141572","-0.102318341"," 0.392362273"," 0.054750118"," 0.224592168"," 0.056257696"," 0.058479583"," 0.040703963","-0.040012983"
"M335.219T1456.26","-0.30483479"," 0.40400421","-0.30395096","-0.40537780"," 0.45986668","-0.25425506"," 0.67543265"," 0.12546135","-0.44979930","-0.50382378","-0.20251660","-0.18138790"," 0.46661720"," 0.38269478"," 0.09186933"
"M822.526T1356.611","-0.14680008"," 0.08116170","-0.10816602"," 0.24527977"," 0.21762560","-0.29557495","-0.36552195"," 0.18740816","-0.40039228"," 0.08208666","-0.13703215"," 0.55461866","-0.04388700"," 0.00810994"," 0.12108393"
"M886.353T1006.792","-0.033850083","-0.164022421","-0.194887532","-0.793260273","-0.184423759"," 0.405447445","-0.198997689"," 0.010665577"," 0.362034222"," 0.157155211"," 0.284075944"," 0.486767961","-0.097038714","-0.045862762"," 0.006196873"
"M621.422T1439.586","-0.40625156"," 0.16951938","-0.21521243","-0.25289567"," 0.19567871"," 0.02419274"," 0.30274378","-0.65067869","-0.25469016"," 0.44435196"," 0.23416887"," 0.12612857"," 0.49729200","-0.09922473","-0.11512276"
"M878.337T941.124","-0.017724963"," 0.078479647","-0.001720949","-0.992341341","-0.057260823"," 0.305349844"," 0.054805781","-0.129001427"," 0.383434552","-0.206334166"," 0.268908488"," 0.106493281","-0.080525078"," 0.076022758"," 0.211414397"
"M512.175T909.479"," 0.13744696","-0.21793941"," 0.15933752","-0.80628860","-0.21396640"," 0.64198239","-0.03785874","-0.10137205"," 0.42425539","-0.31597556"," 0.45285321"," 0.28252150","-0.18646028","-0.18641980","-0.03211613"
"M819.303T925.437"," 0.1538586","-0.2077613"," 0.0915418","-0.7740086","-0.1026363"," 0.9041638","-0.1470896","-0.1754683"," 0.7896929","-0.3412586"," 0.4750953","-0.0253602","-0.2624402","-0.1577196","-0.2206098"
"M954.596T1492.083","-0.24021375","-0.22896864","-0.40528561","-0.20469908","-0.28648173","-0.03268503"," 0.32913304"," 0.82004389","-0.48136710","-0.34030510","-0.24176336"," 0.51271849"," 0.03462446"," 0.35423325"," 0.41101626"
"M623.435T1308.231","-0.222269067","-0.214639515","-0.202762335","-0.187258901"," 0.175086188"," 0.236206897"," 0.021172415","-0.322941631","-0.009668453"," 0.144724815"," 0.109459389"," 0.159193418"," 0.570858421","-0.120658730","-0.136502911"
"M993.57T1273.542","-0.41717719","-0.07766376","-0.41480062"," 0.14245283"," 0.27543019","-0.32150239"," 0.23548613"," 0.22624176","-0.25701557","-0.21683944","-0.42522459"," 0.54329502","-0.01679595"," 0.24405181"," 0.48006175"
"M889.582T1473.64"," 0.135227278","-0.513977807","-0.380199618","-0.529276105"," 0.021896357","-0.047861331"," 0.446371007"," 0.926027533","-0.117441555","-0.686749902"," 0.058577587"," 0.097417080"," 0.002619189"," 0.340911078"," 0.246459210"
"M867.357T1023.188","-0.01593085","-0.08412263","-0.14892951","-0.82057073","-0.05567162"," 0.47768421"," 0.01064967","-0.03298503"," 0.35424828","-0.44269529"," 0.36938480"," 0.26202076","-0.08486160","-0.09990893"," 0.31168846"
"M585.283T918.479","-0.61048618"," 0.31252092","-0.28592400"," 0.32941679"," 0.52430365"," 0.05127548"," 0.56555637"," 0.35188774"," 0.04079922","-0.51462570","-0.36439827","-0.45413918","-0.34448785"," 0.20992128"," 0.18837974"
"M817.264T804.01","-0.11931382"," 0.03878601","-0.24427906","-0.58489520"," 0.28568813"," 0.53205549"," 0.26707231","-0.33979675"," 0.28769669","-0.22373473"," 0.05028972","-0.46658986"," 0.20734783"," 0.23773951"," 0.07193373"
"M567.238T913.185","-0.225890604","-0.376273781"," 0.145287047","-0.359376772"," 0.210559760"," 0.268083547"," 0.082053470"," 0.002369582"," 0.217333813","-0.384053044","-0.192242222"," 0.137788288","-0.103136706"," 0.091635945"," 0.485861678"
"M956.379T959.199","-0.26315173"," 0.03161922","-0.01993122","-0.89024648","-0.13586497"," 0.41740035"," 0.15731769","-0.02445895"," 0.38090962","-0.07249720"," 0.30692038"," 0.33283048","-0.10331437","-0.20576976"," 0.08823694"
"M424.212T1390.408","-0.09381318","-0.14241061"," 0.16016333"," 0.68469317"," 0.08419749","-0.09397963","-0.14045711"," 0.34182207","-0.18928723","-0.09541416","-0.17232328"," 0.07448216","-0.42308161","-0.06509456"," 0.07050315"
"M625.264T1339.593","-0.30116716"," 0.66972823","-0.28102315","-0.64965126"," 0.82809721","-0.01366477"," 0.93366578"," 0.37878664","-0.10706878","-0.38235708","-0.36149446","-0.71652473","-0.07408595"," 0.19318737","-0.11642787"
"M788.28T891.652"," 0.009666502","-0.529154250","-0.157038136","-0.804079497"," 0.026744584"," 0.352484976"," 0.180272417","-0.057831843"," 0.367194427","-0.186816584"," 0.338570069"," 0.181997057"," 0.062064441"," 0.111056749"," 0.104869090"
"M574.466T1295.888","-0.42025486","-0.16941033","-0.22232437","-0.22078304"," 0.11980873"," 0.18204174"," 0.53592054"," 0.08459198","-0.39004829"," 0.14575215"," 0.32127630"," 0.07410004"," 0.36538888","-0.35575832","-0.05030115"
"M329.157T1608.526"," 0.14982394","-0.04619723"," 0.10729671","-0.44053196","-0.57473601","-0.08983725"," 0.18571363","-0.30141372","-0.15065678","-0.09629893"," 0.29124074"," 0.49719200"," 0.03216510"," 0.28664686"," 0.14959292"
"M1023.55T1219.14","-0.26890804","-0.10478677","-0.21336477","-0.20442841"," 0.23842253","-0.03554116","-0.19794301"," 0.28766490","-0.24124439","-0.20694145"," 0.17740902"," 0.63826723","-0.06747089"," 0.13847885"," 0.06038636"
"M602.243T872.624","-0.229034211"," 0.099488396","-0.131118937","-0.580863636"," 0.268806057"," 0.289696932"," 0.008649583","-0.237199043"," 0.288936822","-0.335695122"," 0.325987182"," 0.137890044"," 0.212338488","-0.063880146","-0.054002410"
"M1009.394T924.637","-0.06071166","-0.37350187"," 0.18101418","-0.81260427","-0.22694211"," 0.72969048","-0.04087542","-0.10183158"," 0.67924585","-0.26447594"," 0.10284224"," 0.36088343","-0.05821993","-0.09905989","-0.01545352"
"M692.521T1354.385","-0.706740534"," 0.087567996","-0.439004949"," 0.397690827","-0.056785225"," 0.002723006","-0.123638010","-0.330772741","-0.429685101"," 0.104612660"," 0.026936231"," 1.587589806","-0.022509622"," 0.168975919","-0.266960265"
"M1132.44T940.951"," 0.20574610","-0.02962648"," 0.25094748","-0.98928740","-0.32296096"," 0.46405173","-0.17129569"," 0.03849821"," 0.54362067","-0.43005004"," 0.49291655","-0.01488845","-0.08387392"," 0.10810492","-0.06190273"
"M550.197T886.012","-0.24230395","-0.16721282","-0.33977909","-1.15612396"," 0.09342795"," 0.24144730"," 0.03394083"," 0.01285453"," 0.13720518","-0.19638434"," 0.55463311"," 0.32343805","-0.01158214"," 0.38883014"," 0.32760920"
"M905.364T942.609"," 0.08333995","-0.02063243"," 0.03767530","-0.90160777","-0.15096999"," 0.44217220"," 0.04994546"," 0.01925737"," 0.26176210","-0.01460531"," 0.56268010"," 0.10685110","-0.12522662","-0.40671105"," 0.05606958"
"M735.268T909.479","-0.255898847","-0.455727282"," 0.112772401","-0.493230987","-0.039125254"," 0.184478960"," 0.039919171","-0.002760162"," 0.541009655","-0.182104240"," 0.001559651"," 0.402766078","-0.151000545"," 0.147578614"," 0.149762788"
"M640.427T1423.35","-0.408627812"," 0.134205605","-0.138079043","-0.465769777","-0.003637221"," 0.193279482"," 0.233509905","-0.885631487"," 0.004130032"," 0.331306464"," 0.312106056"," 0.286259536"," 0.458495562","-0.005807716","-0.045739586"
"M775.254T776.817","-0.247282386"," 0.231644407","-0.089956333","-0.421337313"," 0.315886021"," 0.402288955"," 0.378829940","-0.041792642"," 0.175461863","-0.586753272"," 0.008973213","-0.639053451"," 0.233744369"," 0.276825753"," 0.002520875"
"M828.498T1333.909"," 0.02199961","-0.22559724"," 0.12201303"," 0.21166925"," 0.17886911","-0.09271135","-0.31032460"," 0.31964295","-0.16831631","-0.21534974","-0.06619167"," 0.36890864","-0.37831335"," 0.10052021"," 0.13318147"
"M664.462T1368.515","-0.30034931","-0.24886282","-0.17792851","-0.15117921"," 0.10665018"," 0.12825094"," 0.26771583","-0.34697061","-0.11530649"," 0.24477517","-0.19857196"," 0.38622262"," 0.66665869","-0.24205451","-0.01905001"
"M817.265T776.817","-0.09238188"," 0.00151732","-0.12582649","-0.68776658"," 0.22337637"," 0.50431529"," 0.22492866","-0.14160644"," 0.29336061","-0.27942378"," 0.05361506","-0.37593969"," 0.15486294"," 0.20405329"," 0.04291532"
"M1007.555T1186.469","-0.23477271","-0.13706900","-0.24426542"," 0.18952739"," 0.47603917","-0.32568447","-0.05738837"," 0.36993755","-0.17509242","-0.31856834","-0.18893106"," 0.52036754","-0.27766128"," 0.16143661"," 0.24212480"
"M1122.429T942.609","-0.05623985"," 0.04121467","-0.36081245","-0.90408588"," 0.11083720"," 0.48249636","-0.02483497"," 0.14665766","-0.01537846","-0.28397281"," 0.26726526","-0.22066345"," 0.16540974"," 0.30525304"," 0.34685393"
"M1007.556T1222.223","-0.25663546","-0.10338568","-0.31545875"," 0.06051958"," 0.34314499","-0.34558932","-0.15031590"," 0.26760306","-0.24920169","-0.22159218"," 0.02418828"," 0.64087128","-0.16821177"," 0.17930069"," 0.29476288"
"M633.407T1339.403"," 0.08176269","-0.09715692","-0.20680477","-0.38525128"," 0.42569573","-0.01496185"," 0.25142072"," 0.14903191","-0.19259093","-0.04989392","-0.31407029"," 0.02054445","-0.28230398"," 0.21420077"," 0.40037766"
"M498.187T898.1","-0.20792442"," 0.10543562","-0.19390690","-0.98862248","-0.01590394"," 0.33708302"," 0.28791561","-0.16726052"," 0.20312693","-0.02785813"," 0.02750788"," 0.30463137"," 0.23512959","-0.09762742"," 0.19827378"
"M975.566T1291.55","-0.184668311"," 0.222766011","-0.371462524","-0.591865397"," 0.307273601"," 0.006793743"," 0.200631238"," 0.462821875","-0.169616308","-0.243658313"," 0.272592628","-0.639584734"," 0.065604320"," 0.561469006"," 0.100903166"
"M627.462T1239.559"," 0.007966774","-0.036836724","-0.021228648"," 0.065640958"," 0.387873245","-0.157059639","-0.425657191"," 0.630041936"," 0.052001378","-0.254622055","-0.145945679"," 0.048726964","-0.383245452"," 0.299827824","-0.067483693"
"M948.397T959.199","-0.27532020","-0.10682254"," 0.12234551","-0.71451475","-0.33037286"," 0.43640919"," 0.10069596","-0.30926166"," 0.32359752","-0.21333643"," 0.01906447"," 0.23722775"," 0.17289156"," 0.08184567"," 0.45555079"
"M564.205T827.274","-0.20737234","-0.38137623","-0.43275941","-0.61938825"," 0.50202404"," 0.22432160"," 0.10604996","-0.02016857"," 0.19521613","-0.07941228"," 0.35797051","-0.13192784","-0.00641367"," 0.27389433"," 0.21934201"
"M1007.555T1099.137","-0.2238148","-0.1681710","-0.2166478"," 0.2370668"," 0.4431873","-0.2666957","-0.1486802"," 0.4096842","-0.1129211","-0.3422595","-0.1826913"," 0.4902359","-0.2601506"," 0.1683908"," 0.1734671"
"M893.333T828.514"," 0.19193619","-0.62911676"," 0.02245155","-0.70441254","-0.12348093"," 0.79690897"," 0.05831532","-0.06124557"," 0.99386847","-0.44752498","-0.01492377"," 0.41037285","-0.18710838","-0.46489838"," 0.15885797"
"M790.34T953.298","-0.001928107","-0.034748570"," 0.432472358","-1.498202049","-0.259624671"," 0.674453865"," 0.200753414","-0.302646680"," 0.513433028","-0.219071184"," 0.121218382"," 0.473555245","-0.060350740","-0.120016133"," 0.080701842"
"M675.44T1356.706","-0.31635586"," 0.09397138","-0.35567696","-0.07093363"," 0.21148716","-0.04788098"," 0.18235703","-0.01341278","-0.57583823"," 0.31176990"," 0.02128919"," 0.15473675"," 0.45050117"," 0.13714966","-0.18316380"
"M661.445T1228.528","-0.27521871","-0.26455548","-0.16765068","-0.26975696"," 0.28408577"," 0.20946405"," 0.25148477"," 0.16835137","-0.41129930"," 0.08633399","-0.16766691","-0.39920375"," 0.55857745"," 0.34242787"," 0.05462651"
"M850.318T843.183"," 0.09347427","-0.11080394"," 0.10891908","-0.87813772"," 0.19135906"," 0.37347451","-0.05152908","-0.23195311"," 0.33616747","-0.39752660"," 0.54717111"," 0.03670662","-0.14812182"," 0.12037503"," 0.01042512"
"M699.264T863.447","-0.18267226"," 0.01369879","-0.19368150","-0.91708462"," 0.52363548"," 0.09938021"," 0.06201750","-0.31483958"," 0.32557728","-0.20904933"," 0.44373309","-0.27221699"," 0.12131163"," 0.34381719"," 0.15637313"
"M549.19T901.604","-0.33070263","-0.15458214","-0.40842019","-0.75795051"," 0.22168214","-0.36893945"," 0.22075288","-0.46834245","-0.32404687"," 0.31156483"," 0.38939210"," 0.73167289"," 0.30728852","-0.02251457"," 0.65314546"
"M863.509T1256.368","-0.2003093505"," 0.0415521202","-0.1321237321"," 0.3100489401"," 0.5102102267","-0.4008978586","-0.0001032646"," 0.3710497150","-0.3365856157","-0.0267800998","-0.4523482650"," 0.3897168911","-0.1871891066","-0.3977010959"," 0.5114604957"
"M947.375T872.624"," 0.08174042","-0.13490723","-0.25479957","-0.81889587","-0.04498521"," 0.30061949"," 0.54106214","-0.34494267"," 0.27174848","-0.12654631"," 0.18590902"," 0.30253328"," 0.11880911","-0.16484717"," 0.08750210"
"M1097.404T942.609","-0.26372598"," 0.10908641"," 0.11421341","-0.92161545","-0.20381105"," 0.03994238"," 0.18622142"," 0.02334735"," 0.14364634","-0.02003966"," 0.30417216"," 0.40738483"," 0.37566099","-0.21675157","-0.07773159"
"M1002.908T1006.792"," 0.150489651","-0.225224382"," 0.162934429","-1.153867589","-0.173543919"," 0.276324210"," 0.019710352"," 0.023232713"," 0.561125860","-0.036748944"," 0.485980384","-0.027505987"," 0.094057999","-0.009147111","-0.147817666"
"M349.198T1373.219","-0.24234659","-0.07901980","-0.31524412","-0.35658754"," 0.19633000"," 0.45693426"," 0.20300160"," 0.11314668"," 0.07904909","-0.10365593"," 0.07485955","-0.31741225"," 0.26828848"," 0.15959158","-0.13693500"
"M594.498T1557.26","-0.310885806","-0.060188972","-0.173716270","-0.503725257","-0.007245310","-0.035209345"," 0.165178652"," 0.220020364","-0.185034465"," 0.190525989"," 0.261150169"," 0.685650086"," 0.007881558","-0.504566744"," 0.250165351"
"M790.331T974.804"," 0.01563289","-0.01346684"," 0.40401825","-1.41391478","-0.19976202"," 0.66628074"," 0.18633197","-0.23847221"," 0.45891045","-0.24192580"," 0.09279928"," 0.45995303","-0.07850858","-0.18124818"," 0.08337182"
"M881.336T941.124","-0.085944771"," 0.124645421","-0.039858857","-1.175666530","-0.009135591"," 0.188817307"," 0.360227921","-0.174848372"," 0.111084925"," 0.074066005"," 0.213060306"," 0.155089929"," 0.206049804","-0.109685035"," 0.162097538"
