"","QC.1","QC.2","QC.3","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M423.199T1490.395","-0.01243911","-0.02783314","-0.06469123"," 0.05648949","-0.02759308","-0.07003838","-0.02963832"," 0.10211976","-0.11339616"," 0.02153762"," 0.08066783"," 0.37908127","-0.17885430","-0.16445079"," 0.04903854"
"M503.293T1473.286","-0.37002238","-0.18940172"," 0.02003539","-0.04929873"," 0.03738158"," 0.31119034","-0.56905102","-0.16431424"," 0.27173928"," 0.04761786"," 0.54467688","-0.07762262"," 0.11059306"," 0.24421678","-0.16774046"
"M381.19T1440.054","-0.003067992"," 0.084918573","-0.297943837","-0.141428088"," 0.291066683"," 0.008304886"," 0.333611733"," 0.041889052","-0.364331043","-0.088840566","-0.126355941"," 0.328068835","-0.143222767"," 0.095817415","-0.018486943"
"M439.315T1490.286"," 0.007388495"," 0.050613875"," 0.183637643","-0.618619503","-0.007894416"," 0.184099070"," 0.122662086","-0.809464390"," 0.260512462"," 0.276038373"," 0.365247027"," 0.290832030"," 0.239460498","-0.318492132","-0.226021118"
"M535.447T1540.43","-0.13055085","-0.04279555","-0.05293336","-0.41355561","-0.39625713","-0.11176784"," 0.02049092","-0.39364019","-0.25312807"," 0.56922528"," 0.63488693"," 0.62978478"," 0.17863720","-0.25944878"," 0.02105227"
"M644.512T1474.173"," 0.60051483"," 0.26418430","-0.46832301","-0.66184117","-0.31012941","-0.27337443","-0.15891449","-0.25625613","-0.33728951"," 0.43609980"," 0.07911349"," 0.70541515"," 0.07882743","-0.38038124"," 0.68235440"
"M423.273T1190.664"," 0.137280664","-0.230334501"," 0.440419190"," 1.129433094","-0.098636166"," 0.030839044"," 0.337579762","-0.027208088"," 0.549208717","-1.206099487","-0.554873760","-0.001524576","-0.671238715","-0.043464445"," 0.208619270"
"M506.357T1474.354","-0.17130693","-0.14470936","-0.17030945","-0.18443558"," 0.03909018"," 0.01271850","-0.29688870"," 1.09502684","-0.15686727","-0.05210744"," 0.04211308"," 0.35242600","-0.01196281","-0.29916601","-0.05362105"
"M901.581T1474.354"," 0.19689344","-0.29729310","-0.45449756","-0.29273217","-0.55287353","-0.47472972"," 0.55675451"," 1.06145207","-0.48919743","-0.14181908","-0.14885173"," 0.49675672"," 0.18743473"," 0.02288267"," 0.32982017"
"M593.595T1455.311"," 0.95171199","-0.15519219","-0.13069533"," 0.34585618"," 0.04518463","-0.16454015","-0.23317239","-0.30411860","-0.05776146","-0.13199292","-0.31574067","-0.29092706","-0.25260913","-0.10264212"," 0.79663921"
"M387.248T1607.528"," 0.08766733","-0.02462174"," 0.09226219","-0.21649000","-0.44540363"," 0.11164860"," 0.06844966","-0.77900365","-0.07470181"," 0.20314505"," 0.18637800"," 0.51461480"," 0.20357268","-0.17368968"," 0.24617221"
"M645.528T1574.126"," 0.471267707"," 0.065322463","-0.323146253","-0.212337041","-0.557106547","-0.087770287","-0.141732812"," 0.002983813","-0.359782569"," 0.441394217","-0.020273410"," 0.700016356"," 0.224655466","-0.293448818"," 0.089957713"
"M339.257T1389.773","-0.422756434"," 0.305058565","-0.324656505"," 0.107355540"," 0.328034323","-0.222555156"," 0.421471023"," 0.223085909","-0.412339156","-0.006010807"," 0.188711938","-0.212529462","-0.259998448"," 0.382222298","-0.095093628"
"M642.503T1456.373"," 0.582371953"," 0.410590934","-0.521495786","-0.337116687","-0.264317146","-0.162236984"," 0.183032782","-0.400613220","-0.144138935","-0.001620246","-0.066033931"," 0.831841721"," 0.092933554","-0.109164594","-0.094033416"
"M449.281T1423.013","-0.66835577"," 0.38914292"," 0.08256011"," 0.15522651"," 0.45964513","-0.37709608"," 0.23952491","-0.43121755","-0.21243450"," 0.12093806","-0.08225732","-0.08419219"," 0.29579586"," 0.21389269","-0.10117276"
"M943.576T1440.166"," 0.081170052","-0.215589116","-0.376418871"," 0.250877137","-0.131262546","-0.136254954","-0.329288536"," 1.382274273","-0.965262928","-0.323136128"," 0.073237095"," 0.490061030","-0.029093851","-0.007139397"," 0.235826738"
"M477.398T1574.327","-0.495626112","-0.133757895","-0.163987407","-0.381006724"," 0.020645389","-0.290835875"," 0.117598211","-0.255948401","-0.096324054"," 0.405207651"," 0.327585709"," 0.454718952"," 0.398145087"," 0.001359149"," 0.092226320"
"M282.278T1308.231","-0.67888364"," 0.29184639","-0.54765049","-0.03947891"," 0.61614126","-0.41136029"," 0.60801339","-0.90814330","-0.54913742"," 0.70871254","-0.41339398"," 0.23991565"," 0.69424340","-0.08476617"," 0.47394157"
"M691.433T1253.346","-0.2619538387","-0.0473696724","-0.3966421322"," 0.4715063450"," 0.5707491532","-0.3987306170","-0.1264953618"," 0.0006969935","-0.4852672903"," 0.3081258213","-0.0811283461"," 0.1545616599"," 0.1066188747"," 0.0732693571"," 0.1120590539"
"M556.452T1456.652","-0.29258647"," 0.09724406","-0.31978554","-0.37276276","-0.00543139","-0.06995160","-0.17610063"," 0.21843202","-0.16663199"," 0.31103645"," 0.49830906"," 0.03302290"," 0.12136347"," 0.17720697","-0.05336455"
"M554.462T1657.822"," 0.47320082"," 0.17156607","-0.40561036"," 0.12581184","-0.69294475","-0.41419389"," 0.22524618","-0.03519385","-0.84203041"," 0.22653106"," 0.33072377"," 0.57190809"," 0.24807653"," 0.20194152","-0.18503262"
"M949.605T1473.64"," 0.11575977","-0.14678375","-0.17064003","-0.11538191","-0.25681888","-0.29894503"," 0.37248040"," 1.27634002","-0.51348758","-0.04813757","-0.67685458"," 0.49165510","-0.09142211","-0.31732971"," 0.37956586"
"M823.522T1339.243","-0.23005237","-0.17592620","-0.27492573"," 0.29336107"," 0.30680214","-0.19708860","-0.09426589"," 0.31190299","-0.56344638"," 0.15045244","-0.01511339"," 0.48879739","-0.16189317"," 0.09481431"," 0.06658140"
"M605.416T1473.993","-0.66717380"," 0.29673943","-0.17498941","-0.31386784","-0.15053341","-0.12441876","-0.10842693","-0.43124382","-0.02690383"," 0.24340984"," 0.19986559"," 0.44898836"," 0.71795098"," 0.05553910"," 0.03506452"
"M823.519T1322.979","-0.504374912","-0.001851497","-0.307158248"," 0.312664929"," 0.263561296","-0.076452265","-0.091146678"," 0.207522149","-0.511516982"," 0.134366254","-0.022653844"," 0.431163718","-0.102363284","-0.002884925"," 0.271124288"
"M823.524T1220.972","-0.21387432","-0.04941781","-0.28460960"," 0.38170662"," 0.38072442","-0.14412625","-0.03456232"," 0.23893590","-0.44281336"," 0.10801891","-0.19303917"," 0.36017119","-0.24002474","-0.12428293"," 0.25719346"
"M374.305T1278.929"," 0.21081894"," 0.10151291"," 0.44585365"," 0.17488421"," 0.65304127"," 0.01792378"," 0.03088194"," 0.28240265"," 0.52911601","-0.14176170"," 0.02772105","-1.12821535","-0.51199865"," 0.12852026","-0.82070097"
"M534.447T1523.593","-0.02327651"," 0.31183183","-0.18752161","-0.27053467","-0.14862697"," 0.16547878","-0.13671510","-1.05124311","-0.07356757","-0.04909019"," 0.28483620"," 0.23681169"," 0.40169412"," 0.14539460"," 0.39452853"
"M463.371T1540.701","-0.077967874","-0.009029152","-0.221288267","-0.660861073"," 0.240006961","-0.368169979"," 0.380289326","-0.348758572","-0.342848293"," 0.414311459"," 0.560669245","-0.244172704"," 0.772401641"," 0.132951557","-0.227534274"
"M840.545T1322.545","-0.08953773","-0.12744853"," 0.09149327"," 0.06548889"," 0.40788258","-0.46349460","-0.23535681"," 0.14408366","-0.20696005","-0.07843417","-0.16573311"," 0.60545195","-0.10336522","-0.18448757"," 0.34041743"
"M983.608T1358.969","-0.26089509","-0.23758170","-0.26584419","-0.08280973"," 0.08445950","-0.06846280","-0.19442088"," 0.76119473","-0.78266518"," 0.12389408"," 0.07821848"," 0.49259958"," 0.06331496"," 0.44110377","-0.15210555"
"M809.524T1626.651"," 0.37188984","-0.08954993","-0.33584963"," 0.19369822","-0.17863936","-0.71149475"," 0.88346408"," 0.13468207","-0.55819048","-0.17165156","-0.06632872","-0.01993103","-0.55161640","-0.51008030"," 1.60959796"
"M519.39T1490.033","-0.052944979","-0.052965741","-0.104069286","-0.317543012"," 0.011366922"," 0.156542174"," 0.003918457"," 0.112371090"," 0.059969447","-0.261928683"," 0.400055224"," 0.281154547"," 0.067278419","-0.720831453"," 0.417626873"
"M628.503T1369.501"," 0.02933733"," 0.53611030","-0.22749791","-0.43470857","-0.22881104","-0.29776351","-0.16163640"," 0.40362673","-0.35660921"," 0.19718325"," 0.06379184"," 0.36467600"," 0.01830188","-0.05050185"," 0.14450116"
"M840.543T1338.528","-0.07856837","-0.08102493"," 0.10325609"," 0.06142645"," 0.38998043","-0.49806361","-0.25270836"," 0.16130518","-0.26878932","-0.08611592","-0.16984928"," 0.64850729","-0.08560581","-0.15307263"," 0.30932278"
"M367.179T1456.129","-0.031147016"," 0.004462914","-0.203059691","-0.086716019"," 0.204668377"," 0.064469063"," 0.233062993","-0.058094862","-0.010769700","-0.076375027","-0.029634610"," 0.257795583"," 0.297441051","-0.488630498","-0.077472558"
"M908.613T1393.418"," 0.45669301","-0.27681857","-0.93304771"," 0.18250302"," 0.12675479","-0.04536234"," 0.47449839"," 1.18382913","-0.58838909","-0.20650425","-1.34191495"," 0.57277881","-0.06175966"," 0.05189738"," 0.40484204"
"M458.26T1559.927","-0.241490227","-0.408009998"," 0.524457941"," 0.051399507"," 0.182428266","-0.006677301"," 0.031890204"," 0.888675161"," 0.169286095"," 0.168631247","-0.860041800","-0.099606366"," 0.177683910","-0.442041343","-0.136585296"
"M539.37T1440.062","-0.2212396","-0.1313178","-0.3291468","-0.3869954"," 0.3631748"," 0.2936481"," 0.1965515","-0.4094994","-0.0592832"," 0.1885402"," 0.2648007"," 0.2987757"," 0.2811092"," 0.1429859","-0.4921039"
"M903.583T1473.64"," 0.16127757","-0.35363069","-0.50963841","-0.37502338"," 0.12066745","-0.14553234"," 0.12141676"," 1.02240199","-0.68729408","-0.44939900"," 0.04459246"," 0.35185826","-0.03472902"," 0.34704864"," 0.38598380"
"M810.525T1675.036"," 0.01615989","-0.11284984","-0.01038251","-0.20703027","-0.01637169","-0.74131155"," 0.72505191"," 0.01773717","-0.11600004","-0.32917183","-0.14181813"," 0.47329914","-0.37965828","-0.47591327"," 1.29825929"
"M845.506T1193.498","-0.16495971","-0.05411885","-0.07479547"," 0.27640797"," 0.34539229","-0.44954484","-0.20530505"," 0.56519697","-0.20909512","-0.18109453","-0.37751719"," 0.53798058","-0.38141275"," 0.09020474"," 0.28266097"
"M644.519T1506.823"," 0.58098457"," 0.21257803","-0.41311389","-0.68780037","-0.35210347","-0.17078230","-0.12571074","-0.24572922","-0.38866763"," 0.37873122"," 0.01635171"," 0.81171426"," 0.08350116","-0.37722563"," 0.67727231"
"M326.288T1456.744","-0.12440213"," 0.27683056"," 0.08440359","-0.26869155"," 0.04222026"," 0.07852335"," 0.20813672","-0.08453661"," 0.23336283","-0.09296126"," 0.29216636","-0.29983557","-0.35746478"," 0.26245693","-0.25020872"
"M885.565T1438.11"," 0.02774226","-0.26463239","-0.47290357","-0.20641364","-0.30329599","-0.22170688"," 0.50228339"," 1.07243292","-0.52487989","-0.24254508","-0.37565569"," 0.43303863"," 0.12623738"," 0.11169041"," 0.33860812"
"M399.208T1428.24"," 0.19871540","-0.03810577","-0.31904303"," 0.20169967"," 0.23529987","-0.09698452"," 0.28609903","-0.35595204"," 0.03836491"," 0.10078732"," 0.01715291"," 0.05927549","-0.02280345","-0.08460813","-0.21989766"
"M655.523T1471.536"," 0.218412206","-0.137499868","-0.433035054","-0.039565987"," 0.213215697"," 0.132223072"," 0.307863851","-0.054619021","-1.092342534"," 0.253980908","-0.110554662"," 1.141593523","-0.009148993"," 0.038902846","-0.429425985"
"M284.201T1481.744","-0.07027217"," 0.24932297","-0.22237086"," 0.04220480"," 0.23663164","-0.24511903"," 0.42588023","-0.06431709","-0.29668237","-0.03761808"," 0.04855740"," 0.17479393","-0.17378669","-0.12421893"," 0.05699425"
"M439.145T828.514"," 0.3528965228"," 0.2069522149"," 0.1380366837","-1.2255816259"," 0.0839270395"," 0.6624495163","-0.3125847864"," 0.0008773949"," 0.4119272544","-0.1493258580"," 0.4197659183","-0.4837734211"," 0.0314638123"," 0.2835683379","-0.4205990037"
"M722.265T908.018","-0.40605677"," 0.54807644","-0.56845170","-1.03200387"," 0.67091530","-0.16810835"," 0.60819188","-0.13162724","-0.42446951"," 0.65541981"," 0.17706136","-0.45191234"," 0.48449938"," 0.01873811"," 0.01972750"
"M1028.737T1475.069"," 0.51137462","-0.35939219","-0.69994178"," 0.02187175","-0.50169534","-0.43179260"," 0.53766457"," 1.73049379","-0.71653452","-0.17163642","-0.46485857"," 0.79102131","-0.40264479","-0.19867393"," 0.35474410"
"M701.546T1456.786","-0.06212608"," 0.08116764","-0.45933808"," 0.94261132"," 0.33564880","-0.31219896"," 0.03298466","-0.12811519","-0.49981581","-0.02137742","-0.26299717"," 0.74059567","-0.27602192","-0.02602171","-0.08499575"
"M373.363T1574.274"," 0.12693419"," 0.05766102","-0.19969711"," 0.22727936"," 0.02572401","-0.14762254"," 0.50843411","-0.12352094","-0.24364353","-0.39585716","-0.13988334"," 0.52532754","-0.22069686","-0.17589910"," 0.17546034"
"M365.275T1406.394","-0.37264468"," 0.03463342","-0.56804641","-0.25344150","-0.12407766","-0.07298898"," 0.35804452","-0.03670157","-0.24340075","-0.12495423"," 0.22529239"," 0.35588448"," 0.03495004"," 0.06179693"," 0.72565400"
"M299.11T1608.887"," 0.30570315","-0.14332043","-0.08699541","-0.22583346","-0.25098883","-0.27556419"," 0.07242587","-0.23832485","-0.14445335","-0.25860675","-0.22139897"," 0.54319764","-0.22230297"," 0.88611057"," 0.26035199"
"M840.568T1356.47","-0.76749529"," 0.31371431","-0.08092105"," 0.35712649","-0.41642489"," 0.17540648"," 0.70268199"," 0.27908915","-0.15165711","-1.84143661"," 0.02924163"," 0.07320830"," 0.53034250"," 0.03014043"," 0.76698368"
"M891.589T1509.101"," 0.193194159","-0.286811540","-0.578529306","-0.081388487","-0.068619122","-0.003220794"," 0.285318522"," 1.309333527","-0.715563944","-0.278213467","-0.261694465"," 0.212803795","-0.065169615"," 0.041287342"," 0.297273395"
"M586.241T903.94"," 0.32624102","-0.24517684"," 0.05474105","-0.04367818","-0.15570982"," 0.18233623","-0.06948746","-0.49333080"," 0.40245702","-0.02779295"," 0.13445087"," 0.39571843","-0.19557003","-0.25797284","-0.00722571"
"M424.205T1508.296"," 0.03280083"," 0.03482692"," 0.07522916"," 0.24545707","-0.23096868","-0.11680614","-0.06148401"," 0.04356109","-0.26644222","-0.16549849"," 0.17364074"," 0.58544015","-0.21853604","-0.28164025"," 0.15041986"
"M347.259T1473.286","-0.191236117"," 0.115420119"," 0.099496416","-0.001602811","-0.783518439"," 0.310280205","-0.328340028"," 0.091334942"," 0.251067086"," 0.073064761"," 0.327868155","-0.094197026","-0.111621038"," 0.276754349","-0.034770574"
"M465.26T1373.143"," 0.545593996","-0.421016903"," 0.440911398"," 0.091213627","-0.179820886"," 0.591041263","-0.167173881"," 0.008420662"," 0.540059430","-0.005251158"," 0.102799392"," 0.055300660","-0.564556759","-0.276933725","-0.760587115"
"M341.283T1305.932","-0.06300059","-0.26753025","-0.08095356"," 1.56602476"," 0.55599410","-0.22263317","-0.06773936","-0.22069206"," 0.16488616","-0.22331220","-0.15902595","-0.19295483","-0.21669852","-0.23015733","-0.34220720"
"M330.261T1473.013","-0.02370025","-0.11108813"," 0.10732317"," 0.31626117"," 0.39609892","-0.24146741","-0.05167971","-0.07308711","-0.22799143","-0.11962323"," 0.05934993"," 0.06696198"," 0.20205815"," 0.05259621","-0.35201224"
"M311.255T1280.542"," 0.16481712","-0.37813346"," 0.07185679"," 0.83433437"," 0.11034444"," 0.08040557","-0.01541755","-0.14742541"," 0.62818629","-0.01040495"," 0.18358709","-0.17025847"," 0.01530735","-0.08633319","-1.28086600"
"M792.472T1524.351"," 0.48374437","-0.38780475","-0.26598838","-0.39541682","-0.23618526","-0.43469758"," 0.31122794"," 0.11478946","-0.34317291"," 0.02475442","-0.14764754"," 0.56980281","-0.03047747","-0.09735583"," 0.83442753"
"M865.582T1509.04"," 0.50765370","-0.24982440","-0.92313326"," 0.07018379","-0.24966258","-0.26062096"," 0.43771080"," 1.69018659","-0.48473491","-0.43382223","-0.51599933"," 0.34570982","-0.11628480","-0.10049812"," 0.28313591"
"M608.267T945.789"," 0.07449432"," 0.06700038"," 0.08929783","-0.92286441"," 0.17060018"," 0.58567940"," 0.32909394","-0.42117415"," 0.07331545"," 0.02341307","-0.01907909","-0.09733114"," 0.32646232","-0.39408418"," 0.11517609"
"M1021.696T1456.932"," 0.5156913","-0.1713429","-0.3016046"," 0.1791581","-0.7162539","-0.3209922"," 0.7504585"," 1.7338275","-1.0898141","-0.5029113","-0.8676678"," 0.6769323","-0.4375826"," 0.1042381"," 0.4478637"
"M861.603T1557.588"," 0.04699229","-0.46156490"," 0.10437598","-0.08583631","-0.08880955","-0.01667785"," 0.13193144"," 1.02817573","-0.69095897","-0.58242137"," 0.11638143"," 0.17411612"," 0.39978928"," 0.06890285","-0.14439620"
"M1131.443T843.183"," 0.26486775","-0.21242163"," 0.37418001","-0.44350828","-0.16307334"," 0.48784063","-0.18613651","-0.28475226"," 0.72486704","-0.30382192"," 0.72080864","-0.25442269","-0.21439413","-0.05183391","-0.45819942"
"M293.131T985.458","-0.10528009","-0.15185213","-0.04868933"," 0.63164795","-0.03231202","-0.04458009"," 0.02831690"," 0.09078177","-0.28742665","-0.61552319","-0.33031577"," 0.48926867","-0.26159271"," 0.17462175"," 0.46293493"
"M967.58T1390.374","-0.13689332","-0.02000034","-0.16295426"," 0.39290410","-0.82652797","-0.26959383","-0.63067821"," 0.28360117"," 0.03065508"," 0.31718127"," 0.25270794"," 0.39615600","-0.24851567"," 0.45816853"," 0.16378951"
"M601.496T1459.491"," 0.07447369"," 1.00589414","-0.01022306","-0.37066546"," 0.16042857","-0.31559482"," 0.30846821","-0.13437462","-0.34898382","-0.20735272"," 0.25625298"," 0.05610258","-0.06795702","-0.54908590"," 0.14261726"
"M506.357T1325.086","-0.109644987","-0.067145116","-0.296138078","-0.230765134"," 0.181104181"," 0.173771675","-0.201102823"," 1.044231169","-0.161501580"," 0.099858746"," 0.005597943"," 0.070538436","-0.075067663","-0.336720549","-0.097016220"
"M533.435T1510.689","-0.16012007"," 0.88682563","-0.22751002","-0.73033778","-0.35107069","-0.06147595"," 0.02728989","-0.53558599","-0.23269860"," 0.38790668"," 0.24480482"," 0.41530672"," 0.31210466","-0.11571667"," 0.14027739"
"M312.106T122.685"," 1.057808094"," 0.772891928"," 0.042458102"," 0.166271672","-0.319469629"," 0.005477574"," 0.839154912","-0.144270296","-0.019267552","-0.553889920","-0.630221104","-0.191600241","-0.632003195","-0.925429843"," 0.532089497"
"M256.263T1575.098"," 0.14999530"," 0.05664840","-0.03005890","-0.01495304","-0.83496346","-0.02514009"," 0.07115443","-0.18995571","-0.06779377"," 0.16670827"," 0.28625825","-0.15893636"," 0.24059260"," 0.03816598"," 0.31227809"
"M469.421T1591.154"," 0.0002654128","-0.1300318001"," 0.0357503351","-0.4194339770","-0.1508516686","-0.2588383155","-0.0279443854"," 0.5775056636","-0.0234385408","-0.2388848685"," 0.1803969310"," 0.1513617005"," 0.0593118031"," 0.1116559347"," 0.1331757752"
"M693.468T1473.286"," 0.3298790","-0.2933331","-0.4716914"," 0.7109357","-0.5240520","-0.3091269"," 1.4429173","-0.3405098","-0.2200844","-0.3796249","-0.2261197"," 0.3375266","-0.3673246","-0.4604179"," 0.7710261"
"M257.959T60.451","-0.437315102","-0.053667627"," 0.282479779"," 0.187101312"," 0.096451533"," 0.140497635","-0.252378598"," 0.085353734","-0.001553091","-0.059788130"," 0.030443006","-0.141839788"," 0.168479112"," 0.242283430","-0.286547205"
"M823.518T1283.896","-0.25867272","-0.03244971","-0.33889031"," 0.28063664"," 0.30503567","-0.13989469","-0.01734546"," 0.21313466","-0.48104615"," 0.09919208","-0.08710210"," 0.44506493","-0.18819702","-0.06914642"," 0.26968062"
"M673.587T1576.856"," 0.57496384"," 0.21995880","-0.44464820"," 0.48402332","-0.70574418","-0.30720619"," 1.00065428"," 0.11479861","-0.01983116"," 0.24786062","-0.43668913","-0.26203829","-0.24919155","-0.67273045"," 0.45581969"
"M423.265T1220.872"," 0.12614583","-0.16704953"," 0.34019983"," 1.12809528","-0.02858088","-0.06346062"," 0.21480027","-0.02749447"," 0.52789542","-0.92828118","-0.44063691","-0.09630355","-0.64444878","-0.03194689"," 0.09106617"
"M497.353T1308.231","-0.11124883","-0.25033178"," 0.22031865"," 0.92377766","-0.11516469","-0.08150499"," 0.05354804"," 0.09141699"," 0.20949291","-0.37487870","-0.25713416"," 0.23089003","-0.21480207","-0.34461780"," 0.02023874"
"M699.593T1406.45","-0.1533900"," 0.6061263","-0.4596066"," 1.2220278"," 0.7558083","-0.9967146","-0.1049530"," 0.5447876","-0.8600946"," 0.7287583"," 0.1070657","-0.2833864","-0.6742484","-0.1477375","-0.2844428"
"M664.457T1578.697","-0.11222659","-0.03668064","-0.16988352","-0.36935425","-0.54752254","-0.14938845","-0.13316024","-0.28548337","-0.12145359"," 0.01979969"," 0.05577552"," 1.96390665","-0.07276529","-0.10383881"," 0.06227543"
"M897.569T1456.348"," 0.168291169","-0.420580405","-0.722128330"," 0.007743118","-0.103970161","-0.757571485"," 0.770345926"," 1.676160611","-0.593362589","-0.344827861","-0.727594084"," 0.811781451","-0.267993637","-0.065625115"," 0.569331393"
"M758.22T1573.977","-0.51706180","-0.14218646","-0.11089905"," 0.17995148"," 0.06366103","-0.16212043","-0.35609377"," 0.07994351","-0.15394298"," 0.12031556"," 0.06846442","-0.61439215","-0.21873527"," 0.40537333"," 1.35772257"
"M969.712T1473.286"," 0.17617812","-0.07865034","-0.54300080","-0.13216794"," 0.60418044","-0.37084257"," 0.42293228"," 0.56779795","-0.62778156","-0.06126575","-0.62957953"," 0.26238477","-0.91186463"," 0.66316622"," 0.65851336"
"M484.413T1608.172"," 0.13607386"," 0.13382674"," 0.02002583","-0.65613936","-0.01346413"," 0.04565888"," 0.13304589"," 0.43234144","-0.11262404","-0.15109315"," 0.14445554"," 0.25200221","-0.10694582","-0.33302094"," 0.07585705"
"M343.221T1438.11"," 0.08088168","-0.14646863","-0.04187540"," 0.16689698"," 0.06156940"," 0.19441658"," 0.05674571"," 0.01322332"," 0.13362958","-0.13182206"," 0.04047225","-0.01720676","-0.39992180"," 0.09571197","-0.10625280"
"M369.188T1624.498","-0.017747978"," 0.106469027"," 0.100078678","-0.467527697","-0.108360539","-0.051910352"," 0.329688660","-0.212903572","-0.064359083","-0.140642429","-0.042608789"," 0.248026450"," 0.055538791","-0.003281812"," 0.269540644"
"M385.292T1608.361"," 0.07247643"," 0.25247628"," 0.50279468","-0.18275194","-0.59858394","-0.26064857","-0.28739857","-0.17262409"," 0.38036895","-0.09165404"," 0.06832979"," 0.09508922"," 0.14869253","-0.08732749"," 0.16076076"
"M445.364T1523.593","-0.26609347","-0.09347755","-0.08893549","-0.13499514","-0.01246609"," 0.06980062"," 0.12462882","-0.50866962"," 0.17107506","-0.30848082","-0.01822848"," 0.49915238"," 0.22035019","-0.08142565"," 0.42776525"
"M912.601T1591.283"," 0.1410631","-0.4035822","-0.3996825"," 0.2889277","-0.1711341","-0.4575094"," 0.2363513"," 1.3114594","-0.6399340","-0.3091658","-0.3812396"," 0.4784546","-0.2182726"," 0.2274154"," 0.2968486"
"M927.612T1474.354"," 0.41038559","-0.42222046"," 0.07947844"," 0.49419835","-0.30219691","-0.08007085"," 0.19123639"," 0.53381620","-0.11630418","-0.46729376","-0.68890494"," 0.57287686","-0.37221152","-0.23574022"," 0.40295099"
"M649.52T1646.826","-0.24717512"," 0.48632174","-0.41466686"," 0.94938561","-0.77168401","-0.26770787","-0.24956105"," 0.74873005","-0.28843010"," 0.57073252","-0.17913258"," 0.38543858","-0.10970657","-0.55234957","-0.06019479"
"M840.543T1163.004","-0.01089500"," 0.06823771"," 0.13861164"," 0.25180905"," 0.59589041","-0.34207746","-0.35936878"," 0.24125296","-0.15791371","-0.03993507","-0.18190802"," 0.33638623","-0.24432318","-0.35622247"," 0.06045569"
"M332.331T1472.833"," 0.203681232","-0.153364024"," 0.294611799","-0.101950783"," 0.329976530"," 0.442884439","-0.230959485"," 0.009910964"," 0.145521524","-0.330469984","-0.002956028","-0.185038228","-0.199426851"," 0.099188859","-0.321609966"
"M521.208T925.1","-0.24062828"," 0.20727212","-0.21519155","-0.73077510"," 0.19617142"," 0.31814221","-0.01244543","-0.37407900"," 0.16589439"," 0.27888966"," 0.15302314"," 0.27176311","-0.04005692","-0.04527846"," 0.06729867"
"M1064.424T990.311","-0.387671612"," 0.439949236","-0.409756261","-0.566911769"," 0.341821023","-0.005670644"," 0.347550534","-0.073669640"," 0.021417704","-0.145737574"," 0.185829470","-0.035063111"," 0.332189599","-0.296494865"," 0.252217909"
"M325.16T1624.705"," 0.015536554"," 0.075255548","-0.113919314"," 0.275186859","-0.441871197","-0.123388371"," 0.075715329","-0.434016858","-0.273251106","-0.006252108"," 0.043979067"," 0.407231605"," 0.092991315"," 0.338432000"," 0.068370678"
"M1018.702T1376.163"," 0.42734232","-0.17469961","-0.48929774","-0.71889776","-0.22654569"," 0.02418052"," 0.58162814"," 2.02838114","-0.32466473","-0.85690940","-0.81263938"," 0.55560345","-0.44088131","-0.25102481"," 0.67842488"
"M701.596T1544.095"," 0.10179751"," 0.54317761","-0.78565324"," 1.26741220"," 0.15452095","-0.70901612","-0.21355387","-0.04330832","-0.02468637"," 0.39387038","-0.18767990","-0.28382214","-0.36747467"," 0.05499971"," 0.09941626"
"M1017.703T1376.163"," 0.20155345","-0.65081807","-0.51417790"," 0.02686072","-0.49889861","-0.29292277"," 0.64757030"," 2.11526636","-0.64286556","-0.36602779","-0.43881753"," 0.48917880","-0.53995316","-0.02478940"," 0.48884116"
"M381.19T1422.254"," 0.08676688","-0.03326610","-0.24094991","-0.21569908"," 0.29047389"," 0.09794963"," 0.34097181","-0.22148819","-0.26845686","-0.08732331","-0.15396761"," 0.35070569","-0.12075839"," 0.09597137"," 0.07907017"
"M671.56T1406.45"," 0.354059341","-0.083099630","-0.661177365"," 1.385165442","-0.100907054","-0.004052993"," 1.346041573","-0.836261086","-1.585379220","-0.005134652","-1.556607244"," 1.109460755","-0.723329330"," 0.328465431"," 1.032756032"
"M347.216T1256.694"," 0.25439481","-0.07511536"," 0.17854302"," 0.63322276"," 0.45487461"," 0.16492075","-0.30264406","-0.09065261"," 0.18052681","-0.83854430","-0.09471240"," 0.35015392","-0.84573851","-0.19308858"," 0.22385915"
"M844.601T1526.07"," 0.12237329","-0.35501763","-0.60087972","-0.11012899"," 0.05832055"," 0.05034643"," 0.18259356"," 1.42605642","-0.33972288","-0.59753202"," 0.01902760"," 0.12059293","-0.37415418"," 0.02291943"," 0.37520520"
"M892.608T1557.588"," 0.19879657","-0.30732733","-0.10768203"," 0.04740966","-0.10304663","-0.29211682"," 0.45439144"," 1.56528057","-0.76427383","-0.46647978","-0.46617641"," 0.32140059","-0.14188138","-0.05764607"," 0.11935146"
