"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas"
"M590.775T907.789","-0.66784824","-0.29450382"," 0.49352021"," 0.17375798","-0.28804896"," 0.29184399","-0.46219731","-0.72771782"," 0.08795121"," 0.95069567","-0.69208890"," 0.46045015"," 0.14682039"," 0.52736544"
"M455.14T941.827","-0.2230494","-1.4811560","-0.1534169"," 0.3401532"," 0.3704730"," 1.1390602","-0.2978997","-0.1366650","-0.4479090"," 0.1155090","-0.2559076"," 0.6337537","-0.2056232"," 0.6026775"
"M478.858T67.274","-0.473960065"," 0.008597923","-0.191944976"," 0.084706659"," 0.271046565"," 1.179101435"," 0.289388586","-0.631059015","-0.919168084"," 0.711312518","-0.272457616","-0.329730893","-0.043747924"," 0.317914887"
"M991.585T1378.099","-0.155730184","-0.335066058"," 0.056355212","-0.003102795","-0.024439914"," 1.447493323","-0.244154827","-0.355938934","-0.253281676","-0.150535744","-0.246392572"," 0.629579556","-0.411712313"," 0.046926925"
"M184.986T90.923","-0.16162879"," 0.20386686","-0.62751444"," 0.14321226","-0.76802149"," 1.48116932","-0.01778473","-0.84120324","-0.13423344"," 0.92831235","-0.53799959"," 0.38408548","-0.08202563"," 0.02976506"
"M206.082T164.917"," 0.01966905"," 0.28376301"," 0.39285924","-0.14918574"," 0.17746887"," 0.70551848","-0.09516871","-1.20730920","-0.62478018"," 1.14277499"," 0.05761011"," 0.27282373","-1.05272129"," 0.07667764"
"M1161.521T895.466","-0.86954806","-0.88979439"," 0.34843392"," 0.24304446","-0.23805506"," 1.16218678"," 0.43889759","-0.39387608","-0.07989372"," 0.76606456","-0.57917964"," 0.48825412","-0.45710326"," 0.06056878"
"M418.218T902.438","-0.17452294","-1.13017795"," 0.22658257","-0.70846473","-0.13760993"," 0.80565390","-0.53781533"," 0.12767490"," 0.14297564"," 0.45336652","-0.27989582"," 0.94821822","-0.06725625"," 0.33127119"
"M632.783T316.499","-0.11952581","-1.83818755","-0.51120581","-0.44560348"," 0.35591151"," 1.02586093"," 0.37220435","-0.06929052"," 0.06787476"," 0.60900868","-0.26275249"," 0.77889488","-0.01563075"," 0.05244132"
"M1074.325T1193.301"," 0.24992316","-0.50692837"," 0.16158683"," 0.25560780","-0.04957932"," 0.84255946","-0.19572192","-0.15729838","-2.40806972"," 0.95159150","-0.32857576"," 0.71697054"," 0.12796055"," 0.33997363"
"M451.218T291.531","-0.26221730","-1.59555976"," 0.37967755","-0.45195749"," 0.18899712"," 1.04013479","-0.19389597","-0.11024216"," 0.12421678"," 0.33659093","-0.15151497"," 0.75975994","-0.12688909"," 0.06289965"
"M344.099T126.621","-0.05219028","-0.93819177"," 0.11412140","-0.46216044"," 0.19672463"," 1.14979571","-0.19235402","-0.24751856","-0.73139939"," 0.69397825","-0.26979677"," 0.60502041","-0.15084867"," 0.28481949"
"M558.799T1194.269","-0.016344167","-0.695939965"," 0.056453407","-0.030986299"," 0.435622362"," 1.176776584","-0.128062322","-0.729160989","-0.649334568"," 0.822715456","-0.439704035"," 0.486068733","-0.294632883"," 0.006528686"
"M852.187T1328.651","-0.23504326"," 0.29015665"," 0.30727635"," 0.22701293","-0.80797830"," 1.52498923","-0.48777826","-0.11910973","-0.22779151"," 0.22998632","-0.66653501"," 0.16657784","-0.05485931","-0.14690396"
"M1343.805T1193.201","-0.21979297","-1.79980057","-0.01764997"," 0.30635566"," 0.48394186"," 1.07881436"," 0.23452865","-0.39803146","-0.77034893"," 1.00560519","-0.06666392","-0.15383385","-0.05512546"," 0.37200142"
"M1074.439T1194.382"," 0.4622584","-2.1934325"," 0.1267228"," 0.1590589"," 0.5696712"," 1.0341019"," 0.3769472","-0.5549527","-0.3389421"," 0.8244512","-0.0708247","-0.3365414","-0.3957954"," 0.3372771"
"M575.856T1053.805","-0.01277901","-0.42573836"," 0.15706744","-0.09318856","-0.17512675"," 1.15994447","-0.20841348","-0.84692524","-0.55130003"," 0.89920590","-0.15644339"," 0.48818569","-0.32624643"," 0.09175775"
"M653.691T320.692","-0.1953517","-1.5071543"," 0.2160780","-0.2543323","-0.1507006"," 1.2115455"," 0.2061149","-0.3096808","-0.0728950"," 0.6479360","-0.3009803"," 0.5053068","-0.3567639"," 0.3608778"
"M385.113T835.894","-0.083877334","-0.922854675"," 0.062392615","-0.190368115"," 0.359029432"," 1.235301114","-0.392598180"," 0.298962988","-0.993947592"," 0.806908094"," 0.026006398","-0.006346605","-0.563693270"," 0.365085131"
"M1326.883T1200.672","-0.522213825","-0.597864492"," 0.486484433","-0.001703293"," 0.833250983"," 1.446011366"," 0.036766588","-0.890309250","-1.913783879"," 0.194199731"," 0.609121852","-0.024525481","-0.171510298"," 0.516075563"
"M700.309T1205.376","-0.24408150"," 0.66434710"," 0.55111595"," 0.29936209"," 0.07317886"," 0.86529827","-0.62636387","-0.99954222","-1.66436809"," 0.78723844"," 0.03468916"," 0.21438917"," 0.26297337","-0.21823673"
"M627.229T851.009","-0.15822989","-2.70478844"," 0.09132641","-0.08902148"," 0.23754583"," 1.01222427","-0.09031139"," 0.01116665"," 0.03025640"," 0.51655632","-0.04349428"," 0.75218702","-0.08628037"," 0.52086295"
"M633.552T319.689","-0.19245059","-1.60295526"," 0.22026348","-0.12283164"," 0.10776259"," 1.20147527","-0.12553043","-0.40354210","-0.06074548"," 0.75214453","-0.47950961"," 0.56925654","-0.26563148"," 0.40229419"
"M885.489T1408.277","-0.05928210","-0.59456982"," 0.35027551","-0.27454982","-0.02864737"," 1.34865560","-0.27154389","-0.27530503","-0.07416311","-0.03076655","-0.44174289"," 0.66387600","-0.29140008","-0.02083644"
"M845.458T1184.78","-0.57156825","-0.49164402","-0.27853051"," 0.34599631"," 0.18127029"," 1.36373105","-0.38431121","-0.09156998"," 0.20714382"," 0.20960195","-0.71717437"," 0.09831300","-0.24548460"," 0.37422651"
"M1001.569T1093.359","-0.21161685","-1.41173468"," 0.23683704"," 0.30107152"," 0.28383785"," 1.36733283","-0.46772223","-0.06628178","-0.28767688","-0.02178036","-0.28732469"," 0.76085526","-0.40963941"," 0.21384237"
"M1028.185T1194.382"," 0.22302910","-1.43376477"," 0.01022207"," 0.24862912"," 0.15435307"," 1.16012979","-0.08222001","-0.43251720","-0.89995057"," 0.64622237","-0.13416958"," 0.56510881","-0.09962247"," 0.07455027"
"M645.124T781.203","-0.325138230","-1.355058573"," 0.350882196"," 0.001326202","-0.463977939"," 0.952441016","-0.015589022","-0.081424029","-0.124462385"," 0.985113100","-0.260227676"," 0.323592627","-0.423947438"," 0.436470150"
"M537.695T1290.37"," 0.09978824","-0.07597792","-0.27909737"," 0.16165968"," 0.81057761"," 0.23318844","-0.23281747","-0.88203743","-0.80012045"," 0.31870113"," 0.39046188"," 0.15504320","-0.14356310"," 0.24419357"
"M808.368T1195.332","-0.17302642","-0.30956701","-0.27497295"," 0.27814269"," 0.25246523"," 1.24538247","-0.06215384","-0.78997003","-1.09008026"," 0.97378507"," 0.20920924"," 0.08890570","-0.39407215"," 0.04595226"
"M942.469T1308.469","-0.78008269","-0.25304356","-0.33245093","-0.11138402","-0.03784117"," 1.30078244","-0.13605528","-0.24921836","-0.18447072"," 0.64200045","-0.30033932"," 0.72440810","-0.32644515"," 0.04414022"
"M575.826T1054.493","-0.10412322","-0.27670190"," 0.19429369"," 0.04436885"," 0.08672190"," 0.95336970","-0.66961634","-0.69920796","-0.69052261"," 0.83953464","-0.45652385"," 0.50699875","-0.19619734"," 0.46760567"
"M453.17T879.981","-1.54849018"," 0.36379944","-1.36337403","-0.56024745"," 0.60532770"," 0.63616862"," 0.06411563"," 0.89308159","-0.39780873","-0.85224885","-0.08971577"," 1.28729941"," 0.55922887"," 0.40286375"
"M349.088T88.189"," 0.13202846","-0.95986215","-2.02214347","-0.06389722"," 0.30676314"," 1.19170748"," 0.12213391"," 0.14248150","-0.21339288"," 0.80501800","-0.03192458"," 0.16631377"," 0.09358260"," 0.33119145"
"M421.069T767.549"," 0.1089356","-0.3632393"," 0.2260888","-0.2267353"," 0.0895092"," 1.1985139","-0.5332958","-0.1574060","-0.2691610"," 0.7718672","-0.3399519"," 0.4142131","-1.2715017"," 0.3521632"
"M643.245T813.714","-0.12479488","-1.53887771","-0.14537525","-0.66953027","-0.05773943"," 1.08445921","-0.04958665","-0.01503698"," 0.06379524"," 0.53442427","-0.16229651"," 0.55016658"," 0.12106079"," 0.40933159"
"M745.161T766.586","-0.03492604","-1.63975146"," 0.43426965","-0.15348606"," 0.43808815"," 0.86967607","-0.22678915"," 0.24095318","-0.31619700"," 0.91432698"," 0.04503307"," 0.14859470","-0.92969613"," 0.20990404"
"M603.339T1194.269","-0.46338349"," 0.18760183"," 0.01626251"," 0.07945043","-0.27689420"," 1.07952606","-0.29722604","-0.76470088","-0.73324008"," 0.81189478","-0.37403747"," 0.30096454","-0.17247185"," 0.60625387"
"M1128.561T892.565"," 0.3550564","-0.4349232"," 0.9840759","-0.1687037"," 0.4054242"," 1.5879470","-0.6997379","-1.9817548","-0.2220595","-1.1145961"," 0.2545971"," 1.0244258","-0.1329197"," 0.1431684"
"M875.523T1196.25","-0.18107010","-0.68255640","-0.11545752"," 0.17630923"," 0.30969872"," 1.23174035","-0.08006517","-0.71075065","-0.97584263"," 0.94117752","-0.09315602"," 0.14212479","-0.31651639"," 0.35436427"
"M442.823T96.43","-0.085439673","-0.065831615","-0.548000469","-0.182015635"," 0.004690094"," 1.271637131","-0.315525871","-0.466615701","-0.351507140"," 0.849276351","-0.631402241"," 0.627733419","-0.261025426"," 0.154026776"
"M316.508T323.984","-0.22115555","-0.85685906"," 0.01975935","-0.16546611","-0.06472418"," 1.25232669","-0.22774339","-0.57660530","-0.05339592"," 0.75437427","-0.31156820"," 0.44984010","-0.27860805"," 0.27982536"
"M698.005T988.342","-0.35232523","-0.02562901"," 0.44296666","-0.23791094"," 0.04468068"," 1.31195423","-0.45694032","-0.25491706","-0.45962101"," 0.74322835","-0.62191496"," 0.24762617","-0.63973945"," 0.25854188"
"M729.273T847.264","-0.30169717","-0.98134174","-0.22866282","-0.14487567"," 0.02387031"," 1.37365368","-0.63748652","-0.10379962"," 0.02182819"," 0.58774595","-0.53143007"," 0.62724161","-0.03067274"," 0.32562660"
"M417.764T850.924","-0.17589266","-2.48807860","-0.01052051"," 0.00856821"," 0.51408421"," 1.01658471","-0.02118415"," 0.05431813","-0.09673474"," 0.80249117","-0.25445529"," 0.32027683"," 0.09008946"," 0.24045323"
"M442.938T91.386","-0.41012997","-0.40915600"," 0.30441976"," 0.22390352","-0.08912564"," 1.31526818","-0.21207043","-0.66490663","-0.27466115"," 0.73237895","-0.37416186"," 0.14899701","-0.37279314"," 0.08203739"
"M653.752T320.843","-0.11048876","-1.62674515"," 0.16788530","-0.15010313"," 0.09707778"," 1.04874943"," 0.06234957","-0.32252596"," 0.02597661"," 0.63008279","-0.28645751"," 0.51655847","-0.28349662"," 0.23113717"
"M683.129T316.242"," 0.07473684","-2.26697855"," 0.24918588","-0.02694802"," 0.24627181"," 1.02066573","-0.13920629","-0.61393098","-0.02866564"," 0.66884484","-0.14051667"," 0.56217616"," 0.08177366"," 0.31259125"
"M924.454T1327.66","-0.6027119","-0.2028771"," 0.2344010"," 0.1674810","-0.2864866"," 1.3435143","-0.4396567","-0.2895719","-0.1157418"," 0.6427997","-0.4905028"," 0.1596583","-0.3810674"," 0.2607619"
"M653.783T316.318"," 0.04012657","-1.78316105"," 0.12397104","-0.11766083"," 0.23701597"," 0.89211713","-0.14518903","-0.16882222","-0.34495304"," 0.72046856","-0.14501949"," 0.51611440","-0.16660580"," 0.34159778"
"M503.141T749.726","-0.32069372"," 0.95176676","-0.07242272"," 0.16140056","-0.54084436"," 1.13807860","-0.40549580","-0.58972764","-0.36217892"," 0.63334301","-0.47211373","-0.04555013","-0.38315648"," 0.30759458"
"M489.058T766.222","-0.28271063","-0.37539984","-0.02270175"," 0.12265462"," 0.22287946"," 1.19241168","-0.54450341","-0.34504093","-0.40328611"," 0.84849018","-0.36508112"," 0.58666053","-0.65295128"," 0.01857861"
"M429.664T316.504","-0.07928559","-0.89166523"," 0.15360627","-0.08714050"," 0.12459590"," 1.15004816","-0.34298025","-0.64138158","-0.31449338"," 0.63208984","-0.46933079"," 0.65125568","-0.25127471"," 0.36595616"
"M455.098T785.732","-0.20895192"," 0.22987266","-0.02395173","-0.34500439","-0.19592062"," 1.10956300","-0.01196374","-0.45127244","-0.22157591"," 0.92471986","-0.68543329"," 0.51735943","-0.51461362","-0.12282727"
"M1047.557T895.369"," 0.05072389","-0.62875075"," 0.76134924","-1.21768774"," 0.54777160"," 1.44587736","-0.66118298","-0.34907183","-0.41096321"," 0.41184649","-0.14585909"," 0.56612518","-0.26266504","-0.10751310"
"M327.108T784.235","-0.05040752","-0.53481313"," 0.32434106","-1.47531288"," 0.17031380"," 1.17284295"," 0.21974218"," 0.06750064","-0.12469534"," 0.86983290","-0.14106223","-0.05465945","-0.67906679"," 0.23544379"
"M633.494T312.856","-0.12393197","-1.74514038"," 0.32306390","-0.55059130"," 0.30364478"," 1.11549500","-0.08310145","-0.36376668"," 0.02528683"," 0.55996166","-0.28961024"," 0.64106625","-0.25373605"," 0.44135965"
"M1074.386T1195.935"," 0.3346051","-1.4119516","-0.1287266"," 0.1393809"," 0.5993337"," 1.0210007"," 0.2070300","-0.9536389","-0.4285070"," 0.9534380"," 0.2337968","-0.4044300","-0.7561634"," 0.5948323"
"M1143.637T1195.221","-0.13601914","-0.27145680"," 0.02687942","-0.11779486"," 0.09067369"," 1.05812066"," 0.06165215","-0.66933498","-0.91882701"," 1.05008439","-0.50547857"," 0.62424717","-0.32543398"," 0.03268786"
"M851.819T1425.446","-0.03791251","-0.46244302"," 0.19818716","-0.11638599"," 0.19733550"," 1.00831791","-0.66903316","-0.66177230","-0.04079588"," 0.56823367","-0.46931496"," 0.87196131","-0.43472559"," 0.04834786"
"M530.968T106.005","-0.31041443","-0.95835228","-0.05647401","-0.07303930","-0.06635668"," 1.26391695","-0.19319778","-0.28436874","-0.06245667"," 0.79776374","-0.43504220"," 0.46478807","-0.21335968"," 0.12659301"
"M1009.607T1323.757","-0.090069603","-0.594707558"," 0.558685020","-0.167442814"," 0.099367083"," 1.170042580","-0.266786789","-0.356951425","-0.161288238","-0.250674827","-0.221009818"," 0.748195652","-0.461037831","-0.006321434"
"M867.513T1306.189","-0.19223727","-0.29638442"," 0.23195465","-0.01243206","-0.37353156"," 1.25417159","-0.26572268","-0.31774441","-0.17756358"," 0.40782420","-0.45205870"," 0.69540439","-0.55249617"," 0.05081601"
"M653.717T312.26","-0.04087950","-2.09585281"," 0.33831007","-0.20885256"," 0.11689823"," 0.86671390"," 0.28377593","-0.50856519"," 0.01645712"," 0.63263930","-0.09179956"," 0.64733620","-0.24066650"," 0.28448537"
"M1031.899T1225.646"," 0.25770644","-0.43638861"," 0.17829364","-0.20751691","-0.75295022"," 1.05247747","-0.86194848","-0.18285064","-0.32416883"," 0.44452597"," 0.09694395"," 0.86316507","-0.01101716","-0.11627168"
"M1452.478T314.239"," 0.1159300","-1.6999764"," 0.4238825","-0.8763218"," 0.6830304"," 0.4652288"," 0.6885723"," 0.7252049"," 0.3195038","-0.2540130","-0.7613411"," 0.5735096","-0.1694367","-0.2337733"
"M297.119T136.686","-0.03400588","-0.69644769"," 0.23250777","-0.19925235","-0.13686892"," 1.24191528","-0.60480918","-0.31994314","-0.23052570"," 0.64712115"," 0.05639429"," 0.34802124","-0.07351548","-0.23059138"
"M591.167T896.642","-0.21976546","-0.80758801","-0.12381282","-0.67641483"," 0.09833102"," 1.14595897","-0.38717256"," 0.03323644","-0.04068288"," 0.68916402","-0.30195598"," 0.56532610","-0.12979249"," 0.15516848"
"M781.218T930.113","-1.08633549","-0.78985251"," 0.10857710"," 0.09253764"," 0.31731473"," 1.44560894"," 0.10128716"," 0.66311579","-1.88570155","-0.27636877","-0.22121745"," 0.66612331"," 0.28076331"," 0.58414778"
"M236.093T125.57"," 0.06156524"," 0.46460759"," 0.41845253"," 0.09454332"," 0.44707790"," 0.55728542"," 0.31914393","-0.92862834","-2.28026618"," 1.09008337"," 0.06822121"," 0.04996447","-0.57851792"," 0.21646745"
"M517.159T795.678","-0.36449883","-0.19438941"," 0.06253228","-0.36018409"," 0.15729969"," 1.14336803","-0.16142386","-0.30503733","-0.40890607"," 0.81543062","-0.33679368"," 0.34817622","-0.46807333"," 0.07249977"
"M489.854T902.138"," 0.58598604","-0.65711478","-0.23333350"," 0.67396561","-0.58418960"," 1.31056823"," 0.51030966","-0.95974921","-0.11048617","-0.03951639","-0.69302828"," 0.49021052","-0.09267523","-0.20094689"
"M769.419T945.253"," 0.288547875","-0.636635706"," 0.239624986","-0.134386435","-0.098540386"," 1.220857072","-0.545140288"," 0.046672365","-0.660053291"," 0.708386054"," 0.080909844"," 0.149431674","-0.664073677"," 0.004399914"
"M1201.918T909.936","-0.65313657","-0.84856324"," 0.18506056","-0.11548941"," 0.29755301"," 1.11774480","-0.73127344","-0.34602953","-0.14072330"," 0.74282566","-0.01034339"," 0.04214733"," 0.15510703"," 0.30512049"
"M1028.637T1187.508","-0.5343403","-0.7133643"," 0.3382847"," 0.3354968","-0.1164598"," 1.1630027"," 0.1011073","-0.1702083","-1.7160070"," 0.9129152","-0.5826987"," 0.5840499","-0.3816927"," 0.7799144"
"M864.188T806.912","-0.3446906","-1.3641665"," 0.1071444","-0.1800623","-0.2663325"," 1.2825787","-0.1648937"," 0.1825426"," 0.1594835"," 0.4744095","-0.6291715"," 0.7223445"," 0.2356562","-0.2148424"
"M865.489T1291.829","-0.10345800","-0.43117167"," 0.47037535","-0.18143023","-0.34252785"," 1.28422506","-0.27029798","-0.15259127","-0.09699422","-0.09611163","-0.47243193"," 0.95664757","-0.59830750"," 0.03407431"
"M799.191T949.166","-0.63394954","-0.50520073"," 0.04043320","-0.22446566"," 0.02333776"," 1.33098581"," 0.07087177","-0.38752981","-0.42687934"," 0.86389525","-0.50948001"," 0.39485033","-0.19042523"," 0.15355620"
"M920.512T1327.64","-0.190437185","-0.157324828"," 0.309484342","-0.002767574","-0.422654034"," 1.149323761","-0.322269587","-0.254158556","-0.103448514"," 0.584946716","-0.715856748"," 0.655503744","-0.548609202"," 0.018267666"
"M1265.573T897.223","-0.16231111","-0.56514612"," 0.24080109"," 0.30932579","-0.14706109"," 1.02334243","-0.01175076","-0.79417293","-0.30646257"," 1.23242274","-0.57899456"," 0.38859390","-0.52691933","-0.10166749"
"M1263.489T907.902","-0.51512898","-0.34138806"," 0.19602221"," 0.10839081","-0.04732146"," 0.93212849","-0.67047830","-0.73420874","-0.22782798"," 0.80507625","-0.34879502"," 0.39185953","-0.05419689"," 0.50586815"
"M809.13T1195.374"," 0.31019761","-0.96538786","-0.38008042"," 0.32963181"," 0.37022051"," 1.14613252","-0.20027517","-0.71690749","-0.84735311"," 0.91326438"," 0.17206385"," 0.04277948","-0.39555597"," 0.22126987"
"M611.295T772.909"," 0.1145751849","-0.4656196544","-0.7218279233"," 0.5090539222","-0.1447038313"," 1.1942882692"," 0.1617470897","-1.4259367394"," 0.2959102059"," 0.3837023222","-0.0237829015"," 0.7709914153","-0.6493263837"," 0.0009290242"
"M504.146T749.726","-0.3076031"," 1.0041219"," 0.1305687"," 0.3500562","-0.3842386"," 1.1308977"," 0.2142012"," 0.1269307","-0.6486475"," 0.6315090","-0.2330223"," 0.0693406","-1.7361601","-0.3479543"
"M1285.466T316.098"," 0.51400425","-2.12053408"," 0.85866405","-0.08746596","-0.39919083"," 1.15427156","-0.27834583","-0.09697728","-0.55119772"," 0.38166484"," 0.31491657"," 1.19184399","-0.33904592","-0.54260763"
"M1141.612T1194.343"," 0.1600617406","-0.3106533218","-0.0260464644","-0.1852013415","-0.0007784808"," 0.9114780620","-0.0439238801","-0.2551867925","-1.1186872376"," 0.9517670567","-0.4742813829"," 0.6845067427","-0.3956082612"," 0.1025535609"
"M1028.412T1193.412"," 0.6609317","-0.6096126","-0.6841419"," 0.2774670"," 0.2095318"," 0.6271926"," 0.2216308","-0.7133572","-1.2638156"," 1.1413136","-0.4228381"," 0.5751081","-0.1782892"," 0.1588791"
"M412.91T65.205","-0.33895523"," 0.39608495","-0.07612249","-0.02617907"," 0.10483875"," 1.01043673","-0.39731613","-0.75802707","-0.41713456"," 0.39338222","-0.28612692"," 0.33996124","-0.15159607"," 0.20675365"
"M851.879T1330.864","-0.33997127","-0.18213058"," 0.15465882"," 0.06397502","-0.35664778"," 1.30223009","-0.54727010","-0.55727018"," 0.01110877"," 0.83396261","-0.50444901"," 0.68829227","-0.45225621","-0.11423243"
"M451.174T880.577","-0.06594311","-1.99646481"," 0.32940808","-0.84491301"," 0.20491941"," 0.81119950"," 0.20556260"," 0.46774630","-0.08500854"," 0.09909524","-0.21483959"," 0.87265656","-0.10038391"," 0.31696527"
"M405.08T802.267","-0.19273037"," 0.10644602"," 0.57881454"," 0.14843182","-0.67999291"," 0.98171049","-0.30207595","-0.57184741","-0.52589714"," 1.21003809","-0.46723958"," 0.02906243","-0.25015312","-0.06456691"
"M309.119T137.634","-0.195735501","-0.898172128"," 0.055602453","-0.265602562"," 0.225246003"," 1.225608272","-0.258583619","-0.337773237","-0.445584070"," 0.680454241","-0.405890234"," 0.466935733"," 0.003487438"," 0.150007210"
"M385.077T746.611","-0.38537373","-0.52940781"," 0.64674019"," 0.35172135","-0.73271391"," 1.12885438"," 0.06103386","-0.55078521","-0.13207302"," 1.04217339","-0.44205607"," 0.08427838","-0.35578451","-0.18660729"
"M287.071T1080.355"," 0.03960387","-1.62536628"," 0.54714281"," 0.18859407","-0.14860304"," 0.77467547","-1.59510209"," 1.26299161","-1.50590103","-0.98068700"," 1.05682465"," 0.94051077"," 0.31904129"," 0.72627490"
"M192.103T133.173","-0.185879994","-0.056411017"," 0.628277950","-0.164201642"," 0.291683672"," 0.937612179","-0.573156866","-0.730031802","-0.598556711"," 0.859738167"," 0.001635178"," 0.170080426","-0.784309308"," 0.203519767"
"M1030.642T1193.369","-0.10281271","-1.16370261"," 0.09032182","-0.07267756"," 0.10159229"," 1.20209153","-0.14275295","-0.14729160","-0.19815492"," 0.77642699","-0.50264707"," 0.47397105","-0.53698642"," 0.22262217"
"M429.414T851.13","-0.46500082","-0.94327456","-0.29622232"," 0.24380821"," 0.29888274"," 1.24603327","-0.05942706","-0.45322393","-0.16739341"," 0.55980495","-0.74600282"," 0.44837340","-0.02279863"," 0.35644099"
"M808.023T1198.408"," 0.2316560328"," 0.0005727303","-0.3127512168"," 0.3942288943","-0.4963162487"," 1.3826906846","-0.1717710373","-1.2947794344","-0.8018560049"," 0.1426818421"," 0.2838136921"," 0.4763013555","-0.2705576965"," 0.4360864070"
"M1389.862T1193.369"," 0.07911731","-1.51850030","-0.06887673"," 0.25951917"," 0.26491909"," 1.15953259","-0.13410921","-0.37132026","-0.70596872"," 0.98084119","-0.08826673"," 0.05609871","-0.26149817"," 0.34851207"
