"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","C12.1","C12.4","X12.1","X12.2","X12.3"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point"
"M439.232T1156.388"," 0.14964957"," 0.08786525"," 0.13931411"," 0.38904583"," 0.34368663"," 0.05827554","-0.12310962","-0.16362862"," 0.07362123","-0.07256256"," 0.27130270","-0.17672245"," 0.33965121"," 0.10102361","-0.18619732"," 0.12786937","-0.07161692"," 0.01449848"," 0.03033511","-0.01825149"," 0.23356585","-0.00186497"," 0.20120581"," 0.05951767"," 0.39577715","-2.41203678"," 0.24634263","-0.09086560","-0.08010914"," 0.13441770"
"M798.839T1023.188","-0.86685226","-1.22710650","-0.14557560","-0.02579746"," 0.02926737"," 0.06201290"," 0.31798082"," 0.53330917"," 0.30151819","-0.28771313","-1.21239416","-0.21944784","-0.04237698"," 0.50030991","-0.22381122"," 0.39218299"," 0.54350981"," 0.22032425"," 0.42724803"," 0.46329635","-0.17488704"," 0.50261225"," 0.35469286"," 0.48032585"," 0.86627915","-2.13812721","-0.01934231"," 0.01783479"," 0.21439366"," 0.35633336"
"M505.179T828.514","-0.19817184","-0.71444697","-0.29143504","-0.40665305","-0.16243821"," 0.06273845"," 0.38079664"," 0.07791622"," 0.06531909","-0.41748859"," 0.41904738"," 0.15032237"," 0.06979876"," 0.49352820"," 0.19217670"," 0.40788030","-0.04612058"," 0.36465782"," 0.46367449"," 0.10999984"," 0.04911449"," 0.51628778","-0.16251712"," 0.40871591"," 0.21574662","-2.48614355"," 0.25965523"," 0.07026962"," 0.05213022"," 0.05563882"
"M299.109T1473.429","-0.335186027"," 0.022961024"," 0.180019925","-0.327049105","-0.107222528","-0.050555373"," 0.257969735","-0.405463721","-0.127335468"," 0.010313641"," 0.592563940"," 0.079080225","-0.060695285","-0.325674500","-0.214734265"," 0.047972078"," 0.262630785","-0.135491960","-0.155389294"," 0.004936025","-0.151567927","-0.235975126","-0.080962614"," 0.107391877"," 0.565208918"," 0.411872995"," 0.206029493","-0.118982226","-0.196031271"," 0.279366031"
"M557.468T1570.748","-0.55923760","-0.30497118","-0.08652690","-0.02140478"," 0.42736361","-0.15895385"," 0.09418348"," 0.29306292"," 0.02340207","-0.31714507","-1.53867593","-0.03263789"," 0.04744615","-0.56715053","-1.01392366"," 0.20368376"," 0.27458512"," 0.04630668"," 0.14219898"," 0.24057487"," 0.26326968"," 0.20251807"," 0.72241938"," 0.52195156"," 0.79690619","-0.78295979"," 0.06525135"," 0.65213768","-0.22440128"," 0.59072691"
"M764.517T1325.086","-0.12989755","-0.64489592"," 0.08822576","-0.18077270","-0.04442606","-0.04148617"," 0.19925819","-0.07889617"," 0.27451896"," 0.11661736"," 0.89713691"," 0.08075980"," 0.31438873"," 0.28507709","-0.32443625"," 0.24393510","-0.13665106","-0.09753089","-0.14089412","-0.18216277","-0.25267136"," 0.10513738","-0.00370638"," 0.12864169"," 0.71382243","-1.09807116"," 0.52588514","-0.28282850","-0.15748312","-0.17659435"
"M297.239T1641.309","-0.009329679","-0.049691808","-0.076306098","-0.077592906"," 0.131747053","-0.357812769","-0.097625436"," 0.047668934"," 0.126314699"," 0.131859494","-1.251491932","-0.070224833"," 0.226949797"," 0.199282723","-0.062325910"," 0.274354793","-0.093668433"," 0.157727113"," 0.271576809"," 0.119372141","-0.285748163","-0.009312774"," 0.067028677"," 0.153358801"," 0.329112099"," 0.173469862","-0.444737741"," 0.237102817","-0.016146555"," 0.255089224"
"M459.313T1390.374"," 0.1108391161","-0.5378984378","-0.2127464983","-0.3433532661","-0.3266511394","-0.2014133915","-0.0864783730"," 0.2129450370","-0.0925518525","-0.0428161982"," 0.6813684081","-0.1738546017","-0.3379549457"," 0.0103917678","-0.1464805860"," 0.0114630797"," 0.3806872879","-0.1789423916"," 0.3110151085"," 0.1987179816"," 0.2624139342"," 0.1450189656","-0.0001594342"," 0.1603492549"," 0.1801222574","-0.7469792863"," 0.0338242531"," 0.3478029607"," 0.4676810522","-0.0863600629"
"M299.11T1437.651","-0.141633144","-0.104519807"," 0.119397745","-0.388166470","-0.123963147","-0.089392469"," 0.311911832","-0.273109025"," 0.006337887"," 0.065597291"," 0.881298528","-0.048301063","-0.072000158","-0.095514813","-0.114388135","-0.004384458","-0.067782251","-0.124919879","-0.055709440"," 0.265485878","-0.195442493","-0.053018104","-0.174487372","-0.138884266"," 0.469184306"," 0.372636708"," 0.112903684","-0.180714839","-0.400255302"," 0.241832778"
"M487.775T1256.694"," 0.16510867"," 0.11827850"," 0.16007421"," 0.17691840"," 0.21271633"," 0.27892269","-0.64101782"," 0.27385740"," 0.33894444"," 0.14283933","-1.20027713"," 0.01323295"," 0.31087249"," 0.05564738","-0.24184904","-0.04477302"," 0.41004452","-0.05897349"," 0.07578277"," 0.13117503"," 0.46926446"," 0.30931961"," 0.01813276","-0.08353251"," 0.13986835","-2.15622522","-0.14683070"," 0.23490773"," 0.29188473"," 0.24568619"
"M476.193T884.787","-0.0002656081","-0.8657628686","-0.2169400730","-0.1985101496"," 0.0668688531","-0.3166919700"," 0.7495233503"," 0.5608663011"," 0.6749806544"," 0.2352983206","-0.8197032907"," 0.0457201540","-0.0106376776"," 0.8406479659"," 0.3443594894"," 0.0166837062","-0.0464342054"," 0.3055214394"," 0.2547400900"," 0.1153938769","-0.1751123555"," 0.6587749743","-0.1303982908"," 0.0517459324"," 0.5313120156","-3.1259383630","-0.0856345510"," 0.1608691359"," 0.0522212406"," 0.3265019033"
"M651.489T1406.004","-0.64665714","-0.39284840","-0.27537313"," 0.13176002"," 0.44391629","-0.02112139"," 0.07609661"," 0.23500309","-0.14280026","-0.43497879","-0.22022262","-0.37679620"," 0.27191615","-0.55180162","-0.87665842","-0.05405150"," 0.42633187"," 0.05754289"," 0.34935838"," 0.42644558"," 0.19154709","-0.02951894"," 0.52477514"," 0.41970643"," 0.57886260","-1.44658987"," 0.39578201"," 0.54553664"," 0.11938023"," 0.27545725"
"M707.272T940.951","-0.05160056","-0.73958779"," 0.09017142"," 0.14666925","-0.05054068"," 0.13144851","-0.14355228"," 0.06235571","-0.05321591","-0.39071799","-0.10229732"," 0.01785311","-0.03131343"," 0.32948020"," 0.17681672"," 0.07535933"," 0.30466603"," 0.14079488"," 0.41479693"," 0.40021544"," 0.25413481"," 0.42264324","-0.48317640"," 0.48563013"," 0.38422824","-2.57322981"," 0.07530519"," 0.07215000"," 0.38893120"," 0.24558182"
"M806.54T1492.083","-0.096686935"," 0.197402367"," 0.438932864"," 0.162220062"," 0.408559973"," 0.072762838"," 0.007585374","-0.346046142","-0.043694362"," 0.127432973","-0.917950514","-0.287561729"," 0.277732222","-0.010429537","-0.922903604"," 0.024046915"," 0.203603425","-0.013666227","-0.047786591","-0.018329798"," 0.485610262","-0.045639537"," 0.403677008"," 0.286789610"," 0.381475293","-1.729532563"," 0.105890285"," 0.139124939"," 0.347360964"," 0.410020164"
"M703.261T828.514","-0.47809107","-0.86637952"," 0.11457280","-0.28300832"," 0.24585850"," 0.05869609"," 0.01081633","-0.05048994","-0.15486503","-0.18073901"," 0.28267851","-0.08570231","-0.10582042"," 0.24395987","-0.33197204","-0.12112034"," 0.30517225","-0.02995076"," 0.30477611"," 0.35583915"," 0.07674684"," 0.27917998"," 0.30231581"," 0.50675852"," 0.27869154","-1.93022506"," 0.43478772"," 0.23501954"," 0.34718668"," 0.23530758"
"M1005.382T812.644","-0.33439364","-1.39547656","-0.57005794","-0.31101465","-0.52639693"," 0.16621962"," 0.45670818"," 0.28347103"," 0.11074973"," 0.15185521"," 1.23852829","-0.06870631","-0.02997741"," 0.24955622","-0.04215728"," 0.16791373","-0.07052298"," 0.17780424"," 0.56448488","-0.45345315"," 0.08520297"," 0.34475687"," 0.20856396"," 0.57759420","-0.22697808","-1.75875127"," 0.42613890","-0.11492823"," 0.33047955"," 0.36278685"
"M846.32T843.183","-0.28244885","-1.78798144","-0.30438802","-0.61882713","-0.06664079","-0.02042540"," 0.20368808","-0.02033979"," 0.02156893","-0.31333571"," 0.46108238"," 0.34819221"," 0.33958976"," 0.50759951"," 0.09983237"," 0.32804459"," 0.17031507"," 0.43898164"," 0.80411236"," 0.26838932"," 0.04100078"," 0.60593256","-0.01264677"," 0.65189613"," 0.06300854","-2.20014023"," 0.15890807"," 0.02246435"," 0.25002604","-0.15745854"
"M808.349T959.178","-0.19756247","-1.82509472","-0.27072517","-0.59232370","-0.40295693","-0.31871701"," 0.17670996"," 0.12372670"," 0.15739207","-0.44699472","-0.70024993"," 0.74253208"," 0.65435350"," 1.02520037"," 0.48336433"," 0.71771691","-0.03383483"," 0.74121302"," 1.16059665","-0.06957227"," 0.30088037"," 1.16009228","-0.27393703"," 0.78930204","-0.02093469","-2.18491415","-0.35911141","-0.47023621"," 0.20546796","-0.27138299"
"M701.265T828.514","-0.24602529","-0.61962942","-0.13612603","-0.33125616","-0.11850775","-0.04276865"," 0.21825533"," 0.21785777"," 0.29245197"," 0.11042093"," 0.24847179","-0.04472047","-0.08086621"," 0.45201019","-0.10822039"," 0.02217301"," 0.05357750"," 0.02510277"," 0.21074438"," 0.15130633"," 0.02619719"," 0.28542517"," 0.05958436"," 0.28374182"," 0.45332010","-2.14761065"," 0.20073643"," 0.10919406"," 0.23682738"," 0.21833253"
"M1019.703T1376.163","-0.78266201","-0.07741268"," 0.30745904","-0.12818101"," 0.33266439"," 0.45071320"," 0.24537799","-0.38052813","-0.14007765","-1.11053514","-0.29761684"," 0.24746475","-0.62055638","-0.27958133","-0.96979753"," 0.68193098"," 0.21036094","-0.34011075"," 0.21810207"," 0.60195592"," 1.48095069","-0.76540793"," 0.23855297","-1.03154404"," 0.80080597"," 0.45441099","-0.17890135","-0.23130473"," 0.23335980"," 0.83010779"
"M813.295T891.652"," 0.12673250","-0.77086558","-0.08060356","-0.27578475"," 0.03155638","-0.11376040"," 0.09591469"," 0.13502781"," 0.12412369"," 0.02369594"," 0.74509391"," 0.10953593"," 0.03805827"," 0.30136895","-0.18129641"," 0.09024562"," 0.02064485"," 0.20053450"," 0.37128522"," 0.18412660"," 0.08180566"," 0.40042000","-0.04429148"," 0.44687220"," 0.20766316","-3.31253248"," 0.25366156"," 0.32415114"," 0.33655326"," 0.13006285"
"M568.208T909.479","-0.19300839","-0.84335562","-0.03755106"," 0.07853705"," 0.06457232"," 0.19661410"," 0.12425829"," 0.20296217"," 0.03370833"," 0.03195793"," 0.08314017"," 0.12334283","-0.12385022"," 0.28100182","-0.23751589"," 0.07608579","-0.04161192"," 0.07540185"," 0.25886838"," 0.37818630","-0.06401421"," 0.22655667","-0.09903883"," 0.34568250"," 0.41808202","-2.37299133"," 0.27517487"," 0.14222705"," 0.24723508"," 0.34934194"
"M822.329T941.141","-0.596444222","-1.193524485","-0.056142247","-0.290353393","-0.053023151"," 0.185362068"," 0.088552613"," 0.239109703","-0.020308250","-0.323607403","-0.441468775"," 0.199711571"," 0.076828017"," 0.488381568"," 0.003813378"," 0.345565066"," 0.194742874"," 0.172294156"," 0.737042517"," 0.226344835"," 0.044977347"," 0.602716101"," 0.102510464"," 0.558488313"," 0.356414580","-2.268850539"," 0.212205173"," 0.050244854"," 0.128411931"," 0.230005337"
"M763.445T1321.849"," 0.043041522"," 0.056777872","-0.243460194"," 0.257815091"," 0.209916695","-0.022651331","-0.138109061"," 0.067050697"," 0.029850318","-0.114656348"," 1.575582246","-0.239846466","-0.100288164"," 0.166661029","-0.384961253","-0.023503673","-0.323492563","-0.147320475","-0.082347793","-0.065341147"," 0.095984591"," 0.001193635"," 0.020637322","-0.282765135"," 0.789671227","-1.472901214"," 0.215937452"," 0.030519962","-0.038055429"," 0.119060588"
"M605.218T850.472","-0.28155446","-0.71254457"," 0.05014408","-0.12230599"," 0.01985040","-0.10320404"," 0.19998648"," 0.08843751"," 0.06980585","-0.16190907"," 0.17709749"," 0.20245712"," 0.04921151"," 0.35487047","-0.01279319"," 0.32209517"," 0.10622367"," 0.23331499"," 0.46875450","-0.03354475"," 0.37361074"," 0.32653453","-0.06974208"," 0.54774879"," 0.28086961","-3.12115186"," 0.15890378"," 0.22460935"," 0.26854959"," 0.09567438"
"M532.193T923.948","-0.295531272","-0.511726545"," 0.255088611"," 0.004281741"," 0.268724619"," 0.221776279"," 0.134942755"," 0.137607670","-0.161158743","-0.085692380","-0.027532082"," 0.055400288","-0.122965112"," 0.035516124","-0.174339635"," 0.066395048"," 0.295243808","-0.027433233"," 0.256668573"," 0.315974947"," 0.085160842"," 0.195325687"," 0.270380392"," 0.403844289"," 0.152018499","-2.787208819"," 0.412871501"," 0.327616786"," 0.209976466"," 0.088772898"
"M699.455T1339.403","-0.241543917","-0.217542908"," 0.229679613"," 0.174694215"," 0.245410781","-0.060954057","-0.407958585","-0.089684042","-0.168739194","-0.275598171"," 0.001859505","-0.385067277","-0.135775742","-0.172887904","-0.335109431","-0.059930510"," 0.251503266"," 0.153101107"," 0.317225415"," 0.207034143"," 0.081658742","-0.025265370"," 0.547055029"," 0.359778287"," 0.415239910","-1.545781807"," 0.320348111"," 0.468735570"," 0.254296558"," 0.094218661"
"M303.177T1540.698","-0.175594956"," 1.022374254"," 0.043518760"," 0.171745973"," 0.001294388"," 0.155301714","-0.066226407","-0.141144143","-0.260450309"," 0.143633893","-0.317883445","-0.166904449","-0.146119142","-0.120377044","-0.359733041","-0.141338150"," 0.061532892","-0.105950336"," 0.124842156"," 0.497366987","-0.106341030","-0.217115864","-0.225810771","-0.109982273"," 0.135686459","-0.228568344"," 0.083963771"," 0.031421967"," 0.206154317"," 0.210702173"
"M884.32T942.609","-0.65095650","-0.70796600","-0.29147331"," 0.14218548"," 0.13585112"," 0.06967675"," 0.11045911","-0.14941381","-0.05871121","-0.21415662"," 0.15916557","-0.02839702","-0.09774862"," 0.27072246","-0.03628411"," 0.23141267"," 0.07772521"," 0.24359133"," 0.39366998"," 0.24588578"," 0.11255226"," 0.47769332"," 0.11384320"," 0.50386230"," 0.11841038","-1.87044137"," 0.28830717"," 0.15862925"," 0.11495664"," 0.13694859"
"M677.438T1339.916"," 0.67828619","-0.62524552","-0.33712257","-0.20250550","-0.20947425","-0.47632956","-0.60260473"," 0.21027192"," 0.35863243","-0.06854499","-0.42096718"," 0.25627128","-0.31021737"," 0.71739135"," 0.53441111","-0.04844335","-0.02568441"," 0.35995060"," 0.41462227"," 0.35216186","-0.02685317"," 0.42361945"," 0.25629552"," 0.06651858"," 0.12540289","-2.19244591","-0.19989842"," 0.51246070"," 0.10624222"," 0.37379853"
"M861.504T1319.031","-0.03056913"," 0.14127317"," 0.23304505"," 0.35428054"," 0.43575750"," 0.11381183","-0.03419147","-0.17503404","-0.06889576"," 0.22143828","-1.56083462","-0.28139204"," 0.27352771"," 0.11545536","-0.32982285"," 0.07073513"," 0.07355330"," 0.17259079"," 0.03032002","-0.12835304"," 0.17088632"," 0.13989879"," 0.31871944"," 0.04298440"," 0.70656749","-2.00259773"," 0.27701150"," 0.24274690"," 0.15689447"," 0.32019267"
"M832.307T992.353","-0.51136051","-1.23046948","-0.23921339","-0.25989016","-0.08955467","-0.28024695","-0.01390243"," 0.11333319","-0.29707207","-0.48817207","-0.40204439"," 0.32532183"," 0.20009242"," 0.58715481"," 0.36839466"," 0.56316422"," 0.14325604"," 0.50218526"," 0.85330030"," 0.47099627"," 0.08466758"," 0.75404651"," 0.05955441"," 0.54443012"," 0.23243618","-2.11223577"," 0.01183609"," 0.07815397","-0.02813288"," 0.05997092"
"M965.534T1338.605"," 0.144778534","-0.216923637"," 0.128313937","-0.014527642"," 0.203811342"," 0.078092933"," 0.142691289"," 0.215472559"," 0.189812991"," 0.011466058"," 0.207229830","-0.083076227"," 0.107832388"," 0.237197839","-0.520863625"," 0.072699932"," 0.056540946"," 0.002312881"," 0.077769403"," 0.032777376"," 0.344501158","-0.090384770"," 0.013391681"," 0.243224338"," 0.421062087","-2.527513294"," 0.234405867","-0.045242035"," 0.208354140"," 0.124791718"
"M1002.386T959.199","-0.501585028","-0.856440905","-0.191570949","-0.223368346"," 0.006977341","-0.261411850"," 0.050779078","-0.079821455","-0.325631700","-0.028042111"," 0.020514996"," 0.045251153"," 0.100175500"," 0.426719115","-0.110643146"," 0.181580704"," 0.239870247"," 0.425610377"," 0.518016638"," 0.038572128"," 0.226305375"," 0.388020052"," 0.207152859"," 0.613733699"," 0.284560877","-2.278715730"," 0.330492653"," 0.219023215"," 0.353878156"," 0.179997055"
"M499.199T868.008","-0.033276454","-0.520477683"," 0.001630482","-0.060685739","-0.007414763"," 0.010599830"," 0.196681459"," 0.065937911","-0.068779290","-0.038756715"," 0.660727806"," 0.120423984"," 0.098380968"," 0.310984136"," 0.163272511"," 0.122783714"," 0.150253817"," 0.084777279"," 0.242330340"," 0.199336225"," 0.076982846"," 0.268063548"," 0.089471547"," 0.403734159"," 0.151297332","-3.475789172"," 0.239402302"," 0.171030171"," 0.193454549"," 0.183622897"
"M1141.365T817.469","-0.477199410","-0.621108013"," 0.176939676","-0.006450035"," 0.415275104"," 0.202332218","-0.013397929"," 0.086081787","-0.159771798","-0.126155523"," 0.425977678"," 0.155741379"," 0.141205408"," 0.442704990"," 0.040983936","-0.018604136"," 0.109077040","-0.283658682"," 0.424930690"," 0.301178235","-0.109260586"," 0.201965406","-0.224736439"," 0.356296458","-0.534682738","-1.822408857"," 0.487375201"," 0.380059952","-0.112450599"," 0.161759586"
"M840.53T1307.309"," 0.16062587","-0.29555094"," 0.33347636"," 0.05851720"," 0.37353208","-0.19552182"," 0.02965277","-0.17851521"," 0.01213413"," 0.08484733","-0.26573128","-0.17507342"," 0.20192406"," 0.27177034","-0.63334106","-0.02072093"," 0.02392874"," 0.24586623","-0.19233996","-0.44608232"," 0.29752827"," 0.03279829"," 0.29040137"," 0.08068895"," 0.68732209","-1.36859142"," 0.40153559"," 0.09034392","-0.08169798"," 0.17627276"
"M1025.558T1119.866"," 0.038728175","-0.074349604"," 0.036295194"," 0.046016187","-0.038398824"," 0.115375468"," 0.100837794"," 0.116100708"," 0.114935739"," 0.312968948"," 0.241895020"," 0.243371610","-0.018410047"," 0.363616339"," 0.019480430","-0.074134310","-0.155477145"," 0.005137502"," 0.089822971"," 0.052882443"," 0.469495207"," 0.036421012","-0.275676128","-0.069519024"," 0.337492995","-2.491804016"," 0.196296489","-0.378037519"," 0.324153084"," 0.314483304"
"M547.412T1341.992","-0.275916160","-0.120408099","-0.246565318"," 0.088527428"," 0.195854639","-0.183701219","-0.201070880"," 0.133420561","-0.234192169","-0.186850852"," 0.366868958","-0.463129621","-0.225209397","-0.590536129","-0.460117278","-0.008119338"," 0.135067398"," 0.056931873"," 0.289651690"," 0.315326119","-0.064295493"," 0.066156501"," 0.494302415"," 0.242753388"," 0.255749004","-0.579698252"," 0.297786352"," 0.777871071"," 0.025128046"," 0.098414762"
"M873.333T828.514","-0.02441110","-0.72247991","-0.25039637","-0.19245918","-0.18547308","-0.06692356"," 0.27909171"," 0.11338630"," 0.08840017","-0.06126524"," 0.33257210","-0.00977661","-0.09543628"," 0.47544034"," 0.21743604"," 0.19887420"," 0.07592423"," 0.23019708"," 0.57168443"," 0.16620737","-0.05680640"," 0.69334915"," 0.06309447"," 0.28048124"," 0.16813954","-2.66241234"," 0.14249721"," 0.08899879"," 0.09263087"," 0.04943483"
"M547.387T1389.173","-0.268109541","-0.063931408","-0.223765812"," 0.096493689"," 0.238892660","-0.119693994","-0.151386820"," 0.166222146","-0.163720904","-0.158460057"," 0.444627299","-0.451563381","-0.199925213","-0.605786234","-0.526486556"," 0.001060642"," 0.163175624"," 0.075821224"," 0.333001819"," 0.370140474","-0.012439315"," 0.083838273"," 0.165022760"," 0.287735522"," 0.251617526","-0.711794581"," 0.323053797"," 0.500421449"," 0.077850754"," 0.078088160"
"M484.189T891.652","-0.6128515848","-1.0899527591","-0.0390017141"," 0.0608000152"," 0.2728911698"," 0.0726991079"," 0.2067975983","-0.0021528926","-0.0793295864"," 0.0095473468"," 0.4204229244","-0.0276025606","-0.0833178125"," 0.2115648678","-0.2943077989","-0.0006784834"," 0.0885097921"," 0.0389355459"," 0.3739697756"," 0.7657091821","-0.2080803156"," 0.1027897283"," 0.2056094870"," 0.3538844799"," 0.4420947277","-2.5005177245"," 0.4056485233"," 0.3778742845"," 0.2070934848"," 0.3209511911"
"M430.319T1312.999"," 0.48794948","-0.22466930","-0.54365644","-0.26481852","-0.44082635","-0.47977035"," 0.46774110"," 0.28015837"," 0.62144710"," 0.19446006"," 0.04843875"," 0.51504438"," 0.36708764"," 0.60075659"," 0.71325094"," 0.28872643","-0.42884717"," 0.48133527"," 0.26049721","-0.22589979","-0.18044181"," 0.56182974","-0.49058427","-0.34116692","-0.19557666","-0.68664252","-0.20070128","-0.49950376","-0.44226523","-0.24335269"
"M841.33T990.311","-0.394391659","-0.724296963","-0.030211363","-0.033986774","-0.180561812"," 0.028841736","-0.107853908","-0.001011256","-0.197895932","-0.273980665","-0.663205418"," 0.148644455"," 0.007226852"," 0.516294813"," 0.067956234"," 0.164343543"," 0.197137686"," 0.173090535"," 0.542247749"," 0.001221039"," 0.276532411"," 0.620324815"," 0.089504542"," 0.586772777"," 0.405864477","-1.770924992"," 0.035414238"," 0.160236347"," 0.207105528"," 0.149560966"
"M877.498T1237.158"," 0.036399268"," 0.149759618"," 0.138897359"," 0.341554203"," 0.276361337","-0.039525775","-0.054243012"," 0.013655946"," 0.066648526"," 0.126152618"," 0.336755380","-0.068730657"," 0.076042438"," 0.295003118","-0.347814360","-0.008023892"," 0.057412665"," 0.021219237","-0.014544945"," 0.051796657"," 0.289785365","-0.135691384"," 0.103262403"," 0.055394504"," 0.364284180","-2.871764853"," 0.405149107"," 0.006494745"," 0.138462682"," 0.189847520"
"M455.315T1295.888"," 0.092132906","-0.724119447","-0.356240874","-0.473613247","-0.157334964","-0.307884948"," 0.164208021"," 0.566462390"," 0.349526979"," 0.322796403"," 0.620554133","-0.435617766","-0.243886054"," 0.709476038","-0.262544554","-0.043883277","-0.078940699"," 0.061095437"," 0.129561296"," 0.216260837"," 0.007481942"," 0.170151647","-0.022254622"," 0.095630972"," 0.151384674","-1.111937079"," 0.402208435"," 0.123542056"," 0.051959993","-0.016176625"
"M1091.419T843.183","-0.20007164","-0.36212995"," 0.17830286","-0.11682071"," 0.10926159"," 0.11870294","-0.02573628"," 0.24428359","-0.26260177","-0.35507750"," 0.49342234"," 0.16237294","-0.04260574"," 0.15102597","-0.15228798"," 0.12240108"," 0.13374940","-0.11083702"," 0.47151719"," 0.16617111"," 0.12635426"," 0.28860204"," 0.29281364"," 0.48951036"," 0.45302108","-3.27026924"," 0.37037753"," 0.28662760"," 0.20244343"," 0.03747692"
"M843.488T1237.073"," 0.17549021"," 0.05006040"," 0.01824143"," 0.28216003"," 0.30423240","-0.07675943"," 0.13145471"," 0.01602947"," 0.19446298"," 0.10348000"," 0.55712121","-0.16617026"," 0.20375338"," 0.33176263","-0.34454944"," 0.08554415","-0.04838959"," 0.11252746","-0.12203677","-0.02663900"," 0.32014569","-0.10813508"," 0.06525998","-0.07735928"," 0.40710646","-3.04777563"," 0.42883452","-0.02052715"," 0.02311019"," 0.22756435"
"M1091.431T942.609","-0.13181465","-0.67955583","-0.06724710","-0.21524332"," 0.05099785","-0.09873209"," 0.27233331"," 0.10633913"," 0.19770631","-0.04492091","-0.06557395","-0.02728376","-0.10266044"," 0.71792190"," 0.10759904"," 0.10916295","-0.08930692","-0.01396211"," 0.35555231"," 0.07918642"," 0.07626085"," 0.47335823"," 0.09263533"," 0.31176799"," 0.50039809","-2.51939197"," 0.20130323"," 0.18659834"," 0.16500432"," 0.05156743"
"M859.281T850.362","-0.42753252","-0.38399019"," 0.06182933"," 0.02293023"," 0.22478971"," 0.19569694"," 0.13925749"," 0.06620705","-0.13179763","-0.10220499","-0.19572337"," 0.10844599","-0.01994513"," 0.67237041","-0.09896371"," 0.02475970"," 0.09618312"," 0.07839846"," 0.41375788"," 0.10439021"," 0.03279286"," 0.29377608"," 0.06545129"," 0.19326446"," 0.10601503","-2.32063445"," 0.20256539"," 0.15017607"," 0.27642926"," 0.15130503"
"M574.213T908.018","-0.1114312906","-0.5919922205"," 0.1132164685","-0.1158450260","-0.0002237712"," 0.0544912369"," 0.2176388310"," 0.0606841282","-0.0165000686","-0.1101022996","-0.4025456550"," 0.0853930697"," 0.0702845731"," 0.3432358778"," 0.1890302180"," 0.2352913498"," 0.1200578327"," 0.2556876184"," 0.5008352365"," 0.1952582407"," 0.1919134800"," 0.5412571067"," 0.0347292398"," 0.4207314699"," 0.1593551166","-3.0646184779"," 0.1030893408"," 0.0971477467"," 0.2464818041"," 0.1774488238"
"M519.184T799.156","-0.481331931","-1.143929299"," 0.003944731","-0.198260118","-0.048831446"," 0.077994039"," 0.136232349","-0.039150732","-0.346248859","-0.019753524"," 1.017911653"," 0.099762117"," 0.059089696"," 0.381545959","-0.172746149"," 0.268863904"," 0.295002495","-0.043685886"," 0.538089763"," 0.363168977","-0.218068750"," 0.243107758","-0.094928617"," 0.165877439"," 0.179679941","-2.191500813"," 0.368956897"," 0.297665287"," 0.177647214"," 0.323895905"
"M561.213T812.644","-0.03020828","-0.53323081","-0.04661901"," 0.06818318"," 0.06858788"," 0.12227918"," 0.16182510"," 0.10649818","-0.05143080"," 0.09627775"," 0.41656694"," 0.10983283"," 0.13084809"," 0.40200522","-0.04568609"," 0.12573357"," 0.17861187"," 0.18620901"," 0.27781555"," 0.28924247","-0.07097237"," 0.22165382"," 0.11133041"," 0.32806723"," 0.10526276","-3.54744643"," 0.21230286"," 0.32105782"," 0.17788735"," 0.10751472"
"M453.296T1425.43","-0.16916237","-0.57170261","-0.10010230","-0.18314552"," 0.04427074"," 0.05237104","-0.14437724"," 0.41698954","-0.02492372","-0.24161798"," 0.36726808","-0.12341738","-0.45483284"," 0.27139158","-0.35268935","-0.11438916"," 0.19447119","-0.22351709"," 0.17315635"," 0.37250789","-0.16752227","-0.01806778"," 0.44594360"," 0.22388073"," 0.45246697","-1.02706183"," 0.10050842"," 0.43970632"," 0.18171978"," 0.17987721"
"M297.239T1626.197","-0.127266951"," 0.042208515"," 0.041562009","-0.023598074"," 0.064812503","-0.212713025","-0.153087414"," 0.198331864"," 0.062845963"," 0.023583450","-1.550739091"," 0.045773488"," 0.100596304","-0.008774146","-0.153275137"," 0.186553492"," 0.003616909"," 0.128523232"," 0.144679434"," 0.159820245","-0.147477560","-0.168889015"," 0.151394626"," 0.247598816"," 0.370150907"," 0.239028721","-0.296837766"," 0.322771922"," 0.094887744"," 0.213918035"
"M893.341T926.592","-0.181880304","-2.018112592","-0.172491682","-0.296129984","-0.194939032"," 0.093476876"," 0.636620143"," 0.476654906"," 0.117873635"," 0.227939514","-0.816623856"," 0.318320293","-0.052676446"," 0.717401398","-0.113406269"," 0.232575322","-0.363390332"," 0.245393437"," 0.724123287"," 0.183118401"," 0.207744589"," 0.922980965","-0.143540968"," 0.243939159"," 0.533288192","-1.652222755","-0.013288703"," 0.001467132","-0.133188541"," 0.268974215"
