"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M591.474T1402.346","149877.39","143453.08","161171.66","235634.37","369627.76","194263.35","277000.00","451000.00","257745.91","110096.17","333164.76","157512.38","197774.13","183000.00"," 56710.09"," 49540.83"," 33767.18","296974.53","354000.00","311222.55","468019.32","488000.00","371806.88","381000.00","526000.00","474293.02"," 43396.29","458625.64"," 96333.61","242957.34","435676.61","568925.11","337393.45","390000.00","196415.36","256217.27","334798.91","235394.48"," 44646.67","107000.00"," 40387.55","216530.67"," 38586.61","487691.66"," 40466.85","101034.59","795430.49","605000.00","367899.20","383673.38"
"M1123.351T817.469"," 47819.68"," 52727.53"," 87763.36"," 87167.60"," 94060.55"," 78405.80"," 69800.00"," 76600.00"," 51593.00"," 64329.03"," 34454.38"," 75015.69"," 56038.69","110000.00"," 69757.53"," 15926.19"," 22717.89"," 59455.66"," 76400.00"," 53650.73"," 99948.90"," 79100.00"," 53031.15"," 76700.00"," 48500.00"," 46274.72"," 25621.52"," 37609.79"," 12835.06"," 41799.87"," 65524.29"," 72981.01"," 66931.73"," 63900.00"," 53174.74"," 59828.25"," 65588.43"," 67426.56"," 34331.28"," 32300.00"," 31979.51"," 63668.18"," 32962.22"," 36269.10"," 25731.44"," 10156.35"," 53939.36"," 48000.00"," 72495.01"," 40800.62"
"M645.458T1212.039","214794.36","174822.90","224920.03","266368.11","270329.99","206351.15","215000.00","329000.00","265379.75","231828.02","379772.63","190063.27","213711.84","250000.00","160778.17"," 20779.45"," 44646.89","250875.14","248000.00","278478.36","335313.60","324000.00","362370.79","257000.00","351000.00","264772.60"," 20323.69","244872.15"," 43094.00","270793.34","401800.56","377269.76","324288.40","296000.00","285389.22","286053.90","242510.47","247432.68"," 41432.43","127000.00"," 28250.06","215809.02"," 35517.57","221336.01"," 46435.37"," 24684.92","356681.10","475000.00","397887.95","266751.74"
"M555.363T1275.021"," 73820.284"," 70668.299"," 42519.672"," 44161.861"," 69872.341"," 56525.348"," 64500.000"," 96600.000"," 81566.274"," 50411.570","191373.692","174683.522"," 71882.040"," 63300.000"," 46081.675","  5844.119","  5001.739","159603.355"," 77200.000","137867.184","190458.176","116000.000","161354.697","101000.000","102000.000"," 91700.778","  3092.320"," 74222.879"," 16825.366"," 99885.456","111361.595","123638.090","107906.091","102000.000","165166.250","111807.850"," 88593.945"," 84261.603"," 12250.342"," 45500.000"," 10584.933"," 90158.173","     0.000","101917.300"," 12910.304","  8649.596","161790.362","332000.000","457727.118"," 72186.852"
"M277.217T1187.469","1825758.35","1767010.63"," 578028.20"," 803689.57"," 485415.97","1155627.48","1200000.00","1700000.00","1049411.83","1510710.87"," 297575.00","3818136.10","1571663.52","1260000.00","1471454.75","  32997.73","  45013.30","2851078.65"," 814000.00","2637313.89","2490230.35","1920000.00","3419211.63","1840000.00"," 202000.00"," 692092.05","  38110.96"," 799838.51","  27750.04","1314202.09"," 707604.15"," 371667.60","1689070.00","1720000.00","4212009.79","2243508.06","1897198.17","2445521.71","  33275.91","1000000.00","  21115.98","2506600.10","  30753.68"," 523828.84","  33101.45","  19438.74","1112061.55","2510000.00","6538510.17","1344928.46"
"M670.528T1488.279"," 49964.27"," 50338.61"," 52886.87"," 78614.75","102981.52"," 63342.49"," 55300.00"," 92200.00"," 87543.68"," 60495.63"," 53331.26"," 54640.54"," 52689.10"," 46200.00"," 44933.99"," 27967.04"," 29389.64"," 80787.91","104000.00"," 86021.57","127171.49","122000.00"," 82689.67","109000.00","174000.00","129144.49"," 26266.01","105832.23"," 64167.28"," 77248.87"," 97208.00","171495.04"," 97550.00"," 95900.00"," 57775.11"," 62975.46"," 81155.30"," 76581.43"," 22730.46"," 38000.00"," 43182.43"," 82305.67"," 23871.18","147476.12"," 26126.41"," 47175.50","120634.23","125000.00","105507.69"," 93342.90"
"M679.449T1212.039","295935.62","166202.51","240559.22","296747.65","289273.35","293020.22","266000.00","428000.00","343084.54","326322.50","436666.20","296958.98","264387.25","372000.00","389554.60"," 43065.51"," 66502.54","433975.26","433000.00","421120.22","609152.83","620000.00","445585.54","377000.00","522000.00","374696.88"," 36389.51","358606.62"," 34582.30","360822.86","419398.05","689238.75","457926.76","439000.00","375093.11","511524.07","383694.41","323658.49"," 32346.74","327000.00"," 38207.71","269936.85"," 39692.94","370692.53"," 34714.85"," 25270.25","620099.60","980000.00","371043.78","369973.27"
"M697.464T1209.593","205644.125","190851.008","435547.270","319486.732","519328.990","293704.638","191000.000","259000.000","244886.114","187143.289","664964.577","150659.348","269396.939"," 84600.000","118530.821"," 10143.892","  4971.883","425998.173","515000.000","423119.869","690756.613","609000.000","467255.649","379000.000","642000.000","430625.224"," 13766.140","423072.259"," 15779.290","255382.609","607060.322","673241.049","552473.204","548000.000","369915.182","410549.152","453455.428","330267.017"," 11147.712","110000.000"," 13206.435","217259.529"," 13409.312","469817.642","  8536.716"," 11893.009","718529.865","950000.000","338431.252","458108.227"
"M985.571T1146.934","174160.642","112593.867","165145.579","144368.473","129531.693","151301.507","162000.000","142000.000","169777.372","178462.141","210857.931","169618.450","123218.655","197000.000","110025.613","  7807.915"," 11917.359","125480.205","129000.000","128808.398","145460.725"," 97400.000","149300.626","155000.000","111000.000","112383.819"," 15277.650"," 92054.447","  1537.353","178876.252","191828.130","115500.518","145428.538","125000.000","142313.350","127972.639"," 95752.594","128772.898"," 13824.517"," 98700.000","  9848.040"," 99418.823","  8631.954"," 88035.691"," 14151.517"," 13738.032","118428.230","155000.000"," 94524.193","101368.302"
"M424.216T1338.866","103729.75"," 63292.07"," 69828.48"," 79365.12"," 79324.73"," 62276.15"," 73200.00","106000.00","105755.97"," 94316.58","112068.29"," 79641.24"," 87396.38"," 78600.00"," 70141.13"," 29053.10"," 28936.90"," 89852.69"," 54200.00"," 98394.40"," 82794.82"," 82700.00","103399.22"," 84800.00"," 77000.00"," 55940.12"," 26342.44"," 85225.11"," 42247.16"," 73840.90"," 59525.75"," 62221.39"," 85267.37"," 94900.00"," 86466.26"," 98216.99"," 91508.42","116810.70"," 31663.68"," 68100.00"," 31803.94"," 79878.79"," 38502.23"," 43633.77"," 28973.13"," 28017.64"," 85229.54"," 80200.00"," 53811.91","114327.69"
"M565.409T1275.021"," 87707.87"," 74662.51"," 75210.22"," 99871.96","134813.38"," 96518.57"," 95700.00","131000.00","125537.91"," 80161.96","225898.21"," 65157.79"," 88577.00"," 74400.00"," 47992.49"," 27962.26"," 26042.26","114053.14","130000.00","127495.51","185288.60","189000.00","143600.69","159000.00","210000.00","125169.45"," 22465.59","219892.52","177257.27","120936.62","159730.21","237508.46","137267.33","177000.00","102771.95"," 97782.66","116663.92"," 82739.64"," 40863.80"," 54600.00"," 13986.72"," 83282.44"," 23566.06","396278.37"," 23521.99"," 52679.64","306721.83","360000.00","150419.17","194275.45"
"M698.466T1253.346"," 92645.417"," 89452.116","176541.150","156938.148","223954.029","129719.593"," 61400.000","136000.000","124584.408"," 98140.725","234659.688"," 66581.156","108962.561"," 66100.000"," 60672.275"," 11593.380","     0.000","175422.678","240000.000","195813.753","292577.952","277000.000","218367.778","158000.000","293000.000","203351.747","  8401.699","160937.260","  6295.472","129873.872","229299.320","316305.089","225016.658","238000.000","163310.195","177474.788","194120.587","154454.595","  6651.587"," 39000.000"," 10624.107","105073.124","  4927.192","209235.973","     0.000"," 14137.350","284609.405","330000.000","131194.757","225055.071"
"M661.446T1372.452","164800.88","155975.25","199078.06","265194.38","287402.63","211302.21","228000.00","256000.00","211174.65","188192.32","232763.05","170793.72","234181.54","197000.00","147551.66"," 79714.85"," 82780.95","278917.55","254000.00","309641.04","414278.39","430000.00","316500.25","276000.00","481000.00","331208.90"," 88917.61","288082.19"," 66802.65","249731.94","361387.71","585495.45","358379.09","391000.00","243793.86","231726.93","292110.22","218900.37"," 96844.43","181000.00"," 68313.22","194094.10","104373.07","399959.65","109480.60"," 86672.14","358339.67","480000.00","300151.34","284525.41"
"M695.45T1338.973"," 90347.24","104999.10"," 96010.69","115766.22","143793.61","110810.64"," 97400.00","134000.00","148869.90"," 95601.22"," 92826.64"," 92703.78"," 99451.85","101000.00"," 71942.56"," 52754.62"," 59599.97","172594.09","190000.00","180167.90","317757.79","282000.00","174016.90","178000.00","332000.00","194603.21"," 44540.48","206525.97"," 47343.46","158427.90","167379.07","412897.06","196517.52","229000.00","177166.30","163642.16","155626.73","117076.55"," 45217.59"," 81100.00"," 57572.80","113117.98"," 33519.37","271725.12"," 52754.49"," 53397.03","139688.86","298000.00","199306.61","173433.18"
"M593.49T1490.213","136529.68","153717.21","179659.38","248224.48","314054.24","210865.55","279000.00","334000.00","216772.52","181759.80","201059.31","189125.94","235445.50","181000.00"," 88773.58"," 55594.99"," 61226.37","289607.08","301000.00","267183.40","289759.18","325000.00","329718.67","291000.00","350000.00","353585.38"," 77789.38","392041.70","171483.42","224110.02","270191.11","348798.00","243878.15","328000.00","150045.81","215222.50","236450.41","209086.70"," 98131.68","129000.00"," 77078.69","206666.47"," 75172.43","448179.88"," 76313.27","145922.56","432278.69","348000.00","325391.87","326031.05"
"M951.567T1289.006","572191.072","446300.728","685811.107","673125.951","981528.649","820809.782","751000.000","768000.000","825050.322","787382.947","703951.465","547792.658","465785.409","982000.000","320195.001","  3148.883","     0.000","455518.470","600000.000","462160.274","468561.800","758000.000","605740.006","524000.000","625000.000","515510.664","  7328.717","842412.909"," 24373.865","625716.120","945922.886","830381.536","834391.642","870000.000","481456.869","689049.932","698516.188","424481.985","  6689.468","327000.000"," 11954.529","430063.344","  7633.270","432665.114","     0.000"," 34741.137","481562.197","660000.000","344902.630","639420.484"
"M593.489T1431.043","133998.54","140829.21","164616.58","232425.94","295720.31","196044.70","275000.00","335000.00","212970.38","171937.89","250598.41","182774.69","228311.24","177000.00"," 80590.16"," 51358.55"," 53528.72","278719.13","287000.00","264624.74","286507.00","317000.00","315523.48","288000.00","345000.00","332874.36"," 66508.48","376182.36","167661.91","225704.32","270372.99","336220.79","236681.92","320000.00","143687.17","209576.70","229081.57","198487.30"," 84010.98","120000.00"," 67446.75","198915.34"," 65912.79","428146.64"," 68889.52","129528.31","493091.09","388000.00","319129.40","311598.97"
"M639.424T1291.55"," 82434.029"," 40127.092"," 73503.553"," 79763.402","102065.763"," 79868.695"," 57900.000","118000.000"," 90784.545"," 74488.535","171204.964"," 60410.552"," 61630.916"," 76700.000"," 32166.117"," 10182.852"," 20888.266"," 95363.571","100000.000"," 92325.348","136206.788","109000.000","101587.379"," 89700.000","121000.000","126508.987"," 10545.578","119890.222"," 13470.635","114977.203","139862.171","121164.455","118571.563","121000.000"," 70001.631"," 79256.375"," 96689.556"," 87109.847","  4350.821"," 32800.000"," 11283.014"," 71284.521","  8064.109"," 90968.770","  9348.040"," 10607.856","196836.597","378000.000","101934.222","115868.636"
"M986.591T1195.638","132284.386"," 88377.324","111695.226","101015.506"," 98338.943","105144.116","166000.000"," 93400.000","116612.626","111008.681","210650.642"," 93084.491"," 80432.074","106000.000"," 65493.479","     0.000","  7312.201"," 91905.500"," 87000.000","101335.693"," 88307.664"," 92900.000","123095.507","113000.000"," 78600.000"," 86026.052","     0.000"," 86764.012","  6681.598","148335.411","172198.193"," 79847.172","107246.557","100000.000","106093.245","100620.320"," 81549.671","104383.114","  7017.626"," 53800.000","  1605.608"," 73168.562","  5772.643"," 57779.493","     0.000","  7473.761","120325.832","157000.000"," 74821.030","101370.036"
"M591.473T1440.13","164820.66","177024.64","196792.82","287047.99","459725.48","211877.19","296000.00","484000.00","284460.99","118212.32","306861.78","172027.72","229942.41","205000.00"," 56926.04"," 59137.63"," 39822.06","320033.59","383000.00","323955.05","494381.17","502000.00","418309.91","391000.00","647000.00","533389.53"," 51319.04","439960.80","102319.45","258777.08","423415.33","648536.46","352962.13","438000.00","238436.70","254221.00","365943.71","316652.06"," 51228.78","159000.00"," 57622.89","248694.14"," 57479.40","585449.50"," 56994.20","168727.12","793501.32","586000.00","381103.47","481576.19"
"M590.465T1389.456"," 44794.744"," 69445.683"," 24697.212"," 56569.268"," 97064.155"," 72607.691"," 58900.000","108000.000"," 70251.465"," 25550.991"," 64964.899"," 33424.602"," 28374.529"," 21400.000","  7005.161"," 16336.506","  9143.107"," 68957.012"," 86900.000"," 92086.329","137435.686","109000.000"," 78769.187"," 74700.000","139000.000","118731.564"," 13324.763"," 78136.957"," 45682.932"," 69297.082"," 81279.234","133781.599"," 92121.017"," 65500.000"," 38961.727"," 70666.661"," 84210.663"," 62980.266","  2353.487"," 16200.000","  7563.353"," 59596.153","  8958.372","117376.978"," 19757.299"," 24154.937","128763.671","128000.000"," 63209.951"," 65373.638"
"M631.469T1330.308","122092.23"," 69513.34"," 97805.92","157385.44","209751.00","115643.99","214000.00","330000.00","148322.95","144974.44","588936.64","100796.30","146058.42","110000.00"," 54563.94","  9951.17"," 12331.53","180761.84","147000.00","202509.70","283319.59","340000.00","184922.88","215000.00","224000.00","211915.94"," 16421.68","191342.84"," 27724.84","239666.90","526293.26","227774.07","184548.27","164000.00"," 98566.78","209263.85","146802.14","139143.14"," 23651.58"," 69600.00"," 26673.98","137976.62"," 13610.22","174375.33"," 13451.93"," 15550.43","542406.05","694000.00","203787.48","179745.75"
"M637.415T1439.736","103644.54"," 92821.44"," 97376.77","129473.46","127423.85","104110.12","118000.00","163000.00","122816.41","115339.96","104015.62","114531.40"," 97502.47","108000.00"," 64890.17"," 43046.29"," 48220.59","136427.40","166000.00","132917.49","198095.65","184000.00","134135.86","169000.00","188000.00","154925.61"," 58428.98","180903.87"," 64129.60","129229.37","157639.29","217514.25","172058.97","170000.00","144604.02","141450.97","153017.98","128312.38"," 44203.97"," 80400.00"," 39651.50","115842.83"," 40541.08","199120.02"," 51089.96"," 79324.13","114599.72","209000.00","172717.66","141241.59"
"M759.217T1590.788","  67444.98","  51405.56","  46006.84","  44349.39","  34653.47","  35798.55","  33400.00","  50200.00","  56962.78","  44150.44","  27469.64","  51107.68","  42303.11","  41900.00","  59785.82","  27743.06","  31405.91","  35046.94","  42000.00","  54984.05","  47595.26","  29900.00","  36855.34","  44900.00","  30800.00","  33618.39","  17432.74","  27609.61","1533255.10","  52339.53","  40756.45","  33621.49","  67734.79"," 115000.00","  52444.46","  53942.04","  42654.18","  33031.82","  38856.26","  50800.00","  29191.90","  51148.34","  20949.99","  22173.09","  32826.02","  18774.51","  54711.56","  52200.00","  70431.95","  62985.95"
"M711.441T1125.643"," 31518.676"," 33285.474"," 35897.826"," 45071.304"," 32191.885"," 41411.023"," 34800.000"," 42800.000"," 56394.549"," 40010.959"," 83769.346"," 30494.191"," 34213.502"," 42500.000"," 30858.830","  4846.414","  5702.063"," 46186.745"," 52900.000"," 52426.556","100472.655"," 89200.000"," 66010.274"," 41500.000"," 54700.000"," 46452.883","  5997.332"," 42836.497","  2186.308"," 68537.152"," 52038.028"," 68389.547"," 72390.350"," 39500.000"," 85544.153"," 79939.055"," 65031.770"," 53231.615","  4429.692"," 21400.000","  1669.414"," 19897.553","     0.000"," 61443.892"," 10093.799","  6890.147","174173.043","276000.000"," 72115.085"," 34286.690"
"M810.527T1193.498","238692.41","124964.71","196690.39","225713.18","309039.86","242098.83","219000.00","231000.00","183391.12","227914.52","294819.82","214762.08","175436.02","218000.00","118032.63"," 48814.25"," 74217.54","267208.26","257000.00","223969.62","210730.02","254000.00","268971.77","229000.00","206000.00","178549.51"," 65520.52","204265.71"," 68833.88","154703.81","266502.22","224351.33","255941.51","266000.00","155727.43","191323.64","149394.95","184860.71"," 70549.29","123000.00"," 63436.06","143531.51"," 92388.75","215808.47"," 36167.91"," 77179.26","241894.98","267000.00","210881.80","104279.87"
"M646.453T1439.754","119665.05","121432.45","135601.42","183829.09","179556.29","146711.49","130000.00","207000.00","157970.61","143927.22","110166.03","108127.44","131002.69","132000.00"," 89246.49"," 35894.04"," 36889.52","174656.23","184000.00","172548.51","210095.28","221000.00","193981.07","171000.00","287000.00","200142.54"," 35283.11","194193.41"," 58064.98","160050.92","225569.77","239650.66","216815.19","215000.00","137094.44","166894.32","152474.93","127745.39"," 45030.89"," 91400.00"," 45413.42","142957.08"," 33036.45","171324.75"," 71097.22"," 53821.23","145200.31","232000.00","194715.65","185692.17"
"M379.265T1372.423","212767.3","209324.2","171423.8","229487.8","202537.5","208500.0","195000.0","192000.0","169034.4","193865.6","269696.1","185412.8","168745.7","192000.0","208790.9","117562.6","114838.5","223915.0","181000.0","187283.4","186825.4","247000.0","190819.8","196000.0","160000.0","170399.9","122126.5","200606.2","177909.5","187020.1","271713.6","217106.1","213400.6","138000.0","174023.1","163618.3","168770.1","166916.1","146126.3","185000.0","133507.8","163107.0","140128.0","152146.2","122008.4","137064.5","290488.1","394000.0","220725.4","177862.6"
