"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"sodium_formate","4070413","3874278","3824226","4055654","3999488","3978044","3825768","4040031","3969364","3963523","3748519","4093395","3922085","4081197","3906272","4398137","3680698","4066642","3879396","4076296","4036646","3843867","3845185","4021608","4043455","3773975","3345591","3565070","3985225","3922751","3861917","3815932","3878103","3825451","3977822","3907525","3448104","4002206","4242376","4078873","4313778","3963971","4056292","3963081","4082963","4193594","3742876","3939109","3533826","4923007"
"M439.314T1352.626","117198.31"," 92795.78","121229.62","161352.15","184157.90","153078.88","148000.00","177000.00","121091.37","135568.11","272547.44","130663.48","129375.91","133000.00","116497.59"," 73448.24"," 75978.62","190232.90","162000.00","215215.55","224856.11","188000.00","116940.57","192000.00","229000.00","209500.12"," 61579.36","174933.93"," 61089.41","153176.88","217393.53","239218.68","151282.05","136000.00"," 97915.87","104733.83","124660.39","118022.17"," 71368.10","101000.00"," 62666.64","104669.79"," 52130.26","240757.19"," 39451.00"," 48422.91","182851.78","340000.00","202328.52","156636.66"
"M898.347T1006.792"," 61157.006"," 27633.723"," 78602.797"," 75896.149"," 90436.137"," 87315.004"," 79300.000"," 95500.000"," 74555.679"," 66163.549"," 58747.465"," 86271.541"," 72809.497","116000.000"," 78903.273"," 20024.427"," 13511.547"," 91232.067","109000.000","103157.896","114507.892"," 81000.000"," 84415.551","116000.000"," 83100.000","118009.148","  8602.810","112198.960"," 10946.449"," 52311.146"," 76483.601"," 90750.484"," 93599.290"," 97400.000"," 57275.802"," 62377.559"," 54670.541"," 55291.329"," 17430.986"," 38400.000"," 21361.521"," 74027.196"," 10369.615","157778.411","  9557.073"," 24043.316","125940.848"," 80700.000","220651.535"," 49492.704"
"M930.353T957.42"," 56506.821"," 18107.251"," 55427.780"," 57911.670"," 80634.195"," 54501.141"," 86700.000"," 82500.000"," 67180.684"," 65018.547"," 92853.878"," 89183.484"," 76149.835","150000.000"," 74837.822"," 14641.344"," 13962.163"," 97551.547"," 75300.000"," 90482.212","121679.492","106000.000"," 71006.779","125000.000"," 62000.000","107165.968"," 13886.960"," 97937.109"," 13322.371"," 43820.636"," 64563.330"," 74854.960"," 79595.855"," 83000.000"," 52620.515"," 59681.114"," 47375.071"," 41251.018"," 10037.288"," 20600.000"," 19204.894"," 62840.201","  7636.546","194584.667","  8606.409","  5015.519","118515.921"," 80200.000","106524.092"," 36272.651"
"M941.389T959.199","100924.123","  6925.874"," 77575.938"," 59241.473"," 99294.986"," 71172.201","183000.000","201000.000","224377.277","101176.614","103114.415","156909.160"," 79365.667","531000.000","299629.639"," 13113.599","  7368.414","135937.286","113000.000","173973.872","201413.717","195000.000"," 83220.391","309000.000"," 97300.000","131398.014","  6672.793","166304.611"," 10618.518"," 45731.871"," 98571.840","124114.559"," 98513.244","134000.000"," 48774.735"," 71335.164"," 54604.369"," 46346.068","  2552.915"," 15700.000","  2386.405"," 61803.619","  1939.918","378710.941","  1397.406","  9325.433","126590.389"," 96300.000","202215.872"," 42967.026"
"M805.508T1280.356","426969.97","424519.46","540675.23","488678.46","592791.79","384840.89","328000.00","324000.00","375594.97","435304.77","542006.41","260336.79","449037.67","420000.00","200365.57"," 21874.12"," 20715.80","408786.35","441000.00","430767.94","374932.64","339000.00","543514.04","354000.00","451000.00","434216.52"," 25853.98","461320.17"," 20409.03","470285.65","545934.63","377111.88","467349.72","455000.00","389249.35","418995.80","382857.35","451001.72"," 28533.56","243000.00"," 18010.44","347634.17"," 26468.42","155988.42"," 16560.94"," 22670.26","227422.17","314000.00","256204.01","437091.75"
"M512.762T1189.92","137419.559","126414.986","180185.117","171622.773","211769.204","200814.003","149000.000","119000.000","136691.326","132482.916","151331.049","131154.927","151560.069","149000.000"," 71421.259","  9776.128","     0.000","139933.742","203000.000","140852.386","152521.067","145000.000","266024.832","143000.000","166000.000","154840.093"," 13766.231","172508.567","  5998.443","149857.495","197823.812","146792.790","192967.424","151000.000","219138.504","125939.369","123726.246","128327.540","  2570.347"," 69700.000"," 12124.378","165379.892","  5603.342","107373.837"," 11075.169","  6137.391","105986.399","103000.000"," 92910.044","126067.325"
"M951.371T857.905"," 45941.125"," 12514.781"," 60517.677"," 40794.330"," 63890.617"," 60999.219","109000.000"," 60100.000"," 51544.001"," 41010.781","102140.341"," 67165.304"," 50119.427","129000.000"," 49845.754","  3931.776","  7070.329"," 79903.716"," 68300.000"," 94283.986","126161.720"," 86200.000"," 67958.097","128000.000"," 56700.000"," 85309.114","  5570.438"," 71696.676","  9014.245"," 30303.092"," 84331.583"," 64975.006"," 79523.600"," 84100.000"," 35951.063"," 40302.930"," 47580.833"," 32673.179","  6417.886"," 15700.000","  3513.483"," 35715.926","  5292.958","129564.718","  2589.554","  6295.315","201067.851"," 74700.000","200280.885"," 20036.165"
"M495.298T1036.333","128060.632"," 29947.897","108771.476"," 79045.045"," 71862.652"," 72094.080"," 78800.000","112000.000"," 96164.747"," 86580.744"," 47600.114"," 70045.257"," 75350.404","207000.000","171652.340","  2791.368","     0.000"," 80532.315"," 63100.000"," 70780.100"," 77717.034","102000.000"," 58880.389"," 87900.000"," 28300.000"," 41769.500","     0.000"," 69761.110","  3108.307","141614.109","135255.078"," 52455.281"," 61529.430"," 33600.000"," 54106.877","163928.237"," 27932.222"," 92046.851","  1274.345","102000.000","     0.000"," 54034.656","     0.000"," 19706.433","  2230.336","  4028.546"," 19069.910"," 56100.000"," 65843.671"," 14174.312"
"M763.456T1354.833","246674.14","146652.93","149571.16","225742.70","178838.28","239025.20","264000.00","225000.00"," 95459.01","144238.23","499131.09","261216.24","172073.64","174000.00","214156.51","118654.62"," 45029.87","291161.00","130000.00","185680.36","135391.66","179000.00","146632.50","229000.00","172000.00","102293.59"," 34086.69","343813.38","137339.36","388992.20","400057.43","143167.59","185307.44","135000.00","150542.02","303445.29","140084.03","296844.06","122686.57","109000.00","255954.98","125459.21","121838.99"," 75700.52"," 57048.04"," 27979.69","526106.98","512000.00","266289.91","149555.94"
"M367.15T410.425","  38772.54","  25359.56","  51253.75","  33932.31","  39004.70","  72739.18","  61400.00","  73800.00","  84863.95","  56281.07","  94704.32"," 163651.15","  85299.30"," 126000.00","  81708.31","  21617.72","  14097.39"," 145910.32"," 165000.00"," 177967.83"," 150378.66"," 202000.00","  51157.36"," 188000.00","  26100.00","  67136.91","  21682.01","  28918.81","  23149.31","  39264.81","  73062.19","  53419.75","  86948.20","  43400.00","  32709.76","  31013.40","  28909.80","  25609.98","  22503.01","  24200.00","  22134.75"," 146726.98","  19162.31"," 201152.11","  19259.89","  24988.33"," 717637.28"," 410000.00","1786894.78","  24665.61"
"M551.201T893.689"," 88264.1380"," 37078.3200"," 79193.2920"," 98945.1890"," 81555.2330","108936.1440","110000.0000","119000.0000"," 88950.3780"," 88391.8810"," 70646.4500","143414.3120","131494.8080","241000.0000","115329.3900","  6140.5376","  5672.1288","106869.2057","128000.0000","136821.0940","221670.1950"," 98500.0000","108989.4720","255000.0000","115000.0000","170068.6550","  5780.5882","126955.5110","  3120.3109"," 63993.3670","105010.4380","125645.5670","112134.7690","123000.0000"," 77465.7000"," 67498.1100"," 48045.6310"," 55550.9220","  3638.7367"," 19500.0000","  6213.2085"," 86806.3840","  5798.8746","142633.1640","  4607.6859","   977.8684","150451.5270"," 68600.0000","163527.2135"," 67843.8970"
"M861.313T812.644"," 32144.427"," 14599.691"," 52729.010"," 46042.952"," 53988.222"," 65368.439"," 86100.000"," 72600.000"," 69961.398"," 52995.555","137385.759"," 77958.663"," 72612.585","132000.000"," 66818.990","  4279.259","  2939.090"," 98576.842"," 65700.000"," 81150.829","144167.115"," 88500.000"," 71469.588","131000.000"," 77900.000","111321.743","  3682.634"," 73405.567","  3475.898"," 44517.840"," 87628.007"," 73746.581"," 75538.002"," 73500.000"," 42299.426"," 41687.693"," 39613.753"," 29441.249","  7727.807","  8190.000","  6105.592"," 68666.760","  5473.508","115996.580","  3641.482","  2692.830","162812.820","103000.000","112917.002"," 22493.563"
"M1102.847T817.469","32393.980","30652.448","53468.855","54858.883","54206.650","50528.919","38300.000","42700.000","40106.012","44704.895","16043.640","60810.171","29502.918","71000.000","42254.441","11903.426","18332.300","31647.369","52800.000","45094.363","47784.064","56900.000","48689.227","48500.000","28300.000","49979.341"," 6456.083","25402.235"," 9496.461","22911.090","37110.256","46351.903","63585.147","42500.000","21706.677","41152.398","37631.613","50384.682","11694.193","18000.000","21626.877","47891.996","24552.801","24379.232","16942.647"," 4555.420","28908.676","28800.000","45978.051","16653.984"
"M299.109T1341.992"," 82261.33"," 73608.72"," 90297.36"," 63870.04"," 75939.33"," 72397.95","111000.00"," 84800.00"," 95904.81"," 86600.29","207371.13"," 89850.76"," 67193.46"," 87700.00"," 87844.13"," 58079.33"," 51960.99"," 81541.08"," 70600.00"," 78514.00"," 91546.25"," 81200.00"," 76778.89"," 87200.00"," 71400.00"," 69077.46"," 54060.35"," 90898.91"," 64206.24","104974.94"," 97471.81"," 79026.01"," 55440.14"," 84700.00"," 66746.29"," 72505.10"," 54555.05"," 77429.61"," 57007.88"," 83000.00"," 81143.60"," 81441.71"," 67145.26"," 84783.36"," 65383.52"," 70561.07","178725.50","156000.00"," 95248.06"," 83114.76"
"M804.315T943.327"," 38864.088"," 19828.327"," 59727.128"," 56912.955"," 85320.860"," 76662.260"," 89600.000"," 80000.000"," 78084.156"," 61303.498"," 83732.973"," 88442.871"," 75125.596","134000.000"," 58053.443","  3093.220","  3895.442"," 71199.922"," 91700.000"," 85426.922","141763.383"," 89100.000"," 85897.743","116000.000"," 81800.000","121809.588","     0.000","114859.999","  4134.017"," 37051.193"," 95586.187"," 91576.045"," 87451.517"," 95000.000"," 60158.653"," 60751.347"," 51907.473"," 38077.367","  7280.645"," 22600.000","  1140.946"," 57351.331","  3661.273","147982.711","  1804.430","  6709.314","143326.739","102000.000","166021.909"," 46617.066"
"M987.384T843.183"," 35297.724"," 12649.520"," 37309.342"," 34658.399"," 44725.748"," 32336.786"," 64200.000"," 55200.000"," 53250.563"," 48188.976"," 65376.286"," 53449.770"," 48737.334"," 90600.000"," 42259.012","  2023.395","  1619.676"," 49639.186"," 61800.000"," 57309.686"," 76633.481"," 69300.000"," 49260.343"," 87800.000"," 31100.000"," 74130.615","  4668.252"," 59431.570","  2690.357"," 22368.137"," 61189.250"," 48374.124"," 43459.884"," 55000.000"," 16531.222"," 30021.323"," 24186.230"," 22063.937","  4959.625"," 11500.000","  3060.388"," 45006.796","  1475.713"," 75119.426","  2208.334","  3264.669","159912.127"," 60900.000","151567.197"," 20457.332"
"M589.228T896.878"," 36369.4100","  8820.1250"," 41965.3550"," 49524.2000"," 62623.7300"," 39450.8750"," 77400.0000"," 76200.0000"," 56423.0480"," 53625.2310"," 18840.2940"," 65930.7730"," 48715.7490"," 60500.0000"," 30157.5000","  1282.9965","     0.0000"," 45681.1605"," 49000.0000"," 57040.0660"," 69535.2830"," 59500.0000"," 55760.0240"," 62300.0000"," 52800.0000"," 83163.3930","  3383.0020","102191.7670","  2019.5915"," 24321.5820"," 49432.3620"," 63849.1230"," 64742.9880"," 96400.0000"," 26867.4400"," 50211.8910"," 79862.4980"," 21143.9230","  1115.1771"," 13000.0000","   801.3752"," 39495.9350","  1168.8734"," 87524.0150","     0.0000","     0.0000"," 35223.3520"," 40700.0000","104350.5427"," 77880.8230"
"M1057.414T847.292"," 65932.348","  4614.013"," 84671.608"," 79770.872","100128.200"," 79299.074","164000.000","117000.000","117579.073"," 99317.076","163034.645","173263.024","112602.614","241000.000"," 77004.102","  4758.634","  4722.458","135037.172","101000.000","137952.177","162521.033"," 95000.000"," 72656.551","160000.000","116000.000","133592.636","  3327.702","174269.023","  1016.697"," 73259.772","151309.476","118843.043","107377.977","146000.000"," 63757.746"," 59465.860"," 55944.324"," 35448.368","  1388.083","  2990.000","  1317.507"," 69746.413","  7534.325","167507.666","  2784.445","  3868.138","179785.351","153000.000","216499.521"," 49497.775"
"M991.383T954.894"," 98687.065"," 13923.361"," 43112.471"," 51556.363"," 88286.562"," 74392.997","173000.000","176000.000","158081.303"," 76602.005"," 60443.481","237015.199","166589.021","373000.000","150601.928","  4158.548","  6801.407","184674.777","105000.000","245621.011","257711.437","119000.000"," 89813.699","412000.000"," 96700.000","142808.772","  7018.321","158311.359","  2811.298"," 58451.656","100546.060","119647.877","107615.176","113000.000"," 65516.426"," 80054.954"," 48696.309"," 42553.847","  3220.175","  7010.000","  1263.849"," 74906.413","  1518.213","264751.205","  6564.150","  6404.491","177475.347","107000.000","816203.913"," 71905.334"
"M593.234T877.183","133523.62"," 66069.32","127322.08","104705.26","130520.63","150770.80","146000.00","176000.00","142846.33","143943.79"," 95937.44","197139.45","114863.70","230000.00","132866.93"," 30014.38"," 19779.77","137849.59","144000.00","150773.96","173469.35","145000.00","137249.63","187000.00","124000.00","149310.05"," 20346.23","154806.62"," 30063.35","145977.94","144916.76","151044.22","189604.82","151000.00","123447.63","128773.82","125928.84"," 96438.27"," 14991.67","113000.00"," 19402.25","132278.24"," 22658.36","148889.29"," 20212.71"," 34394.17","161686.74","133000.00","285168.04","102595.09"
"M649.243T924.482"," 78487.782"," 39818.750"," 89687.321"," 95325.482"," 93149.520","111062.954"," 98200.000","100000.000"," 88766.598"," 97944.242"," 80818.959","105833.498"," 97397.341","126000.000"," 99240.883","  9160.877"," 15047.268","114848.667"," 95700.000","103886.027","129349.647","108000.000","106509.436","132000.000"," 88500.000","120724.608"," 17311.019","103504.708","  7094.239"," 83632.253","107826.143","105187.648","104300.377","104000.000"," 73720.135"," 99195.585"," 61637.680"," 73208.640","  3028.715"," 64000.000","  4461.078"," 79009.055"," 15945.692","136208.736","  4746.669"," 18233.621","108039.953"," 92600.000","130234.870"," 73020.173"
"M393.25T1170.538","144183.70","152508.08","160265.93","159435.07","140267.61","174348.37","143000.00","149000.00","139899.79","138435.42","170635.29","112070.89","109493.92","144000.00","103413.32"," 40621.84"," 44711.14","132795.46","132000.00","107388.90","123263.63","172000.00","172789.39","107000.00"," 87300.00"," 95466.37"," 56016.75","145785.94"," 60833.98","209193.26","145452.74","101083.65","131437.58","140000.00","113569.52","154567.84","146024.66","131807.96"," 53408.96","161000.00"," 60535.47","155934.72"," 59084.29"," 96638.68"," 48108.96"," 60548.80","130989.86","153000.00","150826.56","150285.04"
"M897.335T957.42"," 63217.08"," 27127.69"," 81049.42"," 70111.76"," 97419.10","102254.32","102000.00"," 95400.00"," 81093.04"," 73981.84"," 98901.54"," 89496.76"," 95042.03","149000.00"," 97560.36"," 15488.11"," 10819.51","110386.49","106000.00","109384.13","145091.22","110000.00","109181.74","132000.00","113000.00","148795.36"," 11125.31","107034.55"," 11134.03"," 64515.63","109452.40","102186.74"," 95912.24"," 99200.00"," 73007.17"," 85745.25"," 69781.99"," 53031.88"," 16993.42"," 34100.00"," 14107.80"," 87579.49"," 14717.41","172732.29"," 12075.37"," 19976.53","136378.55","105000.00","197337.80"," 53679.08"
"M617.489T1624.961","135787.39","107744.79","186163.45","210026.66","398553.82","193298.85","306000.00","262000.00","167334.99","173794.09"," 76061.20","174038.01","310839.34","113000.00"," 78425.29","127215.12","137437.22","246421.27","365000.00","236456.36","230807.57","247000.00","336486.53","262000.00","325000.00","322768.17"," 71725.82","467331.44"," 89331.79","117002.53","178159.56","280149.60","228825.19","276000.00","174136.18","171178.95","180839.84","180403.85","214100.69","129000.00"," 67749.86","237080.58"," 39257.08","355809.45"," 36775.00","110953.07","213244.11","198000.00","271321.30","255577.99"
"M747.539T1372.761"," 16997.146"," 38698.078"," 61911.876"," 30436.732"," 37262.508"," 77252.249"," 30800.000"," 31100.000"," 23990.255"," 36022.273"," 15418.604","116435.075"," 28192.527"," 43100.000"," 26162.542"," 13849.894"," 11863.937"," 82156.655"," 47800.000"," 32774.156"," 31253.678","124000.000"," 62260.780"," 38200.000"," 34900.000"," 44475.369"," 18585.780"," 41348.002"," 12610.218"," 46072.992"," 35068.485"," 47883.529"," 49107.225"," 86300.000"," 38010.537"," 28876.008"," 46264.477"," 66943.355","  8699.302"," 30600.000"," 33924.823"," 35965.786"," 10610.436"," 35534.213","  4058.945"," 18375.192"," 66123.416"," 36800.000"," 96288.960"," 47974.633"
"M866.357T1023.188"," 71895.603"," 23082.461","108764.009"," 95210.006","137265.155","138151.024","151000.000","146000.000","105939.196"," 90190.848","157533.676","125398.372","106175.180","169000.000"," 95110.766"," 23251.294"," 21840.731","137059.506","138000.000","137472.378","166276.783","163000.000","114730.776","172000.000","127000.000","162047.670"," 20622.911","182247.149"," 23485.881"," 62080.442","137888.309","131531.707","121235.007","153000.000"," 73504.386","101794.160"," 90676.583"," 65233.955"," 16329.794"," 44800.000","  8877.642"," 91070.934"," 17015.070","347146.897"," 11699.099"," 22833.387","210340.022","124000.000","260051.049"," 62494.836"
"M819.302T866.333"," 47291.445"," 21713.769"," 60067.035"," 72920.195"," 90032.936"," 90145.653","112000.000"," 94600.000"," 90120.255"," 73642.089","108741.598","149108.217","105096.508","231000.000"," 88704.256","  8948.872","  3374.791","147313.247"," 89400.000","125141.626","331989.522"," 98200.000"," 84948.198","282000.000"," 77000.000","176733.992"," 10027.248"," 99486.935"," 11181.566"," 56938.803","107598.989"," 85845.895","100720.675"," 91700.000"," 49346.975"," 52814.857"," 61282.371"," 51819.240","  2692.667"," 21900.000","  3765.303"," 90927.678"," 17091.752","125655.661","  8475.017","  5795.748","284280.903","136000.000","187593.501"," 39116.243"
"M595.491T1621.712"," 64038.30"," 97861.10"," 95363.40","110872.05","129870.51","115477.65","106000.00","115000.00"," 98497.94"," 64689.31"," 63319.04"," 92712.54","102232.68"," 86200.00"," 78115.08"," 56134.98"," 77648.53","108167.06","106000.00"," 93640.29","102274.75","123000.00","112653.04"," 86900.00","123000.00","126727.92"," 79186.45","173407.17"," 73306.83","101540.02"," 93369.01","108933.11","113254.12","104000.00"," 87235.00"," 89379.30"," 89417.19"," 96591.54"," 98062.82"," 68300.00"," 84727.87","101659.09"," 58768.88","154009.95"," 80886.68"," 89193.23","105734.01"," 95900.00","136690.56"," 97668.72"
"M942.381T940.951"," 69941.238"," 21075.867"," 58900.265"," 44907.798"," 86492.384"," 77089.444","119000.000","117000.000","133808.071"," 72881.808"," 62797.243"," 99621.212"," 64630.731","309000.000","172770.979","  3453.668","  3503.408"," 99473.529"," 98300.000","120094.273","149404.676","117000.000"," 65083.037","212000.000"," 99500.000"," 83084.863","  3734.966","114693.712","  4971.074"," 44143.098"," 83193.589"," 74402.453"," 71216.602"," 88000.000"," 42075.634"," 59884.612"," 41280.298"," 19692.446","     0.000"," 11900.000","  4354.809"," 55389.452","     0.000","265147.672","  3057.356","  7074.570","119837.899"," 96500.000","148054.272"," 39540.211"
"M832.52T1373.493","227515.98","266903.36","199858.18","188669.21","200717.94","163583.93","191000.00","179000.00","202407.17","196748.77","109085.47","162944.02","231174.40","214000.00","107852.81"," 21448.68"," 15088.92","187311.07","154000.00","212161.82","190439.79","204000.00","237204.37","212000.00","168000.00","138631.38"," 30850.11","236741.95"," 31246.96","263357.21","147040.67","121518.89","157343.12","217000.00","185611.13","204768.35","186939.24","187898.82"," 33970.50","153000.00"," 19833.52","180050.11"," 44739.15"," 88483.30"," 32410.88"," 33011.15"," 93227.80","111000.00","102826.92","202781.65"
"M768.289T941.124"," 30559.287"," 22403.056"," 54479.388"," 58844.210"," 67868.379"," 84540.180"," 67400.000"," 85500.000"," 69185.885"," 48543.861"," 93456.379"," 77059.862"," 51206.774"," 94700.000"," 45202.831","  2270.956","  7245.704"," 76108.949"," 83400.000"," 65788.379","117777.289"," 82400.000"," 72298.909","124000.000"," 51100.000"," 88938.814","  8980.088"," 96974.362","  2256.177"," 46591.065"," 89058.474"," 94224.987"," 77144.719"," 72300.000"," 43418.263"," 58159.947"," 45655.440"," 39283.000","  1221.679"," 13300.000","  8576.482"," 47799.235","     0.000","107504.741","     0.000","  5959.886"," 97782.730"," 81100.000","131192.943"," 36769.608"
"M417.157T908.195"," 85542.074","120203.626","145774.076","194647.429","211319.148","198425.542","115000.000","113000.000","109411.237"," 96817.565"," 83523.922","133691.802","112852.518","169000.000"," 94689.134","  7655.450"," 15075.208","125950.687","151000.000","124010.791","180927.323","204000.000","124777.825","184000.000","186000.000","154195.624"," 15465.574","113130.731","  4105.900"," 80473.970","191774.633","167093.492","155540.978","169000.000"," 80429.247"," 95062.746","111136.924"," 66628.954"," 11901.723"," 51800.000","  8940.986"," 91134.507","  9587.067","238427.341","  9224.909","  6301.787","150415.042","112000.000","140965.622"," 93709.507"
"M818.274T858.699"," 78881.00"," 61916.37","114130.42","118811.76","127638.69","125701.88","115000.00","117000.00","108400.96","122036.76"," 80526.02","190138.61","148791.49","317000.00","140971.15"," 17204.24"," 26390.02","199830.19","125000.00","178331.65","388130.83","123000.00","123168.79","336000.00","102000.00","171965.80"," 26943.47"," 77896.03"," 15123.18"," 73124.22","122491.32","122521.37","149957.51","113000.00"," 78242.15"," 83701.09"," 86945.71"," 87774.45"," 22666.72"," 39100.00"," 18996.94","118906.69"," 26273.32","122643.78"," 16727.06"," 12024.94","319696.39","103000.00","230201.17"," 56558.49"
"M365.192T1471.536","148319.03","218765.14","163242.47","166138.35","144224.42","183178.78","135000.00","160000.00","179574.37","148962.70","124518.52","151288.14","144448.63","144000.00","141302.57","119998.77","121639.04","156734.68","179000.00","173622.94","211360.46","220000.00","147372.00","188000.00","199000.00","171262.34","124340.00","174650.18","139595.51","151671.51","186040.84","208055.59","193533.93","165000.00","164951.43","167615.33","167164.48","153910.59","122601.02","150000.00","116873.00","153773.55"," 89688.07","195600.61","109086.14","103635.56","153032.60","195000.00","189110.05","155513.45"
"M853.492T1222.109","199757.580","176022.339","234026.662","278544.444","266703.833","199820.136","238000.000","226000.000","251955.693","241887.630","191078.795","263729.990","220958.325","286000.000","158804.610"," 22566.376"," 24107.049","187715.137","186000.000","246913.454","160293.018","204000.000","192551.356","222000.000","212000.000","203093.025"," 12978.204","248193.142","  9799.641","234632.064","262873.628","201383.453","221958.366","246000.000","185256.247","231741.998","218899.720","185561.480","  9639.197","141000.000"," 23506.207","172788.783"," 24549.642","134222.746","  9545.287"," 23423.203","131256.667","193000.000","191118.361","226214.443"
"M493.153T817.469"," 38629.903"," 11403.243"," 46590.016"," 46715.767"," 46195.815"," 37599.072"," 58700.000"," 39300.000"," 39613.712"," 46348.457","175691.013"," 51021.216"," 35740.678"," 47000.000"," 47401.026","  8276.344","  7681.588"," 42563.709"," 42700.000"," 43112.193"," 72417.457"," 37100.000"," 35829.172"," 50500.000"," 42900.000"," 50508.573"," 13283.983"," 40011.811","  4822.422"," 33369.102"," 80400.245"," 57906.676"," 58548.699"," 38000.000"," 22136.840"," 38760.579"," 36897.663"," 35767.735","  6337.077"," 16900.000"," 18155.517"," 36126.142"," 22053.616"," 34603.856"," 13433.815","  2389.729","128208.801"," 80400.000"," 42827.521"," 25128.211"
"M850.319T935.639"," 39620.787"," 19067.712"," 50375.074"," 67270.997"," 85079.168"," 77007.808"," 75200.000"," 70000.000"," 76298.470"," 57623.144"," 55614.749"," 97839.827"," 72086.536","145000.000"," 68801.141","  1372.029","  6688.297","108216.484"," 89500.000","100535.853","137268.356"," 89600.000"," 89721.060","138000.000"," 70500.000","134634.148","  8073.228","106734.296","  5285.084"," 43148.978"," 91940.613"," 82704.149"," 97489.321","101000.000"," 56173.213"," 64544.326"," 57044.028"," 40959.878","  1198.775"," 15100.000","  4019.871"," 72499.441","  5844.392","112958.464","  6682.033","  7583.815","130803.750"," 91200.000","242195.306"," 39980.688"
"M1049.412T957.42"," 28524.105"," 15209.779"," 42652.168"," 47184.792"," 42323.775"," 44212.027"," 40200.000"," 56700.000"," 34513.879"," 38970.935"," 33821.369"," 57876.824"," 51733.581"," 85900.000"," 40142.524","  4699.380","     0.000"," 67534.232"," 62700.000"," 64546.784"," 98269.537"," 65200.000"," 55219.849"," 81300.000"," 73800.000"," 85689.264","  3099.620"," 74960.725","  1795.981"," 25851.871"," 69037.256"," 75949.172"," 67733.146"," 63300.000"," 25741.579"," 41653.176"," 42090.564"," 26991.105","  2834.797","  4970.000","  1422.368"," 34684.292","     0.000","121031.779","  3291.944","  2757.521"," 68284.711"," 46300.000","142231.290"," 28608.030"
"M690.261T940.951"," 65807.678"," 22852.115"," 88704.243"," 91314.545"," 79368.873","103388.953","122000.000","129000.000"," 95039.716"," 88975.860"," 79667.683","123665.996","102007.835","149000.000","100028.591"," 15233.368","  5700.959","124409.884","113000.000","107942.046","163448.140","127000.000"," 98984.123","164000.000"," 93300.000","156696.682"," 13628.250","141093.585"," 10692.096"," 64202.360","119632.982"," 97294.965","126000.053","128000.000"," 71994.819"," 82746.311"," 87036.684"," 67937.591"," 16534.777"," 43100.000","  6335.543"," 97570.195"," 13247.492","180016.987"," 12632.714","  6225.766","165299.877","125000.000","180168.895"," 72001.822"
"M827.321T940.951"," 66048.253"," 15473.559"," 70689.542"," 59822.863"," 96983.700"," 93395.988","125000.000","108000.000"," 87743.516"," 62376.071"," 58625.898","225160.505","208325.415","406000.000","130497.666","  5142.775","     0.000","211683.774","114000.000","218980.266","567895.882"," 91800.000","122726.207","499000.000"," 89800.000","299066.541","  4104.305"," 93727.383","  8236.480"," 28331.175"," 65589.414"," 94130.020","105270.271"," 99900.000"," 75718.874"," 60507.217"," 55341.757"," 42955.817","  8606.176","  9120.000","  8377.749","101586.233","  4479.855","211265.988","  6168.471"," 10996.981","454779.698"," 88400.000","391532.807"," 54060.257"
"M677.439T1269.605","420767.180"," 75453.233"," 82066.976","110796.166"," 97313.272"," 97246.629","145000.000","187000.000","222279.108","183479.623","118995.960","320133.049","148645.067","465000.000","438545.830","  5037.409"," 18146.482","195616.362"," 86400.000","273457.865","210684.972","144000.000","101106.306","265000.000"," 94300.000"," 87271.569","  2421.721","124561.252","  6558.402","225218.619","138045.774"," 98692.462","105935.029","187000.000","129876.457","185807.464","141773.182","120936.630","  7249.845","208000.000"," 12803.476"," 89999.760"," 11206.282"," 77044.729","  2289.941","  3726.981","146712.348","301000.000","265185.674","138773.228"
