"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M413.147T867.013","-0.101598720"," 0.843997995"," 0.109495605"," 0.451151303"," 0.003353528"," 1.204179990"," 0.036658537"," 0.189846504"," 0.165439531","-1.073116051"," 0.828159666","-1.609395864","-0.154227394"," 1.251074677"," 0.480753761"," 0.308845197","-1.238402770"," 0.025365352","-0.036527594","-0.013646913","-0.784306172"," 0.112139630"," 0.183488674"," 0.560205670","-0.071852182","-0.552438949","-0.137153335"," 0.374383178"," 1.455597308","-0.074755618"," 1.033238847","-1.784906619"," 0.202600993"," 0.304663490"," 0.391418726"," 1.014866880"," 0.389476983","-1.919374185"," 0.235384073","-0.469245847","-1.827239037","-1.011458705","-1.753300825"," 0.387932305"," 0.558696163"," 0.444773796"," 0.768137052"," 0.885945849","-0.588324480"
"M568.907T66.858"," 0.2682856459","-0.0002424894"," 0.5296514136","-1.0729735403"," 0.1422500402","-0.5347417066"," 0.3243524270"," 0.1045267270"," 0.2125606436","-0.9225728256"," 0.2449672511","-0.2056558768"," 0.0207920839"," 0.7213179639"," 0.0415822272"," 0.2644418844","-0.3212760422"," 0.0729649528","-0.7313165211"," 0.1301953230"," 0.2333604377"," 0.0557987489","-0.2133326431"," 0.0467444213","-0.1725353841","-1.5608674176"," 0.0013290643"," 1.0890821592"," 1.1934567373"," 0.8739814152"," 0.9997829419","-0.4299338326","-0.3520396178"," 1.0953183884","-0.0173061097"," 0.3586727391","-0.0515622481","-0.7743117249"," 0.6537724510","-1.0809233545","-0.6791359139","-0.6802698951","-1.2029148479"," 0.5069239451","-0.1530748472"," 0.8328468719"," 0.8257436820"," 0.4413029378","-1.1290186860"
"M585.878T68.251"," 0.311735625","-0.349662955"," 0.775208564","-0.085328932"," 0.231786532","-0.093415564"," 0.094749015","-0.120993521"," 0.310713859","-0.892057260"," 0.250602962","-0.925950099","-0.143420687"," 0.682071768"," 0.031058470","-0.058297080","-0.033996730","-0.009904509","-0.029811626","-0.012472220"," 0.312723684","-0.248300550"," 0.288454989"," 0.154305583","-0.091003990","-0.668572445","-0.068385722"," 0.878651164"," 1.263445812"," 1.029688099"," 0.927681448","-0.722275677","-0.141742958"," 0.823430779"," 0.009051099"," 0.342059885"," 0.011023547","-2.267919423"," 0.696180536","-1.284298375","-0.892647104","-2.198949136","-0.194471780"," 0.329982510"," 0.517846053"," 0.687607647"," 0.559798178"," 0.694374146","-0.680353611"
"M265.021T1580.358","-0.549532106","-0.576301609"," 0.066221467","-0.455496574","-0.025094291"," 1.259870465","-0.685508887","-0.995769850","-0.504896202"," 0.298390960"," 0.329475367"," 0.889816624","-0.692052199"," 0.101653501","-0.745462806","-0.361046961"," 0.154861545","-0.387536080","-0.504041360","-0.590747057","-0.002107791"," 0.066507015","-0.212394308"," 0.099930337","-0.046072518","-0.407990856","-0.934935978"," 0.627589388"," 0.909843538"," 0.165743984","-0.119644604"," 0.756900861","-0.454670030"," 0.011046986","-0.159362298"," 0.573082134","-0.576403916"," 0.310193525"," 1.316567430"," 0.245056888"," 0.369464204"," 0.384802529"," 0.554421795"," 0.948488797","-0.329443391","-0.239794882","-0.092662330","-0.328775623"," 0.537815166"
"M633.261T1246.267"," 0.48966948","-1.28727934"," 0.47447715"," 0.53681393"," 0.59058672"," 1.18274116"," 0.47325791","-0.07948667"," 0.34655090","-1.41635513"," 1.64771777","-1.10717595"," 0.33604968"," 0.27840747"," 0.02491895"," 0.64439917","-1.60376618"," 0.17242285"," 0.20519783"," 0.25779100","-0.92391921"," 0.35448256"," 0.15152344"," 0.61029105"," 0.68648414","-1.22551941"," 0.24683424"," 0.18407008"," 0.58943774"," 0.54196046"," 0.42675763","-0.42821244"," 0.48952615"," 0.15413463"," 0.14002623"," 1.03225151"," 0.69091487","-0.21358621"," 0.21299925","-1.41803452","-1.33046184","-1.36419570","-1.25467631"," 1.43185868"," 0.17579885"," 0.14692783","-0.50886424","-0.37454831","-1.39119985"
"M926.629T1192.286","-0.52680559"," 0.15272025","-0.50493275"," 0.81238731"," 0.83201313"," 1.16281456"," 0.07632106","-0.48060384","-0.39364539"," 0.23308915"," 0.79528237","-0.77668547"," 0.57226896","-0.26446557","-0.67788208"," 0.80943162","-1.27231003"," 0.29724298"," 0.18610178"," 0.25210089","-0.57623842"," 0.71256973"," 0.30547178"," 0.76794339"," 0.79426390","-0.89479970","-2.10177054","-0.64669371","-0.93878069","-0.32885170","-0.02648944","-0.95623270"," 1.00271495","-0.57982564","-0.04444385"," 1.49500758"," 0.86612235","-1.09379209","-0.44416322","-1.08694101"," 0.08294155","-1.03320688"," 0.41473541"," 1.22843744"," 0.71605933"," 0.27009071"," 1.58397169"," 0.28761493","-1.06015854"
"M377.162T1630.7","-0.51643439","-0.62555861","-0.15964094","-0.33616209","-0.30548472"," 1.01110459","-0.44844690","-0.73316334","-0.34225082"," 0.63366583"," 0.64923188"," 1.15879696","-0.49470524"," 0.10859337","-0.54049461","-0.08297133"," 0.51236354","-0.48059990","-0.52867569","-0.70357602","-0.64100284","-0.38635772","-0.28892042","-0.27565853","-0.11098383"," 0.20711392","-0.59215021"," 0.27739752"," 1.12315417"," 0.45387949"," 0.05835869"," 0.87399983","-0.17808902","-0.41777973","-0.84331636"," 0.48593812","-0.83860022"," 0.58885937"," 0.10992553"," 0.66232489"," 0.84180183"," 0.64555064"," 0.91636108"," 0.45293953","-0.42620576","-0.55504209","-0.26407958","-0.36188574"," 0.70687586"
"M581.994T88.804"," 0.39543125"," 0.50846193"," 0.18698855"," 0.51952956"," 0.17591551"," 1.28663233","-0.02036307","-0.26440477"," 0.24573658","-1.03546323"," 1.20859715","-0.27809447"," 0.27218458"," 0.41770788"," 0.19026409"," 0.50109719","-0.43092636"," 0.15422209"," 0.14514030","-0.08294050","-0.05893508","-0.02408305","-0.15209817"," 0.60168248"," 0.72161809","-1.66810472","-0.07311617"," 0.65395308"," 1.19871705"," 0.48114397"," 0.44654382","-1.72639692"," 0.29032901"," 0.18228784"," 0.16860906"," 1.12737130"," 0.32661485","-1.85692377","-0.05572855","-0.37266582","-1.76748878","-1.79943586","-1.69571732"," 1.45812428"," 0.65215203"," 0.53914177"," 0.16581703","-0.03411838","-1.82500966"
"M272.073T418.674","-0.613359906","-1.434939661","-1.192549191","-1.324472208"," 1.120481207"," 1.341914576","-0.037207039"," 0.330354489"," 0.108709013","-0.576263165"," 1.600619311","-0.307501926"," 0.489813603","-0.982684764","-0.008504409"," 0.868543426","-0.739173293"," 0.913399325"," 0.852372788"," 0.798027402","-1.350319706","-0.256272387","-1.371263705"," 1.395119586"," 0.616299962","-0.410374940"," 1.195569351","-0.163824208"," 0.707879927"," 0.459576140","-1.043320527","-0.463880788"," 0.759111636","-0.006557943","-1.466811236","-0.789537186","-1.288886438","-0.583690057"," 1.318239151","-0.577723008","-0.501598600","-0.530922499","-0.435720279"," 0.452029894"," 0.536601564","-0.493728679"," 1.950363416"," 1.690458408","-0.554396427"
"M203.347T415.048","-0.28551977","-1.38691172","-1.11980599","-0.09118613"," 1.09841818"," 0.88038417"," 0.17826263"," 0.37352086","-0.24447619","-0.44061025"," 1.70938428","-0.14440750"," 0.46027456","-0.88852409","-0.22828825"," 0.67322630","-0.62015331"," 0.86456501"," 0.71874902"," 0.72389120","-1.29366774"," 0.31381718","-1.31674678"," 1.24474603"," 0.16569244","-0.25778435"," 1.33635577","-0.84241480"," 0.66802293"," 0.65033890","-0.13258410","-0.31675335","-0.20356658","-1.03075300","-1.42202977","-0.67565907","-1.22597031","-0.44879544"," 1.28865271","-0.44221915","-0.35832227","-0.39064022","-0.28571755","-0.46388587"," 0.18046079"," 0.05348046"," 1.81367718"," 1.57798382","-0.41651089"
"M193.051T918.4","-0.18772050","-0.86453727"," 0.14808372"," 0.67862381"," 0.59819330"," 1.02932480"," 0.38912940"," 0.69392581"," 0.04022506","-1.23477794"," 1.23700211","-0.94493385"," 0.35528150"," 0.43005516"," 0.24880122"," 0.90975742","-1.41046815"," 0.76491177"," 0.48394626"," 0.26508998","-0.21143531"," 0.29909226","-0.66224329"," 1.19994810"," 0.71482292","-1.05587659","-0.75046448"," 0.52994901"," 0.95880402"," 0.83902721"," 0.44412254","-0.21583228"," 0.59761265"," 0.46439283","-0.46485017"," 0.35066162","-0.49032104","-0.38144676"," 0.63020860","-1.23635230","-1.15425626","-1.18588048","-1.08321013","-0.45240585","-0.18242768","-0.24862043"," 2.34634799","-2.01808446","-1.21119584"
"M237.04T858.99","-0.35822525","-1.95936835"," 0.82452317"," 0.55807389"," 0.59521345","-0.88585479"," 0.07884934"," 0.47827850"," 0.28556612","-0.98058211"," 0.80066641","-0.67427952"," 0.38791739"," 0.98787505"," 0.40322526"," 0.55892414","-1.16625070"," 0.23924552"," 0.10160863"," 0.01634847","-1.86287389","-0.55153777"," 0.54248355"," 0.65787779"," 0.64054184","-0.79152174"," 0.01658100"," 1.05319859"," 1.49359264"," 0.77208080"," 0.81885739","-0.85250140"," 0.81153261"," 0.77051735"," 0.48549445"," 0.99858595"," 0.10765846","-0.98904647","-0.60900796","-0.98224588","-0.89548780","-0.92890785","-0.82040736","-1.00465162"," 0.28469177"," 0.78004194"," 0.35040228"," 0.36795755","-0.95566081"
"M309.478T1627.463","-0.45264101","-0.62473540","-0.13626224","-0.28183447","-0.43037302"," 1.07708736","-0.52602443","-0.94286821","-0.42566580"," 0.58919003"," 0.63309984"," 0.95494819","-0.52725097"," 0.15664205","-0.61386026","-0.12655581"," 0.21368597","-0.64028236","-0.63683212","-0.48286050","-0.42291456","-0.46314590","-0.32648019","-0.06306264"," 0.02213427"," 0.28539736","-0.82469877"," 0.06663365"," 0.93499656"," 0.32880429"," 0.05162471"," 0.96335222","-0.11589706"," 0.01913654","-0.72248935"," 0.34652958","-0.31896502"," 0.52024850"," 0.03374864"," 0.50046174"," 0.85504736"," 0.60473905"," 0.80263407"," 0.81636459","-0.37968068","-0.39549720","-0.17246819","-0.37540885"," 0.65224843"
"M369.569T765.536"," 0.18337614","-0.39586558"," 0.72396695"," 0.47325569"," 0.31686186"," 1.27675678"," 0.16763058","-0.05511524"," 0.26314409","-1.45228736"," 0.89517651","-1.14365092","-0.01051764"," 0.22481521"," 0.09772238"," 0.53900760","-1.63936988"," 0.23306711"," 0.03070497","-0.21210113"," 0.32031937"," 0.39446507"," 0.33634715","-0.18373863","-0.59403860","-0.40443547"," 0.22397197"," 0.76358442"," 1.20934406"," 0.82626494"," 0.60855484","-1.32323087"," 0.41534384"," 0.39241454"," 0.23901253"," 0.74727195"," 0.53303289","-1.46081620"," 0.60138210","-1.45396381","-1.36654479","-1.40021945","-1.29089229"," 1.43234661"," 0.41437325"," 0.49496602"," 0.10422239"," 0.33126026","-1.42717622"
"M941.361T940.292"," 0.34061772","-1.19811743"," 0.37956418","-0.02731819"," 0.69908382"," 1.01984848"," 0.13771469"," 0.50640166"," 0.44619828","-0.26291426"," 0.98034280","-0.58655900"," 0.43304797"," 0.59599365"," 0.56047061"," 0.73711767","-0.76677605"," 0.40343479"," 0.28611553"," 0.13145026"," 0.15051651","-0.25694627"," 0.39187214"," 0.59506117"," 0.35685418","-1.49883957"," 0.55241195"," 0.36361939"," 1.56612666"," 1.14474336"," 0.74250551","-1.55630259"," 0.54512478"," 0.58520348","-0.59746735"," 0.02254699","-0.13021691","-1.68497312"," 0.84743653","-1.67856472","-1.59681000","-1.62830272","-1.52605938","-0.53611320"," 0.35175185","-0.05010105"," 0.59696695"," 0.76575105","-1.65351283"
"M427.038T293.27","-0.245707072","-1.591518911"," 0.121403744","-0.253115808"," 0.499386287"," 1.197148760","-0.095292927"," 0.111414741"," 0.301280058","-0.766056172"," 0.599613097","-0.540278920","-0.128523607"," 0.801613172"," 0.260687713"," 0.414316214","-1.040699545","-0.007961939"," 0.133418327"," 0.236368654","-0.059180882","-0.126097649"," 0.453934302"," 0.554918076"," 0.256179179","-0.485157810"," 0.370865911"," 0.629574481"," 1.297421175"," 0.847449815"," 0.830455666","-1.652297615"," 0.728537698"," 0.939881394","-0.450956269"," 0.617892118","-0.136525046","-1.812034395"," 1.143308406","-1.213578130","-0.817689529","-0.902266814","-0.770614897","-0.463373727","-0.152368273","-0.002631902"," 0.664508194"," 0.944926886","-1.242576227"
"M561.784T1244.889","-1.385086542","-0.272163481"," 0.479783756"," 0.660970663"," 0.719351569"," 1.405881952"," 0.532145926"," 0.139711254"," 0.519949808","-1.342599385"," 1.545118164","-1.034786350","-0.091072385","-0.348607483","-0.045618755"," 0.835845697","-1.529181981"," 0.455259523","-0.602457978"," 0.080815210"," 0.194304161"," 0.400604088"," 0.109743682"," 0.834796852"," 0.642951306","-1.152606948"," 0.177470484"," 0.411081086"," 0.577961580"," 0.690875971"," 0.355605254","-1.213887334"," 0.625688994"," 0.003573213"," 0.266537558"," 1.038440055"," 0.779551716","-1.351105453"," 0.626891886","-0.399957506","-1.257085679","-1.290670470","-1.181635024"," 0.972937731"," 0.315452880","-0.105184948","-0.196857722","-0.281181320","-1.317555281"
"M287.122T1390.83","-0.86441416","-0.45497170","-0.09638479","-0.28453669","-0.01521736"," 0.99835686","-0.99915310","-1.34395991","-0.32508104"," 0.75123205"," 0.65611162"," 0.61191339","-0.42445193"," 0.20230358","-0.43885789","-0.08872297"," 0.11007338","-0.29996986","-0.50373601","-0.47814959"," 0.19384626","-0.24615791","-0.35464645"," 0.03986803","-0.20064875"," 0.30977205","-1.06121205"," 0.29475377"," 1.18489251"," 0.39216629"," 0.20542287"," 0.81390166","-0.19082342","-0.17546105","-0.55097003"," 0.00935644","-0.94797159"," 0.78288675"," 0.17617164"," 0.23515611"," 0.14683952"," 0.88513127"," 1.01511146"," 0.84906244","-0.81474000","-0.18566252","-0.05630410","-0.34611386"," 0.88398879"
"M383.058T256.181","-0.62995536","-1.13986466"," 0.20714168","-0.06571953","-0.07573972"," 1.05210735","-0.36370681"," 0.01881242"," 0.07888755","-0.99022166"," 0.78630116","-0.63216352"," 0.08633437"," 0.50092458","-0.19848148"," 0.50287438","-1.20726388"," 0.17323680"," 0.07169164"," 0.33486109","-0.15328226","-0.31779796"," 0.19839236","-0.00318986"," 0.09855489","-0.76921580"," 0.22743166"," 0.70247673"," 1.84664495"," 0.94753625"," 0.84088001","-0.84049909","-0.30069895"," 0.45700927"," 0.06694918"," 1.07635552"," 0.57645084","-1.00011627"," 0.53154012","-0.99216656","-0.89074888","-0.92981592","-0.80298216"," 1.32458674"," 0.59220945"," 0.22044671"," 0.02879535","-0.28471337","-0.96108936"
"M513.129T730.532"," 0.26045879","-0.14978262"," 0.38357654"," 0.42933167","-0.03209714"," 1.23929414","-0.02624976","-0.23550904"," 0.93956880","-1.45009501"," 1.01484486"," 0.20699751"," 0.17613364"," 0.83304098"," 0.30508103","-0.01759518","-0.69575967"," 0.08036496"," 0.13707658"," 0.21689472"," 0.11598526"," 0.21562525"," 0.25241637"," 0.24867242","-0.11092758","-1.23569991"," 0.21823008"," 0.72891018"," 0.82160612"," 0.86958707"," 0.68835679","-1.30485118","-0.16184652"," 0.42937346","-0.12523894"," 0.43061595"," 0.46416969","-1.45969359"," 0.05420865","-1.45198172"," 0.12892708","-1.39149635"," 0.19672843","-1.47738981"," 0.74363785"," 0.29349758","-0.35293572","-0.02222847","-1.42183425"
"M684.191T618.708","-1.14141598","-1.22060106","-0.96516672"," 0.22751970"," 0.01704073","-0.22773947","-0.39894747"," 0.89392969","-1.08315763","-0.31538333","-0.47831644"," 0.98184144","-0.12836028","-0.74392014"," 0.35661864"," 0.54660041"," 0.89453802"," 0.49514868","-0.31246098"," 0.64325933","-1.13144737","-1.13304718","-1.15351603"," 0.92362533"," 0.48798398"," 0.87176530"," 1.56554759"," 0.21765792","-0.18085189"," 0.91587397","-0.80784906","-0.19687991"," 0.07476135"," 0.46421436","-1.25417215","-0.54026873","-1.06670748","-0.32321469"," 1.23701349","-0.31692268","-0.23665220","-0.26757327"," 0.84139493","-0.33765279","-0.08990624","-1.03467744"," 2.35938130"," 2.36341814","-0.29232569"
"M417.139T895.562"," 0.071103870"," 0.472843059"," 0.711448736"," 0.492152208"," 0.016257916"," 1.644621210"," 0.529984079","-0.267353473"," 0.451082334"," 0.100165254"," 1.247016446","-1.362133638"," 0.070403550"," 0.794747787","-0.085457316"," 0.412525144","-1.833330666"," 0.120418196"," 0.062596723"," 0.172040121"," 0.279501584"," 0.345102826"," 0.186778531"," 0.002615267"," 0.504254002","-1.474425739","-0.722182560"," 0.598494558"," 1.537551031"," 0.770452659"," 0.065043479","-1.532830663"," 0.293787633"," 0.218984934","-0.099907526"," 0.684105716"," 0.493449334","-0.823675224","-0.104944409","-0.842155518","-1.574002008","-1.606010896","-1.502091729"," 1.285169207"," 0.255611650"," 0.779907370","-0.086822894","-0.121257966","-1.631634187"
"M1144.448T942.538"," 0.23021912","-0.97349435"," 0.29510565","-0.10651054"," 0.52604036"," 0.98174724","-0.11833948","-0.19224037"," 0.31083007","-0.70052150"," 0.63066446","-1.23302545"," 0.09727260"," 0.70166438"," 0.31615471"," 0.65841096","-1.70232907"," 0.05314661"," 0.29609255","-0.23165486"," 0.31534896","-0.34771960"," 0.47014679"," 0.77641812"," 0.40780424","-1.34486613"," 0.40298311"," 1.08052616"," 1.47897807"," 1.32553727"," 0.78435058","-1.40303630"," 0.81460962"," 0.87426707","-0.14051366","-0.05128854","-0.08166677","-1.53329015"," 0.99435380","-1.52680290","-1.44404217","-0.17595089","-1.37242091","-0.73651183"," 0.26637374","-0.01326758"," 1.08455495"," 0.75733461","-1.50144274"
"M613.774T885.363","-0.120855461","-0.782819882"," 0.059632765"," 0.099523399"," 0.447053897"," 0.994719443","-0.082792656","-0.258541044","-0.608210643","-1.062099746"," 1.029937909","-1.699057885"," 0.024631982"," 0.152370174","-0.102384014"," 0.197175546","-0.987745903"," 0.014303298","-0.004288468"," 0.079170983","-0.036037245"," 0.056125291"," 0.144235246"," 0.163627947"," 0.532440371"," 0.452414426","-0.131341744"," 0.638920028"," 1.302948729"," 0.637386450"," 0.589152521","-1.907518125"," 0.128452618"," 0.337243111","-0.433038004"," 0.712599396"," 0.413525457","-2.067229962"," 0.260990235","-0.277456868"," 0.109975733","-0.937508685","-0.046151269"," 1.170661761","-0.059815712","-0.141447651"," 0.317052008"," 0.038528837"," 0.641541409"
"M1701.804T908.08","-0.22980787","-1.36300860","-1.11857651","-1.25160392"," 0.63910293"," 1.69104283","-1.32968520","-1.50649489"," 0.85200063","-0.49720686"," 0.38661233","-0.22623886"," 0.50322185"," 0.57015430"," 0.76735364"," 0.93290625","-0.66145582","-1.32987809"," 0.70984814"," 0.92901590"," 1.05322685","-1.27920052"," 1.24680969"," 1.03589322"," 0.58575507","-0.32995637","-1.38995183","-0.86478924","-0.36857667","-0.80268410","-0.96810977"," 0.40950325","-0.04607549"," 0.51526563","-0.43535045"," 0.35199142"," 0.92442885","-0.50469476","-0.92118910","-0.49867869"," 0.43246922"," 0.37244927","-0.35550980"," 1.76983265"," 1.51470379"," 1.31964215","-0.36446217","-1.22952011"," 0.35947585"
"M1176.528T983.06"," 0.04267195","-2.22384002","-0.55967438","-0.91436711","-0.12647593"," 1.46222720"," 0.03413875"," 0.14043510"," 0.53637763","-1.34597995"," 0.91258882","-1.07126183"," 0.43693478"," 1.03442737"," 0.58215164"," 0.33011433","-0.74937753"," 0.52597822"," 0.33666146"," 0.13397238"," 0.02554388","-0.89595808"," 0.46481394"," 0.75507693"," 0.44906657","-1.17641459"," 0.53029094"," 1.17311966"," 1.24572232"," 1.18801538"," 0.89309299","-1.23110631"," 0.68543881"," 0.88848067","-0.40845315"," 0.62929583"," 0.11067974","-1.35357151"," 1.28400199","-0.32232826","-1.26966016","-1.29963409","-1.20232165","-1.36756752"," 0.31861407"," 0.16613643"," 0.60678029"," 0.91877041","-1.32362841"
"M951.397T1014.118","-0.21651315","-0.79151535","-0.18794369","-0.42585816"," 0.10219640"," 0.58725158","-0.76268057"," 0.07821117"," 0.17763404","-0.81049813"," 1.08978264","-0.48968533"," 0.03120280"," 0.70290047"," 0.07582538"," 0.44165995","-1.00496316"," 0.69760515"," 0.32935297"," 0.42555520","-0.27317066","-1.73643809"," 0.08692835"," 0.68489476"," 0.66939908","-0.61248143"," 0.42239384"," 0.83199717"," 1.17267008"," 0.86445196"," 0.52836671","-0.67634981"," 0.55112300"," 0.39629123","-0.19739174"," 0.40507855","-1.66125367","-0.81936349"," 1.58045048","-0.81224072","-0.72137259","-0.75637585","-0.64273541","-0.83570792","-0.80883205"," 0.23537673"," 1.66283407"," 1.19633340","-0.78439620"
"M1125.372T909.368"," 0.24674248","-0.93688207"," 0.32782130","-0.06364485"," 0.65401168"," 0.96858712"," 0.06831774"," 0.16862561"," 0.40531051","-1.24748256"," 0.94693191","-0.95369649"," 0.42426536"," 1.03222246"," 0.75856451"," 1.21518188","-1.42556278"," 0.46491060"," 0.30946360"," 0.55009491"," 0.44368552","-0.94033805","-0.10058704"," 0.64775035"," 0.72652091","-1.06614801"," 0.90286776"," 0.60420464"," 0.56593519"," 0.76313316","-0.06692528","-1.12463586"," 0.73005290"," 0.99334516","-0.17190940"," 0.45303363","-0.07824138","-1.25560101"," 0.90651368","-1.24907833","-1.16586567","-0.38182123","-1.09385328","-1.27056841"," 0.27336832"," 0.39360128"," 0.91281864","-2.04146140","-1.22357970"
"M998.841T1404.514"," 0.133372184"," 0.221950018"," 0.311215695"," 0.189791430"," 0.259228039"," 1.253092005"," 0.002936646"," 0.038003398"," 0.295898720","-1.156072966"," 0.592947702","-1.016800420"," 0.255874378"," 0.765913484","-0.057652568"," 0.490724278","-1.372093844"," 0.099464222"," 0.129099823"," 0.199804532"," 0.069583795"," 0.300143057"," 0.042169504"," 0.509300870"," 0.459253287","-1.993171737"," 0.190368097"," 0.750143804"," 1.175739612"," 0.673538634"," 0.580507957","-1.097890196"," 0.466108592"," 0.547955689"," 0.198552069"," 0.859187075"," 0.341401105","-2.192377927"," 0.339636544","-1.299643097","-0.521565729","-2.131727800","-0.676785268"," 0.892185420"," 0.330560532"," 0.298328224"," 0.169315187"," 0.280826582","-1.198340640"
