"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X34.F9.2.neg","X36.F9.3.neg","X46.F9.4.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg","X31.C15.3.neg","X47.C15.1.neg","X50.C15.2.neg","X04.D15.4.neg","X06.D15.2.neg","X35.D15.1.neg","X37.D15.3.neg","X17.F15.3.neg","X25.F15.1.neg","X30.F15.2.neg","X51.F15.4.neg","X08.X15.4.neg","X11.X15.3.neg","X29.X15.1.neg","X42.X15.2.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M697.753T1005.082"," 0.30767215"," 0.10595845"," 0.40645867"," 0.17018683"," 0.23309303"," 1.37892308"," 0.39559259","-0.57879135"," 0.25133448","-1.44719701"," 0.86088903","-1.34653922"," 0.04252114"," 0.97401493"," 0.29817820"," 0.28028176","-1.85114759","-0.14211078"," 0.26063256","-0.00567164","-0.10761445"," 0.38690155"," 0.39308860"," 0.42915328"," 0.49915592","-0.67049231"," 0.15507105"," 0.89269835"," 1.11628568"," 0.48932923"," 0.94810501","-1.32365408"," 0.33609193"," 0.32743146"," 0.09122100"," 1.00998085"," 0.44852355","-1.08715802"," 0.57837275","-1.28033989","-0.87586789","-1.05498153","-2.31780681"," 1.18767851"," 0.19893027"," 0.48835513"," 0.29171925"," 0.29832892","-2.44278662"
"M285.243T1390.408","-0.57842183","-0.16267980"," 0.30411195"," 0.29176847","-0.03771050"," 1.39783121","-0.39750491","-0.85380109","-0.18384948"," 0.07897038"," 1.19739502"," 0.39131108","-0.50498595","-0.10141778","-0.41054170"," 0.12353112","-0.32088931","-0.09103683","-0.25721584","-0.11321851","-0.60487742","-0.13949114","-0.05845867"," 0.09437422"," 0.45573565","-1.61573913"," 0.09906798"," 0.21095923"," 0.82080891"," 0.28708402"," 0.10443644","-0.26413075","-0.12992113","-0.53154147","-0.42191149"," 0.81932917"," 0.16791334","-0.68376540"," 0.43644381","-0.23056134","-0.49934373"," 0.21241647","-0.36091604"," 1.89226564","-0.13382591","-0.21286512"," 0.45339105"," 0.02199146"," 0.03948565"
"M1463.523T939.044","-0.577003352","-1.575280914","-0.335127303"," 0.146262781"," 0.817551118"," 0.700001222","-0.230295249"," 0.515986223"," 0.399056859","-0.104377656"," 0.788509415","-1.181584587","-1.089327054"," 0.364831657"," 0.809195307"," 1.089718049","-0.823895745","-0.334461293"," 0.608949948"," 0.391850317"," 0.234116091","-1.327653750"," 0.487816695"," 0.094035638"," 0.650201170"," 0.214468268"," 0.681750544"," 1.030543208"," 0.866468538"," 1.364192076"," 1.040812859","-1.359209456"," 0.498356590"," 0.372868109","-0.687424166","-0.118350179"," 0.079323242","-1.495297344"," 1.245694481","-0.564631785","-1.402051904","-0.513275985","-1.327222903"," 0.003690913"," 0.280750535","-0.182878589"," 0.088768019"," 0.825602778","-1.462023439"
"M436.953T95.439","-0.40978249","-0.28267767","-0.68613119","-0.16823082","-0.15423750"," 1.06398099","-0.38154153","-0.85205307","-0.16220309"," 0.40521664"," 0.95011279"," 0.95239820","-0.61661267"," 0.18550776","-0.15699954","-0.03680346","-0.07120291","-0.46160300","-0.33332361","-0.29459532","-1.19802375","-0.50179079","-0.61342097","-0.07233051"," 0.03174309"," 0.53230110","-0.31189872"," 0.36680375"," 1.24386383"," 0.42007098","-0.33899788"," 0.39746469","-0.21224167"," 0.04863102","-0.33870449"," 0.54925550","-0.60052464"," 0.21479484"," 0.20740675"," 0.31299538"," 0.40057840"," 0.26071681"," 0.17822424"," 1.22470175","-0.55811024"," 0.08667849","-0.12592891","-0.38814090"," 0.29466433"
"M481.224T887.168"," 0.22515731"," 0.10364113"," 0.43413093"," 0.22782920"," 0.34552278"," 1.12075344"," 0.05323204"," 0.09375990"," 0.23638643","-1.76643577"," 1.00027130","-1.46582847"," 0.17644622"," 0.67042697"," 0.20861659"," 0.23953980","-1.05772217"," 0.17750982"," 0.11450454"," 0.22572914"," 0.16615517"," 0.20743945"," 0.36914347"," 0.44076969"," 0.47889060","-1.58089074"," 0.21982280"," 0.68442581"," 1.06658043"," 0.69303517"," 0.56707544","-1.64073656"," 0.23541879"," 0.66807805"," 0.06068105"," 0.77154861"," 0.44283481","-1.77474275"," 0.44190116","-0.93302417","-1.68292369","-0.25585085","-1.60923926"," 1.01850087"," 0.23726904"," 0.47754573"," 0.33139545"," 0.27740315","-1.74197785"
"M426.023T92.476"," 0.142830088"," 0.378420694","-0.002247396"," 0.352789144"," 0.436970289"," 1.399746763","-0.162352856","-0.312342558"," 0.203740145","-0.843094697"," 1.249626117","-1.185170723"," 0.128782390"," 0.475646099"," 0.207855179"," 0.353110549","-0.943323569"," 0.201043693","-0.198921192"," 0.051883468","-0.068644493"," 0.045964311","-0.121790814"," 0.514380028"," 0.520933320","-1.374650036","-0.262463390"," 0.573662311"," 1.196507469"," 0.595165301"," 0.193081460","-0.598976745"," 0.374263112"," 0.510511282","-0.329758127"," 0.711472132"," 0.086754719","-1.045757953"," 0.148801914","-1.539092620","-1.081542590","-1.406065840","-1.397906211"," 1.415717538"," 0.138112749"," 0.115769798"," 0.648072752"," 0.197028053","-0.694541055"
"M486.878T66.684","-0.43378570","-0.17131084"," 0.25042437","-0.87581997"," 0.21222120","-0.30126741","-0.02593173","-0.33106706","-0.47807008"," 0.06889693","-0.50384893"," 0.79710013","-0.75602691"," 0.08844850","-0.11125193"," 0.36067892"," 0.12738041","-0.99052786","-0.77383611","-0.76037090","-0.13307603"," 0.04103968"," 0.17887571","-0.73345769","-0.73159920"," 0.75962267","-0.03432385"," 0.31154927"," 0.49915252"," 0.96833823"," 0.64210584"," 0.26079569","-0.26571511"," 0.89503298","-0.74064349"," 0.56585338"," 0.09981481"," 0.43024603"," 0.26741195"," 0.27113993"," 0.62253215","-0.08532047"," 0.55872434","-0.51177597"," 0.21590064","-0.52144469"," 0.35948407","-0.10634877"," 0.52405035"
"M325.35T1454.83","-0.61950372","-0.60179577","-0.10458449","-0.54563681","-0.11236383"," 0.70529018","-0.37621594","-0.88432342","-0.60715230"," 0.72272340"," 0.37000865"," 1.00954058","-0.69357928","-0.04219490","-0.45372559","-0.45468709"," 0.08380555","-0.49707706","-0.65561326","-0.67537138","-0.59829469","-0.53425640","-0.42777758","-0.26970673","-0.05812132"," 0.90372641","-0.40428447"," 0.51099277"," 1.00610210"," 0.04208575","-0.28543547"," 1.42254138","-0.16888807"," 0.07502034","-0.64410894"," 0.27141240","-0.08238102"," 0.71005301"," 0.04066359"," 0.41582392"," 0.86002493"," 0.71527797"," 0.93606820"," 0.77306647","-0.26888444","-0.29890499","-0.76848454","-0.39341502"," 0.95254091"
"M343.103T489.112"," 0.40910889","-1.10525419"," 0.35627785","-0.14107530"," 0.48844077"," 1.43124811"," 0.32219072","-0.15733820"," 0.77853321","-1.71662576"," 0.19834473","-0.35777990","-0.22442985"," 1.04134572"," 0.51642647"," 0.21984884","-1.88492689"," 0.16923594"," 0.10002189"," 0.19105966"," 0.23985453"," 0.03911769"," 0.65519288"," 0.27765195"," 0.07351078","-1.54524716"," 0.15836116"," 0.80382719"," 0.88277695"," 1.18629927"," 0.91858161","-1.60052394"," 0.94901675"," 1.19080190","-0.09890674"," 0.50619619"," 0.29291601","-0.95300280"," 0.80487394","-1.71813392","-1.63949010","-1.66978452","-0.59423898","-0.37171532"," 0.69493737"," 0.35199962"," 0.41790679"," 0.80660352","-1.69403534"
"M871.81T66.912"," 0.51197675","-0.61856356"," 1.11484229","-0.34440125"," 0.22220330","-1.14086642"," 0.13494674"," 1.05102014"," 0.78560391","-1.22978229","-0.07085529","-0.94227047","-0.41906693"," 1.35898719","-0.19614459"," 0.06484305"," 0.15164583","-0.46292933","-0.32844342","-0.13451975"," 0.11364903","-0.33951056"," 0.42126744","-0.01697869","-0.26963934","-1.05232042","-0.30218589"," 0.64324767"," 1.66729064"," 1.40182724"," 1.44369578","-1.10955918","-0.65212028"," 1.51615098","-0.06836811","-0.34179836"," 0.27265691","-1.23772735"," 1.29450095","-1.23134398","-0.35123819","-1.18127823","-1.07943401","-1.25237511"," 0.55090947"," 1.43852907"," 0.55461086"," 0.86570565","-1.20638991"
"M429.156T412.291","-0.520268582","-1.238225879","-0.339250627","-1.149696833"," 0.463557144"," 0.936092386","-0.374200944","-0.184699590","-0.182243497","-1.179604143"," 0.860768423"," 0.889136811","-0.409645763","-0.300085886","-1.267624573","-0.347663739"," 0.039119650"," 0.063093120"," 0.006367189"," 0.106194523","-1.177579806","-0.398586902","-0.194239582"," 1.009866431","-0.165156674"," 0.197450785"," 0.826058599"," 0.491094107"," 0.341509785"," 0.242446724","-0.300370054"," 0.082203896","-0.303350237"," 0.213417405","-0.384039269"," 0.266970241","-0.507690612","-1.188691855"," 0.795025416"," 0.205725759"," 0.180925363"," 0.279428185"," 0.112248382","-1.205446206"," 0.180020209","-0.337661199"," 2.510626397"," 1.973517277"," 0.383158245"
"M444.872T67.426","-0.48147226","-0.45282214","-0.30207702","-0.31683246","-0.22800150"," 0.66527649","-0.29914163","-1.09284464","-0.53097372"," 0.67517412"," 0.60173368"," 1.16404024","-0.56169583","-0.14073601","-0.44363263"," 0.01537566"," 0.48411583","-0.50989306","-0.54798527","-0.46784041","-0.58789384","-0.40765717","-0.46771905","-0.37523938"," 0.03251181"," 0.99822879","-0.43020064"," 0.08435600"," 0.66994011"," 0.21006874","-0.02281649"," 0.72288328","-0.15905011","-0.20477557","-0.60091586"," 0.42229238","-0.02963513"," 0.45781802","-0.12429789"," 0.62956259"," 0.78288070"," 0.68803521"," 0.91210830"," 0.61937284","-0.28966601","-0.67499436","-0.33239087","-0.50304064"," 0.75046681"
"M643.851T67.124"," 0.17615690","-0.42662576"," 0.94941169","-0.29174666"," 0.05732096","-0.06003366","-0.16421604","-0.10763837"," 0.50230396","-0.58721984","-0.22784876"," 0.32069666","-0.39585105"," 1.08389438","-0.24405935","-0.03892384"," 0.21103272","-0.19445539","-0.24920765","-0.33169913","-0.14010012","-0.27089369"," 0.15754668","-0.15898779","-0.44547670","-0.31588063","-0.34639695"," 0.23525933"," 1.29793074"," 1.30254065"," 1.27249531","-0.47986371","-0.84652462"," 0.46638244","-0.22671193"," 0.05796061"," 0.46375262","-0.82440863"," 1.01872212","-0.36695854","-0.05626696","-0.87555229","-1.21071607","-2.43858205"," 0.94040502"," 0.98528683"," 0.31909094"," 0.57311211","-0.06845647"
"M771.83T66.444"," 0.500441873","-0.276230157"," 1.190749975","-0.433792063"," 0.278514915","-1.346103944"," 0.098068133"," 0.326803985"," 0.767769320","-1.442162436","-0.133141293","-0.268724909","-0.162090240"," 1.249537288"," 0.020756720"," 0.115030903"," 0.438743882"," 0.009886323","-0.124184371","-0.063511862"," 0.214674529","-0.012144947"," 0.511724771","-0.133511712","-0.298643540","-1.250445025"," 0.001430397"," 0.657817729"," 1.488292055"," 1.440784429"," 0.927376883","-1.312281785","-0.434570589"," 0.676673128"," 0.132732748","-0.181047505"," 0.308239327","-1.450745732"," 1.237982974","-1.443849584","-1.355872335","-1.389762048","-1.279736651"," 0.580283852"," 0.531161777"," 0.294189294"," 0.302633140"," 0.902802626","-0.412550246"
"M383.462T316.499"," 0.13730750","-0.91196046"," 0.20814825"," 0.33533015"," 0.19224500"," 1.42810434"," 0.09776648","-0.22276858"," 0.09715104","-1.01235871"," 1.11029005","-0.64119491","-0.63294078"," 0.74879267"," 0.11367652"," 0.60369418","-1.23734516"," 0.12884707","-0.00164645","-0.19388326"," 0.01833632"," 0.21548990"," 0.08369027"," 0.20422664"," 0.49641301","-0.78326358","-0.23202417"," 0.61603378"," 1.46648259"," 0.44395381","-0.62637944","-0.85715597"," 0.13152334"," 0.37979508"," 0.06310616"," 0.60313348"," 0.40281209","-1.02261548"," 0.60864962","-1.01437480","-0.90924501","-0.94974199","-0.81826585"," 1.27828526"," 0.28347003"," 0.26090049","-0.10722956"," 0.39889914","-0.98216010"
"M532.307T1586.442","-0.933538875","-1.022937281"," 0.836073403"," 0.053906009"," 1.050900368"," 1.636262763","-0.983636579","-1.192123820","-0.867778580","-0.001498143"," 0.780991062"," 0.318218516","-1.007913855","-0.484970998","-0.974944171","-0.712698874","-0.195294399"," 0.029392663"," 0.306759178"," 0.279657921"," 0.017013547"," 0.074849634"," 0.481472369","-0.701880545","-0.694775304"," 0.195841347","-1.054711400"," 0.866755046"," 1.038409085","-0.361926026"," 0.367482847"," 0.132191121","-0.745401642"," 0.761647514"," 1.211974060"," 0.649874066","-0.849211666","-0.010333113"," 2.629738762","-0.003234761"," 0.087322264"," 0.052438763"," 0.165690685","-0.026621504"," 0.283432681"," 0.091014733","-0.732901805","-0.865491420"," 0.024514355"
"M607.262T1433.034"," 0.033507249","-0.264879491"," 0.236794172"," 0.158394415"," 0.401012818"," 1.326301723"," 0.263203395","-0.437519675","-0.056364705","-1.457700280"," 1.230475040","-1.131502575"," 0.311901485"," 0.129098478","-0.068871664"," 0.205325136","-0.749296886"," 0.148024280"," 0.104728610"," 0.238230269","-0.195302291"," 0.222255415"," 0.008974149"," 0.256856102"," 0.592755129","-1.256360476"," 0.271486987"," 0.192313788"," 0.344354042"," 0.616501762"," 0.185232831","-1.321300970"," 0.546401051"," 0.005337214"," 0.120402922"," 1.199741862"," 0.574643147","-1.466714346"," 0.344795139","-0.120623899","-1.367079374","-1.402670006","-1.287122329"," 1.353868321"," 0.702879255"," 0.053435651"," 1.289088222"," 0.346149382","-1.431160476"
"M463.182T861.112"," 0.12060117","-0.92851635"," 0.11799045"," 0.49958826"," 0.48444585"," 1.31069623"," 0.41659926"," 0.01415517"," 0.22272026","-0.64407236"," 0.89286281","-1.22439310"," 0.11766764"," 0.63204391"," 0.29317657"," 0.34688552","-0.22974904","-0.11076000","-0.13244846","-0.07083485","-0.26377228"," 0.17044611"," 0.22225180"," 0.60466946"," 0.27810829","-1.34933372"," 0.25244233"," 0.69968645"," 0.96084629"," 0.31043516"," 0.62899866","-1.41431737"," 0.59027369"," 0.69831317","-0.03070244"," 0.51941064"," 0.45242198","-1.55982787"," 0.73636028","-1.55258077","-1.46012627","-1.49574065","-0.34398605"," 1.25059778","-0.20660410","-0.03383629"," 0.47628060"," 0.25487635","-1.52425017"
"M951.444T1329.777"," 0.08226518","-0.56878476"," 0.42366216"," 0.67810758","-0.05396929"," 1.01324547"," 0.29364641"," 0.29019920"," 0.40209386","-0.86391968"," 0.92595972","-0.49392718","-0.85397739"," 0.82183945"," 0.03518322"," 0.24007454","-1.08819542"," 0.08475356"," 0.14974572"," 0.15053747"," 0.39309427","-1.93179366"," 0.44500779"," 0.17918712"," 0.74802694","-0.63554761"," 0.11709149"," 1.02395344"," 0.65382474"," 0.60326178","-0.47915844","-0.70920684"," 0.60907939"," 0.29119675","-0.16818803"," 0.99320468"," 0.33746943","-0.87414407","-0.08332556","-0.86592940","-0.76113148","-0.80150063","-0.67043944"," 0.99901036"," 0.15166467"," 0.70257520","-0.37608658","-0.72591969","-0.83381641"
"M554.347T1333.324"," 0.13948065","-0.24542611"," 0.32344162"," 0.23478192"," 0.54406639"," 1.22929324"," 0.25646920","-0.14902329"," 0.43382464","-0.76265789"," 0.84671060","-0.17193406"," 0.21670323"," 0.09554014"," 0.07290813"," 0.59943396","-1.79865638"," 0.16219674"," 0.09036525"," 0.14147225"," 0.16030692"," 0.39834668"," 0.34749012"," 0.43290125"," 0.50253042","-1.42412496"," 0.21994661"," 0.19776172"," 0.72578834"," 0.77392836"," 0.81755339","-1.48507308"," 0.40405922"," 0.51111993","-0.03674196"," 0.83622008"," 0.43884925","-1.62154688"," 0.33961663","-1.61474986","-1.52803716","-1.56143978","-1.45299565"," 0.97287333"," 0.70220409"," 0.12609326"," 0.65743818"," 0.48887008","-1.58817875"
"M970.574T320.828"," 0.28801053","-1.27863726"," 0.31710193"," 0.14634530"," 0.24420872"," 1.52769831","-0.04750825"," 0.25963378"," 0.69553995","-1.15053839"," 0.86732598"," 0.12811685"," 0.38305118"," 0.33800936"," 0.33521555"," 0.70825309","-1.33633209"," 0.47878701"," 0.70699327"," 0.58890133"," 0.73010625","-0.24472137"," 0.21146289"," 0.44960034"," 0.23354622","-0.96134760"," 0.29464165","-1.56633156"," 1.52012683"," 0.74368613","-1.68319758","-1.02236954"," 0.65927314"," 0.00570853"," 0.22344106"," 0.75586479"," 0.55830079","-1.15900854"," 0.62867120","-1.15220330","-1.06538564","-1.09882870","-0.99025326"," 1.00703661"," 0.09224474"," 0.50707481","-0.52288220","-0.22883279","-1.12560003"
"M323.042T818.446","-0.07563549","-0.12552291"," 0.55062621","-0.35496666"," 0.30029815"," 0.96179733"," 0.17442334"," 0.21634594"," 0.34007002"," 0.33847808"," 0.69400764","-0.09909714"," 0.16882806"," 0.61840523"," 0.28238954","-0.27662273","-1.66515386"," 0.21262850"," 0.13373028"," 0.21132567"," 0.11132607","-0.06508514"," 0.34825982","-0.29995670","-0.21276385","-1.25499784"," 0.07005979"," 0.40285311"," 1.50255453"," 0.61478505"," 0.87671769","-0.37516301"," 0.02311890"," 0.29894022","-0.66274507"," 0.91231983"," 0.59515150","-0.53988603"," 0.96159834","-1.46375366","-1.36879328","-1.40537296","-1.28661444"," 1.53976611","-0.32357194"," 0.21286306"," 0.32480763","-0.70811770","-1.43465520"
"M484.016T89.822"," 0.03592162"," 0.76082474"," 0.22997048"," 0.80034752"," 0.06620476"," 1.16706012","-0.08442193","-0.23208760"," 0.31886212","-1.92392229"," 1.10731778","-0.44089985","-0.13132276"," 0.36113524"," 0.22529413"," 0.29220095","-0.75729609","-0.10488715"," 0.20282465","-0.07165465","-0.63148678"," 0.45493060"," 0.30015412"," 0.49535553"," 0.81108268","-1.75086951","-0.06871324"," 0.31956715"," 1.24943662"," 0.58735930"," 0.36063798","-1.80668617"," 0.73552678"," 0.68108511"," 0.23252707"," 1.20719979"," 0.20270303","-1.00622618","-0.06803399","-1.92544518","-1.84603297","-1.09779595","-0.63185417"," 1.59657022"," 0.40921804"," 0.74378451"," 0.72852244","-0.20287750","-1.90111112"
"M927.398T981.461"," 0.53201160","-1.89907716","-1.61175997","-0.88350753"," 0.78396821"," 1.32188053","-0.50086512","-0.27170678"," 0.62914926","-0.88141615"," 1.53661895"," 0.36890218","-0.01988165"," 0.90776079"," 0.19441638","-0.05464418","-1.07446863"," 0.50506755"," 0.05430390","-0.31883083"," 0.40766881","-0.59017902"," 0.26999098"," 1.04131878"," 0.32765060","-0.68483622"," 0.63699622"," 0.84507725"," 0.52797780"," 0.66857316"," 0.50319652","-0.74824130"," 0.59932635"," 0.87020053","-0.81004910"," 0.33855736","-0.69013769","-0.89021715"," 1.50644250","-0.88314609","-0.79293742","-0.82768669","-0.71487074","-0.90644293"," 0.12170255","-0.07586492"," 0.21894316"," 0.35553353"," 0.05753181"
"M333.062T954.304","-1.61147582"," 0.02956482"," 0.07469348","-0.75730576"," 0.10681314"," 1.07875108","-1.65749777"," 0.47900267"," 0.89702926"," 0.54019680"," 1.24894504"," 0.71769514"," 0.43538113","-1.19944287"," 0.57463777"," 0.34529471","-0.93337626"," 0.48918627","-0.05803082"," 0.85953592","-1.60113860","-1.60279754","-0.18737546"," 0.62151065"," 0.55120493","-0.57412498"," 0.42525761"," 0.38236815"," 0.55233304"," 0.10539031"," 0.94667120","-0.63258641","-0.10153756"," 0.20114648","-0.64597641","-0.98840494","-1.53401216"," 0.64797956"," 1.60638784"," 0.07313420","-0.67379757"," 0.19744542","-0.60181774","-0.77845280","-0.20568033"," 0.14664432"," 1.54549473"," 1.19662158","-0.73148544"
"M543.282T933.008"," 0.466237952"," 0.096522500"," 0.309349407"," 0.152833129"," 0.334702713"," 0.991286466"," 0.371919637","-0.082543024"," 0.082415778","-1.689462244"," 1.036348968","-1.375119669"," 0.257905720"," 0.561473776","-0.054298178"," 0.293084769","-0.580033920"," 0.055756050"," 0.008625793"," 0.047790162"," 0.152451613"," 0.139651602"," 0.097166860"," 0.533228992"," 0.599535897","-1.495439250"," 0.723399977"," 0.290163258"," 0.846729328"," 0.541385262"," 0.758942841","-1.558019523"," 0.550771047"," 0.463139199","-0.188170923"," 1.078871435"," 0.510149785","-1.698148795"," 0.563569474","-1.691169687","-0.428074536","-1.636431559","-0.651884225"," 0.679248109"," 0.161976044"," 0.455366301"," 0.186298747"," 0.394383708","-1.663886766"
"M415.161T821.344"," 0.290142197","-0.071396134"," 0.752342707"," 0.140973846"," 0.500614869"," 1.187512623"," 0.317899197"," 0.298384322"," 0.453755567","-0.829943563"," 0.610512909","-1.347501015"," 0.156511362"," 0.652948821","-0.004341321"," 0.206541840","-1.815074515"," 0.359040316"," 0.313958537"," 0.068142667"," 0.203458938","-0.026922532"," 0.275645823"," 0.406372685"," 0.380153939","-1.458929112"," 0.521982033"," 0.435626052"," 0.990274014"," 0.862276441"," 0.582713465","-1.516884726"," 0.714102064"," 0.670969941"," 0.007276488"," 0.877009318"," 0.529280124","-1.646658326"," 0.815510381","-1.640194987","-1.557739380","-1.589502080","-1.486382260"," 0.629850395"," 0.316397126"," 0.638141511"," 0.211328817"," 0.228746933","-1.614928317"
"M737.676T1009.279","-0.03388088","-0.01803249"," 0.15325996"," 0.63933647","-0.09533209"," 1.39770588"," 0.08251476","-0.89229884"," 0.07582280","-1.67327247"," 1.26849424","-0.21820679"," 0.41391468"," 0.02973312"," 0.45317283"," 0.56668248","-0.55760361","-0.22151057"," 0.14913964","-0.22145180","-1.11169164"," 0.23439187"," 0.01335460"," 0.60735263"," 0.62074909","-0.10015311"," 0.28475250"," 0.55250859"," 0.30552639"," 0.25632077"," 0.27597361","-1.53483131"," 0.03319183"," 0.32402825","-0.72606894"," 1.06758458"," 0.99150833","-1.68242151"," 0.63193149","-0.62824233","-0.66160115","-0.60533035","-1.50014115"," 0.93532691"," 0.45767071"," 0.41562214"," 0.67043581"," 0.22039940","-1.64633530"
"M1041.432T908.782"," 0.605871581","-0.507765675"," 0.164847280"," 0.013229564"," 0.746943988"," 1.131046514"," 0.084362142"," 0.386282570"," 0.752706359","-1.810851972"," 0.877709528","-1.568182433"," 0.486429816"," 0.912148326"," 0.581663439"," 0.987158668","-1.957949596"," 0.476013827"," 0.350289524"," 0.514571924"," 0.492665355","-0.102654279"," 0.450306156"," 0.644779088"," 0.782761171","-1.661067958"," 0.571634379"," 0.804440041"," 1.124218040"," 0.987526874"," 0.510351228","-1.709379338"," 0.676687210"," 0.897201685","-0.020534660"," 0.639330983","-0.001774623","-1.817557920"," 1.021979949","-1.812170104","-1.743435518","-1.769912728","-1.683952696","-1.155821177"," 0.549651660"," 0.416531917"," 0.766935824"," 0.705841979","-1.791107914"
"M289.011T91.489"," 0.19341245","-0.62779572","-0.48768386","-0.03405424"," 0.15561167"," 1.16837922","-0.20219325","-0.16909089"," 0.20857810","-0.74726819"," 0.97656663","-0.69659441","-0.13884453"," 0.84486410","-0.02331706"," 0.34903592","-0.99798035"," 0.11560706","-0.69077432"," 0.18272687","-0.39094159"," 0.26311015"," 0.38164903"," 0.33385516","-0.05922069","-0.66003821"," 0.13628077"," 0.69639090"," 1.45955915"," 0.85972729"," 0.07018369","-0.79544703"," 0.41790812"," 0.98449771","-0.12198914"," 0.56973586","-0.31425202","-1.20860291"," 0.49081636","-0.69281172","-0.80743763","-1.19607013","-1.21280721"," 0.53444381"," 0.35151066"," 0.63461578"," 1.13212095"," 0.53531409","-1.77128638"
"M609.153T789.212"," 0.0789272174","-0.1031082342"," 0.4002635347"," 0.3366306703"," 0.2542386885"," 1.0527428267"," 0.1398577606"," 0.1973207779"," 0.2574657252","-0.8675086187"," 0.6923607320","-0.2975829924"," 0.1437825622"," 0.6558728257","-0.0084819190"," 0.3727444585","-0.9704640922"," 0.2090404353"," 0.1364467765"," 0.1003081962"," 0.1677820980","-0.0001055271"," 0.2352593960"," 0.1373233274"," 0.3641255140","-1.5177267781"," 0.3723634262"," 0.7328116162"," 1.3392871480"," 0.8527979001"," 0.8440864482","-1.5776386499"," 0.4081629901"," 0.4757522885","-0.0293660379"," 0.7710434065"," 0.2964453881","-1.7117924558"," 0.8650352379","-1.7051109711","-1.6198722953","-1.6527070792","-1.5461065973"," 1.2326086521"," 0.2291801741"," 0.2131545391"," 0.3982331912"," 0.3231078280","-1.6789915093"
"M714.826T66.684"," 0.10791197","-0.19685622"," 1.05004874","-0.12542203","-0.10126426","-1.70879403"," 0.02704926","-0.40836289"," 0.11989171","-0.79737527"," 0.19202871"," 0.43464238","-0.41221238"," 1.01920790","-0.44111881"," 0.14771877"," 0.73274348","-0.27449492","-0.09614813","-0.16022135"," 0.02422244","-0.28016746"," 0.30767696","-0.30418859","-0.46199508","-0.40578261","-0.38449744"," 0.33884215"," 1.51617439"," 1.21419397"," 0.72290133","-1.66859132","-0.59292208"," 0.40587978","-0.06025306"," 0.25940265"," 0.84128456","-0.04413604"," 1.04587553","-0.33190032","-0.14506540","-0.33319294","-0.08433094","-1.85198623"," 0.83466305","-0.02917277"," 0.31657203"," 0.35573797","-0.31421715"
"M413.106T699.494"," 0.41319069","-1.44890266"," 0.34848306","-0.01973618"," 0.49688512"," 1.48668406","-0.90902273"," 0.58994755"," 0.66082103","-1.54154812"," 0.57992819","-1.22629321","-0.05509299"," 1.06664223"," 0.38071261","-0.03974651","-0.51688283"," 0.25314932"," 0.07456264"," 0.20969575"," 0.16718850","-0.13663481"," 0.70584474"," 0.58312551"," 0.12791873","-1.34696252"," 0.08528492"," 0.77963325"," 1.02680363"," 1.14162943","-0.17788588","-1.40972448"," 0.90763948"," 1.02765382","-0.09356617"," 0.74258373"," 0.38104945","-0.61848528"," 0.01357618","-0.43311399","-1.45396719","-0.61262449","-1.37669242","-0.12784349"," 0.53498631"," 0.35111788","-0.39780561"," 0.32169234","-1.51589862"
