"","C9.1","C9.2","C9.3","C9.4","X9.1","X9.2","X9.3","X9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","BLANK.2","QC.1","QC.2","QC.3","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","C12.1","C12.3","C12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","F15.1","F15.2","F15.3","F15.4","D15.1","D15.2","D15.3","D15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","First_Time-point","Other","Other","Other","Other","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Second-Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point","Third_Time-point"
"M451.316T1407.26","145540.545","127694.145","130595.517","131375.891","126564.534","130168.905","118000","154000","125858.674","115907.268","106384.036","139965.442","114352.104","125000","105286.732","76001.7265","88562.7617","143972.7792","146000","99153.409","118506.48","125000","120151.876","111000","138000","129587.24","91438.6856","139214.903","76544.2907","122609.634","140345.088","131708.916","153232.373","133000","126358.525","137369.622","106521.457","144781.229","73469.7156","60100","84796.9412","121882.236","99905.8719","365193.044","79653.9079","169320.4904","132386.891","153000","152870.9102","103758.296"
"M991.717T1439.372","29520.886","39135.424","44194.049","23179.457","20058.681","67444.679","53500","15800","41873.879","37298.682","48534.674","54869.172","27331.229","167000","87457.442","27289.9418","5579.4129","136822.2897","45600","39152.776","33928.899","88600","63026.17","21900","32200","28400.737","14893.7384","71367.493","203476.7844","42826.898","207258.162","25389.02","216620.07","312000","66731.289","51122.205","160897.008","55384.608","23268.8625","135000","26748.2338","33907.793","114327.0412","78775.45","45400.4202","76675.4293","117039.329","47500","82137.3899","487899.221"
"M945.39T951.54","60548.116","28842.546","134515.419","161322.537","249380.781","175006.035","112000","126000","82053.619","94498.431","226665.715","115835.741","87709.214","164000","108566.192","14744.4013","16720.6989","113391.9094","180000","128492.074","176921.415","546000","101761.251","170000","209000","131330.813","12311.7942","213517.551","12309.7716","55552.844","230277.354","206741.067","122755.338","225000","61470.472","70181.938","110004.628","57505.248","12632.3701","27400","12200.0163","74769.897","16055.0776","954834.148","9996.2611","18513.563","136230.484","201000","161716.4312","76939.94"
"M295.151T1418.277","329362.14","410382.394","299144.943","304130.037","236667.568","365996.318","322000","3e+05","258183.228","303818.405","388432.432","329102.903","275445.248","285000","318580.374","220912.9498","237025.075","319386.3438","339000","292394.183","304665.995","380000","397694.14","272000","223000","253081.846","250587.8457","258232.619","245822.4014","327774.283","252498.96","221031.454","337980.251","311000","406826.187","312223.943","286185.08","345443.874","258557.6819","326000","265031.4084","410975.196","268827.2741","297130.272","239844.2415","212124.5519","298543.804","317000","384028.383","267136.782"
"M943.383T973.898","59608.278","15139.551","386758.867","539960.087","1039573.569","542066.095","282000","219000","142954.693","240088.622","54270.18","175065.636","112722.71","331000","164737.381","6813.3781","7766.5041","187270.6753","627000","153217.267","289291.361","2350000","127974.029","266000","643000","246168.761","11962.9575","641871.268","6571.5363","54708.057","868665.698","862432.578","315176.29","808000","68831.185","168316.186","343700.767","64680.806","2728.7229","15900","4900.6351","98910.931","1484.7275","4363059.862","6605.5331","7327.728","238757.092","677000","178317.1407","135338.955"
"M689.544T1473.566","44651.979","44003.214","73057.928","56914.986","87182.748","79220.22","57900","114000","77313.416","60918.53","56073.747","62904.429","88754.984","70700","60392.692","45235.2451","39358.9923","75410.0641","88700","62245.827","88041.264","111000","83229.704","60800","85600","93809.646","49277.3109","241645.369","64434.0065","69341.315","77379.274","107370.959","79491.739","83800","74174.864","72611.409","78556.698","68033.94","66361.4612","65900","48004.968","64318.433","43259.2398","189304.773","39373.2396","104415.3787","85110.567","69900","109557.3547","79100.137"
"M379.264T1355.475","204041.604","209324.193","183118.739","229487.848","233086.812","208500.024","212000","196000","173426.37","179497.751","286721.881","195022.005","173442.165","186000","205529.288","119563.5901","124286.7612","211286.2587","235000","187338.929","202448.282","168000","202750.247","199000","320000","226706.94","122117.2748","203803.733","182660.418","186753.847","204931.846","217106.121","173528.373","2e+05","182436.402","160938.94","174356.702","178615.646","152917.7232","176000","139404.0408","180140.643","142650.6575","402506.274","133394.5191","146134.608","299667.825","398000","225196.0309","177862.649"
"M837.33T941.332","59694.864","13325.335","107243.093","94945.891","107787.094","150628.48","151000","102000","92082.523","64541.275","87323.672","133492.225","135231.096","261000","100910.041","5011.734","7590.6665","156741.16","135000","162120.473","231017.252","137000","122087.061","235000","151000","292773.089","778.83002","218426.508","11178.4447","52141.14","160423.679","133354.647","139956.301","143000","69261.574","55430.947","65772.212","57792.289","3894.1501","28200","5786.0086","114680.431","4706.8169","280858.933","7497.1959","7647.7494","241910.12","133000","249338.464","70906.346"
"M530.251T1067.757","104401.429","71007.443","127007.285","114348.103","157935.689","122898.587","114000","120000","91325.001","100404.148","146187.195","131211.98","110058.921","170000","101232.461","13567.2007","8424.9514","130113.748","139000","111057.219","133992.736","131000","111608.649","118000","131000","168044.637","7500.8858","177042.77","6143.9262","96314.646","141418.963","118162.247","130118.085","161000","102366.661","119589.091","115775.534","101791.519","1463.7046","73300","5981.6765","99526.63","3595.6806","203757.069","10047.9472","9511.0887","82014.005","104000","109863.8866","79308.376"
"M610.486T1325.086","315993.758","191223.86","215699.152","240992.071","307435.405","192414.286","273000","290000","324486.592","292375.051","249154.429","193071.337","324521.021","228000","148183.324","9433.9425","14107.0935","303570.16","2e+05","266197.442","271682.066","203000","377124.491","290000","214000","195291.428","9410.8677","327802.351","11188.3149","434037.191","294727.241","193286.527","230403.993","309000","266895.557","244675.289","246945.464","328222.089","25032.3736","129000","12598.848","207553.425","5979.7436","155623.316","16171.8399","40129.7949","218312.208","242000","136048.3754","337727.209"
"M601.255T947.668","119742.156","51401.535","119174.2","130703.519","167282.597","141277.739","109000","111000","120745.642","81628.574","96274.7","127322.44","115469.758","159000","121709.765","10898.5064","7944.4426","122418.451","165000","130671.89","160415.313","211000","128648.039","153000","157000","175056.165","5166.0336","116441.549","5923.2069","92775.975","169483.275","212605.792","159146.434","120000","92636.682","95589.784","98578.734","60277.074","3280.8028","101000","1063.3394","93461.594","5410.8605","260263.078","1140.609","7816.5037","156516.132","101000","135579.7303","70557.776"
"M370.348T1575.63","251155.346","184320.713","156260.885","178312.546","155126.764","155008.003","173000","195000","205650.478","283953.443","64586.509","177334.468","397845.007","347000","236702.93","161804.6525","177795.4366","196140.368","178000","211139.675","216895.084","165000","159087.667","238000","159000","167970.723","211300.721","259629.94","159605.2236","131699.746","151696.744","198379.902","170824.574","123000","166184.459","206414.89","263988.71","174241.83","197233.4443","307000","226463.1693","416881.72","299720.2921","183023.891","223953.3634","321895.6987","85494.283","85400","200131.8495","231607.277"
"M387.25T1406.584","200853.392","241688.371","223322.171","304534.021","330257.924","248945.445","407000","389000","317553.211","339102.025","251004.955","230994.447","224982.337","303000","182403.615","101456.2322","106019.6991","254176.4612","278000","234408.377","364387.742","344000","188671.224","279000","361000","381512.016","100657.5347","387777.5","104949.408","310903.177","279779.492","365047.985","279044.884","524000","236816.161","357274.286","345583.007","226136.517","143249.627","203000","116377.5593","208626.136","125349.5918","482535.197","118634.5211","96343.835","223387.551","448000","275776.1777","263248.623"
"M827.597T1446.028","13862.752","15496.118","10657.332","8970.474","9639.351","6108.406","30600","32600","9056.582","18456.167","41111.801","31807.926","15282.418","19400","21171.224","14826.8112","16742.5378","30258.8653","7410","22080.965","26814.325","52900","24689.481","13400","6440","10795.059","12619.2246","25092.055","38637.9812","26518.799","32092.713","14869.544","32970.726","18000","12339.81","19188.704","28029.376","24107.169","19427.5437","46100","21532.476","25137.953","35635.9205","44630.887","12238.1698","45857.4585","154895.553","36100","30894.9798","19263.094"
"M801.479T1239.153","178297.258","127811.384","142980.147","190845.165","178806.498","126273.037","1e+05","120000","121622.695","108305.744","181050.751","116659.953","124586.113","157000","78948.928","6541.2299","31788.8141","280147.5877","244000","227398.075","126141.883","147000","224400.751","98600","199000","125128.209","18980.15","183370.451","12299.9137","225078.757","161268.965","153460.276","151913.825","149000","172916.634","121078.117","161644.496","268093.791","15863.8554","91900","17265.9905","115145.364","21071.8003","142325.312","25665.953","16836.0392","132274.153","150000","128253.4552","140491.374"
"M476.38T1456.538","52967.184","44035.795","68452.175","67177.237","84946.93","58514.553","54500","80200","52848.015","70102.228","52850.697","68706.189","51067.31","52900","55684.569","57034.2739","32300.5906","73846.809","80100","73192.74","79145.815","79200","52813.214","72600","91900","96466.711","30659.947","77793.614","51913.6545","70061.477","92181.967","91849.475","76865.583","109000","54295.829","67904.798","69846.787","57911.243","41600.2338","47700","42025.461","70608.248","29641.8259","87517.653","45556.0952","50172.757","56430.842","55600","58090.8765","61742.677"
"M943.401T977.152","54258.04","15138.328","379017.401","529162.38","1027868.659","531293.318","251000","207000","127323.711","234785.022","22460.57","145370.816","106392.906","311000","156288.477","4844.2537","1812.6794","168260.2532","615000","143934.912","271079.174","2330000","113394.635","252000","638000","231268.869","11963.9863","627249.711","3897.1494","44958.112","857371.008","845506.156","292478.044","797000","54256.887","141394.804","337616.671","59054.367","2364.6235","12100","4456.4497","95846.672","1296.8355","4420400.046","6761.7334","6362.0914","51380.285","644000","145317.5774","116344.998"
"M578.503T1590.788","53785.154","71799.359","84931.544","106942.913","140629.56","80367.966","130000","108000","124918.49","67297.559","25159.618","86985.875","98149.831","77500","50710.957","22348.6156","49150.9287","101718.8313","128000","77546.297","103383.055","94800","119438.366","88200","158000","113745.494","48435.5997","145511.681","78102.5331","76917.48","84838.431","100801.48","85156.683","130000","60209.362","76222.641","71885.653","89662.16","82938.6619","68000","59949.7011","77912.937","57240.1543","144870.208","41278.7464","92379.3366","109563.086","81500","119099.8643","113821.295"
"M857.33T957.42","72167.421","48432.017","92195.827","87779.018","104977.937","124957.546","114000","116000","82407.097","83151.518","126016.137","117655.682","106018.625","194000","120511.665","15315.0837","21048.4135","125818.7179","138000","131213.665","167514.72","115000","121282.546","185000","114000","175563.29","16494.1128","147263.68","19849.7376","72913.583","128436.212","127937.742","119837.243","144000","97432.64","87267.82","87966.541","54125.955","13052.8246","44200","21344.7284","105900.792","15307.0145","205655.478","18713.4482","20468.5517","152972.482","118000","190477.8667","78604.533"
"M933.368T973.898","75524.535","38807.875","66443.266","77845.63","95975.383","98895.318","92800","111000","80015.038","67945.038","58883.432","110703.824","83585.703","156000","79790.914","12530.8887","16725.3987","102387.4573","108000","112318.355","153317.489","81100","91065.776","138000","87200","132646.575","8280.5565","116085.012","16731.1504","52165.424","97458.218","92927.609","93144.497","92100","60254.801","77361.847","64603.313","60226.611","25453.6273","35800","18209.1063","71890.509","17525.3129","193759.72","9309.9776","14565.9873","101858.879","80700","154387.9455","53431.244"
"M829.507T1405.065","2937406.669","1592985.392","1844905.545","1603570.528","1962893.822","1306227.4","1940000","1840000","2669757.977","1999225.139","1070950.157","1872633.111","3204618.123","2410000","1444751.226","22077.5279","17000.9219","2868436.945","1360000","2992041.945","2377181.021","1160000","2987902.682","2750000","1190000","1504886.755","32669.6548","2816190.151","26328.0459","3091361.221","1524341.107","1134865.797","1902814.437","2150000","2358667.564","2132898.236","2050701.797","2979062.856","26768.9996","1e+06","25532.6431","2342485.905","44064.8639","546713.294","26874.1237","42901.9055","488917.854","826000","784739.6777","2463619.076"
"M549.428T1523.962","64342.074","60837.397","73910.745","96408.31","130986.817","74141.104","77700","119000","83223.181","84367.618","44183.985","80148.453","90703.621","75000","60354.342","35295.9933","46480.2344","116249.2284","99400","99281.886","106404.593","120000","65794.911","103000","161000","135569.581","63593.8205","140501.978","60481.7533","69344.604","85810.02","142936.033","112454.871","119000","63947.687","66762.209","95711.098","71454.97","46796.4844","61100","54264.5482","92738.821","49421.0801","142847.065","48638.1107","122797.0572","46044.948","78700","101232.241","102269.401"
