"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M900.811T18.122",0.029173,0.058312,0.0069311,-0.0096599,-0.021511,-0.0012856,-0.013161,0.016458,-0.0080898,0.050252,-0.019476,0.022062,-0.0030447,0.061261,0.0054694,-0.033142,0.029556,-0.002863,0.0099681,0.080836,0.057675,-0.001997,0.027416,0.015682,-0.020214,0.02582,-0.0062336,0.069121,-0.048607,-0.033299,0.025467,-0.0034153,0.018869,-0.030649,0.11471,-0.0012263,0.016074,-0.024251,-0.068358,0.041167,0.020088,0.050049,0.029512,0.014191,0.00492,0.077666,-0.014752,-0.036024,-0.049728,0.0027129,-0.0029351,0.0020401,0.038548,0.014577
"M900.818T12.109",-0.043827,0.044601,0.060564,0.012911,0.077288,-0.10574,0.073038,0.010318,-0.006799,0.068099,-0.016976,-0.055456,0.004619,0.0040065,-0.078632,0.065476,-0.024316,-0.0083131,-0.0019729,0.00042378,-0.031732,0.0091802,-0.035879,-0.021426,0.031637,0.041548,-0.029274,-0.015309,-0.039312,-0.00030094,0.033374,0.072139,-0.05769,0.044235,-0.0081128,-0.038889,-0.07323,-0.024444,0.007383,0.016518,-0.015234,-0.029621,0.016309,0.077802,-0.00069559,0.0093807,0.024678,-0.064731,0.039134,0.00662,-0.010288,-0.0072421,-0.029616,-0.0093034
"M900.82T12.108",-0.00093344,-0.013559,0.024601,-0.087348,-0.032222,0.021536,0.01025,0.013324,-0.014783,-0.041817,0.0053199,-0.051078,0.015527,0.01931,0.0030067,0.045472,-0.036908,-0.012083,0.018824,0.010039,-0.082868,-0.024562,-0.018637,-0.024933,0.0079263,-0.017741,-0.028254,-0.025674,-0.019519,0.064557,0.095169,0.074097,-0.034528,0.045191,-0.037386,-0.024604,0.057497,-0.0041968,0.088321,0.022867,-0.043919,0.00079224,-0.043078,0.067685,0.032152,-0.016805,-0.016802,-0.081377,0.025928,-0.0030749,-0.0062726,0.0077421,-0.0057133,0.01754
"M901.822T13.115",-0.028222,0.024794,0.06168,-0.017925,0.090494,-0.0081069,0.043358,0.05563,-0.036589,-0.070189,-0.0015234,-0.042793,-0.058569,-0.059713,-0.016401,-0.051277,0.036489,0.094231,-0.017871,0.034765,0.025515,-0.043581,0.032794,0.0063685,0.032069,0.038351,0.0059317,0.0086307,0.017693,0.015826,0.087109,-0.08,0.012346,0.10273,0.0024185,0.049319,-0.044931,-0.012324,-0.017324,-0.0073854,0.00034989,-0.040461,-0.047572,-0.040233,0.0013331,0.073276,0.064074,0.03369,-0.038781,0.017962,-0.0091581,-0.0097706,-0.019346,-0.02057
"M902.806T18.126",-0.0026725,0.062878,0.044264,0.035911,-0.0034388,-0.064087,-0.0013217,-0.0018994,-0.009131,-0.010866,-0.062575,0.06484,-0.0017915,0.077244,0.017907,-0.059019,-0.040209,0.0066686,0.033471,-0.010909,-0.011214,0.036113,-0.042907,0.016194,-0.0054573,0.012966,-0.028086,-0.025942,0.023922,-0.0032921,-0.030123,0.020473,0.059335,0.037214,0.011138,0.0030759,-0.016801,-0.043658,-0.0080832,-0.028733,0.016296,-0.0020453,-0.057562,-0.011548,0.027648,0.019874,0.044592,-0.059843,-0.009478,-0.0036492,0.017648,0.0091339,-0.01071,-0.0052598
"M903.813T17.124",0.01366,0.042019,0.055495,0.021753,-0.042642,0.053863,0.039815,-0.014621,-0.0812,-0.041618,-0.017599,0.078348,0.046268,0.031022,0.033681,-0.05172,-0.013575,0.0056511,0.0031632,-0.024368,0.016691,0.043819,-0.047266,-0.021149,0.060304,-0.032299,-0.026475,0.011808,-0.078382,-0.029057,0.017676,-0.017546,0.0048903,-0.029474,-0.083927,0.0015849,0.008752,-0.085002,0.039052,0.014889,0.050016,-0.031117,0.010603,0.041402,-0.033735,0.025475,-0.0026263,0.02924,0.0081296,-0.01008,0.0034944,0.025494,0.034409,-0.00029253
"M906.159T13.169",0.0014677,-0.018001,-0.00089667,-0.044809,0.025702,0.0096434,-0.014436,0.010953,0.066357,0.057648,-0.013268,0.060201,-0.02819,-0.011682,-0.045717,-0.060939,0.030982,-0.058709,-0.012392,0.0030669,0.026285,-0.0047717,0.08035,-0.031253,0.035326,0.038046,-0.047625,-0.081054,-0.10888,-0.025329,-0.075483,0.023262,0.039114,0.01139,0.051826,0.047769,0.057685,0.010706,0.075951,-0.011922,0.023364,0.024271,-0.0099054,0.00034239,0.029455,-0.076425,0.011247,-0.10515,-0.017616,-0.017324,0.016986,0.0031787,-0.021037,0.010532
"M908.151T15.062",0.007368,0.028941,-0.035221,-0.05585,-0.00037373,0.0064505,-0.022732,0.0083236,-0.00037652,-0.001431,-0.037353,0.031874,0.02284,0.030953,-0.021065,0.12478,0.009925,0.054616,-0.012851,-0.012275,0.0418,0.090079,8.9038e-05,-0.0050382,0.027405,-0.0095108,-0.052395,-0.02134,0.044131,-0.056819,-0.048579,0.086092,-0.024574,0.070094,-0.042382,0.0076157,0.021214,-0.020044,0.024525,-0.0098668,-0.0059899,0.01644,-0.025678,-0.019079,-0.054436,-0.02381,0.026562,-0.055657,-0.010889,0.010144,-0.0050032,-0.015859,-0.011765,0.0041294
"M908.329T13.112",0.0089195,0.016317,-0.037813,-0.051881,-0.00071508,0.0083977,0.026733,0.013008,-0.0071784,0.011978,0.010513,0.0017506,0.017714,0.01328,-0.00010207,0.0046812,0.037466,0.0041439,-0.023001,0.017884,-0.033849,-0.025167,-0.0068766,0.0020921,0.017792,0.023718,0.015557,-0.013463,-0.01787,-0.010552,0.0013619,-0.018427,0.015726,-0.007236,0.017422,0.023716,0.0040537,-0.032883,0.014427,0.0076888,0.011819,0.038098,-0.010172,0.0087773,0.070285,0.038919,-0.022316,0.020963,0.0056932,0.0033232,-0.0029441,-0.020801,-0.041713,0.0008748
"M910.803T18.125",0.008247,0.071128,0.024121,0.024173,-0.016503,-0.028154,-0.020547,0.053,-0.041263,-0.0067518,-0.0089643,0.047265,-0.02147,0.068908,0.026258,-0.011218,-0.023333,-0.0003488,0.02103,0.0029669,-0.036031,-0.0073283,0.025382,0.01776,0.005518,0.0072271,-0.032632,-0.011163,0.0035074,-0.078898,-0.046835,-0.025534,0.0053168,-0.0035528,-0.024395,0.0097752,0.010423,0.0080068,-0.01724,-0.016164,-0.0085203,0.0054561,-0.011759,-0.034427,-0.019145,-0.012207,-0.032466,0.0011153,-0.00063883,0.0039449,-0.0018051,-0.0030309,0.039351,0.0050894
"M910.804T17.517",0.0072464,0.054172,0.03204,0.032169,0.0057517,-0.01179,0.020416,-0.024846,0.00011199,0.066428,-0.027632,0.0050126,0.079958,0.0098913,0.063138,0.02375,-0.019401,-0.049781,-0.070532,0.037025,0.0071927,0.013864,0.016462,0.0093193,-0.078642,0.0056187,-0.042545,-0.029575,0.016237,0.069242,-0.03251,-0.036261,-0.021554,0.053384,0.080136,0.017354,-0.039885,0.076575,0.012343,0.0028445,0.06254,0.037774,-0.069003,-0.053857,0.001714,0.020967,0.0062934,0.037198,-0.033768,-0.0025682,0.024221,0.041693,-0.003146,0.01963
"M912.805T18.125",0.036725,0.088161,-0.031722,0.0039864,-0.0168,0.021525,-0.060797,-0.010997,0.0025855,-0.0031478,-0.070011,0.020925,0.032458,-0.059917,-0.023384,0.01816,-0.019993,0.026807,-0.023336,-0.040592,0.018667,-0.053393,0.014574,-0.0068167,-0.053747,0.024632,-0.0034546,-0.02411,-0.028616,-0.00071304,-0.023001,0.048642,0.044248,-0.0019093,0.073738,-0.015483,-0.017636,-0.030145,-0.013692,-0.0063238,0.03561,0.017637,0.03552,-0.0477,-0.0093276,-0.0016949,-0.0077078,-0.0033119,0.044664,-0.0015304,0.043521,0.04446,0.0075678,-0.0021604
"M916.815T17.122",0.0057144,0.062945,0.0067669,-0.017321,0.00025855,-0.023918,0.041441,-0.070511,0.032716,0.11152,-0.055785,0.028353,-0.0048595,-0.059331,0.0033776,0.023897,-0.0025632,0.025911,0.019484,-0.029255,0.0058868,-0.02322,0.026851,0.033606,-0.015122,-0.059929,0.044634,-0.012737,-0.0092319,0.041487,0.0029746,-0.0268,-0.018196,0.0042577,0.027213,-0.027537,0.0024927,0.037566,0.0066429,-0.0079352,-0.0050291,0.048353,-0.0018902,-0.021675,-0.0078288,0.054865,-0.00080903,0.012889,-0.014843,0.0051733,-0.016934,-0.0067807,-0.017923,-0.017688
"M916.819T12.108",-0.019952,0.0080109,0.042294,-0.048766,-0.015865,0.030959,-0.033321,0.054358,0.076573,-0.037185,-0.097612,-0.11162,0.020433,-0.12145,0.025451,0.010135,0.017235,0.0074472,-0.036951,0.029015,0.025073,0.026441,-0.021304,0.0094559,-0.021459,0.042188,-0.04468,0.056454,0.061436,-0.094444,-0.011797,-0.010273,-0.027956,0.053633,0.014367,0.044441,-0.015427,0.025042,0.031015,-0.034786,0.058987,-0.036329,0.026485,0.038062,-0.0087688,0.035859,0.05092,-0.037886,0.06803,0.028684,-0.0020629,-0.0027229,-0.0089625,-0.0026326
"M920.829T13.111",0.0058697,0.015732,0.011403,-0.054037,-0.00050388,0.031203,-0.015763,0.0099024,-0.012401,0.024455,0.028512,0.030737,0.0054807,-0.010772,-0.012512,-0.021584,-0.029855,0.026737,0.018498,-0.02511,0.0096205,0.024201,0.016739,-0.0092782,0.029052,-0.0037472,-0.010211,-0.0017812,-0.0017875,-0.012314,-0.013316,-0.014308,-0.030097,-0.036803,0.043506,0.022265,-0.0043569,-0.034476,-0.016379,-0.0091193,-0.014337,0.0039863,0.0017105,0.028616,-0.01728,0.0031145,-0.0030694,0.011768,0.0074668,0.0050336,-0.0017491,-0.0064984,-0.00022314,-0.0055986
"M921.811T18.125",0.023471,0.054554,0.0054581,0.0047094,-0.048322,0.068296,0.0048482,-0.01961,-0.017025,0.029814,0.0063542,0.031112,0.017946,-0.0027386,-0.011113,0.014991,-0.015625,-0.044531,0.008679,-0.013149,-0.0025829,-0.026817,0.051204,-0.0081315,-0.0081842,-0.046618,0.0063158,-0.0089479,-0.050816,-0.037344,-0.033106,-0.022758,0.010819,-0.0068753,0.010605,0.0086851,-0.043556,0.02036,0.011126,-0.031473,-0.0061838,-0.021671,-0.017714,-0.060312,-0.032247,-0.031525,-0.020348,-0.021945,-0.026926,-0.0071334,0.010543,0.026137,-0.0084899,-0.0050554
"M921.817T11.166",0.01017,0.010155,-0.0024649,-0.060767,-0.024799,-0.01052,-0.070787,0.014997,0.0567,0.032234,-0.077499,-0.068444,0.038858,0.061942,-0.030311,-0.022633,0.013832,0.10748,-0.01236,0.011402,-0.028131,0.092393,0.033601,-0.047285,-0.040403,-0.031438,0.037885,0.0041606,0.010704,0.021405,-0.015838,0.010385,0.065253,-0.011632,0.01583,-0.078436,-7.8296e-05,-0.038795,-0.048667,0.0026313,0.017917,0.037333,-0.01004,0.036606,-0.028831,-0.0035192,0.015759,-0.025307,-0.013514,0.027054,-0.0052057,-0.024106,-0.013948,-0.0018067
"M921.819T12.109",-0.0032184,-0.028249,0.10169,-0.011016,-0.042139,0.055827,-0.028982,0.0018385,0.020616,0.026755,-0.029245,0.0078189,0.0028293,0.045589,-0.027215,0.073248,0.001797,-0.0035678,0.042718,-0.00025254,-0.015684,0.029496,-0.018095,0.04512,-0.017281,-0.034176,-0.046541,-0.0043781,0.020115,-0.027685,-0.029264,-0.027415,0.034064,0.011204,-0.02616,-0.007048,-0.00083247,-0.033269,0.0090673,-0.010281,-0.012398,0.027468,-0.038666,0.0059716,-0.021341,-0.015571,0.011293,-0.015565,-0.02272,-0.008922,-0.024454,-0.049355,-0.036263,-0.0089869
"M923.818T13.11",-0.0022516,-0.028228,0.043644,-0.030131,0.025437,-0.0050794,0.089015,-0.021424,-0.046891,0.035107,0.063419,-0.022794,-0.087608,0.0027085,-0.045554,-0.014802,-0.0061317,0.11299,0.051683,-0.085422,-0.026527,-0.012068,0.076437,0.0012063,0.068339,-0.012767,-0.0093334,0.10399,-0.00046499,-0.14553,0.042485,0.00080197,-0.0042379,-0.052384,0.08082,0.06065,0.047344,0.018612,0.019592,-0.013463,0.012989,0.030738,0.0081232,-0.020163,-0.044671,-0.0061004,-0.019607,-8.3285e-05,-0.062264,0.0085675,-0.012074,0.01663,0.0060493,-0.014437
"M924.81T18.125",0.0088564,0.083358,-0.0088307,-0.0070488,0.00706,-0.014577,-0.022184,0.070003,-0.052063,-0.056723,-0.0071536,0.032427,-0.026323,0.069939,0.00748,-0.01854,-0.032784,0.0087958,0.001455,-0.044522,-0.055606,0.0041924,0.019228,0.012303,0.010954,-0.0083907,-0.026752,-0.0027994,0.015505,-0.024861,-0.0050856,-0.00085688,0.0050412,-0.010608,0.025728,0.0084857,-0.0038846,0.0090268,-0.010736,0.0030483,-0.0026742,-0.00326,-0.015935,-0.00095125,-0.0058873,0.029223,0.013195,-0.0023627,-0.010622,0.0077845,0.034257,0.045589,-0.011142,-0.00068438
"M924.816T11.109",-0.012556,0.019822,0.071106,0.02877,0.061288,0.0058704,-0.07254,-0.026464,-0.021478,-0.0080266,0.11274,-0.037156,0.11211,-0.047253,-0.053372,0.031205,0.011449,0.045276,-0.021071,0.07213,-0.013411,0.035868,0.013438,0.068291,0.074348,-0.030095,0.0011818,0.002242,-0.0043614,-0.016095,-0.063576,0.0090602,-0.014619,-0.0094286,0.038127,-0.025385,-0.0020145,0.033823,-0.052208,0.030852,0.013996,-0.085516,-0.0095912,0.020762,0.020582,-0.031727,-0.049723,-0.0093857,-0.020679,0.0046124,0.013336,0.028976,0.048787,-0.0014401
"M924.819T11.107",-0.0032772,-0.0071897,-0.0027225,-0.049232,-0.0015021,-0.041836,-0.099826,-0.028479,-0.00041771,-0.025128,0.0059671,0.067755,-0.063112,-0.047205,-0.034257,-0.025411,0.003522,-0.042731,-0.052716,0.033529,-0.048948,-0.034447,0.03544,-0.085424,0.039888,-0.017181,-0.022182,-0.022592,-0.062423,0.031327,0.019807,0.018616,-0.052314,0.026063,0.0098661,-0.041917,0.037638,0.0042448,0.0019231,-0.058043,-0.095869,0.018504,-0.040587,-0.0052897,0.0011521,-0.037323,0.024869,-0.029524,-0.010149,0.013657,-0.00046134,5.6802e-05,0.019785,-0.0080137
"M925.814T17.122",0.013318,0.066539,-0.027774,-0.01341,-0.0618,-0.072206,0.00035621,-0.047083,0.025524,0.0092764,-0.012565,-0.0032841,0.057131,0.019266,0.030177,-0.0075465,-0.0042846,0.042014,0.073742,-0.018405,0.043227,-0.04612,0.0035858,-0.02734,0.043042,-0.062405,0.063482,0.024195,-0.010587,0.012562,0.054482,-0.055871,-0.047979,0.010396,-0.00015711,-0.03769,0.011909,-0.00081114,-0.0041647,0.010673,0.036361,-0.035617,-0.0044956,-0.046408,0.024712,-0.0099732,0.046274,0.0032446,0.022938,0.0020747,-0.0028629,-0.0073042,0.010123,0.0013454
"M925.817T16.12",-0.01112,0.062061,0.013915,-0.021783,-0.010279,-0.0017559,-0.016523,0.087864,-0.014008,-0.10196,0.0019872,0.019747,-0.019188,0.01598,0.084171,-0.019595,0.010935,0.0013109,0.016151,-0.012466,0.057334,-0.03377,-0.010801,-0.0092553,0.032691,-0.020401,-0.0060226,-0.044946,0.03098,-0.081696,0.074351,-0.022989,-0.0040646,-0.015141,0.052057,-0.038037,-0.0074783,0.0038848,0.0097375,0.081153,0.039034,0.0038446,0.054226,0.051229,0.056297,-0.0057154,0.027229,-0.051396,-0.020826,0.013375,0.013963,0.034116,-0.031812,-0.010355
"M928.805T18.125",0.046116,0.075762,0.085024,0.046085,-0.046831,0.027926,-0.043114,-0.021003,-0.0025672,0.00091502,-0.01649,0.0088441,-0.010551,0.028566,-0.009856,0.014461,-0.029374,0.0079287,0.028387,0.017205,0.027898,0.013275,-0.0095849,0.0055397,-0.0121,0.00042584,0.0098088,0.014207,-0.035623,-0.025878,0.012114,0.029384,-0.016261,0.0209,-0.010166,-0.0044295,0.053764,0.0078525,0.0026741,0.035835,0.024196,0.0071939,0.013083,-0.013509,-0.018223,0.051811,-0.018405,-0.028819,0.012163,-0.0031095,0.057353,0.066718,-0.061133,-0.015304
"M930.811T17.116",0.024874,0.044593,-0.020737,-0.019805,0.068179,0.050019,0.057815,-0.039199,-0.060235,0.041597,-0.027731,-0.040773,-0.050139,-0.053842,0.047972,0.01983,-0.0018066,-0.044966,0.031551,-0.047385,-0.049975,0.054021,-0.044985,0.036895,-0.024131,-0.088707,-0.074735,-0.029007,0.012494,-0.057507,0.013628,0.027148,0.083906,-0.05179,0.031635,-0.014739,-0.02883,-0.055509,0.032901,-0.0049312,-0.039514,-0.01035,-0.052194,0.058431,-0.054017,-0.067471,0.020022,0.0095337,-0.044993,-0.00042145,-0.007011,0.0083101,-0.033499,-0.015204
"M931.149T15.117",-0.0051867,0.032539,0.027448,-0.082751,0.020763,-0.015282,-0.033238,-0.025849,-0.046828,0.039552,-0.0058639,-0.047106,0.046854,-0.018512,0.015425,-0.10295,-0.026425,0.049177,0.011619,0.0058353,-0.062723,0.098504,-0.01709,-0.037055,-0.05985,-0.061387,0.028332,0.093525,0.06014,-0.10651,0.0053522,-0.0032239,0.036691,0.038122,0.10256,-0.032695,-0.046404,0.032757,0.0026663,0.048921,0.01476,0.026655,-0.026882,-0.030737,0.020588,-0.10789,-0.080906,-0.032033,-0.0089449,0.052891,-0.026232,0.031626,0.040395,-0.023271
"M931.815T16.119",-0.021023,0.060351,-0.010485,0.014872,0.065805,-0.065165,0.048708,-0.012722,0.0045755,0.043467,0.050889,-0.038883,0.0070303,0.054965,0.062246,0.041886,0.091189,-0.084393,-0.013912,-0.093742,0.013128,-0.030087,0.0036542,-0.030441,0.018618,-0.069095,0.099185,0.013279,-0.0099151,-0.029152,-0.075845,0.0035659,-0.0041825,0.027552,-0.030598,-0.029892,0.055682,0.025527,-0.074465,0.024621,0.067865,-0.058719,-0.062687,-0.017706,0.060299,-0.004609,-0.011897,-0.038258,-0.01491,0.011345,-0.0028019,-0.010001,0.0051087,0.0093117
"M934.803T18.124",0.0057711,0.074644,0.055459,0.055534,-0.023057,0.084625,-0.0064599,0.005019,0.010128,0.00052962,0.030525,-0.032073,0.036685,-0.042386,0.017028,0.00084864,0.003242,0.011434,0.016996,0.052016,-0.01002,0.012884,0.017151,-0.0064732,-0.004913,-0.01493,-0.015164,0.042688,0.0084644,0.011801,0.00099634,-0.002649,-0.010238,-0.019053,-0.028746,-0.029535,0.0067715,-0.049575,0.0093468,0.015683,0.017077,0.02121,0.0062515,-0.0035252,-0.031772,0.029887,-0.006836,-0.0556,-0.017769,0.0051872,0.0064197,0.016136,0.066564,0.0097297
"M937.806T17.14",0.03025,0.032025,0.06104,0.014334,-0.041891,0.0080565,0.044917,0.027204,-0.077842,0.0074766,0.03503,-0.027607,0.0080292,-0.033382,0.0070803,0.019051,0.031778,0.027641,0.0098242,-0.033521,0.0054279,0.048374,-0.0298,-0.064371,0.015653,0.035708,-0.064004,0.028853,-0.05795,0.033962,0.0015767,-0.0034777,-0.038294,-0.028707,0.025517,0.015309,0.030681,-0.02879,0.047655,0.012022,-0.036639,0.032796,0.024892,-0.018383,0.046264,0.033303,-0.045015,-0.033327,0.012574,0.010175,0.034247,0.066725,0.034101,-0.002163
"M939.155T13.111",0.025534,0.022983,0.017297,-0.026298,0.011172,0.0030134,-0.039524,-0.0070321,0.00041852,-0.02322,0.001592,0.0076441,0.000405,0.033261,0.0040672,-0.015443,0.0030201,-0.030461,-0.037863,-0.030682,0.029192,-0.025728,-0.00087188,-0.012124,-0.041121,0.0033523,-0.029387,-0.021754,-0.010426,-0.014631,-0.021292,0.0042746,0.031266,0.061131,0.0015308,-0.023047,-0.0038732,0.0088064,-0.024952,-0.012669,-0.022838,0.017382,0.0082623,-0.01965,-0.032219,-0.00040872,-0.036414,0.065432,-0.031392,-0.0097897,0.0062111,-0.0069872,0.01671,0.0075364
"M939.816T16.127",0.034518,0.05844,-0.041424,0.036869,-0.016985,0.0055484,0.006864,0.018444,-0.0057879,0.0061083,-0.013901,0.031143,0.0014265,0.021517,0.035143,-0.0067722,0.081893,0.0098161,0.040303,-0.015568,0.080051,0.011855,-0.010151,-0.044947,-0.00049422,-0.018016,0.029297,-0.035241,0.029142,-0.016185,-0.12914,0.014242,-0.064229,-0.017242,-0.0067998,-0.044759,0.026812,0.019571,0.070941,0.013084,-0.0094961,0.044125,-0.054413,-0.014609,-0.053937,-0.0075384,-0.059113,0.020523,-0.0024497,0.010941,-0.0085104,-0.0013541,0.033172,0.008711
"M943.307T17.119",-0.010484,0.069809,-0.031097,-0.041534,0.019365,-0.077063,0.027972,-0.0083984,0.0045157,-0.015723,0.013193,0.039412,-0.095368,0.059965,-0.078892,-0.11446,0.014702,-1.56e-05,0.034991,-0.062449,-0.015393,-0.033057,0.028183,-0.045089,0.029043,-0.023341,0.0073697,0.0092525,0.0090629,-0.023376,0.012278,-0.023627,0.023024,0.035618,-0.0094094,0.011182,-0.076138,-0.016156,-0.055906,-0.039386,-0.1364,-0.058141,-0.021775,-0.049811,-0.025697,-0.037322,0.046355,-0.060556,-0.018118,0.011495,0.019564,0.017058,0.063657,-0.010036
"M944.821T12.17",-0.053436,0.02246,0.038003,-0.014966,0.10367,-0.084731,0.049229,0.00018762,0.019005,0.071388,0.014284,-0.028244,-0.007919,0.020794,-0.10686,0.075075,-0.0058943,-0.010648,-0.012258,0.017224,-0.051464,0.00027452,0.012382,0.0027042,-0.044606,-0.036904,-0.0073399,0.031739,0.00081443,0.011814,-0.017912,-0.052401,-0.01639,-0.051312,0.023567,0.047608,0.013107,0.0172,-0.035036,-0.027189,0.021273,0.010396,0.021922,-0.028457,0.051028,-0.017066,-0.076738,0.038093,0.064492,0.0084452,0.0069473,-0.008843,-0.0073988,-0.0016444
"M944.823T12.108",-0.0038443,0.0053559,0.051966,-0.042088,-0.0017559,-0.066022,-0.051781,-0.037715,-0.070807,-0.12356,0.00025827,0.085052,0.020589,-0.012373,0.040637,-0.006957,0.073483,-0.027076,0.042176,-0.041675,-0.063447,0.029502,-0.03888,-0.0023945,-0.024282,0.0099998,0.022473,0.0308,0.010034,0.023778,-0.05284,-0.056851,-0.029166,-0.073959,0.068185,0.012922,-0.027401,-0.012885,-0.011921,-0.021073,-0.016335,-0.032785,0.00048327,-0.031788,-0.011884,0.050359,0.056994,0.04452,0.089493,-0.022982,0.0095859,-0.0079766,0.0062916,0.039119
"M948.799T18.126",0.045254,0.069106,0.069329,0.03393,-0.07179,0.011141,-0.052295,0.0089973,0.008715,0.018326,-0.0077589,-0.028683,-0.015507,-0.0078102,0.019685,0.016636,-0.013746,0.02219,-0.050834,0.022922,-0.058093,0.016442,0.0095939,0.066742,-0.013428,0.030483,0.039959,0.021099,-0.027705,0.051358,-0.017646,-0.069843,-0.074937,-0.002653,0.0039427,-0.067109,0.018882,-0.0028839,-0.011949,0.035292,-0.039825,0.025049,-0.017802,0.070695,0.035893,0.016942,0.0074476,-0.090036,-0.015995,0.02859,0.089214,0.12374,0.012009,-0.005779
"M950.801T18.122",-0.013704,0.062824,0.050945,0.028227,0.019973,-0.016348,0.018426,0.021653,0.028888,0.056693,0.037159,0.048753,0.041944,0.038994,0.0090778,-0.040014,-0.042898,-0.016931,0.029884,0.029841,-0.021438,-0.034561,-0.097588,0.031076,0.015987,-0.049338,-0.019831,0.0065079,-0.015711,0.0039983,-0.010582,-0.033146,-0.049103,0.11085,-0.052389,0.00091821,0.087167,0.001784,0.047005,-0.00015831,-0.018728,-0.029145,-0.023534,0.1002,-0.041105,0.016049,0.010348,0.054347,0.0043661,0.015211,-0.011238,-0.00043953,0.0037776,-0.024235
"M950.805T17.123",0.0007556,0.05409,0.057244,-0.0046178,0.016057,0.054578,0.0037533,-0.015369,-0.036843,-0.06852,-0.079142,0.010892,-0.065118,-0.036301,-0.046996,-0.036714,-0.015641,0.01821,0.089597,0.025508,0.032272,-0.033591,0.0025319,-0.026045,0.020795,0.078773,0.072362,-0.0033984,0.015288,-0.02825,-0.065422,-0.012863,-0.082129,-0.016632,0.076843,-0.089012,0.02434,0.0037492,-0.024728,0.050456,0.048043,0.0088931,-0.053697,-0.050997,-0.0034271,-0.027749,-0.060152,0.052958,-0.037999,-0.0018663,-0.010871,-0.00028579,0.021099,0.0060869
"M950.808T12.104",0.014328,-0.0026064,0.047035,-0.053959,-0.045949,-0.0025737,-0.025527,-0.0080628,-0.0054541,-0.016322,-0.055188,0.029503,0.032063,0.058768,-0.076796,0.016435,0.028116,-0.011237,-0.047438,0.0058378,0.0542,0.020112,-0.083881,0.020483,0.010777,0.026035,0.038572,0.097348,0.075002,0.0047891,0.075897,0.036273,-0.039131,-0.037798,-0.023636,-0.045048,-0.013406,0.082658,-0.045043,-0.046693,-0.036417,-0.054797,-0.080431,0.012217,-0.068951,-0.040424,-0.034241,0.10469,0.046395,-0.01011,-0.0052303,-0.0082674,-0.00092282,0.022495
"M952.818T13.111",0.01792,0.030717,-0.014389,-0.048336,-0.025542,0.018997,-0.0057217,-0.0042633,-0.020022,0.014373,-0.01627,0.0043833,0.019246,0.0063085,-0.037218,0.0083713,-0.042122,0.03025,-0.0038296,-0.019866,-0.0073729,0.013903,-0.021947,0.0079023,-0.0033931,0.0308,-0.00072878,-0.01525,-0.024568,-0.026423,-0.012766,0.010493,-0.0087454,0.014927,0.029429,0.017411,0.0028971,0.0045887,0.023051,0.0030899,-0.0082476,0.00062556,0.019106,-0.0042333,0.0097419,-0.0028494,0.032789,0.0075022,0.037866,-0.0034304,0.0016326,-0.0074001,-0.028906,0.0023967
"M954.145T15.118",-0.0024008,0.016597,-0.0012323,-0.079898,-0.036085,-0.039209,0.041162,0.019912,-0.044593,0.014195,0.011964,-0.05348,0.0055346,-0.0040904,0.062409,-0.013269,0.0032245,0.017423,0.045235,0.071227,0.010569,-0.019923,-0.0074803,-0.021654,-0.026268,-0.083888,-0.06028,-0.063647,-0.039256,0.034873,0.030176,-0.066781,-0.12517,-0.032375,0.075892,-0.0063069,0.10841,-0.022301,-0.029627,-0.062898,-0.099469,0.050282,-0.038546,0.033237,0.033289,0.024891,-0.044057,-0.038636,-0.03118,0.018341,-0.013279,-0.011059,0.015153,0.0023034
"M954.821T13.111",-0.0089812,0.006111,0.0041056,-0.007559,-0.018601,-0.0075446,0.032055,0.025906,-0.032635,-0.026087,-0.04686,-0.0043903,0.039773,-0.03664,-0.018759,0.12221,-0.015593,0.0663,0.14484,-0.029403,0.10536,0.055094,0.017852,0.052601,-0.073291,0.071709,-0.014507,0.044374,-0.089681,0.012171,-0.018513,-0.032918,0.057318,-0.013704,0.05622,-0.016596,0.076118,-0.021249,0.032391,-0.05827,-0.080866,-0.07655,0.023467,-0.026105,0.026226,0.015379,-0.061227,0.040911,-0.006465,-0.021167,-0.020001,-0.008653,-0.011235,0.00023475
"M956.305T17.121",0.0099538,0.033243,-0.01435,-0.018048,-0.01568,0.012758,0.00066785,-0.0092424,-0.03741,0.010235,-0.047462,-0.0085944,0.015604,0.018974,-0.07269,-0.055893,0.0081064,0.0019675,-0.024106,0.034205,1.4619e-05,0.011958,-0.030778,0.046675,0.07068,-0.028826,0.044494,-0.0085928,-0.093773,-0.038231,-0.01832,0.032118,-0.0032223,0.011257,0.048694,-0.075411,-0.020261,-0.017296,-0.019474,0.042559,-0.024868,0.073019,0.050488,-0.09823,-0.023187,-0.011495,-0.031675,0.12046,0.012406,0.0094469,-0.013903,0.014099,0.011781,-0.030416
