"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M1287.085T13.11",0.018636,0.024391,-0.021557,-0.061937,0.059119,0.0034353,0.063017,-0.0064224,0.010424,0.0059596,-0.039747,-0.025593,0.079118,-0.0014067,0.058199,-0.0026278,-0.02284,-0.04886,-0.038393,0.0008592,0.030012,0.0080569,0.051542,0.007503,-0.075305,-0.027008,-0.040715,-0.059959,0.02747,0.030848,0.030255,0.02277,-0.0085733,0.034243,0.037451,-0.03628,-0.040609,0.042358,0.028949,0.018138,0.052081,0.010673,-0.029113,-0.025101,0.0049578,0.050697,0.024508,0.010647,0.059279,0.013577,-0.032897,-0.014859,-0.046702,-0.0059434
"M1287.246T13.111",0.0073725,0.027858,-0.024356,-0.043006,-0.021876,0.01308,0.023462,-0.016453,0.0013169,0.0074343,0.015806,0.030939,-0.035884,-0.017107,-0.025936,-0.011322,-0.012171,0.0095442,0.038233,-0.0044009,0.016641,0.010274,0.019385,0.035882,-0.015087,0.035072,-0.015413,-0.01129,0.022663,0.024573,-0.025993,-0.038647,-0.013467,0.046573,-0.055227,-0.00047211,-0.034435,0.025361,0.037356,0.015017,-0.055981,-0.0069284,0.023366,0.034837,0.028719,0.013625,0.0047413,-0.025939,0.051808,0.0046715,-0.0051989,-0.013637,-0.033733,-0.01188
"M1287.747T14.113",-0.0027969,0.01648,-0.013013,-0.042107,0.034525,0.02211,-0.018618,-0.0084446,-0.014188,-0.021324,0.016024,-0.023963,0.046431,0.013322,0.010882,0.014697,-0.053379,0.016339,-0.016333,-0.02029,0.0068213,-0.028572,-0.036174,0.0023154,0.014711,-0.005819,-0.0058629,-0.040211,0.0024256,0.024866,0.031992,0.011386,-0.044907,0.036562,0.04645,-0.0017042,-0.0084583,0.028392,-0.041167,0.043812,0.057682,-0.014372,0.023733,-0.017996,-0.058037,-0.047238,-0.037244,0.0085602,-0.060477,0.0067313,0.0033048,0.019961,0.017801,-0.0031265
"M1288.745T12.11",-0.00089065,-0.028711,0.087621,-0.013952,0.02376,0.041622,-0.016791,-0.032257,-0.044194,-0.044087,0.0063314,-0.035918,0.019016,0.022593,-0.019615,0.023564,-0.084084,0.019318,0.07953,-0.05297,-0.029791,0.04226,0.015479,-0.035382,-0.00077237,-0.024063,0.035694,0.01138,-0.02532,-0.032189,-0.075626,-0.0043121,-0.026799,-0.015916,-0.0018244,0.032149,-0.031995,0.025011,0.0044555,0.023652,-0.01962,0.020644,-0.072071,0.010922,-0.0058521,0.056469,-0.022147,0.01072,0.02772,-0.002172,0.010307,0.025538,0.024976,0.0060314
"M1290.742T13.115",-0.0023142,0.020165,-0.026962,-0.01049,0.083195,-0.012503,0.099943,-0.049259,-0.061072,-0.042551,0.020626,-0.050155,-0.016057,-0.035923,0.044445,0.067148,-0.037697,0.095436,-0.0012433,-0.091052,-0.10309,0.023006,-0.016403,0.022204,-0.011111,0.08977,0.066734,0.055357,-0.02482,-0.011635,-0.14889,-0.030788,0.0065158,-0.023849,-0.025163,0.0218,0.020315,-0.0072516,-0.024037,-0.047341,-0.019693,0.12735,-0.0039193,-0.055839,0.11336,-0.019453,-0.064441,-0.064427,-0.025692,0.023021,0.016115,0.009858,-0.022693,0.00077608
"M1298.242T13.11",0.028115,-0.00986,-0.064545,-0.031502,0.051526,-0.0060301,0.013927,-0.053136,0.0076315,-0.043046,-0.0040582,0.028108,-0.0068506,0.036005,-0.0073405,-0.046524,0.032817,-0.057591,-0.085397,0.024935,-0.05615,0.04264,0.035039,-0.029832,0.031024,0.01222,0.021559,0.036593,-0.02245,-0.01862,0.08339,-0.011801,-0.0088571,0.10826,0.0092958,-0.035361,0.045605,0.014042,-0.021147,0.028458,0.012773,-0.065348,-0.032696,-0.10317,-0.12243,0.03072,0.076981,-0.039887,-0.045305,0.0063571,-0.035981,-0.037308,-0.033564,0.0022162
"M1298.493T13.112",0.0056613,0.0076093,0.022899,-0.0010492,0.0024811,0.030965,0.0089971,0.0025797,-0.056043,-0.0083147,0.042291,0.045224,0.012991,0.0024663,0.0067368,-0.063355,-0.093112,-0.047199,0.0017531,0.012479,0.057389,-0.022845,-0.024336,-0.027528,-0.043271,0.016274,-0.025074,0.0024699,-0.029446,0.036062,-0.073935,-0.034391,-0.020029,0.0026087,-0.023587,-0.070622,-0.014879,0.050154,0.072083,-0.046079,0.0066499,0.0011759,0.054217,-0.043839,0.0411,-0.042827,0.074477,-0.041015,0.021212,-0.021557,-0.0073098,0.00063594,-0.0064609,0.016838
"M1298.744T13.109",0.0032577,0.015677,0.024467,-0.0085428,-0.0081167,-0.0047132,0.051453,-0.0029972,-0.01489,0.015845,0.051072,-0.041034,-0.029242,0.002838,0.051032,-0.0044534,-0.076577,-0.073925,0.066465,-0.01213,-0.054676,-0.031161,0.013667,-0.077289,0.040961,0.035323,0.006867,0.010666,0.036338,-0.0096199,-0.08132,-0.045731,0.037928,-0.061059,-0.012453,-0.047024,-0.037789,-0.043886,0.030205,-0.016775,-0.093724,-0.0063557,0.01531,0.012922,-0.025686,-0.066492,-0.046399,0.062031,0.012502,0.0091509,0.0051572,0.015771,-0.001938,-0.0087962
"M1302.741T15.616",-0.0082374,0.017872,0.05809,-0.012946,0.033677,-0.027831,0.023056,-0.0023545,0.030368,-0.0064311,0.037995,0.068386,-0.098861,-0.012551,-0.014447,0.0007708,0.051277,-0.0040443,0.012023,0.022356,0.040537,-0.032696,-0.01736,0.10952,-0.069495,-0.072201,0.018156,-0.022238,0.05119,0.001481,-0.013866,-0.054624,0.034724,-0.009518,-0.080872,-0.052954,-0.076221,0.0066981,0.086346,0.039798,-0.00057224,-0.01452,-0.028698,-0.00014024,-0.074773,-0.010017,0.03325,-0.007703,0.094514,-0.0028684,-0.010192,-0.0095622,-0.033945,-0.015999
"M1311.443T14.616",-0.0052357,0.019792,0.03164,-0.00048272,-0.046197,0.028483,-0.076064,-0.02141,-0.045871,0.031934,-0.0034438,0.028456,0.022983,-0.070414,0.011164,-0.022699,-0.027565,0.010026,0.021278,-0.099565,-0.049471,-0.056457,-0.0052956,0.044188,0.012975,-0.029108,-0.013307,-0.048668,0.048863,0.0096034,0.022929,-0.016207,-0.051824,-0.0043384,0.017796,0.010714,-0.022537,-0.044883,0.081812,-0.043874,0.031826,-0.11983,-0.042507,0.028784,-0.004297,-0.045218,-0.010914,0.042944,-0.0041584,-0.00719,-0.019688,-0.011886,0.016156,-0.01551
"M1316.076T13.111",0.0035223,0.031302,-0.030621,-0.031559,0.028434,0.0089715,-0.031562,-0.0037975,0.02164,-0.018507,-0.010411,-0.010175,0.004699,-0.0045433,0.025944,-0.037043,-0.004974,0.019679,-0.035004,0.013552,-0.07862,-0.014336,-0.028754,-0.010775,-0.036076,0.055822,-0.044149,0.0083155,-0.0076633,0.0080733,0.034406,0.039277,-0.00042348,-0.026995,0.015172,0.029374,0.028638,0.041175,0.018386,0.038761,-0.053698,-0.024626,0.00044613,-0.11226,-0.083302,0.057975,0.032191,0.068894,-0.071557,0.0034565,-0.02223,-0.023269,-0.025797,-0.0058021
"M1323.744T13.111",0.014735,0.021846,-0.041542,-0.049411,-0.0045002,0.0071587,-0.031988,-0.020422,0.026127,-0.0044238,-0.029431,-0.0010917,-0.02228,-0.011884,-0.013326,-0.0013358,-0.049235,0.011459,0.0032247,0.011983,-0.016749,5.9484e-05,-0.040949,0.03212,0.00056597,-0.04397,-0.0045205,-0.043579,-0.0045301,0.037702,0.017544,-0.00069277,-0.0136,0.047571,-0.0060347,-0.0037568,-0.017262,-0.0022644,-0.013953,0.0047973,-0.002611,0.0010611,0.0074473,0.026673,0.013318,0.054055,0.0040137,0.017458,0.04542,0.0030227,-0.014707,-0.039433,-0.051908,-0.019784
"M1324.415T13.11",0.0094242,0.0082001,0.0076193,-0.01557,-0.012446,0.010442,-0.023751,-0.015894,0.0075943,-0.041848,0.019104,-0.011936,0.0015296,0.0047827,-0.048898,-0.0061652,-0.020712,0.023253,-0.0029565,-0.051879,0.069025,0.0016553,-0.02247,-0.0047658,-0.0076523,0.0034496,-0.042021,-0.015939,-0.025045,0.028232,0.033609,0.029551,0.040395,-0.0087223,0.017546,-0.01914,0.063079,-0.016094,-0.0080021,-0.046744,-0.03751,-0.027961,0.043104,-0.014366,0.0059852,0.084503,-0.03283,-0.047812,-0.035766,-0.010115,-0.0034613,-0.013897,0.011927,-0.011129
"M1328.746T13.11",0.0069055,0.0086636,0.031077,-0.05152,0.0094753,0.01807,0.0086785,0.019297,-0.003471,-0.011331,-0.00374,-0.0088836,0.069434,0.0047926,0.054397,0.0011375,0.054307,0.051024,-0.0036362,0.060663,0.012732,0.0025421,0.045776,0.033176,0.041696,0.0020356,0.018621,-0.0031911,0.0056403,-0.026793,0.06017,-0.046576,0.058295,0.023385,-0.0039662,0.037504,-0.00045299,-0.023411,-0.013361,0.057882,0.027403,-0.0064916,0.049979,-0.025654,0.049743,-0.013442,-0.054176,-0.011967,-0.021602,0.014224,-0.0076861,0.0014654,-0.018047,-0.010391
"M1332.239T13.111",0.007013,0.013869,-0.024201,-0.056663,0.0075755,-0.0042373,0.03678,-0.046387,-0.033677,-0.0033049,0.027421,0.04,-0.022432,0.011753,-0.049012,-0.029181,0.0035314,0.042443,-0.042402,0.035871,0.047504,-0.027035,-0.031715,-0.021626,0.015774,-0.021757,0.016299,-0.036459,0.0069883,0.02782,-0.035902,-0.00088701,0.033019,-0.023755,-0.021934,0.022297,-0.0013768,-0.018533,0.014713,-0.022592,0.065887,0.047575,0.013847,-0.046763,-0.035458,-0.013779,0.036944,-0.017658,0.0029773,-0.0054822,0.012281,0.0001064,0.014455,0.012137
"M1334.742T13.111",-0.00019883,0.010943,0.036545,-0.0035431,-0.0094071,0.056359,-0.035326,0.0012922,-0.010686,0.0030724,0.041529,0.0087552,0.01767,-0.004778,-0.029654,0.0018465,0.028215,-0.048885,-0.0068061,-0.021095,-0.0073006,-0.022901,-0.017416,-0.0092498,0.02845,-0.0078239,0.035044,-0.0085401,-0.042738,-0.0045186,0.024184,0.032326,-0.01846,-0.027145,-0.066314,-0.050086,0.00018959,-0.01384,0.018394,0.057701,-0.028632,0.042213,0.0223,-0.0019125,-0.018448,-0.037338,0.0022781,-0.039277,-0.019644,-0.011001,0.0089402,0.016252,0.02666,0.0078787
"M1336.742T13.121",-0.012988,-0.0098752,0.044702,0.0025953,-0.0065746,0.045035,0.0021837,0.00066952,-0.0056691,-0.042652,-0.0017809,0.012289,0.025504,0.067519,-0.05893,-0.077174,0.021903,0.037344,0.033481,-0.023815,0.020352,-0.0070313,0.046845,0.045374,0.062233,-0.038669,0.018119,0.010486,-0.024037,0.06904,0.004088,-0.0036463,-0.034628,-0.0052625,0.00096863,-0.049303,-0.012993,-0.0099342,0.043929,-0.0081353,0.017916,0.015628,-0.0085677,-0.02654,-0.021372,-0.0274,0.013652,-0.084229,-0.041024,-0.0098976,-0.038477,-0.046654,-0.046541,-0.0090177
"M1337.74T13.11",0.0061549,0.013339,-0.02793,-0.052779,-0.031785,0.026124,0.011855,0.0038796,-0.021741,-0.0008838,-0.013696,0.027043,-0.012406,0.018634,-0.0081625,0.0055152,-0.021088,0.015173,-0.01344,-0.00012966,0.015365,0.017052,-0.015658,0.072043,0.016101,0.0085293,0.0066318,-0.0158,-0.0016713,0.0057278,0.0038728,-0.020955,0.018676,0.041509,-0.050017,0.020202,0.0060604,-0.0040621,0.015391,0.0028589,-0.021383,0.0015298,0.0082917,-0.011756,-0.00053372,0.037166,0.0051384,0.028263,0.010742,0.0036295,0.0022988,0.010682,0.0078201,-0.0092982
"M1338.07T13.111",0.007246,0.017798,-0.042007,-0.057244,0.0091581,0.015782,0.0026518,-0.0047474,0.019566,-0.0063221,0.014083,0.0059138,0.008307,0.0098735,0.014495,0.0086136,-0.041185,0.00065123,-0.0097505,-0.012971,0.041259,0.00059272,-0.011577,0.052785,0.0011157,0.01133,0.014286,-0.0016755,-0.018611,-0.00094485,-0.0043186,-0.01099,0.0016147,0.016404,0.013597,-0.04601,0.0085466,-0.0052174,-0.026568,0.0018715,0.0054053,-0.018348,0.0035175,-0.019237,-0.0027428,0.027978,-0.026616,-0.037485,-0.040851,-0.0047677,0.0052602,0.0082332,0.0062739,0.0024016
"M1338.236T13.111",0.0040627,0.018707,-0.024824,-0.041904,-0.018621,0.021177,-0.012734,0.0040507,-0.012364,-0.00087761,0.0018418,0.0030227,0.039086,-0.018596,0.0097479,0.0038928,0.016369,0.01366,-0.0051841,-0.040666,-0.023312,0.015055,0.03468,0.048467,-0.017758,0.01936,-0.01462,0.0025548,0.038473,0.05046,0.027368,-0.013028,-0.0091611,0.012437,-0.029329,-0.047863,0.0020479,-0.024065,0.018054,-0.015726,-0.026359,0.043021,0.0083798,0.0099196,0.0045944,0.013708,-0.012614,0.001857,0.06491,0.0076392,0.0063994,0.0048036,-0.0029158,-0.00080701
"M1342.731T13.115",-0.0090819,-0.032119,0.077163,0.016142,0.026798,0.015474,0.014639,-0.013102,-0.011,0.0016479,0.074853,0.049974,0.012047,-0.030446,-0.019868,0.050191,0.0049127,-0.019904,-0.012591,0.00062084,0.014517,0.0087632,-0.012022,-0.031404,0.11518,-0.011596,0.079713,-0.024307,0.022851,0.043549,-0.0099786,-0.063247,0.058285,0.095677,0.048212,0.05557,-0.10169,-0.032471,-0.03541,-0.0082197,0.0062804,-0.083012,-0.012492,-0.043847,-0.0011571,-0.040798,0.021873,-0.035296,-0.023397,-0.0096577,0.0023536,-0.0047357,-0.027808,-0.011925
"M1347.401T13.112",-0.0037283,0.031258,-0.0080832,-0.032514,0.0018732,0.034626,-0.01104,0.0052255,-0.0048339,0.0087171,-0.011236,-0.015656,0.034736,0.046819,0.0070192,0.027084,0.015,-0.15554,0.021079,-0.034974,-0.047164,-0.038754,0.026019,0.023291,0.0045896,0.061315,-0.074922,-0.013618,-0.033373,-0.080302,-0.037128,-0.07485,0.015072,-0.058767,-0.01341,-0.020856,-0.0089658,-0.006354,-0.025558,-0.0116,0.0437,-0.0080695,-0.087566,-0.0061155,0.0049525,0.021949,-0.0052841,0.0063371,0.038448,-0.016072,0.013921,-0.019795,-0.027363,0.017727
"M1348.065T14.094",-0.0084808,-0.0062218,-0.01596,-0.056332,0.010072,-0.063609,0.027269,-0.052984,0.0075044,0.030927,-0.0053621,-0.0069632,-0.025361,-0.014787,0.072283,-0.019437,0.046199,0.001981,0.088476,-0.0019043,0.0091248,0.019523,0.038517,-0.052689,-0.03377,-0.015548,-0.064229,-0.09458,0.030469,0.0053904,-0.014463,-0.041931,-0.081603,-0.072302,0.01142,-0.042208,-0.066578,-0.036565,0.0061421,-0.01322,0.088752,-0.011421,-0.0053377,0.0083626,0.065874,-0.015728,-0.0052106,-0.030121,-0.13997,0.0026397,0.0051187,0.0093201,-0.029342,-0.0069927
"M1349.236T13.112",0.008496,0.0093745,-0.031184,-0.041065,0.01021,-0.022047,0.032513,0.02056,0.0095627,-0.0074916,-0.044637,0.017546,0.028418,0.017022,-0.016037,-0.015385,-0.016109,-0.0070419,0.009564,-0.0048937,-0.04045,-0.027962,-0.0014209,0.014086,-0.0067907,0.013204,0.049341,0.0023816,-0.036207,0.0265,-0.027462,0.065586,-0.023433,0.045957,0.019957,-0.0082337,-0.0024398,-0.029856,-0.033116,-0.010019,-0.024015,-0.037069,0.046845,0.0024935,0.012737,0.0042226,0.011053,0.028458,-0.0086783,-0.0074402,-0.0053318,0.0042478,0.015654,0.010654
"M1350.732T15.948",-0.0081887,-0.0038787,0.025986,-0.036173,-0.0055079,-0.033673,0.0344,0.015699,-0.08222,0.050055,-0.012883,0.065364,0.055058,-0.060246,0.028355,0.032152,-0.037189,-0.050054,-0.07713,0.024282,-0.051157,0.033851,0.0063106,0.017867,0.0090001,0.050106,0.052174,0.057849,-0.093007,-0.019104,-0.009636,0.083328,-0.050059,-0.043673,-0.055457,0.11258,0.018585,-0.077095,-0.052973,-0.096338,0.10645,0.02122,0.022381,0.018877,-0.05461,0.027218,0.044119,0.038689,-0.02385,-0.013406,-0.035615,-0.032181,0.023822,0.031632
"M1350.741T12.108",-0.0084619,-0.01398,0.061425,-0.055818,0.0078514,-0.043088,-0.099092,-0.016024,-0.026944,-0.01259,0.003724,-0.010005,-0.0096807,-0.006841,0.023248,0.054595,0.0011603,-0.0095254,0.011734,0.0037907,-0.06347,-0.0018052,0.039839,-0.0050844,0.0098896,-0.015503,0.022232,-0.044533,-0.0017209,-0.03098,0.07197,0.009716,-0.050699,-0.0030596,0.039139,0.10938,-0.0082706,-0.0037042,0.032572,-0.049567,0.041648,-0.11836,0.029116,-0.0042345,-0.0039789,-0.011604,-0.052167,0.0032304,0.021321,-0.0022124,-0.0081158,-0.0057645,-0.0036856,0.0048389
"M1352.731T15.036",0.0097256,0.015017,0.062973,0.05112,-0.027579,-0.021706,-0.014282,0.00020092,-0.014073,-0.021365,-0.014716,-0.070828,-0.015905,0.036299,0.019667,-0.043412,0.0092474,0.0054546,-0.078168,-0.045228,-0.073925,0.061363,0.0012459,-0.04893,-0.12795,0.021091,0.042281,0.0083003,-0.035576,0.011242,0.046753,0.034302,-0.01994,-0.010801,-0.0075024,-0.03793,-0.0097862,-0.091115,-0.025582,0.0084975,0.048824,-0.11573,0.041561,0.020683,-0.078565,-0.0091032,-0.0681,0.019729,0.096145,-0.00099672,0.03984,0.046757,0.02026,0.018434
"M1354.065T13.114",0.017966,0.025619,-0.021853,-0.024154,-0.0034405,0.016269,-0.0068442,0.019748,0.014446,0.044061,0.0090029,-0.052474,-0.012876,0.0096195,-0.041488,-0.059132,0.016485,0.029605,-0.032578,0.069842,0.037288,0.034066,-0.042444,-0.00077977,0.027888,0.0060419,-0.014758,0.0055703,0.017959,0.046247,-0.01381,-0.024538,-0.0068369,-0.041411,-0.010666,-0.030586,-0.04863,0.0088277,0.022264,0.023922,0.0078221,0.014315,0.037065,-0.013589,0.0029484,-0.027472,0.040615,0.056249,-0.0077051,0.010456,-0.0039889,-0.012714,-0.0067976,-0.005572
"M1354.067T13.111",0.016401,0.029926,0.013989,-0.010289,0.0064669,0.01035,-0.021407,0.042724,0.0036414,0.060388,-0.015121,-0.028246,-0.017869,0.026298,-0.038322,-0.057081,-0.014092,-0.0363,-0.016355,0.015343,0.010643,0.043897,-0.046891,-0.047705,0.035472,0.033663,-0.031615,-0.01013,0.011664,0.04908,-0.0035467,-0.048281,-0.001353,-0.035764,0.020631,-0.039592,0.0025113,-0.024605,0.010946,0.025733,0.016978,0.031989,0.060024,0.0060024,0.027297,-0.010249,0.041213,0.030112,0.060411,0.0083672,0.0047623,-0.011493,0.014868,2.3894e-05
"M1355.23T13.109",0.007112,0.020156,-0.043388,-0.07095,0.017529,0.01084,0.021696,-0.013025,0.0037849,-0.0087777,0.011579,0.012314,-0.034075,0.036344,-0.022441,-0.0039211,-0.015796,-0.0072186,-0.021285,-0.0023764,0.019032,-0.037653,-0.049661,-0.019315,-0.0090856,0.027049,-0.02896,-0.020426,0.017845,-0.011318,-0.01004,-0.018894,0.027046,-0.017696,0.00011938,0.042728,0.018523,-0.035886,-0.0094696,0.03096,0.0026746,-0.010517,0.0015967,-0.024636,-0.0033079,0.0083854,0.020858,-0.0046912,-0.010633,-0.0032553,0.032443,0.020374,0.046338,0.016372
"M1355.233T13.111",0.006141,0.021105,-0.032914,-0.065519,0.018045,0.01513,0.020467,-0.011952,0.0031016,-0.0055274,0.012337,0.014379,-0.039522,0.041681,-0.03895,-0.0077973,-0.019191,-0.027249,-0.01595,-0.001415,-0.0060278,-0.04712,-0.038631,-0.0044218,-0.019667,0.035182,-0.015969,-0.030043,0.005586,-0.021416,-0.0093508,-0.0048985,0.02415,-0.0075161,0.0044146,0.030481,0.036425,-0.061615,0.014052,0.036805,0.0019423,0.0085158,0.0028306,0.019657,-0.0029675,0.0026049,0.035899,-0.039718,0.016597,0.0015203,0.032959,0.027347,0.059453,0.016746
"M1355.738T13.11",-0.0057639,0.01409,-0.02963,-0.044534,-0.025629,0.017195,-0.0099075,0.0049006,-0.0035058,-0.0089527,0.010727,0.022112,0.016699,-0.026684,0.013432,0.028268,0.031957,0.02071,-0.012167,0.010006,0.044081,-0.0042633,-0.036471,-0.039065,0.034833,-0.00030502,-0.053418,-0.033594,0.019967,0.0050633,0.020017,0.031032,-0.010254,0.020878,-0.018315,-0.022938,-0.00024712,-0.0037177,-0.002084,-0.0057129,-0.0019097,0.033811,-0.043043,-0.0015559,0.020391,-0.020973,0.039904,-0.0012346,-0.060843,0.0017817,0.014113,0.010564,-0.0075216,-0.00026089
"M1356.732T13.109",0.010027,0.010069,0.068562,-0.061284,0.048155,0.026555,0.031644,0.011784,-0.043436,0.039851,-0.0090654,-0.032819,0.11369,0.011912,0.10814,-0.0098568,-0.038025,-0.016328,-0.035062,0.02408,0.023583,-0.012836,0.02048,0.069549,-0.052542,-0.010408,-0.012802,0.023128,0.070274,0.037926,-0.0065228,0.032753,0.0031197,-0.0074477,-0.0054687,-0.011593,0.050113,0.0093134,-0.030496,-0.0062443,0.041507,0.07689,-0.040847,0.0054378,-0.015587,0.014401,-0.0087491,0.0045597,-0.0097852,0.033544,-0.0090075,0.040219,0.046122,-0.0019249
"M1363.728T17.123",0.02555,0.048907,-0.016894,0.0069726,0.011953,0.10034,0.011892,-0.0054927,-0.0041069,0.047823,-0.020262,0.00035964,0.004832,0.020712,-0.00077447,-0.019483,-0.054931,-0.0068283,0.025996,-0.00039269,-0.0058277,0.0071991,0.0098631,0.025408,-0.013867,0.006589,-0.0079406,0.0040315,-0.054935,-0.036423,-0.0092625,-0.021478,0.043379,0.03108,0.0047477,0.007436,-0.03481,-0.00045358,-0.033211,0.0086503,-0.025375,-0.030608,-0.017963,-0.015865,0.0011209,0.0091717,0.00060279,0.032531,0.041257,-0.0052175,0.013664,0.015577,0.014143,-0.0036454
"M1372.988T13.614",0.0074629,0.0088255,-0.0082008,-0.027543,0.015711,0.054502,-0.0039006,-0.0032354,0.007371,-0.02516,0.028225,-0.0078324,0.03301,0.048664,-0.017857,0.04317,-0.0097225,0.030099,-0.020309,0.004244,0.032283,-0.01263,-0.0079341,-0.053723,-0.11106,0.021127,0.04679,0.0068058,-0.059615,-0.011839,0.012956,-0.020846,0.073075,0.024556,-0.00033307,0.022586,-0.017261,0.013893,-0.018029,-0.0089141,0.029862,-0.002695,-0.037586,0.0028685,0.028691,-0.0057445,0.066863,0.032042,0.0078547,-0.0027237,0.0043826,-0.014534,-0.024378,0.016463
"M1377.398T13.111",-0.0014401,0.02356,-0.044989,-0.034878,0.0033163,0.025482,-0.038482,0.019731,0.033557,0.0055042,-0.017344,0.014871,-0.031844,0.0052486,-0.0082272,0.023172,0.049427,0.05607,0.0063401,-0.014063,0.021548,-0.027255,-0.010017,0.0036897,-0.0046057,0.00032083,-0.074546,0.084589,-0.021538,0.067232,-0.0064234,-0.0012951,0.061624,-0.038339,0.04461,-0.015711,-0.0053422,0.01626,-0.0064718,-0.064303,0.057448,-0.079705,0.018495,0.016416,0.028356,0.010623,0.023295,0.026042,0.048277,0.0077338,0.00071582,-0.012569,-0.026751,-0.0096943
"M1377.734T13.11",-0.0031113,0.020291,0.012481,-0.097116,-0.0039915,0.0029756,0.010218,-0.0086016,0.018311,0.0099901,0.0040423,-0.012643,0.047127,0.013837,0.026435,0.0051718,0.030174,0.0056339,0.026972,0.0010101,-0.00079075,-0.0024416,0.020463,0.015384,-0.0098602,-0.030406,0.017099,0.025197,0.044193,0.022077,-0.0094426,0.027477,-0.022429,0.044615,-0.024722,-0.027776,0.0068994,-0.0092503,-0.028298,0.00095848,0.047566,0.030982,0.018148,-0.011876,-0.028006,0.0042967,-0.028125,-0.063426,0.0098679,0.014339,-0.0032887,0.0020058,-0.005815,0.0027035
"M1378.067T13.109",0.0050608,0.021354,-0.0014605,-0.03233,0.020473,0.0077967,-0.014904,-0.060166,0.01214,-0.010381,0.027627,-0.026242,-0.016311,-0.014279,0.020941,0.057528,-0.019828,0.042941,-0.089429,0.033154,0.032006,-0.05597,-0.12331,0.096881,0.055425,0.02085,0.033405,0.0047996,-0.022247,0.044265,-0.030883,-0.021681,0.067313,-0.074299,-0.017324,0.062665,0.053117,-0.004384,-0.0021603,0.035063,0.017926,-0.0028176,0.0076986,0.018239,-0.0060975,0.037297,0.0010176,-0.082129,0.096425,0.0039387,0.00039233,-0.043338,-0.038285,-0.00074375
"M1378.224T13.118",0.014418,0.0026804,0.030628,-0.046923,0.027764,-0.029156,0.015044,0.0038105,-0.022367,0.0064243,0.010729,0.0066747,0.0077598,-0.0090095,0.035728,-0.049756,0.027879,-0.068653,-0.0079242,-0.074274,0.055815,0.11086,0.064587,0.047491,0.058717,-0.068654,0.031233,0.0077484,0.040043,0.064379,0.010495,-0.035726,-0.011777,-0.044059,0.012756,0.00013365,0.014363,0.0032994,-0.050005,-0.017825,0.022477,0.04056,-0.0051422,-0.015957,-0.059265,-0.044951,-0.027357,0.046544,-0.035908,-0.0018018,-0.018077,-0.018419,-0.031916,-0.0031268
"M1378.729T13.111",-0.0045303,0.0085523,-0.0012393,-0.038217,0.032435,0.033379,-0.023902,-0.012121,-0.054074,0.0091848,0.013321,-0.034589,-0.038979,-0.041011,0.030936,0.0051058,-0.021262,-0.0057325,-0.025782,0.0051997,-0.0077377,-0.026257,-0.02253,0.14008,-0.0099292,0.018997,0.0084925,0.050651,0.016772,-0.0255,-0.061232,0.075462,-0.0045684,-0.05949,-0.0078663,0.056645,0.069441,-0.030607,-0.06718,-0.039868,0.016263,-0.027828,-0.0088885,0.062472,0.0010308,0.037117,0.049265,-0.016694,-0.024052,-0.0068393,-0.00096744,-0.015747,-0.0077173,0.012825
"M1378.733T13.109",0.0014902,0.013125,-0.011741,-0.056311,-0.0005394,0.041202,-0.025991,0.01285,-0.036956,0.006833,0.011225,-0.018614,-0.032872,-0.0064198,-0.013238,-0.0068935,-0.0056294,0.0071178,0.01625,-0.017792,0.0080056,0.023863,-0.0020168,0.060782,0.02326,-0.032545,-0.03317,0.0014018,0.030344,-0.036903,-0.025424,-0.008214,-0.036744,0.0055043,0.032368,0.04161,0.018639,9.9648e-05,-0.022991,-0.018225,0.033567,-0.054552,0.00011027,-0.0057423,-0.019079,0.039573,-0.010881,0.0012998,-0.037495,-0.0035755,-0.011848,-0.021589,-0.01622,-0.0044361
"M1384.234T13.11",-0.00109,-0.0057305,0.0020986,-0.026322,0.042668,0.021754,-0.047608,-0.019249,0.021551,0.019079,-0.02524,0.0085043,0.037022,0.0029562,-0.016401,0.055677,-0.01688,0.04259,0.0036835,-0.048479,0.043446,0.064137,-0.0324,-0.026082,0.03409,0.011485,-0.0073465,-0.01847,0.027394,-0.037855,0.015724,-0.028465,0.042235,0.021897,0.05601,-0.041102,0.084783,-0.04816,0.013044,0.025024,0.020876,-0.036002,-0.0028524,-0.049996,-0.043866,0.04802,-0.01907,0.060746,0.021384,0.0044259,0.0023101,-0.0039531,0.0030462,-0.014579
