"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M775.529T1416.7","-0.14555846"," 0.01348646","-0.02290630","-0.27400453"," 0.56527168","-0.07618559","-0.36357637","-0.24895047","-0.10441492","-0.06071116"," 0.47029236"," 0.24725729"
"M645.449T1440.08","-0.40610804"," 0.02010707","-0.08881484"," 0.12356156","-0.09716929","-0.49585534"," 0.52144215"," 0.01916476","-0.03588839"," 0.48779972","-0.07586595"," 0.02762657"
"M937.594T1308.231","-0.56366182"," 0.24549893","-0.02912321","-0.17936308"," 0.63555751","-0.21076250","-0.38634153"," 0.01103559","-0.29688444"," 0.05213628"," 0.53307503"," 0.18883322"
"M826.525T1272.551","-0.49657136"," 0.28858847","-0.13464642","-0.00929868"," 0.34029832","-0.26643578"," 0.16172047","-0.49769212"," 0.25672273"," 0.04612403"," 0.25285414"," 0.05833619"
"M333.203T1120.498"," 0.26067393","-0.21110993"," 0.37207915"," 0.25119629"," 0.63651513"," 0.06190015","-0.99796863","-0.34661293","-0.30903500","-0.58335704"," 0.54457989"," 0.32113899"
"M618.492T1624.789","-0.80180197","-0.26614341","-0.09580617","-0.08751895"," 0.17017031","-0.15284167"," 0.19516890"," 0.12408102"," 0.68641651"," 0.22302083","-0.11452116"," 0.11977576"
"M590.444T1439.586","-0.621028471"," 0.035909645"," 0.224325815"," 0.033195793","-0.057918944","-0.513258458","-0.006022264"," 0.200945290"," 0.239450234"," 0.213838242"," 0.046210103"," 0.204353014"
"M839.557T1356.291","-0.19042709"," 0.37322479","-0.42391067","-0.08763790","-0.03361980","-0.37779683","-0.20479090","-0.03110347"," 0.33567204"," 0.35187365"," 0.02741583"," 0.26110036"
"M558.473T1423.364","-0.60371253","-0.15971072"," 0.06481991"," 0.60568901"," 0.25954185","-0.15517680","-0.16973075"," 0.24350932","-0.38463458"," 0.36488833"," 0.05543945","-0.12092251"
"M986.572T1421.54"," 0.10208231"," 0.12115795","-0.49663898"," 0.12076782"," 0.08004268","-0.33597339","-0.14944885","-0.39406180"," 0.38499373"," 0.22299014"," 0.08631849"," 0.25776991"
"M933.56T1145.906"," 0.68751734"," 0.20377073","-0.08851276","-0.13387824"," 0.43410598","-0.14031300","-0.69082899","-0.39874449"," 0.24344522","-0.42456513"," 0.16722218"," 0.14078118"
"M933.558T1114.912"," 0.6775128"," 0.2015626","-0.1001058","-0.0620927"," 0.4283483","-0.1330280","-0.6511342","-0.4352153"," 0.2404411","-0.4116450"," 0.1256170"," 0.1197393"
"M987.596T1238.129","-0.21775798"," 0.12621741","-0.42480092","-0.02427601","-0.01051112","-0.38700534","-0.09710368","-0.22030956"," 0.44503830"," 0.04672960"," 0.21131366"," 0.55246564"
"M773.52T1456.872","-0.14256599","-0.01004554","-0.09626077","-0.28433889"," 0.55361066","-0.17996729","-0.46285629","-0.09984862","-0.09055259","-0.07477186"," 0.52643758"," 0.36115962"
"M642.504T1347.309"," 0.042350311"," 0.336988441","-0.112312086"," 0.440919523","-0.338516901","-0.138329771","-0.443296507","-0.073590494"," 0.795007594","-0.078238428","-0.008659632","-0.422322048"
"M773.519T1472.663","-0.15207682","-0.01181181","-0.09217738","-0.28353437"," 0.55479219","-0.18015662","-0.46125371","-0.10256921","-0.08676227","-0.07330246"," 0.52533909"," 0.36351337"
"M773.52T1405.986","-0.16095001","-0.01186250","-0.09719132","-0.28647830"," 0.55468919","-0.17412894","-0.45677745","-0.09748065","-0.08539980","-0.07603996"," 0.52508180"," 0.36653795"
"M631.469T1456.902","-0.51315267","-0.03038341","-0.07145782"," 0.24572843","-0.29595313","-0.41765282"," 0.29327199"," 0.13019759"," 0.46269356"," 0.41451915","-0.26605189"," 0.04824102"
"M660.517T1313.696","-0.49781329","-0.06877730"," 0.24850482"," 0.23804351","-0.34243616","-0.18594632"," 0.58273018"," 0.32124554"," 0.03186828"," 0.34313046","-0.40442901","-0.26612071"
"M979.612T1358.969","-0.03297323","-0.03079903","-0.18564922"," 0.12806869"," 0.85317025","-0.47227650","-0.49677982","-0.22813192"," 0.12606780","-0.14423643"," 0.33531281"," 0.14822658"
"M680.472T1423.013","-0.5284379","-0.2282851"," 0.1147691"," 0.1810800","-0.4700250","-0.1768989"," 0.1723213","-0.1031214"," 0.9751013"," 0.4254971","-0.0731803","-0.2888203"
"M333.204T1139.313"," 0.25899101","-0.21811386"," 0.37151243"," 0.25288371"," 0.63350625"," 0.05888707","-0.99726161","-0.34404934","-0.30501363","-0.56305517"," 0.54093829"," 0.31077484"
"M664.46T1406.422","-0.25617069","-0.16411834","-0.03748635","-0.04609408","-0.25853182","-0.21431039"," 0.04011085","-0.21761982"," 1.25363488"," 0.31555447","-0.26523241","-0.14973630"
"M986.584T1323.28"," 0.12460263"," 0.18675372","-0.44557445"," 0.14430922","-0.08635184","-0.34482647","-0.10817549","-0.42475182"," 0.43988359"," 0.21986988"," 0.07962878"," 0.21463226"
"M676.511T1297.075","-0.17432846"," 0.07111540"," 0.58410624","-0.01557492","-0.68132669","-0.02123602"," 0.45868821","-0.62403320"," 0.12697810"," 0.47994719"," 0.09303522","-0.29737109"
"M607.446T1439.489","-0.46488925"," 0.19987430"," 0.03610345"," 0.07606458","-0.42222669","-0.30117822","-0.13086537"," 0.15574265"," 0.28375710"," 0.69321382","-0.05307907","-0.07251729"
"M770.485T1321.424","-0.0069682681"," 0.0003487098","-0.5601640079"," 0.2981416055"," 0.1298548409","-0.6065063586","-0.0279256342","-0.3633920514"," 0.5107718244"," 0.0927140419","-0.0204163095"," 0.5535416072"
"M650.482T1423.013","-0.65878359","-0.04957806"," 0.14112121"," 0.13718675","-0.22330128","-0.04870745"," 0.23944137"," 0.11604691"," 0.29984539"," 0.49885902","-0.35135923","-0.10077104"
"M592.477T1456.705","-0.65085846","-0.14519408","-0.04846888"," 0.19370923","-0.20896585","-0.20314818"," 0.38370264"," 0.16077130"," 0.38972101"," 0.47548502","-0.36753380"," 0.02078004"
"M863.512T1152.355"," 0.34682885"," 0.53259863","-0.52016273"," 0.04232056"," 0.36487702","-0.46831976","-0.13736822","-0.25842954"," 0.13099008","-0.33579975","-0.09848829"," 0.40095314"
"M333.203T1105.19"," 0.26243239","-0.21476059"," 0.38071659"," 0.19370700"," 0.64943578"," 0.06307231","-1.00065537","-0.33655872","-0.30531981","-0.57818252"," 0.55714932"," 0.32896361"
"M393.189T1440.567","-0.05887343","-0.20796536","-0.27566735","-0.07182078"," 0.05151444","-0.29284353","-0.05388471"," 0.03539692"," 0.27467844"," 0.12817287"," 0.15695596"," 0.31433652"
"M512.261T1189.341","-0.004891482","-0.020021571","-0.230175209","-0.027815330"," 0.618969203","-0.485638798","-0.029570320","-0.410119562"," 0.213166332"," 0.109097862"," 0.333912960","-0.066914085"
"M646.454T1406.122","-0.48470395"," 0.18072846","-0.06283475"," 0.15248900","-0.08316590","-0.39503350"," 0.46586574","-0.18237340"," 0.04241549"," 0.27116764"," 0.04921531"," 0.04622986"
"M555.368T1312.999","-0.40976597"," 0.21476041"," 0.44391575"," 0.29732665","-0.21034623","-0.35121000","-0.01448342","-0.02752873","-0.04441827"," 0.32944072","-0.30766260"," 0.07997169"
"M512.262T1169.348"," 0.28665647"," 0.32582194","-0.26294471"," 0.19646317"," 0.33337412","-0.43262129","-0.17793224","-0.42597484"," 0.22079501","-0.21845691"," 0.20815462","-0.05333535"
"M967.561T1163.004"," 0.226276017"," 0.715067969","-0.011545756"," 0.009879372"," 0.156427671"," 0.073815296","-0.680226940","-0.282550845"," 0.131084451","-0.470873488"," 0.116895363"," 0.015750889"
"M629.464T1456.367","-0.35106459","-0.21829518","-0.12634068","-0.02941538","-0.01489545","-0.37112461"," 0.38791914"," 0.10490195"," 0.43864310"," 0.24370208","-0.13652859"," 0.07249822"
"M565.397T1373.252","-0.52451399","-0.23030900","-0.12242789"," 0.03194516","-0.43231456","-0.24662621"," 0.37220815","-0.26571566"," 1.15696012"," 0.24655770","-0.28189115"," 0.29612733"
"M293.211T1204.461"," 0.25722389","-0.07953636"," 0.18223559"," 0.19836051"," 0.62235518","-0.08849871","-0.91916094","-0.25654626","-0.16633504","-0.69884514"," 0.53218768"," 0.41655959"
"M571.45T1291.55","-0.38864168"," 0.08516641"," 0.04768245"," 0.16530757"," 0.25443491","-0.11808352"," 0.07061050","-0.13913348","-0.42067128"," 0.54382996"," 0.14473535","-0.24523720"
"M993.569T1356.685","-0.353545878"," 0.062521330","-0.369935896"," 0.181459042"," 0.142372774","-0.235363285","-0.237007526","-0.436738497"," 0.526326579","-0.003759891"," 0.251568267"," 0.472102982"
"M729.452T1207.169"," 0.132236313"," 0.036429853"," 0.467379721"," 0.322417633","-0.052539502","-0.401158319","-0.126912493","-0.614036476","-0.099405320"," 0.468877259","-0.139386705"," 0.006098035"
"M949.6T1341.992"," 0.16583213","-0.98438286"," 0.20008572","-0.01855620"," 0.39494070"," 0.15702843","-0.46221032"," 0.03092125"," 0.11946673","-0.11374736"," 0.10868009"," 0.40194169"
"M723.451T1338.726"," 0.19172529","-0.25167817","-0.21712891"," 0.26953758"," 0.15454508"," 0.09450597","-0.28352164","-0.38837282"," 0.21968099"," 0.09956175"," 0.07557068"," 0.03557418"
"M986.593T1340.539"," 0.11710706"," 0.17990434","-0.45899810"," 0.13701854","-0.02480504","-0.35720265","-0.11809123","-0.40370207"," 0.43566597"," 0.21336480"," 0.07166563"," 0.20807273"
"M393.201T1439.586","-0.062320788","-0.135158199","-0.302544886","-0.007230364"," 0.036853317","-0.278580952","-0.094297999"," 0.035151692"," 0.299909673","-0.134633676"," 0.174686046"," 0.468166134"
"M973.671T1456.538"," 0.29374953","-1.77046230"," 0.42954845"," 0.83701264","-0.02904542","-0.84438524","-0.31036058","-0.10767334","-0.14721342"," 0.29809688"," 0.71086994"," 0.63986286"
"M293.21T1109.944"," 0.30638605","-0.04915064"," 0.18550586"," 0.21712016"," 0.60118296","-0.08688925","-0.89296391","-0.18493183","-0.22137245","-0.75078605"," 0.53616954"," 0.33972956"
"M555.454T1439.586","-0.48973627","-0.09959476"," 0.29789275"," 0.09825583","-0.27638426","-0.21095048"," 0.43270220"," 0.19860365"," 0.25874044","-0.11400505","-0.06441565","-0.03110842"
"M539.282T935.356","-0.37590705"," 0.33052820"," 0.03641926"," 0.09468056"," 0.12706493"," 0.52204508","-0.52768164","-0.36167377","-0.16321292","-0.06580293"," 0.54587791","-0.16233764"
"M504.266T1201.385"," 0.25533778"," 0.11926100","-0.05235214","-0.16597156"," 0.55272313","-0.20316527","-0.47104052","-0.23296741"," 0.11309199","-0.36607491"," 0.42355979"," 0.02759811"
"M592.477T1439.652","-0.61916180","-0.11381955","-0.10991950"," 0.07192919","-0.20537158","-0.19703489"," 0.42565100"," 0.19425315"," 0.44661395"," 0.48022945","-0.33430712","-0.03906230"
"M989.551T1288.291","-0.11674693"," 0.13510434","-0.02927587","-0.37604328"," 0.26794202"," 0.01946883","-0.30617411","-0.29815104"," 0.48637454","-0.05778882"," 0.03679471"," 0.23849562"
"M841.523T1305.07"," 0.54694171"," 0.15456563","-0.48546338","-0.30021636"," 0.02944198","-0.18728149"," 0.05646643","-0.23789959"," 0.48557791","-0.22794454","-0.02574558"," 0.19155727"
"M889.305T842.452","-0.785260087","-0.008246731"," 0.519570881"," 0.224614423"," 0.152006250"," 0.313547377","-0.326682978"," 0.094726693","-0.487443801"," 0.144442755"," 0.085342042"," 0.073383177"
"M555.365T1404.858","-0.55498712","-0.22293892"," 0.30099493"," 0.14951582","-0.41857285","-0.19396146"," 0.33422370"," 0.16450274"," 0.16001931"," 0.53685591","-0.23131963","-0.02433243"
"M933.558T1239.033"," 0.492036431"," 0.093008726","-0.118729645"," 0.001648959"," 0.416218466","-0.084430642","-0.662041832","-0.479048257"," 0.256687420","-0.310439766"," 0.213790280"," 0.181299860"
"M713.458T1120.063"," 1.41431183","-0.28526214"," 0.17340393"," 0.27675649","-0.28808280","-0.27564025","-0.18180786","-0.61062699","-0.12081081"," 0.10848925","-0.27723262"," 0.06650196"
"M438.207T1136.982"," 0.29827734","-0.11526415"," 0.60952402","-0.16191037"," 0.01001060"," 0.79479821","-0.32749661","-0.03741225"," 0.03068307","-0.52342328","-0.35277413","-0.22501246"
"M607.448T1423.334","-0.45691324"," 0.18526534","-0.23083241"," 0.22998406","-0.42498912","-0.35140438"," 0.20053422"," 0.16876748"," 0.24313963"," 0.57869135","-0.07434250","-0.06790043"
"M985.569T1283.896"," 0.28982585"," 0.38391005","-0.07403115","-0.35356013"," 0.14873539"," 0.08303007","-0.30004717","-0.27913710"," 0.02666146","-0.08325830"," 0.26544485","-0.10757380"
"M577.494T1463.866","-0.37548818","-0.09888168","-0.21717071","-0.13912011"," 0.28519842","-0.35317732"," 0.10706071"," 0.08288368"," 0.52522790"," 0.14129573","-0.24622759"," 0.28839914"
"M967.385T975.822","-1.13373186"," 0.02255047"," 0.26222719"," 0.49297196","-0.27352388"," 0.24560484","-0.15419724"," 0.29294114"," 0.17437561"," 0.11929931","-0.13724696"," 0.08872942"
"M933.605T1376.163","-0.39163270","-0.39566192","-0.10195321"," 0.27117627"," 0.37592904","-0.12746024","-0.32219802","-0.35919667"," 0.46092970"," 0.04536895"," 0.35698880"," 0.18771000"
"M967.562T1198.781"," 0.03649633"," 0.43592058","-0.23494604","-0.43722412"," 0.14501662"," 0.03832738","-0.18244266","-0.02997370"," 0.10769086","-0.03764322"," 0.35089221","-0.19211423"
"M659.432T1373.551","-0.29869676","-0.11066758","-0.17596304"," 0.02784819"," 0.11568517","-0.55917368"," 0.26390388"," 0.23459860","-0.30891950"," 0.33969671"," 0.23916606"," 0.23252196"
"M513.307T1059.952"," 0.3850776"," 0.3856959","-0.2926309"," 0.2435626"," 0.3889480","-0.2580556","-0.9550353","-0.5941434","-0.2740024"," 0.1262803"," 0.5652445"," 0.2790588"
"M951.567T1355.083","-0.31842767"," 0.26499258","-0.56218524"," 0.12411314","-0.18972066","-0.40440374","-0.06645545","-0.28760868"," 0.44901083"," 0.35395789"," 0.26499024"," 0.37173676"
"M565.403T1389.183","-0.5098095044","-0.2474903851","-0.1285923525"," 0.0005825821","-0.3395863706","-0.2741148041"," 0.3563655079","-0.2557219116"," 1.2108832534"," 0.1915579300","-0.3134359827"," 0.3093620376"
"M639.422T1384.421","-0.50937971","-0.12164031"," 0.33164620"," 0.04955145","-0.48187579","-0.23406829"," 0.28233039"," 0.25410988"," 0.23665538"," 0.36067491","-0.20150976"," 0.03350564"
"M841.499T1306.17"," 0.55918372"," 0.16332160","-0.46614073","-0.27453378"," 0.03497414","-0.16223289"," 0.06309830","-0.21444489"," 0.47057697","-0.26230289","-0.05353358"," 0.14203404"
"M826.572T1358.969","-0.43576660"," 0.18805588","-0.23905317","-0.14347812"," 0.38996601","-0.24279434"," 0.05311217","-0.02514484"," 0.23295298","-0.11405281"," 0.27840654"," 0.05779629"
"M826.525T1256.824","-0.25225317"," 0.65404428","-0.14972305","-0.08310001","-0.04113139","-0.07129954","-0.17479652","-0.07709272"," 0.39055945","-0.02944348","-0.25619730"," 0.09043345"
"M571.455T1406.584","-0.412382365","-0.039284797","-0.175361192"," 0.142396824","-0.004019338","-0.280480966"," 0.208773319","-0.114706399"," 0.045741344"," 0.619597216"," 0.096587365","-0.086861013"
"M787.311T955.77","-1.05130725","-0.03493563"," 0.31443441"," 0.01996806","-0.02657803"," 0.30190973","-0.30515047"," 0.51552738"," 0.15292573"," 0.03252602","-0.02295938"," 0.10363943"
"M555.366T1352.626","-0.54484091","-0.08627669"," 0.25315321"," 0.18718252"," 0.08057013","-0.43862702"," 0.19556875"," 0.02307621"," 0.03244495"," 0.55695772","-0.23512131","-0.02408755"
"M438.219T1156.388"," 0.31013335","-0.11670534"," 0.62106454","-0.19493572"," 0.11190966"," 0.76466702","-0.35956558","-0.07167743"," 0.03865939","-0.53779587","-0.34050566","-0.22524837"
"M592.48T1325.086","-0.59015137","-0.07158758"," 0.15817347"," 0.34525648","-0.18133577","-0.26121955"," 0.29659582"," 0.14163249"," 0.26408040"," 0.46572465","-0.44206250","-0.12510654"
"M813.466T1256.694","-0.54797925"," 0.02126594"," 0.15060469","-0.13901854","-0.08123751"," 0.06066756","-0.35808737","-0.11420142"," 0.59520355","-0.10367012"," 0.01927735"," 0.49717512"
"M513.25T1338.968","-0.27363900","-0.04784469","-0.58742352","-0.11193046"," 0.14357130","-0.63137813"," 0.13406590"," 0.11677440"," 0.19972902"," 0.33345917"," 0.41299702"," 0.31161899"
"M791.523T1408.532","-0.16098325","-0.27672941","-0.26078964","-0.27361022","-0.08440094"," 0.69118493","-0.43688408","-0.29628879","-0.05442248","-0.01166328","-0.15731336"," 1.32190051"
"M676.501T1423.01","-0.239821282","-0.252198797"," 0.261730173"," 0.009433128","-0.422075661","-0.213824110"," 0.535411205","-0.211240513"," 0.272770294"," 0.609731116","-0.157320602","-0.192594951"
"M645.455T1406.122","-0.435493394","-0.009018387","-0.098800847"," 0.111067075","-0.076563446","-0.453335195"," 0.519178315"," 0.014094627"," 0.004489478"," 0.486205322","-0.077539462"," 0.015715914"
"M603.415T1456.538","-0.23210561","-0.10369193","-0.03194085"," 0.24521742","-0.44972728","-0.35293162"," 0.31656001"," 0.14394158"," 0.39288350"," 0.29113858","-0.25617276"," 0.03682898"
"M592.476T1352.626","-0.52512022"," 0.04494859"," 0.16996509"," 0.49684199","-0.16503068","-0.28333713"," 0.26012713"," 0.07921305"," 0.35094624"," 0.29823493","-0.44909190","-0.27769709"
"M630.465T1474.173","-0.50917544","-0.17488032","-0.08752714"," 0.13189889","-0.12980313","-0.45799474"," 0.45767226"," 0.14811143"," 0.32223008"," 0.31021956","-0.15923184"," 0.14848036"
"M440.221T1305.648"," 0.13298973","-0.21883141","-0.35917661","-0.33033831"," 0.29540670","-0.32630213","-0.00855870","-0.00803047"," 0.38016398","-0.16240294"," 0.06520292"," 0.53987724"
"M329.158T1625.781","-0.31201597","-0.67885853","-0.04252450"," 0.20574607","-0.17819295","-0.21619489"," 0.13238839"," 0.39157912"," 0.19606365"," 0.14268895"," 0.25988870"," 0.09943195"
"M853.581T1456.932","-0.17442521","-0.01779918","-0.40032087"," 0.12286458"," 1.19452800","-0.25384480","-0.44278958","-0.39264335"," 0.11186692"," 0.05386661"," 0.13114698"," 0.06754992"
"M786.512T1300.456"," 0.39335178"," 0.27496050","-0.43328773","-0.03733973"," 0.32478539","-0.21313753","-0.22990142","-0.35973148"," 0.33219693","-0.09007471","-0.14087371"," 0.17905171"
"M698.269T891.807","-0.906165290"," 0.002614283"," 0.269971445"," 0.063008111","-0.356622943"," 0.545328557","-0.250163399"," 0.359841665","-0.056630027"," 0.099838472"," 0.205587968"," 0.023391159"
"M487.304T1423.366","-1.232877488","-0.458159429"," 0.116713628"," 0.595209696","-0.377015502"," 0.007920675"," 0.722598810","-0.022208193"," 0.208352308"," 0.416096584"," 0.060527033","-0.037158122"
"M1029.422T872.624","-0.70014777","-0.22495439"," 0.44820140"," 0.14515339","-0.17242653"," 0.27454957","-0.41595736"," 0.10564951"," 0.15966343","-0.08457459","-0.12944716"," 0.59429050"
"M660.517T1423.005","-0.69024710","-0.29078450"," 0.08703554"," 0.20084522","-0.31408284","-0.24942744"," 0.58946699"," 0.44082459"," 0.23139812"," 0.45593758","-0.24982215","-0.21114401"
"M745.448T1339.004"," 0.04752519","-0.05433041"," 0.09998385"," 0.04349618"," 0.32712843","-0.20477295","-0.15369518","-0.45532810"," 0.49292600"," 0.04619300","-0.08178872","-0.10733729"
"M639.424T1423.012","-0.61524518","-0.07503534"," 0.31390033","-0.06654985","-0.62539472","-0.19276443"," 0.38362886"," 0.31626337"," 0.27025709"," 0.44084074","-0.16824058"," 0.01833972"
"M870.334T843.183","-0.94001684","-0.08754443"," 0.54139653","-0.09029418"," 0.08527642"," 0.44024330","-0.15336164"," 0.12448632"," 0.04029268","-0.07368826"," 0.09301003"," 0.02020005"
"M354.284T1347.637","-0.2746131","-0.3129325"," 0.1143729","-0.2085596","-0.1194822"," 0.6023542","-0.4217552","-0.2134488"," 0.3283471","-0.1274920","-0.1689746"," 0.8021837"
"M670.537T1352.626","-0.34541605"," 0.14398983"," 0.05790189"," 0.05313204","-0.29358813","-0.14462184"," 0.51458681"," 0.25174637","-0.18668968"," 0.57170479","-0.08843799","-0.53430806"
"M599.418T1423.366","-0.2442999319","-0.3076067109","-0.0508426736"," 0.1196285553"," 0.0600600771","-0.3558362043","-0.1317338381","-0.0157443854"," 0.2251409560"," 0.2528629968"," 0.4488615836","-0.0004904246"
"M807.525T1306.532"," 0.06001287"," 0.35136559","-0.22571725","-0.37362767"," 0.20005955","-0.22234445","-0.14980855","-0.06145748"," 0.14870975","-0.26904210"," 0.30022903"," 0.24162072"
"M670.538T1472.8","-0.63904107","-0.19944686"," 0.07617791"," 0.07459556","-0.31985432","-0.14974566"," 0.52943297"," 0.31272102"," 0.17056747"," 0.42394309","-0.15030858","-0.12904153"
"M555.447T1456.772","-0.54678296","-0.17549504"," 0.10256854"," 0.11621948","-0.39826921","-0.23010595"," 0.33421375"," 0.15608770"," 0.31755193"," 0.51515964","-0.20980706"," 0.01865917"
"M933.559T1255.703"," 0.4935035"," 0.1014851","-0.1184462"," 0.0170207"," 0.4126994","-0.1018324","-0.6678745","-0.4832930"," 0.2620921","-0.3244855"," 0.2420737"," 0.1670570"
"M677.441T1317.16"," 0.22878490","-0.49613212"," 0.31559100"," 0.14418292","-0.40794243"," 0.45374450","-0.06573385","-0.45119653","-0.11556692"," 0.30432326","-0.23269838"," 0.32264365"
"M513.251T1355.541","-0.03644530"," 0.31256451","-0.46161202"," 0.16241282","-0.21366398","-0.45043408","-0.12185901","-0.16410445"," 0.09343847"," 0.31227844"," 0.04592156"," 0.52150303"
"M504.265T1239.89"," 0.16582619"," 0.10627662","-0.12184026","-0.16755636"," 0.55369700","-0.17933584","-0.41401809","-0.25324413"," 0.14486237","-0.34594705"," 0.44088853"," 0.07039102"
"M521.363T1439.751","-0.48857502"," 0.15688939","-0.09396295","-0.01254603","-0.21263775","-0.13319914"," 0.42528132","-0.18735320"," 0.27798220"," 0.51958816","-0.03029113","-0.22117586"
"M889.582T1376.163","-0.102822448","-0.078645300","-0.231141681"," 0.415618059"," 0.868605203","-0.407982891","-0.748139972","-0.002385337"," 0.147255904","-0.150323473"," 0.233413548"," 0.056548388"
"M841.485T1289.594"," 0.55989644"," 0.15283014","-0.42887313","-0.30759479"," 0.05204461","-0.22024021"," 0.04508530","-0.25301854"," 0.49132335","-0.25661509","-0.01756626"," 0.18272819"
"M967.568T1289.006"," 0.31238771"," 0.23436278","-0.38918409","-0.34447183","-0.03351476"," 0.24598216","-0.05938613","-0.22617731"," 0.21083148"," 0.14181372"," 0.28290056","-0.37554428"
"M555.448T1352.626","-0.15555003"," 0.26305075"," 0.45733721"," 0.05602337","-0.23399686","-0.18265018","-0.01143108","-0.00724460","-0.15897598"," 0.31712494","-0.02044293","-0.32324463"
"M787.312T881.272","-0.82127910","-0.03632035"," 0.27316252"," 0.08539231"," 0.01996151"," 0.13927183","-0.37331344"," 0.47106064"," 0.35662901"," 0.09052037","-0.11052715","-0.09455815"
"M991.561T1287.599"," 0.12970249"," 0.29747398","-0.50394571"," 0.12789946","-0.03330869","-0.37141306","-0.30909778","-0.41540873"," 0.52935523"," 0.17595626","-0.05587445"," 0.42866099"
"M713.457T1306.323"," 1.33527634","-0.32756689"," 0.15011464"," 0.25724397","-0.26683304","-0.22738137","-0.12117945","-0.58219522","-0.06277961"," 0.10551887","-0.32569487"," 0.06547664"
"M864.518T1223.69"," 0.205396710","-0.040039529","-0.346648616","-0.001835011"," 0.383562709","-0.439580602","-0.059006310","-0.042912905"," 0.446197594","-0.322355843","-0.068521436"," 0.285743239"
"M650.482T1439.948","-0.61490581","-0.05470018"," 0.12088901"," 0.12672739","-0.19170636","-0.05137578"," 0.25609921"," 0.08975185"," 0.32784734"," 0.48314124","-0.37293562","-0.11883230"
"M882.48T1339.403","-0.476327275"," 0.315205717","-0.295496486","-0.584861972","-0.004810926","-0.578935249"," 0.388865687"," 0.353973345"," 0.494798179"," 0.135217291","-0.053553392"," 0.305925081"
"M555.451T1436.867","-0.361854713","-0.024133593"," 0.285094637","-0.462691248","-0.262729514","-0.133460757"," 0.331663912"," 0.179573708"," 0.288536184"," 0.534235951","-0.381684438"," 0.007449871"
"M354.339T1389.852","-0.08126668","-0.12711880","-0.07276194","-0.07925873","-0.04146877"," 0.77790509","-0.31153131","-0.92386901","-0.12402532"," 0.04717475","-0.02975330"," 0.96597402"
