"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"Sodium_Formate","3667732","3667732","3667732","3667732","3963239","3909794","3819856","3934423","3867787","3442128","3960498","4034768","3834774","3778849","4038728","3998858","3805402","3801631","3974273","4037492","3920796","4069493","3868514","3927945","3923776","3741009","4053882","3999728","3766924","3339944","3555483","3964440","4037002","4030309","3922006","3890744","4045781","3879945","4104744","4024050","4024050","3845071","4035455","3797963","3837318","3790177","3735045","3901010","3528208","4862692","3959808","3945214","3800063","4006431"
"M921.811T18.125","23148.15","23148.15","23148.15","23148.15","26963.16","24572.15","28817.60","29200.06","28768.47","19191.23","21459.97","29755.22","28980.47","27386.35","24812.10","26238.20","27117.83","26685.24","26998.22","24690.62","23730.91","22294.92","28482.70","28603.36","29702.65","20345.41","28526.69","29865.30","27484.30","17003.06","20826.63","29674.62","28110.59","27288.93","29924.28","25733.81","32403.62","25346.78","28267.97","28000.52","28000.52","31439.32","28757.93","28237.19","27898.90","26070.82","24445.01","29311.46","18892.06","32485.52","27163.61","31642.24","27137.40","29111.06"
"M921.817T11.166","13370.09","13370.09","13370.09","13370.09","11936.79","12962.56","17622.71","18532.37","17831.79","13697.17","16135.83","17912.01","13739.62","17242.14","18309.12","18509.36","11284.10","13200.70","14049.61","16490.07","23003.37","15896.97","17425.72","15264.45","16777.51","16153.89","14779.43","18645.47","14620.09","12962.29","14517.11","14262.04","16439.17","12657.51","18357.26","13658.79","18509.36","17841.82","16407.00","13807.10","13807.10","14134.19","14017.93","15680.18","14682.81","10565.14","11543.82","17048.99","14699.57","14857.65","14628.39","13414.12","12939.51","13745.55"
"M921.819T12.109","17545.57","17545.57","17545.57","17545.57","14671.17","16214.50","17661.85","18531.87","17826.03","13697.17","16135.83","17907.04","16942.68","17250.28","13033.39","18508.14","14514.82","17053.61","17492.87","16490.07","18956.66","15896.97","17433.74","18627.52","16771.47","15087.27","18174.18","14806.18","18809.19","16213.42","18322.65","17728.46","16427.49","16091.98","18358.37","16771.92","18508.65","17838.13","19365.30","27995.76","27995.76","18215.68","17773.16","15680.18","14684.48","11355.49","14887.88","17094.46","17998.30","18968.79","18235.27","17425.85","16995.45","17579.70"
"M923.818T13.11","12163.579","12163.579","12163.579","12163.579","10840.487","14193.343","12713.043","13031.838","11848.744","11718.787"," 7831.424","12246.875","12523.023","11200.535","10580.226","11022.514","11776.363","12613.141","12723.840","12142.905","11580.235","11703.311"," 9749.923","11364.107","11624.917","14088.416","10458.089","19145.535","12401.649","13835.753","13951.304","19843.559"," 7839.448","12908.041","10740.213","19188.455","11989.862","19335.834","10640.235","14684.096","14684.096","11867.106","13446.218"," 9065.312","10840.468","17218.388","10869.548","10318.864","13585.237","11247.235","11621.245","12386.484","12875.271","13188.950"
"M924.81T18.125","22381.49","22381.49","22381.49","22381.49","28940.76","28332.61","30186.00","33125.39","32242.32","20849.88","25055.58","30465.45","31721.35","29253.63","31467.88","31034.44","25894.59","32477.14","26913.99","24418.44","34034.90","48483.00","30316.37","28621.61","32095.05","21808.58","32079.75","33003.61","27328.09","19038.27","23092.39","32843.31","26473.18","45464.22","29969.38","28807.79","32120.07","29281.46","31295.74","26057.13","26057.13","30507.25","31069.07","29431.22","31499.74","27921.99","27523.20","30099.48","18599.35","32938.33","32047.82","30306.65","29759.40","28946.58"
"M924.816T11.109","15681.13","15681.13","15681.13","15681.13","45742.31","16639.77","14429.78","20487.05","20902.36","15593.02","17155.31","19913.60","16824.32","17117.80","15680.89","14888.80","13052.73","20166.31","19268.11","16884.02","19426.51","18534.64","19899.65","18942.89","17428.63","17892.72","12927.99","19209.27","15771.98","14947.45","15744.92","15114.55","19977.59","19781.76","19843.41","17753.10","14828.85","19854.82","15505.71","26177.04","26177.04","15548.62","18254.60","15637.89","17321.81","14224.24","15226.99","19849.37","14013.45","18927.70","12969.31","18035.95","15682.19","19296.04"
"M924.819T11.107","15681.13","15681.13","15681.13","15681.13","14219.79","12834.22","18264.63","16055.01","17024.18","15593.02","15986.29","19910.60","12939.55","13945.18","15680.89","18366.94","13052.73","20166.30","19268.13","16884.02","15391.71","18534.64","16412.52","14979.73","21710.30","17892.72","16612.38","15005.37","15777.32","14947.45","15744.92","15114.55","23719.01","19781.76","15949.96","13442.43","18740.05","19854.82","15505.71","15875.48","15875.48","18752.09","18254.60","15637.89","14064.26","18394.04","19299.89","16025.23","14009.61","24463.06","12969.31","14389.13","15682.19","16107.31"
"M925.814T17.122","11711.182","11711.182","11711.182","11711.182","14688.124","14775.343","16219.826","14008.611","15429.317","13241.026","13808.624","15142.883","12020.634","14779.617","17904.871","15460.111","13600.587","14696.488","16078.335","25833.766","14331.715","15088.595","17037.190","15225.435","15284.991","13368.638","15579.820","18013.812","11765.893"," 8249.032","10991.019","15587.790","15989.821","17154.071","16790.832","13666.364","20302.726","17980.759","14511.945","12853.890","12853.890","13538.500","18963.578","15993.877","18602.616","13277.323","11971.374","14791.193","10084.017","16228.923","18483.284","18417.086","17873.460","15838.868"
"M925.817T16.12","14052.97","14052.97","14052.97","14052.97","16994.63","17426.14","16301.75","12918.07","18916.18","13240.30","17008.46","17494.74","15166.24","17694.36","17904.87","15456.23","15807.28","16934.44","18633.53","13691.66","17419.99","27869.05","19306.33","18337.56","14494.23","13368.64","18476.31","18013.81","14257.17","11234.77","13422.14","17881.03","18867.75","27804.65","12462.80","16238.78","20020.37","18601.10","26515.11","16066.50","16066.50","15648.57","19926.30","15993.88","18602.62","15517.86","14744.85","17317.19","12513.43","14209.79","17374.38","17121.98","18602.60","18081.11"
"M928.805T18.125","10195.343","10195.343","10195.343","10195.343","15645.815","17555.863","20050.650","18280.826","23464.851","10495.281","12577.758","18120.226","17622.182","18578.427","18185.687","18581.578","15455.888","18665.830","19243.558","16111.717","18971.266","14878.994","20070.440","15871.337","17406.197","12452.602","17260.967","18486.143","14445.433"," 7218.472","11262.074","18440.641","14809.531","18090.276","18474.531","13502.141","17482.526","16949.338","19816.394","27993.413","27993.413","18522.331","18474.196","16791.552","17274.040","13858.623","15763.048","18093.182","13125.552","21441.342","18717.986","17661.316","16030.271","20459.194"
"M930.811T17.116","24132.38","24132.38","24132.38","24132.38","31189.49","29817.58","34119.81","31250.59","28058.62","19898.69","25985.42","30877.47","29405.95","30037.84","31919.08","32498.59","28925.33","32409.67","33807.50","23907.00","30125.78","26438.64","28855.26","31266.05","31693.50","21105.97","26418.26","32252.74","44238.32","20153.49","40284.46","51670.55","30386.07","30869.87","28021.85","47360.53","24443.11","21881.45","31148.20","24732.65","24732.65","30124.10","33479.38","47066.52","29394.42","29129.12","25875.51","32249.43","22426.10","33451.79","30558.41","29230.14","28035.10","35681.34"
"M931.149T15.117","15173.886","15173.886","15173.886","15173.886","15844.854","12918.640","18367.757","18309.113","20485.726","13542.487","11113.240","18488.502","19501.560","18306.061","19864.820","18405.090","10811.167","19083.379","19747.939","18496.089","18761.029","20349.025","17822.218","18672.838","18353.952","16945.827"," 9312.001","19712.664","17633.964","15725.278","16007.033","18608.728","19912.339","18738.944","18135.095","17423.940","18854.025","16947.760","16548.000","15566.952","15566.952","12427.170","18220.687","18512.858","16131.041","18178.048","10497.920","19664.207","14500.974","11095.186","18332.067","16736.988","10650.090","20434.251"
"M931.815T16.119","17809.69","17809.69","17809.69","17809.69","34240.13","19512.36","18177.36","22390.61","23052.35","27950.48","18339.52","22174.00","22622.22","15974.60","17992.84","21450.16","33126.61","18854.39","19687.10","35260.70","24733.49","35611.30","24565.99","24585.03","22359.98","14219.04","22136.88","22144.90","14925.67","13645.75","17401.13","36130.07","34552.22","24277.67","26419.74","33269.48","20415.06","19874.74","21304.21","18788.20","18788.20","19630.72","24047.94","21366.85","23863.47","20867.87","20246.72","20418.79","16805.54","20475.85","22252.35","23047.04","21775.13","23050.95"
"M934.803T18.124","12004.013","12004.013","12004.013","12004.013","24415.784","14238.427","16497.000","15973.787","15713.548"," 9016.311","13135.899","15749.622","15314.102","15980.402","15609.501","15747.921","14017.635","15696.065","16050.254","13285.641","15555.354","13272.451","18124.248","14491.032","15734.951","10936.634","17061.477","16191.401","13261.981"," 9027.420","10456.305","17188.271","14446.817","15020.839","16837.943","13219.751","14734.070","15451.930","23645.044","19685.782","19685.782","15026.707","16338.549","16262.606","14644.817","14096.356","11362.219","13989.205","11008.841","16308.145","16227.588","14820.585","13158.076","16001.167"
"M937.806T17.14","12336.93","12336.93","12336.93","12336.93","16483.20","17833.34","16591.04","16120.14","15745.60","12135.93","14247.92","15821.94","18573.53","19045.89","18777.06","16858.10","15800.90","17032.79","18547.48","13639.09","14128.60","15246.94","13825.06","17065.83","17221.69","15251.62","15740.11","18299.73","15528.24","11683.44","11925.83","18106.21","15715.11","16147.60","17702.51","17712.56","18314.48","17248.81","16839.51","22249.16","22249.16","16631.75","17405.59","19038.24","17040.85","15878.90","17421.61","10922.67","13184.15","16559.18","17727.94","12924.66","16441.08","16842.70"
"M939.155T13.111","14227.53","14227.53","14227.53","14227.53","15629.20","16449.62","16381.19","17584.77","18301.49","14888.00","16166.57","18874.45","17727.94","16518.60","16591.78","18088.10","16341.47","16520.44","18266.60","16447.56","18428.77","17279.60","18111.08","16174.38","17474.23","15971.77","16501.31","15923.65","17539.25","12498.24","15987.94","15763.89","18389.56","18275.20","17199.08","16481.04","18535.21","15626.74","17309.06","17345.99","17345.99","18459.22","16170.58","16080.26","16232.44","17116.07","17113.51","17994.94","14545.09","19434.62","17677.12","16962.28","17108.74","17079.31"
"M939.816T16.127","21965.60","21965.60","21965.60","21965.60","28139.23","33927.48","28972.44","30166.37","30140.15","24403.37","29018.95","29776.39","28756.22","29362.47","35118.80","32276.62","52978.11","29826.53","32674.10","26717.92","36793.27","28433.80","31783.88","35375.95","37262.75","25628.14","26201.95","29289.78","27072.39","15655.13","19197.73","31806.79","27806.38","30131.90","30962.80","28413.10","37285.52","28240.47","31417.12","25742.71","25742.71","29991.93","30725.79","35581.84","26473.21","25692.75","25041.65","26269.69","18900.76","38688.93","29557.32","35215.33","29825.51","30782.10"
"M943.307T17.119","11795.14","11795.14","11795.14","11795.14","13700.00","10246.65","13919.08","14170.72","15685.37","10442.48","13350.23","15274.81","17999.84","12366.53","14034.77","14893.01","14253.68","15919.62","13416.13","22507.25","14848.97","25518.51","14885.33","15237.21","21957.69","13117.23","15052.03","15982.27","12539.43","10192.55","20066.76","24282.63","14093.82","24655.52","18183.81","13757.04","22617.90","22515.34","15327.15","10150.34","10150.34","15307.90","13967.46","14134.31","16986.39","21486.38","13838.28","15726.46","10394.93","18705.16","14345.56","15193.44","15686.92","15444.19"
"M944.821T12.17","24311.99","24311.99","24311.99","24311.99","53196.09","26439.08","23542.42","30656.62","26764.73","25182.63","20687.59","34078.77","25438.09","23383.29","18188.18","24387.34","21640.08","25178.29","25200.30","53083.58","25772.70","55064.14","23412.05","30385.85","26551.32","23024.19","22809.69","25563.54","26092.44","46530.55","24366.34","52631.42","26027.40","25556.87","31663.46","25919.53","26320.73","23237.82","24910.58","26695.35","26695.35","24651.73","26493.24","20604.15","27066.96","24039.56","25096.07","25833.27","28017.80","30661.55","25899.63","21391.98","25202.31","23421.56"
"M944.823T12.108","19960.01","19960.01","19960.01","19960.01","18955.37","20324.19","19008.65","24205.96","21038.59","20317.57","20687.59","24729.05","20230.45","18721.35","18188.18","24388.95","23152.65","25178.29","25200.30","23556.98","20998.38","24293.79","18383.87","19709.65","26560.88","23024.19","17367.04","20809.94","20744.11","20947.68","19765.41","18432.33","26027.40","52098.43","21081.46","18381.46","20952.55","23237.82","19282.31","26693.84","26693.84","19532.71","26493.24","25609.51","31158.03","17394.72","19949.00","20804.86","18153.33","22891.33","25842.16","16303.80","20746.52","19002.38"
"M948.799T18.126"," 7899.060"," 7899.060"," 7899.060"," 7899.060","11969.039"," 9119.276","16084.970","14458.453","15081.108"," 9134.558","14731.622","13439.476","11147.283","14777.950","14657.412","16367.796","10382.304","16256.109","14707.992","11490.278","15738.078","11717.279","16172.448","14806.286","15923.890","10093.001","15749.203","14787.780","12242.054"," 7664.760"," 7157.787","13057.164","12146.941","11812.850","15910.372","12309.265","12046.471","15048.478","16208.485","21304.073","21304.073","14240.504","14276.335","12752.142","18123.634","10893.549","13959.888","13233.110"," 7479.651","14952.245","14852.533","13635.101","10157.234","15991.832"
"M950.801T18.122","14846.17","14846.17","14846.17","14846.17","27048.29","17562.13","18492.05","19072.05","21412.09","11956.78","14240.34","11421.89","15745.09","17700.88","18112.70","19169.34","16274.91","18383.61","19181.37","26731.82","18911.42","27010.55","21413.39","17298.27","20072.93","13027.68","19475.63","10405.19","17020.09","12068.83","13768.89","20024.26","15608.69","18908.37","18107.89","17921.80","18533.43","17264.85","19291.04","21557.07","21557.07","17636.75","19613.41","16877.77","17677.20","18023.66","16021.57","18233.45","13719.45","19346.37","17274.20","19315.98","18524.26","19944.35"
"M950.805T17.123","14846.167","14846.167","14846.167","14846.167","18397.989","16944.682","18398.417","17722.071","21151.515","20016.632","15985.827","18929.306","16791.981","17730.507","18112.698","19173.527","17071.359","18383.609","19177.036","14459.405","18911.419","17138.140","19619.500","17301.441","19596.792","13027.685","10314.801","19202.723","17033.139","12068.835","13624.143","29678.770","13237.400","27331.485","18107.893"," 9995.898","18519.042","18158.312","28579.113","21557.069","21557.069","17461.359","19613.414","16877.774","17981.549","18647.776","16021.571","16813.930","13721.549","20634.102","17274.204","19315.979","18127.872","19554.488"
"M950.808T12.104"," 8177.242"," 8177.242"," 8177.242"," 8177.242"," 7572.083","11043.030","10980.844","11266.976","11443.954"," 8303.142","11087.162"," 9260.698","12064.084"," 8289.268"," 8666.242","11767.196"," 7044.625"," 8059.627","11277.000","10603.160","10388.874"," 8725.589"," 7793.496"," 9598.178","14312.064","10448.345"," 8172.015"," 8959.361"," 8822.837"," 8701.174"," 9232.687"," 9636.405","11293.773","10443.325"," 8302.939"," 7225.750","10288.774","10355.549"," 9311.052","11829.211","11829.211"," 7905.906"," 9024.994"," 8532.871"," 9285.182"," 7321.931","10095.063","10994.886"," 8835.392"," 9862.386","11514.150","13921.640","10826.229"," 8384.464"
"M952.818T13.111"," 88470.84"," 88470.84"," 88470.84"," 88470.84"," 91057.65"," 98927.33","104986.09","102480.06","106398.61"," 83153.64"," 91549.11"," 98878.82","104513.31","110222.01","107529.18"," 99422.36"," 86361.36"," 98092.52","103416.49"," 97825.34"," 98371.63"," 97044.09"," 98392.48","101790.42","104419.28"," 93611.24"," 96631.75","102832.63"," 96062.87"," 80214.82"," 85937.68","101733.64"," 96818.31","103399.58","104175.33"," 96075.51","104117.85"," 99830.32"," 99400.20"," 93124.82"," 93124.82","102754.55","103297.63"," 96636.31","101449.93"," 88339.84"," 99093.14","105020.60"," 80159.29","119455.79","104449.27"," 97213.65","102904.80","107137.82"
"M954.145T15.118","11938.502","11938.502","11938.502","11938.502","11668.831","14277.184","13807.401","15648.814","16097.215","10806.322","14574.688","14599.668"," 8188.492","16131.978","15489.530","14101.742","11756.222","15787.123","15288.209","15011.386","10273.620","16140.819","14522.407","16541.950","16067.473","14031.128","14114.753","12739.996","15687.803","13213.446","12493.833","15428.146","16103.388","14435.284","16391.799","14201.406","15656.385","13741.100","14611.896","12020.255","12020.255","13207.025","17333.932","12902.919","15105.099","13914.024","12980.547"," 7465.875","11910.005","10808.794","13267.190","14130.533","15663.434","15181.905"
"M954.821T13.111","45578.59","45578.59","45578.59","45578.59","52094.39","52416.78","50833.45","54298.78","55171.04","43575.07","49708.29","56549.14","53726.70","52714.91","55222.02","56167.07","50878.13","33903.79","56184.82","54374.81","28101.28","54433.89","53025.43","52617.38","36039.85","50603.29","35434.11","55539.10","52486.55","43218.85","46606.22","51851.12","32515.87","54983.49","53299.79","50732.93","51040.66","52250.43","55986.40","51936.65","51936.65","57249.23","55051.69","52734.97","52296.97","27265.28","49198.48","34603.50","43396.59","63071.73","53299.34","51114.76","53531.28","38019.11"
