"","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","con_12","con_12","con_12","dro_12","dro_12","dro_12","dro_12","foc_12","foc_12","foc_12","foc_12","xvm_12","xvm_12","xvm_12"
"M1482.716T13.11","-0.032111729","-0.039220528"," 0.249019191","-0.193529691","-0.024782150","-0.004512682","-0.037653671","-0.123550254"," 0.166782515","-0.100047089","-0.085404446"," 0.239059364","-0.081180938"," 0.067132107"
"M1483.379T13.106","-0.015732637","-0.357115007"," 0.110634196"," 0.174618012","-0.067056216","-0.238127478"," 0.021166499","-0.075778145","-0.007549558"," 0.088870235"," 0.058005143"," 0.133932699"," 0.207999656","-0.033867401"
"M1483.711T12.226"," 0.056037523","-0.022244782"," 0.028559679"," 0.430414717","-0.316987931"," 0.189079088"," 0.127822854"," 0.099605480","-0.027925743","-0.073774823","-0.009771515","-0.001986430"," 0.033739573","-0.512567692"
"M1485.212T13.109","-0.08923918"," 0.23815351"," 0.11738392"," 0.12703488","-0.31038395"," 0.21212890","-0.04856870","-0.01421213","-0.32243428"," 0.08259170","-0.05694961","-0.14435009"," 0.05169790"," 0.15714714"
"M1490.714T13.111"," 0.09938674"," 0.05309022"," 0.19536727"," 0.09180818","-0.28102829"," 0.16712110","-0.06095267","-0.09542218","-0.07692410","-0.33331846"," 0.11719269"," 0.23029143"," 0.11993933","-0.22655128"
"M1491.205T13.112","-0.208712060"," 0.032626469","-0.239753540","-0.146966192","-0.402329881"," 0.151482912"," 0.128093899","-0.005458439","-0.026199035"," 0.255583937"," 0.054062482"," 0.020970772"," 0.255716207"," 0.130882469"
"M1496.708T13.11","-0.106284972"," 0.068667465","-0.048250631"," 0.103094515","-0.254252730","-0.033482542"," 0.193137210"," 0.083388759","-0.089730650"," 0.019840215","-0.214609934"," 0.225098921"," 0.050041639"," 0.003342734"
"M1496.712T13.111","-0.185833698"," 0.170152947","-0.034793999"," 0.110019122","-0.259589093","-0.031771749"," 0.039973291"," 0.045195485"," 0.018935056"," 0.023863827","-0.170906009"," 0.220509719"," 0.055271163","-0.001026061"
"M1497.047T13.11"," 0.24982175"," 0.23151303"," 0.16855560","-0.14044684","-0.13093028","-0.06031408","-0.13513777","-0.38913194"," 0.11475197"," 0.21897701","-0.01213247","-0.27524240","-0.01051978"," 0.17023620"
"M1497.208T13.109"," 0.31896867","-0.26806219"," 0.14218619"," 0.11490074","-0.12715312"," 0.12473219"," 0.25950663","-0.19403427"," 0.03452858","-0.07860814","-0.35168462"," 0.05716270"," 0.24390450","-0.27634787"
"M1501.706T13.11"," 0.12479522"," 0.11354675"," 0.01321685","-0.03425524","-0.37237712"," 0.05910518"," 0.16044892","-0.08405723","-0.18290613","-0.22223693"," 0.12601288","-0.06963443"," 0.26074089"," 0.10760039"
"M1502.707T13.11"," 0.057229944"," 0.056560445"," 0.006962925","-0.138487324","-0.366713488"," 0.117962104"," 0.031336746"," 0.041207394","-0.280891092","-0.131964734"," 0.213607085"," 0.055768585"," 0.067363599"," 0.270057811"
"M1505.377T13.111","-0.01546440"," 0.14663705","-0.02826889"," 0.05000669","-0.36567109"," 0.05844563"," 0.18718355","-0.07326556","-0.07172471"," 0.18541100"," 0.27827618","-0.08933566","-0.10043244","-0.16179735"
"M1505.382T13.111","-0.04174849"," 0.22473534"," 0.03915797"," 0.02414178","-0.34066902"," 0.03303179","-0.03838319","-0.15230861","-0.11199053"," 0.19169314"," 0.26467370","-0.01243916"," 0.02689042","-0.10678514"
"M1508.456T13.111","-0.059805868"," 0.272174646","-0.210999409"," 0.042421069","-0.183009968"," 0.145303626"," 0.250697306","-0.205665922"," 0.063468303"," 0.075314322","-0.206308847"," 0.005277802","-0.030322918"," 0.041455858"
"M1514.419T12.108"," 0.179734242"," 0.126800052","-0.237814589","-0.141944295","-0.035007859","-0.007068424","-0.108971190","-0.233359565","-0.411855755","-0.157736410"," 0.112724401"," 0.103239339"," 0.088204340"," 0.723055714"
"M1518.703T13.111","-0.24801350"," 0.03653679"," 0.12045068"," 0.07615360","-0.20707014"," 0.13506419"," 0.19556130","-0.01621715"," 0.01547487","-0.02710641","-0.26755777"," 0.10331697","-0.06498898"," 0.14839555"
"M1522.706T13.16"," 0.13654046"," 0.13813900"," 0.17623933"," 0.21156216","-0.06242856","-0.33176800","-0.90465393"," 0.06596157"," 0.26652463"," 0.08668224"," 0.12561446"," 0.07368271"," 0.15277568","-0.13487177"
"M1529.701T14.614"," 0.107152799","-0.199807657","-0.242313756"," 0.007379774","-0.288427814"," 0.178624086"," 0.401490612","-0.041667822"," 0.059246751","-0.059881407","-0.316745115","-0.076405327"," 0.266819318"," 0.204535559"
"M1531.95T13.112"," 0.04522061","-0.20082907"," 0.20078160"," 0.06091406","-0.07939752"," 0.25629682"," 0.05880618","-0.49441788"," 0.08796379"," 0.07069989"," 0.15338033","-0.01737000","-0.19208536"," 0.05003655"
"M1536.025T13.11","-0.07655132","-0.19679285"," 0.14592551"," 0.03128219","-0.34707129"," 0.07296284"," 0.21713310","-0.08299479","-0.11115721","-0.05503627"," 0.12222134"," 0.19669869","-0.01803568"," 0.10141572"
"M1542.7T13.111"," 0.009607893","-0.058456112","-0.028942822"," 0.038723083","-0.248017431"," 0.067601178","-0.011333006"," 0.060673909"," 0.242024885","-0.131223347","-0.095047771"," 0.074087995"," 0.198173974","-0.117872429"
"M1549.443T13.109","-0.065500329"," 0.080256178","-0.055683833","-0.307289690","-0.171325633"," 0.215904452","-0.256190976"," 0.091433353"," 0.039517041"," 0.007314451"," 0.265085880","-0.067701784","-0.045076315"," 0.269257204"
"M1559.192T13.111"," 0.009489091"," 0.130082644"," 0.213974603"," 0.183814822","-0.345273005","-0.200536019"," 0.059349447","-0.026496122","-0.147840079"," 0.066484452","-0.102878899"," 0.076335119"," 0.119933311","-0.036439365"
"M1559.198T13.111"," 0.05748418"," 0.13640388"," 0.09678812"," 0.23916923","-0.31225453","-0.16140734","-0.12099050","-0.08845124","-0.10648679"," 0.11688565","-0.05962753"," 0.02027915"," 0.17259091"," 0.00961681"
"M1559.7T13.111"," 0.07403722","-0.02193231"," 0.21794886"," 0.09640330","-0.42098764"," 0.12555838"," 0.17370368","-0.14746698","-0.10870014","-0.15531554","-0.14898496"," 0.10277943"," 0.06121212"," 0.15174457"
"M1570.693T13.108","-0.270068416","-0.222032054"," 0.079747380"," 0.225798404"," 0.049046694"," 0.168001621"," 0.022597648"," 0.004307460","-0.154487094"," 0.005306757","-0.075268531","-0.100905404"," 0.392092328","-0.124136794"
"M1573.03T13.109","-0.045601156","-0.009567085"," 0.209782079","-0.030043908","-0.179449516"," 0.157297587"," 0.199322210","-0.098337908"," 0.171672629","-0.342042730","-0.130948498","-0.176109535"," 0.180601242"," 0.093424589"
"M1576.691T13.111","-0.02673599"," 0.05866888"," 0.27484114","-0.10680271","-0.14602786"," 0.08455920"," 0.26666463","-0.09638418"," 0.05791910"," 0.01155265","-0.04425189","-0.55745242"," 0.17598131"," 0.04746814"
"M1576.695T13.11","-0.01981276","-0.30175508"," 0.29353993","-0.20000595","-0.12719109"," 0.09980290"," 0.16555258","-0.05531408"," 0.01301405","-0.04452098","-0.11820247"," 0.02826233"," 0.16347820"," 0.10315243"
"M1582.695T13.11","-0.11415891","-0.16664424"," 0.09467560","-0.31716591","-0.07812259"," 0.14985005"," 0.19255444"," 0.05206453"," 0.14011782"," 0.13705614","-0.08450940"," 0.02527964"," 0.11010119","-0.14109836"
"M1584.692T12.108","-0.20771861","-0.12694595","-0.31058004"," 0.03786320","-0.52287558"," 0.17695966"," 0.52855446","-0.20111535","-0.10607336"," 0.13306925"," 0.21811522"," 0.09402426"," 0.16779434"," 0.11892849"
"M1587.692T13.11","-0.22496018"," 0.13577599","-0.06736257"," 0.02009796","-0.39773888"," 0.06930819"," 0.29686375","-0.01033050"," 0.02099438"," 0.18871331","-0.02242298"," 0.15225482","-0.17333462"," 0.01214131"
"M1587.696T13.111","-0.256856987"," 0.211344414","-0.066863948","-0.012904255","-0.364031279"," 0.206051015"," 0.217637943","-0.064056002"," 0.118791914"," 0.166827668","-0.057729138","-0.009395889","-0.076374379","-0.012441077"
"M1593.442T13.11","-0.21271480"," 0.11551764","-0.35223074"," 0.03630271","-0.08346006"," 0.25251752","-0.01637540","-0.09279843"," 0.09645048","-0.11046176"," 0.13860746"," 0.16005137"," 0.19950437","-0.13091037"
"M1593.688T13.111","-0.23885459"," 0.04389769"," 0.43968657","-0.16780222","-0.18794777"," 0.01396483"," 0.08094005","-0.18108249","-0.04383775"," 0.02675933"," 0.26294303"," 0.14136120"," 0.05279820","-0.24282608"
"M1594.69T14.113","-0.24022340"," 0.14151526","-0.09989611"," 0.04890617","-0.08884155"," 0.20943557"," 0.29423138"," 0.13618881","-0.12734360","-0.01945231","-0.27672925","-0.12518745"," 0.12083562"," 0.02656086"
"M1603.689T13.111","-0.09089533","-0.05195053","-0.03075295","-0.07946231","-0.23044643"," 0.03308292"," 0.17806591","-0.03010214"," 0.16830523","-0.13210931","-0.11841250"," 0.34296206","-0.05101575"," 0.09273112"
"M1610.426T13.113","-0.02637739"," 0.19926112"," 0.01986180","-0.29075224","-0.32185081","-0.03639317"," 0.10199723"," 0.05498762","-0.12214451","-0.14752021","-0.11930265"," 0.35376828"," 0.21660367"," 0.11786127"
"M1610.431T13.109","-0.002285803"," 0.249872394","-0.029154402","-0.201435224","-0.332486724","-0.013478755"," 0.141176908"," 0.004943407","-0.109308595","-0.137666748","-0.106132726"," 0.134714370"," 0.269253246"," 0.131988651"
"M1610.691T13.111","-0.100638077","-0.120352748"," 0.075982737"," 0.010776434","-0.217140971"," 0.020794103","-0.013552255"," 0.029355328"," 0.135770021","-0.068549594"," 0.007943671","-0.201390071"," 0.368102362"," 0.072899061"
"M1611.434T12.108"," 0.106755546"," 0.102728387"," 0.111918846"," 0.113133934"," 0.001560476","-0.704871763"," 0.281585355","-0.017197711"," 0.249192528","-0.081415980"," 0.012825711","-0.007997449","-0.110333063","-0.057884816"
"M1627.429T13.11","-0.003876280","-0.230633972","-0.290982047"," 0.012095521","-0.325717923"," 0.017342133"," 0.203897819"," 0.053586721"," 0.263385593","-0.006942436"," 0.190787286"," 0.059583336","-0.004743643"," 0.062217893"
"M1644.684T13.112","-0.02530649","-0.31074617"," 0.28394123"," 0.01242813","-0.21409707"," 0.01889188"," 0.06017759"," 0.09712316","-0.01648902"," 0.13555679","-0.43035522"," 0.20492468"," 0.11108149"," 0.07286903"
"M1655.683T13.112","-0.06995542"," 0.20024681","-0.07873264"," 0.02285290","-0.25347500"," 0.20074017","-0.07330232","-0.17892695"," 0.21013383"," 0.10929653"," 0.03616677","-0.24405377"," 0.26317247","-0.14416338"
"M1671.676T13.11","-0.178511420"," 0.183490180"," 0.012556478"," 0.271162352","-0.272081061"," 0.137566263"," 0.079769019","-0.079473445","-0.061932607"," 0.010819636","-0.268233772"," 0.233578806","-0.070496384"," 0.001785955"
"M1671.991T13.111","-0.04482065","-0.11184222"," 0.10903292","-0.25252249"," 0.04776854"," 0.11486177"," 0.08927026","-0.34134194","-0.12746428"," 0.04341978","-0.24918227"," 0.33675646"," 0.28353081"," 0.10253331"
"M1708.671T13.112","-0.0780989553"," 0.2485666027","-0.0143077127","-0.0446740499","-0.2438467605"," 0.0002319257"," 0.2583448458"," 0.2835671781"," 0.1339354170","-0.4809312099"," 0.1399529235","-0.0050327024","-0.0669674332","-0.1307400688"
"M1712.173T13.109","-0.05430079","-0.20652167","-0.16917353"," 0.20244171","-0.87788775"," 0.11011167"," 0.34199455","-0.05548465","-0.06192221"," 0.38849499"," 0.16523424"," 0.17481213"," 0.06634554","-0.02414422"
"M1712.667T13.11","-0.01365931","-0.08319791","-0.27908499"," 0.13908189","-0.15928057"," 0.17222011"," 0.38863117"," 0.02173335"," 0.12498146","-0.49076239","-0.03108048"," 0.09827912"," 0.03279800"," 0.07934055"
"M1722.982T13.11","-0.09719844"," 0.09840317"," 0.03665766"," 0.23612385","-0.56161264"," 0.19082817"," 0.16467028","-0.14388719","-0.15294063","-0.10094364","-0.17079411"," 0.09810778"," 0.15950631"," 0.24307943"
"M1739.666T13.111","-0.31311540"," 0.15809076"," 0.10869678"," 0.07584871","-0.63884035"," 0.09699059"," 0.31471749","-0.41179514","-0.26002879"," 0.10878571"," 0.01124882"," 0.18760149"," 0.26174609"," 0.30005326"
"M1752.656T13.114","-0.08626886"," 0.15959807","-0.14487734"," 0.09881606"," 0.01390943"," 0.04473231","-0.01068204","-0.25704956","-0.17219319"," 0.44380003","-0.20621783"," 0.04408125"," 0.24049885","-0.16814718"
"M1786.658T13.109"," 0.20993382"," 0.04441950","-0.06174044"," 0.05728470"," 0.19666218"," 0.23468855"," 0.14315879","-0.18179110"," 0.06235663","-0.23373368","-0.65334796"," 0.13101027"," 0.02211704"," 0.02898171"
