"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"M267.448T1582.434",0.011062,-0.017936,-0.028973,0.043115,-0.0036114,-0.0056939,-0.01475,0.014312,0.011848,0.011896,0.015476,0.010839,0.0063586,0.022716,0.014792,0.0020058,0.0022333,0.003236
"M616.899T67.433",-0.0044805,0.065653,0.011158,0.0335,-0.014147,0.060706,0.043862,0.016796,0.0016745,-0.0024646,-0.020941,0.032949,0.021454,0.0010548,0.009704,-0.032073,0.036326,0.0038451
"M577.665T1674.316",0.025945,-0.017745,0.022222,-0.013769,-0.022608,-0.0010153,0.010426,-0.0041344,0.0029776,0.0067508,0.010498,0.0069183,0.0099149,0.0058066,-0.020138,0.016831,7.455e-06,0.0032533
"M277.181T1188.389",0.024522,-0.0097006,-0.0095732,0.0095908,-0.0071793,-0.017136,0.012452,0.017078,-0.022439,0.032535,0.004382,-0.0032317,0.0072172,-0.015007,-0.026821,-0.024647,0.0002807,-0.0022469
"M203.083T418.775",0.028693,-0.0026442,-0.0018683,-0.046757,-0.033084,0.016351,-0.015355,-0.013194,0.019943,0.020508,0.018411,0.013466,0.014073,0.021018,0.009096,-0.0087101,-0.0014214,0.0035502
"M341.465T625.973",0.024971,-0.0052805,-0.0004273,-0.027074,-0.0057924,0.02282,-0.042325,0.026708,0.0067846,-0.011226,0.011861,0.015692,0.00020801,-0.0099116,0.011505,-0.011106,-0.0029955,0.003663
"M272.959T67.281",0.015896,0.051309,0.053883,-0.01535,-0.0066918,0.017974,0.0032148,0.013209,-0.0062997,0.020814,-0.02018,-0.0027789,0.00051087,0.0046541,0.0078718,0.0017391,0.01522,-3.1455e-05
"M1110.425T909.936",0.025838,0.0090272,-0.020956,-0.01249,0.024775,0.022438,0.0028341,0.011376,0.0085909,0.0073504,0.00075267,-0.0016814,0.011448,-0.010802,-0.021232,-0.0072556,-0.013934,0.00026736
"M700.328T66.684",0.0071168,0.031565,0.0047405,0.041925,0.016754,-0.019244,-0.0063359,0.0028839,0.0082372,0.01346,0.0070997,-0.0022129,0.0080917,-0.0072627,-0.014655,0.02616,0.0095572,0.0013336
"M381.079T366.313",0.02749,0.017677,-0.0033428,-0.009633,0.013474,-0.018605,-0.030448,-0.0042816,-0.0022761,0.013361,-0.0012349,-0.0074699,0.014628,0.0047597,-0.0031328,0.0058727,-0.0018765,0.0012687
"M280.987T110.997",0.028645,0.0013669,0.016077,-0.0018965,0.0069213,0.018826,-0.00084737,-0.0055683,-0.0053797,0.012812,0.00947,0.002932,-0.0047701,0.0014473,-0.0030304,0.007953,0.0052962,9.8464e-05
"M472.886T66.482",-0.00097666,0.017918,-0.00092615,0.04234,-0.013169,0.023264,0.0054292,0.001871,0.012893,-0.011501,-0.021663,0.0053953,-0.0022976,-0.0031707,-0.0021012,-0.012561,0.017861,0.0029848
"M643.114T87.886",0.017195,-0.031647,-0.0059756,-0.058077,0.056637,0.020154,0.046642,0.0090975,0.046965,-0.013732,-0.010972,-0.0023974,-0.019028,0.021171,-0.0049538,-0.0036482,0.010269,-0.0042742
"M367.058T823.98",0.022397,-0.00025441,0.020345,0.0095334,0.0063682,0.0015843,-0.019062,-0.019345,0.026038,0.021566,0.0066446,0.020436,-0.0012841,0.00097954,0.0013464,0.022134,0.013998,0.0040213
"M601.323T1160.225",0.013396,-0.050399,-0.00018088,0.027969,-0.034517,-0.021908,0.013961,0.0558,-0.042959,0.048546,0.055061,0.010658,0.025665,-0.01399,-0.027036,0.0077327,-0.012608,-0.006399
"M785.11T833.266",0.019937,-0.0075326,-0.0097591,-0.014513,-0.05414,-0.026916,0.032354,-0.05648,0.06281,-0.023112,0.026762,0.10349,0.028661,0.022379,-0.033007,0.016025,0.038775,-0.00098232
"M271.228T1378.369",0.0091232,-0.031781,-0.031344,0.02752,-0.007628,-0.0098522,0.017598,0.001193,0.010683,-0.0018825,-0.0045536,-0.0016132,0.002066,-0.012836,0.0032084,-0.014909,-0.012748,-0.0038666
"M1396.759T982.008",0.016151,0.0049122,0.0086532,0.019991,-0.025158,0.045085,-0.024269,-0.018222,0.034996,0.03507,0.045116,-0.03748,-0.040632,-0.027501,0.007596,0.030516,-0.0020331,0.0059834
"M586.884T67.938",0.0047013,0.010344,-0.022194,0.050376,0.0072393,0.0047735,0.007403,-0.0087896,0.0064133,0.013694,-0.0032691,-0.0093702,0.0011081,-0.021257,0.0013523,-0.017689,-0.016598,0.0044811
"M1162.845T896.125",0.026031,-0.0046213,0.014117,0.0068706,0.010624,-0.01786,-0.0091254,-0.015375,-0.023881,0.013603,0.0016238,0.018475,0.012379,0.0026061,-0.017476,-0.02514,5.8766e-05,-0.0001498
"M575.867T66.858",0.0095401,0.010278,-0.008899,0.041393,0.013509,0.021228,0.023453,-0.0031813,0.0011379,0.011259,0.0042798,-0.0026461,0.010952,0.0076016,0.0048767,-0.015912,-0.012551,0.0048676
"M576.861T67.042",0.006837,-0.010253,-0.02656,0.034056,-0.00091063,0.012292,0.021625,0.00087653,-0.0098774,0.011131,-0.020645,-0.029842,0.012225,0.0022294,0.0010271,-0.0092058,-0.00039654,0.0039571
"M998.816T1403.341",0.021828,-0.013584,0.012631,0.0066911,-0.006928,0.016508,-0.029563,-0.01643,-0.013033,0.011033,-0.01343,-0.0087,0.026462,0.029036,-0.0021689,0.027932,-0.0081367,0.00013748
"M412.846T95.439",0.013482,-0.017338,-0.030828,0.01884,0.015504,0.018941,0.010071,-0.013489,-0.0089908,0.030853,0.024071,-0.0019003,-0.019065,-0.013894,-0.0097048,-0.0088385,0.0044475,-0.0028922
"M1702.305T908.08",0.0078191,-0.016303,-0.015981,-0.0065957,0.016782,-0.051913,0.012722,-0.023601,-0.08117,-0.027438,-0.019577,-0.0051774,0.011145,-0.022528,-0.010093,-0.0044772,0.012229,-0.0025927
"M868.801T68.637",0.01078,0.027525,-0.0045438,0.062223,0.026366,0.014833,-0.0038851,0.0005401,0.01938,-0.0081288,0.012552,-0.0021497,0.0085817,0.00065229,-0.0087335,-0.012009,0.023447,0.0013094
"M338.196T1226.316",0.015377,-0.020407,-0.043022,-0.017737,-0.018267,0.017564,0.0045914,-0.077037,-0.05595,0.10237,0.005289,-0.010493,-0.022928,0.069255,0.020159,-0.0011174,0.050845,0.0023715
"M1131.537T924.362",0.021903,-0.025161,-0.00053791,0.014377,0.010885,0.0066357,0.00049142,-0.013785,0.0095681,0.0082543,-0.0080058,0.022597,-0.0035277,-0.0014158,0.0032158,0.014005,0.0094988,-4.2764e-05
"M755.604T807.443",0.026651,-0.0003947,0.014758,0.010741,-0.01341,0.0087322,-0.01716,-0.029136,-0.012887,-0.010456,0.0086398,0.023293,-0.0113,0.044304,-0.031223,0.018055,-0.0034561,0.00029702
"M1107.431T863.874",0.013393,0.028606,-0.0055177,-0.038717,-0.043459,0.026867,0.049441,-0.0095706,-0.0028531,-0.024714,0.00075161,-0.026942,0.014691,-0.013897,0.0020848,-0.036561,0.019046,-0.0036614
"M1193.356T907.422",0.025017,0.0067369,-0.02661,0.010336,-0.02669,0.084112,-0.06577,0.014808,0.029781,-0.012483,0.01999,0.031323,-0.0038532,-0.00090164,0.0078588,0.0059989,-0.028125,0.00051959
"M487.146T735.656",0.026011,-0.021012,0.007789,0.0012337,-0.023073,0.0061367,-0.00045213,0.045055,2.4673e-05,0.013335,-0.0094899,-0.00035522,-0.0039581,-0.0052104,0.021444,0.021173,-0.019682,0.001878
"M613.315T879.972",0.023097,0.0092184,-0.022397,-0.01766,0.001771,-0.04557,0.001695,0.055935,0.010708,0.0022749,-0.086683,-0.0080936,-0.058167,-0.0064619,0.041919,0.024943,0.014135,0.0054146
"M182.994T112.283",0.029211,0.009099,0.031119,-0.0093558,-0.016559,-0.0011934,-0.0041607,-0.026451,-0.0011594,-0.010827,0.0077674,-0.011468,0.00049311,0.00026329,0.017773,0.0045336,-0.0067403,0.0074753
"M698.83T984.108",0.02139,-0.016834,0.005821,-0.008123,-0.010552,-0.0057039,0.0014141,-0.023632,-0.008655,0.010343,0.0065195,-0.028298,-0.039757,-0.0092576,0.021289,-0.008271,0.010388,0.0037509
"M350.951T91.708",0.009984,-0.029498,-0.030406,0.025907,0.014559,0.01333,0.020119,0.0014532,0.0068132,-0.0096821,-0.0037542,0.0040832,-0.00018201,-0.0044532,0.0018637,0.0029252,-0.0060415,-0.0010963
"M684.885T67.374",0.0096469,0.042621,-0.016561,0.047114,0.01925,0.0062254,-0.00013429,-0.0137,-0.0089464,-0.01087,0.016028,0.0060451,-0.0091943,0.018216,0.035233,0.011201,0.0051872,0.0013341
"M373.167T930.605",0.025647,-0.0067516,-0.00060088,-0.016695,0.021596,0.016662,0.008935,0.0082026,0.019577,0.010066,-0.0013381,0.0096938,0.0027407,0.023648,0.0052471,0.00525,-0.013331,0.0062069
"M391.216T1235.608",0.026053,-0.015135,0.0013965,0.0055723,-0.015243,-0.020459,0.021786,0.00080482,-0.00014724,0.010118,-0.0090935,0.013892,-0.0014234,0.0097608,0.021737,0.036328,0.0018515,-0.0032162
"M340.944T66.846",0.0068269,0.013966,-0.01266,0.044051,0.016147,0.017365,-0.0088911,-0.019313,0.0018674,0.023996,0.0023687,-0.031652,-2.9799e-05,-0.025961,-0.050433,-0.043534,-0.028226,0.0014942
"M365.143T832.741",0.019993,-0.0012583,-0.044768,-0.037662,-0.054654,0.025489,-0.016794,-0.035967,0.039524,0.020158,-0.022468,0.10606,0.039262,0.053405,-0.076954,0.040652,0.063019,-0.0052762
"M303.911T67.938",-0.0019831,0.06799,0.014314,0.040248,0.019499,0.0087252,0.001916,0.034271,-0.028068,0.0093552,0.00039143,-0.00087607,0.023909,-0.0013984,0.02089,0.030788,-0.017297,-0.0041089
"M555.17T790.902",0.023332,0.0043292,-0.0076057,0.012682,0.0098265,-0.0035841,0.002223,0.003034,-0.016233,0.0050731,-0.0039716,-0.010195,0.00066953,0.012237,0.019638,-0.0058394,0.0038353,-0.0011642
"M408.822T1801.685",0.0011177,-0.015489,-0.021259,0.041715,0.031925,-0.015234,-0.0069349,-0.020152,0.0048431,0.019927,0.019391,0.027348,-0.04099,0.049717,0.09815,0.049432,-0.0099957,-0.0015938
"M1084.663T1198.774",0.021363,-0.028435,-0.028855,-0.0023523,-0.063301,-0.071528,-0.011769,-0.0070437,-0.012384,-0.029942,-0.031223,0.00683,0.011018,0.0045963,0.012722,0.0027256,-0.02364,-0.0027351
"M454.144T914.383",0.027163,-0.0097907,0.0022527,-0.012457,-0.019035,0.020029,-0.003913,-0.012548,0.01091,-0.0061634,-0.0086323,0.0085991,0.00045256,0.028855,0.018423,-0.00070481,-0.0036645,0.002902
"M886.794T67.143",0.00040213,0.049017,-0.0083375,0.021023,-0.013093,0.053261,0.04571,-0.014072,-0.0014791,-0.020947,-0.031608,0.0089116,0.0051192,-0.0058463,0.01791,-0.019386,0.018885,0.010244
"M526.316T1188.04",0.021878,-0.014634,0.009554,0.010543,0.00075719,-0.0053812,0.01309,0.010632,-0.02583,0.026444,0.041488,0.011004,-0.0027277,0.0035835,-0.021379,-0.025687,-0.0052337,0.0031762
"M631.877T67.938",0.011106,0.034096,-0.01338,0.052232,0.0069261,0.002971,0.0006722,-0.0097526,-0.0017244,0.001327,0.0058006,0.0093453,0.00094982,-0.016337,-0.006584,-0.020375,-0.036394,0.0041662
"M1192.357T906.767",0.027134,0.025965,-0.015001,-0.0097848,-0.024319,0.017998,-0.022319,0.0058096,-0.0041791,-0.0004657,-0.00081934,0.011696,-0.0088957,-0.0024407,-0.0011354,-0.0028472,0.0017549,0.00028293
"M455.927T66.684",0.00037287,0.039706,-0.0050026,0.044359,0.032344,-0.0061153,-0.027303,-0.0045037,0.022005,-0.0076814,0.0032715,-0.004437,0.030701,0.0049777,-0.0051428,0.0055179,-0.0025155,0.0014102
"M429.211T843.933",0.02432,0.0052461,0.0056729,-0.00086713,0.0020319,0.012475,-0.0021974,0.027327,-0.01508,-0.0032977,-0.0048257,0.011771,-0.0032433,-0.0020946,0.028852,-0.031865,-0.027894,-0.00079535
"M562.511T1245.744",0.025365,-0.011258,-0.019925,-0.01986,0.01728,-0.013582,0.0086707,0.011197,-0.0083575,0.025442,-0.018293,0.016816,-0.012405,-0.0098284,0.023139,-0.051617,0.0015996,-0.0030656
"M1009.386T967.414",0.024572,0.0097275,-0.030348,-0.01612,0.011091,-0.036436,-0.0035496,-0.0041869,0.0070782,-0.011479,0.010962,0.026924,-0.026339,-0.019564,0.069371,0.017882,-0.018351,-0.0026816
"M542.861T66.722",0.0062135,0.0044835,-0.015709,0.03426,-0.0006881,0.0091764,0.01077,0.0011969,0.0021869,0.014646,0.0084467,-0.058001,-0.011882,0.0071154,-0.038266,-0.016806,0.013617,0.0013321
"M431.497T89.496",0.023416,-0.032446,0.036903,-0.0043985,0.014657,0.025718,0.0083018,-0.016017,-0.014242,-0.0073801,-0.012819,0.011176,-0.021657,-0.0086962,-0.013986,0.014921,-0.0098051,-0.0028663
"M357.108T784.337",0.024517,0.0047971,0.0077696,-0.00094145,-0.004773,-0.0025899,0.0088282,0.0050483,0.016114,-0.013129,0.01304,0.0021216,0.006274,0.008566,0.0026152,0.0023812,0.017022,-0.0026005
"M349.072T1165.294",0.01128,-0.03418,-0.018546,0.034911,-0.010911,-0.0017637,0.006609,0.016427,0.0016708,0.0077755,-0.045245,-0.008074,-0.013944,-0.021071,-0.0090438,0.025154,0.0056337,0.00087539
"M327.643T975.837",0.021795,-0.021755,-0.0014137,-0.0011248,-0.027009,-0.012051,-0.024154,0.0048218,0.0072881,0.0011761,-0.038359,-0.0077457,0.036728,0.032006,0.0065123,0.0089694,-0.0095689,0.0044037
"M527.309T1189.176",0.027677,-0.0039799,0.019679,-0.0084889,-0.0085421,0.0005079,-0.0077441,-0.0038483,-0.011093,0.0010721,0.010725,-0.0076158,0.012411,0.0031519,-0.00098665,-0.0063073,-0.0046805,0.00021176
"M1103.384T928.554",0.02731,0.0080696,-0.010379,-0.0095928,0.0036448,0.011768,0.0032742,-0.0077226,-0.010083,-0.016223,-0.0050902,0.0009773,0.007874,-0.0048071,0.012289,-0.0063351,0.0039439,0.0011641
"M1222.302T834.324",0.014667,0.0010977,-5.2694e-05,-0.026132,-0.044603,0.010146,0.0029072,-0.074986,0.059565,-0.053366,0.06471,-0.0014439,-0.031044,-0.073059,-0.010892,0.027216,-0.00047235,-0.0025672
"M809.838T69.273",-0.0056376,0.038693,0.012334,0.0056854,-0.052145,0.054824,0.057572,0.0088219,0.011286,0.020145,-0.02408,-0.010884,-0.02594,-0.032554,0.011654,-0.019162,-0.04525,1.8701e-05
"M683.887T67.591",-0.0037879,0.063443,0.0020347,0.025012,-0.016074,0.032542,0.014068,0.0023669,-0.014907,-0.0043149,-0.022738,0.026843,0.0094914,0.024874,0.011426,0.004265,0.019567,0.0015891
"M553.164T782.325",0.02387,0.009102,0.017967,-0.0052285,-0.0021717,0.0052217,0.01824,-0.0051538,0.028546,-0.029991,0.012124,-0.0033753,0.01151,0.022053,-0.0037308,0.013322,0.02941,-0.00094882
"M1013.416T975.546",0.021779,-0.0031154,-0.036416,-0.0026879,-0.037129,-0.018054,-0.046159,0.012423,0.013364,0.0091574,-0.090823,0.023744,0.041649,0.077753,-0.02276,0.020063,0.019982,0.00062439
"M644.846T66.885",0.0069087,0.00055851,-0.023384,0.032664,-0.007813,0.014228,0.016325,-0.0063657,-0.006934,-0.017842,-0.021755,-0.015533,0.022441,0.0086121,0.012325,-0.00032968,0.00071724,-0.001616
"M521.022T764.729",0.026864,-0.0073451,0.026978,-0.0008534,-0.015207,0.0010544,0.0025005,-0.013679,-0.0055954,0.0051116,0.010801,0.012592,0.004552,0.014131,0.0016838,-0.0098754,0.0041029,-0.0012791
"M559.276T958.275",0.019973,-0.0043635,-0.014764,0.0051269,-0.010147,0.010187,-0.004616,0.00052868,0.0060984,-0.017408,-0.016449,-0.0055523,-0.0084064,0.00085373,0.0035827,0.010992,-0.0067578,0.0032025
"M383.156T805.681",0.019533,-0.010517,-0.0062923,0.017498,0.012651,0.031502,0.014056,-0.012375,0.029419,0.021004,-0.015965,0.016775,0.003777,0.0027493,-0.033377,-0.019337,0.036066,-0.00031713
"M943.39T965.159",0.03064,0.019217,-0.019049,-0.0083342,0.007827,0.0025417,0.0033464,-0.00353,-0.0019443,-0.0042657,0.012985,0.0070296,-0.014133,-0.0065042,0.048175,-0.004758,0.019494,-0.00037439
"M613.983T886.617",0.022048,-0.014446,-0.0065657,-0.0030976,-0.012923,-0.012488,0.00087145,-0.012147,0.0041664,-0.019458,0.026321,0.022441,0.020668,0.00038034,0.0057687,-0.01903,-0.01941,0.0018993
"M570.147T892.591",0.0241,-1.6552e-05,-0.0064116,0.010239,-0.01381,-0.006104,-0.00078972,-0.019057,-0.0083449,-0.003373,-0.0018036,0.00071696,-0.028071,-0.011577,-0.011223,0.022903,0.0082203,-0.0014119
"M349.02T88.804",0.014289,-0.038724,-0.014891,-0.027371,0.06658,0.044866,0.043013,0.042162,-0.023439,-0.017941,-0.0032865,-0.011716,-0.020208,0.021062,-0.027399,0.022203,0.012567,0.00041455
"M173.008T106.871",0.016211,-0.017808,-0.02668,0.025947,0.016164,0.010607,-0.0030217,0.00022871,-0.012442,-0.0094189,-0.0020446,0.0032375,-0.0041963,-0.0041904,0.01289,-0.0077697,0.018049,-0.0043535
"M693.333T1246.11",0.013339,-0.030332,-0.022784,0.012958,-0.026599,-0.027005,0.01945,0.019986,0.0074802,0.0089944,0.014468,0.026074,0.038756,0.0094227,0.013998,0.0051322,0.0075013,0.00087372
"M737.363T997.317",0.029741,-0.011513,0.037938,-0.017542,-0.03898,0.0082483,0.021549,0.014366,-0.038865,-0.014563,0.0092946,0.000972,0.0049162,-0.023971,-0.022455,0.010378,-0.013431,-0.0045407
"M653.091T90.81",0.020662,-0.011448,-0.012678,0.0063543,0.018006,0.013101,0.0055331,-0.0081916,-0.024418,-0.0049511,-0.0080627,-0.0005684,0.021774,0.020069,0.0075057,0.00026931,-0.0035197,0.0028305
"M1167.533T908.078",0.020404,-0.0052357,0.0080934,-0.030568,-0.0086482,-0.00081598,0.015113,-0.023823,-0.064177,-0.0072133,-0.036369,-0.048307,0.070669,0.0025578,0.051263,-0.021296,0.019907,-0.0018975
"M377.496T89.073",0.017665,-0.019203,-0.0072042,-0.039349,0.078672,0.056948,0.045131,-0.0058873,-0.0057028,0.012087,-0.010475,0.00085681,0.0094557,0.010006,-0.0014536,0.00072387,-0.0011795,-0.001677
"M429.486T320.767",0.024941,-0.00019439,0.0082866,0.0071668,0.0078692,0.002046,0.0034244,0.005357,-0.010342,0.008482,-0.001661,-0.0024516,0.015207,-0.013603,-0.010644,0.011784,0.010298,0.0013799
"M693.17T791.92",0.018494,0.013728,-0.050281,-0.00073449,-5.215e-05,-0.026464,0.0071247,0.0040338,-0.01667,-0.022943,-0.0080205,-0.005545,0.0072324,-0.01572,0.023909,-0.00010782,-0.016637,-0.00041563
"M433.376T793.769",0.024568,0.026787,-0.044035,0.010118,-0.0005303,-0.019578,0.013023,0.0063961,-0.010687,0.016796,0.010987,-0.010146,0.007317,-0.013445,-0.0021645,-0.025031,0.0054289,0.0014125
"M1396.865T985.147",0.018942,-0.017373,0.0072228,0.010417,-0.026324,0.032257,-0.013268,-0.01471,-0.0080302,0.031728,0.035239,-0.026003,-0.042231,-0.029976,-0.040049,0.029329,-0.0085715,-0.0058064
"M575.196T930.136",0.028762,0.0016179,0.018724,-0.012212,0.0063459,0.011325,-0.003653,0.001402,0.017632,0.013081,-0.0099318,0.01888,-0.0020775,0.0022362,0.020507,0.0089584,-0.0039583,-0.0032361
"M760.823T66.885",-0.014039,0.063168,0.013229,0.012344,0.013599,-0.00045626,-0.0067798,0.019406,-0.0081509,0.0098128,-0.023464,-0.010461,0.047642,0.015015,-0.01633,0.0043927,0.017269,0.0014352
"M747.152T89.636",0.021192,-0.012752,-0.015644,0.0121,0.0085042,0.0046908,0.0095177,-0.002666,0.0012184,0.017179,-0.00013161,-0.008526,-0.0061489,-0.0017213,-0.022377,0.0054917,0.0020401,0.0023477
"M450.796T96.244",0.0057571,-0.019418,-0.026532,-0.0022636,-0.013283,0.032462,-0.062677,0.001979,-0.0082041,-0.051103,0.039595,0.092964,0.010126,-0.067059,0.01119,-0.17608,0.074233,0.0085035
"M277.145T1387.445",0.012924,-0.026033,-0.020239,0.036079,-0.0020094,0.012568,0.00038919,0.040085,-0.030214,0.026831,0.021836,0.011462,0.0037978,-0.018369,-0.010628,0.0026493,-0.0065853,0.00042318
"M469.095T760.602",0.029534,0.023019,0.016492,-0.0052055,-0.0015695,0.00067651,-0.010119,-0.0020696,0.00093079,-0.0026179,0.013633,-0.0019588,0.012929,-0.00086897,0.019266,0.012793,-0.022961,-0.0019683
"M478.284T1182.278",0.019092,-0.015653,0.026887,0.0023235,-0.045741,-0.0026565,-0.015348,-0.0066375,-0.0033148,-0.026244,-0.016873,-0.019981,0.056547,-0.031121,0.0023542,0.043095,0.017819,0.00012177
"M937.334T882.127",0.024195,0.00082386,-0.02346,-0.025607,-0.0069683,-0.0035306,0.023148,-0.0050084,0.0048249,-0.020967,0.00049519,0.012008,-0.0019064,-0.015714,0.0055619,-0.01864,-0.011434,0.0017537
"M728.269T963.544",0.024998,0.022757,-0.048778,-0.0093733,-0.0024304,-0.016912,-0.0010839,-0.0039375,0.02244,0.0115,0.017535,0.0054286,-0.035253,-0.013736,0.033052,0.0092237,-0.0073712,0.0016996
"M723.784T1121.279",0.020749,-0.010238,-0.012654,0.014929,-0.021193,0.028721,0.017624,-0.0097256,-0.023303,-0.019473,0.0041358,0.0041853,-0.009463,-0.025391,-0.0017202,-0.014025,-0.035961,-0.0021272
"M507.891T66.852",-0.0057036,0.04149,0.018056,0.044118,0.028951,0.0071411,-0.019123,-0.0019297,0.019888,-4.4008e-05,-0.0067676,0.0091553,0.020345,0.0010085,-0.0054571,-0.014432,0.00036613,0.0015492
"M656.58T941.504",0.024494,-0.0049078,0.0084505,0.0074507,0.013687,-0.010705,-0.018688,0.019224,-0.018931,-0.001876,0.026607,0.0054452,0.0014828,0.012717,0.01578,-0.031194,-0.026336,-0.00080985
"M194.055T920.109",0.011996,-0.024912,-0.028725,-0.027993,-0.0067519,-0.043866,0.00018145,0.026754,0.023557,-0.049285,-0.03044,0.010467,0.014508,0.11611,0.0012315,0.033978,0.042748,-0.00020132
"M241.013T89.266",0.014931,-0.028169,-0.023522,-0.034222,0.055965,0.03859,0.020702,0.013087,-0.010588,-0.019606,-0.0058524,0.023892,-0.024208,-0.0097574,-0.011307,0.0045559,-0.014273,-0.0017562
"M504.906T66.788",-0.0067505,0.061327,0.0099357,0.033304,0.031982,-0.001823,-0.015698,0.0171,0.019849,0.0010996,-0.0055577,0.019738,0.020289,-0.0059651,-0.03951,-0.01733,0.012082,0.0054445
"M433.122T384.02",0.0094629,-0.025316,-0.063167,-0.04266,-0.037744,-0.0066751,-0.0083135,0.010118,0.024298,0.057965,-0.063134,-0.010919,0.019593,0.057453,0.049944,0.036103,-0.0080836,0.0026128
"M381.071T774.821",0.012588,-0.018891,-0.037764,-0.035206,-0.029407,0.032364,-0.0012909,0.050903,-0.05588,0.029482,0.011085,0.011115,-0.00023621,-0.023032,-0.040179,-0.11152,0.054912,0.0050478
"M951.343T881.927",0.025239,0.030178,-0.012042,-0.017528,0.021896,0.010539,0.01286,-0.018262,-0.020316,-0.014839,-0.0097013,-0.015066,-0.0080331,-0.023544,-0.00026394,0.02301,0.017359,-0.0022515
"M343.139T875.835",0.023578,-0.0095697,0.0091869,0.024556,-0.025813,0.017514,-0.0052587,-0.066834,0.0077966,-0.0036873,0.010644,0.00013273,0.014693,0.035318,0.025942,0.027122,-0.027383,-0.0018829
"M687.004T87.737",0.013128,-0.048136,-0.00022977,-0.031661,0.059185,0.029504,0.038202,0.013013,-6.1435e-05,0.034886,-0.00763,-0.0061747,0.0097263,-0.00022101,-0.0078632,0.0027615,0.0016105,-0.00065782
"M453.14T913.155",0.032256,-0.00488,0.020577,-0.02042,0.0022058,-0.00032158,-0.0064409,-0.0084479,-0.010043,-0.012397,-0.022098,0.012366,0.014587,0.013298,0.027242,-0.0039811,0.010643,0.0034
"M706.319T1147.92",0.021494,-0.034267,0.01614,-0.00014843,-0.056047,-0.0045091,-0.012104,0.026209,-0.0032501,-0.023399,0.031865,0.029636,0.015071,-0.033926,0.012778,-0.0065427,0.013891,0.0027848
"M873.568T937.856",0.030218,0.022079,-0.029056,-0.011301,0.00025782,-0.014442,0.017278,0.024801,-0.0014242,-0.026986,0.035433,-0.010907,-0.024046,0.025617,0.0031123,0.0036458,0.0037702,0.001302
"M377.58T89.42",0.019311,-0.021976,-0.014692,-0.041801,0.037405,0.034036,0.011054,0.013706,0.018144,0.002949,-0.0040777,0.017548,-0.0092365,-0.0056433,0.0018266,-0.0039531,0.0048049,-0.0013022
"M401.027T415.826",0.014517,-0.017633,-0.047261,-0.029615,-0.025911,0.01076,-0.0013613,-0.019536,0.03336,0.021803,0.013734,0.0014147,0.018531,0.018682,0.0083653,-0.028209,0.0033644,0.0018029
"M443.116T681.368",0.025393,0.008756,-0.0093206,0.0025399,0.021782,0.013502,-0.041191,0.026521,-0.013835,-0.019353,0.01019,0.06087,-0.00509,-0.022636,0.017615,0.0059715,-0.0063702,0.0037529
"M669.068T89.15",0.023237,-0.014551,0.0095077,-0.014424,0.019638,0.02134,0.007239,-0.0065308,0.011935,0.0010827,-0.01032,0.015943,-0.0059461,-0.010042,-0.0021477,-0.015858,0.0032597,0.0028006
"M715.392T322.783",0.020603,0.0058675,-0.010133,0.0057477,0.003686,-0.0017779,0.007087,-0.043676,-0.041823,0.010466,0.022112,-0.0029973,-0.031449,-0.0079543,-0.040011,-0.035713,0.061356,0.00090568
"M245.094T862.962",0.022536,0.018718,-0.00062982,-0.0057471,-0.010462,0.025801,-0.016457,0.041697,-0.019243,-0.018012,0.00080041,0.02387,0.039517,-0.032286,0.0056394,0.021547,-0.035893,-0.0041369
"M880.534T1198.774",0.018556,-0.032003,0.0090594,0.024511,-0.018091,-0.00019748,0.0091551,-0.012604,-0.013267,0.00061183,-0.020915,0.011074,0.028637,0.017066,-0.010082,-0.024603,-0.022182,-0.0005623
"M665.182T815.828",0.02704,0.007613,0.0081668,-0.0064206,0.0027389,0.0006554,-0.021041,-0.011837,-0.0059694,0.002641,-0.0052728,-0.0079415,0.010138,0.0073283,-0.016178,-0.011173,0.0023101,-0.00013743
"M447.959T106.92",0.028105,0.0060761,0.021806,-0.0089587,0.013746,0.022587,-0.00037907,-0.015556,-0.010453,0.018052,-6.057e-05,0.0035357,-0.0023542,0.0013536,-0.014618,-0.0045348,-0.0084647,-0.00016594
"M701.131T783.655",0.016884,0.018258,-0.032243,0.018684,-0.0088853,0.028517,0.010727,0.0020322,0.043468,-0.048623,0.037252,-0.023063,-0.026524,0.024386,0.0013099,-0.012807,0.031659,0.0049019
"M1296.901T900.549",0.022166,0.014691,0.013525,0.011266,-0.018156,0.036377,-0.020756,-0.024855,-0.01643,-0.00086872,-0.0029848,-0.020918,-0.01365,-0.016415,-0.013202,0.00072207,-0.011035,-0.0044393
"M1005.407T928.554",0.025648,0.011314,-0.013327,-0.021001,-0.014849,-0.0053584,0.03208,-0.0067461,-0.029229,-0.015916,-0.0042524,-0.009059,0.0098608,0.044404,0.037256,0.019078,-0.0037251,-0.0051871
"M499.04T88.414",0.018794,-0.0014344,-0.028,0.0088335,-0.030651,-0.012869,0.00085453,-1.8462e-05,0.032268,0.041084,0.018851,-0.019698,-0.023931,-0.011812,-0.016553,-0.011183,0.0078682,0.00074126
