"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"M1162.522T896.44",0.027041,0.0024003,0.0072125,0.0021665,-0.0057924,-0.009686,0.010378,-0.02268,-0.033018,-0.0072113,-0.0077693,-0.00098225,0.00024287,-0.00095955,0.0039634,-0.00941,0.016053,-0.002464
"M345.577T605.404",0.023552,0.0096608,-0.0068816,0.0029576,-0.018177,-0.021802,0.0098927,-0.004938,0.017826,0.0076711,0.024082,0.014237,-0.015113,0.015257,0.004921,-0.013355,-0.0025827,0.00015366
"M379.565T877.71",0.017153,-0.0067014,-0.047631,-0.044023,-0.05286,0.050487,-0.079967,-0.023483,-0.015722,-0.050379,0.0078882,-0.0034031,-0.024488,-0.021573,-0.056526,0.0038296,-0.034264,-0.0055581
"M1032.753T1226.13",0.02763,-0.00099628,0.024732,-0.0017031,0.00094408,0.010447,-0.0028019,0.0061598,-0.0057606,0.0096275,0.0058496,0.010139,0.023622,0.016367,-0.016666,0.0094141,0.0011044,0.0019059
"M477.061T615.621",0.023723,-0.0032576,0.001183,-0.037801,-0.0068939,0.022302,-0.035259,0.0053977,0.0063979,-0.014624,0.0074832,0.0056823,0.020328,0.010206,0.013264,-0.0089649,-0.02021,-0.00096973
"M608.173T786.435",0.023653,-0.0024215,0.012367,0.0021641,-0.002801,-0.0035525,0.0011035,-0.022658,-0.022028,-0.0020803,0.010167,-0.00074713,-0.018238,0.0016831,0.0046713,0.0023642,-0.017533,-0.0005583
"M433.038T831.69",0.022456,0.0027702,-0.053425,-0.070334,-0.0072283,0.07834,-0.032349,-0.00095271,0.014664,0.011855,0.015298,0.0080722,-0.027821,-0.019686,-0.011302,0.015869,0.002932,0.0095698
"M349.056T728.324",0.018895,0.0090132,-0.024215,-0.034417,-0.013871,0.0039919,-0.0062908,0.0099293,-0.012366,-0.0057786,-0.031403,0.010661,-0.032896,-0.00046619,-0.013504,0.0029269,-0.0014806,-0.0014238
"M391.065T766.545",0.026928,-0.0033836,0.019928,-0.0026421,-0.020701,-0.0018626,0.0035193,-0.023036,0.0016432,-0.0098613,0.0088977,0.0027567,0.018799,0.012898,0.0027169,-0.023134,0.0069309,0.0030211
"M861.166T878.352",0.02425,0.027562,-0.026878,-0.0031324,0.059443,-0.011893,-0.011254,-0.028131,-0.053744,-0.027037,-0.015837,-0.02492,-0.0047534,-0.019604,0.0046111,-0.047364,0.0015436,0.0018297
"M575.895T1049.681",0.027218,0.0021164,0.023301,-0.0077001,0.00096616,0.037026,0.012717,-0.031954,0.014439,0.036144,0.019333,0.0014428,-0.0192,-0.0036899,-0.020423,0.0068799,0.0053739,0.00031056
"M531.009T876.272",0.011623,-0.011758,-0.06058,-0.053409,-0.020809,0.032829,-0.013415,-0.015902,0.047086,0.00064372,0.0062463,-0.014791,-0.047591,-0.012256,-0.011935,-0.036233,-0.038632,0.003791
"M469.171T990.382",0.021083,-0.0028065,-0.0022843,0.009413,-0.015607,-0.0020909,0.01425,0.016562,-0.014137,0.015234,0.0054077,-0.00043172,0.0087096,-0.015687,0.0056148,-0.021815,0.01219,0.0035984
"M723.112T851.461",0.025035,0.019052,-0.028168,-0.011563,-0.0042391,-0.022787,0.023703,-0.033764,-0.032158,-0.019618,-0.0075229,-0.0015787,0.0016522,-0.0087481,0.0012067,0.0087078,-0.011371,-0.0029574
"M409.045T138.763",0.020536,-0.01494,-0.005631,0.013344,-0.005577,-0.01084,0.0096281,-0.012037,0.0046848,-0.01773,0.01438,0.00058662,0.0016651,-0.0061746,0.010355,-0.023858,-0.015618,0.0028755
"M395.189T761.387",0.024189,0.00089068,0.0054744,0.010764,0.0085649,-0.0044435,0.00044651,-0.012554,0.011345,-0.0090444,-0.00045372,-0.0051299,-0.022945,0.0074904,0.017249,0.0074369,0.0063703,0.0005037
"M551.147T89.35",0.019583,-0.027634,0.0030147,0.037932,0.0063432,-0.0041696,0.010202,-0.0027573,-0.033918,-0.036756,0.013783,0.0035354,-0.0068006,-0.019103,0.030298,-0.0031285,-0.015659,0.0059896
"M343.871T91.064",0.01661,-0.029984,0.025404,0.037354,0.00067626,0.0074925,-0.0010441,-0.0034581,-0.012396,-0.020816,-0.00088995,0.025027,0.016825,0.0098332,0.017126,-0.0096635,-0.014067,0.0012145
"M306.936T1813.234",0.0047528,-0.02266,-0.03403,0.04009,0.01151,0.0046481,0.0046171,-0.010872,0.00889,0.0011736,-0.010335,0.018951,-0.0029752,0.0023461,0.010024,-0.0012039,0.0070374,0.001684
"M597.186T793.686",0.024217,0.014638,0.012758,-0.0060302,0.00039268,-0.0031715,-0.028627,-0.010346,0.011314,0.018588,-0.012176,-0.0095776,-0.007466,-0.0018393,-0.01231,-0.0091252,0.013261,-0.00075952
"M272.216T1223.783",0.0089119,-0.020172,-0.030443,-0.0035326,0.0034116,0.0042713,-0.022289,0.022772,-0.097928,0.012753,-0.032059,-0.033658,-0.071552,0.0099478,0.033657,0.0026739,0.048363,-0.0043158
"M607.169T776.722",0.024329,-0.0029614,0.02035,-0.0046846,-0.0021699,-0.0067892,-0.0057582,-0.025239,-0.042529,-0.0026493,-0.0025478,-0.0049054,-0.0035804,0.0057849,0.00098613,0.0058239,-0.0061667,-0.0076092
"M472.781T96.335",0.011766,-0.022759,-0.025098,0.017833,0.024136,0.01508,0.013309,-0.01271,0.0058217,0.015235,0.015729,-0.0040047,-0.010801,0.0087076,0.025239,-0.0096925,0.012501,0.0041501
"M559.728T1193.65",0.021266,-0.0024658,-0.010556,0.022275,-0.012901,0.015074,0.017255,0.011102,-0.04375,0.024815,0.018641,-0.026245,0.015641,0.034569,0.002664,0.020476,-0.022068,-0.001812
"M492.116T194.278",0.024309,0.015138,-0.0068352,0.0077778,0.016054,0.00090815,0.0044316,-0.013798,0.0041017,0.0058403,0.0058982,-0.0027028,0.0016277,0.00094943,0.012884,-0.0026395,-0.0021746,0.00076325
"M763.121T89.636",0.023599,-0.01154,0.012983,-0.0058701,0.0010845,0.0084936,0.006764,-0.0095333,0.030236,-0.0071644,-0.014147,0.004181,-0.011652,-0.0018927,0.013918,-0.0056195,-0.0031873,-1.3723e-05
"M335.137T198.47",0.027246,0.0092147,0.016947,-0.0038115,-0.0017571,0.013733,0.0032027,0.0036276,-0.0059338,0.0045824,-0.0024463,-0.0023159,0.0094205,0.0046266,0.0034694,0.0014666,-0.0063966,-0.00020043
"M570.167T894.567",0.026219,0.001446,0.0029271,0.010436,0.0045338,-0.016754,-0.0049737,-0.018332,-0.0084043,-0.0057625,7.7003e-05,-0.0033228,0.010304,0.0031527,-0.013143,0.0088738,-0.025474,0.0014115
"M577.892T1677.528",0.022079,-0.029178,0.013416,-0.00092867,-0.0206,-0.010491,0.0040318,0.0023092,0.012273,0.0080712,0.011282,0.025481,0.023188,-0.010166,-0.003715,-0.00027645,-0.0037571,-0.00051127
"M661.226T856.483",0.023564,0.02649,-0.0054745,-0.015611,-0.012308,-0.010828,0.034468,0.010054,-0.015827,0.024083,-0.013549,-0.012713,-0.025059,0.018712,0.026551,0.013,-0.013258,0.00035953
"M593.709T851.665",0.026078,-0.0080126,0.015106,0.00023148,0.00897,0.0073036,0.0035954,-0.040829,-0.0162,-0.018873,-0.012287,0.0066881,0.0031261,-0.011249,-0.0042044,-0.0035684,0.020723,0.00043495
"M239.129T1031.518",0.024226,-0.018434,0.0039123,0.0012773,-0.0036537,0.029042,0.0018451,0.0050917,0.031824,0.0081812,-0.0065817,-0.049781,0.0054638,0.007092,0.017061,-0.013119,0.0050668,0.0055015
"M431.506T794.717",0.027217,0.00095021,0.011568,-0.0044645,0.00019691,0.019742,0.0046036,-0.011624,-0.015539,0.022724,0.0008216,0.00090344,0.010034,0.024203,-0.00052148,-0.0049413,0.024932,-0.0029746
"M751.34T927.282",0.026153,-0.0094109,-0.0024502,0.011779,-0.021294,0.007567,-0.0011435,0.028645,-0.0042021,-0.028965,-0.019417,-0.016514,-0.0039411,0.0064053,-0.0012262,-0.014265,0.014329,0.0014689
"M561.651T1179.172",0.015923,0.033827,-0.013221,0.0077577,0.053767,-0.055345,0.0062941,-0.057845,0.004661,0.028274,-0.010835,0.078146,0.058937,0.028173,-0.061568,-0.11849,0.034067,-0.0073011
"M619.104T906.909",0.022227,0.016062,-0.0087425,-0.001857,-0.027831,0.038973,-0.012346,0.00096039,-0.007597,0.011547,-0.019332,-0.002793,-0.011467,0.008261,-0.0090538,-0.0042565,0.019703,-0.0012511
"M433.624T805.348",0.019581,0.0042186,-0.014757,0.016396,0.030134,0.015047,-0.0074751,-0.014663,-0.0050515,0.013275,-0.02561,0.00063073,-0.012286,0.010943,0.021572,-0.0043914,0.020079,0.0026121
"M727.414T1292.189",0.025377,0.0004006,0.035065,-0.0066153,0.008609,-0.015487,-0.014791,0.0020888,0.0091118,0.0087484,0.0063966,0.0052587,0.021857,-0.0022855,0.003145,-0.0030101,-0.0098818,-0.00065071
"M465.141T849.089",0.026823,0.017187,0.018747,0.0061837,0.023229,0.012265,-0.018991,-0.024905,-0.018455,-0.003048,0.004508,-0.010239,0.0091977,0.0096132,-0.012943,0.010545,-0.0047632,-0.0028017
"M954.676T1175.377",0.014585,-0.022478,-0.0045542,-0.010366,-0.08022,-0.034581,-0.0048793,-0.03106,0.03113,0.020008,-0.047658,0.070057,-0.027296,0.034269,-0.053277,-0.044822,-0.022671,0.0030843
"M471.117T721.976",0.013425,0.014512,-0.042949,0.0049473,-0.00046568,-0.02439,-0.022583,-0.025493,-0.030772,0.00013901,0.024029,0.018464,-0.037527,0.030129,0.079682,0.095431,-0.05427,-0.0016231
"M673.081T89.605",0.020473,-0.034363,0.014426,-0.0046303,0.021183,0.014884,0.0071747,0.015724,0.0030281,-0.0030176,0.0028656,0.0022078,-0.00089774,-0.0069785,0.030273,0.0053679,0.0080865,-0.00025762
"M367.247T1305.804",0.0038222,-0.020531,-0.02167,0.017609,0.024657,0.0062829,-0.034265,-0.027387,-0.039273,0.00078877,0.025089,-0.0044682,-0.082663,0.0091164,-0.10217,0.048607,-0.0079601,-0.0078839
"M465.104T862.717",0.022099,0.02935,-0.0058583,0.003215,0.0034556,0.0098997,0.016472,0.015573,-0.010895,-0.033167,-0.038203,0.0018846,0.039194,-0.010292,-0.016532,0.015591,-0.0059106,-0.0041493
"M415.167T872.593",0.029912,0.014061,0.011153,0.006988,0.0028507,-0.017478,0.017498,-0.0053417,0.013359,0.010629,0.02244,-0.010311,-0.017107,0.0069473,0.037308,0.0047699,-0.038745,-0.0015017
"M676.835T65.732",0.0072044,-0.010031,-0.027139,0.039711,-0.026148,0.009267,0.02422,0.0082751,-0.0056187,0.014196,-0.012171,-0.028715,-0.014039,-0.0035849,-1.9016e-05,0.0018174,0.0083819,0.00030646
"M351.13T801.057",0.029152,0.013875,0.0090674,-0.0098129,-0.0015825,-0.0094542,-0.019245,-0.0034364,-0.0068412,-0.017624,-0.025391,-0.016792,0.00057592,-0.014874,-0.0043857,-0.013775,0.0091754,-0.0013983
"M615.901T66.977",-0.0067625,0.063888,0.0266,0.031345,-0.0052929,0.043564,0.024473,-0.0094488,-0.0017497,-0.0080214,-0.015979,0.031075,0.00033819,-0.00011164,0.010627,-0.0011367,0.02357,-0.00029628
"M1192.953T904.029",0.022753,0.011429,-0.017371,0.0035812,-0.013097,0.032819,0.0045071,0.0013604,0.012748,0.0067775,-0.033257,-0.0043695,-0.0061063,0.017708,0.0031772,-0.000174,0.024532,0.0034989
"M361.323T326.759",0.026276,-0.0097096,0.016478,-0.011564,-0.021147,-0.011031,-0.0081362,-0.008749,-0.0093012,0.013894,-0.009911,-0.012045,-0.0076534,0.014564,0.05647,0.018103,-0.058774,-0.00097466
"M661.142T919.275",0.019546,0.016092,-0.044229,-0.02446,-0.050358,0.065715,-0.055894,0.015917,-0.012168,-0.015121,0.010919,0.012862,-0.021613,0.012741,0.022405,-0.012707,0.0023267,-0.0021852
"M1129.063T893.528",0.025063,0.0037249,-0.034018,0.038562,-0.022371,0.004566,-0.018687,0.035925,0.0052789,0.065071,0.050324,-0.032271,-0.035364,0.033733,-0.011852,0.0090381,0.024032,0.0011938
"M610.812T69.546",0.0036843,-0.014733,-0.019057,0.026785,-0.022407,-0.003197,0.010787,-0.00048203,-0.0086295,0.017591,-0.012953,-0.048954,0.025537,-0.011237,-0.017663,0.012478,0.010273,-0.0011735
"M445.135T747.805",0.026041,0.0061855,0.018873,0.0040451,0.0001533,0.0076942,0.00051699,-0.010725,-0.019274,-0.02005,0.0063475,-0.0073101,-0.01573,0.0034766,-0.0179,-0.013773,-0.021819,-0.0049789
"M873.334T1049.155",0.022544,0.02207,-0.033965,-0.019532,0.058161,0.0016876,-0.020509,0.0063292,-0.0069179,0.011073,-0.029936,-0.0099695,0.039892,-0.023458,-0.022566,-0.022348,0.052423,0.0040996
"M271.07T418.897",0.02608,-0.0042711,-0.018522,-0.04042,-0.032157,0.013863,-0.012294,-0.0067508,0.034219,0.0093054,0.027242,0.0021801,0.012352,0.033119,0.014205,-0.015772,0.012754,0.00020876
"M649.307T1120.24",0.023325,-0.011656,-0.0033409,0.0082298,-0.015266,-0.0064072,0.0065801,-0.0016743,-0.0088872,-0.0054876,0.0042102,-0.0021915,0.0051184,-0.0017669,0.0029791,-0.00635,0.0013978,0.0010829
"M1395.893T980.489",0.028446,0.019259,-0.031096,-0.019182,0.0013979,-0.019354,-0.0014476,-0.015483,-0.010016,-0.029444,0.023566,-0.0059289,-0.060798,0.0081555,0.012207,0.0083874,-0.011099,0.0022401
"M409.075T617.585",0.022134,-0.005498,-0.0090862,-0.020221,-0.002077,0.018419,-0.025467,0.0061568,0.0037353,-0.0093008,0.0064304,0.0018001,0.01495,-0.0029904,0.011265,-0.010107,-0.0063891,-7.5834e-05
"M375.179T1058.786",0.027511,-0.0056345,0.02553,-0.022398,-0.013178,0.010634,-0.006716,0.023127,0.01329,-0.0045484,0.0053607,-0.0014647,0.036584,0.019106,0.0094704,0.024541,-0.0040316,0.0014638
"M402.187T763.436",0.023429,0.0024734,-0.016516,0.0078206,-0.0014117,0.0043141,0.0034571,0.0075214,-0.00089203,-0.018871,-0.013207,-0.033621,-0.014679,0.0067964,0.0056546,-0.028314,0.015028,-0.0019937
"M885.163T805.657",0.025848,-0.0039017,0.012782,-0.004718,0.011294,0.02,0.013548,-0.039721,0.014447,-0.0010479,-0.018277,0.016112,0.016132,0.022007,-0.053888,0.019638,0.015071,0.0022237
"M426.882T91.046",0.010708,-0.02331,-0.019567,0.032252,0.0058851,0.0026745,0.0087918,0.015569,0.0033823,-0.0061608,-0.0069299,0.0013917,-0.0042502,0.00061459,-0.0079986,-0.0099899,0.0034744,0.0028321
"M771.811T66.858",-0.0027825,0.057882,0.013084,0.007874,-0.0078033,0.044766,0.025737,-0.0010048,-0.014443,-0.0063823,-0.021784,0.013039,0.010926,0.015425,0.016629,-0.0096526,0.0082309,0.0011585
"M1015.483T980.936",0.030786,0.026391,-0.032351,-0.012925,-6.9382e-05,-0.0080043,0.0026174,0.0075618,0.0078817,-0.0052549,0.020897,0.0054441,-0.0070708,0.0082855,-0.01147,0.0091259,-0.017942,-0.001463
"M451.018T90.59",0.016883,-0.0073746,0.0031919,0.004089,0.0004942,0.012505,0.01895,-0.021109,0.019057,0.0223,-0.051735,0.027871,-0.015377,0.022699,-0.0077668,0.015452,0.021193,0.0047568
"M545.846T78.22",0.0099772,-0.023154,-0.020679,0.033156,-0.007035,0.00070666,0.0029416,0.0029349,0.0051873,-0.0028107,-0.0022164,-0.0034419,0.0025037,-0.011977,-0.0048045,-0.0084766,0.003095,0.0049719
"M948.606T1193.747",0.028867,-0.0066949,-0.0095607,-0.015047,-0.014034,-0.037386,0.012,0.010553,-0.0069672,0.0019735,-0.0053181,0.0051744,0.014345,0.0015444,-0.0016355,-0.0093306,-0.017155,-0.0036174
"M251.133T1514.839",0.01095,-0.024005,-0.021972,0.041709,0.0057713,0.0046711,0.0059343,0.005825,-0.0019357,0.01899,0.018428,-0.0075142,-0.002709,-0.0006917,-0.0035004,-0.0019327,-0.00084537,0.0013136
"M969.698T320.725",0.026327,0.014938,-0.011278,-0.010785,0.010318,-0.023302,-0.00096518,-0.025178,-0.0013653,0.022351,0.03707,0.024689,-0.035268,0.01829,-0.02181,0.021347,0.01536,-0.0050743
"M365.528T823.98",0.016347,-0.0064976,-0.049507,-0.062158,-0.021301,0.065959,-0.047128,0.0012178,0.014462,-0.032754,0.029247,0.035435,-0.020377,-0.0096003,-0.042386,0.012802,0.02396,0.0015799
"M237.118T1438.218",0.0091579,-0.021812,-0.028246,0.044111,0.0065718,0.0050559,0.010644,0.0095569,-0.0029168,0.0058838,-0.00074271,0.0067082,-0.0031868,0.021732,0.0050311,0.0019674,-0.01059,0.004406
"M722.143T1113.831",0.031967,-0.0042231,0.0085748,-0.015824,0.0023881,-0.015741,-0.0048477,-0.0035761,-0.024437,-0.0093497,-0.0064981,-0.0031433,0.028213,0.010817,0.0014143,-0.032143,-0.028856,0.0025524
"M223.134T1071.799",0.023365,0.0095467,-0.026119,0.014731,-0.0060349,-0.033556,0.0021999,-0.028448,0.013061,-0.01319,-0.068923,0.042087,0.029484,0.068061,-0.047298,0.021129,-0.072926,-0.0082884
"M377.164T1417.473",0.011505,-0.046123,-0.0067666,0.019979,-0.024409,-0.014116,0.022422,0.0015107,0.0035686,-0.0085324,0.010843,-0.0088638,0.0050105,0.0052209,-0.0004246,-0.023048,0.0011187,0.0042596
"M320.919T92.078",0.017756,-0.026823,-0.0049599,0.019933,0.015283,0.0014878,0.012008,0.018131,-0.013929,-0.030411,0.019651,0.004049,-0.016011,0.0028295,0.0003937,-0.0036564,-0.012918,-0.0011303
"M659.273T944.298",0.023564,-0.0058247,0.00093723,0.0031149,-0.0065082,-0.0075764,0.00026785,0.0023024,0.018858,0.0015496,-0.019642,-0.012733,-0.011795,-0.013254,0.0093187,0.015543,0.017207,0.0036781
"M937.388T970.431",0.027582,0.014456,-0.0079546,-0.011587,-0.00022157,0.020694,-0.012321,-0.0016806,0.00044016,0.0017348,0.0042943,-0.0024983,0.0067349,-0.0029032,-0.025158,-0.0051899,-0.00336,-0.00045318
"M299.07T414.239",0.014751,-0.01329,-0.044132,-0.048792,-0.044171,0.0076172,-0.013852,-0.023264,0.06111,0.01963,0.047392,0.020085,0.013075,0.0041,0.010047,-0.041845,-0.0054603,0.0010093
"M942.309T937.647",0.026211,0.035326,-0.02635,-0.028397,-0.0078672,-0.010113,0.0062688,0.030794,-0.017105,0.019401,0.010309,0.0036437,0.003573,-0.015635,-0.018101,-0.0039669,0.013588,0.0013696
"M408.906T66.13",0.0049669,-0.0028092,-0.013998,0.044784,-0.021959,-0.01881,0.023348,-0.0024187,0.0047564,-0.0066743,0.0029566,-0.029438,-0.0087017,-0.00011554,-0.016518,-0.01192,0.0058807,-0.0020238
"M533.158T89.204",0.022127,-0.0011561,0.016235,0.018936,-0.018381,0.0022513,-0.016353,-0.0011997,0.00024223,-0.0028799,0.016366,0.00088273,-0.018981,-0.018075,0.01148,-0.025899,0.020002,0.0035785
"M333.191T983.058",0.02408,-0.0088018,0.033315,0.010804,0.0085628,0.024438,-0.00094015,0.0065058,0.0096217,0.0073293,0.019073,-0.009487,-0.027405,0.017607,0.016033,0.028076,-0.0086758,0.0035579
"M292.923T69.684",0.0064149,-0.038619,-0.030186,0.011794,-0.016151,-0.010683,0.011534,0.0030173,0.03044,-0.0085087,-0.014231,-0.0064186,-0.018616,-0.01536,-0.0027635,-0.022852,0.0048996,0.0048047
"M365.136T768.138",0.022619,0.02074,-0.025887,-0.0062772,-0.012451,-0.017179,0.040682,-0.00063283,0.0055966,-0.013028,-0.018805,0.02275,0.022457,-0.0078307,-0.01836,-0.0086408,-0.022116,0.0020524
"M771.203T760.252",0.022335,0.0047316,0.016828,0.020338,0.0035326,-0.0094986,0.032897,0.018875,0.030089,-0.078212,0.049328,-0.042,-0.010256,0.063145,0.0065068,-0.055284,0.044292,-0.0019166
"M461.152T871.999",0.023186,0.01046,-0.012765,0.0011547,0.0090763,0.0038302,0.01167,-0.020234,-0.015824,-0.017667,-0.0069567,-0.010162,-0.013773,-0.029575,-0.0085833,-0.0058887,0.0085542,-0.0016003
"M481.183T807.444",0.020199,0.013112,-0.0054521,0.025894,0.00013435,0.016156,-0.0096534,-0.0051535,0.019456,0.017262,0.007506,0.014669,-0.0068664,-0.0046396,0.0026181,-0.010438,0.0018567,0.0014054
"M631.8T325.95",0.024451,0.0097334,-0.0011299,0.0036155,-0.0026514,0.013031,-0.016829,0.019851,0.017259,-0.025479,0.030844,0.00039335,-0.023066,-0.022083,-0.011622,0.02074,0.024648,0.0080181
"M429.265T1258.241",0.021094,-0.023784,-0.010114,-0.018077,-0.00044504,-0.024116,0.017336,0.047873,0.0028021,0.010021,0.013068,0.0041498,0.02968,-0.0053473,-0.014228,0.010861,-0.024386,0.0062102
"M356.044T717.249",0.02558,-0.0028854,0.01854,0.0030742,0.0043002,0.024556,-0.011755,0.0063115,0.004839,-0.0061302,-0.01087,0.044878,0.020778,0.022904,-0.0072256,0.0017623,0.0027947,-0.00013987
"M1220.32T832.741",0.022356,0.018608,0.0071142,-0.026791,-0.025478,0.010312,0.027596,-0.042746,0.03972,-0.027135,0.06935,0.01555,-0.011318,-0.058907,0.0093145,0.019935,0.0054305,-0.0037558
"M1202.883T908.106",0.010782,0.03121,0.01218,-0.017797,-0.061269,0.10204,-0.012644,0.016472,0.011788,0.048533,-0.0010759,-0.015187,-0.0034187,0.028559,-0.005191,0.00493,0.010169,0.0040245
"M405.177T839.252",0.024742,0.0047274,0.0050676,-0.0018423,-0.0029962,0.0011039,-0.011096,0.0058439,-0.012386,0.0028319,-0.017654,0.020562,-0.0043238,0.0059385,-0.0026138,-0.00056857,0.021084,0.0017838
"M1204.491T868.846",0.027079,0.0040789,0.019255,0.0010937,0.0098892,0.018025,-0.023907,-0.017916,8.5409e-05,0.021265,0.014179,-0.023326,-0.019317,-0.0082421,-0.0083152,-0.0013143,-0.00025635,-0.0012443
"M333.041T419.397",0.016821,-0.016153,-0.038439,-0.042236,-0.034198,0.0022731,-0.015603,-0.010754,0.041418,0.0085069,0.035939,0.015012,0.026024,0.037395,0.0026729,-0.02672,0.008585,0.0028726
"M726.284T1051.577",0.0085789,-0.017492,-0.044438,0.017622,0.05389,0.028518,0.018411,-0.064375,0.017512,0.0034973,-0.015261,-0.00018174,-0.030969,-0.065651,0.10629,0.018241,0.071483,-0.0046299
"M367.103T818.837",0.019381,-0.0082265,0.016188,0.032746,-0.026722,0.036502,-0.0046935,-0.011919,0.023205,-0.0087679,-0.0032935,-0.020081,-0.025461,-0.02417,-0.0016821,-0.0079057,0.014314,0.0049797
"M491.059T89.089",0.02109,-0.030005,-0.0041771,0.0025657,0.01532,0.0073975,0.0037614,0.023944,-0.014339,0.0009282,0.008872,-0.01368,0.0043215,0.0045476,-0.00036839,-0.012937,0.013696,-0.0014256
"M300.988T96.154",0.020946,-0.0048897,-0.0064786,-0.004379,0.0023346,-0.017616,-0.0031197,-0.0068401,0.0071109,-0.0034696,0.04143,-0.00022349,0.0044253,-0.010125,-0.0055377,0.015524,-0.00028903,-0.001729
"M643.847T66.912",0.0089618,0.020247,-0.007782,0.033536,0.0025773,0.035961,0.014668,0.0049827,-0.018273,-0.0063398,-0.01853,0.0069464,0.0087636,0.019141,0.016313,0.0020483,0.0084051,-0.00056104
"M457.178T974.721",0.025388,-0.01078,0.013975,-0.008102,-0.0017682,0.013098,-0.0253,0.013317,0.013311,0.0061407,0.0010723,0.014884,0.017261,0.0034173,-0.0066516,-0.0041141,-0.0044054,0.0032306
"M1322.047T1191.462",0.02222,-0.013839,-0.024651,-0.008057,-0.0024127,-0.063843,-0.0019862,-0.037273,-0.023448,-0.0078793,-0.064836,0.0081806,-0.07631,-0.047491,-0.10392,-0.042202,0.015678,0.00042652
"M777.852T69.273",-0.0070177,0.03855,0.017688,0.00019652,-0.045311,0.046049,0.042244,0.032453,-0.0016341,0.0095273,-0.031812,-0.0024327,-0.0091829,-0.013636,-0.0041967,-0.029315,-0.036785,-0.00034275
"M632T325.979",0.029138,0.0095743,0.012376,-0.010205,0.011033,0.010996,-0.012344,-0.0020289,0.0025269,-0.001974,0.0054511,0.023217,0.01393,0.00066816,-0.016779,-0.023823,-0.0066726,0.004484
"M601.172T845.875",0.028163,0.0072378,0.021303,-0.0056311,0.0022056,0.0043762,-0.012835,0.0011042,-0.0098534,0.00079311,0.002859,0.0019458,3.9249e-05,-4.341e-05,0.0035468,-0.0070084,0.00023597,-0.0023327
"M610.849T834.902",0.015062,-0.0093729,-0.013481,0.02144,-0.014995,-0.0034051,0.017226,-0.05006,0.039415,-0.02049,0.019361,0.031177,0.012711,-0.0087164,-0.016949,0.0065357,0.0098651,-0.00087823
"M310.974T92.682",0.01861,-0.0028852,-0.033928,0.019571,0.018468,0.023498,0.0043998,0.014326,-0.025549,0.00010071,0.0076435,0.0023021,-0.02561,0.0044076,-0.019821,0.0094831,0.013243,0.0056029
"M494.854T65.043",0.0097397,-0.027203,-0.026294,0.028889,0.0036396,-0.00056849,0.017045,-0.0034552,-0.020369,0.0020591,-0.0076481,-0.01676,0.012892,-1.131e-05,-0.010603,-0.0048114,0.0038406,0.0020824
"M413.17T1141.015",0.023093,0.0078162,-0.016819,0.013464,0.006899,0.012079,0.0018796,0.010747,0.0050143,-0.0061596,0.014684,-0.020896,0.020952,0.021161,-0.013547,-0.0062653,-0.015808,0.0026024
