"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M575.48T1420.61","564.9574","252221.125","252221.125","280112.464","211791.101","7407.3274","225844.944","272791.121","350204.63","338866.071","357414.302","250895.039","317688.872","350246.618","2824.787","290936.113","366257.215","292774.021","278416.208"
"M575.48T1555.33","10303.687","234417.652","234417.652","141265.637","218185.5","41596.7745","158354.064","178853.402","253661.654","230138.957","236780.607","224416.109","383216.182","290997.992","32673.073","352423.021","326557.674","160677.307","337472.044"
"M579.89T13.55","8955.852","9951.573","9951.573","9257.69","11043.095","10423.9138","9518.623","9125.387","9703.991","9750.216","10079.877","10974.055","9618.883","9886.479","9336.651","10247.03","9436.272","9964.014","7894.757"
"M589.43T1437.43","376092.393","445533.153","445533.153","439667.216","319238.86","358696.6322","283982.67","382685.814","417382.214","397106.744","414016.032","326255.725","436438.491","457513.582","305602.488","470315.184","510952.012","454987.077","485311.687"
"M592.89T17.56","56345.108","84518.794","84518.794","102396.27","106645.834","81036.3018","90825.662","100530.411","104610.894","68610.185","103730.26","93740.38","81682.781","87567.407","60862.991","74684.629","77361.724","97931.006","98049.268"
"M593.89T12.55","9689.881","9572.632","9572.632","9376.044","11817.346","8074.522","9170.983","9402.122","9651.77","8031.226","8277.799","9332.22","8832.173","10901.301","7449.891","7663.329","10082.151","9124.617","8041.612"
"M603.37T16.56","5607.298","5366.222","5366.222","7502.44","8377.625","6743.4847","8172.444","7213.824","8196.849","7638.418","8504.675","7803.34","7989.627","5324.699","7106.579","6813.748","7375.163","6868.882","7386.11"
"M604.89T12.55","30275.976","26812.196","26812.196","39297.54","32441.032","29903.909","30693.806","37698.758","38743.884","33380.779","38649.197","32167.016","30734.035","29158.373","26318.401","29186.423","33015","29849.28","29067.595"
"M612.87T18.56","9816.992","16236.257","16236.257","13588.644","18274.178","18226.11","16168.36","16108.111","17289.714","16439.829","17969.748","17303.783","16520.427","11851.834","11332.915","13240.823","18754.094","20002.989","14206.723"
"M612.88T11.54","9656.268","8194.51","8194.51","9909.64","14328.68","8643.6759","8497.416","9230.146","9464.308","8551.878","8876.786","9502.442","8819.614","8769.571","8057.841","6742.491","10128.28","11394.08","7616.991"
"M618.85T19.56","4178.242","7387.009","7387.009","7341.96","6963.523","6505.0611","6354.828","6338.585","7574.146","7577.286","7734.705","7272.679","6385.098","6195.748","6530.154","5790.844","7920.978","7466.687","6975.002"
"M624.87T18.56","6189.754","9183.468","9183.468","7815.376","8034.492","13597.4953","6471.02","6776.239","9295.428","9262.44","7628.48","8131.537","7096.803","7606.094","6185.239","8316.351","7829.418","7407.142","7288.087"
"M626.86T18.56","12856.201","17500.169","17500.169","18679.872","21097.102","21060.3276","17676.872","18925.053","20721.98","15729.238","19654.788","19907.186","20304.964","18482.657","14400.428","14969.799","17855.406","19359.767","17484.296"
"M631.47T1471.08","32113.959","433184.66","433184.66","556866.495","417166.079","68439.3418","413667.341","591543.808","592736.348","732654.215","480646.485","459374.626","763390.148","642024.024","56237.419","730394.534","818780.924","501271.339","652227.44"
"M631.86T17.56","8829.019","14190.621","14190.621","10531.5","9462.225","10363.9924","9289.74","8074.502","10373.642","7425.51","10239.086","11529.807","9561.351","9767.034","8268.145","9101.921","9667.565","9811.141","10701.67"
"M632.47T1471.09","11585.882","177558.987","177558.987","243774.772","162435.571","38350.9688","175327.466","279545.856","260193.994","306360.835","202134.758","210993.68","324133.763","267189.177","12161.834","306271.202","369905.476","241350.745","282661.411"
"M632.88T17.56","30286.866","45441.463","45441.463","48715.71","51584.966","81871.4248","45786.95","40236.347","53485.978","47011.895","53177.054","46270.396","43449.366","39739.329","33633.49","43077.594","49981.496","53412.171","36385.209"
"M633.48T1454.22","183005.497","864318.205","864318.205","1033543.025","815745.413","553228.2021","687703.394","1078898.033","977368.871","1246136.264","976177.752","771099.863","1331026.753","1354085.152","193736.13","1616650.975","1160831.332","979495.285","1009593.469"
"M633.48T1420.61","173923.319","791068.873","791068.873","985980.769","815745.413","553228.2021","743211.675","1087355.55","972622.114","1262454.646","974639.947","820480.672","1083808.994","1088903.687","193736.13","1239196.269","1077276.059","979495.285","916026.706"
"M633.88T17.56","10299.237","11374.136","11374.136","12429.176","18256.011","12778.372","11319.283","14139.95","13451.996","22706.625","14892.544","15700.962","17760.08","12330.96","9171.493","23520.655","14483.32","17273.211","11706.264"
"M634.48T1420.61","86236.046","335057.971","335057.971","420986.225","337046.653","180475.5273","301459.2","422340.496","430817.604","528140.689","425647.955","373124.115","439582.41","425340.918","73552.937","490337.118","471158.803","423940.337","419908.686"
"M637.36T17.55","5742.402","9257.634","9257.634","10657.878","9232.303","16894.0687","7470.344","9356.435","9896.342","9146.874","8482.585","8994.297","8556.174","9218.044","8467.285","9854.121","9983.862","10086.827","13265.279"
"M637.87T18.56","4993.554","8191.225","8191.225","12234.594","8137.721","7285.7584","8946.76","12934.851","12080.132","12168.941","11195.486","8043.326","8958.26","8678.231","6763.224","9317.118","16535.965","9729.1","5770.762"
"M644.87T18.05","7965.999","7755.913","7755.913","9971.826","9830.578","7427.7837","9132.461","6428.917","7956.559","8521.838","9542.542","8792.155","6773.552","8556.174","7320.71","8571.955","7274.822","7946.536","7971.162"
"M647.46T1437.41","38118.155","548711.586","548711.586","565574.824","488103.215","73249.012","421695.456","616859.266","837274.185","880800.645","474692.633","607244.027","1254483.883","908818.543","31589.313","861226.216","1100472.037","515959.699","945518.409"
"M648.47T1437.41","17233.821","270241.102","270241.102","273653.768","223105.674","25714.712","178802.374","272154.145","399029.963","394868.739","256515.812","262997.133","504272.442","376959.99","20230.602","410965.718","541551.051","223728.167","392771.73"
"M649.48T1420.61","73403.634","1192119.493","1192119.493","1342487.569","939520.392","107732.8694","781987.7","1448823.032","1524941.575","1718325.082","1116959.967","868811.664","1931592.827","1724729.991","114077.352","1770482.024","2211530.689","1073620.429","1383877.432"
"M649.48T1386.28","41290.32","825317.443","825317.443","889233.494","889505.676","67292.0458","576270.206","939029.852","1452014.639","1265154.613","1338393.081","1182295.689","1219215.895","1104354.614","95374.851","1056134.855","1389890.022","929855.186","893503.787"
"M650.48T1420.61","38416.826","455895.653","455895.653","569376.145","455040.389","60841.3085","346355.785","611911.171","804815.564","749551.715","507297.557","563744.961","843766.739","669273.568","71943.229","752969.242","922112.411","477378.698","500459.616"
"M650.48T1403.57","26475.911","400334.764","400334.764","481787.769","462658.645","34756.2305","315320.94","586657.513","612039.935","625641.98","458340.787","687975.85","684872.015","551224.643","54466.55","578034.209","801987.489","420465.36","489472.556"
"M653.86T17.74","7314.992","10517.761","10517.761","12286.75","11159.794","17996.4493","9598.48","13719.086","11582.562","12096.159","12089.286","11567.877","11279.869","6601.746","9811.691","12005.949","11553.385","13686.994","9761.885"
"M660.87T12.55","32754.002","34386.852","34386.852","32749.956","32420.972","27352.9796","30669.734","32206.33","32586.253","34233.045","38715.384","42506","31546.627","32784.118","28611.755","28933.287","32166.455","33480.14","28458.136"
"M660.87T17.56","22777.085","29007.957","29007.957","40826.112","41373.874","63388.206","38446.996","43842.909","41031.523","27962.95","34689.758","36262.462","43050.535","25997.055","24148.922","30936.656","38685.71","39274.453","38667.656"
"M663.46T1386.95","471318.314","904769.681","904769.681","901914.55","949979.862","519785.3936","877714.061","928131.107","1285857.222","1278093.243","855511.063","1169941.305","1334834.602","1045523.158","434978.017","1307898.204","1538980.248","920352.285","1149554.333"
"M664.85T11.54","9693.616","10194.492","10194.492","9929.7","10459.284","8240.232","9756.195","10441.23","10970.814","10098.196","10463.215","11008.357","11271.955","9416.292","8723.977","10149.26","10368.952","9506.434","9051.723"
"M664.85T18.57","16878.728","21336.789","21336.789","23526.368","23242.631","27371.6044","19855.268","24885.685","24300.684","22658.505","24557.452","25751.022","23798.387","18881.346","15927.989","18104.446","24059.964","24345.793","21806.995"
"M665.47T1403.68","63488.153","697703.251","697703.251","853613.218","667453.152","204132.6328","449393.124","843536.34","1202183.091","1244449.173","615799.037","741197.433","1454499.711","1034103.798","78154.963","1154432.818","1593210.045","757404.244","927754.427"
"M665.47T1386.55","63530.896","667321.55","667321.55","879737.367","734407.282","166500.4423","476070.969","844993.259","1269474.306","1162660.005","707920.63","938375.262","1410854.687","970348.524","80436.442","1119360.893","1636728.81","738048.15","900087.022"
"M666.48T1403.51","31366.502","322565.404","322565.404","359326.24","288704.571","110342.6275","194686.689","359326.777","509434.205","512315.896","286452.764","306881.11","583702.861","502584.744","29409.366","496383.209","703382.867","334609.566","407719.104"
"M667.87T17.56","8262.062","15142.451","15142.451","16984.802","19097.958","12445.2417","16073.503","16594.025","17819.41","17150.77","18505.35","18842.831","18422.525","16164.453","15058.825","19571.26","17475.522","18170.454","12290.008"
"M670.37T13.55","16130.325","17835.574","17835.574","18489.302","18868.874","15499.214","17193.426","18014.253","18796.088","16834.743","19227.687","17948.114","16928.952","17773.949","14124.944","16283.708","16252.817","17219.7","18331.361"
"M671.36T17.55","6863.006","11950.046","11950.046","11632.794","15841.131","19862.0331","13961.76","5198.256","12175.026","17038.49","13129.27","10294.792","10455.54","9063.306","9426.603","12470.336","9580.66","11634.595","13686.881"
"M671.86T17.56","5855.85","8744.657","8744.657","9227.6","10377.566","13176.8303","6629.83","8062.512","7977.181","8614.871","8223.957","9261.702","7566.123","6816.008","7224.685","5850.006","6337.624","8837.721","8072.717"
"M672.87T17.56","29749.778","42755.811","42755.811","49155.024","48656.623","76689.2327","44717.752","47130.274","47425.852","44221.134","48438.882","52358.606","49449.858","34753.62","62566.919","39454.861","35702.788","36091.952","43514.152"
"M673.87T17.56","5160.031","5718.629","5718.629","5815.394","7343.997","6636.7484","6357.105","8506.032","7088.753","4535.066","6686.226","7917.543","6856.098","7122.728","5526.654","7414.865","8595.71","7320.44","6519.482"
"M676.85T19.54","6009.289","8387.086","8387.086","8013.97","8612.333","9063.6501","8105.783","8703.997","7872.384","7570.279","8117.699","10134.312","8506.937","7734.164","8109.848","7846.777","7969.167","8405.722","8778.256"
"M680.86T18.56","13173.794","20961.72","20961.72","19859.4","17392.101","29200.1605","17022.916","19422.008","20659.794","17704.893","20994.796","22651.752","19442.63","19176.634","9815.705","14954.134","18958.706","20519.026","20736.022"
"M680.86T11.54","10392.019","14332.87","14332.87","10880.544","15546.267","10198.1194","9658.89","11133.951","10872.52","9681.031","10264.661","11339.149","9339.792","10178.42","8587.539","9725.202","11375.763","12468.371","10503.147"
"M687.86T17.56","10414.597","10973.002","10973.002","12583.638","13945.611","12108.4159","11953.839","12892.506","12076.522","11162.64","12474.272","13815.672","12396.032","20760.342","21165.202","12534.02","11953.754","12509.416","15369.972"
"M691.86T17.56","8922.475","11745.184","11745.184","11676.926","12975.724","13151.2007","12517.44","14723.949","17046.988","11432.51","13316.315","14697.962","13798.699","12573.524","8864.439","11348.398","12169.486","15199.303","12290.798"
"M692.85T18.56","6491.62","9153.378","9153.378","9067.12","9603.074","6905.1874","8539.542","8752.937","10313.336","8543.889","7347.978","10928.688","6698.704","8343.595","7590.063","9066.395","8531.082","8475.904","7557.222"
"M694.85T18.56","17287.059","20546.537","20546.537","25079.012","23526.733","40292.396","24591.554","26628.275","27532.35","24788.054","27839.268","29355.804","27640.822","24957.103","19440.778","17911.814","24904.826","23408.999","26312.702"
"M696.85T11.54","7590.936","14529.458","14529.458","9063.108","8868.526","8022.2718","9464.308","9530.506","9650.866","6953.41","11983.858","8279.824","9650.784","8960.083","7634.483","9073.97","9283.922","9077.15","8498.347"
"M696.84T19.05","13973.885","26755.07","26755.07","21018.868","22121.417","24831.8127","20334.822","22646.923","24818.232","28393.515","22820.256","23724.34","23830.109","15513.227","14944.531","12079.548","21682.854","22653.254","20972.73"
"M697.85T18.56","5572.353","8547.566","8547.566","9004.934","9291.752","6971.456","8914.161","7831.61","7678.968","6527.677","9877.544","9694.601","9536.224","7987","7190.691","7828.821","10354.972","9992.469","6900.155"
"M700.87T17.56","47331.857","58573.489","58573.489","77072.526","78140.623","126303.6647","71812.794","63327.141","64956.286","69146.967","82564.954","71913.094","61922.953","53898.582","105459.432","59536.065","71852.914","59987.021","73658.516"
"M702.37T13.55","12877.721","12874.125","12874.125","13552.536","14814.973","14422.8029","8170.438","14640.467","14314.439","13385.38","13789.929","15420.699","12405.736","8840.979","14152.46","13286.169","12981.646","14104.824","12999.372"
"M705.35T17.56","8171.686","12487.799","12487.799","14144.306","15494.143","21720.3362","12302.798","12892.425","14289.372","13314.228","11263.333","12466.728","13227.083","12727.961","12246.355","12138.87","14551.524","14896.44","14806.286"
"M705.35T12.55","7351.91","6954.02","6954.02","8294.81","9947.754","5723.263","9624.788","8984.874","6824.808","4404.824","9773.014","10215.376","8701.217","8960.083","5634.068","7576.787","9899.642","9723.082","6754.654"
"M705.86T12.55","11602.309","13743.154","13743.154","15143.294","11532.494","21680.2728","13225.558","11276.767","12499.386","12284.672","13580.369","12120.225","13454.242","12713.921","18264.815","11965.028","13295.564","11136.054","11847.135"
"M706.84T18.57","9624.185","12026.263","12026.263","12936.694","17739.058","21861.4126","13444.275","16330.817","13416.128","13655.082","16726.028","14172.629","13569.84","13977.823","16337.241","10128.629","14551.524","12818.34","14522.125"
"M706.84T11.54","7660.029","8612.317","8612.317","8744.154","7741.154","6982.866","8615.834","7751.184","10176.438","6604.441","8032.428","9722.245","9400.116","7500.944","5878.853","7118.112","6929.348","8373.658","7298.992"
"M711.85T17.56","11191.862","10364.941","10364.941","16525.428","16078.962","29186.4412","16068.06","14736.013","15974.426","13809.177","15567.779","18438.555","12701.465","15630.16","26493.242","14218.042","13508.049","15213.504","13804.898"
"M712.85T18.56","9249.645","10870.713","10870.713","14922.634","13883.554","20790.8668","12392.053","12463.213","15305.78","12718.979","12058.066","11920.345","14080.114","10987.805","8856.411","11089.032","12060.072","12535.339","12352.948"
"M712.86T11.54","8356.565","8559.602","8559.602","8308.852","8290.798","7331.8227","8772.158","9428.2","8820.382","7490.446","8132.708","8651.328","7638.365","8147.9","7712.734","6376.011","8311.206","8172.444","8281.829"
"M717.85T18.56","8137.645","12226.834","12226.834","13945.712","13979.829","19864.0363","11809.512","11915.589","13235.588","12891.231","14306.792","14037.988","13711.115","10374.68","9731.416","9448.854","12180.432","13544.589","10525.544"
"M717.85T11.54","6941.085","7490.404","7490.404","7646.872","8198.522","6292.4169","7862.274","8473.84","7709.058","7300.384","8010.366","8518.395","8015.568","7827.794","7407.756","6689.727","7330.468","8156.396","6793.937"
"M718.83T19.56","6718.472","11273.307","11273.307","11028.988","8716.419","9826.5589","8847.745","9733.522","10932.415","8658.111","12353.876","8965.771","8896.707","8279.869","7049.724","8974.654","10957.291","12410.383","8786.363"
"M720.85T18.56","18504.963","21237.903","21237.903","23745.022","29137.011","41195.1225","23217.444","28364.811","26737.974","21225.568","26027.85","31090.994","26467.646","23618.731","18298.834","21783.146","26543.392","25029.309","25095.06"
"M725.52T13.55","8317.226","9487.329","9487.329","8521.488","10245.371","10309.4518","8954.784","10055.339","9336.344","8984.606","8448.027","7822.805","8736.074","7347.193","8244.655","8355.637","9194.587","9965.606","8283.212"
"M725.85T17.56","13003.59","16078.209","16078.209","21704.92","22587.818","32603.5407","17818.317","22658.554","22617.65","21782.773","20952.67","19099.005","22830.093","19194.23","14445.603","19266.851","21131.204","18876.782","16238.704"
"M725.86T12.54","13867.23","11425.607","11425.607","13510.41","17339.864","12506.4586","11373.543","16100.156","17153.306","13113.427","14711.076","13631.849","13009.498","16143.074","13322.725","10530.046","15828.195","15894.365","15288.228"
"M727.85T17.56","6126.237","9550.191","9550.191","7999.928","7446.269","12411.24","7587.873","7741.42","7800.033","8705.603","7105.252","7002.903","8852.819","7552.01","6478.406","7570.592","8539.134","7293.927","7849.904"
"M728.86T17.56","35563.192","49545.154","49545.154","59987.424","64632.137","102005.253","55211.138","62975.417","63184.988","54762.673","53138.94","55273.324","64743.256","41832.244","41335.939","48376.771","59505.984","63418.68","58721.364"
"M729.86T17.55","7030.046","9737.512","9737.512","8206.546","8736.961","15836.4367","9614.758","8593.285","9544.409","9010.977","9258.206","11351.954","8576.757","15894.38","7214.351","9112.423","7286.863","8455.484","11742.79"
"M732.84T18.56","12430.57","16617.221","16617.221","19552.482","19567.749","23526.3549","16585.608","20108.621","19791.196","17504.054","18776.16","19575.33","20503.502","15154.049","13869.625","13230.945","17589.911","19501.56","15873.062"
"M732.84T11.54","9312.669","10392.931","10392.931","8908.646","9368.02","8817.2212","9175.444","8842.965","9191.492","8237.058","11717.105","9969.053","7977.446","8501.497","7325.492","9370.378","10118.341","8856.49","8477.456"
"M733.85T17.56","13323.067","27158.983","27158.983","15959.736","17702.75","21443.8992","12243.984","14912.486","14471.747","14642.355","12035.258","14111.875","11331.769","12519.371","10628.76","14654.61","14828.246","14792.143","14279.074"
"M739.35T12.55","9346.282","7868.389","7868.389","12029.982","10754.02","9171.7762","9800.286","9985.868","7749.178","8587.979","10751.02","13826.48","9215.395","12764.063","7895.32","7812.615","11293.866","9881.556","9087.758"
"M740.86T12.55","34959.388","32904.418","32904.418","46238.3","35367.786","34167.8986","35896.303","34635.596","38934.454","38245.717","33796.366","45579.665","42828.1","37215.914","30006.227","30456.433","37502.714","42604.371","34141.744"
"M741.85T17.56","8032.177","8610.003","8610.003","10003.922","9122.122","15636.1276","9440.236","10278.7","9478.35","8704.891","9092.064","11797.286","9078.613","9575.053","8553.371","9883.654","8858.496","10538.027","8719.307"
"M744.84T18.56","7927.267","8391.183","8391.183","11221.564","12052.051","9870.2336","8982.868","11729.032","12491.42","10452.81","10986.662","11093.554","11335.228","9333.921","16742.413","10417.749","11314.571","10412.91","9097.996"
"M745.85T17.56","13973.753","15114.704","15114.704","20617.668","15841.48","36934.387","17220.038","18951.544","18326.816","15454.54","17813.28","16880.49","20978.788","15434.248","28265.734","19233.421","20854.376","19828.491","18534.507"
"M748.52T13.55","8691.774","8969.595","8969.595","8621.788","11155.981","8386.4257","10056.064","10176.438","8360.044","8177.749","9009.588","10965.031","11025.487","8913.676","9050.83","8206.423","9148.226","8499.309","7621.614"
"M752.84T11.54","6407.011","4904.709","4904.709","7257.708","7823.4","6159.9254","6325.093","6972.856","7237.648","5475.155","7146.19","6246.957","7085.793","6957.593","4683.018","5318.03","6702.097","6234.648","5506.979"
"M752.84T18.57","7031.319","7708.483","7708.483","11355.966","10265.002","11533.0863","8698.06","12991.011","10377.038","7570.503","10559.584","13347.924","12135.918","7716.356","6473.568","6514.546","10272.99","13051.183","10504.596"
"M755.85T17.56","8250.713","13239.406","13239.406","13189.45","14839.928","25941.0083","10162.742","17475.374","15644.794","24950.289","15199.462","18705.95","12871.941","13776.354","14018.135","24166.265","17217.498","12900.019","15518.988"
"M757.84T19.56","2963.923","5566.65","5566.65","5125.33","5816.675","4833.3589","5494.445","5183.197","5179.674","4961.477","6010.561","5345.439","5109.968","4056.322","3867.12","5327.747","4976.951","4471.306","4618.891"
"M759.85T17.56","14786.95","22905.257","22905.257","23181.336","25249.937","18919.6364","20844.346","21848.246","23829.274","19638.788","20301.266","20826.58","24530.402","23185.507","14439.583","20616.647","20944.646","24616.131","25263.15"
"M760.35T17.56","6448.865","5977.386","5977.386","10379.044","9090.232","7727.6587","6177.153","6661.97","6735.261","5383.425","5612.788","7201.177","6297.656","6246.898","5554.98","6911.482","4814.4","6844.823","7745.805"
"M760.84T18.56","5715.074","11506.416","11506.416","9155.384","10678.169","17854.5554","9071.132","9071.63","10231.182","8734.904","9727.094","9536.494","11322.65","8071.2","9183.534","9712.325","9341.846","9309.85","7787.036"
"M761.84T18.56","6630.394","7051.248","7051.248","9861.496","10897.24","7431.9708","13823.346","7624.773","8510.866","9577.885","6636.076","8351.687","8861.035","7612.108","11836.226","6457.177","6339.612","9343.948","9717.064"
"M761.85T12.54","5673.128","6649.23","6649.23","5945.784","6605.758","5323.9222","5200.765","6650.279","5821.412","6759.979","6971.521","6588.627","7241.66","6376.123","5339.122","5406.736","5833.492","7904.332","5882.083"
"M762.84T17.56","21617.806","29397.754","29397.754","33080.946","33940.697","51068.731","30218.384","35757.874","36459.05","30954.994","31311.986","32896.4","34609.686","30293.589","36621.896","20478.537","32455.074","31323.798","33446.038"
"M762.85T11.54","14653.401","18531.428","18531.428","20268.624","20633.716","5081.3319","18846.37","19125.204","20719.974","17899.98","19159.196","21363.974","19883.424","20228.482","14879.718","17031.544","19811.317","20380.96","18544.4"
"M764.83T18.56","13926.606","24322.061","24322.061","20764.106","20279.609","28252.3497","19081.072","21041.82","22709.926","20868.04","21207.432","22284.654","21480.38","17068.223","16142.904","17060.98","16889.481","21164.967","17637.954"
"M764.84T11.54","8446.2","11542.524","11542.524","9179.456","9582.493","8253.6655","9402.122","11077.78","9727.094","8447.587","10310.79","10128.25","10021.968","9281.917","7359.602","8797.035","9675.012","9175.444","8423.209"
"M766.83T19.56","7751.922","11174.996","11174.996","12513.428","10896.149","10543.8578","10862.49","11161.8","10172.426","9548.671","10541.537","11441.578","10916.309","10008.277","9069.018","9905.484","10905.143","10621.77","9390.086"
"M766.84T11.54","5646.984","8700.545","8700.545","6202.552","6338.263","6171.1218","5414.194","7229.624","6391.116","5095.3","5762.483","6031.898","5157.317","5469.271","5513.682","4664.635","5538.608","7543.312","7821.505"
"M768.86T17.56","33870.607","44124.013","44124.013","48992.538","66934.697","104216.0775","42319.753","53006.002","45009.672","61651.362","51736.746","58982.418","49560.023","43993.319","86601.026","46413.484","46815.593","51764.83","61030.654"
"M771.18T13.55","20873.763","21610.25","21610.25","24124.156","23965.033","22062.5384","23907.508","24166.745","22796.703","20386.987","24237.676","25761.605","24412.321","24151.328","19389.762","23319.794","23963.027","24382.079","22229.426"
"M772.84T17.56","38160.968","48380.298","48380.298","58210.108","58819.881","54080.8519","53523.817","77113.872","59182.53","50440.621","58034.349","66205.84","59818.646","48715.823","42651.641","70459.51","53297.366","58115.01","49660.927"
"M773.34T12.55","9258.514","8856.951","8856.951","11372.014","10007.046","9059.8114","9455.573","9755.749","10682.308","9619.881","11526.183","13756.587","10657.787","8567.665","9223.579","9231.91","10208.504","11229.588","6895.48"
"M773.85T12.55","13528.229","14745.661","14745.661","13989.844","13979.814","23533.9551","11101.204","13049.03","9159.396","10193.008","13441.978","14733.79","12693.968","17166.469","11437.538","11335.396","13598.42","12666.184","7260.299"
"M774.82T18.56","12468.51","20911.949","20911.949","21618.662","20343.669","32312.1123","20178.354","21587.078","23716.938","21377.792","22128.186","22729.986","18733.385","18446.554","15038.752","16816.584","19476.337","21076.046","21482.254"
"M774.83T11.54","10567.554","11307.822","11307.822","11299.798","12135.821","9600.9742","10836.412","11362.649","10266.708","10876.369","11889.197","9582.944","13731.07","10970.632","9237.624","10080.026","11460.365","11506.416","10809.882"
"M777.86T13.55","4926.395","7116.665","7116.665","8100.228","5981.235","9626.418","5777.28","5948.716","7147.575","3182.047","5044.765","5585.493","7047.806","5808.075","3452.741","4869.72","7314.219","4254.728","5664.865"
"M780.84T18.56","11700.583","11579.757","11579.757","18344.87","17375.503","28162.5202","15837.37","18149.709","17971.754","15472.062","18792.208","16653.34","16839.584","15728.438","9562.837","15923.029","14515.483","19206.72","15765.154"
"M780.84T11.73","7882.249","8812.836","8812.836","11241.624","9536.524","10450.04","10226.588","11618.752","11480.338","10291.645","11337.657","11360.876","10926.854","10938.542","6045.387","11735.149","10900.687","10507.428","10984.299"
"M786.82T18.57","8118.734","10056.413","10056.413","11434.2","11921.658","10179.9264","9172.281","11247.909","11057.072","10005.85","11140.989","9700.605","9199.227","7385.569","9245.748","7606.678","9739.13","10403.64","9897.604"
"M788.84T18.56","20097.317","23581.183","23581.183","27769.058","27486.105","42270.823","27935.556","28914.377","28122.114","27296.13","29901.436","28293.266","29808.69","23672.312","20490.36","24254.254","26778.094","24066.193","27181.3"
"M789.85T12.55","14380.762","12547.53","12547.53","15331.858","16332.852","13114.8002","14692.413","13063.072","13506.398","16337.451","12976.232","18672.565","13276.349","13065.117","10212.751","12944.579","12902.025","12800.286","13754.354"
"M794.18T13.55","19892.686","20001.838","20001.838","25227.456","24965.868","22627.891","22421.062","22615.144","23340.131","19734.121","22489.813","25336.183","21473.324","20352.876","20298.658","19136.664","22456.688","21866.533","21686.866"
"M794.84T17.56","11906.719","18406.003","18406.003","16477.284","16917.136","29548.7115","17544.476","15864.823","16871.633","19507.26","14671.542","13378.014","18351.482","13271.571","13189.289","14133.972","15745.094","15323.6","13380.682"
"M795.84T17.57","7297.972","14006.152","14006.152","10260.69","13845.446","17459.6007","11067.102","8834.668","11651.846","11588.978","11596.141","11185.617","11848.072","13801.32","9127.341","8932.535","11105.86","11733.094","9537.168"
"M795.84T12.55","6380.868","8044.06","8044.06","10268.714","8244.66","6378.2565","7917.682","11257.672","7708.986","7166.009","9540.514","6734.819","8784.019","7321.68","7467.949","7950.618","8405.204","10258.985","5695.908"
"M796.85T17.56","42482.933","54802.131","54802.131","68751.638","72245.829","115210.1277","55934.108","75928.32","77491.78","65273.951","58523.044","76438.63","76003.737","51761.563","46814.752","54404.745","58244.554","68826.086","65126.796"
"M797.34T17.56","5451.216","6856.745","6856.745","9022.988","10881","17054.316","11416.146","9001.432","7413.428","7622.487","10489.374","9986.992","10495.915","8430.017","4932.649","6972.948","8424.745","10185.017","8304.214"
"M797.85T12.55","9053.101","9203.528","9203.528","9083.168","10301.43","8175.2902","13002.892","9717.632","9130.486","10552.064","10441.154","12641.525","9496.291","10121.204","8922.614","8662.894","9973.908","9957.784","8075.282"
"M797.85T17.56","8743.123","13482.651","13482.651","11201.504","11471.003","10330.7697","10019.97","10250.161","12784.607","9462.656","13955.742","12481.332","14747.922","10165.875","8597.018","10950.205","9662.97","11506.603","10941.987"
"M799.25T813.63","54181.75","99579.614","99579.614","122719.926","126019.459","16457.8878","92364.414","123921.775","129809.926","135514.802","140107.199","141016.548","84797.601","124171.777","40535.436","65218.81","140158.434","140803.614","104954.568"
"M800.83T18.56","12502.434","15011.902","15011.902","16910.58","15645.906","18440.8259","16362.942","18286.617","18239.96","16607.923","19277.66","20601.62","17517.35","14662.435","13295.655","15245.227","18527.416","17266.621","16280.6"
"M800.83T11.54","9310.801","10997.726","10997.726","9039.036","10077.137","9039.2846","9939.73","9936.299","8903.181","8467.217","9632.897","9645.093","9847.064","10536.32","8681.842","8513.608","9129.491","9303.138","7839.589"
"M801.83T17.56","13088.533","18036.356","18036.356","12362.978","17895.022","23008.3723","20988.778","16841.983","17295.732","15712.065","15872.587","17572.619","12968.491","15873.223","16870.784","13456.234","20278.413","24196.522","21179.52"
"M802.83T18.56","7193.366","13937.709","13937.709","12332.888","12036.006","10209.1501","9254.118","11897.868","12341.138","9185.551","12662.675","11847.845","13476.074","10422.794","11939.468","11435.514","11037.594","15070.937","10257.862"
"M802.84T12.55","11126.912","12210.522","12210.522","10080.15","11305.816","9852.8909","9555.474","8407.638","10747.51","8647.078","10049.155","9465.611","10954.766","8056.372","7903.345","5015.132","9281.833","8920.682","8948.667"
"M807.83T12.55","7226.795","7588.698","7588.698","7496.422","7747.172","6814.9189","7090.677","8335.418","7719.088","6281.646","10455.54","8493.18","7527.275","6869.37","6671.395","6196.436","7382.136","6968.327","6735.949"
