"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"M1343.73T17.56",0.022757,0.019818,0.038824,-0.070945,0.04767,0.06496,0.026391,0.0073444,-0.025648,-0.0021262,0.0081498,0.016352,0.060113,-0.024918,-0.026609,0.0048597,-0.020923,0.012205,-0.00093183
"M1344.23T13.55",-0.0078393,0.0042037,0.0061551,0.0033578,-0.0082655,0.00056836,-0.016132,-0.024829,-0.0094735,-0.028783,-0.072596,0.034331,-0.060561,-0.041686,-0.018094,0.056765,0.042449,0.00058019,-0.008892
"M1345.24T13.55",0.019085,-0.029564,-0.063365,0.0057858,-0.0067484,0.0013075,-0.01909,0.0098548,0.0068034,0.0077508,-0.020091,0.02445,-0.020459,0.017036,-0.023542,0.018587,0.0081626,0.0078266,0.0027115
"M1345.41T12.6",0.017461,-0.015485,-0.018796,0.056318,0.023335,-0.014574,-0.056775,0.0017879,0.030273,0.026651,-0.034173,0.045209,0.025862,-0.053768,0.011198,-0.038665,-0.0085654,-0.013949,0.019528
"M1348.23T13.54",0.0097302,0.0031882,0.012406,0.065258,-0.017829,0.030526,-0.052524,-0.0062315,-0.038295,-0.0050687,0.021716,0.014974,-0.0090684,-0.064285,0.019816,0.024397,-0.011529,0.0027837,-0.010281
"M1348.4T17.55",0.041774,-0.017561,0.034792,-0.028543,0.00026348,0.018455,0.07459,-0.0017838,0.0081108,-0.0039101,-0.026979,0.046294,0.020054,0.010251,0.024385,0.037339,0.025544,0.0001364,-0.0010037
"M1348.98T13.55",0.0047534,-0.0077055,-0.046656,0.001776,-0.0063211,0.031811,-0.024189,-0.0030578,0.00010103,-0.02274,0.0096915,-0.01264,-0.014145,0.026329,-0.018247,0.013329,-0.024877,0.0052129,0.0023877
"M1350.24T13.55",0.0074477,-0.012586,-0.039952,-0.018192,-0.015338,0.015268,0.020119,-0.045352,-0.0017432,-0.021153,-0.070139,0.019682,-0.059702,-0.031537,-0.032219,0.068108,0.0037228,-0.011827,0.0079674
"M1350.74T12.54",-0.0082589,0.01832,-0.010631,0.026852,-0.0356,-0.035218,-0.033787,-0.0029527,0.02473,0.044187,-0.019428,0.0083343,-0.02671,0.062501,0.0016891,-0.030555,0.061326,0.013787,-0.026436
"M1352.23T15.53",0.0086913,-0.027345,-0.033114,-0.022774,0.020055,0.043121,-0.015028,0.057213,0.026553,-0.023851,-0.029689,-0.053876,-0.038504,0.011784,-0.050509,0.025929,-0.0032213,0.0090939,-0.0072524
"M1353.73T17.55",0.036603,0.023044,-0.010891,0.019856,0.0018165,0.0282,-0.034385,-0.010056,-0.046896,0.0024571,-0.033912,0.023577,-0.0078011,-0.0093502,-0.018194,-0.019476,-0.00056096,-0.00024266,-0.0022153
"M1355.99T13.55",-0.0072311,0.0024561,0.015928,0.027589,0.036565,0.04913,0.074666,-0.034384,0.024624,-0.031438,0.023562,-0.024187,0.03421,-0.0035618,-0.046179,-0.010622,-0.05173,-0.0069064,0.016709
"M1356.48T14.02",0.025239,0.019828,-0.017369,0.019381,0.0079054,-0.030509,0.0018336,0.053802,0.055492,0.0095832,0.032745,-0.0010133,0.029437,0.0031847,0.017802,-0.0091565,-0.019429,0.01361,-0.017947
"M1357.73T12.61",0.0083365,0.0073437,0.025542,-0.018289,-0.046398,-0.038697,0.014213,0.0024437,-0.023172,0.053696,0.10727,0.033966,-0.035873,-0.036592,0.0082322,-0.022645,0.024813,0.0035943,-0.037386
"M1357.73T17.55",0.0096732,-0.0016156,0.01607,0.024018,-0.036271,0.022964,-0.0044214,-0.032902,-0.0043165,0.057164,-0.003837,-0.021196,0.015236,-0.00082202,-0.06997,-0.0033767,-0.06594,0.0066752,-0.020975
"M1359.74T13.52",-0.0058995,-0.0028145,0.048146,-0.021626,-0.01078,-0.016895,-0.026473,0.016217,-0.051721,-0.042566,-0.05241,-0.042144,0.02082,0.011459,-0.04369,-0.075722,-0.01796,0.0024008,0.00032225
"M1361.41T13.55",0.020291,-0.027111,-0.046569,-0.009437,0.007101,-0.0079523,-0.045391,-0.00065922,-0.0019387,0.012519,-0.00014944,-0.027685,-0.0033234,-0.021053,-0.016245,-0.020039,0.018184,0.0055028,-0.00065824
"M1362.48T13.52",-0.0031663,0.024626,-0.0010275,0.043515,-0.043749,0.033265,-0.037262,-0.0037604,0.020221,-0.020088,0.068679,0.059339,-0.038459,0.016955,-0.028616,0.012349,-0.00069944,-0.021598,0.01955
"M1363.4T16.56",0.022869,-0.059504,-0.028935,-0.0071852,-0.049596,-0.027755,0.0021304,0.02268,0.022778,-0.0014307,0.043786,0.018566,0.037597,0.038026,0.0085834,-0.024294,0.00015486,-0.012976,0.025547
"M1363.74T12.55",-0.0045068,0.016511,-0.025231,0.043975,0.0040148,-0.023211,0.00074489,-0.028225,0.031958,-0.017356,0.00085021,0.0089512,-0.0046035,0.050637,-0.018234,0.028359,0.041867,0.0099847,-0.014607
"M1363.73T17.55",0.035603,-0.011554,-0.029059,-0.0037594,-0.01519,0.012163,-0.020535,0.014937,-0.025743,-0.011873,0.044523,-0.03978,0.014464,-0.012235,0.016425,-0.039333,-0.020784,0.010983,-0.0057356
"M1364.73T17.55",0.013025,-0.053747,0.02526,0.032583,0.0011567,0.0035185,0.013774,0.004917,-0.011685,-0.035775,-0.016534,0.024116,-0.007201,0.013129,0.021321,-0.026239,-0.02347,-0.0077711,0.013056
"M1364.73T12.54",0.0058611,0.0071968,-0.013855,0.016685,-0.013621,0.00038729,0.012611,-0.026495,0.013446,0.026193,-0.022142,-0.015863,-0.011916,-0.04655,-0.0061758,0.044598,0.053958,-0.010553,0.0079417
"M1365.98T13.55",0.0030593,-0.01181,-0.035485,0.026497,-0.0031148,-0.011699,0.021542,-0.010322,0.029378,0.0091694,-0.028653,-0.004832,-0.028122,-0.026668,0.010665,-0.0033691,-0.027359,0.006755,-0.0106
"M1366.23T13.55",0.0049823,-0.0010748,-0.024936,-0.0007981,-0.0085985,0.059505,-0.0086033,-0.010117,0.00033402,-0.0075867,0.0028365,-0.0070207,-0.0010327,-0.040035,-0.005879,-0.010833,-0.06133,0.0048503,-0.008051
"M1367.73T12.55",0.0066352,-0.010712,0.027027,0.029225,0.050021,0.052177,-0.0049215,0.014732,0.058113,-0.03527,0.015859,-0.0099537,0.010077,0.087634,0.032995,0.0080458,0.0066257,0.0091051,0.0012507
"M1370.72T17.04",0.01051,-0.054294,0.017954,-0.010788,0.0028285,-0.029966,0.042169,-0.012938,0.016777,-0.022915,-0.014114,0.029664,-0.014629,0.014366,0.032595,0.085896,-0.031194,-0.0018995,0.0057516
"M1372.99T13.55",-0.0020838,-0.010737,-0.010301,0.025473,-0.031226,-0.019847,-0.01623,0.015891,0.0060981,0.0021617,0.027089,0.07674,0.032391,-0.015159,0.0065593,0.00041397,0.012028,-0.0004001,-0.0089362
"M1373.73T16.56",0.028116,0.0049381,-0.0044986,-0.014962,-0.021866,0.090883,-0.040533,-0.021678,-0.018886,-0.043714,-0.0218,0.020062,0.033081,0.011572,-0.050155,-0.030378,0.019347,-0.00758,0.012275
"M1375.23T16.56",0.04404,0.0080458,0.022629,0.0068859,-0.015206,-0.019531,-0.032131,0.039707,-0.033427,0.051211,-0.02351,0.11435,0.016241,-0.038689,-0.03575,0.01292,-0.04258,-0.0010225,-0.0058751
"M1375.39T13.55",0.007545,-0.017076,0.04572,-0.03598,-0.03533,0.031076,-0.0072246,0.0060635,-0.030203,0.020423,0.0029792,0.042907,0.0082401,-0.030831,0.066334,-0.029836,-0.036523,-0.028243,0.02323
"M1375.73T17.55",0.029623,-0.015509,-0.02461,0.047748,-0.0081902,-0.00048145,-0.046516,0.069559,-0.080819,0.027207,0.050976,-0.011138,-0.035249,-0.024128,-0.028131,-0.023268,-0.0063056,-0.0082415,0.01277
"M1375.73T12.54",-0.01238,0.024145,0.049544,-0.024301,0.056395,0.014074,-0.018259,0.0037137,0.0002815,0.038083,-0.08391,0.079154,-0.0055096,0.057013,-5.5092e-05,0.033915,-0.0093526,4.6681e-05,0.013871
"M1378.73T13.55",-0.00049146,-0.0029302,-0.028247,0.02647,-0.0073411,0.0055611,8.9392e-05,-0.014426,-0.034403,-0.012508,-0.0074512,-0.029923,-0.0027698,0.010976,-0.018702,0.0080074,0.015803,-0.00040535,0.005836
"M1380.72T17.48",0.023038,-0.022403,-0.040291,0.033644,-0.0030387,0.017339,-0.0064973,0.050774,0.039267,0.027662,0.044935,0.0064575,0.073579,0.031147,0.014274,-0.04675,-0.0082004,0.0054452,0.0046459
"M1381.4T13.54",0.011906,-0.027531,0.011921,0.004708,-0.024265,0.015468,0.010125,-0.020124,-0.010795,0.0062781,-0.040903,0.017717,-0.017334,-0.035412,-0.022552,0.0092855,0.04462,-0.010511,0.0071801
"M1384.72T17.55",0.015236,-0.055881,0.0048944,-0.052765,0.036379,-0.027933,0.048265,0.041612,0.013401,0.039475,-0.015588,0.034539,0.0016284,-0.0056243,-0.037967,-0.031062,-0.0074997,0.0063855,-0.012624
"M1386.72T16.56",0.0048936,-0.047303,0.027543,-0.021089,-0.061528,-0.038355,-0.001061,0.025804,-0.018185,-0.023901,0.0098473,0.053222,-0.027651,0.053577,0.02126,-0.03882,-0.00033809,-0.00056933,-0.0075504
"M1394.72T17.56",0.022653,-0.047884,-0.004828,0.0032355,-0.010108,-0.040345,-0.014129,-0.00028554,-0.042707,0.0019565,0.013249,0.020863,0.072009,-0.033524,0.025557,-0.039028,-0.0056308,-0.008078,0.0099745
"M1395.47T13.55",0.020901,0.0016553,0.024251,0.02063,0.028726,-0.017953,0.040855,-0.019623,0.016119,-0.0055927,-0.053947,0.0040326,-0.017518,-0.01845,0.082084,-0.028231,-0.040622,-0.010634,0.016029
"M1398.72T17.56",0.010081,-0.057564,0.021722,-0.0083824,-0.062489,-0.054095,0.016147,0.029808,0.012464,-0.023863,0.022445,0.0015363,-0.052226,6.8354e-05,0.020688,0.0038245,-0.012894,-0.011822,0.0077037
"M1401.05T13.55",-0.0020253,-0.0085876,-0.0089249,0.0024342,-0.030868,-0.025859,-0.056339,-0.015913,0.032688,0.03732,-0.030438,-0.012688,-0.030009,-0.032105,0.051541,-0.020837,0.0227,-0.0092256,0.0043594
"M1401.4T12.54",-0.0094317,0.0071686,-0.017067,0.0055966,-0.042299,-0.05762,-0.02548,-0.040507,0.084628,0.064241,-0.028392,-0.0048023,-0.052013,-0.02771,0.039975,0.0094029,0.0016889,-0.013579,0.0031119
"M1402.05T13.55",-0.01287,0.0093474,0.0065024,0.040852,-0.038296,-0.039964,0.02921,0.0063573,0.0035883,0.030375,0.024174,-0.025448,0.0208,0.030564,-0.012133,-0.0012434,-0.02454,0.0082101,-0.015684
"M1402.73T12.55",-0.019726,-0.010652,0.01759,0.045978,0.0007937,-0.027295,0.081463,0.025205,-0.043567,0.015256,-0.010181,-0.0067413,0.046904,-0.030211,0.076296,0.045241,-0.017053,0.010397,-0.011251
"M1404.71T17.55",0.021733,-0.01035,-0.0068122,-0.027952,-0.0035772,0.032875,-0.005701,0.022786,0.061372,-0.077509,0.034491,0.052203,-0.026711,-0.082661,0.048053,0.0058779,-0.012039,-0.016777,0.012744
"M1405.73T13.55",0.0054139,0.0057622,-0.037426,0.014968,0.00059215,0.0036781,-0.013999,0.0020767,0.010733,-0.0055995,-0.0085229,0.019164,-0.014882,-0.012108,-0.014515,0.0087988,-0.024326,0.0025366,-0.010183
"M1406.22T13.55",0.0032672,-0.0016089,-0.055969,0.016538,-0.0079899,0.0017463,0.004335,0.019019,-0.0060513,0.020549,-0.018783,0.010196,0.01671,-0.00057892,-0.024878,-0.012944,0.0093948,-0.0042718,0.00038045
"M1408.73T16.56",0.050345,-0.0019318,-0.018269,-0.0088942,-0.078107,-0.0024304,0.029005,0.0023325,-0.0073102,-0.011693,0.0088078,-0.0056974,-0.013518,0.0048147,-0.00024326,0.0062252,-0.0106,0.00094023,-0.0081693
"M1409.23T13.54",0.011793,-0.016121,-0.0076188,0.0095655,-0.02248,-0.0013635,0.005066,-0.0018661,0.030445,0.041908,0.047504,-0.025266,0.024097,-0.061267,-0.050774,-0.042108,-0.066285,-0.0058518,-0.0039327
"M1413.22T13.55",-0.0039546,-0.010152,-0.022935,0.0033886,-0.0098095,0.0016775,0.029841,-0.033236,-0.024039,0.050823,-0.0099945,-0.011864,-0.0063004,0.023816,-0.034343,-0.012765,-0.072034,-0.0027747,0.003108
"M1416.06T13.55",-0.0021064,-0.0041393,0.0136,-0.00078478,-0.017214,0.0083193,-0.032828,0.10255,0.027332,0.0011203,-0.053313,0.030048,0.046233,-0.028804,-0.056772,0.011883,-0.003156,0.0063858,-0.0012968
"M1417.47T13.55",0.012986,0.00074486,-0.068866,0.00069349,-0.0017583,0.045364,0.052339,-0.023817,-0.046441,0.013018,0.015551,0.011859,0.055562,-0.00092431,-0.051086,-0.02295,0.0060374,0.0031337,-0.014846
"M1419.72T16.56",0.030651,0.00092413,-0.0041625,-0.067323,-0.00888,0.027102,0.041475,0.038184,-0.019455,0.052814,-0.0034005,-0.020704,-0.01689,-0.057344,0.0027901,-0.0034905,-0.038378,-0.0035924,-0.0025748
"M1419.72T12.55",-0.021908,0.0019284,0.023151,-0.021595,-0.028715,0.0016143,-0.018477,-0.047845,0.0038986,-0.010491,-0.036511,0.012725,-0.070987,-0.073198,0.0094935,0.015164,-0.04983,-0.002014,-0.017295
"M1421.72T17.55",0.040179,-0.010434,0.030539,0.008718,-0.022915,0.021736,-0.004163,0.020491,-0.049834,-0.021032,-0.0094868,-0.013127,0.020229,0.018953,-0.042652,0.02238,0.025621,0.0035629,0.002317
"M1421.72T12.54",0.016265,0.016655,0.025209,-0.042275,0.030536,0.0091947,0.065896,-0.017763,0.0070052,0.045674,-0.0052967,0.035515,-0.020575,-0.01363,0.0054428,-0.03449,-0.045877,0.0001859,-0.0055077
"M1422.39T13.55",-0.021828,0.0013764,0.016316,0.04783,0.036182,-0.0027501,0.050274,0.023699,-0.028744,0.010527,0.024877,0.11081,0.023353,-0.0040615,-0.00016295,0.00027886,-0.023029,0.0088443,-0.017433
"M1423.46T13.55",0.0099584,-0.0059723,-0.052724,0.038981,-0.017027,-0.017137,0.016026,-0.04503,0.024437,-0.0072124,0.0063666,-0.006855,-0.016077,-0.014518,0.0035289,-0.023946,-0.012935,0.0033349,-0.0028675
"M1424.72T12.6",-0.010371,-0.0049987,-0.019825,0.0056392,0.0060516,-0.010125,0.014703,-0.052874,-0.019747,0.046028,-0.016725,-0.05241,-0.0065713,-0.0085423,-0.10021,0.023333,-0.0037435,0.0041013,-0.0032533
"M1427.4T13.43",-0.011909,0.022083,-0.0020761,0.02479,0.053984,-0.0068153,0.038221,-0.01518,-0.011441,0.034192,0.024414,0.056091,0.0067529,0.030322,-0.048303,0.035,0.033722,0.0041258,-0.0039881
"M1429.06T13.55",-0.0028576,-0.013724,-0.037378,-0.0059527,-0.0089485,-0.0099425,-0.020407,0.010715,0.015191,0.044961,0.0031629,-0.014193,-0.034362,0.034687,0.0099517,-0.034716,0.034823,0.00096235,-0.0038186
"M1429.22T13.55",-0.00086536,0.0041908,0.037689,0.00064188,-0.0039519,0.0015028,0.020321,0.016502,-0.0031594,0.011044,0.020066,-0.029035,-0.025327,0.015074,-0.020237,0.040465,-0.050234,0.00060277,0.013738
"M1429.4T13.55",0.022427,-0.0082517,-0.0053118,0.025728,-0.017279,-0.00010441,0.01314,-0.045955,-0.023871,0.032079,0.044308,-0.025467,-0.033535,-0.040112,0.018573,-0.048909,0.045746,0.00031197,-0.020194
"M1431.72T17.4",0.040284,0.0051011,-0.0011394,0.00097934,-0.032966,0.047021,-0.0022271,-0.01259,0.0015508,-0.026839,-0.028566,0.016877,0.020018,0.030452,-0.016597,-0.018656,-0.011801,-0.00083724,-0.00022664
"M1433.39T12.55",0.0088366,0.0087061,0.017062,0.022995,-0.016629,0.020459,0.011398,0.027078,-0.017396,-0.013331,-0.017159,-0.030377,-0.0017878,-0.077166,0.021972,-0.049344,-0.048089,-9.1605e-05,-0.010399
"M1434.47T13.55",0.020532,0.020587,-0.057208,0.01707,0.036702,0.010873,-0.01764,-0.018137,-0.019627,0.012244,-0.031917,-0.014431,-0.041839,-0.038336,-0.017534,-0.0016699,0.015963,0.010199,-0.0071736
"M1435.72T12.55",0.015143,-0.03165,0.014107,0.0085202,-0.044362,-0.030643,0.017072,0.033433,0.059932,-0.099108,0.0046641,0.008532,0.0047215,-0.022301,0.04054,-0.0087477,0.032306,-0.012343,0.012528
"M1435.72T17.56",0.027195,-0.00052742,0.071308,-0.010488,0.003669,0.03811,0.06663,-0.002199,-0.011936,0.016888,-0.020107,-0.014596,0.00050599,0.024112,-0.014438,-0.022909,0.026578,0.0026995,-0.028123
"M1438.05T13.55",0.0028704,-0.023784,-0.027157,0.017658,-0.01001,0.0015707,0.0043515,-2.8997e-05,-0.015131,-0.009034,-0.006353,0.0051655,0.032541,0.0061255,0.022174,0.010704,-0.0035692,-0.00077913,-0.0026105
"M1438.38T13.55",-0.003078,-0.0029686,-0.0074076,0.040848,-0.0082698,-0.020588,0.0064209,0.058922,-0.017653,-0.010144,-0.087734,0.0062887,0.036133,0.056633,0.019,-0.015918,-0.011046,0.0073226,-0.00084937
"M1438.71T16.56",0.026676,0.0085124,-0.010996,-0.024287,0.01775,0.021759,0.048147,0.076102,0.027689,-0.041624,-0.021852,0.056678,0.039025,0.051554,0.054678,-0.053546,0.011169,-0.00043868,0.0054318
"M1440.47T13.55",0.018577,0.0175,-0.02671,0.00085686,0.013497,-0.0058237,-0.041051,-0.025787,0.033849,-0.0083173,0.0071675,-0.026784,-0.033763,-0.0087731,-0.0035585,-0.010415,-0.045955,-0.0053878,0.0082967
"M1442.72T13.1",-0.0098944,-0.022512,0.02115,-0.010049,0.065142,0.0044309,0.071568,-0.03436,0.04194,0.04191,0.026558,-0.011062,-0.0088419,-0.038251,-0.00015856,-0.0071471,-0.02432,-0.0019241,-0.0027944
"M1445.05T13.55",0.0098455,0.0058129,-0.03267,0.021312,-0.012228,0.0034814,0.021379,-0.027099,0.042727,-0.0039675,0.00029362,0.00087756,0.016402,-0.013152,-0.0088586,-0.0018149,-0.032294,-0.0024585,0.0011966
"M1446.21T13.55",-0.0099212,0.014623,0.024247,0.053586,-0.020492,-0.0010312,0.01677,0.016536,-0.0025366,-0.032003,-0.0013867,-0.025096,0.013331,-0.022774,-0.054043,0.043708,-0.027716,0.00059403,-0.0051347
"M1446.44T13.6",0.0056848,0.0075273,-0.0036985,-0.012194,-0.053542,-0.011102,-0.054369,0.032764,0.054755,0.03377,-0.03987,0.019124,-0.032681,0.045585,0.027698,-0.043121,-0.0026967,-0.0076888,0.0067886
"M1447.22T13.55",0.01719,-0.014871,-0.015662,0.015628,-0.0031825,-0.010993,0.012201,0.0089349,-0.025479,0.048849,-0.011805,0.01669,0.0092668,0.020817,-0.012493,-0.00479,-0.026982,0.010039,-0.01564
"M1447.46T13.54",-0.014643,-0.0078469,0.0028941,-0.003342,-0.036013,-0.027457,0.030738,-0.022813,-0.042443,0.051352,0.0014909,-0.035273,0.05876,0.020042,-0.077897,-0.02757,-0.054368,0.0032192,-0.0065088
"M1448.71T16.98",0.020853,-0.05477,0.0027845,-0.0012091,0.006014,-0.027942,-0.0089583,0.0015505,-0.081831,0.043839,0.030374,-0.0076655,-0.038484,-0.0082443,0.014074,-0.0089716,-0.080442,0.00050707,-0.0083217
"M1452.22T13.55",-0.0051257,-0.025315,-0.046786,0.028679,0.016488,-0.028718,0.027042,0.049996,0.0032261,0.048209,-0.009252,0.038585,0.014672,-0.015265,0.0086793,-0.0076914,0.016061,-0.010874,0.011377
"M1455.71T16.56",0.0026609,-0.047099,0.014884,-0.0061681,0.0068194,0.011142,0.012275,-0.019814,-0.0099641,-0.080818,-0.015461,0.019089,-0.025482,0.009653,0.023853,0.007352,0.010566,-0.0033223,0.0076429
"M1456.05T13.55",-0.0040595,0.0053717,0.018596,0.008987,-0.033465,0.051118,0.05758,-0.026498,0.048842,-0.038631,0.025482,-0.033494,0.0023074,0.023025,0.035512,-0.05162,-0.016537,0.00041385,-0.0042027
"M1458.71T13.55",-0.020384,-0.002224,0.012113,-0.0033918,0.053521,0.015689,-0.0091219,-0.030177,-0.011148,0.041426,0.015784,-0.033817,0.098966,-0.0053663,0.00064701,0.079937,-0.0059894,0.010876,0.0054212
"M1461.71T12.67",-0.013201,0.0087141,0.030134,0.0066489,-0.015814,0.013505,0.021109,-0.0075127,-0.068923,-0.03305,0.05097,0.051702,0.00041264,0.032569,-0.023964,-0.048704,0.05848,0.014445,-0.030233
"M1463.45T13.55",0.0028218,-0.012096,-0.027333,0.0028432,0.065239,0.03612,-0.02025,-0.016681,-0.031617,0.01177,-0.0093704,0.013225,0.013667,-0.054552,0.0060371,-0.030555,0.021437,-0.0016394,-0.0038206
"M1463.96T13.55",0.0066892,-0.014254,-0.047307,0.029876,-0.015904,-0.001288,0.001579,-0.036705,-0.0073032,-0.0018223,0.013215,0.0010241,0.0050637,0.018668,-0.0058006,0.018941,-0.055325,0.0085991,-0.014072
"M1464.72T13.55",-0.011538,-0.0047193,0.01153,0.00057865,-0.014111,-0.019539,-0.017029,0.0080124,0.02558,-0.021073,-0.045098,-0.010651,-0.016212,0.037682,-0.032043,-0.015548,0.029946,-0.0035198,0.0085859
"M1465.21T13.54",0.0002357,-0.0063478,0.011216,-0.019782,-0.060878,-0.019951,-0.013591,0.010226,-0.013558,-0.010747,-0.029514,0.069106,-0.0071671,0.072634,0.043447,-0.0058846,-0.01692,-0.0021288,0.0001759
"M1466.72T12.54",0.0028942,-0.021192,0.032995,0.013308,0.046642,-0.017299,-0.014996,0.018764,0.038,-0.06013,0.0040195,0.010263,-0.018315,-0.035507,0.10593,0.0088389,-0.038657,0.011028,-0.012082
"M1467.38T13.55",0.01781,-0.0059831,-0.017485,0.031719,-0.036102,0.0055484,0.017444,-0.010924,0.00049188,-0.021198,-0.013081,-0.0092674,-0.042408,-0.042259,0.0049034,-0.040511,-0.0050702,-0.0016204,-0.0086926
"M1468.4T13.55",0.010989,-0.020936,-0.05434,0.00018228,-0.0063989,-0.024829,0.010937,-0.043576,-0.040266,-0.014525,-0.0093384,-0.0028933,0.011661,0.010317,0.0015427,-0.024167,-0.000349,-0.008176,0.0056484
"M1469.4T13.55",-0.011755,-0.01674,0.012525,0.057279,-0.033765,-0.015299,-0.035942,-0.019778,0.025098,-0.021673,-0.00191,-0.01285,0.052511,-0.027051,0.020351,0.050887,0.0031805,-0.0062104,0.013161
"M1470.71T12.55",-0.020386,0.012065,0.031768,-0.020811,0.00036845,-0.0058765,-0.00082438,-0.078578,0.011376,0.067433,0.02516,-0.014432,-0.009502,-0.019796,-0.0064441,0.0014369,-0.09092,-1.7797e-05,-0.010212
"M1480.2T13.55",-0.0069199,0.0032175,-0.0096984,-0.0038942,0.026899,0.059361,0.036351,-0.039106,0.001867,0.0049526,-0.033014,0.0074447,0.015354,0.031122,-0.049625,-0.0052875,-0.021721,-0.0007481,0.0062483
"M1480.45T13.55",-0.0068152,0.0088647,-0.020354,0.0045457,-0.010473,-0.022259,-0.0063266,-0.00084092,0.030653,0.059315,0.013474,0.025656,-0.035527,0.0024284,0.060932,-0.053312,0.024059,-0.015084,0.0080708
"M1481.21T13.55",-0.012143,0.0026691,-0.0068631,0.0057131,0.0091428,-0.008157,-0.039016,-0.025225,0.086179,0.055414,-0.031533,0.015713,-0.0048318,-0.0094846,0.033031,-0.03131,0.0076778,0.00097115,-0.0057979
"M1484.04T13.55",-0.0087727,-0.0059522,-0.0073312,0.026016,0.0032648,0.027044,0.050629,-0.05019,0.013029,-0.043642,0.023281,0.068249,0.016214,0.069942,-0.038696,-0.045091,-0.0030064,-0.0071666,0.0053497
"M1485.45T13.55",-0.010487,-0.015878,-0.0069546,0.0081478,-0.031821,-0.0036931,0.00501,-0.025695,-0.045184,0.026766,0.072706,-0.0078301,-0.0060862,0.036763,-0.040194,-0.026857,0.0067548,0.0014939,-0.0083349
"M1487.43T13.54",0.0024534,-0.018259,-0.035897,0.04488,-0.0075651,-0.0018274,0.0010305,-0.0029106,0.0072572,0.020453,0.010443,-0.0090283,-0.015583,0.012947,0.022708,-0.046175,0.017109,-0.00050825,-0.0018941
"M1488.71T12.55",-0.014719,0.0067912,0.038854,-0.013622,-0.02985,0.010524,0.036175,-0.087603,0.036861,-0.041288,-0.041091,0.0060408,-0.044602,0.006131,-0.038403,0.03761,0.014922,-0.010674,0.0026561
"M1491.21T13.55",0.00031915,-0.0077872,-0.052264,0.01048,-0.027283,0.027978,-0.019243,-0.0013377,-0.028771,0.018133,-0.0041337,-0.0068221,-0.015202,0.0021242,-0.02515,0.0052985,-0.036772,0.0024001,-0.0041535
"M1492.71T13.55",-0.015993,-0.0027443,0.00036847,-0.0076363,-0.038925,-0.022089,-0.044747,-0.041626,0.044096,0.079327,0.031138,0.0056339,0.061736,0.0025915,0.037773,0.04427,-0.00080529,-0.00020235,-0.0023885
"M1493.71T16.56",0.011701,-0.061029,0.04969,0.018881,-0.021553,-0.014419,-0.016036,-0.022465,0.049264,0.021883,0.00769,-0.026317,-0.00031018,-0.0048295,0.01154,-0.060257,-0.018499,-0.0010818,-0.0075941
"M1494.7T17.06",0.039813,-0.0125,0.022277,-0.08251,-0.0096604,0.061089,-0.013152,-0.015976,0.019763,0.028433,-0.019192,0.0025755,0.018672,0.023522,0.019241,-0.0014838,0.0084605,0.010686,-0.016117
"M1495.71T13.55",-0.01159,0.004194,0.026756,0.02511,0.0024061,-0.0083057,0.01459,-0.032927,0.062717,0.030776,-0.0067782,0.01726,-0.013463,0.013431,0.014992,-0.027029,0.011215,0.00078331,-0.0096069
"M1496.04T13.55",0.013927,-0.0050468,-0.048352,0.018396,-0.0013105,-0.0066108,-0.0085251,-0.020062,0.018163,0.0023568,-0.0069279,-0.0072159,-0.002234,0.0021547,0.0011687,0.0061534,-0.019592,-0.003479,-0.0092286
"M1497.05T13.55",-0.012285,-0.01897,-0.015642,-0.0090844,2.0226e-05,0.01993,-0.049429,-0.01874,-0.0031952,0.016506,-0.0081361,0.046715,0.018333,0.01546,0.0060692,-0.021487,-0.032182,0.001258,-0.0054322
"M1497.42T13.54",0.0037716,-0.013531,-0.045183,0.034103,-0.011065,-0.021869,-0.028685,-0.0086192,-0.027682,-0.00020169,0.0065362,-0.011158,-0.0056915,-0.010762,-0.0060901,-0.0185,0.011413,-0.0031079,0.0041575
"M1497.96T13.55",-0.010442,-0.016073,-0.018699,-0.030623,-0.021228,-0.010275,-0.048302,0.022993,-0.013335,-0.028851,-0.078181,-0.011032,0.035629,0.067493,-0.011248,0.0036365,0.021482,0.0049395,0.0035215
"M1498.21T13.55",0.0093332,-0.014254,-0.050748,-0.0073833,-0.041431,0.0032663,0.047604,0.0014418,0.016718,-0.0035335,0.00044786,-0.013835,-0.0099331,-0.00024231,-0.022149,0.0061204,0.0079036,-0.0034842,-0.012868
"M1500.7T17.55",0.020111,0.0014469,0.02143,0.0345,0.0044849,-0.0016536,0.031355,-0.00060409,-0.024947,-0.031066,0.035588,0.039871,0.052287,-0.029325,-0.08911,-0.0089824,0.016383,-0.014161,0.018358
"M1502.46T13.55",-0.0080726,0.0018136,-0.0065131,-0.0044895,-0.00061156,0.037196,0.010651,0.017712,0.011461,0.012072,0.039585,-0.019928,-0.061016,0.095036,0.016621,-0.045161,-0.0084085,-0.0048621,0.008667
"M1502.71T13.55",0.00051708,-0.0072696,-0.0023203,-0.0072462,-0.024054,0.026367,-0.032736,0.016963,-0.015609,-0.018273,0.038465,-0.035787,-0.015153,0.026482,-0.014175,-0.022754,-0.0020844,0.004362,-0.0040184
