"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"M1504.04T13.55",-0.0043389,0.0020518,0.019079,-0.0089373,0.0090062,0.0015703,0.018174,-0.024842,-0.0081818,-0.029598,0.044493,0.04889,0.032228,-0.0078707,0.038484,0.039952,0.038069,-0.0020519,0.00023135
"M1505.38T13.55",0.0013527,-0.012156,-0.038684,0.010812,-0.043654,0.0065062,0.003987,-0.007223,0.00027136,0.0001207,-0.022258,-0.0081757,0.0029043,-0.002185,0.019111,-0.022151,-0.0033739,-0.0067547,0.0056077
"M1507.7T16.55",0.022931,0.0093924,0.058699,-0.0057197,-0.0069382,0.012156,0.017749,-0.01979,0.033594,0.011503,-0.013361,-0.0034086,-0.017277,0.046095,-0.040324,0.043505,0.05161,0.0037441,-0.011488
"M1509.45T13.55",0.0030735,0.0015342,0.010499,-0.016346,-0.026885,0.019266,-0.0048027,0.0021823,-0.029399,0.050995,-0.0061874,-0.028107,0.061807,-0.0045902,0.042023,0.094843,-0.020927,0.0029086,0.0061198
"M1510.46T13.05",-0.0097998,0.019537,0.058009,-0.0031861,0.012916,0.016871,0.011492,-0.036882,-0.017683,-0.053347,0.012466,0.0095655,-0.0049091,0.0050321,0.017945,0.038448,-0.024832,0.0031885,0.0030301
"M1514.96T13.55",0.0010664,-0.02468,-0.043497,0.01384,-0.028533,-0.005183,0.01066,0.011879,0.004484,0.0001845,-0.013664,0.019665,-0.0039341,0.025973,-0.024036,0.0025207,0.0002638,0.0036706,-0.011414
"M1515.2T13.55",0.0087834,-0.011273,-0.019932,-0.0018564,0.00045323,0.0079346,0.0019035,0.011401,0.011993,0.0071807,0.01998,-0.04271,-0.020412,0.013213,0.016958,0.049849,0.03856,0.0038673,-0.0073984
"M1515.45T13.55",0.01207,0.013046,-0.015051,-0.0091423,-0.023075,0.011553,-0.044282,-0.020515,0.015513,-0.0080539,-0.026809,0.019496,0.015694,0.01489,-0.031896,0.012375,-0.035115,-0.0080524,0.014578
"M1516.19T14.52",-0.012067,-0.017523,-0.013056,0.027184,-0.025552,0.0012157,-0.0067393,-0.013353,0.029816,-0.0023473,-0.026438,-0.0030004,-0.046077,-0.012607,0.032973,-0.017672,-0.04439,-0.008,0.0049824
"M1519.03T13.55",0.00081578,0.0045377,-0.037168,0.025878,0.020792,0.042422,-3.8535e-05,0.0020177,0.009582,0.0071872,0.025102,0.028253,0.01971,0.023654,-0.0018748,0.024058,-0.015917,0.0035426,-0.0076907
"M1520.03T13.55",0.014231,-0.032953,-0.029021,-0.044972,0.004408,0.00082903,-0.00019272,0.025844,0.016162,0.0067169,0.019225,-0.023428,-0.0094101,-0.015286,0.015831,-0.0025014,0.015135,0.00026369,-0.0027465
"M1523.41T13.11",-0.0064049,-0.013966,0.0096706,0.033901,-0.045977,-0.014952,0.012055,0.0044361,-0.0094792,-0.01235,-0.0006936,-0.028274,-0.012387,-0.028735,0.0044832,0.031326,-0.009258,0.00042697,-0.0061184
"M1524.7T13.54",-0.010702,0.011742,0.020305,0.013029,-8.2368e-06,0.031116,0.0046753,0.021885,-0.051503,-0.0091677,0.018971,-0.0231,0.023238,-0.024059,0.023081,-0.0031729,0.070444,0.0029294,0.00085489
"M1525.96T13.55",0.00066895,0.0062189,0.017821,0.039683,0.0052871,0.00017219,0.018143,-0.032453,0.063437,-0.0063142,0.0028071,-0.028354,0.015944,-0.028543,0.020553,-0.0077436,0.014158,0.0020883,-0.0061136
"M1529.71T13.54",-0.0062766,-0.0056496,0.0028372,-0.0012243,-0.008268,-0.021674,-0.041913,-0.026762,0.055911,0.064532,0.040794,0.011013,-0.035699,-0.034207,0.010503,-0.027282,0.065826,-0.015585,0.0091473
"M1530.7T16.98",0.035255,0.00586,-0.027739,-0.033895,-0.0068332,-0.025314,-0.01369,0.064437,-0.030354,0.055158,0.013416,-0.0082736,-0.0081467,-0.015783,0.0069246,0.012046,-0.041592,-0.003211,0.0049626
"M1530.7T12.55",-0.013457,-0.040801,0.051002,0.033329,0.0073616,-0.010038,0.0060512,-0.0010706,-0.018844,-0.021238,-0.066487,-0.014716,0.0083081,-0.00086852,0.0038679,0.0042431,-0.00077189,0.018111,-0.015728
"M1531.2T13.55",-0.0013401,-0.0014033,0.0069994,0.028555,0.00054264,-0.014054,0.0029385,0.0027525,0.046668,0.067863,-0.055001,0.0017959,-0.010834,0.034002,0.0077227,-0.010254,0.011631,0.004012,-0.0076216
"M1531.95T13.55",-0.0019681,-0.013361,-0.028951,0.028026,0.0093369,0.025065,0.018473,-0.01122,0.043673,-0.038674,-0.019339,0.02598,0.050662,-0.017458,-0.04019,0.019722,-0.02119,0.0020197,-0.0043484
"M1533.7T13.54",-0.014655,0.01658,0.036733,-0.032445,-0.019467,0.0062846,-0.058706,0.039613,0.023091,0.028745,-0.10644,0.03042,0.01204,0.041206,0.010785,-0.020782,0.015465,-0.011595,0.033638
"M1535.37T13.54",0.024829,0.014616,-0.016801,-0.0019287,0.00052807,0.020248,-0.015464,0.02833,-0.0085429,-0.00087072,-0.0126,-0.0093687,-0.031372,0.035607,-0.0075555,0.014593,0.03093,0.0059917,-0.0063432
"M1536.01T13.6",0.017048,-0.00014252,-0.018436,0.041196,-0.043508,-0.011254,-0.013291,-0.036726,0.026059,-0.010695,-0.01232,0.026646,0.019268,-0.015368,-0.023354,0.0076991,-0.028688,-0.0077312,-0.0023907
"M1536.7T13.55",0.0035741,-0.0078714,-0.041968,0.026101,0.023546,-0.0040542,-0.015997,-0.012123,-0.0072977,0.011032,0.0024487,-0.01779,0.0079618,0.0070796,0.010258,0.038788,-0.0064131,0.0091962,-0.009429
"M1537.02T14.08",0.0087766,-0.015311,0.024747,0.011047,-0.004359,-0.032431,-0.0027364,0.0062472,-0.0067974,-0.027174,0.040266,0.0067396,0.022115,-0.0013812,-0.059688,0.020753,0.037172,0.0064776,-0.0052591
"M1537.7T13.55",0.011598,-0.0011927,0.031213,0.054233,0.0028063,-8.7446e-05,-0.018914,0.035624,0.056802,0.021249,0.009627,0.048947,0.014525,-0.041181,-0.068999,0.046006,0.0066998,0.0028892,-0.0082698
"M1538.45T13.55",0.0048383,-0.0026012,-0.026834,0.011803,-0.045987,-0.020129,-1.5797e-05,-0.038023,0.020908,0.028014,-0.01612,-0.022309,0.045671,-0.018383,-0.034895,0.01039,-0.060234,-0.0041566,-0.0026356
"M1540.7T12.55",0.017704,-0.0010297,-0.061703,0.03012,-0.039848,-0.04864,0.021416,-0.008054,-0.008,0.012071,-0.0013278,1.5473e-05,0.031734,-0.021879,0.022999,0.036272,-0.012556,-0.01152,0.010838
"M1542.2T13.55",0.00072927,-0.010624,-0.048881,0.0027832,-0.016587,-0.00079904,0.0072495,-0.0094874,-0.025344,-0.0078761,0.019132,0.035049,-0.0095299,0.0108,-0.038872,-0.00086866,-0.02058,-0.0013374,-0.0066624
"M1542.95T13.55",-0.009821,2.3689e-05,0.0038011,-0.01086,-0.021775,-0.0027228,-0.01939,0.020414,0.037187,-0.001584,0.0056027,0.036774,-0.015648,0.036145,-0.043531,0.042891,0.080951,-0.0054583,0.0081856
"M1544.7T16.56",0.015119,-0.0508,-0.0030406,0.01411,-0.026535,-0.031997,-0.0035962,0.0054635,0.0052536,-0.0074348,-0.0033378,0.024512,0.021999,-0.026227,-0.039713,0.00566,0.007407,0.0022778,-0.0025617
"M1549.41T14.54",-0.010353,0.019124,0.024242,-0.012807,-0.032688,-0.0018997,0.0081313,-0.058462,0.016369,0.059698,-0.010744,-0.041322,0.020194,0.0053179,0.088134,-0.025136,-0.03117,-0.016473,0.01367
"M1549.7T13.55",0.0031143,-0.0075927,0.0057143,-0.013089,-0.026394,-0.013384,0.02935,0.0047125,0.027977,-0.045629,-0.039711,0.031893,-0.020716,-0.049734,-0.028818,0.066607,0.016681,0.0054152,-0.016009
"M1558.03T13.55",-0.0023942,0.00086655,0.012563,0.0076685,-0.0082828,-0.0053402,0.018932,0.001733,-0.030716,-0.0054839,-0.049219,-0.079047,0.009759,-0.023963,-0.043328,-0.039665,0.015795,-0.00050624,0.0012557
"M1558.36T14.49",-0.018409,0.0032926,0.0044014,0.001492,-0.021595,-0.0062378,-0.02084,-0.019181,0.054411,0.070838,0.010827,0.042656,-0.031009,0.0078518,0.030657,0.046071,-0.023004,-0.0080773,0.0036142
"M1559.96T13.55",0.0046692,-0.0013838,-0.029809,0.018908,-0.010638,0.019713,-0.00057842,0.024311,-0.015554,-0.023743,-0.060121,-0.026234,-0.010989,0.084473,-0.028936,-0.0065732,0.0093489,0.0078099,-0.001657
"M1560.19T13.55",-0.018161,-0.0015956,-0.013511,0.0053229,-0.055807,0.022722,-0.025285,-0.028277,-0.0050439,0.006096,-0.02185,-0.03944,0.05375,0.089005,-0.044391,0.025024,-0.025522,0.0015754,0.0059179
"M1560.44T13.55",-0.0035642,-0.013212,0.00063966,0.02313,0.026431,0.041116,0.0088837,0.040198,-0.022143,0.024396,-0.032779,0.014032,-0.0099182,0.02839,-0.0086548,0.037546,-0.028528,0.0056116,0.0021668
"M1563.69T15.56",0.0060551,0.0069874,0.069456,0.019237,-0.039963,0.025023,-0.012652,-0.028131,0.01431,0.031337,-0.030516,-0.010646,0.035193,0.0043512,-0.052202,-0.020282,-0.048693,-0.011715,-0.0018108
"M1566.7T12.67",-0.018592,-0.0086282,0.011864,-0.0061532,-0.025602,0.03235,0.02746,-0.034311,0.013195,-0.019474,-0.040951,-0.073258,0.10617,0.075787,-0.027382,0.043226,-0.030705,0.0014399,0.020274
"M1570.69T13.55",0.0072083,0.0097281,0.012634,-0.011898,-0.0090995,0.015644,-0.016632,0.058483,-0.014751,-0.015705,-0.095075,0.023526,0.0052526,0.045159,-0.024242,-0.038588,-0.0060984,-0.0017763,0.011223
"M1572.44T14.02",-0.0081426,-0.012408,0.007605,0.012584,-0.0059237,0.010049,-0.050017,0.021395,0.029226,-0.033116,-0.10265,-0.021262,0.014148,0.051139,-0.0013677,-0.020068,-0.026168,0.0024437,0.013259
"M1576.95T13.55",-0.01311,-0.017258,-0.0066877,0.0014652,-0.029926,-0.003305,-0.0060775,-0.02464,-0.012959,0.046124,0.033575,0.082706,-0.025576,-0.0047643,-0.032532,-0.014563,-0.039765,-0.0019106,-0.012648
"M1580.69T13.55",-0.01199,0.0039148,-0.014739,0.017084,0.0081688,0.010322,-0.029307,-0.0097233,-0.0031441,0.033846,-0.026899,0.007351,0.01637,0.015518,-0.00027632,-0.01735,0.0081411,0.0022186,-0.0020164
"M1582.95T13.55",0.014336,-0.018232,-0.045793,0.028795,0.045245,0.019945,0.0042119,-0.021024,0.022143,0.026606,0.029994,-0.014136,0.0089364,-0.021337,-0.0097274,0.022129,0.021411,0.010357,-0.0098308
"M1585.7T12.66",-0.019413,-0.023228,0.010481,-0.00031648,-0.031803,-0.046081,-0.010124,-0.00067808,0.072633,0.071805,0.0024782,0.0010081,0.015989,-0.022747,-0.030601,0.015339,0.030192,0.0034156,-0.012216
"M1587.37T13.55",0.027388,0.020022,-0.064049,0.001656,-0.00028362,0.027663,-0.010219,0.029411,0.0095274,-0.0079644,-0.00037923,0.017662,0.0066877,-0.013162,0.020918,0.028348,0.013402,-0.0060696,0.0094402
"M1587.38T13.99",0.011736,0.026124,-0.056079,0.011836,-0.021553,0.019921,-0.0068277,0.00012638,0.037199,0.012109,-0.048702,-0.010218,0.021776,0.031276,0.03333,0.0094019,0.0067154,0.0051728,-0.0042078
"M1588.01T13.55",-0.0019418,0.007302,-0.023264,0.031481,-0.046075,0.043003,-0.0028876,0.018378,-0.0050282,0.007703,0.030908,0.011502,0.058709,0.043909,0.056682,0.040262,-0.016052,-0.00010107,-7.9708e-05
"M1592.69T13.55",-0.016674,0.007551,0.047422,0.025708,-0.016373,0.028637,-0.0049799,-0.024117,0.0076834,0.031045,0.0079772,-0.032753,0.01298,0.041336,0.012003,0.0071878,-0.061391,0.0036707,0.0039326
"M1594.19T13.55",0.0081504,-0.017295,-0.06387,-2.4113e-05,0.040841,0.0090892,-0.018449,0.00038249,-0.013838,0.032025,0.014943,0.023569,-0.022899,-0.02994,0.010705,0.013525,-0.018019,0.0024804,-0.0094566
"M1594.44T13.55",-0.015129,0.0004771,-0.023681,0.030827,-0.038729,0.012025,-0.014684,0.00071441,-0.021006,0.04134,0.019999,-0.032552,-0.0041604,0.015134,-0.034768,0.038861,-0.012564,0.0037733,-0.0052102
"M1595.36T13.55",0.0016811,-0.0015802,-0.035626,0.061489,-0.030896,0.011464,-0.067083,-0.029486,-0.021901,-0.03243,-0.0012817,0.0044876,-0.059023,-0.032378,0.014107,0.048016,0.011514,-0.0057207,0.0025116
"M1596.37T13.55",0.025166,-0.0080893,-0.015534,0.058641,0.02297,0.021491,-0.049953,0.038867,-0.0078454,-0.049031,0.003142,-0.014724,-0.01377,0.018753,0.035909,0.048253,0.0028806,0.0012125,0.0098188
"M1597.03T13.54",0.014214,0.0067643,0.019223,-0.0056202,-0.029071,-0.013363,0.036381,0.047078,-0.037733,-0.00569,-0.0089171,-0.064697,0.039895,0.060899,0.053917,0.030743,0.0035678,0.0060282,0.0088408
"M1599.43T13.55",-0.015409,0.0088984,0.005998,-0.010994,0.0093168,0.051627,0.046334,-0.057958,0.0025503,-0.0048373,-0.0094571,0.057943,-0.016029,0.00076652,-0.0099926,0.0074656,0.029343,-0.010622,0.0062786
"M1599.94T13.55",0.012656,-0.012606,-0.055946,0.016127,-0.015561,-0.028545,0.0036063,-0.001971,0.010428,0.029587,0.020455,-0.009776,-0.0096004,-0.016341,0.016509,-0.0069959,-0.036207,0.004323,-0.0094834
"M1600.69T13.55",0.014462,-0.028703,-0.066117,0.0082624,-0.010263,0.016711,-0.00029932,0.0028279,0.015035,-0.0019963,0.016397,0.021209,0.0013486,-0.0087258,-0.01049,0.016831,-0.0064092,0.00020577,0.01006
"M1603.36T13.55",0.02697,-0.0086452,-0.012756,-0.0023343,0.045156,0.0088429,0.044117,-0.013454,0.0024841,-0.013561,-0.02551,0.0054375,0.00041513,-0.016698,0.044637,0.018564,-0.029979,0.0038223,-0.00046312
"M1604.01T13.55",0.0025103,-0.0070712,-0.057074,0.01402,0.020398,0.0029333,-0.012077,0.015347,-0.01093,-0.026237,-0.069007,-0.0078809,0.0084159,0.03555,0.0025052,-0.025567,-0.0096424,0.0045712,0.008971
"M1610.02T13.55",0.0068208,-0.0098789,-0.023015,0.024445,-0.030838,-0.0026356,0.0013537,-0.0019571,0.025982,0.011921,-0.020587,0.006016,0.031041,0.020112,-0.039705,0.0077546,-0.015983,-0.0074225,0.0084412
"M1610.94T13.55",0.0050917,-0.0041023,-0.062514,0.018475,-0.042166,-0.022895,-0.00065291,0.013091,0.017052,0.022791,0.0043636,0.01762,0.047339,0.0033677,0.053504,0.020469,-0.027524,-0.0026498,0.004421
"M1610.96T13.55",0.01258,0.008594,-0.036623,0.032104,-0.038813,-0.023973,-0.017343,-0.020324,0.0021707,-0.015951,-0.019527,0.010607,0.038321,-0.039551,0.017613,-0.027136,-0.021465,-0.0078649,0.0014969
"M1611.18T13.55",0.01314,-0.01859,-0.040378,-0.016755,0.005416,0.023499,-0.020595,0.031608,0.027904,0.042419,-0.0063855,-0.0045557,-0.031217,-0.0037694,0.031735,-0.040428,-0.0064214,0.0029446,-0.0082771
"M1611.43T13.55",0.010727,-0.011315,-0.02233,0.014211,0.028424,-0.0089709,0.0028115,0.0019993,-0.022048,0.01415,0.020463,0.020417,0.050852,-0.022543,0.054417,0.061878,0.0025784,0.014523,-0.011724
"M1611.69T13.54",0.013315,-0.0032817,-0.019547,0.022457,-0.023694,-0.034644,0.01082,0.026487,-0.00077274,-0.0052011,0.0048256,0.027327,0.012911,-0.037398,-0.049038,0.013592,-0.0023707,-0.011822,0.0041704
"M1616.44T13.55",0.02815,-0.0075354,0.026945,0.011502,0.019049,-0.070117,0.021173,-0.0067972,0.081786,0.00087545,0.0126,-0.013265,-0.017619,-0.046456,-0.018584,0.059687,-0.0068059,0.0063845,-0.008827
"M1617.69T13.55",-0.012455,0.0018323,0.029034,-0.025647,-0.020279,0.016925,-0.022727,0.044027,0.0088373,-0.031629,-0.11251,0.017461,0.0015901,0.049917,-0.030899,0.0021678,0.02357,0.0027569,0.0009309
"M1618.69T13.55",0.011835,-0.0035535,0.0093322,0.018769,3.4648e-05,0.021346,-0.0039175,0.029406,-0.0029846,0.007417,0.0061243,-0.01461,-0.031438,0.013537,-0.0063444,-0.046106,-0.068988,0.0022704,-0.0052021
"M1619.35T13.55",0.0067925,-0.0065607,-0.018602,0.049402,-0.014408,0.0014613,-0.031433,0.026662,0.023025,0.010891,-0.052731,-0.0082114,-0.0090849,-0.011962,-0.0028769,0.018696,0.031105,-0.0078502,0.0092874
"M1626.01T13.01",0.014278,0.029395,0.030373,0.00086096,-0.027476,-0.0067069,0.0049998,-0.027083,0.0091079,2.4246e-05,-0.0037458,-0.0055424,0.015764,-0.032619,-0.028866,-0.029344,0.067745,-0.008085,-0.0030793
"M1627.95T13.58",0.021403,-0.012618,-0.0056191,-0.038915,0.034259,0.04975,0.013344,0.0055502,0.0072285,-0.025795,-0.011634,-0.0076793,-0.017875,-0.050531,-0.017337,-0.027059,-0.02542,0.0034414,-0.0043125
"M1629.68T15.51",0.020892,0.00033028,0.030273,-0.011889,-0.021486,0.013112,0.039172,0.017132,-0.032149,-0.032358,0.018147,-0.038995,0.0019889,-0.011974,0.043644,-0.015104,0.049713,0.0079637,-0.011302
"M1633.03T13.55",-0.010894,0.00062869,0.00097554,0.042248,-0.0084431,0.0068693,0.032276,-0.019296,0.045259,0.028109,-0.050947,-0.015578,0.028795,0.0086224,0.002118,-0.0063128,-0.072796,0.0016117,-0.00091756
"M1633.39T13.55",0.02126,-0.0016414,-0.040411,0.040044,-0.028965,-0.013667,0.016325,-0.022518,-0.011478,-0.0098543,-0.023214,0.013116,-0.010521,-0.033678,-0.0062679,-0.0045655,-0.072331,-0.0068996,0.0036327
"M1633.93T13.55",0.020842,-0.0011184,-0.035308,0.030845,-0.016549,0.0075499,0.0011179,-0.0055676,-0.030836,-0.0052493,0.0083257,-0.039563,0.050747,-0.072712,-0.00069426,0.012811,-0.0090403,0.00031037,-0.007508
"M1634.68T13.55",-0.017793,-0.010435,0.0068207,0.018569,-0.0012147,-0.0022412,0.082039,-0.038804,-0.0031908,-0.034889,0.011902,0.045598,0.058659,0.038836,0.062024,0.054775,-0.018411,0.0030874,-0.0039332
"M1638.68T13.55",0.0053414,0.0038995,-0.013081,-0.013803,-0.023612,-0.0081227,-0.018051,-0.024154,-0.031629,-0.018709,0.03803,0.096468,-0.018042,0.017622,-0.035417,-0.01454,-0.022569,-0.01296,0.0077318
"M1641.68T13.55",-0.0026838,-0.0069529,-0.0092209,-0.0022534,-0.028262,0.0047452,0.015763,-0.019393,0.01896,0.0028695,0.0092784,-0.040662,0.009257,0.019655,-0.052775,-0.0019468,-0.0128,0.0018291,-0.0028754
"M1645.68T13.55",-0.017186,0.00718,0.0070708,0.023649,-0.030396,-0.036346,0.043546,0.019581,-0.050134,0.036198,-0.076818,-0.032934,0.012301,0.064092,-0.049383,-0.041539,-0.062619,0.013837,-0.01672
"M1646.68T13.52",-0.0010499,3.4713e-05,0.018331,0.03713,0.010403,-0.022562,-0.012534,-0.02022,0.024419,-0.014163,0.0084603,-0.018664,0.0012209,-0.034101,-0.045452,0.0097707,0.04069,0.0031184,-0.0088093
"M1650.02T13.54",0.02238,0.023435,0.0070535,0.039654,-0.055809,0.0089363,0.0058969,-0.03103,0.052063,0.023276,-0.0024041,0.002924,0.031804,-0.0016168,-0.0061574,-0.020691,-0.031039,0.0029224,-0.020253
"M1650.18T13.55",-0.0077265,-0.0047195,0.036748,0.048888,0.049727,0.043079,-0.040686,-0.033493,0.0030203,-0.022585,0.083974,0.021051,-0.010595,0.010321,0.0090043,-0.046299,-0.024283,0.0061266,-0.013153
"M1650.92T13.6",0.028839,0.0036491,-0.053162,-0.017743,0.015626,-0.019409,0.0081608,0.027215,-0.019142,-0.026282,-0.00058346,-0.0078773,0.071801,-0.011759,-0.027419,0.014245,0.018464,0.01105,-0.00026558
"M1655.36T13.55",-0.00092497,-0.0054209,-0.041046,0.021769,-0.027261,0.015539,0.013547,-0.016316,-0.01474,0.0086215,-0.011267,8.6118e-05,-0.033466,-0.0082304,-0.015725,0.042453,-0.055242,0.0051625,-0.0089801
"M1660.67T13.55",-0.036419,-0.0010752,0.032261,-0.00021839,-0.028564,0.0081015,-0.043602,-0.013304,0.0038306,0.029128,0.021098,0.06666,-0.016831,0.018481,0.0080701,-0.015508,-0.01992,-0.0078139,-0.0036241
"M1662.18T13.6",0.0094328,-0.011032,-0.016735,-0.0099787,0.06844,0.021727,-0.016943,-0.0010705,-0.046463,-0.0025923,0.024757,0.037172,-0.0045004,0.0055684,-0.009985,-0.036189,-0.029483,0.00526,-0.0091543
"M1662.68T13.52",-0.0083827,-0.0056541,0.01436,0.027315,-0.021044,-0.0099758,-0.0021636,-0.043657,-0.0069252,0.046031,-0.0022002,-0.04593,0.046804,0.035225,-0.080739,0.016742,-0.018885,-0.002026,0.0062166
"M1663.68T13.55",3.763e-07,-0.0038636,-0.027408,0.030559,-0.002083,0.041171,-0.020744,0.0025179,0.022861,-0.004554,0.023349,-0.0096091,0.017438,0.01633,0.032317,0.0059894,-0.022943,0.0042075,0.002938
"M1664.01T13.55",0.0010121,-0.013428,-0.038762,-0.0026879,-0.0054654,0.025613,-0.012853,0.012477,0.017369,0.0057462,-0.0092104,-0.047257,0.014694,0.0099336,0.011228,0.047768,-0.031263,0.0069026,0.00023146
"M1668.44T13.55",-0.010937,0.002161,-0.013055,0.00076822,0.0020205,-0.021037,-0.014499,-0.038613,-0.026738,-0.00018723,-0.083573,-0.045712,-0.040226,0.032564,-0.011494,0.012052,-0.030304,0.0041367,0.0046345
"M1668.68T13.55",0.0066722,0.023412,0.0094563,0.0443,-0.053428,-0.012042,-0.022398,-0.030544,-0.0070633,0.031659,-0.0026909,-0.022022,-0.024278,-0.0028522,0.0076516,0.0052312,0.007471,-0.0033752,-0.0045485
"M1671.36T13.55",-0.0024044,0.0055654,0.016792,0.0085038,-0.0027837,0.011754,-0.0026514,-0.035623,0.0065876,-0.048614,-0.035522,-0.0017448,-0.043633,-0.021458,0.015977,0.033459,-0.051448,-0.00083426,-0.0008554
"M1671.67T13.55",0.0056831,0.00026804,-0.022007,0.01308,0.023243,0.039715,-0.0033995,-0.011989,0.014174,0.021026,0.0045713,-0.0034649,-0.008013,0.010558,0.048056,0.052774,-0.011665,0.0080274,-0.0047602
"M1671.98T13.55",0.011694,0.0018012,-0.045635,0.016818,-0.0020636,-0.023532,-0.0013846,-0.037252,-0.014691,0.0051664,-0.030395,-0.0051385,0.0093592,0.032339,-0.015591,-0.009802,0.061352,0.0074063,-0.0034482
"M1672.4T13.49",0.0025873,0.0098584,-0.0049316,-0.0094703,-0.03794,-0.0011325,-0.061006,0.01011,0.019785,-0.019782,0.0019584,0.03162,-0.063429,0.022427,-0.011144,-0.016492,-0.066954,0.0047994,-0.013602
"M1674.67T13.6",-0.0025277,0.0082112,0.00053825,0.031533,0.040537,0.0023903,-0.03368,-0.01689,-0.018806,0.042366,0.025112,0.0030558,-0.015876,-0.037466,0.020791,-0.0027158,0.023439,0.0031009,-0.00405
"M1678.17T13.55",0.0016622,9.5918e-05,-0.03028,0.04054,-0.054046,0.00509,-0.02008,0.0042297,0.018154,-0.00010058,-0.03243,-0.0029785,0.023283,-0.028859,-0.021354,-0.0038091,-0.0025463,-0.011392,0.0082517
"M1678.94T13.55",0.019404,0.015161,-0.0082981,0.034079,-0.020082,0.04623,-0.00061698,-0.0004449,-0.0013832,-0.0095689,-0.0057436,0.025623,-0.03171,0.0052999,0.017111,-0.013567,-0.051832,0.0020057,-0.0099095
"M1679.43T13.55",0.0042934,0.0018892,-9.5411e-05,0.033164,0.02771,-0.025779,0.053892,0.032681,-0.00079986,0.065092,0.029573,0.012771,0.043908,-0.019841,0.021706,0.045064,-0.018901,0.0063928,-0.0070383
"M1684.67T13.55",0.012084,-0.010389,-0.0070365,-0.002442,-0.026782,-0.03101,-0.013881,-0.017263,0.054208,-0.0058052,0.001373,0.0071804,-0.015978,0.037179,-0.010217,0.046721,-0.042714,-0.0056861,0.0095966
"M1687.34T13.6",0.011447,-0.01452,-0.055768,0.0278,-0.023593,0.016053,0.027396,-0.008517,-0.0042716,-0.0075652,0.002328,-0.00053873,-0.026871,0.001661,0.013094,0.01721,-0.0011942,-0.0067993,-0.0068116
"M1687.68T13.55",0.019181,-0.025888,-0.01101,-0.005238,-0.034998,0.00041082,-0.019022,-0.0099468,0.01037,-0.028133,-0.013261,0.02087,0.0019742,-0.080564,0.052339,-0.057122,-0.054627,-0.014452,0.003772
"M1689.67T13.55",-0.0010853,0.0014125,0.004476,-0.0018411,-0.0033632,0.015006,-0.00014613,-0.0077273,-0.017176,0.019327,0.048794,0.089708,-0.03777,0.039178,-0.052003,0.039363,-0.04208,0.0097401,-0.021932
"M1694.67T13.55",0.00017686,-0.006459,-0.017594,0.048364,0.0019578,-0.011383,0.011782,-0.032405,0.0028048,-0.026141,0.0028925,2.8776e-05,0.005679,-0.0092017,0.0054502,-0.034676,0.0061789,0.0022713,-0.0078117
"M1695.93T13.55",0.0026983,-0.017482,-0.012061,0.025126,-0.031417,0.052199,-0.049272,-0.0055173,-0.0029319,-0.0015215,0.0089693,-0.026293,-0.064138,0.010653,0.014307,0.014507,0.015012,0.00874,-0.015894
"M1696.67T13.55",-0.0027222,0.010049,-0.0081633,-0.0063727,0.0086746,0.022726,-0.041914,0.011097,-0.021234,-0.031888,-0.060189,-0.024708,0.07359,0.048683,-0.014707,-0.0076064,0.039536,0.00981,0.0056034
"M1700.67T13.55",0.0040493,-0.0048069,-0.014592,0.022049,-0.027599,0.013268,-0.058859,-0.010812,-0.022121,-0.045784,-0.009273,0.022417,-0.028055,0.0015093,0.012802,0.00018832,-0.032988,-0.0035932,0.0013639
"M1701.38T13.51",0.0032696,-0.001638,0.039312,-0.037184,-0.018771,-0.05271,-0.08537,0.051527,-0.034173,0.052014,-0.037694,-0.032805,-0.004562,0.031344,-0.05852,-0.023446,-0.0059045,0.013891,-0.011784
