"","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg"
"Label","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock"
"M335.137T198.47"," 0.2825480"," 0.9217569"," 0.4037787"," 0.1673134","-0.5996679","-0.8124439","-0.3632851"
"M661.226T856.483"," 0.3624709"," 1.0140086"," 0.2328778"," 0.1866058","-0.2060986","-1.1777761","-0.4120885"
"M593.709T851.665"," 0.16984518"," 1.09341450"," 0.03037963"," 0.27883404","-0.32380231","-0.48512886","-0.76354217"
"M727.414T1292.189"," 0.07009808"," 0.89365410"," 0.22913193"," 0.21986515","-0.64443226","-0.35682082","-0.41149618"
"M465.141T849.089"," 0.2325898"," 0.8547773"," 0.1156113"," 0.3994950","-0.3727301","-1.0096684","-0.2200750"
"M676.835T65.732"," 0.39216707","-0.03969634"," 0.92039945"," 0.47200790","-0.68275038","-0.68993256","-0.37219514"
"M351.13T801.057"," 0.1063517"," 0.9058414"," 0.3369790"," 0.3587040","-0.4893207","-0.8225456","-0.3960099"
"M361.323T326.759"," 0.1952697"," 1.0600677"," 0.6451323"," 0.1239354","-0.4291372","-1.0168871","-0.5783809"
"M661.142T919.275"," 0.32439979"," 1.15219252"," 0.66566620"," 0.09956013","-0.81329539","-1.02474137","-0.40378189"
"M445.135T747.805"," 0.2300107"," 0.9610197"," 0.2958761"," 0.2461753","-0.4135948","-0.7400353","-0.5794518"
"M271.07T418.897"," 0.1597781"," 1.2402921"," 0.5327296","-0.1624973","-1.0133331","-0.0965314","-0.6604381"
"M409.075T617.585"," 0.0610816"," 1.0577594"," 0.8027315"," 0.1904369","-0.8202880","-0.6280039","-0.6637175"
"M402.187T763.436","-0.05817537"," 0.79961723"," 0.49972048"," 0.49402368","-0.58995204","-0.91562841","-0.22960556"
"M426.882T91.046"," 0.20291314"," 0.73378575"," 0.45285339"," 0.03466615","-0.51805340","-0.50554367","-0.40062137"
"M771.811T66.858","-0.29246111"," 0.93787439"," 0.56805482"," 0.55878535","-0.77949557","-1.02519396"," 0.03243608"
"M545.846T78.22"," 0.31608520"," 0.91162585"," 0.21734885","-0.09847822","-0.75516667","-0.29043695","-0.30097806"
"M969.698T320.725"," 0.5556893"," 1.0159821"," 0.4365887"," 0.5682451"," 0.4267282","-1.4929276","-1.5103059"
"M365.528T823.98"," 0.4836242"," 0.8141195"," 0.8834981"," 0.8189966","-0.7369303","-1.4806349","-0.7826732"
"M320.919T92.078"," 0.48270484"," 1.03285123"," 0.42787433","-0.03783862","-0.71028952","-0.60688449","-0.58841776"
"M937.388T970.431"," 0.2668074"," 0.9715517"," 0.2927935"," 0.3060701","-0.4719291","-0.9799786","-0.3853149"
"M299.07T414.239"," 0.6381672"," 0.9845449"," 0.5996694","-0.2005824","-1.5663566","-0.1377672","-0.3176751"
"M942.309T937.647"," 0.23996570"," 1.05799133"," 0.76626594"," 0.09132443","-0.68363765","-1.22512368","-0.24678606"
"M408.906T66.13"," 0.2438687"," 0.2776030"," 0.4213766"," 0.2694429","-0.6178746","-0.1675227","-0.4268939"
"M333.191T983.058"," 0.4390797"," 0.8859600"," 0.1443308"," 0.1483262","-1.2219831","-0.2156951","-0.1800185"
"M365.136T768.138"," 0.4366280"," 0.7047354"," 0.6954276"," 0.2802625","-0.9105341","-0.6347966","-0.5717228"
"M771.203T760.252"," 0.2703594"," 1.0037374"," 0.2433442"," 0.0687310","-0.4957932","-0.6399581","-0.4504208"
"M461.152T871.999"," 0.35839677"," 0.70406229"," 0.63749619"," 0.08124443","-0.59883712","-0.74711124","-0.43525132"
"M481.183T807.444"," 0.09479586"," 0.96675822"," 0.56339974"," 0.25482872","-0.65629201","-0.97271400","-0.25077653"
"M405.177T839.252"," 0.07640167"," 0.86050155"," 0.49170799"," 0.24066864","-0.78717436","-0.52985252","-0.35225297"
"M1204.491T868.846"," 0.29613645"," 0.55447310","-0.03619048"," 0.47986558","-0.61852975","-0.63669268","-0.03906221"
"M333.041T419.397"," 0.02275944"," 1.25411803"," 0.70775739","-0.19703204","-0.90252749","-0.24036953","-0.64470579"
"M726.284T1051.577"," 0.89848938"," 0.19929912"," 1.11697545","-0.49607065","-0.85510862"," 0.01602062","-0.87960529"
"M367.103T818.837"," 0.3623985"," 1.0036108"," 0.2788620"," 0.2630853","-0.3460536","-0.8908898","-0.6710133"
"M643.847T66.912","-8.868871e-05"," 4.647426e-01"," 7.835435e-01"," 4.831833e-01","-5.597448e-01","-6.847428e-01","-4.868931e-01"
"M601.172T845.875"," 0.04652575"," 0.93853771"," 0.30791858"," 0.35043989","-0.71779567","-0.63750648","-0.28811978"
"M610.849T834.902"," 0.5668271"," 0.7162263"," 0.3102714"," 0.3848640","-0.2558854","-1.5051177","-0.2171858"
"M310.974T92.682"," 0.271536146"," 1.126162615"," 0.484668185","-0.001830418","-0.631144686","-0.667764056","-0.581627787"
"M776.814T66.22"," 0.3941044"," 0.4261727"," 0.6724013"," 0.2799745","-0.7151898","-0.7137133","-0.3437497"
"M806.159T933.966","-0.005385012"," 1.060350495"," 0.719589148"," 0.106727927","-0.522215586","-1.098069863","-0.260997109"
"M407.9T66.13"," 0.1068340"," 0.3448678"," 0.5799844"," 0.3282417","-0.5072499","-0.6541545","-0.1985234"
"M806.921T938.616"," 0.3641308"," 0.8462618"," 0.6630747"," 0.2576034","-0.3749858","-1.1721554","-0.5839295"
"M754.827T67.274","-0.4877037"," 0.7389482"," 0.4992129"," 0.6252485","-0.4147353","-0.8402813","-0.1206893"
"M287.076T110.312"," 0.32813121"," 0.91233741"," 0.29079319","-0.05051708","-0.61038461","-0.54780886","-0.32255126"
"M871.351T913.248"," 0.37593560"," 0.88592875"," 0.52397895"," 0.05163663","-0.48244563","-0.80907736","-0.54595694"
"M807.113T936.925"," 0.25142298"," 1.04907484"," 0.63614083"," 0.02184478","-0.67813094","-0.68206902","-0.59828349"
"M203.204T105.674"," 0.2691339"," 0.8919993"," 0.5886589","-0.2456673","-0.6595197","-0.3880016","-0.4566035"
"M505.3T1291.082"," 0.1624480"," 1.0182393"," 0.1129857"," 0.1426591","-0.7688114","-0.2521478","-0.4153730"
"M204.975T113.721"," 0.1396819"," 1.0024358"," 0.1248399"," 0.1613314","-0.4935871","-0.6137207","-0.3209812"
"M613.854T887.38"," 0.07916238"," 0.95865153"," 0.15439199"," 0.25247987","-0.62368052","-0.28738587","-0.53361939"
"M333.06T88.804"," 0.36345576"," 1.05050748"," 0.04844545"," 0.53595231","-0.39294423","-0.81066326","-0.79475351"
"M1197.439T886.215"," 0.3155463"," 0.7279537"," 0.6674083"," 0.3537318","-0.7348969","-0.9766037","-0.3531395"
"M413.192T1370.63"," 0.1143306"," 0.7713538"," 0.2914437"," 0.1642651","-0.4717892","-0.3850281","-0.4845759"
"M572.874T67.143","-0.1456138"," 0.4133732"," 0.9003930"," 0.3429447","-0.3937587","-0.8066126","-0.3107259"
"M555.158T835.854"," 0.2861393"," 1.0131978"," 0.3277510"," 0.1953110","-0.2023037","-1.0935732","-0.5265222"
"M267.196T1364.412","-0.07338902"," 0.68054136"," 0.39579709"," 0.31973791","-0.81777692","-0.28921196","-0.21569845"
"M674.842T67.64"," 0.2588756"," 0.5734769"," 0.5068558"," 0.3494875","-0.6177890","-0.6185282","-0.4523787"
"M593.934T851.064"," 0.4142815"," 0.9996073"," 0.2823569"," 0.3709627","-0.4900285","-1.2290150","-0.3481649"
"M310.969T105.491"," 0.02777874"," 1.05784196"," 0.41615279"," 0.08574357","-0.39488784","-0.64479033","-0.54783890"
"M872.81T67.519","-0.2196939"," 0.8434992"," 0.9758328"," 0.6731485","-0.7823500","-1.1185330","-0.3719036"
"M429.365T315.31"," 0.51124964"," 0.66414601"," 0.14876759"," 0.03744438","-0.43133318","-0.35882108","-0.57145337"
"M471.046T618.546"," 0.1087176"," 1.1057885"," 0.9582717"," 0.3342379","-1.3887036","-0.5815939","-0.5367181"
"M1043.424T909.662"," 0.25532349"," 0.85065859"," 0.52815980","-0.06280871","-0.32364634","-1.00729037","-0.24039646"
"M401.144T790.222"," 0.34798462"," 1.02518001"," 0.39745426","-0.01262644","-0.56699697","-0.77588118","-0.41511431"
"M712.22T783.012","-0.2429081"," 0.8766546"," 0.8122616"," 0.5604190","-0.8344288","-0.6085842","-0.5634142"
"M469.036T876.272"," 0.6174417"," 1.0386096"," 0.8194657"," 0.7429749","-0.6615885","-0.8728139","-1.6840895"
"M884.8T66.979"," 0.2479728"," 0.4597490"," 1.0151273"," 0.2722868","-0.7602003","-0.9230529","-0.3118828"
"M333.926T91.902"," 0.235137151"," 1.036799581"," 0.404873628","-0.005714432","-0.755212433","-0.489073205","-0.426810291"
"M473.173T881.847"," 0.2715099"," 0.8986338"," 0.4820999"," 0.2222669","-0.5574541","-0.8585311","-0.4585253"
"M621.037T758.225"," 0.3543077"," 0.8048875"," 0.4619883"," 0.2872514","-0.7435808","-0.5366405","-0.6282137"
"M611.147T106.977"," 0.12994189"," 0.97134608"," 0.45616091","-0.07000055","-0.55883479","-0.58773844","-0.34087510"
"M461.037T823.98"," 0.09786305"," 0.98548374"," 0.69032659"," 0.37026111","-0.49938289","-1.37787389","-0.26667769"
"M870.702T1303.064"," 0.5909695"," 0.7224961"," 0.3427315","-0.2183492","-0.4391667","-0.5002158","-0.4984653"
"M567.171T792.05"," 0.1117230"," 0.8526604"," 0.1132284"," 0.5404619","-0.4847738","-0.7219362","-0.4113638"
"M476.876T67.016"," 0.47703022"," 0.70419516"," 0.34626847","-0.05767315","-0.50379684","-0.65792033","-0.30810351"
"M431.759T791.911","-0.2062590"," 0.8291723"," 0.3074638"," 0.6843768","-0.3343245","-0.9165542","-0.3638751"
"M609.054T106.871"," 0.3209989"," 0.9758345"," 0.3324615"," 0.0515068","-0.6868564","-0.5005657","-0.4933795"
"M657.266T958.998","-0.1109327"," 0.8159917"," 0.5686171"," 0.2150721","-0.4654672","-0.5186733","-0.5046077"
"M508.215T930.69"," 0.3790185"," 0.5990563"," 0.4393106"," 0.2851449","-0.5666091","-0.8350579","-0.3008633"
"M915.823T68.606"," 0.0693470"," 0.3247519"," 0.6639758"," 0.8075172","-0.3972062","-0.8105223","-0.6578635"
"M772.809T66.771","-0.2895374"," 0.7392907"," 0.7003438"," 0.8654637","-0.6480465","-1.0073588","-0.3601556"
"M1130.433T884.599"," 0.2486891"," 0.7862969"," 0.6370637"," 0.2803726","-0.7216822","-0.8626431","-0.3680969"
"M619.26T816.529"," 0.3991893"," 0.8186887","-0.1599217"," 0.4914043","-0.4158706","-0.6433908","-0.4900992"
"M292.991T104.104"," 0.1553117"," 0.9286381","-0.1806880"," 0.7336011","-0.8033361","-0.4548902","-0.3786367"
"M911.268T936.747"," 0.4604499"," 1.0874505"," 0.5143559","-0.1736296","-0.5053748","-1.1148994","-0.2683525"
"M645.848T67.545"," 0.23715482"," 0.07529806"," 0.73448655"," 0.37635021","-0.19581864","-0.75067734","-0.47679367"
"M806.073T940.272"," 0.1637615"," 0.9385729"," 0.6622394"," 0.1189377","-0.3775280","-1.0708827","-0.4351007"
"M522.878T65.745","-0.1337776"," 0.7351940"," 0.6551436"," 0.1985355","-0.5727961","-0.5643118","-0.3179876"
"M255.115T921.266"," 0.4138857"," 0.5244587"," 0.5074936"," 0.2394973","-0.3848855","-0.9667591","-0.3336907"
"M1093.54T895.081"," 0.14405005"," 1.14875174"," 0.21142184","-0.03845793","-0.65582359","-0.36262521","-0.44731690"
"M617.247T870.852"," 0.2833246"," 0.9454269"," 0.3641053"," 0.3115286","-0.4559852","-0.7493787","-0.6990215"
"M655.189T778.866"," 0.3092335"," 1.0675986","-0.0284750"," 0.2522581","-0.5500901","-0.4668728","-0.5836525"
"M626.212T761.224"," 0.0746064"," 0.8713844"," 0.4432223"," 0.1968785","-0.7578290","-0.6525753","-0.1756873"
"M569.91T66.858","-0.2359460"," 0.5165992"," 0.7415945"," 0.8837260","-0.6319702","-0.8015784","-0.4724251"
"M329.088T425.59"," 0.2751755"," 0.6427572"," 0.3150814"," 0.3712998","-0.5205104","-0.7624044","-0.3213991"
"M495.025T292.616"," 0.2188660"," 0.8426807"," 0.4280574"," 0.3218673","-0.7834479","-0.9139102","-0.1141132"
"M547.234T852.079"," 0.1574197"," 0.8421680"," 0.4277351"," 0.3848406","-0.6568471","-0.9942485","-0.1610678"
"M494.233T920.795","-0.01500539"," 0.91689515"," 0.25038372"," 0.44674293","-0.78047828","-0.72200408","-0.09653406"
"M274.971T109.977"," 0.07999816"," 1.14894824"," 0.32108695"," 0.07203398","-0.49832803","-0.55247145","-0.57126784"
"M626.185T785.506"," 0.45321989"," 0.85582344"," 0.25536441"," 0.09251426","-0.73665515","-0.46369747","-0.45656937"
"M491.126T414.484"," 0.31979672"," 0.64928107"," 0.79119026","-0.04923204","-0.44393927","-1.01981475","-0.24728199"
"M415.225T881.978"," 0.07740631"," 0.89137084"," 0.32703451"," 0.20345542"," 0.09951780","-0.72725657","-0.87152832"
"M409.002T109.878"," 0.1644811"," 0.9706963"," 0.1129933"," 0.2875391","-0.4467699","-0.5642444","-0.5246954"
"M413.104T602.912"," 0.1262538"," 0.7365551"," 0.3389903"," 0.3360076","-0.6203519","-0.5314050","-0.3860499"
"M807.744T937.741"," 0.2433326"," 1.0532343"," 0.5084775"," 0.1132148","-0.3726451","-0.9867014","-0.5589126"
"M209.025T89.634"," 0.16532618"," 1.08559118","-0.17628654"," 0.09570677","-0.54701033","-0.26770498","-0.35562227"
"M941.306T938.915"," 0.21122259"," 1.08772992"," 0.62984538"," 0.09944264","-0.55760003","-1.08590628","-0.38473423"
"M180.971T1182.798"," 0.22937902"," 0.72734706"," 0.61178414"," 0.01801811","-0.57679697","-0.52174762","-0.48798374"
"M593.922T852.299"," 0.5490732"," 0.9302886"," 0.1041073"," 0.3440050","-0.6705328","-0.8599558","-0.3969856"
"M808.342T938.944"," 0.26624601"," 1.06862944"," 0.61462002"," 0.01819172","-0.60311802","-1.04435702","-0.32021216"
"M732.876T67.374"," 0.1316330"," 0.5782750"," 0.7784959"," 0.5571451","-0.5997538","-1.0446117","-0.4011834"
"M759.826T66.885","-0.2123994"," 0.8787121"," 0.6740136"," 0.7396995","-0.6527670","-1.0544093","-0.3728494"
"M289.056T250.757"," 0.3450163"," 0.5535472"," 0.2087862"," 0.4159333","-0.1204370","-0.5943237","-0.8085224"
"M851.338T916.834"," 0.4230046"," 0.6012121"," 0.7254489"," 0.1140344","-0.4736229","-0.9217269","-0.4683503"
"M529.184T941.182"," 0.5423207"," 1.1462044"," 0.2731893"," 0.3300027","-0.4846814","-1.3380904","-0.4689453"
"M621.221T884.304"," 0.14521114"," 0.97201946"," 0.44147592","-0.02804706","-0.50887089","-0.74289444","-0.27889413"
"M705.205T926.435"," 0.3914557"," 0.7662397"," 0.5100843"," 0.2705222","-0.7344471","-1.1842665","-0.0195883"
"M699.004T983.059"," 0.1677344"," 1.0821884"," 0.2349402"," 0.3037706","-1.0562654","-0.4047685","-0.3275997"
"M805.362T924.937"," 0.2673772"," 0.8807383"," 0.6087137","-0.3667299","-0.4224509","-0.6445296","-0.3231188"
"M789.663T1119.968"," 0.47159261"," 0.89911955"," 0.38470581"," 0.05929296","-0.81291409","-0.40579254","-0.59600430"
"M467.156T971.498"," 0.2231280"," 0.8492690"," 0.1655394"," 0.4486033","-0.2179659","-1.0054039","-0.4631699"
"M640.844T67.188","-0.30088104"," 0.52952487"," 0.48682128"," 0.25499555","-0.13325788","-0.92328591"," 0.08608313"
"M359.098T671.316","-0.1268641"," 0.8985696"," 0.4468549"," 0.3814546","-0.3523817","-0.7363762","-0.5112572"
"M431.769T791.594","-0.04618083"," 0.81395575"," 0.45664123"," 0.20441242","-0.23631856","-0.95539799","-0.23711203"
"M643.245T933.361"," 0.3652175"," 0.9116604"," 0.2419580"," 0.3617269","-0.5475536","-0.7842502","-0.5487589"
"M287.077T663.979"," 0.26776453"," 0.84154846","-0.03427599"," 0.31595553","-0.47902666","-0.61400354","-0.29796233"
"M875.696T1193.301"," 0.08586721"," 0.73195300"," 0.28710909","-0.18167947","-0.61180312","-0.46797370"," 0.15652699"
"M850.805T68.208"," 0.3744515"," 0.1431956"," 0.4183816"," 0.5580382","-0.5844312","-0.9391088"," 0.0294731"
"M508.881T66.935"," 0.1115292"," 0.5550542"," 0.5018370"," 0.2991852","-0.4271135","-0.6773715","-0.3631207"
"M815.832T67.938","-0.09738995"," 1.20628975"," 0.54290567"," 0.63605923","-0.82021319","-1.15189726","-0.31575425"
"M539.034T616.33"," 0.3997933"," 0.9353841"," 0.7231115"," 0.1872773","-0.9272986","-0.9372187","-0.3810489"
"M397.002T110.368","-0.1440549"," 0.9908604"," 0.3355866"," 0.2694611","-0.6967934","-0.4974302","-0.2576295"
"M1432.595T1048.493","-0.08415802"," 0.99965638"," 0.83898954"," 0.22831715","-0.72319927","-0.75902244","-0.50058334"
"M627.173T806.181"," 0.1964589"," 0.9437259"," 0.3584393"," 0.1409523","-0.7336360","-0.4436128","-0.4623275"
"M333.062T883.084"," 0.30627442"," 1.18565808","-0.03788258"," 0.43216510","-0.20129621","-0.88648016","-0.79843864"
"M564.68T1183.74"," 0.069594516"," 0.892617565"," 0.006109547"," 0.255385994","-0.637339192","-0.337842471","-0.248525959"
"M503.143T589.731"," 0.004439141"," 0.896380058"," 0.676479973"," 0.378632877","-0.483052404","-1.101780177","-0.371099468"
"M799.852T67.938"," 0.2898383"," 0.3196883"," 0.5641014"," 0.6050107","-0.4776649","-0.8325828","-0.4683909"
"M927.368T972.44"," 0.4461609"," 0.8127624"," 0.2186456"," 0.3077637","-0.4297260","-1.1561569","-0.1994497"
"M371.09T764.993"," 0.29411244"," 0.91120396"," 0.26886948"," 0.05071159","-0.45557482","-0.53338364","-0.53593900"
"M811.459T986.188"," 0.3475593"," 0.9028846"," 0.4003756"," 0.1758526","-0.8487075","-0.1746517","-0.8033130"
"M561.217T921.818"," 0.2019011"," 0.7347266"," 0.2253806"," 0.6970539","-0.2944200","-0.8385990","-0.7260432"
"M463.02T875.074"," 0.4526727"," 1.1124528"," 0.6509094"," 0.5947403","-0.7517325","-1.1389644","-0.9200784"
"M289.12T769.482"," 0.4616493"," 0.6728194"," 0.4888004"," 0.2982410","-0.6345612","-0.7012087","-0.5857402"
"M657.109T89.959"," 0.26807349"," 0.71757948"," 0.09326434"," 0.53763558","-0.58593067","-0.51200031","-0.51862192"
"M459.052T765.953","-0.08181036"," 0.84953020"," 0.30179222"," 0.10888246","-0.32398592","-0.61823567","-0.23617292"
"M497.175T1191.749"," 0.27163474"," 0.70205024"," 0.52667133","-0.07112828","-0.68770541","-0.34390961","-0.39761301"
"M404.916T66.832","-0.6331624"," 0.6929784"," 0.4840854"," 0.6160628","-0.3914418","-0.5867201","-0.1818023"
"M723.346T899.128"," 0.2132418"," 0.8509633"," 0.4079876"," 0.2107743","-0.6109566","-0.5464266","-0.5255839"
"M655.655T928.688"," 0.39029375"," 0.87230102"," 0.23885176"," 0.07587029","-0.67317870","-0.40825919","-0.49587894"
"M427.197T838.449"," 0.36627702"," 1.03882469"," 0.16422006","-0.01743055","-0.33209331","-0.88203933","-0.33775858"
"M999.727T1404.686"," 0.494160692"," 0.874615606"," 0.004793882","-0.015693296","-0.594402882","-0.412396628","-0.351077374"
"M626.824T67.188"," 0.2472073"," 0.4081481"," 0.0276281"," 0.5565435","-0.2330456","-0.3715023","-0.6349791"
"M293.177T1099.499"," 0.40075708"," 0.81810689"," 0.45907923"," 0.03904559","-0.93758191","-0.51114311","-0.26826378"
"M429.25T1071.941"," 0.2920724"," 0.9691718"," 0.1528825"," 0.2767263","-0.6056642","-0.5637393","-0.5214494"
"M341.088T439.204"," 0.2378069"," 0.7340643"," 0.3980588"," 0.2551523","-0.5143982","-0.6515510","-0.4591330"
"M656.833T67.115","-0.2287204"," 1.0064756"," 0.4224789"," 0.6290654","-0.6464400","-0.8297617","-0.3530978"
"M1031.347T966.014"," 0.4076604"," 0.8739842"," 0.5157339"," 0.1002473","-0.4570455","-0.9919418","-0.4486385"
"M630.879T67.545"," 0.0825406"," 0.5622789"," 0.7497884"," 0.4366090","-0.4390472","-0.9564552","-0.4357145"
"M693.424T1336.51","-0.02980625"," 0.38358518"," 0.39913088"," 0.41637915","-0.82449973","-0.12058338","-0.22420585"
"M806.978T940.468"," 0.1485799"," 0.9392976"," 0.6839290"," 0.1605885","-0.3213754","-1.2667653","-0.3442543"
"M471.897T67.543"," 0.1317757"," 0.3929536"," 0.3914167"," 0.5295806","-0.3089451","-0.7649919","-0.3717895"
"M429.141T889.195"," 0.3635222"," 0.9834363"," 0.5016313"," 0.0264871","-0.3232420","-0.5888274","-0.9630074"
"M1109.422T909.522"," 0.36262507"," 0.97784230"," 0.64831851"," 0.02477463","-0.36106939","-0.97559745","-0.67689367"
"M341.088T304.64","-0.1593056"," 1.0522341"," 0.4282647"," 0.3153019","-0.5859443","-0.6295158","-0.4210350"
"M1042.422T909.151"," 0.32755109"," 0.80089238"," 0.62559957"," 0.01833504","-0.24698964","-1.19849840","-0.32689004"
"M798.851T67.54","-0.55125193"," 0.72396624"," 0.59717836"," 0.48316614","-0.62497447","-0.61487386","-0.01321047"
"M413.179T861.909"," 0.7130487"," 1.1787141"," 0.5203315"," 0.3412965","-1.7650203","-0.3149608","-0.6734097"
"M807.007T938.915"," 0.1127567"," 1.1235879"," 0.5691001"," 0.2297902","-0.4199081","-1.0452800","-0.5700468"
"M359.022T90.408"," 0.2909217"," 1.0897048"," 0.3645616","-0.1807326","-0.5544403","-0.5905547","-0.4194604"
"M564.961T1199.656","-0.06621964"," 0.68973861"," 0.08986364"," 0.31169153","-0.43525691","-0.00500942","-0.58480781"
"M359.061T194.361"," 0.07797863"," 0.76711896"," 0.12161467"," 0.65641164","-0.75801565","-0.53220657","-0.33290168"
"M1462.52T939.973"," 0.5029371","-0.1335453"," 0.9160954"," 0.6064976","-0.4760879","-1.2415890","-0.1743079"
"M385.113T791.317"," 0.12261333"," 0.91315447"," 0.37140427"," 0.04451378","-0.53069608","-0.50902782","-0.41196196"
"M743.85T66.912","-0.3324812"," 0.8965511"," 0.6246594"," 0.5105564","-0.2156663","-0.8679278","-0.6156916"
"M203.083T418.775"," 0.10102921"," 1.13132458"," 0.66162897"," 0.05414739","-0.99959961","-0.20643644","-0.74209410"
"M341.465T625.973"," 0.40823103"," 1.04371260"," 0.73513135","-0.03935823","-0.86542444","-0.68626007","-0.59603224"
"M272.959T67.281","-0.3309500"," 0.6195313"," 0.5709931"," 0.6107676","-0.4311542","-0.8714311","-0.1677567"
"M700.328T66.684"," 0.01146954"," 0.24964541"," 0.75783558"," 0.59423464","-0.43779370","-0.95199222","-0.22339925"
"M280.987T110.997"," 0.27506806"," 1.02894001"," 0.16591120"," 0.07515998","-0.49467002","-0.55626799","-0.49414126"
"M472.886T66.482"," 0.1963316"," 0.4586322"," 0.2756888"," 0.6348124","-0.4484788","-0.6371742","-0.4798120"
"M367.058T823.98"," 0.3291853"," 0.8004690"," 0.4231018"," 0.2474922","-0.1281764","-1.5284049","-0.1436670"
"M586.884T67.938"," 0.2938208"," 0.7741462"," 0.3245703"," 0.3727807","-0.4302303","-1.0672412","-0.2678466"
"M1162.845T896.125"," 0.3366032"," 1.0874556"," 0.1080647"," 0.1290397","-1.0152028","-0.2780926","-0.3678678"
"M576.861T67.042"," 0.2864149"," 0.6122556"," 0.6958832"," 0.0292862","-0.6232227","-0.5907661","-0.4098512"
"M868.801T68.637"," 0.3379415"," 0.3534691"," 0.5297945"," 0.6824260","-0.5754127","-1.0210010","-0.3072174"
"M1131.537T924.362"," 0.15994095"," 0.86192517"," 0.47307499"," 0.06559533","-0.64732357","-0.38218298","-0.53102988"
"M1193.356T907.422"," 0.73505270"," 0.11453421"," 0.81876159","-0.07304415","-0.44166726","-0.92542821","-0.22820889"
"M182.994T112.283","-0.002906496"," 1.048233807"," 0.113841856"," 0.277002491","-0.521024417","-0.472908721","-0.442238520"
"M684.885T67.374","-0.3548783"," 0.8334561"," 0.6484207"," 0.8402528","-0.2837470","-1.2371334","-0.4463709"
"M373.167T930.605"," 0.2937328"," 0.7702104"," 0.4798389"," 0.2508275","-0.7682963","-0.4077845","-0.6185288"
"M365.143T832.741","-0.07133308"," 0.59209725"," 1.13990601"," 0.73973789","-0.62404227","-0.99883125","-0.77753456"
"M555.17T790.902","-0.06119772"," 1.02119884"," 0.36400538"," 0.31142160","-0.47233778","-0.57984906","-0.58324127"
"M408.822T1801.685"," 0.17646058"," 0.98183638"," 0.46567380"," 0.07670121","-0.53210902","-0.66975039","-0.49881255"
"M1084.663T1198.774","-0.20854535"," 0.81425869"," 0.28693415"," 0.33603984","-1.06776024","-0.05778872","-0.10313839"
"M454.144T914.383"," 0.52243349"," 0.83074460"," 0.76120684"," 0.04892359","-0.55423310","-1.19714556","-0.41192985"
"M886.794T67.143","-0.1525183"," 1.1940953"," 0.7251853"," 0.2921133","-0.6227336","-1.1792437","-0.2568982"
"M526.316T1188.04"," 0.099161974"," 0.009036658"," 0.921943080"," 0.079881989","-0.547137300","-0.425086641","-0.137799761"
"M631.877T67.938"," 0.0953020"," 0.4283666"," 0.6510922"," 0.7204413","-0.1683558","-1.3366419","-0.3902045"
"M1192.357T906.767"," 0.06695128"," 0.49383319"," 0.31088485"," 0.60323820","-0.64515273","-0.63366652","-0.19608826"
"M1009.386T967.414"," 0.608125134"," 0.832850955"," 0.526997843","-0.009906563","-0.609026071","-1.343605622","-0.005435676"
"M357.108T784.337"," 0.08737718"," 0.91359856"," 0.49402620"," 0.36508674","-0.56624349","-0.76830432","-0.52554086"
"M349.072T1165.294"," 0.3073619"," 1.0039266"," 0.1924389"," 0.0228851","-0.5835307","-0.7595712","-0.1835106"
"M527.309T1189.176"," 0.21321312"," 0.66490736"," 0.52126892","-0.05974356","-0.73386696","-0.37151592","-0.23426297"
"M1103.384T928.554"," 0.3288198"," 0.8128025"," 0.5040491"," 0.1765128","-0.4670903","-1.1052685","-0.2498254"
"M683.887T67.591","-0.4150984"," 0.7610632"," 0.7019213"," 0.6746450","-0.1531110","-1.0978714","-0.4715487"
"M553.164T782.325"," 0.13514843"," 1.01728955"," 0.36611110","-0.04275582","-0.43556642","-0.67119030","-0.36903655"
"M644.846T66.885","-0.004819716"," 0.332106372"," 0.670376910"," 0.545719945","-0.544105433","-0.651069700","-0.348208378"
"M521.022T764.729"," 0.1518294"," 1.0258425"," 0.1352739"," 0.1549045","-0.6603066","-0.3654781","-0.4420657"
"M559.276T958.275"," 0.1063580"," 1.0853440"," 0.3116090"," 0.3396688","-0.5683410","-0.9439485","-0.3306903"
"M943.39T965.159"," 0.69877049"," 0.67246493"," 0.57325591","-0.06425914","-0.38935964","-1.29011466","-0.20075789"
"M613.983T886.617"," 0.09887539"," 0.94332151"," 0.09170009"," 0.24478741","-0.56480439","-0.26646460","-0.54741541"
"M173.008T106.871"," 0.1442634"," 0.9399458"," 0.4033575"," 0.2493775","-0.5054719","-0.5795231","-0.6519491"
"M429.486T320.767"," 0.24691785"," 1.03821255","-0.03543644"," 0.14717814","-0.47823593","-0.47245749","-0.44617869"
"M693.17T791.92"," 0.3460494"," 1.1303583","-0.1655276"," 0.1744118","-0.3915126","-0.6311315","-0.4626478"
"M433.376T793.769"," 0.86468998"," 0.72950008","-0.01752768"," 0.16649305","-0.64389135","-0.63881608","-0.46044800"
"M760.823T66.885","-0.30389273"," 0.86783652"," 0.58117168"," 0.57494546","-0.71067876","-0.92417055","-0.08521161"
"M469.095T760.602"," 0.2476042"," 0.6428654"," 0.4689302"," 0.2755584","-0.6753853","-0.6432112","-0.3163617"
