"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
"M1234.76T12.54",0.024866,-0.018636,-0.056554,0.00541,-0.025836,0.0097299,0.0038629,-0.044971,0.045426,-0.01263,0.017161,-0.028287,0.059968,0.044694,0.05223,-0.053069,-0.021302,-0.013713,0.030023,-0.0076974,0.016185,0.0045492,-0.0021705,0.04816,-6.1754e-06,-0.015901,0.038618,0.015204,-0.03001,-0.022724,-0.008222,0.011572,0.054032,-0.0073083,-0.0019471,0.030548,-0.021791,-0.026016,-0.044859,0.042888,0.0048019,0.058981,-0.013519,-0.038685,0.016446,0.029393,-0.009753,0.022802,0.0048988,0.0069834,0.0035087
"M1235.09T12.55",-0.0041458,0.024553,0.0028328,-0.015016,0.012192,0.0395,0.02967,0.057427,0.027393,-0.00010474,0.049019,-0.043829,-0.014896,0.036436,-0.045714,0.010138,0.051212,0.057232,-0.051477,-0.0073743,0.010418,0.030955,0.024791,0.033979,-0.005882,0.012084,-0.016598,0.011087,-0.00059733,-0.025822,0.034327,-0.0099858,0.03659,0.021903,0.054087,-0.023004,-0.009515,-0.02659,0.04256,-0.016681,-0.0028835,-0.033386,-0.0084683,0.010611,-0.027294,0.0022691,-0.034429,-0.050958,-0.06795,-0.0096375,-0.0084277
"M1235.35T12.58",0.012683,0.0042134,-0.020142,-0.021667,0.0054451,-0.018694,0.032019,-0.011774,0.032845,-0.0097445,-0.005813,-0.046758,0.0042712,0.043681,-0.058351,-0.078301,0.016999,-0.010491,-0.050407,-0.0022587,0.018203,-0.067375,-0.011944,0.026689,-0.0048126,-0.0089397,0.073656,-0.050191,-0.036165,-0.032824,0.047469,-0.0065494,-0.035062,0.020596,-0.016764,-0.005193,-0.021451,0.011029,0.00029827,-0.0046629,-0.011718,-0.019275,0.019877,0.028097,0.025867,0.011686,-0.045728,-0.022491,-0.041589,0.0038127,-0.00032966
"M1235.75T17.56",-0.034741,-0.024119,-0.0069159,0.017761,0.023479,-0.014697,0.029814,-0.042022,-0.062686,-0.021194,-0.0090203,0.03466,0.026221,-0.022567,0.026431,0.032548,0.037123,0.022621,0.0043957,-0.0068377,0.059721,0.005864,0.0026155,0.021798,0.005065,-0.014029,0.036175,-0.049919,-0.048636,0.043908,0.018513,-0.02493,0.049959,0.047728,0.028457,-0.017851,0.010579,0.027016,-0.04768,0.0075844,0.013568,0.011454,0.012968,0.01427,-0.030474,0.027776,0.011273,-0.030934,0.032797,0.0016485,0.0052728
"M1235.76T12.54",0.019692,0.00026993,-0.039625,0.021788,0.0089339,-0.0086862,-0.018379,0.030603,-0.00047115,-0.014022,-0.053689,-0.0017369,-0.067113,-0.019867,-0.0051314,-0.029253,-0.0095659,-0.041919,0.035519,-0.011062,-0.0029133,0.038844,0.026753,0.0068241,0.013981,0.018973,0.026853,0.035402,0.0065895,0.00407,-0.017732,0.032053,-0.04965,-0.014493,-0.0071388,-0.0044492,-0.022347,-0.01945,0.034676,-0.050032,-0.0076736,-0.048325,-0.0314,-0.017448,0.023986,0.0015549,0.0029426,0.027765,-0.004313,0.021006,-0.014691
"M1236.51T13.55",0.0006355,-0.014565,0.023492,-0.027829,-0.02294,-0.0091558,0.011593,-0.022344,-0.014335,0.037605,-0.018659,-0.0066794,0.014478,0.022552,0.019867,-0.017346,0.021579,0.0070503,-0.0019252,0.039962,0.0024419,0.019955,0.0086201,-0.020925,-0.0040199,0.014254,0.023459,0.007072,-0.0086433,-0.025904,-0.013104,-0.016863,0.0050519,-0.010218,0.0059968,-0.018292,0.012223,0.0052019,-0.014767,0.048189,-0.038861,-0.01623,-0.031978,0.019808,-0.010326,0.0023336,0.0035686,0.031363,0.016293,0.0014182,-0.020821
"M1237.76T16.56",-0.0082601,-0.060336,0.009137,0.019848,-0.055602,-0.0083449,-0.01711,-0.041541,0.023197,-0.035616,-0.040631,0.067792,-0.0031951,0.019047,0.014868,0.0091872,-0.038834,0.038427,-0.086511,0.0040343,0.024519,0.049423,-0.033359,0.052017,-0.045199,-0.020541,-0.0048573,-0.0095319,0.009679,-0.04019,0.00059073,0.024618,0.045937,0.017778,0.020581,-0.018296,-0.040439,0.010086,-0.032708,-0.054254,0.0013578,-0.052508,-0.042821,-0.018648,0.0091935,0.032882,-0.0469,0.010442,-0.073984,0.0088967,0.00010076
"M1238.76T16.56",-0.026288,-0.041055,-0.022015,0.014067,0.051539,-0.038912,-0.056343,-0.0048988,0.044077,-0.03719,0.023832,0.01423,0.0221,-0.023969,-0.029333,-0.038308,-0.022287,0.043641,0.0034248,0.014072,0.00033972,0.0068763,0.0058941,-0.008223,-0.0085987,0.01136,0.0011717,0.012431,0.0091205,-0.026199,0.0090444,0.043794,0.014611,-0.015174,0.0080222,-0.024272,-0.021332,0.0053462,-0.00058255,-0.0096539,0.019705,0.00036104,0.0073785,0.0014087,0.0051447,-0.021328,-0.01271,-0.031354,-0.0036789,0.010199,0.0032906
"M1239.26T16.56",-0.019572,-0.030915,-0.01116,0.0346,0.0069835,0.062829,0.03597,0.019553,0.053311,0.066259,-0.080194,0.039664,0.031815,0.015563,-0.026853,-0.080038,-0.03615,-0.042487,-0.012951,-0.036073,0.0041941,0.052348,-0.074064,-0.029116,-0.028837,-0.01206,0.0056864,-0.037216,0.0028289,0.018984,0.037293,-0.020212,-0.044327,-0.0026944,0.02166,-0.027161,0.0048621,0.034985,0.033715,-0.030537,0.011204,-0.039062,0.078286,-0.026033,0.012884,0.018008,-0.036587,0.019707,0.0040539,0.030941,0.0056753
"M1239.75T17.55",-0.016513,-0.025987,0.0061639,-0.00031955,-0.027982,0.040995,0.05391,0.048969,0.0028454,-0.0055576,-0.0048003,0.013767,-0.0076266,-0.048853,0.017398,0.051287,-0.060828,-0.0065135,-0.088779,-0.023163,-0.051723,0.02958,0.018762,-0.035791,0.0050816,-0.025523,-0.0044568,-0.02059,-0.0087783,0.04338,0.00021632,0.017822,0.011903,-0.0085456,-0.042851,0.010787,0.072275,-0.022915,0.00062805,-0.0088996,-0.0013494,-0.024243,-0.0032818,0.057741,-0.017679,-0.017981,-0.0058552,0.019575,0.015385,-0.034762,-0.006283
"M1239.76T12.55",-0.011941,-0.0090012,-0.040404,-0.022206,-0.051774,-0.0068594,-0.042725,-0.015204,-0.026694,-0.026376,-0.071378,-0.032821,0.06346,0.038568,0.00018263,0.020216,0.059198,-0.066354,-0.003416,0.053223,-0.00085774,0.011264,-0.033086,0.024425,0.060135,0.0060095,0.013314,0.059946,-0.014649,0.038777,0.014822,-0.046514,0.015951,0.039733,0.010166,0.029293,-0.02548,0.034017,0.0045693,0.0031057,0.047559,0.019104,-0.012775,-0.06199,0.072181,-0.0073909,0.0111,0.032081,0.018157,-0.039825,0.0010025
"M1240.27T13.49",-0.0015406,-0.006166,-0.030278,0.011849,-0.0089294,0.012396,0.018334,-0.048612,0.016776,0.017144,0.020881,0.022754,-0.0063789,-0.032773,0.0075882,-0.03616,0.00868,-0.015844,-0.047612,-0.0073667,0.021671,-0.052933,0.005936,-0.046974,-0.029187,-0.0035236,-0.0081163,-0.011807,0.024721,-0.010088,0.011393,-0.0043501,0.0061069,0.01225,0.033115,-0.050488,0.034607,-0.014193,-0.090487,0.023776,-0.0079029,0.012522,-0.027397,-0.029695,0.041788,0.029346,-0.01713,-0.011247,-0.025397,-0.019247,-0.0047969
"M1242.25T13.55",-0.0048264,-0.0022503,-0.048552,-0.012531,-0.0056365,0.021742,-0.010072,-0.036994,0.0049103,0.009618,-0.0039074,-0.012588,-0.011901,0.0031289,0.011131,0.030743,-0.012316,0.058438,-0.026312,0.0102,-0.024648,0.028264,-0.01989,-0.031415,-0.0086971,-0.031332,0.035005,-0.032742,-0.035525,-0.0055164,0.0076655,-0.02544,-0.019023,0.025029,0.0344,-0.082877,0.0080246,-0.0028516,0.016996,-0.038305,0.009242,0.020236,0.046045,-0.014966,-0.008862,-0.024796,0.0079752,0.026895,-0.057706,0.024498,-0.00054179
"M1242.44T13.55",0.00061623,-0.023172,-0.0057036,-0.0025,-0.012775,0.007282,-0.0066242,-0.023591,0.00022584,0.018482,-0.012854,0.0054355,0.02343,-0.0018189,-0.0080445,0.0012645,-0.0046119,0.0059646,-0.068164,-0.048693,-0.037097,-0.013545,-0.049142,0.017913,0.0029903,0.0048662,0.024592,0.039563,-0.0018459,0.036628,0.013851,0.0069774,-0.011036,0.050331,-0.030793,-0.0018539,0.0086727,-0.03914,0.03023,0.0097143,0.01825,-0.045991,0.025025,0.01351,-0.048878,-0.022351,0.03312,0.03175,0.04733,0.0076687,-0.0031638
"M1243.75T17.56",-0.02565,-0.02888,-0.043744,-0.0017291,-0.018844,-0.051743,-0.012454,0.0065087,-0.016156,0.046309,-0.013645,-0.0027677,0.031345,-0.036094,-0.043713,0.036723,0.040334,0.0057177,-0.0098102,0.0268,0.003884,-0.011724,0.014934,0.072516,-0.021018,0.0013129,0.0043949,0.011725,-0.027778,-0.043009,0.015294,0.048359,0.054634,0.04354,-0.010568,0.061873,0.045441,-0.044366,-0.024593,0.0081489,0.006567,0.014233,-0.014009,-0.0018224,0.015798,0.03434,-0.05656,0.016518,-0.030777,-0.0071689,-0.0071815
"M1244.75T17.56",-0.033746,-0.032007,0.0076485,-0.010612,-0.047302,-0.058609,-0.068952,-0.00050109,-0.014844,-0.0076139,-0.00098022,0.026462,0.00012584,-0.047322,-0.030104,-0.0035426,0.04984,0.012046,-0.0071108,-0.016435,-0.06432,0.0030109,0.034207,-0.037657,0.041214,-0.039398,-0.0061252,-0.047226,-0.0010914,0.059393,-0.012777,-0.054058,-0.045793,0.036265,0.020593,0.017796,0.0070299,-0.040471,-0.054064,0.03044,-0.0029784,-0.01553,-0.029448,0.040003,0.019084,0.025504,-0.0015587,0.015782,0.0020911,-0.0047858,0.014476
"M1245.27T12.6",0.0028708,-0.0024892,-0.059049,0.01173,-0.0099263,0.036876,0.042105,0.011734,-0.028691,0.039384,-0.018895,-0.019883,0.029296,-0.039216,0.040245,0.018376,0.0069036,-0.047019,-0.0099013,-0.06797,0.047786,0.048342,0.012808,-0.015652,0.00042255,-0.0090229,0.048701,0.001309,-0.018756,0.065652,-0.014698,0.08118,-0.014287,-0.027144,-0.020922,-0.04267,0.017576,-0.064258,0.051927,-0.0079061,0.00046553,-0.024653,0.053928,0.040171,0.034064,-0.032191,-0.034555,-0.070569,-0.03064,-0.0069619,-0.018525
"M1245.42T17.4",-0.011086,-0.015264,0.010904,0.0048394,0.0014362,0.028605,0.042271,0.02336,0.054237,0.030429,-0.012523,-0.075166,0.049485,0.024542,0.00078992,0.037036,0.045164,0.06459,-5.1863e-05,0.015074,0.0086852,0.054238,0.051325,0.027527,0.026171,-0.052319,0.045345,-0.021681,0.040332,0.01417,0.010329,-0.014916,-0.016667,0.0031078,-0.0053447,0.011594,-0.03338,0.0152,-0.0087325,-0.046099,-0.043288,0.04453,0.013547,-0.0083182,0.005314,-0.018834,-0.03726,0.072713,0.028364,0.030517,-0.0062332
"M1250.08T17.56",-0.021009,-0.041571,-0.0059135,-0.0057267,0.077783,-0.020896,-0.0025431,-0.016593,0.0084743,0.033301,0.0427,-0.054827,-0.031888,0.024472,-0.00475,0.0012132,-0.051414,0.0006379,0.011209,0.0025084,-0.0054523,0.0037009,-0.029444,-0.0078554,0.0025194,0.021169,-0.016528,-0.03213,0.0084867,0.049139,9.2302e-05,0.029662,-0.0094503,0.057613,0.0097473,-0.010051,-0.014092,-0.022407,-0.012858,0.029114,0.013276,-0.0084916,-0.012765,0.014363,0.00703,0.033821,5.7949e-05,-0.0058001,0.0085537,0.00023755,0.01148
"M1250.75T17.55",-0.043459,-0.023584,0.022601,0.020859,0.030958,-0.017942,-0.048183,-0.036118,0.035763,-0.028508,0.034196,0.012373,-0.00057106,0.04173,0.021215,0.018266,-0.019045,0.018661,-0.028699,0.013181,-0.015801,-0.020756,0.043885,0.025358,0.033335,0.05945,-0.010439,0.0050848,0.0021292,-0.00083465,0.0079128,-0.003033,0.0063582,-0.030274,0.032715,-0.025762,0.0072081,-0.012457,-0.010402,-0.0070052,-0.035255,-0.043445,0.037528,-0.0069616,-0.0059958,0.014681,0.017258,0.025845,-0.0013695,-0.0074017,0.0087797
"M1250.76T12.55",0.01524,0.0076602,-0.07803,-0.0060911,-0.010374,0.0057162,0.020988,-0.009471,-0.0090841,-0.020115,0.0017161,-0.0087246,-0.020326,-0.03772,0.016632,-0.027291,0.0014848,-0.047205,0.0038727,-0.019453,-0.03227,-0.025116,-0.013238,0.022384,0.025559,-0.02053,0.028886,-0.012935,0.014921,-0.028419,-0.012945,0.025201,-0.038258,0.017381,-0.0046667,0.047609,-0.012873,0.012933,-0.017605,-0.034708,-0.035347,-0.042632,-0.055753,0.029674,0.0079161,0.020082,-0.027345,-0.0080285,-0.0022627,-0.0032424,0.0037491
"M1251.42T17.4",-0.030655,-0.023886,0.020333,0.013428,0.04453,-0.0027136,-0.015095,-0.041941,0.036543,-0.06093,-0.025796,-0.014607,0.0020438,-0.024159,-0.018413,0.038107,0.042287,-0.024561,-0.084293,0.047532,0.010662,0.056211,-0.012855,-0.015279,-0.014308,-0.023427,0.0044127,-0.0059419,0.017101,0.075762,0.020315,-0.021219,0.0083141,-0.0085566,-0.0094863,-0.00091139,0.0026321,-0.0076346,-0.0024772,-0.0069234,0.013473,-0.062678,0.036981,0.067308,0.081161,-0.029505,-0.034985,-0.017474,-0.024141,-0.021044,-0.00018981
"M1251.75T17.56",-0.030532,-0.043429,-0.019081,0.012627,0.013018,-0.02004,-0.0045652,-0.033101,-0.021899,-0.065124,-0.024824,-0.026379,0.066874,-0.00080621,0.0033514,0.027082,0.0070727,0.015034,-0.0060834,0.028789,-0.030615,0.031336,-0.0060156,-0.0074165,0.010947,0.049958,0.033185,0.041479,0.0037192,0.0098195,-0.050299,-0.017245,-0.0069749,0.015914,-0.024545,-0.012079,-0.012715,0.012247,0.010924,-0.063401,-0.016044,0.0042462,-0.0045884,-0.0069076,-0.038091,-0.021867,-0.0037364,-0.029411,-0.0035707,0.0034309,-0.00085242
"M1252.08T13.55",-0.0049471,0.019396,-0.050085,0.03712,-0.035877,0.013776,0.013322,-0.032378,0.015874,0.010353,0.013151,-0.044062,-0.0048357,0.00072744,-0.025116,-0.045859,0.043748,-0.016714,0.047552,-0.045267,-0.05159,0.013656,-0.0098807,0.10565,0.031586,0.01176,-0.0030236,-0.017052,-0.014062,-0.032752,-0.00034983,-0.042427,-0.029853,-0.01778,0.0020723,0.043707,0.022799,0.0046862,-0.0090241,0.019337,-0.034269,0.064195,-0.0048235,-0.020627,-0.031983,-0.04403,0.05819,0.002353,-0.03423,-0.0054147,0.0011006
"M1252.75T17.55",0.011458,-0.042675,-0.014222,0.0090083,-0.035111,0.0088448,0.0011858,-0.010397,0.027199,0.030985,0.018832,0.025624,0.042163,-0.055834,-0.058203,0.0089001,0.05174,-0.03614,0.036207,-0.012597,0.0044895,0.06934,0.038834,0.026559,0.030236,-0.018353,-0.022468,0.054637,0.034693,0.027275,0.032257,0.044265,0.0057969,-0.0061178,0.035939,0.03489,-0.02036,-0.032656,-0.0097909,-0.011235,0.061824,0.014958,0.005581,0.069057,0.0075441,-0.027703,0.030927,-0.022813,-0.013024,-0.00017529,-9.8169e-05
"M1254.04T16.06",-0.0031408,-0.028649,0.0071325,0.0090554,-8.7245e-05,0.00063359,0.031609,-0.020508,0.029801,0.015191,-0.014498,-0.023053,-0.020004,-0.0046419,-0.015141,0.0076108,-0.0027393,0.091736,-0.019073,-0.053407,0.01105,0.027006,-0.020328,0.047612,-0.06397,0.011579,0.030404,0.083127,-0.037912,0.036841,-0.026185,0.00075199,-0.02364,0.0045029,-0.063995,-0.030553,-0.018822,-0.019228,-0.083194,0.073021,0.012919,-0.03044,0.0025782,0.012538,-0.040818,-0.023349,0.00086763,0.029453,-0.0079316,-0.0036901,-0.013769
"M1255.09T13.55",0.0092328,0.0066565,-0.026306,0.043468,-0.0010612,0.00079915,0.0064026,0.0064878,0.028959,0.015014,-0.002863,0.032454,-0.0064403,0.023124,-0.0147,0.014482,-0.017845,0.035252,0.054197,0.017034,0.037116,-0.014793,-0.012859,0.05475,0.019775,0.009976,0.058259,0.0021224,-0.0098992,-0.047688,0.10249,0.020049,0.035511,0.02908,-0.0041806,-0.026632,0.01661,0.062269,0.045602,0.0090818,0.023362,-0.029951,-0.069962,-0.013453,0.016863,-0.019588,-0.00079234,0.0072652,0.006732,0.015836,-0.00056573
"M1257.75T12.55",0.026266,0.0022776,-0.039498,-0.017963,0.031609,0.00090929,0.0068199,0.01575,-0.0209,-0.0037019,-0.0067118,-0.0049817,-0.013986,-0.0020145,0.0036489,-0.016552,0.01261,-0.016336,0.010351,-0.023681,0.033632,-0.046929,-0.055894,-0.028304,-0.02774,0.046657,-0.046687,-0.014769,-9.062e-05,-0.0021876,0.041841,-0.064658,-0.016131,-0.064178,-0.053061,0.094769,0.022113,-0.0049978,0.017729,0.0053071,-0.01276,-0.010156,0.028339,0.046281,-0.020928,0.0039681,-0.038864,-0.014852,0.10102,0.017602,0.0045614
"M1258.04T18.06",-0.017658,-0.053992,0.0061131,-0.052611,-0.0041527,-0.017801,0.068426,-0.025146,-0.015495,0.0086652,-0.0076589,0.012629,-0.018169,-0.0017141,-0.03373,0.008082,0.034292,-0.0097411,0.013914,0.02855,-0.01897,-0.0034861,-0.0071843,-0.010553,0.027399,0.026352,0.03691,-0.018356,0.0014583,0.0055218,0.044444,-0.0066388,-0.0075489,0.027572,-0.0065238,-0.045889,-0.0061851,0.01794,0.0090138,-0.015265,-0.022155,0.015292,-0.012897,0.036048,0.0069557,0.0045676,0.0072894,0.0249,-0.033535,0.019202,-0.00018428
"M1258.75T17.56",-0.039125,-0.029417,-0.011549,0.028204,0.0071362,0.037527,0.021254,0.017132,0.0022219,-0.060832,0.005319,0.0278,-0.031243,0.050614,0.04066,-0.025376,-0.0072646,0.041003,-0.030684,-0.0013521,0.0018172,-0.005787,-0.0068534,0.0035961,0.024016,-0.0057144,0.035223,-0.015892,0.029524,0.015526,0.016429,-0.0078055,-0.0051961,0.00895,0.0086406,0.0079999,-0.0065581,-0.011479,-0.02797,0.0095911,0.011127,0.018989,-0.020335,0.0089495,-0.038212,-0.0062827,0.013889,-0.020913,0.019361,-0.0021367,-0.00038815
"M1259.49T13.55",0.014086,0.015277,0.030641,0.044315,-0.038823,0.0050236,-0.031108,0.018262,-0.0038513,-0.01003,-0.047237,-0.012727,0.035919,0.026052,-0.071448,-0.030507,-0.021009,-0.0096939,-0.014416,-0.037887,0.012679,-0.0038689,-0.037516,0.066164,0.01563,0.032156,-0.0034448,0.016855,-0.030414,0.049066,-0.010044,0.029813,-0.043895,-0.030955,-0.010157,0.0092242,0.035822,0.00060362,-0.030431,0.023032,-0.051335,0.04349,-0.0061238,0.061207,-0.0046266,0.018128,0.052479,0.0028131,0.0035346,0.0041337,-0.0031686
"M1260.5T13.55",-0.0037362,-0.015554,-0.014175,-0.032643,0.024699,-0.0020292,0.0315,-0.0052443,0.01224,0.012533,0.00076959,0.0012831,0.033507,0.0088948,-0.024201,-0.068288,0.0031671,-0.019994,0.0078436,-0.055507,0.026488,0.025966,-0.024813,-0.04348,-0.025014,-0.018856,-0.042927,-0.026787,0.019382,-0.0061581,0.033771,-0.018349,0.046348,0.008195,0.039088,0.073109,0.061514,0.0014792,0.053653,0.0074739,-0.0016376,-0.012406,0.027987,-0.0097835,0.041225,0.0069132,0.028149,-0.018736,-0.034645,-0.0012694,0.0071967
"M1262.08T17.04",-0.0058866,-0.050456,-0.021112,0.031004,-0.030887,-0.033693,0.059055,0.00067452,-0.027736,0.019762,-0.094733,0.019932,-0.007761,-0.06258,-0.071715,-0.029875,-0.029932,-0.035012,-0.022331,-0.04017,0.019582,0.049002,0.050938,0.0049714,-0.0065378,0.0004477,-0.010807,0.021003,-0.054725,0.012495,-0.01111,-0.0099533,0.013939,0.012824,-0.024883,-0.026232,0.014776,-0.024379,0.010346,-0.021693,0.028761,-0.014079,-0.0072205,-0.0028391,0.059039,-0.05231,0.0049629,-0.022834,0.02709,-0.0026514,-0.0017427
"M1262.75T17.56",-0.033555,-0.036248,-0.0041822,0.052803,0.019655,-0.025055,0.0095476,-0.036177,-0.0024216,0.022197,0.090456,-0.031922,-0.0078377,0.0030984,0.0067091,0.013597,0.0062367,0.0066367,0.0094163,0.00099354,-0.021097,0.00046912,-0.030467,-0.016065,-0.032718,-0.017805,0.034334,-0.0097593,-0.040266,0.0075227,0.016964,-0.0073855,0.023681,0.015929,-0.0024707,-0.014109,-0.0088822,-0.0058374,-0.0062823,0.0036861,-0.025731,0.010746,0.040082,0.0066378,-0.018591,0.030033,0.033945,-0.00067603,-0.0011077,0.0060782,0.005357
"M1263.26T13.6",-0.0033603,0.017015,-0.012157,0.024916,0.036061,0.023599,-0.048736,0.015524,-0.034862,0.0023928,-0.00080648,0.030973,0.0028719,0.006001,-0.014011,0.029201,0.010285,0.035494,-0.02923,-0.077345,-0.0063664,-0.032821,0.025664,0.0036843,0.014646,0.022327,-0.025419,-0.055805,-0.017089,0.052039,-0.00054635,-0.023731,-0.027064,-0.097819,0.025194,-0.071012,0.024996,-0.02215,0.036062,0.0093455,-0.019662,0.033767,-0.015739,0.0079457,0.022801,0.045129,0.056357,-0.02498,-0.015783,-0.011793,-0.0024979
"M1265.09T13.55",-0.0057547,-0.0054399,-0.029357,0.0036506,0.0066456,0.021162,-0.0022081,-0.015307,-0.0010542,-0.01403,-0.018532,0.0023576,-0.023089,-0.01436,0.017485,0.023152,0.02683,0.017095,-0.0043285,0.094222,0.00025597,0.039754,0.061324,-0.028468,0.018324,-0.10436,0.024418,-0.040711,-0.016915,0.020645,0.016176,0.036398,-0.025529,-0.0078489,-0.0060578,-0.021443,0.010981,-0.046925,0.0020557,0.083869,0.039923,-0.014409,-0.038346,0.014387,0.027062,0.030792,0.020173,0.076313,-0.069532,-0.0020853,0.014417
"M1265.42T17.55",-0.014623,-0.030512,0.018992,0.009832,-0.0037057,0.058249,0.051391,0.028168,0.077283,0.038289,-0.02346,-0.003225,-0.0053024,-0.0099767,0.012603,-0.028119,-0.0059016,-0.042533,0.0051006,0.0031964,-0.015607,0.018631,0.069081,0.011183,-0.072193,-0.021655,-0.0030814,-0.045345,0.03768,-0.014443,0.014687,-0.0074684,0.010629,0.022137,-0.020116,0.03103,-0.024529,0.010643,-0.021187,0.010119,0.039665,0.023075,0.0028459,0.0037484,-0.015501,0.030602,-0.015424,0.02134,0.009597,-0.014935,-0.0020627
"M1265.75T17.55",-0.020922,-0.031008,-0.043035,-0.021404,-0.03891,-0.062547,-0.042416,-0.0054568,0.017023,0.0088164,-0.037695,-0.014708,-0.0061711,-0.010947,-0.021896,-0.037255,0.013486,0.0011601,-0.0021546,-0.022033,-0.046762,-0.018524,-0.0078415,-0.004903,0.070518,0.038607,-0.026428,0.003718,-0.0072952,0.037728,-0.022418,0.04455,-0.010428,0.018425,-0.0067122,0.012605,-0.03203,0.0092736,-0.0051371,0.031879,-0.036852,-0.019324,-0.040223,0.017168,0.012939,-0.023814,0.017802,-0.031502,0.021495,-0.037946,0.0028968
"M1265.76T12.55",0.00089647,0.017653,-0.02561,-0.02032,0.028191,0.042188,0.049734,0.063099,0.044939,0.031831,-0.042694,0.0048728,-0.037065,0.0075414,-0.019613,0.0016177,-0.013652,0.018524,0.0023871,-0.0025508,0.053306,-0.0034756,0.0015191,0.037037,0.030421,-0.030398,-0.017193,0.0036761,0.055752,0.013305,-0.013105,-0.0047028,-0.051245,0.012673,-0.017704,0.0082834,0.044014,-0.027805,0.039086,-0.028422,-0.035448,0.006493,-0.05364,0.0019641,-0.0046383,0.0044826,0.049689,-0.01124,-0.015206,-0.012178,-0.0034919
"M1266.75T17.56",-0.010779,-0.037835,-0.020284,-0.0050301,-0.028902,-0.025082,0.015733,-0.032727,0.03421,0.05065,0.01679,-0.0022471,0.016045,-0.062595,-0.008156,0.0028314,-0.050433,-0.010658,-0.094717,-0.0025335,0.034095,0.026773,-0.025435,0.013751,0.051933,-0.015842,-0.036,0.0022014,-0.021533,0.04512,-0.063405,0.019448,-0.0082509,0.027759,0.030505,-0.043333,-0.0025803,-0.0055236,-0.01033,-0.03485,-0.073745,0.0057958,-0.00099281,-0.045665,0.04389,-0.06882,-0.0513,0.013568,-0.0083214,-0.014057,-0.0085072
"M1267.74T17.48",-0.037417,-0.022761,-0.00088367,0.0090414,-0.054806,0.051938,0.019516,-0.00049208,0.05654,-0.012902,-0.023556,0.037438,-0.040591,0.041219,0.031256,-0.014495,-0.02311,-0.00054176,-0.051891,-0.014442,-0.0093816,0.033318,0.01174,-0.020735,0.021602,0.0036984,0.0074452,0.020936,0.019208,0.0070963,-0.0051872,-0.0031743,-0.022847,0.060196,-0.0070271,-0.0051922,0.034102,-0.006433,-0.027175,0.019546,0.0030603,0.011268,-0.015207,0.062666,-0.034227,-0.022944,0.04121,0.012781,-0.042158,0.029868,0.00094109
"M1269.09T13.54",0.0086212,-0.00028208,-0.034791,-0.010997,-0.0047977,0.024493,0.015064,-0.036638,0.012285,-0.035518,0.0089492,-0.034156,-0.0063376,0.00091274,-0.021539,-0.001784,-0.026726,-0.029049,0.023883,-0.064591,0.0098068,-0.014871,0.0048794,0.011195,-0.0092162,-0.082451,0.017361,-0.034543,-0.02935,0.011093,-0.012869,-0.040012,-0.021012,-0.0093572,-0.01155,0.010785,0.018463,0.048914,0.01559,0.0030773,-0.023149,0.0049854,0.030531,0.0239,0.06491,0.032724,0.050043,-0.0091601,-0.045179,0.0072193,3.8062e-05
"M1270.45T14.55",0.02166,-0.012319,0.039673,-0.038319,-0.0099562,-0.015531,0.0064395,-0.015091,-0.029947,-0.020756,0.0061512,-0.053499,-0.0024843,0.016866,-0.014358,-0.003673,-0.042489,-0.032486,-0.020144,-0.040954,-0.0081492,-0.037783,0.0011333,-0.017666,0.0071732,0.015254,-0.049706,0.11766,-0.0065592,0.03648,-0.043682,0.054379,-0.0067158,0.035572,0.08398,0.018788,0.023024,-0.015633,0.033453,-0.021234,-0.032351,0.023562,0.038884,0.0059577,-0.019552,0.02312,0.024064,0.051796,-0.060981,-0.0028919,-0.013894
