"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
"M1342.73T17.56",0.0015984,-0.046341,-0.038873,-0.018844,-0.01335,-0.040366,0.043175,0.005849,0.025559,-0.016554,0.0087016,-0.013252,0.0012341,0.041296,0.034538,0.0081627,-0.020438,-0.025194,-0.082926,0.037135,-0.0011084,-0.035221,0.010546,-0.022903,0.004032,0.0070982,0.010107,-0.0087461,-0.032502,0.048292,-0.03882,0.0317,0.020073,0.019476,0.071771,-0.0059236,0.063511,0.014176,0.027537,-0.011307,-0.031532,-0.034433,0.030402,0.046117,-0.016718,-0.01688,-0.056015,-0.016499,-0.0091457,-0.032479,-0.0088118
"M1343.06T12.55",0.0025629,0.010425,-0.034344,0.032368,-0.029762,0.02017,-0.0084951,-0.019478,0.00033665,0.016323,0.028008,-0.0044525,0.020939,0.031762,-0.016156,-0.019391,-0.024516,0.015481,-0.05246,-0.032957,-0.029249,0.0065042,0.032808,0.014263,-0.021499,-0.030036,0.02495,-0.0023584,-0.04264,-0.00619,0.014473,-0.0084728,0.031463,-0.0023993,0.040882,-0.038368,0.045788,0.019884,-0.015738,0.0060223,-0.043411,-0.006781,-0.057995,-0.0059251,0.053318,0.01209,0.071514,0.029934,-0.075692,0.0021436,-0.014872
"M1343.73T17.56",-0.002105,-0.023347,0.0039325,0.047952,-0.042637,-0.018422,-0.0039457,0.030553,0.033758,-0.014778,-0.0034574,0.043825,-0.033005,-0.10453,-0.0070051,0.032384,0.026992,0.007646,-0.0075401,-0.015163,0.007289,0.028062,0.023512,-0.075585,0.045892,0.0097427,0.036576,-0.03277,0.064867,-0.045689,0.024961,-0.099337,0.013084,-0.041729,0.035428,0.036838,0.0017066,-0.01175,-0.0033362,-0.033585,0.025374,-0.010947,-0.00248,0.01185,-0.019171,-0.01687,-0.022418,0.010186,-0.038912,0.021859,0.0043253
"M1344.23T13.55",0.011805,0.00018914,-0.016875,-0.005827,0.0042575,0.0036918,0.002418,-0.027497,-0.013905,-0.017224,-0.032357,0.023509,-0.032288,0.019141,0.0064099,0.011258,-0.032842,0.007138,0.068767,0.036402,0.036278,-0.0088253,-0.0059277,-7.853e-05,0.0027797,0.03343,-0.017759,0.036256,0.013179,0.033438,0.0080617,0.026919,-0.006243,0.0019142,0.011093,-0.010373,0.017957,-0.038435,0.007198,0.00091276,-0.082869,-0.0037742,0.056161,-0.020322,0.045404,-0.031296,-0.062909,-0.065076,-0.010796,-0.013985,-0.0069045
"M1345.24T13.55",-0.012789,-0.02102,0.028836,-0.061652,0.01959,0.012196,-0.021396,-0.016225,-0.020622,0.013799,-0.011948,-0.015263,0.0091162,-0.034024,0.014757,-0.031925,-0.0072243,0.011371,0.02489,-0.0093796,0.026787,0.011709,0.0029766,0.0032371,0.013132,0.0020644,-0.021811,0.036588,0.0046971,0.015127,0.010631,0.0022247,0.037263,-0.02425,-0.009704,0.0067378,-0.019994,0.024993,0.016315,-0.014347,-0.053371,-0.015908,-0.039505,0.015723,-0.010976,-0.019098,0.026298,-0.024665,-0.074165,-0.014915,0.0081169
"M1345.41T12.6",-0.0049043,-0.010069,-0.021306,-0.0087489,0.033597,-0.00062346,-0.037041,-0.029417,-0.031325,0.083539,-0.012668,0.053158,0.01678,0.027481,0.046982,0.029151,0.0049684,0.037366,-0.020463,-0.031969,-0.032688,-0.018423,-0.04085,0.029977,-0.019923,0.016751,0.032169,0.00032137,0.024915,0.015276,-0.0065296,-0.031208,0.015246,-0.05723,0.06419,0.037519,0.030678,-0.0045269,-0.016818,0.017739,-0.02235,0.060999,0.0011925,0.020641,-0.01863,-0.023135,0.0096877,0.024383,0.0018587,-0.0020165,-0.0033231
"M1348.23T13.54",0.0034102,-0.014666,-0.033585,-0.013151,-0.015012,0.010196,0.010001,-0.012073,0.011122,-0.00087669,0.0010431,0.023362,0.069791,0.0063663,-0.0064778,0.015349,-0.019233,0.021146,0.05157,-0.038882,0.038303,-0.014822,0.0053941,0.019617,0.016703,0.031109,0.015325,0.037594,0.029252,-0.10322,0.022274,0.039125,-0.006618,-0.031284,0.0242,-0.022522,0.012371,0.032482,0.0018935,-0.0052395,-0.042159,0.019754,-0.0041751,-0.046583,0.0024512,-0.015974,-0.031031,-0.0024663,-0.00092107,-0.021718,-0.0086694
"M1348.4T17.55",-0.019667,-0.034779,0.010127,0.03414,-0.022479,0.057026,0.0041752,0.076526,0.0052409,-0.0018264,-0.036536,-0.076251,-0.014262,-0.010109,0.026875,0.025315,-0.0084496,-0.04933,-0.0022498,0.0039418,-0.050004,0.0083583,0.0023001,-0.06354,-0.0064577,-0.028999,0.025108,-0.014255,0.055756,0.052235,-0.011859,0.027305,-0.043737,0.0078182,-0.014086,-0.0043943,-0.012147,-0.031566,-0.039474,0.024704,-0.014332,0.017975,-0.01404,0.04638,-0.040483,0.022091,-0.0035337,-0.023489,-0.037962,-0.00049647,0.015334
"M1348.98T13.55",0.0035922,-0.00075544,-0.0018712,-0.055795,0.012555,0.020944,0.0026513,-0.017954,0.020707,-0.0071916,-0.033835,-0.023755,-0.012179,0.0055452,-0.020919,0.011675,-0.030724,0.033899,-0.013675,-0.00083181,0.0047097,0.01082,-0.021625,0.040279,0.04415,-0.032154,-0.0023128,0.0071939,2.7661e-05,0.009546,0.01188,0.00028313,-0.0027723,0.023486,-0.0033011,-0.020016,-0.0093899,0.0076451,0.012526,0.047433,-0.0048002,-0.015875,0.02158,-0.025987,-0.013443,-0.023656,0.0017513,0.017734,0.014296,-0.0052258,0.017953
"M1350.24T13.55",-0.0025972,-0.010226,0.01079,-0.050701,0.0028224,0.035222,0.0073652,-0.021222,0.0077672,-0.018553,-0.013368,-0.020949,-0.065831,-0.017208,0.0039736,0.027534,-0.0054487,-0.013365,0.073944,-0.018301,0.018463,-0.025288,0.0075462,-0.0038235,-0.010541,-0.00076553,-0.030272,0.035592,0.0023354,0.016649,0.045967,0.034336,0.0036102,0.0065158,-0.010931,-0.01763,-0.0047388,-0.020856,-0.0048417,0.041432,-0.016662,0.0042241,0.048006,0.04105,0.05701,-0.033942,-0.067359,-0.034004,-0.057576,-0.015513,-0.021956
"M1350.74T12.54",0.019621,-0.0028019,-0.033033,-0.028136,-0.018059,0.042263,0.025285,-0.065955,0.051528,0.029802,0.016501,-0.061773,0.01867,-0.0099297,-0.012043,0.018096,-0.012283,0.010422,0.021583,0.074632,-0.019265,-0.011405,-0.040871,0.037151,0.016205,-0.022953,-0.028315,-0.0047072,0.060111,0.028557,0.0082191,-0.042925,0.005297,0.01067,0.054949,0.036797,0.014544,0.037829,-0.030109,-0.016719,0.023454,-0.0012364,0.0012642,-0.031466,0.032258,0.075397,0.054206,-0.032568,0.0020233,-0.012468,0.0084068
"M1352.23T15.53",-0.011821,-0.0024163,0.012175,-0.038399,0.035837,0.028302,-0.010653,0.057204,-0.0084415,0.0050377,-0.0099431,0.009737,-0.03255,-0.057118,0.030481,-0.0045561,-0.063434,0.019867,-0.011614,-0.00092917,-0.0049191,0.0094155,0.00059855,-0.042036,-0.0044618,-0.033984,-0.0096918,0.0063334,0.030824,0.0098425,-0.066334,0.074186,0.041892,0.032637,-0.035496,0.015594,-0.010624,-0.009485,0.099364,0.0053755,0.012598,-0.0093797,-0.0020907,0.00054359,0.035033,-0.04174,-0.0045062,-0.00099401,-0.026365,-0.00039978,0.011699
"M1353.73T17.55",-0.0081247,-0.016234,0.0037737,-0.0009286,-0.054706,-0.045787,-0.040498,-0.025289,0.0090359,0.068452,0.030583,-0.02819,-0.056597,0.047006,0.037344,0.0090308,0.023859,0.051123,-0.0045214,0.012574,0.063293,-0.010208,0.020672,0.032051,0.012832,0.003964,-0.014066,0.066035,0.0026092,-0.0069696,0.04322,0.0074401,0.024447,-0.029677,-0.030151,0.039774,-0.020603,0.016169,-0.011795,-0.0061528,0.0047188,-0.002851,-0.006212,0.042502,-0.050817,-0.0021934,-0.032073,-0.00099615,-0.032034,-0.030731,-0.0065183
"M1355.99T13.55",-0.0056692,0.0039194,-0.022955,-0.0086683,-0.024712,0.03111,0.036447,0.022514,0.014954,0.017893,0.059352,-0.06043,-0.020561,0.025939,0.012816,0.051253,-0.025974,-0.013616,0.032009,-0.043387,-0.0074996,0.055681,0.023625,-0.066643,0.032863,-0.086379,-0.013933,-0.054432,0.014919,0.020221,0.021797,-0.030616,-0.019274,0.032769,-0.031755,0.06524,0.00051244,0.0087888,-0.021789,-0.012994,0.054762,0.045747,0.044737,-0.022305,0.03342,-0.023256,0.011789,0.037114,-0.00053494,-0.013373,0.0013032
"M1356.48T14.02",0.0066291,-0.0098479,0.0064876,-0.011641,-0.023945,0.021704,-0.026202,-0.0098543,0.027994,0.041604,0.018573,0.01195,0.010024,0.044085,-0.010162,-0.003297,0.023973,-0.0055954,-0.043633,0.0038491,-0.044004,0.072722,0.032342,0.054281,0.013442,0.027816,-0.019357,-0.032621,0.018894,-0.034349,0.031485,-0.038719,0.014226,-0.01222,-0.0047033,0.059216,-0.011211,0.042753,0.052534,-0.038699,-0.0092485,-0.017276,-0.032143,-0.0072912,-0.03983,0.011565,-0.019394,-0.0081765,-0.010753,-0.0041678,-0.0076891
"M1357.73T12.61",-0.0055924,0.0066498,-0.028634,0.034291,-0.0088119,0.042062,-0.017797,0.02489,-0.015091,0.02651,-0.0071521,0.028366,-0.02207,0.019977,-0.024859,-0.06668,0.046748,0.018598,-0.031964,-0.053951,-0.0036893,-0.061965,0.039505,-0.031965,-0.052884,0.0078996,-0.072072,-0.0096893,0.0053439,-0.025229,-0.049295,-0.012914,-0.034452,-0.064923,-0.016882,-0.052253,-0.034939,0.055147,-0.042109,-0.05173,-0.0096116,-0.0076904,0.010862,0.028821,0.039386,0.036865,0.056271,-0.023629,-0.0024501,-0.0029794,-0.0033033
"M1357.73T17.55",-0.0029056,-0.023407,-0.020588,-0.0041751,0.019014,-0.026768,0.044752,-0.0047235,0.027269,-0.0019193,-0.030586,0.026947,0.037776,0.0069285,-0.034648,0.010661,0.0029706,-0.00051289,-0.017314,-0.013632,-0.0047957,-0.030685,-0.011247,-0.0014147,0.029378,0.042271,-0.010009,-0.033418,-0.044174,0.056197,-0.0081158,0.058013,-0.0013559,-0.036791,-0.047468,0.022602,0.0092907,-0.025443,0.007818,0.0074757,0.012251,-0.03028,0.011382,0.0014755,-0.014016,-0.058849,0.079963,0.048813,-0.019377,-0.0051356,0.012717
"M1359.74T13.52",-0.00441,-0.00022137,-0.038988,0.03703,-0.014546,0.004975,-0.016824,-0.00084478,-0.015142,-0.027971,0.0063619,-0.073702,-0.00026017,0.01945,0.00083895,0.032405,-0.03151,0.039527,-0.013676,0.078104,-0.03445,-0.018896,0.10665,-0.06524,-0.042114,-0.026356,0.046033,-0.01275,-0.0033569,-0.011316,0.061355,-0.011712,0.048948,-0.0010526,-0.0027316,0.028569,0.02523,-0.037056,-0.0057615,0.0098944,0.07851,0.005179,-0.039047,0.026832,0.056841,0.0026304,0.041034,0.012171,0.039735,0.014063,-0.022752
"M1361.41T13.55",-0.016834,-0.008573,0.020524,-0.031318,0.034402,-0.0054225,-0.024664,-0.0073049,-0.028175,0.026078,-0.024197,0.0080592,-0.0082388,-0.0019394,-0.010803,0.014527,-0.0026631,0.050572,-0.016838,0.011008,-0.0014045,-0.0042988,-0.0082666,0.029186,-0.030352,-0.028487,-0.013443,-0.00037113,-0.019394,-0.034202,-0.0025873,-0.036063,0.035737,-0.025896,0.0063522,0.011768,0.042185,-0.011375,0.020757,-0.02108,0.07976,0.031556,0.02959,0.0084121,-5.9067e-05,0.036611,0.011959,-0.0041477,-0.0049131,0.0052792,-0.0064357
"M1362.48T13.52",0.0018909,0.003715,-0.038427,-0.03273,-0.050385,0.033523,0.031527,-0.014707,0.0023539,0.012699,-0.026013,-0.0064697,0.028203,0.021225,0.0070641,-0.028345,-0.031349,0.042828,-0.010424,-0.0074003,-0.01833,-0.016513,0.043152,-0.015477,0.064283,0.010647,-0.025083,0.091829,0.00037283,0.026811,0.052554,-0.048204,-0.011605,-0.045927,-0.034909,0.012464,-0.037476,0.0090323,-0.00081413,0.0084146,-0.014926,0.037687,0.007326,-0.0015562,0.042368,0.061364,0.013779,0.021334,-0.0038143,-0.0088208,-0.01142
"M1363.4T16.56",-0.012665,-0.039907,0.0060705,-0.030452,0.085456,-0.0009751,0.019001,-0.036602,-0.013738,0.0093633,0.012973,0.019117,0.0016617,-0.038684,0.00071674,-0.083556,0.0021359,-0.011992,-0.072134,0.0096021,-0.021862,-0.014708,0.042951,-0.053025,0.0038266,0.039694,0.017674,-0.021795,0.0012903,0.026154,-0.004508,-0.012611,-0.033994,0.011898,-0.0085897,0.013109,-0.038161,0.011667,0.0017133,-0.031711,0.0058922,0.01229,0.0046408,0.0074395,-0.0045654,0.03407,0.032738,-0.009207,-0.0011522,0.0034088,0.022207
"M1363.74T12.55",0.0082342,0.013538,-0.067806,-0.054677,0.020023,-0.013458,0.0065476,0.018298,-0.063227,0.010819,-0.051134,0.01439,0.015826,-0.044909,0.017287,-0.029509,-0.01462,-0.02093,-0.061511,0.019395,-0.0042812,0.0044489,-0.0047181,-0.039452,0.00051011,0.024481,-0.013521,-0.02863,-0.019037,0.054344,-0.022202,-0.013414,0.025215,0.011702,-0.020123,-0.0050743,0.015438,-0.023307,0.0094778,-0.011914,-0.056272,-0.015426,0.063557,0.012612,-0.00034222,0.037146,0.064439,-0.015385,-0.0083963,0.017636,0.0026049
"M1363.73T17.55",-0.026788,-0.035738,0.032916,-0.010005,-0.016201,-0.042072,-0.024787,-0.0087878,0.022654,0.059318,0.024159,0.031613,-0.011706,0.039904,-0.012118,-0.0085971,-0.028961,0.0067351,0.002878,-0.013563,0.0021217,-0.0087996,0.055287,0.03216,0.041153,0.042033,-0.002055,-0.048472,0.0095651,-0.061048,0.016419,-0.04237,0.0010086,-0.0038971,0.0086094,0.012583,0.014118,0.0025836,-0.0087222,0.0060761,0.0012192,-0.022099,-9.4894e-05,-0.015084,0.014773,0.0010133,-0.0019825,0.0014741,0.05621,0.00088631,-0.0026523
"M1364.73T17.55",-0.027603,-0.010673,0.00097452,0.031578,0.035112,-0.037199,-0.035923,-0.019779,-0.0027687,0.053132,0.068511,-0.025534,-0.0065043,0.0079436,0.035293,0.011439,0.0010163,-0.016789,-0.03917,-0.01349,0.0059274,-0.035506,0.062197,0.033099,0.018732,-0.022847,0.050924,0.051196,0.0042706,-0.0094407,0.013042,-0.010091,0.010081,-0.029052,-0.00071259,0.003589,-0.035584,0.012423,-0.0054427,0.025104,-0.045908,0.018586,-0.010273,0.096757,-0.021669,0.018598,0.018768,0.01067,-0.06669,-0.011072,-0.0097583
"M1364.73T12.54",0.011487,0.00091796,-0.026977,-0.050574,0.011412,-0.020565,-0.0068721,0.017663,0.019967,-0.024696,-0.0016764,-0.029069,0.0047276,0.01287,-0.018756,-0.011668,-0.0079518,-0.0040179,0.031383,-0.025178,-0.018027,-0.016585,-0.017758,0.031052,-0.018522,-0.0039665,-0.00017929,-0.02984,-0.0013784,0.011916,0.0017767,0.033679,-0.0039413,-0.01641,-0.011749,-0.0045215,0.047061,-0.007414,-0.018553,-0.021269,-0.019661,-0.004879,0.041852,-0.023741,0.044316,0.002813,-0.0058643,-0.058052,-0.031962,-0.0072012,0.0051321
"M1365.98T13.55",-0.0080537,-0.013583,-0.014726,-0.048932,-0.0057756,0.011117,0.0074197,-0.038733,0.0012389,-0.019228,-0.002965,0.011152,0.021649,-0.020376,-0.048854,0.036588,0.030363,-0.027838,0.039325,0.040364,-0.020781,0.010396,-0.0195,0.026514,-0.0077914,0.0065669,-0.0030136,0.0070004,0.0096851,-0.042533,-0.0076295,-0.005939,-0.027603,0.024665,0.0356,0.018467,0.017227,-0.0056919,0.021655,-0.019648,-0.006285,-0.0054932,0.03818,-0.0035703,0.020756,0.0074255,-0.013568,0.019562,0.015975,0.0010183,-0.0041875
"M1366.23T13.55",-0.00040529,-0.012585,0.0016662,-0.035291,-0.01156,-0.0022902,0.0063642,-0.01482,0.01264,-0.025385,0.00042477,0.016012,-0.033105,0.0071274,-0.026479,0.032518,-0.052126,0.011084,0.043538,-0.013062,-0.00061294,0.0081775,0.03383,-0.0028417,0.0087691,0.018176,0.0099863,-0.00091414,-0.016929,-0.054007,0.0051381,0.012369,-0.026851,0.0035324,0.018614,0.004216,0.0055147,0.02702,-0.0024937,-0.010932,0.011959,0.019595,0.028995,-0.014488,0.01359,-0.049843,-0.019956,0.027053,0.047799,-0.00068724,-0.0069667
"M1367.73T12.55",-0.023406,-0.0055528,-0.026204,0.020859,-0.032861,-0.011481,-0.025384,-0.005638,-0.023023,0.036026,0.065558,0.038893,-0.015489,0.017972,0.019178,-0.017209,-0.058967,0.01222,-0.009556,-0.045267,-0.015465,0.092335,0.025531,0.047992,0.038441,-0.0052063,0.0014038,-0.060806,0.0042922,0.016271,0.019695,-0.042706,-0.0038444,0.047248,0.01654,-0.0027247,0.0012119,-0.015364,0.02898,0.042445,-0.046844,-0.040141,0.0073555,-0.039285,-0.039507,0.053182,0.033385,-0.014266,-0.011588,-0.0096172,0.0027843
"M1370.72T17.04",-0.03093,-0.025963,0.0051445,0.022935,0.011688,0.018715,-0.02544,-0.045516,-0.0051217,-0.065093,0.028447,0.048981,-0.0082003,-0.031729,-0.0031314,-0.027127,0.018913,-0.076952,-0.017132,-0.012175,-0.011251,-0.015498,0.01376,0.059401,-0.01503,0.057506,0.039534,0.072748,0.0071865,0.04053,0.024548,0.00094311,0.042309,0.0095931,-0.019849,-0.075514,0.002843,0.035252,0.022655,-0.040639,-0.049185,0.014498,0.040095,0.003,-0.034043,0.024123,-0.046254,0.028229,-0.030913,-0.0027936,-0.0086772
"M1372.99T13.55",0.00048856,0.0077009,-0.0090265,-0.020385,0.028603,-0.002622,-0.0069767,-0.011327,0.022879,0.012106,-0.015861,-0.015289,0.009744,0.011937,0.0099204,-0.041914,0.034971,0.0065097,-0.022888,-0.0011784,0.0087801,-0.01292,-0.023913,-0.0038048,0.0010269,0.020365,-0.002969,0.015243,0.047394,0.0030732,0.016962,0.0070162,-0.061994,-0.059647,0.024651,0.03763,-0.0015562,0.012609,-0.025046,0.024534,-0.063673,0.013996,-0.016175,-0.050335,-0.052005,0.0030221,-0.0035379,-0.0038114,-0.023512,-0.0066712,0.0078239
"M1373.73T16.56",0.0045566,-0.027408,-0.002631,-0.015886,-0.032633,-0.01645,0.026751,-0.039422,0.017402,-0.037914,-0.010529,0.0089329,-0.0043609,-0.030065,-0.041949,0.017385,-0.038892,0.073166,-0.025833,-0.051343,0.019228,-0.01366,0.02245,-0.0083886,-0.03154,-0.078533,0.027566,0.024251,-0.0091425,0.031681,0.072103,-0.0025525,-0.010064,-0.01374,-0.016589,0.019148,0.018402,-0.013574,0.012834,0.022265,0.017721,-0.004527,-0.0032359,0.0044442,-0.021174,-0.017059,0.05393,-0.054002,-0.029167,8.6273e-05,-0.0062725
"M1375.23T16.56",-0.0045171,-0.050316,0.013845,0.014008,-0.017968,-0.04052,0.03927,0.026143,0.020783,-0.0079158,0.017206,0.020597,0.016254,0.039108,-0.043786,-0.034745,0.030491,0.029779,-0.035227,-0.0023891,-0.01033,-0.042497,-0.10777,-0.015683,-0.032129,0.062952,0.022628,0.016442,0.0065001,-0.040901,0.044033,-0.012091,-0.0036893,-0.065621,0.0083274,-0.028289,-0.021469,-0.0093181,0.037781,0.047582,-0.031948,0.03682,-0.0003918,0.067655,-0.011592,-0.057792,0.00022163,0.040868,-0.070803,-0.0069552,0.0055124
"M1375.39T13.55",0.0068917,-0.0071538,-0.032356,0.05114,0.032271,-0.020731,-0.0447,-0.035057,0.043853,0.0015754,-0.0069987,0.010001,-0.028531,-0.040392,-0.0062943,-0.014789,0.00032674,0.019574,-0.013308,-0.010332,0.024358,0.028875,0.0075359,-0.016643,-0.020979,0.011638,0.0084993,0.024464,0.017563,-0.027466,-0.0047916,0.023437,-0.042796,-0.082669,0.070185,-0.031176,0.070006,0.016425,0.038775,-0.026537,0.06578,0.021043,0.0069885,0.027041,-0.019354,0.016028,-0.022841,0.033345,0.028506,0.0025349,0.0086646
"M1375.73T17.55",-0.008224,-0.03923,-0.007611,-0.034838,0.027886,-0.021783,0.035347,-0.0091891,0.010697,0.033626,-0.0078121,0.032076,0.035753,0.040518,-0.010355,-0.0091932,-0.0097139,0.0069821,-0.088102,0.042531,-0.002815,0.00087744,0.010349,-0.020847,0.01333,-0.021803,-0.032401,-0.01053,-0.00019323,-0.026347,0.0021957,0.034955,0.094848,-0.10464,0.025939,-0.0064302,-0.057731,0.016435,-0.017218,-0.015577,0.015039,-0.044059,0.033094,0.017694,-0.043401,-0.022785,0.057938,-0.0089122,0.031218,0.0010713,0.013943
"M1375.73T12.54",0.0070975,0.028943,-0.033679,0.015512,-0.03606,0.059377,-0.011918,0.070492,0.0027512,-0.022475,0.023508,0.0050899,0.0093246,-0.012625,-0.029768,-0.0017949,-0.011161,0.045101,0.086571,0.063468,0.014812,0.044861,-0.011349,0.022138,0.008111,0.016619,0.0080161,-0.024861,0.065982,0.079111,0.085222,-0.024791,-0.040175,-0.013531,0.03656,0.030042,0.039413,0.066249,0.0057118,-0.016851,-0.024239,-0.0061834,0.025403,-0.0019652,0.0060586,0.022106,0.040161,-0.028958,-0.09194,0.026954,0.0094289
"M1378.73T13.55",-0.0064472,-0.0046484,-0.022408,-0.030268,0.019146,0.011462,0.0085506,-0.005716,0.03063,0.014641,-0.0087963,0.018008,0.0049742,-0.0068395,-0.026749,0.049812,0.0019215,-0.02135,-0.0081126,0.010752,0.055669,-0.016766,0.028833,0.017066,0.020155,0.028017,0.0026596,0.0201,-0.048266,-0.015984,0.020605,0.030305,0.035276,0.014383,-0.017315,0.0048262,-0.030052,0.10136,0.0095481,0.02368,-0.016856,0.0045334,-0.022984,0.00031866,0.039532,-0.021455,-0.0036927,-0.033319,0.016701,-0.0079444,-0.011785
"M1380.72T17.48",-0.022492,-0.037553,0.0068791,-0.05557,0.017358,-0.037055,0.018039,-0.0010254,0.069242,0.054519,0.05871,-0.013473,-0.012128,-0.012556,0.059647,-0.0061113,0.0090541,0.016063,-0.020366,0.0079807,-0.040928,0.057163,-0.040085,-0.052258,0.008645,0.019895,0.0092661,0.018045,-0.026368,-0.057107,-0.030212,0.010107,-0.050097,0.010624,0.0093202,0.020302,0.064419,0.042073,0.018374,0.0019849,0.013456,-0.013853,-0.011712,-0.0098802,-0.0094602,-0.014945,0.021434,0.012163,0.036812,-0.0083682,-0.011189
"M1381.4T13.54",-0.0077258,-0.015115,0.0040716,0.025468,-0.0099752,0.02228,-0.025184,0.0003393,-0.0056414,0.00015496,0.03847,-0.046879,-0.00042573,0.01011,0.012548,-0.0155,0.016863,0.029911,0.11729,-0.073469,-0.010658,0.017679,0.019836,-0.054594,-0.074152,-0.05973,0.0053754,0.0017066,-0.046619,-0.039996,0.030531,0.020949,0.03542,-0.04056,0.017759,0.0094191,0.0080778,0.023845,-0.015745,-0.01775,-0.075669,-0.015441,0.0067471,-0.021471,0.0039616,-0.0049032,0.033911,-0.028886,-0.04063,-0.0046272,-1.6392e-05
"M1384.72T17.55",-0.04295,-0.033117,0.014703,0.0073268,0.041133,0.042231,-0.0064518,0.029738,0.044882,-0.07516,-0.010868,0.014839,-0.056197,-0.014065,-0.016129,0.0077636,0.028719,-0.027284,-0.0023759,0.053804,-0.023231,0.024944,-0.0083715,0.0068994,-0.0017121,0.037195,0.010089,0.023324,0.039353,0.028937,-0.0080937,-0.019783,-0.0039652,-0.00044824,-0.013548,-0.027071,-0.023317,0.014804,-0.027953,-0.0090007,-0.0035272,0.031192,-0.041683,0.0063641,0.021579,-0.041682,0.066017,-0.017508,0.0069538,-0.013948,-0.0054977
"M1386.72T16.56",-0.036239,-0.015429,0.0085368,0.03746,0.021555,0.038757,0.060796,-0.0056696,-0.016722,0.019262,0.00084263,-0.059204,-0.026469,0.04704,-0.029563,-0.066241,0.010287,0.040587,0.015106,0.015105,0.01141,0.032714,0.011772,-0.024308,-0.028739,0.043639,0.0028691,0.038657,0.0095512,-0.014604,0.031152,-0.021809,-0.037917,0.016552,0.029685,-0.027523,0.027113,0.0079429,0.027783,0.036128,0.025035,-0.016711,0.01211,-0.0028408,0.015057,0.050853,0.01841,0.015896,0.052376,-0.016034,-0.0073652
"M1394.72T17.56",-0.029017,-0.033382,-0.00010817,-0.0041809,0.047279,0.034061,-0.010173,0.047977,0.013625,0.041775,0.02894,-0.020491,0.05015,-0.012585,-0.015657,-0.041713,0.0092796,-0.0019925,-0.010317,-0.0075825,0.040618,-0.00019994,-0.023194,-0.0010424,-0.0040809,0.028808,0.020154,-0.047995,0.009354,-0.015792,0.035895,0.015201,-0.024764,0.0023625,-0.02125,-0.01448,-0.030066,0.0033939,-0.079018,0.022203,-0.025143,0.019996,-0.046627,0.003632,-0.021532,-0.058397,-0.0032175,-0.0073638,0.047466,0.017472,0.0029608
"M1395.47T13.55",0.012482,-0.02236,-0.047437,-0.0025079,-0.0073568,0.032866,0.019625,0.00014039,-0.014453,-0.052532,-0.0069783,-0.029815,-0.040821,-0.011252,0.016731,-0.00047379,0.045177,-0.061157,0.033572,-0.015615,0.02744,0.0045254,-0.055943,0.0042169,-0.011699,-0.028243,-0.011204,-0.011232,0.036891,-0.012659,0.068675,0.057049,-0.017563,0.014708,0.074896,0.0095857,0.014489,-0.022926,-0.0069827,-0.041343,0.010858,-0.0023489,-0.026832,-0.006328,0.0060394,0.020225,0.016932,0.053228,0.0414,-0.0067568,-0.0052653
"M1398.72T17.56",-0.016202,-0.0058055,-0.013475,0.031384,0.068488,0.079431,0.0069605,0.0011887,-0.014992,0.034613,-0.023219,-0.082957,-0.04841,0.045114,0.02241,-0.081531,0.00028094,0.0018234,-0.0093066,-0.0018486,0.017837,0.0096029,0.031674,0.028501,0.0023291,-0.0011449,-0.023254,0.023468,0.019983,-0.0048239,-0.012122,0.022604,-0.020785,-0.018533,-0.009829,-0.021113,-0.018767,0.029417,0.032623,-0.032243,0.0064991,-0.02331,0.0074799,0.0017314,0.027544,-0.0059582,-0.023252,0.0077642,-0.0087893,-0.0072171,-0.0074191
"M1401.05T13.55",-0.0047937,-0.011321,-0.027498,-0.015704,1.4841e-05,0.026761,0.004494,-0.047666,-0.0033265,0.011044,-0.020072,0.017548,0.022861,0.0023258,-0.010213,-0.027541,-0.014411,0.046625,0.0067219,0.021906,0.0093052,0.029432,-0.075797,0.03125,-0.029676,0.0046192,-0.066788,-0.025112,0.016696,0.040255,-0.020078,0.055537,-0.034409,0.041952,-0.017503,0.0046034,0.023978,-0.031945,-0.016699,-0.022417,0.01088,-0.012418,0.008803,0.020329,0.048936,0.01469,-0.0093185,-0.0078655,0.066698,0.0051923,0.0062564
"M1401.4T12.54",-0.016539,0.0026373,-0.0099979,-0.014327,0.013044,0.02564,0.018623,-0.0012029,0.037973,0.033617,-0.064579,0.020091,0.020238,-0.031926,0.022133,0.013414,0.062982,-0.015745,-0.027233,-0.004523,-0.062232,-0.065623,-0.044757,0.0047915,-0.034439,0.069085,-0.056631,0.0038099,-0.036828,0.03723,-0.04365,0.023438,0.0062079,0.0021206,0.095859,0.043127,-0.0163,-0.066886,0.011327,-0.027621,-0.013357,-0.030362,-0.025612,0.055221,0.0083125,0.010791,-0.064317,0.050827,-0.0056699,-7.7867e-05,0.0031771
