"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M511.168T847.893","79365.993","50550.661","101742.891","106500.123","152357.123","138042.252","88619.056","225337.11","154502.993","265000","166082.55","10141.2545","108511.533","118809.425","178000","171000","9639.3026","178673.3783","133000","177555.829","6007.6718","81818.159","135816.566","300762.611","127000","131342.22","240000","133000","199616.425","10056.9477","207028.036","138878.374","159911.71","150000","110154.649","133593.985","112050.014","83869.34","10039.9132","191166.112","3726.6491","7600.899","10029.3437","50400","8014.5096","123039.23","223893.839","124000","216290.0795","94692.655"
"M816.307T940.951","34820.209","16048.146","55658.716","69833.924","70731.184","61389.743","90459.081","78505.854","85662.173","119000","57663.838","5667.1268","60164.525","78158.533","84600","85900","6272.8528","99675.7203","92400","80431.748","9383.1443","35764.601","99052.767","107765.488","96300","92296.427","118000","85600","125546.039","1668.0067","87717.286","84110.027","73210.351","88900","57844.738","60934.41","45545.744","34567.271","8571.4038","155143.307","4815.6029","5575.2214","4464.1396","8220","2580.8459","58560.281","108686.755","95600","192473.4317","36777.163"
"M461.356T1493.495","130982.931","110378.909","134226.689","122609.52","122861.597","133510.279","102178.135","154913.053","109236.917","101000","117599.871","92477.9771","124080.819","139424.58","142000","160000","110060.9854","143976.1214","121000","152185.632","96243.7923","162590.599","160864.44","170841.657","132000","115877.279","158000","137000","135025.631","90934.0556","134982.639","183124.838","161566.255","148000","123504.865","128810.445","123624.526","122248.773","98892.0191","135735.539","105967.8204","145385.1487","80100.4943","132000","115605.6886","131774.309","124529.202","148000","162725.3598","137019.015"
"M654.545T1540.694","71483.887","67237.989","79479.377","114350.38","88910.145","89922.074","48437.697","78280.536","101531.241","76300","51949.966","45777.232","137073.843","68749.505","101000","112000","40375.7503","82971.7085","139000","103232.517","64696.524","87530.975","96201.125","125953.135","145000","108768.002","121000","195000","168233.881","40840.6149","115410.735","191753.057","114820.272","127000","79181.796","67794.158","87386.566","76436.587","33411.3721","137053.704","37450.2175","65163.0362","57250.9175","51400","46180.0534","120998.837","85737.395","73700","106987.9097","107447.513"
"M833.318T940.951","51864.274","18858.047","101732.75","68293.847","96570.313","69559.431","93622.02","129863.616","112335.887","203000","129777.304","7952.964","81474.732","82040.356","103000","98700","2166.0842","146803.4603","112000","152013.312","9250.2623","37568.564","101971.328","235701.558","99400","134687.287","240000","99600","172112.706","3946.2041","104049.802","77692.066","116857.986","108000","54734.056","52713.346","54678.744","51951.581","8030.4993","217390.218","4449.4799","7997.7285","8482.1269","33600","2918.9324","80641.104","178139.708","104000","265353.8633","38583.328"
"M952.38T957.42","27711.78","14249.88","65625.252","82337.085","53757.624","45415.866","67615.011","77171.068","59579.821","161000","36512.062","9416.7517","121242.835","95464.954","94300","89900","11000.4938","75472.3819","105000","87788.543","3500.7086","27566.196","108022.31","128552.714","97900","75058.211","152000","150000","118182.206","3936.0832","104562.173","101606.064","102521.035","96300","28685.47","44353.551","66541.366","36110.48","1776.9322","204444.794","4496.039","5908.2705","3580.0844","13400","3005.8736","44101.324","91255.308","74600","248396.04","46177.602"
"M881.354T990.311","45164.814","19675.646","59608.476","71936.701","58238.049","47681.685","37426.351","74772.703","60084.546","83800","70289.206","9347.9384","122357.714","83999.002","45800","73400","1372.53802","73739.8519","94800","85125.437","18037.5963","25429.996","75923.482","89823.918","114000","65963.096","97300","110000","92923.044","6862.6901","81783.873","96797.607","76854.321","91000","45841.72","42216.123","36396.526","35119.838","7516.604","321196.06","12519.121","6871.4755","13078.891","23900","8331.0656","45238.298","49302.161","47700","124570.4615","38129.516"
"M773.297T924.482","47235.65","11038.588","56280.977","50033.122","55226.463","49637.916","30950.955","67323.568","51822.883","112000","53290.339","4207.8639","65345.375","55510.257","73900","71000","5204.1043","65855.8976","72200","79651.55","2952.8876","44521.144","69159.044","86625.96","59800","70457.512","102000","71600","93209.65","5102.3593","101372.969","80885.183","74759.716","82800","45138.685","48839.561","57889.168","28676.154","1298.6526","111859.864","2695.2812","1009.6916","6050.6974","11200","2557.2553","51712.819","79408.962","60500","109242.2407","45454.045"
"M1023.387T857.905","29256.464","14832.057","35708.196","32029.302","46931.086","38495.932","62544.773","51106.076","71573.041","87400","32831.942","11438.6082","41824.167","49536.122","75600","82200","5646.4009","63127.1115","52200","47657.722","7539.6742","29868.951","54315.518","71079.503","66500","42507.278","84600","42200","72753.099","4107.6613","75640.096","60033.48","62141.031","68400","34362.762","45432.756","31202.694","31846.302","7464.491","90795.384","5073.899","3420.0288","1201.2246","13000","1989.7979","37345.904","125761.739","68300","93362.4212","25739.001"
"M1077.42T926.047","21223.501","2684.677","34889.563","50217.957","60447.038","23246.868","27558.658","56039.613","55726.425","75500","52457.363","4891.1922","69844.439","52423.01","67800","58900","1558.7172","55870.6474","62500","62634.809","1663.417","21609.383","61105.403","81476.865","62300","52371.984","78200","59100","99985.529","260.29192","62711.807","64120.947","67725.574","59800","46283.186","36362.529","47150.308","27835.704","1554.4478","109274.159","3248.1594","260.29192","3802.8126","2050","1301.4596","24032.236","76001.878","40700","110384.286","26756.868"
"M427.172T904.493","135731.607","61306.793","174104.117","176209.193","162896.872","186741.459","154070.993","234341.132","192003.932","335000","239719.159","49540.2836","178260.518","306568.752","253000","275000","43593.6462","229995.0916","218000","212173.796","41052.3193","105964.322","269346.251","407163.614","361000","195273.986","452000","213000","232453.097","43268.4743","247670.443","234048.77","205528.591","334000","135478.2","137493.404","115611.201","83847.807","37778.6849","358237.884","50543.8405","37016.1325","54417.8263","59500","42297.4274","223870.659","202626.872","326000","250197.7167","83409.399"
"M1075.422T902.377","45886.856","7462.095","53250.394","29571.717","73616.37","41464.403","39939.33","75872.406","59476.436","124000","53211.252","2393.0595","88282.124","57261.731","68100","86000","2715.1664","53740.1929","82500","87056","4965.6979","29194.134","102193.034","99375.141","73700","76639.941","86800","92100","114189.5","3851.282","135538.225","91722.258","97567.512","98000","41557.292","36403.107","44959.147","29998.257","478.6119","123067.117","3326.1658","478.6119","3586.0014","10800","7678.1864","47049.873","79772.091","85300","139598.0052","45560.59"
"M936.359T886.012","56207.738","30943.185","72522.105","63665.107","76626.918","67305.342","77776.039","87494.807","79454.637","121000","78622.865","6279.8611","74351.552","75168.521","1e+05","89900","7564.145","95382.6139","93200","95213.168","17352.5865","53911.104","93507.554","140855.945","88500","84486.364","139000","80100","130208.904","9048.5951","88914.847","82124.193","97522.212","101000","58860.336","64110.642","54998.357","47827.548","9896.5216","138585.063","7821.9537","12433.2549","7667.4834","25500","12985.2457","76547.984","111542.397","84500","153276.9344","44031.392"
"M900.341T957.42","60321.849","49190.098","83673.365","83869.672","79165.96","64787.675","106274.54","89068.939","89424.992","132000","86290.166","16766.3849","96460.1","98328.999","103000","87300","29281.804","99481.9718","104000","109350.248","5816.6422","42677.593","98433.69","108470.624","110000","92788.649","136000","86300","121151.841","18511.3693","111421.717","98257.315","106232.841","104000","53356.846","82412.598","72009.742","65702.895","9258.4492","159653.94","16851.8789","21157.8629","13582.621","41000","18202.0778","80371.846","133596.398","103000","149711.5137","63082.448"
"M834.317T857.905","33526.277","5179.331","43156.576","35152.577","47082.291","47891.104","71450.943","72901.011","60121.729","132000","41897.543","4816.5597","47725.239","49926.939","59200","55700","375.58448","75559.6479","50700","73251.001","1877.9224","35255.527","62783.551","147540.503","64600","56818.457","119000","52700","94342.041","4758.4595","59365.461","50067.384","63964.204","59700","33293.882","35265.222","43254.212","20548.094","2774.3406","81661.657","4144.8726","4126.4087","375.58448","11800","375.58448","61484.876","159037.554","60500","100793.0072","31633.701"
"M833.305T975.822","51855.414","18858.62","99577.767","65761.438","94209.551","66992.926","93134.2","129861.296","112314.614","201000","129764.395","7819.689","81465.909","82043.76","103000","98700","2132.7706","140100.9084","112000","152004.057","8780.7837","34829.374","101822.772","233267.287","96700","131990.608","238000","99700","172099.686","3888.0821","104018.217","74147.784","116869.351","108000","54736.779","52672.272","54672.85","51962.904","7804.1504","208623.378","4300.2551","7835.1449","8192.259","29800","2860.5188","80607.257","177445.802","102000","253309.8507","38576.807"
"M951.383T957.42","46488.098","11298.339","56404.909","49939.367","58652.227","32735.371","31614.252","78938.171","52015.743","135000","63995.72","3664.026","64762.496","63608.484","96400","70300","3965.0832","90104.9168","72700","99982.491","7452.8662","36071.146","76190.377","130064.25","98600","77258.952","132000","73300","103739.102","6315.6295","88093.609","57030.178","90925.659","90400","41728.028","46139.678","52398.563","29650.916","732.8052","156875.893","3983.1868","4788.9351","4938.0598","16900","4229.8119","41658.341","81298.303","46000","231481.0293","32290.554"
"M961.384T973.898","41239.237","18452.495","46529.292","56137.493","75751.889","49502.596","24685.64","90315.941","57246.849","130000","73908.992","6206.2361","70608.983","69404.077","74100","81200","11358.0392","74865.9735","56100","71329.846","6038.0227","33076.745","75850.309","116882.145","91500","71285.762","130000","78600","91693.413","4747.3589","97883.349","85177.628","60617.44","98800","51248.686","50395.982","48536.928","26752.213","7611.8692","168911.318","3218.067","1385.8285","6428.3058","10600","5734.6347","32349.968","65555.142","60000","211325.0689","50719.318"
"M433.152T909.874","126379.07","75673.976","159648.938","115945.828","128153.489","135393.694","159955.653","192143.081","145908.545","323000","227460.945","22122.9705","135288.762","155026.453","146000","169000","21948.066","146051.6071","167000","157188.962","20073.2842","105837.269","133651.158","182470.379","148000","139902.719","170000","154000","141835.375","17192.1315","143724.638","139308.006","156829.265","167000","92729.752","109604.309","107722.865","85136.196","28312.4178","176756.433","16008.9412","28014.2172","22179.4185","74700","21311.7635","135986.733","188935.541","151000","206851.7803","87740.704"
"M907.344T940.951","72316.43","40481.844","75998.902","77859.012","81700.764","74360.124","100504.471","100604.311","88539.976","149000","109391.638","15592.5322","110082.772","92916.06","110000","88000","16465.7719","102792.7299","97500","92299.246","13729.2537","56732.048","114321.308","154997.431","103000","100757.53","150000","109000","144308.02","19223.9693","98672.711","113906.321","109130.017","95300","53053.407","84959.182","67003.31","54208.694","19630.9183","150101.497","18350.9631","11030.2151","21346.2145","39700","19230.0937","87877.077","167995.531","115000","160050.9145","62933.792"
"M1012.372T940.951","35188.992","11199.341","35580.586","59045.288","55398.552","33018.422","24852.139","41974.276","33932.135","64800","34121.784","3792.038","56836.487","65811.154","58300","49500","2612.9179","55876.6228","51300","66355.753","4468.6528","28247.493","62412.123","68444.589","84600","51011.196","69300","60200","83650.341","1344.2462","68456.788","62775.781","63063.027","61600","26760.281","23717.928","26952.361","18383.913","1581.4412","114965.61","4211.9617","6611.4641","2335.6419","9740","3104.8879","28292.323","58644.462","27900","122867.5641","26650.229"
"M472.315T1401.37","85828.047","73045.155","74463.15","91548.878","93008.931","89632.619","99168.578","77815.758","89551.958","86500","64405.552","55194.5312","107966.068","94844.562","97100","135000","65775.0758","114981.5578","117000","121215.878","57047.5344","90750.17","100772.056","153737.223","110000","100329.819","129000","132000","121367.626","69855.5731","137345.124","147268.608","108270.524","87500","111835.301","99367.989","85384.916","100660.31","58436.1477","145962.683","77281.2383","54514.5076","63553.2058","65800","65666.4145","102906.543","86010.832","180000","130313.4178","87926.456"
"M920.344T942.609","59752.195","37741.618","77598.892","83064.784","79001.332","74121.144","61495.201","96385.248","80761.916","119000","94341.827","17423.7754","83653.223","93430.514","88400","97300","19839.6178","91573.5507","84700","89004.805","10459.8247","56179.101","88850.073","116930.86","81100","99012.25","123000","72400","109842.639","13232.1278","89750.725","101139.873","105745.041","101000","61605.311","68366.174","69738.25","54406.929","20459.4098","127986.655","11334.9074","8280.3374","13113.5148","31700","7566.691","80923.472","111075.192","76900","147289.5365","56416.869"
"M817.317T940.819","109117.492","78680.263","170846.855","162211.995","95738.351","73880.815","58788.99","175993.943","94398.709","168000","148506.41","27435.858","190155.485","217997.216","88900","164000","31295.8318","155674.9852","181000","183947.371","14439.3851","44197.551","97452.08","157911.83","152000","153473.812","239000","160000","200632.057","30482.1778","149283.049","195643.671","217119.934","154000","112308.081","114812.801","116357.153","74024.031","32469.3002","292624.106","26327.319","22451.4071","19214.4017","26700","23794.8923","100386.95","200678.043","92500","400474.2347","110730.545"
