"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M547.366T1373.389","-0.21980655","-0.42330639","-0.17843571","-0.23917132","-0.41424220","-0.22706960"," 0.07937190","-0.33241418","-0.21340633","-0.57162150","-0.30424106"," 0.21514860","-0.34860970","-0.49607411","-0.18092273","-0.15560320"," 0.60090713"," 0.49008147"," 0.26509254"," 0.34819523"," 0.24569110"," 0.43501755"," 0.40208533"," 0.05156288"," 0.82832174"," 0.32189237"," 0.02155675"
"M581.399T1399.634","-0.77407691","-0.27887033"," 0.01184014"," 0.15263405","-0.10425449","-0.33743794","-0.45534138","-0.12296785","-0.10984468","-0.26098309","-0.56170946","-0.04519705","-0.14827494","-0.29225201"," 0.15460846"," 0.12778632"," 0.18820233"," 0.42061848"," 0.42681018","-0.27222318"," 0.07808183"," 0.49114059"," 0.26074894"," 0.56107387"," 0.57504522"," 0.16149032"," 0.15335261"
"M549.424T1473.203","-0.429348743","-0.392497212","-0.188194328","-0.107162088"," 0.035830789","-0.300864494","-0.843898486","-0.187077080","-0.028141393","-0.395163736","-0.592233185"," 0.399810853","-0.247200296","-0.336448462"," 0.273008191","-0.420988547","-0.065710597"," 0.550836202"," 0.182788327","-0.001498381"," 0.330780684"," 0.509790540"," 0.775176511"," 0.733324961"," 0.470425258"," 0.081174837"," 0.193479876"
"M438.151T843.183","-0.719850155","-0.841820065"," 0.055389278","-0.466525704","-0.342830403","-0.219070443"," 0.337506743"," 0.093262977"," 0.034958905"," 0.505497874","-0.068026439","-0.200188432"," 0.260841112"," 0.109158036"," 0.237749129","-0.806342550"," 0.114191326"," 0.548813754"," 0.225007114"," 0.092665881"," 0.399914275"," 0.009965565"," 0.371696428"," 0.150407989","-0.017029809","-0.053284387"," 0.187942000"
"M849.59T1481.744","-0.679177545","-0.550284847"," 0.175843458","-0.132606595"," 0.004687927"," 0.110971418","-0.381997372","-0.157207094","-0.421174284"," 0.126975423"," 0.033139493","-0.175091882","-0.137672414"," 0.169004892"," 0.240920898"," 0.178618761"," 0.092656515"," 0.067014803"," 0.704513087"," 1.083532529"," 0.096750012","-0.985742134","-0.146600320","-0.164351364"," 0.155102679"," 0.111477120"," 0.580696832"
"M787.545T1575.098"," 0.120828639"," 0.856533461"," 0.983840392"," 0.868770296","-0.135160768","-0.415713888","-1.184572015"," 0.728371311","-0.003832654","-0.524671138","-0.373216495","-0.084300576"," 0.562722454","-0.537560827","-0.580553290","-0.332837220","-0.997752979"," 0.090539242","-0.024456278","-0.040324964"," 0.038163700","-0.025853382","-0.185307827"," 0.276100328"," 0.031024710"," 0.062122821"," 0.827096945"
"M567.43T1421.35","-0.44329940","-0.07741172"," 0.02298054","-0.23981398","-0.29630654","-0.13451720","-0.50408047"," 0.03950790","-0.08403913","-0.54682918","-0.61423815"," 0.07271174","-0.03386759"," 0.03752860"," 0.25614096","-0.12750117"," 0.07243968"," 0.12282392"," 0.32150341","-0.16952657","-0.10802700"," 0.52378485"," 0.25178170"," 0.74232720"," 0.28334508"," 0.31699688"," 0.31558563"
"M439.317T1401.37","-0.3995689224","-0.7006083881","-0.4961162680"," 0.0006077039","-0.2485594330","-0.1419089749"," 0.2692075033","-0.4081216262","-0.0718867105","-0.2627042849","-0.5207167496"," 0.2897931323","-0.1609256671"," 0.0182782993"," 0.2356664243"," 0.0120037245"," 0.4620901441"," 0.4797016977"," 0.2564886655","-0.3918004069"," 0.3192094529"," 0.4265923756"," 0.4209624052"," 0.3208267000"," 0.4693727547","-0.1179747777","-0.0599087740"
"M453.3T1456.918","-0.295760145","-0.524419551","-0.073740049","-0.138906377"," 0.006252389","-0.137806980","-0.027260486","-0.477370067","-0.553134343"," 0.151567857","-0.499185671"," 0.043476341"," 0.001222302","-0.061244164"," 0.396183048","-0.057306510"," 0.124777436"," 0.063223453"," 0.383991531","-0.444921166","-0.033233956"," 0.430803179"," 0.318602400"," 0.567213331"," 0.456870492"," 0.122123964"," 0.257981743"
"M699.451T1372.842","-0.30794287","-0.23444091"," 0.25897031"," 0.17005363","-0.18370841","-0.38004731","-0.19023004","-0.36294015","-0.19921723","-0.18606423","-0.51274259"," 0.28910091","-0.07092023","-0.52517468","-0.19467116","-0.43078369"," 0.33093205"," 0.34200499"," 0.20224641"," 0.08558336","-0.05196893"," 0.62027806"," 0.21917000"," 0.45351286"," 0.58263497"," 0.21340051"," 0.06296439"
"M670.245T959.199","-0.317275707","-1.186120259","-0.170731368","-0.340240033","-0.211476903","-0.154224245"," 0.257733415"," 0.102108727","-0.158236382"," 0.336207065","-0.006334035","-0.138653570"," 0.028997354"," 0.050243509","-0.030533703","-0.687856106"," 0.232487505"," 0.436477417"," 0.388366531"," 0.105679061"," 0.405340846"," 0.143357220"," 0.374271750"," 0.243210519"," 0.091576225"," 0.223329902","-0.017704734"
"M862.322T843.183","-0.63549385","-1.49865121","-0.28434369","-0.32125155","-0.21858149","-0.39875062"," 0.54019149"," 0.08873186","-0.01598566"," 0.51605264","-0.06064992","-0.26119940","-0.19997844"," 0.28131067","-0.10047179","-0.49808335"," 0.45626204"," 0.61376799"," 0.05674414","-0.02833372"," 0.52104414"," 0.19854764"," 0.47162295"," 0.38405378"," 0.08181668"," 0.19034902"," 0.12127964"
"M798.839T1023.188","-0.95376813","-1.34774648","-0.16496292","-0.03397039"," 0.32399076","-0.32040822","-1.33165703","-0.24575153","-0.05210220"," 0.54139476","-0.25052344"," 0.02624997"," 0.06206135"," 0.34199473"," 0.57748364","-0.92438247","-0.02691087"," 0.46149231"," 0.50091573","-0.19701868"," 0.54391266"," 0.38214401"," 0.51953965"," 0.94162865"," 0.01374700"," 0.22870903"," 0.38393811"
"M505.179T828.514","-0.349546212","-1.048838340","-0.475870788","-0.631933047"," 0.007351096","-0.646609743"," 0.486474557"," 0.122487673"," 0.013418792"," 0.587358519"," 0.179179182","-0.301145173"," 0.003855625"," 0.434664097"," 0.024413847","-0.274335451"," 0.270578572"," 0.546921801"," 0.067870978","-0.014597968"," 0.618186283","-0.301252060"," 0.472480632"," 0.211104544"," 0.014056559","-0.010513179","-0.005760797"
"M557.468T1570.748","-0.56635438","-0.31268373","-0.09475126","-0.02978171"," 0.01492016","-0.32482909","-1.54349656","-0.04098851"," 0.03890790","-0.57424877","-1.01997488"," 0.41793527","-0.16700852"," 0.08553573"," 0.28394922","-0.03867688"," 0.05667138"," 0.13343874"," 0.23158414"," 0.25422579"," 0.19361651"," 0.71229978"," 0.51230162"," 0.78661208"," 0.64218273","-0.23230261"," 0.58091584"
"M764.517T1325.086","-0.19494426","-0.74448226"," 0.03780803","-0.24923148"," 0.23659545"," 0.06810379"," 0.90097084"," 0.02984135"," 0.27913918"," 0.24786168","-0.40253018","-0.10374042","-0.10060335"," 0.15628712","-0.14052235"," 0.30339623"," 0.50482013","-0.20667834","-0.25071478","-0.32595220"," 0.05585387","-0.06028977"," 0.08093456"," 0.70536191","-0.35813190","-0.22437993","-0.24477290"
"M651.489T1406.004","-0.73421044","-0.45888967","-0.33145757"," 0.11018290","-0.18764824","-0.50459090","-0.27163268","-0.44147695"," 0.26221822","-0.63131527","-0.98370588"," 0.44879656","-0.05565626"," 0.04980163"," 0.22217653","-0.25158284"," 0.39658256"," 0.34622422"," 0.42984509"," 0.17503733","-0.06476556"," 0.53650875"," 0.42253475"," 0.59518050"," 0.55902993"," 0.09675384"," 0.26605946"
"M703.261T828.514","-0.63469010","-1.10216758"," 0.07884409","-0.39982138","-0.24554402","-0.27669485"," 0.28123400","-0.16227596","-0.18649705"," 0.23461891","-0.45877096"," 0.23690475"," 0.01157165","-0.04607290","-0.11988223","-0.60188020"," 0.46436502"," 0.30783827"," 0.36931533"," 0.03330375"," 0.27702196"," 0.30487622"," 0.55101384"," 0.27643390"," 0.22385526"," 0.35889824"," 0.22420203"
"M846.32T843.183","-0.352558968","-2.045643054","-0.377231352","-0.730843589","-0.010666233","-0.387293757"," 0.483602484"," 0.356648274"," 0.346974118"," 0.535914790"," 0.077347377","-0.109865253","-0.057892282"," 0.194141598","-0.057796008","-0.512152350"," 0.143782825"," 0.869367696"," 0.266903419"," 0.011186463"," 0.646498329","-0.049144574"," 0.698188120"," 0.035935980","-0.009659267"," 0.246252414","-0.211997199"
"M808.349T959.178","-0.20144207","-1.92729488","-0.27902461","-0.62005122"," 0.17495564","-0.46594277","-0.73449739"," 0.79544455"," 0.70193901"," 1.09518911"," 0.52062021","-0.41924462","-0.32991568"," 0.19544054"," 0.13925650","-1.01515992","-0.37275034"," 1.23876482","-0.06571986"," 0.32711221"," 1.23822998","-0.28243049"," 0.84503993","-0.01414403","-0.49058831"," 0.22593584","-0.27972216"
"M701.265T828.514","-0.41192559","-0.91370106","-0.26432347","-0.52639639"," 0.31128572"," 0.06680574"," 0.25221736","-0.14155964","-0.19010581"," 0.52558319","-0.22684431","-0.24066094","-0.13893822"," 0.21163462"," 0.21110066","-0.63001072"," 0.18810555"," 0.20154690"," 0.12171759","-0.04631243"," 0.30184824","-0.00147121"," 0.29958739"," 0.52734248"," 0.06515796"," 0.23657813"," 0.21173830"
"M822.329T941.141","-0.73609121","-1.43466560","-0.10394628","-0.37796970","-0.06202106","-0.41687638","-0.55477235"," 0.19539874"," 0.05162687"," 0.53313819","-0.03379913","-0.10029699"," 0.17861004"," 0.06534447"," 0.24149395","-0.82600845"," 0.21001606"," 0.82406767"," 0.22655925"," 0.01436208"," 0.66690783"," 0.08167494"," 0.61516200"," 0.37873884"," 0.02052498"," 0.11197926"," 0.23084198"
"M699.455T1339.403","-0.32777955","-0.29931198"," 0.23113816"," 0.16592004","-0.24142595","-0.36817126","-0.03907902","-0.49801244","-0.20232804","-0.24634673","-0.43875750"," 0.24979688","-0.11358212","-0.52516380","-0.14765872","-0.35123389"," 0.33867997"," 0.33497614"," 0.20427840"," 0.05557077","-0.07125181"," 0.60757681"," 0.38544806"," 0.45123103"," 0.51468218"," 0.26033629"," 0.07046807"
"M884.32T942.609","-0.84555273","-0.91582364","-0.40244740"," 0.13208819","-0.11554067","-0.30714546"," 0.15301815","-0.07817487","-0.16365889"," 0.29052519","-0.08789663"," 0.12428034"," 0.04271263"," 0.09298169","-0.22734233","-0.50175923"," 0.31220041"," 0.44207251"," 0.25991104"," 0.09556175"," 0.54564120"," 0.09715299"," 0.57789755"," 0.10278257"," 0.15235708"," 0.09852543"," 0.12563311"
"M832.307T992.353","-0.57983450","-1.38870904","-0.27371513","-0.29697299","-0.33879634","-0.55375144","-0.45687241"," 0.36129148"," 0.22042957"," 0.65580930"," 0.40974113","-0.10537441","-0.31987093","-0.02027844"," 0.12284011","-0.89577888"," 0.00867304"," 0.95517799"," 0.52515059"," 0.09059614"," 0.84353425"," 0.06234808"," 0.60775125"," 0.25681083"," 0.08326944","-0.03628528"," 0.06281659"
"M1002.386T959.199","-0.666415375","-1.109341774","-0.279459602","-0.319148732","-0.446792611","-0.075344854","-0.014736445"," 0.016138934"," 0.084694859"," 0.492282797","-0.178446485","-0.031633987","-0.366634174"," 0.023038826","-0.139975217","-0.738056988"," 0.372174042"," 0.606239308"," 0.007802255"," 0.242128695"," 0.443979074"," 0.218222748"," 0.725712238"," 0.314842534"," 0.233039188"," 0.401363557"," 0.184327190"
"M547.412T1341.992","-0.29037826","-0.13407378","-0.26087710"," 0.07593180","-0.24844059","-0.20085681"," 0.35569884","-0.47855053","-0.23941181","-0.60660954","-0.47552276"," 0.18380868","-0.19769105","-0.21514967"," 0.12105485","-0.05857109"," 0.28626243"," 0.27808611"," 0.30389203","-0.07767379"," 0.05344630"," 0.48378494"," 0.23094762"," 0.24400979"," 0.76880588"," 0.01220772"," 0.08586977"
"M547.387T1389.173","-0.29209815","-0.08206763","-0.24648339"," 0.08295575","-0.18471740","-0.17930576"," 0.44106797","-0.48081035","-0.22195944","-0.63945371","-0.55788105"," 0.22943633","-0.13942854","-0.17202979"," 0.15468285","-0.06136118"," 0.31600979"," 0.32624295"," 0.36444611","-0.02909961"," 0.06993759"," 0.15344908"," 0.27967918"," 0.24252593"," 0.49846135"," 0.06377845"," 0.06402266"
"M841.33T990.311","-0.46652891","-0.83832425","-0.05610642","-0.06036122","-0.24508293","-0.33082860","-0.76947555"," 0.14545982","-0.01391445"," 0.55979301"," 0.05452612","-0.22554779"," 0.01044501","-0.14360772","-0.02319860","-0.81980850"," 0.01785206"," 0.58904136","-0.02068286"," 0.28958650"," 0.67703235"," 0.07881055"," 0.63922000"," 0.43534065"," 0.15852360"," 0.21134405"," 0.14649270"
"M574.213T908.018","-0.305925015","-1.067317170"," 0.050002996","-0.312918060","-0.155517639","-0.303819385","-0.767161476"," 0.005920084","-0.018017557"," 0.414441785"," 0.170120992","-0.129729756","-0.043040245"," 0.215447985","-0.033228336","-0.523657269"," 0.033957750"," 0.664139502"," 0.179988564"," 0.174689182"," 0.728183220","-0.074350811"," 0.537224470"," 0.123104273"," 0.024543991"," 0.261146295"," 0.151771631"
"M996.384T957.42","-0.58891517","-1.26893096","-0.39383350","-0.09568187","-0.07781974","-0.48675468","-0.10004784"," 0.07143606","-0.22123676"," 0.84784759","-0.11425123","-0.07742901"," 0.14256574"," 0.36540313"," 0.05632040","-0.69611306"," 0.17268767"," 0.65421389"," 0.09069554"," 0.01150616"," 0.39843825"," 0.16894332"," 0.53114168"," 0.35543868","-0.18437509"," 0.06486565"," 0.37388515"
"M471.314T1308.231","-0.39664751","-0.51864729","-0.47509502","-0.36476876","-0.04153447","-0.36381143"," 0.75541422","-0.29943812","-0.34895910","-0.20640318","-0.34394219","-0.18302125","-0.36756216","-0.23075096"," 0.14227025"," 0.96916685"," 0.53032028"," 0.49321154"," 0.05826949"," 0.10351075"," 0.18666246"," 0.26551271"," 0.20755110"," 0.02983022"," 0.42214645"," 0.03604040","-0.05932527"
"M690.262T910.27","-0.60694137","-1.49694433","-0.12106008","-0.17917627","-0.10295507","-0.18588301","-0.33724227"," 0.20376756"," 0.05792430"," 0.31871255","-0.10160827","-0.21980906"," 0.04408804"," 0.19647848"," 0.26721721","-0.46226177"," 0.15988565"," 0.48227655"," 0.24439841","-0.04172829"," 0.50052228","-0.09614960"," 0.50493967"," 0.48525699","-0.02377007"," 0.25212715"," 0.25793462"
"M703.256T884.128","-0.49060577","-1.01589889"," 0.11388157","-0.40799577","-0.24960133","-0.27345997","-0.04604717","-0.12787712","-0.21940277"," 0.22560259","-0.35864023"," 0.23850118"," 0.03450174","-0.07391793","-0.12488067","-0.77356812"," 0.37407696"," 0.29567993"," 0.33277608"," 0.10686500"," 0.25024464"," 0.33507592"," 0.58452719"," 0.29044792"," 0.28220145"," 0.41435726"," 0.28315633"
"M689.269T924.637","-0.64992629","-1.32227954","-0.20780128","-0.20985777","-0.08384966","-0.14889887","-0.35664459","-0.03112666","-0.13798708"," 0.27600902","-0.18530687","-0.04770895","-0.01473976"," 0.30176910"," 0.24923214","-0.43884868"," 0.29906168"," 0.37300322"," 0.34699409"," 0.02011054"," 0.05049649"," 0.14775406"," 0.46169443"," 0.68456426","-0.05412757"," 0.27813063"," 0.40028391"
"M907.342T857.905","-0.459131371","-1.136736021","-0.234695477","-0.496293732","-0.198071615","-0.322429584"," 0.432535756"," 0.011604979"," 0.006244288"," 0.489330287"," 0.090934458"," 0.215751634","-0.132538752"," 0.149448760","-0.198156424","-0.585942230"," 0.295987694"," 0.533578220"," 0.151547599","-0.022511755"," 0.488554824"," 0.119410903"," 0.373684753"," 0.094501438"," 0.257894306"," 0.113856611","-0.038359548"
"M643.447T1372.623","-0.196434426"," 0.100089943"," 0.067559193"," 0.255581040","-0.079744214","-0.138041117","-0.506246285","-0.313473085"," 0.006460215","-0.221990502","-0.786881174"," 0.388151318","-0.236444820","-0.292879374","-0.119673809","-0.046976730"," 0.118441600","-0.361239078"," 0.083974448"," 0.125939400","-0.197478576"," 0.543181236"," 0.178815010"," 0.872157632"," 0.132003500"," 0.016297097"," 0.608851558"
"M700.27T900.968","-0.493136929","-1.181580216","-0.014155576","-0.310931143","-0.187808111","-0.213336665","-0.705942338"," 0.152029034"," 0.007038095"," 0.716538030","-0.171469284","-0.161510328"," 0.153243054","-0.048132246"," 0.203927169","-0.870743078"," 0.232517557"," 0.541362173"," 0.163180772"," 0.099131016"," 0.236114257"," 0.094869913"," 0.857700286"," 0.141733620"," 0.288245888"," 0.319896361"," 0.151218689"
"M689.277T943.472","-0.61352771","-1.39048542","-0.19361955","-0.24001620","-0.18530074","-0.16161238","-0.46244834","-0.01978739","-0.13177105"," 0.33855824","-0.26705658","-0.04215977"," 0.03932527"," 0.35690420"," 0.24176004","-0.41316964"," 0.31310806"," 0.43035696"," 0.32649654"," 0.04821036"," 0.16348117"," 0.21391791"," 0.44244586"," 0.62309166","-0.04958874"," 0.30137430"," 0.33151293"
"M481.362T1439.996","-0.28875634","-0.46679742","-0.21455389","-0.37266635","-0.36749096","-0.59149848","-0.37196272","-0.19464738","-0.16000557","-0.03679381","-0.31604967","-0.01476297"," 0.06179887","-0.41173265"," 0.14689767","-0.08526619"," 0.27069112"," 0.46634595"," 0.25444543","-0.16456909"," 0.44038540"," 0.75014529"," 0.75728167"," 0.24263280"," 0.28119618"," 0.34535211"," 0.04038100"
"M909.343T957.42","-0.553216408","-1.142626883","-0.061140836","-0.324562575","-0.240303456","-0.086695151"," 0.307712123"," 0.009213469"," 0.037515709"," 0.593699280","-0.115445185","-0.202418281","-0.018042745"," 0.091409919","-0.011025809","-0.724402110"," 0.197303492"," 0.519761530"," 0.143678377","-0.141375029"," 0.484736975"," 0.057326867"," 0.331337955"," 0.395531074"," 0.120588794"," 0.118474223"," 0.212964681"
"M889.338T942.609","-0.52058459","-0.96118175","-0.09650315","-0.21061776","-0.20404177","-0.46188761","-0.41185153"," 0.33218946","-0.33543644"," 0.36766587"," 0.22841883"," 0.06340908"," 0.04800217"," 0.14056261"," 0.04199536","-0.49012845"," 0.06145604"," 0.44892637"," 0.09070713"," 0.07116664"," 0.56488159"," 0.01847734"," 0.55135133"," 0.24351343"," 0.12175432","-0.04230738"," 0.34006285"
"M704.261T784.45","-0.524922893","-1.315546658","-0.314840522","-0.500235202","-0.237926241","-0.260185055"," 0.250974832"," 0.200458498","-0.006792593"," 0.579336386","-0.009542203","-0.151796959","-0.118148563"," 0.237939863"," 0.113357051","-0.534170261"," 0.180883608"," 0.502927164"," 0.034797962","-0.012680724"," 0.583518440"," 0.067744631"," 0.671935041"," 0.284076819"," 0.035326325"," 0.193831654"," 0.049679600"
"M557.21T874.262","-0.419153470","-1.384674433","-0.040142939","-0.304185209","-0.040958615","-0.405711360"," 0.059005075","-0.098165998"," 0.064029926"," 0.357213027","-0.164918745","-0.051382078"," 0.086390318"," 0.055268153","-0.216674310","-0.595797951"," 0.323110242"," 0.586869863","-0.069115222"," 0.207791810"," 0.326342334","-0.004099654"," 0.601557736"," 0.345575987"," 0.302165096"," 0.361641936"," 0.118018483"
"M885.332T901.88","-0.753875732","-1.257416531","-0.234717442","-0.249297886","-0.264128571","-0.111612313"," 0.245442701","-0.006499631","-0.213299916"," 0.387177322","-0.030019022","-0.136333642"," 0.073535464"," 0.203984948"," 0.006362812","-0.411058810"," 0.242499651"," 0.572125829"," 0.293537663"," 0.040714282"," 0.494352170"," 0.049277270"," 0.374528823"," 0.318092918","-0.003382945"," 0.026540956"," 0.343469633"
"M885.34T952.01","-0.729160635","-1.158381305","-0.299199797","-0.229695507","-0.205194316","-0.103745130"," 0.082731581","-0.074702866","-0.254445361"," 0.560516479","-0.044736919","-0.117988144"," 0.102029176"," 0.253679310","-0.109599649","-0.501739486"," 0.215902197"," 0.639423463"," 0.304584517"," 0.077578384"," 0.469388872"," 0.142983990"," 0.394688303"," 0.402088811"," 0.020453429","-0.001292503"," 0.163833106"
"M889.348T1006.792","-0.44607166","-0.86136352","-0.26469528","-0.40451703","-0.18323323","-0.57425105","-0.85012594"," 0.28994021","-0.29191305"," 0.32449979"," 0.14673437"," 0.25072863"," 0.18601243"," 0.08018783"," 0.13093659","-0.27256191"," 0.05779830"," 0.28235158"," 0.18643274","-0.03868824"," 0.57109398"," 0.15814152"," 0.64383341"," 0.34272915"," 0.14057664","-0.01693488"," 0.41235860"
"M770.3T957.42","-0.26188255","-1.46476284","-0.28070549","-0.18977628","-0.12772526","-0.40469631","-0.95418645"," 0.33018809"," 0.09700861"," 0.65766825"," 0.13899321"," 0.15893312","-0.07667053","-0.23824429"," 0.09124404","-0.57850947"," 0.12759575"," 0.24048047"," 0.25635764"," 0.28327795"," 0.48251322"," 0.07321049"," 0.50960498"," 0.33741605"," 0.22166946"," 0.39012254"," 0.18087559"
"M837.325T924.637","-0.6845929286","-1.5274523352","-0.0562197954","-0.2183419236","-0.2393288130","-0.5279993145"," 0.1294241053"," 0.0188828118"," 0.0385490570"," 0.6304308362","-0.1670899744","-0.0778599249"," 0.0636392938"," 0.2183636537","-0.2257083410","-0.7331140717"," 0.2568869631"," 0.5799103316"," 0.1621270447","-0.0003619363"," 0.5414618111"," 0.1104281129"," 0.7550176447"," 0.6178320050"," 0.0828290369"," 0.0798960124"," 0.1723906387"
"M386.164T943.456","-0.01465993","-1.57628178","-0.41475257","-0.52091781"," 0.22189411","-0.32534328","-1.10255606"," 0.49648474"," 0.54340289"," 0.93401342"," 0.48725349","-0.16581933","-0.36044640"," 0.23689723"," 0.20151326","-0.44433078","-0.25979770"," 0.92053681"," 0.29600786"," 0.06692880"," 0.98344211","-0.29077280"," 0.55735242"," 0.13567673","-0.26507156","-0.11009248","-0.23056139"
"M1031.387T924.482","-0.79566477","-1.21659066","-0.06375370","-0.25121141"," 0.02657642","-0.16480856"," 0.22533676","-0.25411083","-0.33479941"," 0.26369877","-0.07757370","-0.07053630","-0.02437239"," 0.01460854","-0.07444422","-0.50635753"," 0.42945499"," 0.53181508","-0.16669622"," 0.12279906"," 0.38586205","-0.05334539"," 0.68420348"," 0.58264237"," 0.29584485"," 0.63482987","-0.14340716"
"M835.332T872.624","-0.783346949","-1.126594880","-0.343652541","-0.498550417","-0.020943271","-0.292058270"," 0.549158973"," 0.012790273"," 0.145783815"," 0.959527044","-0.137817961","-0.190452018"," 0.173738919"," 0.102844025","-0.210066810","-0.475125005"," 0.120344757"," 0.745410111","-0.094877685","-0.293942403"," 0.779749295"," 0.042504139"," 0.494456706"," 0.210136113"," 0.049070088"," 0.072926270"," 0.008987684"
"M507.38T1474.624","-0.621702397","-0.517561513"," 0.025770216"," 0.174035800","-0.285322450","-0.350695127","-0.216201546","-0.288200959","-0.059817962","-0.350992004","-0.602813109"," 0.224416257","-0.136160486","-0.005788088","-0.066670465","-0.366539063"," 0.096374077","-0.169817798"," 0.258376462"," 0.403732999","-0.134190590"," 0.463337818"," 0.460443754"," 0.487973584"," 0.302001830"," 0.216570027"," 1.059440732"
"M888.347T872.624","-0.549122234","-1.408290591","-0.002923502","-0.477320480","-0.079791641","-0.176569083"," 0.392681263"," 0.026580945","-0.110566577"," 0.501474868","-0.051062087","-0.026570962"," 0.042017281"," 0.135280629","-0.039387393","-0.548483276"," 0.169517799"," 0.420942178"," 0.200835427"," 0.015530381"," 0.376519898","-0.041606270"," 0.386226077"," 0.385707763"," 0.063587020"," 0.177861530"," 0.216931037"
"M837.332T895.326","-0.672533432","-1.553725523","-0.186961877","-0.297925275","-0.215394564","-0.507818833","-0.196653650"," 0.046560438"," 0.137997324"," 0.695348241","-0.114505574","-0.063420035"," 0.016424175"," 0.298157478","-0.244593228","-0.771886190"," 0.328174637"," 0.592582929"," 0.215468431","-0.007791874"," 0.586927500"," 0.119414698"," 0.742580776"," 0.674154186"," 0.129431673"," 0.069182578"," 0.180804992"
"M557.47T1591.049","-0.553980777","-0.280076586","-0.072934911"," 0.131264171"," 0.026395588","-0.345518642","-1.796158400","-0.001764847"," 0.092599171","-0.563403025","-1.091357552"," 0.387921665","-0.128400916"," 0.154762574"," 0.317215380"," 0.019069905","-0.060445722"," 0.070376564"," 0.217956813"," 0.277636537"," 0.169000424"," 0.818286398"," 0.486675561"," 0.697252309"," 0.667850104","-0.253048780"," 0.612826995"
"M822.328T902.328","-0.829820570","-1.605066935","-0.145061789","-0.441057124","-0.119768246","-0.363253971"," 0.318430913"," 0.140931136"," 0.074744784"," 0.499805801","-0.102189913","-0.159380252"," 0.196401285"," 0.102799830"," 0.232503205","-0.837988371"," 0.231590331"," 0.823830341"," 0.160184390","-0.012058134"," 0.624942155"," 0.016623362"," 0.549793656"," 0.357973101"," 0.006487277"," 0.094667617"," 0.183936122"
"M499.365T1490.14","-0.69557632","-0.19666784"," 0.05773383"," 0.24691791","-0.14484806"," 0.11659413","-0.16203390","-0.31407025","-0.54921706","-0.60393316","-0.23869349"," 0.29757657","-0.07278864","-0.15278167"," 0.04265313","-0.11436417"," 0.33171624","-0.14555110"," 0.09488828"," 0.15149090","-0.01973139"," 0.55395459"," 0.62922863"," 0.46224225"," 0.57767587","-0.07898413","-0.07343114"
"M999.386T843.183","-0.60493283","-1.15440165","-0.11345208","-0.53919266","-0.65808836","-0.17216004"," 0.24921681"," 0.27300550"," 0.03428650"," 0.51763747","-0.25290597","-0.11710107","-0.15541322"," 0.25212434","-0.15916124","-0.68737506"," 0.49037791"," 0.53832012","-0.03562344"," 0.20806879"," 0.15086944"," 0.16781463"," 0.76312240"," 0.53221742"," 0.27216195","-0.01985540"," 0.22043973"
"M399.308T1262.042"," 0.121885868","-0.293501420","-0.277139263","-0.368332108","-0.046378053"," 0.007591067"," 1.016705763","-0.280443749","-0.401594678"," 0.063021287","-0.057099676","-0.461485418","-0.360663482"," 1.830728252"," 0.006919967"," 1.692953257"," 0.840603391","-0.283582500"," 0.085592065","-0.232605099","-0.237940721","-0.309408410","-0.320039763","-0.453290518","-0.425370984","-0.385944450","-0.471180624"
"M689.542T1488.279","-0.52588476","-0.59756766","-0.13156646","-0.29232769"," 0.01236149","-0.31176339","-0.52394908","-0.07942459"," 0.10060722","-0.21719893","-0.39050206"," 0.01985022"," 0.15195239","-0.23462041"," 0.35582161","-0.16955386"," 0.02481908"," 0.09885217"," 0.51322656"," 0.15754048","-0.17576591"," 0.05624965"," 0.19012501"," 1.20380591"," 0.41662070"," 0.15741322"," 0.19087911"
"M471.309T1335.803","-0.36212124","-0.60442837","-0.35813674","-0.47899766","-0.05811782","-0.38196672"," 0.46242257","-0.28841959","-0.46090684","-0.14538623","-0.22917306","-0.11006292","-0.33734090","-0.09591425"," 0.13314170"," 0.81736521"," 0.39200875"," 0.47342545"," 0.25188484","-0.01726705"," 0.13408277"," 0.24611141"," 0.18492088"," 0.31884159"," 0.51279161"," 0.03979941","-0.03855683"
