"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M1023.385T959.199","-0.712767932","-1.111635711","-0.293555463","-0.501571610"," 0.004472084","-0.356274620"," 0.231056689","-0.025602081"," 0.322225816"," 0.395482294","-0.479924316","-0.030075820"," 0.016336820"," 0.370700639"," 0.453265389","-0.728533498"," 0.049318883"," 0.146951670"," 0.200234874","-0.047784991"," 0.409726904"," 0.004135598"," 0.318882313"," 0.523285546"," 0.320593428"," 0.242020982"," 0.279036118"
"M890.353T1023.188","-0.285694194","-1.417650649","-0.055697055","-0.305161073","-0.107791480","-0.266203254","-0.324019102"," 0.008204677"," 0.023099607"," 0.475553127"," 0.106616985","-0.039655916"," 0.044978208"," 0.208913217"," 0.169583801","-0.561537835"," 0.138121452"," 0.487779416","-0.071155079"," 0.217218295"," 0.537768596"," 0.086014866"," 0.411164574"," 0.397265636"," 0.028617088","-0.029682973"," 0.123349063"
"M497.195T864.231","-0.11821445","-0.73050859"," 0.05819692","-0.14496316","-0.15980071","-0.48766200","-0.69644530","-0.25189804","-0.31507152"," 0.25840272","-0.23215733"," 0.34530052"," 0.12947638"," 0.05954759","-0.25608681","-0.40964603"," 0.39269202"," 0.10208397"," 0.30160915","-0.04629622"," 0.38398855"," 0.05294908"," 0.22669809"," 0.26147259"," 0.57108865"," 0.40579346"," 0.29945046"
"M511.168T847.893","-0.64753946","-1.06884144","-0.32161441","-0.33531019"," 0.06279128","-0.03914416","-0.44548188"," 0.44098110"," 0.09002667"," 0.61415124"," 0.17006012","-0.30106139","-0.20033665"," 0.26457889"," 0.16535098","-0.57687246","-0.02895531"," 0.75842890","-0.09443380","-0.05953440"," 0.52565323","-0.09910982"," 0.39907836"," 0.49703587"," 0.00698831"," 0.13794076"," 0.08516965"
"M816.307T940.951","-0.78587756","-1.50698006","-0.25746450","-0.09029348","-0.05621528","-0.19559088"," 0.24531989"," 0.01688538"," 0.14613711"," 0.43344246","-0.24338084","-0.22461811"," 0.04089885"," 0.15845407"," 0.11943317","-0.72252721"," 0.30592619"," 0.34575327"," 0.28255996"," 0.23999716"," 0.43967664"," 0.11511205"," 0.56450504"," 0.26460844"," 0.15523800"," 0.00116742"," 0.20783282"
"M461.356T1493.495","-0.12093787","-0.32196843"," 0.02245417","-0.22400975","-0.18511233","-0.04544973","-0.39494743"," 0.14679973","-0.35938691","-0.55447843","-0.23092451","-0.18129150"," 0.02007591"," 0.11473511"," 0.22180849"," 0.29696316"," 0.30514575"," 0.33143756","-0.01362195","-0.22926437"," 0.20858679","-0.03581404"," 0.05409023"," 0.14758123"," 0.53890241"," 0.30542799"," 0.18319873"
"M654.545T1540.694","-0.422731851","-0.435856425","-0.236179794"," 0.101683624","-0.153236695","-0.139069372","-0.762585070","-0.328359551"," 0.007072717","-0.353439773","-0.730705521"," 0.317904589","-0.440508526"," 0.028803897"," 0.082953979","-0.157468914","-0.035535791"," 0.213938588"," 0.424134524"," 0.105272836"," 0.173632652"," 0.696235602"," 0.609088770"," 0.254721856"," 0.741787851"," 0.155813379"," 0.282632420"
"M833.318T940.951","-0.614029792","-1.490544111"," 0.056453235","-0.360065066","-0.024910993","-0.322410044","-0.001010851"," 0.216869107"," 0.123743772"," 0.626483103"," 0.258883260","-0.186622102","-0.175423713"," 0.067362144","-0.021115229","-0.874087432"," 0.049653487"," 0.772525772"," 0.030657929"," 0.307064956"," 0.792386645","-0.013618954"," 0.547426052"," 0.140882450","-0.187130790"," 0.169963386"," 0.110613778"
"M952.38T957.42","-0.913666531","-1.446853354","-0.113100695"," 0.032470357","-0.318093428","-0.462838586","-0.069920248","-0.031661850","-0.218669908"," 0.607726792","-0.639206359"," 0.379647839"," 0.177309139"," 0.200476097"," 0.111909513","-0.886229749"," 0.309977584"," 0.422335781"," 0.228832201","-0.001533334"," 0.570650821"," 0.554489579"," 0.407765032"," 0.351044735"," 0.267324284"," 0.261092702"," 0.218721587"
"M881.354T990.311","-0.443820000","-1.227721194","-0.102930042"," 0.026691370","-0.163620846","-0.362736705","-0.549697047"," 0.056183412","-0.120294620"," 0.173499615"," 0.041094734"," 0.573438668"," 0.201555811","-0.367640456"," 0.050760667","-0.982873512"," 0.129888573"," 0.254136020"," 0.542282305","-0.006809929"," 0.338067659"," 0.455683969"," 0.355646001"," 0.284686919"," 0.385529996"," 0.137915989"," 0.321082643"
"M773.297T924.482","-0.295834160","-1.675691257","-0.062384153","-0.235732818","-0.117568380","-0.220946941","-0.630255997"," 0.046811562","-0.168295328"," 0.549850351","-0.136889959"," 0.040311678","-0.114678397"," 0.204823343"," 0.111946720","-0.317679556"," 0.130435883"," 0.308218771","-0.007826928"," 0.152978491"," 0.472408298"," 0.119382619"," 0.446303327"," 0.584745083"," 0.296094242"," 0.202838024"," 0.316635484"
"M1023.387T857.905","-0.60003414","-1.23701011","-0.33543647","-0.50479665","-0.09674363","-0.29560038"," 0.25156037","-0.04167960"," 0.34213645"," 0.50393776","-0.44182019","-0.22088442","-0.04432566"," 0.42262982"," 0.45216265","-0.54171823"," 0.07877165"," 0.30602653"," 0.28816687","-0.16471696"," 0.48588550","-0.22289393"," 0.39759815"," 0.49453171"," 0.19209751"," 0.21064597"," 0.32150944"
"M1077.42T926.047","-0.66493384","-2.25504908","-0.22411665"," 0.01653810"," 0.17956036","-0.57221700","-0.39421028"," 0.09566416"," 0.12493313"," 0.33287516"," 0.08048330"," 0.28746068"," 0.06562163"," 0.29904237"," 0.14522832","-0.62162187"," 0.20971816"," 0.40155285"," 0.22866452"," 0.09161892"," 0.37214973"," 0.14723169"," 0.61586161"," 0.29318265"," 0.25711137"," 0.28747149"," 0.20017851"
"M427.172T904.493","-0.51724000","-1.27710593","-0.19983642","-0.24748086","-0.30563623","-0.16487674","-0.30406498"," 0.03371438","-0.12583297"," 0.40104264"," 0.10454385","-0.22146585"," 0.33673027"," 0.18073993"," 0.21018886","-0.73195226"," 0.23497583"," 0.61110157"," 0.53831423","-0.08843168"," 0.72140022","-0.05111057"," 0.10829027"," 0.23098122"," 0.10399331","-0.04494679"," 0.46396471"
"M1075.422T902.377","-0.33505867","-1.84093294","-0.15505184","-0.70640529"," 0.08921195","-0.39874881","-0.38315380"," 0.08871500","-0.08234890"," 0.50990535","-0.17376956"," 0.23759617","-0.12676320"," 0.05423299"," 0.20667991","-0.68896134"," 0.39213248"," 0.33059027"," 0.11755970"," 0.15060355"," 0.21846630"," 0.26436020"," 0.50635947"," 0.70096076"," 0.31021489"," 0.34909303"," 0.36451231"
"M936.359T886.012","-0.50085444","-1.14636544","-0.12685185","-0.34969188","-0.10585768","-0.25704560","-0.02081765"," 0.01423594","-0.04900679"," 0.39999299","-0.05665107","-0.15031026","-0.13108804"," 0.25145435"," 0.06167925","-0.50647424"," 0.16122394"," 0.59207664"," 0.10185651"," 0.04673299"," 0.58083920","-0.07540002"," 0.57873960"," 0.19614188"," 0.02230359"," 0.20585497"," 0.26328311"
"M900.341T957.42","-0.55972834","-0.75387363","-0.07050688","-0.14134168","-0.18681093","-0.43663383"," 0.25483345","-0.07744909","-0.01875875"," 0.42026162","-0.05849351"," 0.05179184"," 0.08263781"," 0.18992235","-0.08616049","-0.94781211"," 0.12117469"," 0.18753088"," 0.26655690"," 0.05246923"," 0.47621557","-0.10169055"," 0.41084962"," 0.37722682"," 0.13396383"," 0.21166699"," 0.20215823"
"M834.317T857.905","-0.442510417","-1.993973408","-0.173820836","-0.398992896","-0.131317564","-0.115527372"," 0.273439438"," 0.215483128"," 0.087509664"," 0.724616074","-0.217196968","-0.126195328","-0.083125248"," 0.095542822","-0.002954137","-0.368067609"," 0.137666219"," 0.828951636"," 0.166000007"," 0.056187426"," 0.648700716","-0.050918135"," 0.504801996"," 0.158144406","-0.045227849"," 0.149994424"," 0.102789812"
"M833.305T975.822","-0.599666773","-1.470922821"," 0.047699410","-0.381236171","-0.036217742","-0.343625727"," 0.005225929"," 0.226558785"," 0.133817428"," 0.624850657"," 0.268255722","-0.174677632","-0.163408450"," 0.077933820","-0.010031166","-0.926621520"," 0.059007477"," 0.769612531"," 0.016503812"," 0.297933290"," 0.791181507","-0.001669548"," 0.555149088"," 0.150753422","-0.217369251"," 0.180028948"," 0.120934976"
"M951.383T957.42","-0.34446767","-1.58733902","-0.11162759","-0.27596196","-0.10997117","-0.63956321","-0.62051313"," 0.13244868","-0.20838516"," 0.62370968","-0.01600321","-0.02663003","-0.03810478"," 0.37594863"," 0.03888355","-0.54180418"," 0.15318939"," 0.59979289"," 0.39219542"," 0.16982250"," 0.61664092"," 0.07615785"," 0.45515866"," 0.35816739","-0.09961419"," 0.31035157"," 0.31751815"
"M961.384T973.898","-0.51447182","-1.24629224","-0.33696639","-0.21192764"," 0.09945824","-0.31159739","-0.93213872"," 0.24012227","-0.16048596"," 0.59614555"," 0.09111387"," 0.02396292"," 0.01248767"," 0.11380664"," 0.14968631","-0.69248916"," 0.12732375"," 0.50365828"," 0.31373127"," 0.07135823"," 0.61040629"," 0.11731229"," 0.33356987"," 0.45211785"," 0.25138314","-0.09408400"," 0.39280886"
"M433.152T909.874","-0.275359261","-0.887571274"," 0.115744945","-0.384377041","-0.223735140","-0.149193384"," 0.144692776"," 0.270617852","-0.036512932"," 0.960672942"," 0.555319675","-0.162149646"," 0.024843385","-0.002840903"," 0.118420107","-0.460861551","-0.132000089"," 0.220829212"," 0.008896768","-0.065878831"," 0.132250648","-0.005475430","-0.023063589"," 0.069636730","-0.061418340"," 0.073726387"," 0.174785985"
"M907.344T940.951","-0.402962566","-1.046944280","-0.267016217","-0.308962931","-0.224439576","-0.336867856"," 0.096311123","-0.009262785","-0.112372217"," 0.470843570"," 0.149096874"," 0.128127054","-0.071031787"," 0.181089388","-0.155739495","-0.652591512"," 0.216427485"," 0.532035665"," 0.095593733"," 0.068472776"," 0.496803159"," 0.102870868"," 0.526972662"," 0.134870839"," 0.226548061"," 0.154972452"," 0.007155512"
"M1012.372T940.951","-0.36212208","-1.44663347","-0.28940298"," 0.15385812"," 0.11203629","-0.39880717","-0.62486777","-0.19313945","-0.36137934"," 0.23971148","-0.35186230"," 0.12991991"," 0.28038363"," 0.19905091","-0.01688563","-0.54306745"," 0.25721492"," 0.30474832"," 0.56297905"," 0.06182056"," 0.32073912"," 0.17601398"," 0.56996960"," 0.42791022"," 0.27482512"," 0.26334565"," 0.25364075"
"M472.315T1401.37","-0.27040670","-0.42472761","-0.38027270","-0.17639360","-0.12490601","-0.17387634"," 0.04250177","-0.41334731","-0.16062177","-0.26329960","-0.60969580"," 0.07035033","-0.10096181","-0.01470932"," 0.36465585","-0.14252306"," 0.02351836"," 0.54508069"," 0.15083408"," 0.02344084"," 0.30825335"," 0.33249026"," 0.31179090"," 0.56091877"," 0.56334605"," 0.11674512","-0.15818475"
"M920.344T942.609","-0.51253900","-1.04512335","-0.09206952","-0.07997550","-0.11718633","-0.19809046","-0.36819389"," 0.10116835","-0.07299662"," 0.37879397"," 0.13410954","-0.05269434"," 0.09785552"," 0.07666568"," 0.13048016","-0.54463222"," 0.07104680"," 0.37026819","-0.04140714"," 0.21733789"," 0.44083722","-0.25453746"," 0.37643908"," 0.18802481"," 0.25487020"," 0.29171144"," 0.24983698"
"M817.317T940.819","-0.2507086","-0.5322316"," 0.2671507"," 0.1549873","-0.3578512","-0.6191411","-0.7942779"," 0.2282789","-0.3599897"," 0.1841705"," 0.1035315"," 0.3302840"," 0.4742825","-0.3956312"," 0.1700162","-1.1296114","-0.3120365"," 0.1325086"," 0.1434378"," 0.1528743"," 0.5565040"," 0.1441199"," 0.4435107"," 0.2014960"," 0.4067711"," 0.4959932"," 0.1615619"
"M809.346T827.274","-0.2403697","-1.3387670","-0.2762097","-0.9787009"," 0.1002672","-0.4669662"," 0.3762664"," 0.7531567"," 0.6452782"," 1.0834131"," 0.5154228","-0.7231931","-0.4293471"," 0.1522370"," 0.1551923","-0.6478414","-0.3081503"," 1.2379149","-0.1842731"," 0.3566680"," 1.2528688","-0.5859408"," 0.8598485","-0.4707545","-0.5345052"," 0.2472357","-0.5507504"
"M645.263T929.492","-0.677377755","-0.983344024"," 0.069277890","-0.328724250","-0.218083898","-0.423939599","-1.100665089"," 0.389775110"," 0.170394165"," 0.349149501","-0.062785283","-0.084289462"," 0.107257889","-0.006843454","-0.178923433","-0.650996913"," 0.100371991"," 1.107011840"," 0.260874388","-0.173039475"," 0.908110795"," 0.064629863"," 0.464283609"," 0.189068718"," 0.124597969"," 0.402665654"," 0.181543252"
"M1033.405T908.018","-0.37491141","-1.75639884","-0.28069674","-0.63959517","-0.71157446","-0.12687471"," 0.26399161"," 0.08377170"," 0.07815480"," 0.54197676"," 0.06528044"," 0.13351047"," 0.09883152"," 0.04033015","-0.01330792","-0.72681315"," 0.28966934"," 0.32931158"," 0.30673108"," 0.31477853"," 0.33163369"," 0.04788147"," 0.65651912"," 0.40576233"," 0.28702707"," 0.05867862"," 0.29633213"
"M438.146T926.75","-0.686460710","-0.861142151","-0.229208284","-0.457822163","-0.295107649","-0.200933437"," 0.146860364"," 0.199494411","-0.005572571"," 0.638037084","-0.071317620","-0.287060509"," 0.234503707"," 0.239208808"," 0.331904755","-0.595735032","-0.217197419"," 0.573751468"," 0.167887549"," 0.181411536"," 0.481795095"," 0.068556909"," 0.270892040"," 0.394337885","-0.204398882","-0.120414618"," 0.303729433"
"M706.253T891.652","-0.537787753","-1.177862101","-0.111028193","-0.216871999","-0.108684151","-0.292218344","-0.094383192"," 0.008838468","-0.087174296"," 0.655061933","-0.019436907","-0.016423169","-0.107306126","-0.067483709"," 0.085516863","-0.517738377"," 0.212582036"," 0.409467830"," 0.252700051"," 0.015796495"," 0.263898589","-0.031045559"," 0.507972400"," 0.247326855"," 0.166901533"," 0.257003857"," 0.302376965"
"M779.29T843.183","-0.8808209512","-0.7844022101","-0.3512819863","-0.3873548758"," 0.0008092025","-0.2423170590"," 0.5854156090","-0.1182442590"," 0.0881724779"," 0.3735802683","-0.3036838983","-0.0171485665","-0.0871467319"," 0.1070758429"," 0.0518687320","-0.5993267603"," 0.3876695344"," 0.4766054339"," 0.2426331668","-0.2971046440"," 0.6006100685"," 0.1173166495"," 0.1129433864"," 0.0984213522"," 0.2521294870"," 0.3459492114"," 0.2276315196"
"M535.375T1490.352","-0.489904157","-0.540480429"," 0.042815029"," 0.066831025","-0.226840105","-0.474214669","-0.075429311","-0.098807453","-0.001132449","-0.406492695"," 0.124388882"," 0.374689760","-0.031007222","-0.270669414"," 0.091210640","-0.484614691"," 0.014368832"," 0.118993489"," 0.048383135","-0.286425378","-0.004505200"," 0.434016755"," 0.440241892"," 0.688929468"," 0.362329039"," 0.377734015"," 0.205591213"
"M969.398T948.9","-0.51215464","-1.70389335","-0.58729785","-0.58883547"," 0.07513727","-0.19707462","-0.35677663"," 0.02591483","-0.07983148"," 0.84683542"," 0.09838522","-0.18615603","-0.18037466"," 0.48045847"," 0.29142801","-0.64907548"," 0.13698954"," 0.66849982"," 0.32366457","-0.18590832"," 0.90278417"," 0.13284854"," 0.36821333"," 0.53549718"," 0.12751775","-0.10639221"," 0.31959663"
"M654.545T1490.203","-0.46472547","-0.47653808","-0.30303484"," 0.14766873","-0.09589678","-0.19298595","-0.72697356","-0.23893644"," 0.00867493","-0.38904563","-0.70255059"," 0.25312116","-0.34740315","-0.06181902"," 0.16323518","-0.11268769"," 0.07349089"," 0.21715520"," 0.39761203"," 0.05384430"," 0.15965157"," 0.73962363"," 0.51579689"," 0.25191123"," 0.72590348"," 0.14515498"," 0.25975299"
"M402.158T851.401","-0.974195638","-0.719797260","-0.093577114","-0.365451143","-0.436448690","-0.211699343"," 0.323031168"," 0.207341962"," 0.018288979"," 0.402655804","-0.189738474","-0.359816400"," 0.251448183"," 0.006855147"," 0.122782435","-0.909039927"," 0.130929916"," 0.851871233"," 0.100611647"," 0.168673204"," 0.631045847","-0.052197882"," 0.521409757"," 0.435578827","-0.159253113"," 0.015386666"," 0.283304208"
"M577.49T1591.335","-0.39906976","-0.66077430","-0.12133378","-0.08365418","-0.03307911","-0.25556151","-0.96412245","-0.13189432"," 0.25077532","-0.23234892","-0.81965088"," 0.29844863","-0.23895175"," 0.42759918"," 0.41530763","-0.22825771","-0.12710431"," 0.11907261"," 0.17218837"," 0.45069963","-0.01613926"," 0.35950165"," 0.37230986"," 0.64503736"," 0.30887550"," 0.13877505"," 0.35335146"
"M625.472T1308.231","-0.94019103","-1.12500437","-0.16545736"," 0.63878687"," 0.17403113","-0.77638928"," 0.38086428","-0.79673281","-0.66132849","-0.55935220","-0.90289517"," 0.16080224","-0.09101236"," 0.17145592"," 0.16393212","-0.00542358"," 0.12850733"," 0.79573500"," 0.45719127","-0.01561990","-0.02542842"," 0.75125110"," 0.34933431"," 0.31981911"," 0.97714718"," 0.21111198"," 0.38486511"
"M873.355T919.58","-0.17330569","-1.27045333","-0.19690808","-0.36282163"," 0.14854693","-0.27304384","-0.45208637"," 0.03293772","-0.04611078"," 0.59863052"," 0.27875231","-0.23189425","-0.19604265"," 0.20694861"," 0.06922658","-0.62061044","-0.22773335"," 0.70734658"," 0.09818331"," 0.01839631"," 0.86407884"," 0.08743498"," 0.29497146"," 0.42037815","-0.00629320"," 0.03897708"," 0.19249423"
"M878.848T990.311","-0.35894782","-1.46323306","-0.29332615","-0.26288184","-0.22291835","-0.63601811","-0.04534071"," 0.06174829","-0.15131030"," 0.49116231"," 0.13246806"," 0.22430556","-0.09137351","-0.17012129"," 0.18789415","-0.37435512"," 0.10215074"," 0.59452415"," 0.21973138"," 0.01245524"," 0.58159653"," 0.17302014"," 0.49023405"," 0.34875257"," 0.12450506"," 0.20886897"," 0.11640908"
"M507.368T1440.116","-0.592201741","-0.486360147"," 0.005075897"," 0.126959046","-0.184677302","-0.363239246"," 0.109205113","-0.322702640","-0.079703147","-0.390806873","-0.838676893"," 0.188957300","-0.234118153","-0.003183865","-0.056673088","-0.351246840"," 0.186069255","-0.156005620"," 0.282687638"," 0.399278683","-0.058791712"," 0.415375372"," 0.380527898"," 0.504221438"," 0.279902455"," 0.254870209"," 0.985256963"
"M952.357T909.479","-0.5436859045","-1.1583711336","-0.1076455437"," 0.0402310659","-0.2388396651","-0.5332626578","-0.2406165237","-0.1052492984","-0.2622023245"," 0.5633494700","-0.1990626343"," 0.3719185307"," 0.1076395204","-0.0006723035"," 0.1331648517","-0.9219322689"," 0.2621476807"," 0.3319101431"," 0.1495264909","-0.0062707298"," 0.4598914712"," 0.5329440777"," 0.4073060969"," 0.1711721900"," 0.2945586105"," 0.1735998705"," 0.3184509177"
"M803.314T959.886","-0.435491376","-1.554395666","-0.162054770","-0.203816615"," 0.001553394","-0.114224198","-0.439482458"," 0.276761408","-0.041313300"," 0.445975996","-0.130028017","-0.037490983"," 0.142729641"," 0.050700926"," 0.196487538","-1.009957927"," 0.230356623"," 0.474478854"," 0.148277992","-0.004056191"," 0.331595711"," 0.178000816"," 0.499516361"," 0.419156226"," 0.035893007"," 0.276742735"," 0.424084274"
"M789.338T992.058","-0.15645644","-1.78694745","-0.48638344","-0.34970289"," 0.40752588","-0.08764048","-0.69054691"," 0.46550272"," 0.21990383"," 0.86215473"," 0.23744744","-0.07580791","-0.18038937"," 0.35912303"," 0.43705066","-0.62113728","-0.24112202"," 0.67822080"," 0.31297564","-0.13653960"," 0.59145520","-0.15642330"," 0.27925354"," 0.31591223","-0.37956778","-0.02321085"," 0.20535002"
"M1087.424T940.951","-0.315107639","-1.117774051","-0.457210985","-0.401684133"," 0.136691220","-0.230064471","-0.162350131"," 0.170122306","-0.043458460"," 0.373510490","-0.368312107"," 0.061369115","-0.189249586"," 0.353002786"," 0.023549136","-0.106507724"," 0.007821161"," 0.371187581"," 0.075089667"," 0.027006090"," 0.363582870"," 0.047198098"," 0.523436115"," 0.405737963"," 0.069778718"," 0.054366566"," 0.328269403"
"M855.334T832.505","-0.507534657","-1.847529548","-0.315061023","-0.395361873","-0.155289073","-0.211352791"," 0.403881075","-0.006986516"," 0.004662378"," 0.482659329","-0.033598516","-0.144713305"," 0.031344117"," 0.305897196"," 0.143316497","-0.521690640"," 0.295634035"," 0.519871397"," 0.278939214","-0.003539173"," 0.578514754"," 0.042035944"," 0.402845175"," 0.433680266"," 0.019738686"," 0.006818525"," 0.192818527"
