"",f.value,p.value,-log10(p),FDR,Fisher's LSD
M557.466T1607.198,2.8393,0.033238,1.4784,0.04059,Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M1009.394T924.637,2.8335,0.033501,1.4749,0.040737,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M508.198T891.652,2.8329,0.03353,1.4746,0.040737,First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - Second-tp_Control
M770.3T957.42,2.8297,0.033676,1.4727,0.040737,First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought
M689.544T1473.566,2.8292,0.033701,1.4724,0.040737,First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Fusarium - Second-tp_Control
M1087.418T959.199,2.8286,0.033729,1.472,0.040737,First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - Second-tp_Control; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control; Second-tp_Xanthomonas - Second-tp_Control
M893.333T828.514,2.8285,0.033731,1.472,0.040737,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Drought - Second-tp_Control
M537.339T1273.741,2.8258,0.033856,1.4704,0.040795,Second-tp_Control - First-tp_Control; First-tp_Control - Second-tp_Fusarium; Second-tp_Control - First-tp_Drought; Second-tp_Control - First-tp_Fusarium; Second-tp_Control - First-tp_Xanthomonas; Second-tp_Control - Second-tp_Drought; Second-tp_Control - Second-tp_Fusarium; Second-tp_Control - Second-tp_Xanthomonas; Second-tp_Drought - Second-tp_Fusarium; Second-tp_Xanthomonas - Second-tp_Fusarium
M625.472T1308.231,2.8248,0.033903,1.4698,0.040795,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M623.427T1295.888,2.8215,0.034056,1.4678,0.04085,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M549.19T901.604,2.8211,0.034073,1.4676,0.04085,First-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium
M791.348T1042.058,2.8186,0.034191,1.4661,0.040918,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M653.412T1258.482,2.8165,0.034287,1.4649,0.040957,First-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas
M1001.365T875.234,2.8135,0.034429,1.4631,0.041036,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M349.197T1405.871,2.8125,0.034477,1.4625,0.041036,Second-tp_Drought - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Xanthomonas
M477.407T1590.788,2.809,0.03464,1.4604,0.041082,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought
M402.158T851.401,2.809,0.034642,1.4604,0.041082,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - Second-tp_Control; Second-tp_Fusarium - Second-tp_Control
M529.366T1421.943,2.806,0.034784,1.4586,0.041146,Second-tp_Xanthomonas - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Xanthomonas - Second-tp_Control
M691.436T1356.203,2.8039,0.034881,1.4574,0.041146,First-tp_Control - First-tp_Drought; Second-tp_Control - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Control - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Control - Second-tp_Drought; Second-tp_Fusarium - Second-tp_Drought
M894.338T940.951,2.8035,0.0349,1.4572,0.041146,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - Second-tp_Control
M835.332T872.624,2.8026,0.034946,1.4566,0.041146,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M510.367T1523.593,2.7926,0.035425,1.4507,0.041613,Second-tp_Fusarium - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control; Second-tp_Fusarium - Second-tp_Drought; Second-tp_Fusarium - Second-tp_Xanthomonas
M522.261T1109.944,2.7917,0.03547,1.4501,0.041613,First-tp_Drought - First-tp_Control; Second-tp_Control - First-tp_Control; First-tp_Drought - First-tp_Fusarium; First-tp_Drought - Second-tp_Drought; First-tp_Drought - Second-tp_Fusarium; First-tp_Drought - Second-tp_Xanthomonas; Second-tp_Control - First-tp_Fusarium; Second-tp_Control - First-tp_Xanthomonas; Second-tp_Control - Second-tp_Drought; Second-tp_Control - Second-tp_Fusarium; Second-tp_Control - Second-tp_Xanthomonas
M488.187T973.898,2.7858,0.035756,1.4467,0.041874,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; First-tp_Fusarium - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - Second-tp_Control
M985.395T851.401,2.784,0.035843,1.4456,0.041902,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M871.347T798.136,2.7782,0.036131,1.4421,0.042164,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control
M862.322T843.183,2.7756,0.036259,1.4406,0.042217,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M923.356T940.951,2.7747,0.036305,1.44,0.042217,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M557.47T1591.049,2.7702,0.036529,1.4374,0.042402,Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M652.249T924.637,2.7681,0.036631,1.4362,0.042445,First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Xanthomonas
M1059.429T828.514,2.7595,0.03707,1.431,0.04282,First-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Fusarium
M565.21T891.79,2.7588,0.037105,1.4306,0.04282,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M958.38T975.822,2.7579,0.037149,1.43,0.04282,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M682.262T843.183,2.7554,0.037275,1.4286,0.042889,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; First-tp_Drought - First-tp_Xanthomonas; First-tp_Drought - Second-tp_Fusarium; First-tp_Drought - Second-tp_Xanthomonas
M505.179T828.514,2.7524,0.037431,1.4268,0.042948,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M889.582T1473.64,2.7516,0.037471,1.4263,0.042948,First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium
M1047.412T924.482,2.75,0.037553,1.4254,0.042948,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Xanthomonas - First-tp_Drought
M954.382T975.822,2.7493,0.037588,1.425,0.042948,First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control
M837.325T924.637,2.7465,0.037733,1.4233,0.043039,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought
M481.366T1325.086,2.7393,0.038109,1.419,0.043244,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium
M463.37T1506.898,2.7392,0.038113,1.4189,0.043244,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Xanthomonas - First-tp_Xanthomonas
M889.338T942.609,2.738,0.038179,1.4182,0.043244,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought
M1012.372T940.951,2.7379,0.038182,1.4181,0.043244,First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought
M1054.431T975.822,2.7354,0.038318,1.4166,0.043244,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M1011.379T940.951,2.7349,0.038342,1.4163,0.043244,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought
M645.458T1212.039,2.7343,0.038374,1.416,0.043244,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M513.307T1059.952,2.7301,0.038596,1.4135,0.04342,First-tp_Control - Second-tp_Fusarium; First-tp_Fusarium - Second-tp_Fusarium; First-tp_Xanthomonas - Second-tp_Fusarium; Second-tp_Control - Second-tp_Fusarium; Second-tp_Drought - Second-tp_Fusarium; Second-tp_Xanthomonas - Second-tp_Fusarium
M519.387T1507.107,2.7281,0.038703,1.4123,0.043467,Second-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Fusarium - Second-tp_Control
M690.262T910.27,2.7257,0.038832,1.4108,0.043536,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M980.373T973.898,2.7095,0.039706,1.4011,0.04444,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - Second-tp_Control
M453.3T1369.526,2.7082,0.03978,1.4003,0.044448,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium
M820.317T975.822,2.7029,0.040068,1.3972,0.044694,Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Drought - Second-tp_Control
M771.504T1195.638,2.6987,0.040299,1.3947,0.044875,Second-tp_Control - First-tp_Control; Second-tp_Control - First-tp_Drought; Second-tp_Control - First-tp_Fusarium; Second-tp_Control - First-tp_Xanthomonas; Second-tp_Control - Second-tp_Drought; Second-tp_Control - Second-tp_Fusarium; Second-tp_Control - Second-tp_Xanthomonas
M571.19T841.386,2.6966,0.040416,1.3934,0.04493,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Xanthomonas - Second-tp_Control
M574.21T828.514,2.6934,0.040599,1.3915,0.045056,First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - First-tp_Xanthomonas; Second-tp_Drought - Second-tp_Control
M881.336T941.124,2.6911,0.040724,1.3901,0.04512,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M849.59T1481.744,2.6855,0.041042,1.3868,0.045395,Second-tp_Drought - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Drought - Second-tp_Fusarium; Second-tp_Xanthomonas - Second-tp_Fusarium
M807.348T918.929,2.6812,0.041288,1.3842,0.045554,First-tp_Fusarium - First-tp_Control; Second-tp_Drought - First-tp_Control; First-tp_Fusarium - Second-tp_Control; Second-tp_Drought - Second-tp_Control
M936.367T941.78,2.6794,0.041388,1.3831,0.045554,First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M718.279T900.968,2.6793,0.041394,1.3831,0.045554,First-tp_Drought - First-tp_Control; First-tp_Fusarium - First-tp_Control; First-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Control; Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control
M764.517T1325.086,2.6731,0.041752,1.3793,0.045816,First-tp_Drought - First-tp_Control; Second-tp_Control - First-tp_Control; Second-tp_Fusarium - First-tp_Control; First-tp_Drought - Second-tp_Drought; First-tp_Drought - Second-tp_Xanthomonas; Second-tp_Control - Second-tp_Drought; Second-tp_Control - Second-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Xanthomonas
M631.469T1330.308,2.6728,0.041771,1.3791,0.045816,Second-tp_Control - First-tp_Control; Second-tp_Drought - First-tp_Control; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium
M711.567T1574.614,2.665,0.042222,1.3745,0.046233,Second-tp_Fusarium - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Xanthomonas; Second-tp_Fusarium - Second-tp_Control
