"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"M277.217T1187.469",-0.032019,-0.0025712,0.0051619,0.044196,-0.021722,0.023824,-0.01125,-0.006746,-0.017289,-0.042779,-0.026381,-0.009226,-0.011365,0.0048074,-0.044346,-0.040181,-0.059371,-0.0073914,-0.018142,0.031827,0.0048122,0.049738,-0.0023417,-0.017299,-0.024874,-0.0049756,0.030429,0.020035,-0.011458,-0.0046932,-0.024438,-0.0061316,0.031111,0.0021687,0.0017191,0.015491,0.001769,-0.027454,-0.0064488,-0.0012385,-0.013475,-0.017985,-0.01359,0.024532,0.019038,-0.0088281,-0.020915,-0.009097,0.0031502,0.011905
"M670.528T1488.279",-0.016374,0.00821,-0.0069315,-0.037648,0.015468,0.00079009,-0.0040816,-0.02338,-0.005257,-0.017033,-0.034152,-0.0013079,-0.014149,0.0049677,0.036596,0.020315,0.0094554,-0.0022908,-0.0093446,0.0044171,-0.025393,0.0055002,-0.0017638,0.0045858,-0.009012,0.0054787,-0.0064159,0.0028021,0.0060933,0.0177,-0.0065123,-0.0091085,0.011477,-0.013884,0.014258,0.0097187,-0.019211,-0.013428,-0.018467,-0.0028456,0.012169,0.01947,0.0073004,-0.010058,-0.0025707,-0.010454,0.020694,-0.0072901,0.016488,0.048158
"M679.449T1212.039",-0.026601,-0.0087177,0.011309,0.00028642,0.0093108,-0.00075914,-0.017835,-0.015138,-0.0021709,-0.014028,-0.014472,-0.012773,-0.011773,-0.014759,0.00045273,-0.0029399,-0.015911,-0.0059766,-0.0097217,-0.0099132,-0.029705,-0.021591,0.0036002,0.0015834,-0.0045256,-0.0084616,0.011806,0.017599,0.01859,0.016643,0.019141,-0.033475,-0.011038,-0.0022625,-0.010841,0.0034471,-0.0021043,0.0081966,-0.0081805,-0.011801,-0.026066,0.0060466,0.00078261,0.004014,-0.013418,-0.014667,0.017481,0.001701,0.026367,0.10867
"M697.464T1209.593",-0.032579,-0.00030062,0.008034,-0.011475,0.033574,-0.0026231,0.01105,-0.017105,-0.0073724,0.0034167,-0.048202,-0.0062921,-0.0017427,-0.0012192,-0.022939,0.0027131,-0.0047051,0.0031881,-0.014374,-0.0065942,0.0040351,-0.010421,-0.0058771,0.0023792,-0.0041192,0.0045191,0.013325,0.02101,-0.0079575,0.033249,0.0058545,-0.029532,0.014146,0.02479,-0.0079596,0.014673,-0.011592,0.032262,-0.0017716,0.01706,0.017075,-0.011317,0.028264,-0.011947,-0.0066304,-0.021078,0.011508,-0.0033082,-0.026478,-0.050739
"M985.571T1146.934",-0.027422,-0.014447,0.0063473,0.028763,0.008725,-0.0019715,0.010456,0.0028471,0.0074525,-0.00034998,0.0087082,0.04245,-0.00087089,-0.036388,-0.027217,-0.016782,0.016498,0.0026869,-0.0034149,-0.0098757,0.0045888,0.0059587,0.0055351,0.0083415,0.023534,-0.0070963,-0.0037636,-0.016485,-0.0021124,0.0013903,-0.0053796,0.0066283,-0.0087502,0.019098,-0.022648,-0.0203,0.00023699,0.006238,-0.0094316,-0.0055299,0.0073864,0.011423,-0.01643,0.0074409,-0.011143,-0.0031969,0.010474,-0.0078357,-0.009022,-0.0023191
"M424.216T1338.866",-0.015622,-0.0024567,0.0089989,0.021905,0.010775,0.0086575,-0.010293,0.0096127,-0.023192,0.0058659,-0.018783,-0.01004,-0.014106,0.0067844,-0.019382,0.025429,0.0049326,-0.0024367,0.020875,0.022047,0.017995,-0.0099727,0.0013062,0.0028494,0.0046472,0.024741,0.034881,0.030879,0.010042,0.011471,-0.012557,-0.013296,-0.01468,-0.010236,0.015317,0.020521,-0.016262,-0.01936,0.0031086,-0.0084805,-0.028137,0.0069137,0.021309,0.0056342,-0.010982,-0.028741,-0.011195,-0.028435,0.0036656,-0.0038496
"M565.409T1275.021",-0.019413,0.011448,0.010411,-0.045362,0.031717,-0.002435,-0.020937,0.008015,-0.025391,0.0030189,-0.01326,-0.020893,-0.012669,0.022277,0.0096866,-0.0068753,-0.020436,-0.018132,-0.012743,0.030671,0.0035487,0.0022578,-0.0061042,0.0096484,0.018865,0.0094955,-0.004162,-0.0011106,0.0078891,0.0095956,0.0048832,0.0030542,-0.007056,-0.015204,-0.012291,0.0058963,-0.0090796,0.0027809,0.012614,-0.0018014,0.01479,0.016072,0.0080032,-0.019422,0.0013851,0.0040524,0.023532,-0.019259,-0.0083116,-0.0073311
"M698.466T1253.346",-0.031816,0.0022655,0.0027227,-0.010122,0.036034,0.0045621,0.019354,-0.013947,-0.020903,0.00089878,-0.047078,0.0050949,0.058416,-0.0017866,-0.020031,0.013905,0.0021695,0.005443,-0.025063,-0.022635,-0.02151,-0.0030958,-0.020645,0.0053013,-2.374e-05,0.027964,0.0082857,0.019634,0.011782,0.025259,-0.00043529,-0.023125,0.015561,0.01992,-0.0012603,0.013235,-0.01168,0.014941,-0.0010746,0.012069,-0.0019863,-0.011413,0.036887,-0.009855,-0.0050416,-0.01225,0.016076,0.0019621,-0.0025599,-0.0065141
"M661.446T1372.452",-0.018651,-0.0010986,0.0014955,-0.022911,0.012438,-0.022123,-0.0080067,-0.025956,0.0051213,-0.0084691,-0.030148,0.0065093,-0.014445,-0.01864,-0.007974,-0.0014959,-0.010729,-0.012596,-0.0028568,-0.006044,-0.0031703,-0.0073759,-0.0098389,0.01614,0.0040667,-0.010216,0.0043349,0.019496,-0.0010746,0.025113,0.0010632,-0.0091248,-0.013264,-0.012271,-0.018673,-0.017765,-0.0050206,0.011257,0.024786,-0.020322,-0.011987,0.0062249,-0.011776,-0.030401,0.013224,-0.0098618,0.0071101,-0.0022153,-0.0072644,-0.0095764
"M695.45T1338.973",-0.018145,0.0017074,-0.0096952,-0.028287,0.016731,-0.004879,-0.01357,-0.028379,-0.00010552,-0.033302,-0.042451,0.00030991,-0.01826,-0.023631,0.016117,-0.01078,-0.0081557,-0.011974,-0.012036,-0.014543,-0.012117,0.0021739,-0.019593,0.014106,-0.013425,0.0011866,0.012022,0.0084972,0.02791,0.026486,0.016641,-0.0062748,-0.021287,-0.018637,-0.036148,-0.013047,0.0067451,0.02968,0.0054326,-0.0068648,-0.0058209,0.0089881,0.00049556,-0.0063445,0.013637,-0.0039157,0.027723,0.0082593,0.018115,-0.0053651
"M593.49T1490.213",-0.01803,0.014246,-0.00057127,-0.031905,0.013238,-0.013506,-0.0030387,0.0014493,-0.0078069,-0.0091366,-0.020938,0.0059552,-0.010088,0.0068529,0.0032619,0.016072,0.006191,-0.0028726,0.013866,0.019755,0.0056045,0.013324,0.0034957,0.0030708,0.0014009,-0.015507,-0.015392,0.01285,-0.0023954,-0.014937,-0.019026,0.0084927,0.015814,-0.0025736,0.014521,0.0066037,0.010665,-0.0093204,0.015566,0.0053473,-0.0054528,-0.0104,0.00084495,0.00028165,-0.003723,-0.0087306,0.0061067,0.0026452,0.0044015,-0.0023701
"M951.567T1289.006",-0.037212,0.0090358,0.0002293,0.021634,0.032479,0.0054752,0.0055752,0.014756,-0.015922,0.023825,-0.013723,0.024429,0.058592,0.043543,-0.0034455,0.035673,-0.0032024,0.020882,-0.0075548,-0.010176,-0.0198,-0.012607,-0.0066759,-0.0037171,-0.0019139,0.0030805,-0.0010012,-0.022524,0.015327,-0.0077806,0.0067457,-0.0095045,-0.0013158,-0.0072388,0.010528,0.0086004,-0.015811,0.00013757,-0.0074031,0.010091,0.011995,0.0020358,0.0036298,-0.0062075,-0.00073862,0.0012301,-0.010205,-0.0075454,-0.0040985,-0.0037511
"M593.489T1431.043",-0.0188,0.012693,0.0046163,-0.033682,0.015063,-0.010796,-0.0044445,0.0042166,-0.010241,-0.0069594,-0.021516,0.0052161,-0.0099475,0.0080042,0.0048878,0.015912,0.0071654,-0.0058872,0.014278,0.021846,0.008101,0.013653,0.0020741,0.0064632,-0.0013203,-0.015484,-0.013474,0.014183,-0.0030464,-0.015816,-0.016459,0.0089941,0.012222,-0.0035481,0.017701,0.0073418,0.0083719,-0.007401,0.015884,0.0053331,-0.0059106,-0.0093955,0.00065901,0.00035743,-0.0033779,-0.0089587,0.0064472,-7.6109e-05,0.0069059,-0.0040295
"M639.424T1291.55",-0.026073,-0.0056744,0.013689,-0.015858,0.025702,0.015062,-0.010018,-0.017284,-0.0041496,-0.0079113,-0.012919,-0.0058354,-0.024028,-0.010986,0.0022563,0.014401,0.011376,-0.029775,0.014605,-0.00102,-0.021144,0.019087,0.0029315,-0.0014343,0.001727,-0.017862,0.024749,0.023735,-0.0017377,-0.013001,0.014873,0.008674,-0.00090989,0.0079683,0.009161,0.00079949,-0.0013537,-0.0147,-0.004397,-0.0031449,0.013873,0.020963,0.010117,0.014599,-0.0029664,-0.011176,0.033206,0.012475,-0.0033152,-9.1423e-05
"M986.591T1195.638",-0.033132,0.0019079,0.010693,0.021417,0.028226,0.0076308,0.010726,0.034846,-0.018504,0.00034544,0.028153,0.0076709,-0.030579,0.0061555,0.005634,0.066354,-0.078274,0.0088855,0.00046162,0.015803,-0.0099373,-0.011278,-0.020188,0.0020584,0.039316,-0.0070517,-0.0064434,-0.032191,0.01097,0.0027587,-0.00039487,-0.0045028,0.012262,0.0092999,-0.0046965,-0.002686,-0.016576,0.0065765,-0.011572,0.0018167,0.021878,0.0063692,0.0045336,-0.014738,-0.0033313,0.015747,-0.021541,-0.0011284,0.0041944,0.018071
"M591.473T1440.13",-0.021747,0.012428,0.0051587,-0.034412,0.023668,-0.011547,-0.00091188,-0.021419,-0.020298,-0.0042242,-0.039282,0.016498,-0.0035304,-0.01744,0.011909,0.017636,0.0098844,-0.012526,-0.00057975,0.017198,-0.00257,0.0097225,-0.01412,0.025817,0.0047812,-0.020383,-0.0062727,0.021263,-0.011191,-0.014694,-0.0020159,0.028093,-0.012788,-0.008227,0.010352,0.01729,0.013786,-0.00043267,-0.00019882,0.0028664,0.010977,-0.022618,0.018703,-0.0046411,-0.00498,0.0016687,-0.022137,-0.0061148,0.01341,0.0043178
"M590.465T1389.456",-0.020829,0.0093031,0.0030266,-0.035111,0.034555,0.0074217,-0.011959,-0.054457,-0.021395,-0.0031737,-0.043844,0.0055226,-0.023576,0.015367,0.036039,-0.0016924,0.031016,-0.034875,-0.0021588,0.054162,0.041594,0.040226,-0.016458,0.020927,-0.0060283,-0.028296,-0.0095932,0.0017962,-0.0042868,-0.011477,-0.00013556,0.018967,0.0071445,-0.012792,0.0588,0.04152,0.0055285,0.022026,-0.024248,0.040078,-0.013361,0.019717,0.013637,0.023304,-0.0035519,-0.0018122,0.0048363,0.040088,-0.011987,0.015828
"M631.469T1330.308",-0.02687,-0.0057112,0.023479,-0.020229,0.02747,-0.0040653,-0.0043972,0.014997,-0.0032398,-0.016158,-0.034725,0.0077458,-0.007205,0.011068,0.0028266,0.020365,0.0071094,-0.008064,0.01662,-0.010132,-0.0022698,0.0051627,-0.0046979,0.009268,-0.0023257,-0.02807,-0.0034348,-0.017846,-0.020477,0.013654,-0.014143,0.0065395,0.011928,-0.0033304,0.017891,0.025388,-0.010252,-0.015218,0.010107,-0.0082062,-0.020867,-0.018005,0.025651,0.0040816,0.003451,-0.023802,-0.00041101,-0.0012659,-0.020252,0.004899
"M637.415T1439.736",-0.017495,0.0035261,-0.0087278,-0.021022,0.015638,-0.0022139,-0.017649,-0.019373,-0.0087579,-0.018016,-0.019096,0.018991,-0.010653,0.0062734,-0.0017533,-0.00528,-0.0072214,-0.012289,0.00057468,-0.0011876,0.0061712,0.012095,0.0024456,0.018638,-0.0048114,-0.0069293,0.012796,-0.0022965,-0.0035228,-0.00040627,-0.0083698,-0.00084394,-0.011312,-0.0069149,-0.0088423,0.0054862,0.008459,0.0045039,0.0077641,-0.0043637,0.022012,0.010068,-0.012076,0.013024,-0.00088728,-0.0032725,0.0042769,-0.0052192,0.034305,0.0011084
"M759.217T1590.788",-0.0015613,0.014108,0.0051652,0.0049266,0.0028656,0.019296,-0.020881,0.028658,-0.029949,0.00032993,-0.020744,-0.080027,-0.033284,0.142,0.059974,-0.016516,-0.049979,-0.011848,0.04282,0.048166,-0.039322,0.020279,0.0098416,0.005347,-0.014243,0.032126,0.02387,0.032451,-0.0015295,0.012223,0.030078,0.02263,0.024136,0.018442,0.034774,0.0067467,-0.031065,0.040251,-0.020845,-0.022343,0.055496,0.00037588,-0.039451,-0.042336,0.0070124,-0.01851,0.029092,-0.032635,0.012342,-0.0039458
"M711.441T1125.643",-0.027789,-0.0059152,0.01926,-0.0096517,0.020761,0.0046616,-0.0047011,-0.011057,-0.016616,-0.034842,-0.0070755,0.033608,-0.024106,-0.019592,0.0068536,-0.096311,0.007049,-0.024407,-0.0066762,-0.013227,-0.016091,0.025849,0.024742,-0.0031303,0.019333,0.027813,0.030058,0.01437,0.022788,0.0048729,-0.016649,-0.028656,-0.045686,0.018834,-0.020457,0.010512,0.014449,0.010346,0.016905,-0.025142,-0.0013654,0.012497,0.018601,-0.0021169,-0.0056028,-0.0025477,0.0076459,0.039603,0.010534,-0.0084668
"M810.527T1193.498",-0.019065,-0.004133,0.0046455,-0.0079508,0.0095572,-0.0031837,0.01149,-0.0022435,0.0061063,-0.0075946,0.02354,0.0096738,0.0084392,0.022519,-0.0096094,0.034894,-0.0096799,0.00029674,0.017158,0.010175,0.019214,-0.014957,-0.012726,0.016041,0.020848,-0.0043509,0.026229,0.0089603,-0.018819,0.0019832,0.0041202,-0.0049984,0.0089702,-0.0018492,-0.019582,-0.010298,0.017541,-0.0078308,-0.01064,0.032956,-0.035138,0.0098519,-0.031063,0.049853,-0.0056108,-0.024909,0.018685,-0.0049517,-0.019983,-0.0054285
"M646.453T1439.754",-0.0201,0.0020137,-0.0068232,-0.010516,0.015826,-0.0090924,-0.0025716,-0.011584,0.00067063,-0.0018974,-0.035718,0.010676,-0.022565,0.0021446,0.021735,-0.01287,-0.0039069,-0.0079547,0.016652,0.0015479,-0.0058856,0.010169,0.0077002,0.0094861,-0.01102,-0.0086208,0.010816,-0.0019721,0.0011498,0.010289,-0.0010855,0.011319,0.013061,-0.00060651,-0.0088877,-0.0065173,0.0026078,0.001791,0.018246,-0.010941,-0.012186,0.013626,0.016953,-0.004762,-0.0098821,-0.020676,0.014409,-0.004976,0.0027987,-0.0033536
"M379.265T1372.423",-0.0095731,-0.0032775,0.022422,-0.0091145,0.011696,8.8688e-05,0.0020246,0.0018108,0.010328,-0.0034478,0.0041288,0.013615,-0.0027601,0.039845,-0.0045689,-0.0042321,-0.022754,-0.023322,0.0067353,0.013882,-0.024578,-0.014385,-0.011242,-0.030842,-0.016714,0.00083799,0.0037333,-0.034817,-0.022022,0.016249,0.0087358,-0.023446,0.0077844,-0.0069738,-0.01702,0.011787,0.0071499,-0.055768,0.023395,0.033031,0.0025062,0.013864,-0.0041391,0.0085509,-0.0027996,-0.0094677,-0.013918,0.020193,-0.016144,0.0035632
"M926.605T1358.969",-0.025622,0.019975,0.012069,0.00049519,0.020239,0.0059716,-0.012931,-0.042476,-0.025595,-0.040666,0.0037711,-0.0031255,-0.026685,0.042963,-0.0037878,0.0076882,0.029374,0.029475,0.024114,0.0018537,-0.075659,0.0079703,-0.0097183,-0.042198,-0.035519,-0.0018034,-0.020608,-0.0043846,0.007665,0.010308,-0.001696,0.029891,0.050507,-0.0075245,-0.013326,0.042675,-0.043566,0.0333,0.049467,-0.034348,-0.018331,0.020844,-0.030437,-0.014544,-0.04538,0.0051587,-0.053378,-0.0070674,-0.035354,-0.015951
"M951.568T1338.092",-0.037237,0.0087539,-0.0025208,0.02136,0.032291,0.0047758,0.0058751,0.013225,-0.016382,0.025524,-0.013397,0.02087,0.056944,0.044846,-0.0050387,0.033604,-0.0050711,0.017313,-0.0071791,-0.0063041,-0.017749,-0.011544,-0.0058227,-0.0022965,0.0021591,0.0066133,-0.0044679,-0.022037,0.014584,-0.0095277,0.0055676,-0.0073964,-0.001135,-0.0086213,0.012843,0.0075569,-0.019849,-0.0060145,-0.0039933,0.0084689,0.0098721,0.0047716,0.0043563,-0.0068137,-0.00011516,0.0024087,-0.0080894,-0.013006,-0.0022416,0.016368
"M651.516T1408.532",-0.022716,-0.0010354,0.00043829,-0.02993,0.024227,-0.021321,0.038558,0.024069,0.012997,-0.052735,-0.068105,0.0052976,0.013362,-0.0073688,-0.0047431,0.0027283,0.017567,0.020223,0.024965,-0.012478,-0.0047997,0.020215,-0.01124,-0.0069499,0.0093241,0.011649,0.023378,-0.03433,-0.014963,-0.0022747,-0.01096,0.046756,0.018232,-0.0046598,0.015353,-0.00279,0.022561,-0.0036439,0.02539,0.0013424,-0.0050594,-0.01128,0.0042729,0.018108,0.0076165,-0.0011667,0.0068022,0.011871,-0.02136,-0.020764
"M593.49T1557.453",-0.017931,0.013051,0.0046763,-0.03444,0.014853,-0.010765,-0.0012421,0.0052866,-0.0097793,-0.0066172,-0.018242,0.0074983,-0.0094523,0.0055544,0.0016522,0.017613,0.0070497,-0.0018017,0.015078,0.021721,0.0051228,0.0085849,0.00062092,0.0058419,-0.0018155,-0.0099871,-0.013726,0.01448,-0.00043551,-0.014334,-0.016559,0.0068224,0.016019,-0.0017908,0.017377,0.0096021,0.01054,-0.008068,0.013927,0.0045093,-0.0036789,-0.010929,0.00025857,-6.0044e-05,-0.0029871,-0.011666,0.0050269,0.00073201,0.0083355,0.00052428
"M881.483T1130.872",-0.036502,-0.008821,0.003147,0.029389,0.018453,0.0083512,0.013941,-0.011651,-0.0070552,0.07057,0.001148,0.030425,0.024942,-0.033679,0.006408,-0.0098698,-0.01329,-0.032091,-0.015295,0.021826,0.029965,-0.015049,-0.0040257,0.0080125,-0.0073981,-0.016539,-0.0058823,0.011089,-0.0021222,0.0043546,0.008267,-0.015726,0.0064547,0.0046546,-0.0083886,-0.0052602,-0.0090691,-0.0096588,-0.0071992,0.0056434,0.0042464,-0.00064159,0.0038831,0.007617,0.0057507,-0.0063735,0.0045453,-0.010418,-0.0013477,-0.0056773
"M967.557T1267.284",-0.033511,-0.0070318,0.0021347,0.026449,0.012395,0.0088026,0.0017947,-0.0073854,-0.0033711,0.027165,-0.006983,0.0053072,-0.0018729,0.0039583,-0.00035054,-0.0024752,0.019861,-0.012714,-0.01254,0.0090639,0.01066,-0.00219,-0.0014554,0.0039944,-0.0029818,-0.004299,-0.016774,0.0020709,-0.0085612,-0.0078816,0.018499,-0.0070541,-0.0037181,-0.0038069,-0.001349,0.011236,-0.014815,-0.00046333,-0.0015662,0.0032061,0.003712,0.00018404,-0.012048,0.0013944,0.0059597,-0.015951,0.0019544,-0.0099156,-0.0073965,0.0088454
"M574.468T1330.445",-0.025963,0.0021688,0.0093727,-0.027462,0.025632,-0.0014254,0.0079636,0.0085058,-0.034298,-0.033718,-0.05048,-0.0031112,0.014921,-0.014758,0.040277,-0.047431,0.037601,-0.0079237,0.02691,-0.023959,0.006384,0.0049563,0.0068567,0.019098,0.01329,0.0057526,0.0057758,-0.0012298,-0.0061135,-0.0065175,-0.014354,0.026701,0.0030337,0.0028756,0.021921,-0.017613,0.0012559,-0.021919,0.0030429,0.0077058,-0.010129,-0.0064146,0.013454,0.02105,0.019868,0.00086355,-0.025321,0.0054487,0.028742,-0.017527
"M668.492T1305.416",-0.024311,0.010227,0.0093265,-0.026165,0.033521,0.010342,-0.015598,-0.018472,0.016262,-0.0074543,-0.0025165,0.039571,-0.051263,0.04387,-0.02483,0.085581,0.0067036,0.030401,0.0001277,0.020397,-0.028744,0.015271,-0.01013,0.036829,0.0072724,-0.037339,0.014967,-0.014208,-0.0016172,0.0080673,0.027967,0.02232,0.0053394,-0.0052528,0.0095255,0.0055232,-0.009836,-0.0026886,0.010159,0.01165,0.011717,0.0013329,-0.0061587,0.043436,0.002131,0.00022192,0.01582,0.019224,-0.0035536,-0.00010369
"M587.442T1269.605",-0.022364,0.00282,0.020258,-0.020851,0.026169,0.001651,-0.013676,0.0061332,-0.026926,-0.010628,-0.0070862,0.044994,0.011985,0.012973,-0.008366,-0.010913,-0.037643,-0.036715,-0.0065306,0.0088098,0.0074065,0.0095143,0.022531,0.03842,0.033681,0.0093775,-0.010807,-0.00032129,-0.0060036,0.0045856,-0.0061428,-0.0061848,0.004172,0.0013228,-0.032685,9.3718e-05,-0.0096584,-0.0086088,-0.0059759,-0.0346,-0.0072365,-0.013575,0.022047,0.0013044,-0.014586,0.02707,0.014575,-0.0046225,0.018432,-0.0021849
"M711.566T1557.453",-0.0042844,0.03056,-0.022956,-0.050608,0.019891,-0.0040763,-0.024454,0.012036,-0.0071847,0.031049,0.0094779,-0.0039076,-0.004636,0.033605,-0.012273,0.011007,0.015343,-0.015021,-0.029188,0.036885,-0.0011585,-0.0075298,0.01053,-0.020904,-0.011645,0.0013976,0.0010477,-0.00096708,-0.00062435,0.051111,-0.021097,-0.0059007,0.046187,-0.0064359,-0.0066973,0.029086,0.01166,-0.024106,-0.0087849,-0.014063,-0.010064,-9.453e-05,-0.01451,0.00090672,0.025985,-0.0095222,-0.0057526,-0.014119,-0.00050595,0.0056961
"M648.466T1423.012",-0.026043,0.0035974,-0.0050786,-0.030235,0.02189,-0.0067217,-0.01214,-0.020824,-0.0090806,-0.0022175,-0.03529,0.0070468,-0.012731,-0.021135,0.0026417,0.016099,-0.0038071,-0.014221,0.011701,0.0097402,0.0072998,0.021763,0.0081171,0.01465,0.0039491,-0.010044,-0.00097356,0.0044142,0.0027851,0.016421,-0.0056868,-0.0059548,0.017377,-0.01725,0.012664,0.010476,-0.0072973,-0.010125,0.0032423,-0.010317,-0.024469,0.001866,0.0095749,0.0060781,-0.0056503,0.0016838,0.0048346,4.5917e-05,-0.0021512,0.0069315
"M951.572T1242.045",-0.037133,0.0016945,0.001253,0.022451,0.033575,0.0026015,0.00093513,0.014765,-0.01233,0.0028547,0.018852,0.0084661,0.030472,0.014768,-0.010075,0.038445,-0.014834,0.012426,0.0046175,-0.0057218,-0.024718,-0.015247,-0.0059338,-0.00035572,0.01147,0.0060112,-0.0040444,-0.022362,0.017325,-0.0055922,0.009142,-0.0013837,-0.0093305,-0.0066579,0.013079,0.0021586,-0.012627,-0.00062298,-0.0083351,0.0058988,0.0064256,0.0035006,0.0012164,-0.0062441,-0.0037509,0.0013985,-0.0075262,-0.010047,-0.013652,-0.0016383
"M639.422T1278.929",-0.026385,-0.0037164,0.010405,-0.013728,0.019504,0.018999,-0.012617,-0.020375,-0.0074525,-0.00016695,-0.0082412,-0.010437,-0.033759,-0.0094523,0.020447,0.0053062,0.006292,-0.024572,0.0085611,0.0021193,-0.0087971,0.018512,-0.0019129,0.0048103,-0.01111,-0.031553,0.024748,0.020229,-0.0019279,-0.0056436,0.02128,-0.005075,0.0030407,0.0054905,0.0097829,0.0073642,-0.0024452,-0.0084618,-0.010224,-0.0019194,0.010097,0.010907,0.0071115,0.0091197,0.0065499,-0.0077092,0.014575,0.010534,-0.0020515,0.0031317
"M697.259T909.874",-0.025715,-0.0053161,0.002483,0.0029052,-0.014445,0.0077487,-0.0046037,-0.010399,-0.0077617,0.0013768,0.020471,0.00075615,-0.011653,-0.0063595,0.010466,-0.0037479,-0.0075287,-0.016247,0.0031187,0.0037265,-0.0016962,-0.014329,0.0062192,0.015591,-0.011167,-0.014573,-0.0096294,0.010101,-0.00061009,-0.0041625,0.01354,-0.004941,-0.0032357,0.0087584,-0.0020861,-0.0031623,0.00017327,-0.005761,0.010562,-0.011011,6.1132e-05,-0.012106,-0.0095609,0.0061632,0.018949,-0.015769,0.022146,0.0053994,0.0006503,-0.0072842
"M593.49T1539.529",-0.017799,0.015199,-0.0033126,-0.029772,0.01081,-0.013377,-0.0023269,0.00066593,-0.0083842,-0.0099046,-0.020356,0.0049638,-0.0088034,0.0036368,0.0051497,0.017332,0.0073343,-0.0011883,0.012605,0.020085,0.0056843,0.013334,0.0012172,0.0038543,0.0022145,-0.01237,-0.01659,0.013957,-0.0042231,-0.013269,-0.014998,0.0075384,0.019242,-0.0027561,0.015598,0.009521,0.012023,-0.0095349,0.013703,0.0037989,-0.0045132,-0.011328,-0.003776,0.00052692,-0.0041168,-0.010705,0.0070287,0.0041867,0.0032256,0.00023181
"M711.565T1605.092",-0.0040076,0.031429,-0.026803,-0.047725,0.018062,-0.0053778,-0.02485,0.0092924,-0.0065801,0.029016,0.006637,-0.0035612,-0.0051503,0.034191,-0.0092364,0.0097567,0.013293,-0.016459,-0.028948,0.037728,-0.0042645,-0.0035519,0.01154,-0.024443,-0.010256,0.00055615,-0.00051872,-0.0015485,-0.00281,0.052796,-0.022449,-0.0047356,0.046292,-0.0084373,-0.0087742,0.028394,0.011649,-0.022611,-0.0079826,-0.015053,-0.012366,-0.0021791,-0.012601,0.0016491,0.024163,-0.011928,-0.0051438,-0.013334,-0.0025569,0.001246
"M649.479T1423.325",-0.022999,-0.00037969,0.00053319,-0.021779,0.017996,-0.017811,0.0067458,0.010872,0.016953,-0.044712,-0.06594,-0.010533,0.011303,-0.024824,-0.0052943,0.043178,0.010344,0.036812,-0.0089988,-0.025608,-0.036278,-0.014568,-0.033524,-0.022823,-0.01643,0.018313,0.0015332,-0.0090722,0.0014755,0.01114,-0.014402,0.0052132,0.039266,0.0064522,-0.00014601,0.0077821,0.00042526,-0.0075678,0.0030749,0.0056016,-0.009492,0.0028533,-0.0012197,0.0077307,0.018871,-0.00080954,-0.016591,-0.021915,-0.014601,0.014879
"M723.435T1322.772",-0.018326,-0.0044592,0.0094821,0.0045398,0.02021,0.0059091,0.0021782,0.0012698,-0.0066502,-0.022173,-0.0026909,-0.0072999,0.003181,0.0079966,-0.0043441,0.022884,-0.012296,-0.017971,-0.0039342,0.014519,0.008504,-0.0030436,-0.018153,-0.012879,0.0017567,0.026094,0.0089461,0.012457,0.0099397,-0.00083971,0.014671,0.0018061,-0.0034899,-0.0017361,-0.013412,0.0093544,-0.0068502,-0.0093061,0.015079,0.012506,-0.012541,-0.010483,-0.01312,0.0088263,0.0025922,-0.012847,-0.0059756,-0.0087361,-0.0022979,0.001627
"M423.198T1506.423",-0.0061569,-0.0056836,0.022616,-0.0061422,0.012475,-0.00024621,-5.9758e-05,0.0046349,0.0083596,-0.0027945,0.0098023,-0.0045267,-0.015842,0.012902,-0.010429,0.0067074,0.014851,-0.034452,0.0044614,0.0046812,-0.0003341,-0.0041123,-0.0085931,-0.017515,-0.0086452,0.022075,0.0062798,0.01762,0.0013195,-0.008472,-0.0016896,-0.0084251,0.024647,0.009652,-0.0033041,0.011622,-0.0073603,-0.012308,-0.0082772,-0.010749,0.013726,-0.018934,0.02068,0.018592,0.0032047,-0.012565,0.0018485,-0.0027361,0.025203,0.0011029
